Orthogroup	Arabidopsis_thaliana_rna_prot	Brassica_napus_rna_prot
OG0008048	NM_119206.5.p1	XM_013882878.3.p1, XM_013849630.3.p1, XM_048780941.1.p1, XM_048745313.1.p1
OG0008049	NM_119218.6.p1	XM_048740983.1.p1, XM_013882901.3.p1, XM_013851725.3.p1
OG0008050	NM_119240.4.p1	XM_013816050.3.p1, XM_013875294.3.p1, XM_013792579.3.p1, XM_013851067.3.p1, XM_013864855.3.p1, XM_013818610.3.p1, XM_013818604.3.p1
OG0008051	NM_119592.5.p1	XM_048779224.1.p1, XM_013795927.3.p1, XM_013842392.3.p1
OG0008052	NM_119600.4.p1	XM_013795568.3.p1, XM_013842177.3.p1, XM_013875339.3.p1, XM_013800732.3.p1
OG0008053	NM_119708.3.p1	XM_048778683.1.p1, XM_013815119.3.p1, XM_013801003.3.p1, XM_048751310.1.p1
OG0008054	NM_119721.4.p1	XM_013787817.3.p1, XM_013787815.3.p1, XM_022706431.2.p1
OG0008055	NM_119724.2.p1	XM_013785555.3.p1, XM_013810423.3.p1
OG0008056	NM_119729.4.p1, NM_127318.5.p1	XM_048735034.1.p1, XM_048751209.1.p1
OG0008057	NM_119882.3.p1	XM_048763418.1.p1, XM_013887084.3.p1
OG0008058	NM_119963.4.p1	XM_048777855.1.p1, XM_013881067.3.p1
OG0008059	NM_120089.5.p1	XM_013805485.3.p1, XM_013888089.3.p1, XM_013861468.3.p1
OG0008060	NM_120113.2.p1	XM_013789505.3.p1, XM_013851777.3.p1
OG0008061	NM_120142.3.p1	XM_013805829.3.p1, XM_013806856.3.p1
OG0008062	NM_120236.1.p1	XM_013874646.3.p1
OG0008063	NM_120270.4.p1	XM_013867807.3.p1, XM_013793336.3.p1
OG0008064	NM_120468.3.p1	XM_013817699.3.p1, XM_013869263.3.p1, XM_022698458.2.p1
OG0008065	NM_120473.3.p1	XM_013874698.3.p1
OG0008066	NM_120549.3.p1	XM_013865951.3.p1, XM_013869040.3.p1, XM_013798349.3.p1
OG0008067	NM_120572.3.p1	XM_048768386.1.p1, XM_013823096.3.p1
OG0008068	NM_122222.2.p1	XM_048748394.1.p1, XM_013866443.3.p1
OG0008068	NM_120907.5.p1	XM_022697851.2.p1, XM_013859987.3.p1, XM_013845600.3.p1
OG0008069	NM_120971.3.p1, NM_125803.4.p1	XM_013845594.3.p1, XM_013787500.3.p1
OG0008070	NM_121075.3.p1	XM_013824825.3.p1, XM_013812696.3.p1, XM_013845216.3.p1
OG0008071	NM_121258.4.p1	XM_013812554.3.p1, XM_013865287.3.p1
OG0008072	NM_121278.3.p1	XM_048742376.1.p1, XM_048769250.1.p1, XM_013860989.3.p1, XM_013896730.3.p1, XM_013823923.3.p1, XM_048746847.1.p1
OG0008073	NM_121572.5.p1	XM_013873371.3.p1, XM_013806885.3.p1
OG0008074	NM_121661.5.p1	XM_013812391.3.p1, XM_013873710.3.p1, XM_022694988.2.p1, XM_013819119.3.p1
OG0008075	NM_121920.4.p1	XM_048749468.1.p1, XM_013872270.3.p1, XM_048752072.1.p1, XM_048771411.1.p1, XM_048774960.1.p1
OG0008076	NM_121935.4.p1	XM_013810475.3.p1, XM_013807755.3.p1
OG0008077	NM_121940.5.p1	XM_013811919.3.p1, XM_022693414.2.p1, XM_013807749.3.p1, XM_048752090.1.p1
OG0008078	NM_121992.3.p1	XM_013866393.3.p1, XM_013811886.3.p1, XM_048767425.1.p1
OG0008079	NM_122003.3.p1	XM_048752105.1.p1, XM_013826543.3.p1, XM_013866384.3.p1, XM_013820553.3.p1
OG0008080	NM_122014.4.p1	XM_013820538.3.p1, XM_013875427.3.p1, XM_013826531.3.p1
OG0008081	NM_122022.3.p1	XM_013875480.2.p1, XM_013819206.3.p1
OG0008081	NM_128223.3.p1	XM_013879545.3.p1, XM_013828438.3.p1
OG0008082	NM_122097.3.p1	XM_013811802.3.p1, XM_013816483.3.p1, XM_013866429.3.p1, XM_013826815.3.p1, XM_048771809.1.p1
OG0008083	NM_122115.4.p1	XM_013866559.3.p1, XM_013810435.2.p1, XM_013862189.3.p1
OG0008084	NM_122123.3.p1	XM_048746523.1.p1, XM_048743075.1.p1, XM_013862205.3.p1
OG0008085	NM_123064.3.p1	XM_013816354.3.p1, XM_013816356.2.p1, XM_013876751.3.p1
OG0008086	NM_123347.2.p1	XM_013887694.3.p1, XM_013787428.3.p1
OG0008087	NM_123578.4.p1	XM_048743428.1.p1, XM_013842340.3.p1
OG0008088	NM_123580.2.p1	XM_013811677.3.p1
OG0008089	NM_123663.3.p1	XM_048759390.1.p1, XM_048759387.1.p1, XM_013789534.3.p1, XM_048754096.1.p1
OG0008090	NM_124073.5.p1	XM_013840969.3.p1, XM_048762414.1.p1, XM_048740678.1.p1, XM_013859246.3.p1
OG0008091	NM_124083.3.p1	XM_013840990.3.p1, XM_013859304.3.p1
OG0008092	NM_124402.4.p1	XM_013862318.3.p1
OG0008093	NM_124478.3.p1	XM_013846989.3.p1, XM_013800886.3.p1
OG0008094	NM_124666.3.p1	XM_013877790.3.p1, XM_048742771.1.p1, XM_013882907.3.p1
OG0008095	NM_124725.5.p1	XM_022714736.2.p1
OG0008096	NM_124806.2.p1	XM_022714371.2.p1, XM_022714370.2.p1, XM_048742809.1.p1
OG0008097	NM_124910.6.p1	XM_013870767.3.p1, XM_013811488.3.p1, XM_013830219.3.p1, XM_013861678.2.p1
OG0008098	NM_125029.3.p1	XM_013829772.3.p1, XM_013878580.3.p1
OG0008099	NM_125209.3.p1	XM_013866767.3.p1, XM_013861123.3.p1
OG0008100	NM_125660.4.p1	XM_013865644.3.p1
OG0008101	NM_125747.4.p1	XM_048775279.1.p1, XM_048775278.1.p1
OG0008102	NM_180927.4.p1, NM_125782.3.p1	XM_013852340.3.p1
OG0008103	NM_125950.3.p1	XM_013883078.3.p1, XM_013852388.3.p1
OG0008104	NM_126081.4.p1	XM_013798105.3.p1, XM_013830803.3.p1
OG0008105	NM_126191.3.p1	XM_048766404.1.p1, XM_013872864.3.p1, XM_013877832.3.p1, XM_048781347.1.p1, XM_013789421.3.p1, XM_013858633.3.p1, XM_013821853.3.p1
OG0008106	NM_126270.2.p1	XM_013831911.3.p1, XM_048768521.1.p1
OG0008107	NM_126315.5.p1	XM_013809491.3.p1, XM_013851008.3.p1, XM_013831899.3.p1
OG0008108	NM_201752.1.p1, NM_127321.3.p1	XM_048739620.1.p1, XM_013805977.3.p1, XM_048769875.1.p1, XM_013837901.3.p1
OG0008109	NM_127406.3.p1	XM_013795971.3.p1, XM_013825948.3.p1, XM_013791658.3.p1, XM_048751697.1.p1
OG0008110	NM_127522.2.p1, NM_179660.2.p1	XM_013888983.3.p1, XM_013815444.3.p1
OG0008111	NM_202923.2.p1	XM_048780582.1.p1, XM_013815322.3.p1
OG0008111	NM_128011.5.p1	XM_048741463.1.p1, XM_048777711.1.p1, XM_048756394.1.p1
OG0008112	NM_128065.5.p1	XM_013808581.3.p1
OG0008113	NM_128201.5.p1	XM_013879543.3.p1, XM_048752792.1.p1
OG0008114	NM_128308.6.p1	XM_013879574.3.p1, XM_013842523.3.p1
OG0008115	NM_128420.4.p1	XM_013885200.3.p1
OG0008116	NM_128518.2.p1	XM_022719713.2.p1, XM_048780880.1.p1, XM_022719714.2.p1, XM_013874931.3.p1, XM_048774457.1.p1
OG0008117	NM_128585.2.p1	XM_013878503.3.p1, XM_048752408.1.p1
OG0008118	NM_128624.2.p1	XM_013825894.3.p1, XM_013867109.3.p1, XM_048777888.1.p1
OG0008119	NM_128977.4.p1, NM_201867.2.p1	XM_048778454.1.p1, XM_013874730.3.p1
OG0008120	NM_129106.3.p1	XM_048773677.1.p1, XM_022690508.2.p1, XM_013806649.3.p1, XM_013889211.3.p1
OG0008121	NM_129305.3.p1	XM_013892888.3.p1, XM_022718375.2.p1, XM_048755108.1.p1
OG0008122	NM_129523.4.p1	XM_013837305.3.p1, XM_048780488.1.p1
OG0008123	NM_129667.5.p1, NM_201925.2.p1	XM_013832325.3.p1
OG0008124	NM_129806.4.p1	XM_013892313.3.p1, XM_048753334.1.p1, XM_048753335.1.p1
OG0008125	NM_129869.5.p1	XM_013861940.3.p1, XM_013875348.3.p1, XM_013835060.3.p1
OG0008126	NM_129887.3.p1	XM_013889700.2.p1, XM_048782606.1.p1, XM_013861935.2.p1, XM_048778758.1.p1, XM_013832577.3.p1
OG0008127	NM_130015.4.p1	XM_013870050.3.p1, XM_048755283.1.p1
OG0008128	NM_202745.4.p1	XM_022715470.2.p1
OG0008128	NM_130174.5.p1	XM_013808437.3.p1, XM_048764884.1.p1
OG0008129	NM_147852.4.p1	XM_013860185.3.p1, XM_022714173.2.p1
OG0008130	NM_147893.4.p1	XM_022712903.2.p1, XM_013826779.3.p1
OG0008131	NM_148691.2.p1	XM_048746088.1.p1, XM_022703087.2.p1
OG0008132	NM_179124.2.p1	XM_048737745.1.p1, XM_022717496.2.p1, XM_013887101.3.p1, XM_022717499.2.p1, XM_048744278.1.p1, XM_013887092.3.p1
OG0008133	NM_179607.3.p1	XM_048776621.1.p1, XM_013867493.3.p1
OG0008134	NM_179731.3.p1	XM_013834998.3.p1, XM_013891645.3.p1
OG0008135	NM_179921.2.p1	XM_013806636.3.p1, XM_013824757.3.p1, XM_013878860.3.p1, XM_013828157.3.p1
OG0008136	NM_180051.3.p1	XM_048775801.1.p1, XM_013861887.3.p1
OG0008137	NM_180215.4.p1	XM_013894915.3.p1
OG0008138	NM_180954.3.p1	XM_048739538.1.p1, XM_022710256.2.p1, XM_013830789.3.p1
OG0008139	NM_201724.3.p1	XM_013805967.3.p1, XM_013852264.3.p1
OG0008140	NM_202708.2.p1	XM_013792533.3.p1, XM_013856979.3.p1, XM_013874841.3.p1
OG0008141	NM_202731.3.p1	XM_013792851.3.p1, XM_013799017.3.p1
OG0008142	NM_202814.2.p1	XM_048778347.1.p1, XM_022701012.2.p1, XM_013820445.3.p1
OG0008143	NM_203075.7.p1	XM_048743165.1.p1, XM_048769035.1.p1
OG0008144	NR_140638.1.p1	XM_013826173.3.p1, XM_048763214.1.p1, XM_022715068.2.p1, XM_013841246.3.p1
OG0008185	NM_121609.5.p1	XM_013812161.3.p1, XM_013865468.3.p1
OG0008185	NM_001035546.1.p1, NM_111118.5.p1, NM_001337414.1.p1	XM_048746036.1.p1
OG0008186	NM_001035681.2.p1	XM_048736545.1.p1, XM_048758323.1.p1
OG0008187	NM_001035714.2.p1, NM_113797.4.p1	XM_013789072.3.p1, XM_013832043.3.p1
OG0008188	NM_001036042.3.p1, NM_102805.3.p1	XM_013806976.2.p1, XM_013851129.3.p1, XM_022688686.2.p1, XM_022710928.2.p1, XM_013862886.3.p1
OG0008189	NM_104733.4.p1, NM_001036134.1.p1	XM_013891642.3.p1
OG0008190	NM_001084513.2.p1, NM_001036369.2.p1, NM_179816.3.p1	XM_022719334.2.p1, XM_013878491.3.p1, XM_013828059.3.p1
OG0008191	NM_130248.5.p1, NM_001036474.4.p1	XM_013892134.3.p1, XM_013856585.3.p1, XM_013832723.3.p1, XM_048778851.1.p1
OG0008192	NM_001036569.3.p1, NM_202826.2.p1	XM_013792168.3.p1, XM_013820433.3.p1, XM_013800253.3.p1, XM_013812715.3.p1
OG0008193	NM_001036756.2.p1	XM_022698481.2.p1, XM_048768319.1.p1
OG0008194	NM_001036767.2.p1, NM_001342899.1.p1, NM_001342898.1.p1, NM_120752.4.p1	XM_013859737.3.p1, XM_048767219.1.p1, XM_048767220.1.p1
OG0008195	NM_125286.6.p1, NM_001037023.1.p1	XM_013861325.3.p1, XM_013846694.3.p1
OG0008196	NM_001084159.2.p1	XM_048740439.1.p1, XM_013802342.3.p1, XM_013823216.3.p1
OG0008197	NM_001335197.1.p1, NM_001084406.3.p1	XM_048763706.1.p1, XM_013837326.3.p1
OG0008198	NM_001337257.1.p1, NM_001084603.2.p1	XM_013887426.3.p1, XM_013831306.3.p1
OG0008199	NM_001337678.1.p1, NM_111562.5.p1, NM_001084649.2.p1, NM_106670.4.p1, NM_001124154.2.p1	XM_013793105.3.p1, XM_013786510.3.p1
OG0008200	NM_001084833.2.p1, NM_001203174.1.p1, NM_115479.3.p1	XM_013804425.3.p1, XM_013807825.3.p1
OG0008201	NM_120651.3.p1, NM_001085066.1.p1	XM_013884594.3.p1, XM_013863415.3.p1, XM_013860121.3.p1
OG0008202	NM_104134.4.p1, NM_001124004.2.p1	XM_013816680.3.p1, XM_013845503.3.p1
OG0008203	NM_001125060.1.p1, NM_130173.6.p1	XR_001289465.3.p1, XM_013892745.3.p1, XM_013892746.3.p1, XM_013892744.3.p1
OG0008204	NM_121932.1.p1	XM_048755652.1.p1
OG0008204	NM_001125454.1.p1	XM_013823863.2.p1, XM_013795477.1.p1, XM_048768176.1.p1, XM_013818644.2.p1, XM_048740410.1.p1, XM_048748705.1.p1, XM_048781667.1.p1, XM_013814026.2.p1, XM_013798525.1.p1, XM_013896357.1.p1, XM_048755590.1.p1
OG0008205	NM_119237.4.p1, NM_001125610.2.p1	XM_022700778.2.p1, XM_048745298.1.p1
OG0008206	NM_001161148.2.p1, NM_001202992.1.p1, NM_112655.3.p1	XM_013894021.3.p1, XM_048758461.1.p1
OG0008207	NM_001161303.1.p1	XM_048747519.1.p1
OG0008208	NM_001334830.1.p1, NM_001198498.1.p1, NM_106501.5.p1, NM_001198089.1.p1, NM_001332274.1.p1, NM_101564.4.p1	XM_013786148.3.p1, XM_013804987.3.p1
OG0008209	NM_101931.3.p1	XM_013854782.3.p1, XM_013871954.3.p1
OG0008209	NM_001332467.1.p1, NM_179361.1.p1, NM_104555.1.p1, NM_104553.1.p1	XM_013818880.3.p1, XM_022709556.2.p1, XM_048764519.1.p1, XM_022714464.2.p1, XM_048741017.1.p1, XM_013818882.3.p1
OG0008209	NM_101887.2.p1	XM_022708691.2.p1
OG0008209	NM_001198118.1.p1, NM_101947.1.p1, NM_101876.1.p1, NR_139772.1.p1, NR_139771.1.p1, NM_101880.2.p1	XM_013885033.3.p1
OG0008210	NM_001198156.2.p1, NM_102291.5.p1	XM_013801693.3.p1, XM_013801564.3.p1, XM_013807092.3.p1, XM_013807093.3.p1, XM_048759047.1.p1
OG0008211	NM_001333162.1.p1, NM_001333161.1.p1, NM_001198212.1.p1	XM_048780333.1.p1
OG0008212	NM_103314.5.p1	XM_048761208.1.p1
OG0008212	NM_001198214.2.p1	XM_013859624.3.p1
OG0008213	NM_106381.3.p1, NM_001198489.1.p1, NM_001334776.1.p1	XM_048736333.1.p1, XM_013802528.3.p1
OG0008214	NM_126225.4.p1, NM_001202567.1.p1	XM_048759206.1.p1
OG0008215	NM_001202622.1.p1, NM_127441.4.p1	XM_048737201.1.p1, XM_013835965.3.p1
OG0008216	NM_001202694.1.p1	XM_013792212.3.p1, XM_048754517.1.p1
OG0008217	NM_001202710.1.p1, NM_128592.3.p1	XM_013808526.3.p1, XM_013855849.3.p1
OG0008218	NM_001202821.1.p1, NM_001202822.2.p1	XM_013892688.3.p1, XM_013837090.3.p1
OG0008219	NM_112070.4.p1, NM_001202940.2.p1	XM_048750908.1.p1, XM_013828536.3.p1, XM_013828505.3.p1
OG0008220	NM_112691.4.p1, NM_001338327.1.p1, NM_001338328.1.p1, NM_001203028.2.p1	XM_013830522.3.p1
OG0008221	NM_115062.2.p1, NM_001203134.1.p1	XM_013890265.3.p1, XR_002660079.2.p1, XM_013881662.3.p1
OG0008222	NM_115554.4.p1, NM_001203184.1.p1	XM_013807919.3.p1, XM_013846224.3.p1, XM_048777932.1.p1, XM_013886764.3.p1
OG0008223	NM_001203419.2.p1, NM_122039.5.p1	XM_013811856.3.p1, XM_048743103.1.p1
OG0008224	NM_001203494.1.p1, NM_122931.3.p1	XM_048738573.1.p1, XM_013859510.3.p1
OG0008225	NM_001203542.2.p1	XM_013868278.3.p1, XM_013868279.3.p1
OG0008226	NM_001345369.1.p1, NM_001203642.1.p1, NM_125367.6.p1	XM_048746625.1.p1, XM_013825390.3.p1, XM_048750224.1.p1, XM_048746626.1.p1
OG0008227	NM_001203677.1.p1, NM_125741.5.p1	XM_013847673.3.p1, XM_013803753.3.p1
OG0008228	NM_114727.4.p1	XM_013871615.3.p1
OG0008228	NM_125746.4.p1, NM_001203679.1.p1	XM_013845864.3.p1, XM_013787543.3.p1, XM_013805774.3.p1, XM_022715408.2.p1
OG0008229	NM_001203760.2.p1, NM_116902.3.p1	XM_013870267.3.p1, XM_013867745.3.p1
OG0008230	NM_001203811.1.p1, NM_117728.7.p1	XM_013888284.3.p1, XM_013807247.3.p1
OG0008231	NM_119474.5.p1, NM_001203968.1.p1, NM_001203969.1.p1	XM_013879697.3.p1, XM_013864070.3.p1
OG0008232	NM_100549.2.p1, NM_001331663.1.p1	XM_022707974.2.p1, XM_013840073.3.p1
OG0008233	NM_001331776.1.p1, NM_001331775.1.p1, NM_100726.5.p1	XM_013785621.3.p1, XM_013855216.3.p1
OG0008234	NM_001332005.1.p1, NM_001332006.1.p1	XM_022708250.2.p1
OG0008234	NM_179316.3.p1	XM_013852895.3.p1, XM_013802010.3.p1, XM_022703242.2.p1
OG0008235	NM_001335142.1.p1, NM_126333.4.p1	XM_013809483.3.p1
OG0008235	NM_001332118.1.p1	XM_013785960.3.p1
OG0008236	NM_102148.4.p1, NM_001332574.1.p1	XM_013870507.3.p1
OG0008237	NM_102740.3.p1, NM_001332879.1.p1	XM_022690140.2.p1, XM_013815979.3.p1, XM_013807132.3.p1, XM_022713845.2.p1
OG0008238	NR_139809.1.p1, NM_001332886.1.p1, NM_001332885.1.p1, NM_102767.4.p1	XM_013804179.3.p1, XM_013835217.3.p1, XM_013799614.3.p1, XM_013858505.3.p1, XM_013835024.3.p1, XM_022712278.2.p1
OG0008239	NM_001333210.1.p1, NM_148531.3.p1	XM_048739175.1.p1, XM_048769535.1.p1
OG0008240	NM_103701.2.p1, NM_001333292.1.p1	XM_013870112.3.p1
OG0008241	NM_103955.2.p1, NM_001333452.1.p1	XM_048760404.1.p1
OG0008242	NM_114154.3.p1	XM_013811427.3.p1, XM_013820196.3.p1
OG0008242	NM_104366.2.p1, NM_001333680.1.p1	XM_013826551.3.p1
OG0008242	NM_001343300.1.p1, NM_121395.2.p1	XM_022716949.2.p1
OG0008243	NM_104525.3.p1, NM_001333784.1.p1, NM_001333783.1.p1	XM_013841279.3.p1, XM_022708495.2.p1
OG0008244	NM_105039.5.p1, NM_001334111.1.p1	XM_013837237.3.p1
OG0008245	NM_123138.3.p1	XM_013887522.3.p1, XM_013883053.3.p1, XM_048760584.1.p1
OG0008245	NM_001334243.1.p1, NM_001334241.1.p1, NM_001334240.1.p1	XM_022689093.2.p1, XM_013787881.3.p1
OG0008246	NM_001334276.1.p1, NM_105387.5.p1	XM_013832665.3.p1, XM_048735979.1.p1, XM_048761811.1.p1
OG0008247	NM_001334461.1.p1, NM_001334460.1.p1, NM_105721.2.p1	XM_022714242.2.p1, XM_013847245.3.p1, XM_022714241.2.p1, XM_013847244.3.p1
OG0008248	NM_106042.3.p1, NM_001334606.1.p1	XM_013870911.3.p1
OG0008249	NM_106638.2.p1, NM_001334932.1.p1, NM_001334931.1.p1	XM_048743867.1.p1, XM_048748548.1.p1
OG0008250	NM_126210.4.p1, NM_001335065.1.p1	XM_013829036.3.p1, XM_013868717.3.p1
OG0008251	NM_001335170.1.p1	XM_048740709.1.p1, XM_048768549.1.p1
OG0008252	NM_001335305.1.p1, NM_126650.4.p1	XM_013881290.3.p1
OG0008253	NM_001335388.1.p1	XM_048776635.1.p1, XM_013829643.3.p1, XM_013805959.3.p1, XM_048767916.1.p1
OG0008254	NM_127217.4.p1, NM_001335484.1.p1	XM_013863992.3.p1, XM_013789006.3.p1
OG0008254	NM_118311.7.p1	XM_013787499.3.p1, XM_013787498.3.p1, XM_013809268.3.p1
OG0008255	NM_001335774.1.p1	XM_048741536.1.p1, XR_007339017.1.p1
OG0008256	NM_001335917.1.p1	XM_013856360.3.p1
OG0008257	NM_001335977.1.p1	XM_048765003.1.p1, XM_022691326.2.p1
OG0008258	NM_001336116.1.p1, NM_179770.1.p1, NM_128305.2.p1	XM_013865092.3.p1, XM_013888538.3.p1, XM_013865093.2.p1
OG0008259	NM_201909.1.p1, NM_129457.4.p1, NM_001336754.1.p1	XM_013847466.3.p1
OG0008260	NM_001336835.1.p1, NM_129596.4.p1	XM_013836787.3.p1, XM_013836788.3.p1, XM_013828250.3.p1
OG0008261	NM_130005.3.p1, NM_001337084.1.p1	XM_013836797.3.p1, XM_013831293.3.p1
OG0008262	NM_001337092.1.p1	XM_013892551.3.p1, XM_013834913.3.p1
OG0008263	NM_001337110.1.p1, NM_130063.2.p1	XM_013836619.3.p1, XM_022719055.2.p1
OG0008264	NM_180163.4.p1, NM_001337359.1.p1	XM_013880156.3.p1, XM_013834361.3.p1, XM_048774012.1.p1, XM_048775636.1.p1
OG0008265	NM_001337721.1.p1, NM_180203.3.p1, NM_111633.4.p1	XM_048780059.1.p1, XM_013895128.3.p1, XM_013841918.3.p1
OG0008266	NM_111873.4.p1, NM_001337871.1.p1	XM_048776361.1.p1, XM_048759293.1.p1, XM_048753952.1.p1, XM_013785435.3.p1
OG0008267	NM_001337956.1.p1, NM_001337958.1.p1, NM_001337957.1.p1, NM_112019.1.p1	XM_048779956.1.p1, XM_022703461.2.p1
OG0008268	NM_001338082.1.p1	XM_013829347.3.p1
OG0008269	NM_001338223.1.p1, NM_112497.3.p1	XM_013842497.3.p1, XM_013894276.3.p1
OG0008269	NM_104097.6.p1	XM_013847312.3.p1
OG0008270	NM_001338226.1.p1, NM_001338225.1.p1	XM_013831837.3.p1, XM_013894275.3.p1
OG0008271	NM_112609.3.p1, NM_001338283.1.p1	XM_013894114.3.p1
OG0008272	NM_001338291.1.p1, NM_001338292.1.p1	XM_048776486.1.p1, XM_048753141.1.p1
OG0008273	NM_112754.3.p1, NM_001338352.1.p1	XM_013856643.3.p1, XM_013888635.3.p1, XM_013881021.3.p1, XM_013829436.3.p1, XM_022699575.2.p1
OG0008274	NM_113275.3.p1, NM_001338654.1.p1	XM_022720151.2.p1, XM_013797190.3.p1
OG0008275	NM_113319.5.p1, NM_001338669.1.p1	XM_048735478.1.p1, XM_048736663.1.p1, XM_013869008.3.p1, XM_013829992.3.p1
OG0008276	NM_001338859.1.p1	XM_013865485.3.p1, XM_013825745.3.p1, XM_048746951.1.p1, XM_013789225.3.p1, XM_013814805.3.p1
OG0008277	NM_113787.3.p1, NM_001338964.1.p1	XM_048735340.1.p1, XM_013832053.3.p1
OG0008278	NM_148864.4.p1, NM_001339371.1.p1	XM_048734874.1.p1, XM_022712001.2.p1
OG0008279	NM_001339940.1.p1	XM_013869004.3.p1
OG0008280	NM_115961.3.p1, NM_115879.7.p1, NM_001340028.1.p1, NM_001340029.1.p1	XM_013792817.3.p1, XM_013846522.3.p1
OG0008281	NM_122991.2.p1, NM_001340124.1.p1	XM_013890865.3.p1, XM_022688941.2.p1
OG0008282	NM_001340190.1.p1	XM_013890838.3.p1, XM_013804865.3.p1, XM_048760318.1.p1, XM_013796601.3.p1, XM_013815105.3.p1, XM_013852384.3.p1
OG0008283	NM_116208.4.p1, NM_001340214.1.p1	XM_022691318.2.p1, XR_002660651.2.p1
OG0008284	NM_116310.5.p1, NM_001340271.1.p1	XM_048739186.1.p1, XM_013879877.3.p1, XM_022714024.2.p1
OG0008285	NM_001340301.1.p1, NM_116343.4.p1, NM_001340302.1.p1	XM_013879860.3.p1, XM_013828887.3.p1
OG0008286	NM_001340336.1.p1	XM_013870893.3.p1, XM_013867370.3.p1
OG0008287	NM_001340541.1.p1	XM_013788972.2.p1
OG0008287	NM_118247.3.p1	XM_013881886.3.p1
OG0008288	NM_001340703.1.p1, NM_117186.5.p1	XM_048749440.1.p1, XM_048776040.1.p1, XM_048747234.1.p1
OG0008289	NM_118448.4.p1, NM_001341581.1.p1	XM_013838875.3.p1, XM_013855347.3.p1, XM_048749919.1.p1, XM_013808423.3.p1, XM_013808422.3.p1, XM_013846462.3.p1
OG0008289	NM_001340718.1.p1	XM_013863106.3.p1
OG0008289	NM_118451.6.p1	XM_022716619.2.p1, XM_048776613.1.p1
OG0008290	NM_001340785.1.p1, NM_001340784.1.p1, NM_001340783.1.p1, NM_001340786.1.p1	XM_013857636.3.p1, XM_013843952.3.p1
OG0008291	NM_001340792.1.p1, NM_001340791.1.p1	XM_048776062.1.p1, XM_048740796.1.p1, XM_048768316.1.p1
OG0008292	NM_117343.2.p1, NM_001340801.1.p1, NM_001340800.1.p1	XM_013825296.3.p1, XM_022701037.2.p1
OG0008293	NM_001340980.1.p1, NM_001340984.1.p1, NM_001340981.1.p1, NM_001340985.1.p1	XM_048738629.1.p1, XM_048765693.1.p1, XM_048765694.1.p1
OG0008294	NM_001340988.1.p1, NM_117590.7.p1	XM_013812990.3.p1
OG0008295	NM_001341063.1.p1, NM_117648.8.p1	XM_013859845.3.p1, XM_048772387.1.p1, XM_048745995.1.p1
OG0008296	NM_001341076.1.p1, NM_117676.8.p1	XM_013860135.3.p1, XM_013887471.3.p1, XM_013887469.3.p1
OG0008297	NM_001341189.1.p1, NM_117804.2.p1	XM_013866112.3.p1, XM_013815901.2.p1
OG0008298	NM_118067.1.p1	XM_013888145.3.p1, XM_013860578.3.p1
OG0008298	NM_117271.3.p1	XM_048768330.1.p1, XM_048740811.1.p1, XM_013893360.3.p1, XM_048768328.1.p1, XM_013844827.3.p1
OG0008298	NM_118071.6.p1, NM_001341350.1.p1, NM_001341348.1.p1, NM_001341346.1.p1, NM_001341347.1.p1, NM_179079.2.p1, NM_001341345.1.p1, NM_001341351.1.p1	XM_013823157.3.p1, XM_022700063.2.p1, XM_048749876.1.p1, XM_013817250.3.p1, XM_048773751.1.p1
OG0008299	NM_001341677.1.p1	XM_013883770.3.p1, XM_013836921.3.p1
OG0008300	NM_119247.7.p1, NM_001342048.1.p1, NM_001342049.1.p1	XM_048740914.1.p1, XM_048765535.1.p1, XM_013851097.3.p1
OG0008301	NM_119453.6.p1, NM_001342190.1.p1	XM_013808543.3.p1, XM_013852677.3.p1
OG0008301	NM_128165.4.p1	XM_048737594.1.p1, XM_048766113.1.p1
OG0008302	NM_001342312.1.p1, NM_119662.4.p1	XM_048738835.1.p1, XM_013815151.3.p1
OG0008303	NM_001342367.1.p1, NM_119742.4.p1	XM_048737818.1.p1, XM_048778597.1.p1, XM_048745094.1.p1, XR_007318227.1.p1, XM_013790928.3.p1, XM_013790861.3.p1
OG0008304	NM_119976.5.p1, NM_001342482.1.p1	XM_013840971.3.p1, XM_013847756.3.p1
OG0008305	NM_001342587.1.p1, NM_120218.2.p1, NM_001342588.1.p1	XM_013894584.3.p1, XM_013876354.3.p1
OG0008306	NM_001342778.1.p1, NM_120531.3.p1	XM_013812728.3.p1, XM_013869097.3.p1
OG0008307	NM_001342992.1.p1, NM_122225.3.p1	XM_022716668.2.p1, XM_048748391.1.p1, XM_013819922.3.p1
OG0008308	NM_001343004.1.p1, NM_001343003.1.p1, NM_120932.3.p1	XM_048742478.1.p1, XM_013846812.3.p1
OG0008309	NM_001343178.1.p1, NM_121171.4.p1	XM_013812625.3.p1, XM_013831938.3.p1
OG0008310	NM_001343201.1.p1, NM_001343200.1.p1	XM_013788313.3.p1, XM_013788567.3.p1, XM_048771499.1.p1, XM_048771497.1.p1, XM_048746815.1.p1, XM_013870704.3.p1, XM_048751903.1.p1
OG0008311	NM_111112.4.p1	XM_048758312.1.p1, XM_013822943.3.p1
OG0008312	NM_001343832.1.p1	XR_007325849.1.p1, XM_013788011.3.p1, XM_013788012.3.p1, XM_022687654.2.p1, XM_048735063.1.p1, XM_013805565.3.p1
