Orthogroup	Arabidopsis_thaliana_rna_prot	Brassica_oleracea_rna_prot
OG0010017	NM_118608.5.p1	XM_013746373.1.p1
OG0010018	NM_118802.2.p1	XM_013764479.1.p1
OG0010019	NM_118809.5.p1	XM_013745082.1.p1
OG0010020	NM_118824.4.p1	XM_013776173.1.p1, XM_013730488.1.p1
OG0010021	NM_118947.8.p1	XM_013748606.1.p1, XM_013742046.1.p1
OG0010022	NM_202926.2.p1, NM_119328.4.p1	XM_013762819.1.p1
OG0010023	NM_119404.3.p1	XM_013745802.1.p1, XM_013773002.1.p1
OG0010024	NM_119428.5.p1	XM_013773996.1.p1
OG0010025	NM_128167.4.p1, NM_119455.3.p1	XM_013739860.1.p1
OG0010026	NM_119457.4.p1	XM_013743566.1.p1, XM_013743641.1.p1
OG0010027	NM_120112.4.p1	XM_013745368.1.p1, XM_013743321.1.p1
OG0010028	NM_120509.4.p1	XM_013757768.1.p1
OG0010029	NM_120534.2.p1	XM_013774006.1.p1
OG0010030	NM_120695.5.p1, NM_180700.3.p1	XM_013764966.1.p1
OG0010031	NM_120719.4.p1	XM_013762716.1.p1, XM_013753627.1.p1
OG0010032	NM_120726.3.p1	XM_013753886.1.p1
OG0010033	NM_120909.4.p1	XM_013754445.1.p1, XM_013757177.1.p1, XM_013766747.1.p1
OG0010034	NM_121030.3.p1	XM_013750795.1.p1
OG0010034	NM_125882.3.p1	XM_013765221.1.p1
OG0010035	NM_121120.4.p1	XM_013764695.1.p1, XM_013764694.1.p1
OG0010036	NM_121129.4.p1	XM_013755544.1.p1
OG0010037	NM_179730.3.p1	XM_013747569.1.p1
OG0010037	NM_121138.3.p1	XM_013757746.1.p1
OG0010038	NM_121172.4.p1	XM_013763286.1.p1, XM_013753643.1.p1
OG0010039	NM_121306.5.p1	XM_013774770.1.p1, XM_013750531.1.p1
OG0010040	NM_121313.5.p1	XM_013756316.1.p1, XM_013773373.1.p1
OG0010041	NM_121484.5.p1	XM_013775299.1.p1, XM_013777338.1.p1, XM_013750748.1.p1
OG0010042	NM_121534.3.p1	XM_013751872.1.p1
OG0010043	NM_121544.4.p1	XM_013765317.1.p1, XM_013756544.1.p1
OG0010044	NM_121557.4.p1	XM_013766396.1.p1, XM_013755942.1.p1
OG0010045	NM_121762.3.p1	XM_013774452.1.p1, XM_013754129.1.p1
OG0010046	NM_121773.3.p1	XM_013764832.1.p1
OG0010047	NM_121790.4.p1	XM_013764090.1.p1, XM_013767330.1.p1
OG0010048	NM_121812.3.p1	XM_013767703.1.p1, XM_013757597.1.p1
OG0010049	NM_122094.3.p1	XM_013763122.1.p1, XM_013775288.1.p1
OG0010050	NM_122268.5.p1	XM_013756504.1.p1, XM_013765072.1.p1
OG0010051	NM_122380.4.p1	XM_013742222.1.p1, XM_013757573.1.p1
OG0010052	NM_123501.3.p1, NM_123502.3.p1	XM_013780783.1.p1
OG0010053	NM_123572.3.p1	XM_013781473.1.p1
OG0010054	NM_123759.3.p1	XM_013753118.1.p1
OG0010055	NM_123958.3.p1	XM_013764846.1.p1
OG0010056	NM_124003.4.p1	XM_013756223.1.p1
OG0010057	NM_124111.3.p1	XM_013743287.1.p1
OG0010058	NM_124134.5.p1	XM_013745329.1.p1, XM_013765600.1.p1, XM_013743124.1.p1
OG0010059	NM_124223.4.p1	XM_013751576.1.p1, XM_013760582.1.p1, XM_013740017.1.p1
OG0010060	NM_124261.4.p1	XM_013738501.1.p1
OG0010061	NM_124290.3.p1, NR_143337.1.p1	XM_013740645.1.p1, XM_013754096.1.p1
OG0010062	NM_124534.3.p1	XM_013766035.1.p1
OG0010063	NM_124631.4.p1	XM_013766106.1.p1
OG0010064	NM_124787.4.p1	XM_013765391.1.p1
OG0010065	NM_124904.5.p1	XM_013766229.1.p1, XM_013766230.1.p1
OG0010066	NM_124993.1.p1	XM_013766149.1.p1, XM_013766148.1.p1, XM_013755006.1.p1
OG0010067	NM_124995.5.p1	XM_013751420.1.p1
OG0010068	NM_125085.5.p1	XM_013766568.1.p1, XM_013750718.1.p1
OG0010069	NM_125130.3.p1	XM_013769755.1.p1
OG0010070	NM_125310.3.p1	XM_013757476.1.p1
OG0010071	NM_125447.2.p1	XM_013751310.1.p1
OG0010072	NM_125569.1.p1	XM_013740890.1.p1
OG0010073	NM_125571.5.p1	XM_013769887.1.p1, XM_013753646.1.p1
OG0010074	NM_125778.4.p1	XM_013773716.1.p1
OG0010075	NM_125854.4.p1	XM_013774746.1.p1
OG0010076	NM_125947.3.p1	XM_013774010.1.p1
OG0010077	NM_125952.3.p1	XM_013772948.1.p1
OG0010078	NM_126202.3.p1	XM_013739409.1.p1, XM_013751194.1.p1
OG0010079	NM_126276.4.p1	XM_013765447.1.p1
OG0010080	NM_126675.3.p1	XM_013731259.1.p1
OG0010081	NM_127084.3.p1	XM_013738115.1.p1
OG0010082	NM_127123.3.p1	XM_013757111.1.p1, XM_013743189.1.p1
OG0010083	NM_127279.3.p1	XM_013743377.1.p1, XM_013751489.1.p1
OG0010084	NM_127601.4.p1	XM_013737651.1.p1, XM_013753153.1.p1
OG0010085	NM_127781.5.p1	XM_013780340.1.p1, XM_013748281.1.p1
OG0010086	NM_127805.3.p1	XM_013784179.1.p1
OG0010087	NM_128573.4.p1	XM_013780967.1.p1, XM_013776396.1.p1, XM_013769923.1.p1
OG0010088	NM_128581.4.p1	XM_013778287.1.p1
OG0010089	NM_128701.3.p1	XM_013769679.1.p1
OG0010090	NM_128921.6.p1	XM_013776437.1.p1
OG0010091	NM_129023.5.p1	XM_013754987.1.p1, XM_013767059.1.p1
OG0010092	NM_129137.4.p1	XM_013767863.1.p1, XM_013778141.1.p1
OG0010094	NM_129226.4.p1	XM_013778431.1.p1
OG0010094	NM_129225.1.p1	XM_013777063.1.p1
OG0010095	NM_129247.3.p1	XM_013772974.1.p1, XM_013781088.1.p1
OG0010096	NM_129407.4.p1	XM_013779197.1.p1, XM_013769631.1.p1
OG0010097	NM_129471.3.p1	XM_013775978.1.p1
OG0010098	NM_129513.4.p1	XM_013778113.1.p1
OG0010099	NM_129557.4.p1	XM_013778155.1.p1, XM_013767316.1.p1
OG0010100	NM_129577.5.p1	XM_013776461.1.p1
OG0010101	NM_129729.3.p1	XM_013779750.1.p1, XM_013771812.1.p1, XM_013779288.1.p1, XM_013779372.1.p1
OG0010102	NM_129784.3.p1	XM_013781602.1.p1
OG0010103	NM_129830.2.p1	XM_013776945.1.p1, XM_013781678.1.p1
OG0010104	NM_129843.3.p1	XM_013779517.1.p1, XM_013779883.1.p1
OG0010105	NM_201959.1.p1, NM_130013.4.p1	XM_013781499.1.p1
OG0010106	NM_201984.2.p1, NM_130358.4.p1	XM_013776325.1.p1
OG0010107	NM_130361.5.p1	XM_013781272.1.p1
OG0010108	NM_147322.4.p1	XM_013743478.1.p1
OG0010109	NM_147907.4.p1	XM_013754226.1.p1, XM_013740586.1.p1
OG0010110	NM_179282.2.p1	XM_013731350.1.p1
OG0010111	NM_179454.1.p1	XM_013730886.1.p1
OG0010112	NM_180352.3.p1	XM_013776612.1.p1
OG0010113	NM_180554.2.p1, NM_180553.3.p1	XM_013753354.1.p1
OG0010114	NM_201868.3.p1	XM_013773482.1.p1, XM_013781196.1.p1
OG0010115	NM_202513.3.p1	XM_013782465.1.p1
OG0010116	NM_202705.3.p1	XM_013746865.1.p1, XM_013735047.1.p1
OG0010177	NM_112805.5.p1, NM_001035648.1.p1	XM_013731966.1.p1
OG0010178	NM_001035908.2.p1, NM_100606.4.p1	XM_013730505.1.p1
OG0010179	NM_001332362.1.p1, NM_001198100.1.p1, NM_001035988.2.p1	XM_013750467.1.p1
OG0010180	NM_121244.2.p1	XM_013749369.1.p1
OG0010180	NM_202188.2.p1, NM_202189.2.p1	XM_013737836.1.p1
OG0010181	NM_001036116.2.p1, NM_104374.3.p1, NM_001036115.1.p1	XM_013778178.1.p1
OG0010182	NM_001036153.2.p1, NM_105110.4.p1	XM_013753334.1.p1
OG0010183	NM_001036230.1.p1, NM_106694.4.p1	XM_013760983.1.p1, XM_013737256.1.p1, XM_013737043.1.p1
OG0010184	NM_122214.4.p1, NM_001036849.2.p1	XM_013742678.1.p1, XM_013757049.1.p1
OG0010185	NM_125910.6.p1, NM_001037068.1.p1	XM_013756696.1.p1, XM_013774896.1.p1
OG0010186	NM_001084743.3.p1	XM_013751376.1.p1
OG0010187	NM_001084826.2.p1, NM_115398.3.p1	XM_013749887.1.p1
OG0010188	NM_001084983.1.p1, NM_179126.1.p1, NM_118875.4.p1	XM_013762228.1.p1, XM_013743297.1.p1
OG0010189	NM_128334.1.p1, NM_001085062.1.p1, NM_120603.3.p1	XM_013773013.1.p1, XM_013764689.1.p1
OG0010190	NM_120615.3.p1, NM_001342815.1.p1, NM_001085063.1.p1	XM_013750577.1.p1, XM_013764375.1.p1
OG0010191	NM_203102.2.p1, NM_001085150.1.p1, NM_122385.5.p1	XM_013762918.1.p1
OG0010192	NM_001085287.2.p1, NM_124907.5.p1	XM_013751964.1.p1
OG0010193	NM_001123835.4.p1, NM_101731.5.p1	XM_013730851.1.p1
OG0010194	NM_129665.5.p1, NM_001125019.1.p1	XM_013775604.1.p1, XM_013775603.1.p1
OG0010195	NM_001125170.1.p1, NM_112454.3.p1	XM_013773230.1.p1, XM_013732173.1.p1
OG0010196	NM_001125523.2.p1	XM_013747639.1.p1
OG0010197	NM_122668.4.p1, NM_001161271.1.p1	XM_013740067.1.p1
OG0010198	NM_001198042.1.p1, NM_101095.4.p1	XM_013782649.1.p1
OG0010199	NM_001198197.1.p1, NM_102946.4.p1	XM_013730433.1.p1
OG0010200	NM_001198433.1.p1, NM_105725.3.p1	XM_013765819.1.p1
OG0010201	NM_202516.2.p1, NM_111598.5.p1, NM_001202905.1.p1	XM_013731440.1.p1
OG0010202	NM_001202988.1.p1, NM_112615.4.p1	XM_013770018.1.p1, XM_013758378.1.p1
OG0010203	NM_114431.4.p1, NM_001203085.1.p1	XM_013772371.1.p1
OG0010204	NM_001203097.2.p1	XM_013775258.1.p1
OG0010205	NM_001203123.1.p1	XM_013748968.1.p1
OG0010206	NM_001203211.1.p1, NM_115894.5.p1	XM_013778127.1.p1
OG0010207	NM_001203423.1.p1	XM_013756233.1.p1
OG0010208	NM_001203432.1.p1, NM_147894.4.p1	XM_013761076.1.p1
OG0010209	NM_118735.3.p1, NM_001203914.2.p1	XM_013740359.1.p1
OG0010210	NM_119447.5.p1, NM_001203966.1.p1	XM_013745971.1.p1, XM_013740488.1.p1
OG0010211	NM_100069.3.p1, NM_001331312.1.p1	XM_013749328.1.p1
OG0010212	NM_100117.4.p1, NM_001331334.1.p1	XM_013728939.1.p1
OG0010212	NM_116400.3.p1	XM_013753815.1.p1
OG0010213	NM_115656.4.p1	XM_013750227.1.p1
OG0010213	NM_001331910.1.p1	XM_013750018.1.p1
OG0010214	NM_001332032.1.p1, NM_179320.2.p1	XM_013758367.1.p1
OG0010215	NM_102025.3.p1, NM_001332527.1.p1	XM_013731217.1.p1
OG0010216	NM_102172.2.p1, NM_001332594.1.p1	XM_013742498.1.p1, XM_013730626.1.p1
OG0010217	NM_001332904.1.p1, NM_001332903.1.p1	XM_013730795.1.p1
OG0010219	NM_001333088.1.p1, NM_103139.3.p1	XM_013736507.1.p1
OG0010220	NM_103237.4.p1, NM_001333156.1.p1	XM_013733173.1.p1
OG0010221	NM_103512.3.p1, NM_001333224.1.p1	XM_013730511.1.p1
OG0010222	NM_180628.4.p1, NM_001333364.1.p1	XM_013736352.1.p1
OG0010223	NM_104110.3.p1, NM_001333533.1.p1	XM_013775329.1.p1
OG0010224	NM_001334120.1.p1, NM_105045.6.p1	XM_013756717.1.p1
OG0010225	NM_001334481.1.p1, NM_105750.4.p1	XM_013737179.1.p1
OG0010226	NM_001335074.1.p1, NM_126234.3.p1	XM_013761230.1.p1, XM_013761228.1.p1
OG0010227	NM_001335384.1.p1, NM_126910.3.p1	XM_013738153.1.p1
OG0010228	NM_127517.5.p1, NM_001335639.1.p1	XM_013748846.1.p1, XM_013759688.1.p1
OG0010230	NM_001336281.1.p1, NM_128622.4.p1, NM_201839.3.p1	XM_013776618.1.p1
OG0010231	NM_001336603.1.p1, NM_129219.3.p1	XM_013779744.1.p1, XM_013777068.1.p1
OG0010231	NM_115164.3.p1	XM_013779271.1.p1
OG0010232	NM_001336659.1.p1	XM_013776452.1.p1
OG0010233	NM_001337268.1.p1, NM_180145.3.p1	XM_013781089.1.p1, XM_013774183.1.p1
OG0010234	NM_001337435.1.p1	XM_013731993.1.p1
OG0010235	NM_001337544.1.p1	XM_013731310.1.p1
OG0010236	NM_111519.3.p1, NM_001337656.1.p1	XM_013767449.1.p1
OG0010237	NM_001337870.1.p1	XM_013782338.1.p1
OG0010238	NM_112375.3.p1, NM_001338149.1.p1	XM_013772973.1.p1
OG0010239	NM_112685.4.p1, NM_001338318.1.p1	XM_013753597.1.p1
OG0010239	NM_103758.3.p1	XM_013736830.1.p1, XM_013731660.1.p1
OG0010240	NM_001338349.1.p1	XM_013736759.1.p1, XM_013753141.1.p1
OG0010241	NM_112635.1.p1	XM_013738309.1.p1, XM_013784381.1.p1
OG0010241	NM_103486.1.p1	XM_013770750.1.p1, XM_013762384.1.p1
OG0010242	NM_113339.4.p1, NM_001338677.1.p1	XM_013743330.1.p1
OG0010243	NM_001339171.1.p1	XM_013747226.1.p1
OG0010244	NM_125635.3.p1	XM_013774936.1.p1
OG0010244	NM_001339310.1.p1	XM_013773419.1.p1
OG0010245	NM_001339438.1.p1	XM_013737945.1.p1
OG0010246	NM_001339599.1.p1, NM_115180.3.p1	XM_013735760.1.p1, XM_013748452.1.p1
OG0010247	NM_001339881.1.p1	XM_013749046.1.p1
OG0010248	NM_115628.5.p1, NM_001339882.1.p1	XM_013745240.1.p1
OG0010249	NM_116104.7.p1, NM_001340156.1.p1	XM_013745008.1.p1
OG0010250	NM_001340493.1.p1	XM_013753794.1.p1
OG0010251	NM_117334.5.p1, NM_001340793.1.p1	XM_013731529.1.p1
OG0010252	NM_001340876.1.p1	XM_013778284.1.p1
OG0010253	NM_001340949.1.p1	XM_013770803.1.p1
OG0010254	NM_119251.5.p1, NM_001342051.1.p1	XR_001264379.1.p1
OG0010256	NM_119684.4.p1, NM_001342328.1.p1	XM_013771798.1.p1, XM_013764873.1.p1, XM_013740995.1.p1
OG0010257	NM_121098.3.p1, NM_001343123.1.p1, NM_121099.4.p1	XM_013756454.1.p1, XM_013756455.1.p1
OG0010258	NM_001343448.1.p1, NM_001343449.1.p1	XM_013773893.1.p1
OG0010259	NM_179269.4.p1, NM_001343914.1.p1	XM_013749135.1.p1, XM_013749306.1.p1
OG0010260	NM_123417.4.p1, NM_001344336.1.p1, NM_203135.3.p1, NM_001344337.1.p1	XM_013778552.1.p1
OG0010261	NM_001344590.1.p1	XM_013743497.1.p1, XM_013766078.1.p1
OG0010262	NM_124375.3.p1, NM_001344864.1.p1	XM_013760767.1.p1
OG0010263	NM_124673.3.p1, NM_001345016.1.p1	XM_013766069.1.p1, XM_013751887.1.p1
OG0010264	NM_099986.4.p1	XM_013730172.1.p1
OG0010265	NM_100074.4.p1	XM_013747181.1.p1
OG0010266	NM_100197.3.p1	XM_013728758.1.p1
OG0010267	NM_128852.5.p1	XM_013775695.1.p1
OG0010267	NM_100376.5.p1	XM_013731220.1.p1
OG0010268	NM_201853.2.p1, NM_128807.1.p1	XM_013781665.1.p1
OG0010269	NM_100565.5.p1	XM_013747570.1.p1, XM_013731282.1.p1, XM_013731281.1.p1, XM_013749715.1.p1
OG0010270	NM_100597.4.p1	XM_013731340.1.p1
OG0010271	NM_100723.4.p1	XM_013746729.1.p1, XM_013748122.1.p1
OG0010272	NM_100784.4.p1	XM_013747571.1.p1, XM_013728551.1.p1
OG0010273	NM_100792.3.p1	XM_013747288.1.p1
OG0010274	NM_101077.6.p1	XM_013782681.1.p1
OG0010275	NM_101113.4.p1	XM_013728420.1.p1, XM_013744479.1.p1
OG0010276	NM_101420.2.p1	XM_013730827.1.p1
OG0010277	NM_101499.4.p1	XM_013731686.1.p1, XM_013731685.1.p1, XM_013747143.1.p1
OG0010278	NM_101668.5.p1	XM_013744700.1.p1
OG0010279	NM_101772.4.p1	XM_013747056.1.p1, XM_013728129.1.p1
OG0010280	NM_101773.3.p1	XM_013744514.1.p1
OG0010281	NM_101859.4.p1	XM_013743270.1.p1, XM_013743271.1.p1, XM_013743269.1.p1
OG0010282	NM_102028.3.p1	XM_013783040.1.p1
OG0010283	NM_102375.3.p1	XM_013740426.1.p1, XM_013766541.1.p1
OG0010284	NM_102412.1.p1	XM_013730254.1.p1
OG0010285	NM_102504.4.p1	XM_013738624.1.p1
OG0010286	NM_102527.5.p1	XM_013770992.1.p1, XM_013783990.1.p1
OG0010287	NM_102591.5.p1	XM_013774200.1.p1, XM_013730700.1.p1
OG0010288	NM_102666.4.p1	XM_013782764.1.p1, XM_013774762.1.p1
OG0010289	NM_202207.1.p1, NM_102678.3.p1, NM_102679.6.p1	XM_013731330.1.p1
OG0010290	NM_102761.4.p1	XM_013766864.1.p1
OG0010291	NM_102914.3.p1	XM_013749322.1.p1
OG0010292	NM_102943.6.p1	XM_013731333.1.p1
OG0010293	NM_103149.4.p1	XM_013732322.1.p1, XM_013748838.1.p1
OG0010294	NM_103494.5.p1	XM_013736761.1.p1
OG0010295	NM_103753.5.p1	XM_013736554.1.p1
OG0010296	NM_103794.3.p1	XM_013758297.1.p1, XM_013733268.1.p1
OG0010297	NM_103939.4.p1	XM_013734498.1.p1
OG0010298	NR_139304.1.p1, NM_104033.6.p1	XM_013774329.1.p1
OG0010299	NM_113023.4.p1, NM_104049.4.p1	XM_013732780.1.p1, XM_013773253.1.p1
OG0010300	NM_104187.2.p1	XM_013748007.1.p1
OG0010300	NM_104185.2.p1, NM_104186.4.p1	XM_013732956.1.p1, XM_013733613.1.p1
OG0010300	NM_112525.3.p1, NM_148726.3.p1	XM_013762336.1.p1, XM_013783251.1.p1
OG0010300	NM_120414.4.p1	XM_013762926.1.p1
OG0010301	NM_104313.4.p1	XM_013746053.1.p1
OG0010302	NM_112191.3.p1, NM_104426.4.p1	XM_013774911.1.p1
OG0010303	NM_104465.4.p1	XM_013736492.1.p1
OG0010304	NM_104536.5.p1	XM_013753262.1.p1
OG0010305	NM_104698.2.p1	XM_013753478.1.p1, XM_013763783.1.p1
OG0010306	NM_105071.4.p1	XM_013750819.1.p1, XM_013751343.1.p1
OG0010307	NM_148626.2.p1, NM_126559.1.p1, NM_105103.3.p1	XM_013752205.1.p1
OG0010307	NM_123537.3.p1	XM_013777729.1.p1
OG0010308	NM_105246.3.p1	XM_013760886.1.p1, XM_013732630.1.p1
OG0010309	NM_105452.2.p1	XM_013737339.1.p1
OG0010310	NM_105471.4.p1	XM_013732920.1.p1, XM_013736669.1.p1
OG0010311	NM_105766.3.p1, NM_125051.4.p1	XM_013757017.1.p1, XM_013772841.1.p1
OG0010312	NM_105811.3.p1	XM_013736447.1.p1
OG0010313	NM_105819.4.p1	XM_013736329.1.p1
OG0010314	NM_105857.4.p1	XM_013734542.1.p1
OG0010315	NM_105914.5.p1	XM_013750652.1.p1
OG0010316	NM_105963.1.p1	XM_013765956.1.p1, XM_013735342.1.p1
OG0010317	NM_105969.3.p1	XM_013736261.1.p1
OG0010318	NM_106033.4.p1	XM_013732361.1.p1
OG0010319	NM_106307.3.p1	XM_013762711.1.p1
OG0010320	NM_106396.5.p1	XM_013762828.1.p1, XM_013735982.1.p1
OG0010321	NM_106510.3.p1	XM_013760493.1.p1, XM_013736789.1.p1
OG0010322	NM_111144.6.p1	XM_013773544.1.p1, XM_013761790.1.p1, XM_013779949.1.p1
OG0010323	NM_111180.5.p1	XM_013780649.1.p1, XM_013728642.1.p1
OG0010324	NM_111360.2.p1	XM_013731311.1.p1
OG0010325	NM_111472.4.p1	XM_013729256.1.p1, XM_013779677.1.p1
OG0010325	NM_121939.3.p1	XM_013756624.1.p1, XM_013773607.1.p1
OG0010326	NM_111518.5.p1	XM_013731632.1.p1
OG0010327	NM_111792.3.p1	XM_013730265.1.p1
OG0010328	NM_120559.4.p1	XM_013767682.1.p1
OG0010328	NM_111896.2.p1	XM_013730605.1.p1
OG0010329	NM_112100.1.p1	XM_013729392.1.p1, XM_013773958.1.p1
OG0010330	NM_112335.3.p1	XM_013728759.1.p1, XM_013778188.1.p1
OG0010331	NM_112382.4.p1	XM_013781135.1.p1, XM_013731207.1.p1
OG0010332	NM_112383.1.p1	XM_013731205.1.p1
OG0010333	NM_112538.5.p1	XM_013746229.1.p1
OG0010333	NM_117682.3.p1	XM_013742571.1.p1
OG0010334	NM_112593.3.p1	XM_013761580.1.p1
OG0010335	NM_112612.5.p1	XM_013730282.1.p1
OG0010336	NM_112759.5.p1	XM_013782522.1.p1
OG0010337	NM_112959.3.p1	XM_013758530.1.p1
OG0010338	NM_113510.5.p1	XM_013758622.1.p1
OG0010339	NM_113832.4.p1	XM_013763778.1.p1, XM_013743582.1.p1, XM_013743581.1.p1
OG0010340	NM_114458.4.p1	XM_013773483.1.p1
OG0010341	NM_114656.4.p1	XM_013767098.1.p1, XM_013767097.1.p1
OG0010342	NM_114680.4.p1	XM_013736826.1.p1
OG0010343	NM_114702.3.p1	XM_013746904.1.p1
OG0010344	NM_114705.4.p1	XM_013767874.1.p1, XM_013747986.1.p1
OG0010345	NM_114925.4.p1, NM_126075.5.p1	XM_013743238.1.p1
OG0010346	NM_115041.4.p1	XM_013748943.1.p1, XM_013753342.1.p1
OG0010347	NM_115269.4.p1	XM_013748760.1.p1
OG0010348	NM_115346.4.p1	XM_013749856.1.p1, XM_013737420.1.p1
OG0010349	NM_115487.4.p1	XM_013734894.1.p1, XM_013745225.1.p1, XM_013745226.1.p1
OG0010350	NM_124629.3.p1, NM_115600.5.p1	XM_013744132.1.p1, XM_013776486.1.p1, XM_013734362.1.p1
OG0010351	NM_115722.4.p1	XM_013739293.1.p1, XM_013781626.1.p1, XM_013781628.1.p1
OG0010352	NM_115741.3.p1	XM_013749881.1.p1, XM_013736958.1.p1
OG0010353	NM_115804.4.p1	XM_013749739.1.p1
OG0010354	NM_115814.2.p1	XM_013759556.1.p1
OG0010355	NM_115938.6.p1	XM_013781483.1.p1
OG0010356	NM_116281.4.p1	XM_013766358.1.p1, XM_013756292.1.p1
OG0010357	NM_116361.4.p1	XM_013769874.1.p1, XM_013755836.1.p1
OG0010358	NM_116482.3.p1	XM_013755957.1.p1
OG0010359	NM_116532.3.p1	XM_013751946.1.p1, XM_013770395.1.p1
OG0010360	NM_116725.5.p1	XM_013757265.1.p1
OG0010361	NM_116971.6.p1	XM_013766246.1.p1
OG0010362	NM_118511.3.p1	XM_013750763.1.p1
OG0010362	NM_117178.3.p1	XM_013751044.1.p1
OG0010363	NM_117268.3.p1	XM_013751665.1.p1
OG0010364	NM_117734.8.p1	XM_013748899.1.p1, XM_013746038.1.p1
OG0010365	NM_124032.4.p1, NM_117906.3.p1	XM_013727817.1.p1
OG0010366	NM_118281.4.p1	XM_013771150.1.p1
OG0010367	NM_118384.5.p1	XM_013736113.1.p1
OG0010368	NM_118485.9.p1	XM_013748682.1.p1
OG0010369	NM_118545.5.p1	XM_013740112.1.p1, XM_013728152.1.p1
OG0010370	NM_118570.3.p1	XM_013744006.1.p1
OG0010371	NM_118651.4.p1	XM_013741796.1.p1
OG0010372	NM_118889.3.p1	XM_013782449.1.p1
OG0010373	NM_118900.4.p1	XM_013745388.1.p1, XM_013743364.1.p1
OG0010374	NM_118906.3.p1	XM_013729854.1.p1
OG0010375	NM_119083.3.p1	XM_013741478.1.p1
OG0010376	NM_119129.3.p1	XM_013741028.1.p1, XM_013773705.1.p1
OG0010377	NM_119498.4.p1	XM_013740297.1.p1, XM_013783953.1.p1
OG0010378	NM_119832.5.p1	XM_013766958.1.p1
OG0010378	NM_127408.2.p1	XM_013755883.1.p1
OG0010379	NM_119890.7.p1	XM_013745180.1.p1, XM_013740356.1.p1
OG0010380	NM_119942.3.p1	XM_013738018.1.p1
OG0010380	NM_125970.4.p1	XM_013767327.1.p1
OG0010382	NM_202995.3.p1, NM_120352.5.p1	XM_013753640.1.p1
OG0010383	NM_120353.3.p1	XM_013754219.1.p1, XM_013760490.1.p1
OG0010384	NM_120394.4.p1	XM_013750943.1.p1
OG0010385	NM_120436.4.p1	XM_013774014.1.p1
OG0010386	NM_129687.5.p1	XM_013773649.1.p1, XM_013781038.1.p1
OG0010386	NM_120496.3.p1	XM_013755649.1.p1
OG0010387	NM_120506.5.p1	XM_013756270.1.p1
OG0010388	NM_120602.5.p1	XM_013773012.1.p1, XM_013757475.1.p1
OG0010389	NM_120677.2.p1	XM_013754437.1.p1
OG0010390	NM_120696.4.p1	XM_013751128.1.p1
OG0010391	NM_120744.3.p1	XM_013767901.1.p1
OG0010392	NM_120759.3.p1	XM_013774396.1.p1, XM_013754534.1.p1
OG0010393	NM_120766.4.p1	XM_013750830.1.p1
OG0010394	NM_120840.3.p1	XM_013751400.1.p1, XM_013763491.1.p1, XM_013763493.1.p1
OG0010394	NM_125552.3.p1	XM_013742165.1.p1, XM_013753537.1.p1
OG0010395	NM_120892.4.p1	XM_013757129.1.p1, XM_013757131.1.p1
OG0010396	NM_120927.3.p1	XM_013751424.1.p1, XM_013764635.1.p1
OG0010397	NM_120941.2.p1	XM_013756026.1.p1
OG0010398	NM_121026.5.p1	XM_013729530.1.p1, XM_013729414.1.p1, XM_013729471.1.p1, XM_013775772.1.p1
OG0010399	NM_121343.5.p1	XM_013764785.1.p1
OG0010400	NM_121356.3.p1	XM_013770053.1.p1, XM_013770054.1.p1
OG0010401	NM_121381.4.p1	XM_013753347.1.p1, XM_013769179.1.p1, XM_013765254.1.p1
OG0010402	NM_121408.4.p1	XM_013757668.1.p1
OG0010403	NM_121436.5.p1	XM_013774398.1.p1
OG0010404	NM_121456.4.p1	XM_013766631.1.p1
OG0010405	NM_121479.3.p1	XM_013765049.1.p1, XM_013754916.1.p1
OG0010405	NM_123397.3.p1	XM_013780173.1.p1
OG0010406	NM_121502.1.p1	XM_013764946.1.p1
OG0010406	NM_121934.3.p1	XM_013751352.1.p1, XM_013759838.1.p1
OG0010407	NM_121871.3.p1	XM_013756184.1.p1
OG0010408	NM_121902.4.p1	XM_013756961.1.p1, XM_013771119.1.p1
OG0010409	NM_122099.4.p1	XM_013769883.1.p1
OG0010410	NM_122228.3.p1, NR_142695.1.p1	XM_013762600.1.p1
OG0010411	NM_122262.3.p1	XM_013743459.1.p1
OG0010412	NM_122299.3.p1	XM_013743888.1.p1, XM_013766235.1.p1
OG0010413	NM_122323.5.p1	XM_013738645.1.p1
OG0010414	NM_122824.5.p1	XM_013738280.1.p1
OG0010415	NM_180767.2.p1, NM_123020.5.p1	XM_013776153.1.p1
OG0010416	NM_123767.3.p1	XM_013742483.1.p1
OG0010417	NM_123832.2.p1	XM_013737632.1.p1
OG0010418	NM_123907.4.p1	XM_013743981.1.p1
OG0010419	NM_123991.4.p1	XM_013764727.1.p1, XM_013740581.1.p1
OG0010420	NM_124160.3.p1	XM_013742212.1.p1
OG0010421	NM_124228.4.p1	XM_013743351.1.p1
OG0010422	NM_124344.3.p1	XM_013756291.1.p1
OG0010423	NM_124366.4.p1	XM_013757785.1.p1
OG0010424	NM_124494.2.p1	XM_013757620.1.p1, XM_013767381.1.p1
OG0010425	NM_124513.3.p1	XM_013758200.1.p1
OG0010426	NM_124660.4.p1	XM_013762618.1.p1
OG0010427	NM_124932.4.p1	XM_013766353.1.p1
OG0010428	NM_125170.5.p1	XM_013767002.1.p1
OG0010429	NM_125276.3.p1	XM_013763908.1.p1, XM_013770854.1.p1
