Orthogroup	Tribolium_castaneum_rna.fna.transdecoder_cd	Anoplophora_glabripennis_rna.fna.transdecoder_cd
OG0006488	gnl|WGS_AAJJ|TC032171-RA.p1	XM_018723969.1.p1
OG0006489	gnl|WGS_AAJJ|TC004120-RA.p1	XM_023455393.1.p1
OG0006490	gnl|WGS_AAJJ|TC012093-RA.p1	XM_018706764.2.p1, XM_018706762.1.p1
OG0006491	gnl|WGS_AAJJ|TC007146-RB.p1	XM_018724374.1.p1
OG0006492	gnl|WGS_AAJJ|TC000372-RA.p1	XM_018714972.1.p1
OG0006493	gnl|WGS_AAJJ|TC031375-RA.p1	XM_018710767.1.p1
OG0006495	gnl|WGS_AAJJ|TC011621-RA.p1	XM_018712533.1.p1
OG0006497	gnl|WGS_AAJJ|TC013551-RA.p1	XM_018715751.1.p1
OG0006498	gnl|WGS_AAJJ|TC003540-RA.p1	XM_023454313.1.p1
OG0006499	gnl|WGS_AAJJ|TC012785-RA.p1	XM_018708901.1.p1
OG0006500	gnl|WGS_AAJJ|TC007446-RA.p1	XM_018717329.1.p1
OG0006501	gnl|WGS_AAJJ|TC014728-RA.p1	XM_023454181.1.p1
OG0006503	gnl|WGS_AAJJ|TC030761-RA.p1	XM_018710572.1.p1
OG0006504	gnl|WGS_AAJJ|TC033149-RA.p1	XM_018724334.2.p1
OG0006505	gnl|WGS_AAJJ|TC001754-RA.p1	XM_018715792.2.p1
OG0006506	gnl|WGS_AAJJ|TC002556-RA.p1	XM_018713264.1.p1
OG0006509	gnl|WGS_AAJJ|TC011991-RA.p1	XM_018707794.1.p1
OG0006510	gnl|WGS_AAJJ|TC015129-RA.p1	XM_018716640.1.p1
OG0006511	gnl|WGS_AAJJ|TC015197-RA.p1	XM_018706622.1.p1
OG0006513	gnl|WGS_AAJJ|TC007828-RA.p1, gnl|WGS_AAJJ|TC007670-RA.p2	XM_018709793.2.p1
OG0006514	gnl|WGS_AAJJ|TC004636-RA.p1	XM_018705822.1.p1
OG0006516	gnl|WGS_AAJJ|TC004827-RA.p1	XM_018714737.1.p1
OG0006517	gnl|WGS_AAJJ|TC034775-RA.p1	XM_023456671.1.p1
OG0006520	gnl|WGS_AAJJ|TC003773-RA.p1	XM_018724578.1.p1
OG0006521	gnl|WGS_AAJJ|TC006164-RA.p1	XM_018713937.1.p1
OG0006522	gnl|WGS_AAJJ|TC011769-RA.p1	XM_018712431.1.p2
OG0006524	gnl|WGS_AAJJ|TC015595-RA.p1	XM_018709871.1.p1
OG0006525	gnl|WGS_AAJJ|TC005394-RA.p3	XM_018722337.1.p1
OG0006526	gnl|WGS_AAJJ|TC008165-RA.p1	XM_018723965.1.p1
OG0006528	gnl|WGS_AAJJ|TC008705-RA.p1	XM_018713422.1.p1
OG0006529	gnl|WGS_AAJJ|TC011658-RA.p1	XM_018715070.1.p1
OG0006530	gnl|WGS_AAJJ|TC013677-RA.p1	XM_018713114.2.p1
OG0006531	gnl|WGS_AAJJ|TC016321-RA.p1	XM_018707687.1.p1
OG0006532	gnl|WGS_AAJJ|TC033106-RA.p1	XM_018708616.1.p1
OG0006533	gnl|WGS_AAJJ|TC013229-RA.p1	XM_018710383.1.p1
OG0006534	gnl|WGS_AAJJ|TC012046-RA.p1	XM_018712374.2.p1
OG0006535	gnl|WGS_AAJJ|TC013781-RA.p1	XM_018723494.1.p1
OG0006536	gnl|WGS_AAJJ|TC006180-RA.p1	XM_018723073.2.p1
OG0006538	gnl|WGS_AAJJ|TC031065-RA.p1	XM_018712174.1.p1
OG0006540	gnl|WGS_AAJJ|TC014221-RA.p2	XM_018714391.1.p1
OG0006541	gnl|WGS_AAJJ|TC012407-RA.p1	XM_018709178.1.p1
OG0006542	gnl|WGS_AAJJ|TC014814-RA.p1	XM_018706989.1.p1
OG0006543	gnl|WGS_AAJJ|TC007656-RB.p1	XM_018717124.1.p1
OG0006544	gnl|WGS_AAJJ|TC006952-RA.p1	XM_018718144.1.p1
OG0006545	gnl|WGS_AAJJ|TC009857-RA.p1	XM_018709018.1.p1, XM_018709022.1.p1
OG0006546	gnl|WGS_AAJJ|TC009326-RA.p1	XM_018711661.1.p1
OG0006547	gnl|WGS_AAJJ|TC008472-RA.p1	XM_018709294.2.p1
OG0006548	gnl|WGS_AAJJ|TC007333-RA.p1	XM_018724126.2.p1
OG0006549	gnl|WGS_AAJJ|TC034364-RA.p1	XM_018717847.1.p1
OG0006550	gnl|WGS_AAJJ|TC014638-RA.p1	XM_023454032.1.p1
OG0006551	gnl|WGS_AAJJ|TC007264-RA.p1	XM_018705889.1.p1
OG0006553	gnl|WGS_AAJJ|TC033317-RA.p1	XM_018716856.1.p1
OG0006554	gnl|WGS_AAJJ|TC009748-RA.p1	XM_018712087.2.p1
OG0006556	gnl|WGS_AAJJ|TC013623-RA.p1	XM_018711018.1.p1
OG0006557	gnl|WGS_AAJJ|TC006809-RA.p1	XM_018718730.2.p1
OG0006559	gnl|WGS_AAJJ|TC015120-RA.p1	XM_018707594.2.p1
OG0006560	gnl|WGS_AAJJ|TC016291-RA.p1	XM_018719902.1.p1
OG0006562	gnl|WGS_AAJJ|TC031756-RA.p1	XM_023454017.1.p1
OG0006563	gnl|WGS_AAJJ|TC015498-RB.p1	XM_018721007.2.p1
OG0006564	gnl|WGS_AAJJ|TC000586-RA.p1	XM_018713889.1.p1
OG0006565	gnl|WGS_AAJJ|TC005427-RA.p1	XM_018715277.1.p1
OG0006567	gnl|WGS_AAJJ|TC010919-RA.p1	XM_018709155.1.p1
OG0006568	gnl|WGS_AAJJ|TC008295-RA.p1	XM_018710747.1.p1
OG0006568	gnl|WGS_AAJJ|TC012892-RA.p1	XM_018714800.1.p1
OG0006569	gnl|WGS_AAJJ|TC031228-RA.p1	XM_018708876.1.p1
OG0006570	gnl|WGS_AAJJ|TC000377-RA.p1	XM_018707019.1.p1
OG0006571	gnl|WGS_AAJJ|TC008182-RA.p1	XM_018716204.1.p1
OG0006572	gnl|WGS_AAJJ|TC010379-RA.p1	XM_018721799.1.p1
OG0006573	gnl|WGS_AAJJ|TC015824-RA.p1	XM_018710474.1.p1
OG0006574	gnl|WGS_AAJJ|TC015568-RA.p1	XM_018709830.2.p1
OG0006575	gnl|WGS_AAJJ|TC001329-RA.p1	XM_018724575.1.p1
OG0006576	gnl|WGS_AAJJ|TC001758-RA.p1	XM_018715778.2.p1
OG0006577	gnl|WGS_AAJJ|TC003161-RA.p1	XM_018711152.1.p1
OG0006578	gnl|WGS_AAJJ|TC002629-RA.p1	XM_018712240.1.p1
OG0006580	gnl|WGS_AAJJ|TC000962-RA.p1	XM_018721732.2.p1
OG0006581	gnl|WGS_AAJJ|TC001064-RA.p1	XM_018719358.1.p1
OG0006582	gnl|WGS_AAJJ|TC002888-RA.p1	XM_018720414.2.p1
OG0006583	gnl|WGS_AAJJ|TC007559-RA.p1	XM_023455467.1.p1
OG0006584	gnl|WGS_AAJJ|TC015127-RA.p1	XM_018712675.2.p1
OG0006585	gnl|WGS_AAJJ|TC013202-RA.p1	XM_018711523.2.p1
OG0006589	gnl|WGS_AAJJ|TC013316-RA.p1	XM_018721654.1.p1
OG0006590	gnl|WGS_AAJJ|TC006129-RA.p1	XM_018712845.1.p1
OG0006591	gnl|WGS_AAJJ|TC001249-RA.p1	XM_018712698.1.p1
OG0006592	gnl|WGS_AAJJ|TC014897-RA.p1	XM_018710476.2.p1
OG0006593	gnl|WGS_AAJJ|TC013670-RA.p1	XM_018710781.1.p1
OG0006594	gnl|WGS_AAJJ|TC004062-RA.p1	XM_018713527.2.p1
OG0006595	gnl|WGS_AAJJ|TC008914-RA.p1	XM_018711582.2.p1
OG0006597	gnl|WGS_AAJJ|TC013466-RA.p1	XM_018713825.2.p1
OG0006598	gnl|WGS_AAJJ|TC007913-RA.p1	XM_023454691.1.p1
OG0006599	gnl|WGS_AAJJ|TC009290-RA.p1	XM_018720201.2.p1
OG0006600	gnl|WGS_AAJJ|TC005673-RA.p1	XM_018721108.1.p1
OG0006601	gnl|WGS_AAJJ|TC002762-RA.p1	XM_018713725.1.p1
OG0006603	gnl|WGS_AAJJ|TC033103-RA.p1	XM_018714399.1.p1
OG0006604	gnl|WGS_AAJJ|TC015594-RA.p1	XM_018709894.2.p1
OG0006605	gnl|WGS_AAJJ|TC007589-RA.p1	XM_018716967.1.p1
OG0006607	gnl|WGS_AAJJ|TC014204-RA.p1	XM_018723006.1.p1
OG0006608	gnl|WGS_AAJJ|TC001352-RA.p1	XM_018723683.1.p1, XM_018723687.1.p1
OG0006609	gnl|WGS_AAJJ|TC002305-RA.p1	XM_018707905.1.p1
OG0006610	gnl|WGS_AAJJ|TC003766-RA.p1	XM_018724551.1.p1
OG0006611	gnl|WGS_AAJJ|TC002524-RA.p1	XM_018713083.1.p1
OG0006612	gnl|WGS_AAJJ|TC013707-RA.p1	XM_018713356.1.p1
OG0006614	gnl|WGS_AAJJ|TC011954-RA.p1	XM_018707739.1.p1
OG0006616	gnl|WGS_AAJJ|TC007685-RA.p1	XM_018709717.1.p1, XM_018709716.1.p1
OG0006617	gnl|WGS_AAJJ|TC033321-RA.p1	XM_018706484.2.p1
OG0006618	gnl|WGS_AAJJ|TC009757-RA.p1	XM_018719552.1.p1
OG0006619	gnl|WGS_AAJJ|TC032188-RA.p1	XM_018714676.1.p1
OG0006620	gnl|WGS_AAJJ|TC014940-RA.p1	XM_023457115.1.p1
OG0006620	gnl|WGS_AAJJ|TC032494-RA.p1	XM_018711693.2.p1
OG0006621	gnl|WGS_AAJJ|TC005611-RB.p1	XM_018710369.2.p1
OG0006622	gnl|WGS_AAJJ|TC007148-RA.p1	XM_023454987.1.p1
OG0006623	gnl|WGS_AAJJ|TC014345-RA.p1	XM_018723515.1.p1
OG0006624	gnl|WGS_AAJJ|TC015243-RA.p1	XM_018706277.1.p1
OG0006635	gnl|WGS_AAJJ|TC014742-RA.p1	XM_018707681.1.p1
OG0006636	gnl|WGS_AAJJ|TC033403-RA.p1	XM_018711933.1.p1
OG0006638	gnl|WGS_AAJJ|TC000225-RA.p1	XM_018713352.1.p1
OG0006639	gnl|WGS_AAJJ|TC005397-RA.p1	XM_018722818.2.p1
OG0006641	gnl|WGS_AAJJ|TC030565-RA.p1	XM_018716230.1.p1
OG0006642	gnl|WGS_AAJJ|TC034763-RA.p1	XM_023456002.1.p1
OG0006643	gnl|WGS_AAJJ|TC009913-RA.p1	XM_018724140.1.p1
OG0006645	gnl|WGS_AAJJ|TC006299-RA.p1	XM_018721409.2.p1
OG0006646	gnl|WGS_AAJJ|TC007862-RA.p1	XM_018719799.1.p1
OG0006647	gnl|WGS_AAJJ|TC006119-RA.p1	XM_018706732.2.p1
OG0006648	gnl|WGS_AAJJ|TC001227-RA.p1	XM_018709968.2.p1
OG0006649	gnl|WGS_AAJJ|TC004945-RA.p1	XM_023455240.1.p1
OG0006650	gnl|WGS_AAJJ|TC006224-RA.p2	XM_018710647.1.p1
OG0006651	gnl|WGS_AAJJ|TC007767-RA.p1	XM_018713213.2.p1
OG0006652	gnl|WGS_AAJJ|TC031431-RA.p1	XM_018705455.1.p1
OG0006653	gnl|WGS_AAJJ|TC033726-RA.p1	XM_018720163.1.p1
OG0006655	gnl|WGS_AAJJ|TC015384-RA.p1	XM_018717355.1.p1
OG0006656	gnl|WGS_AAJJ|TC034294-RA.p1	XM_018719642.1.p1
OG0006657	gnl|WGS_AAJJ|TC009054-RA.p1	XM_018720451.1.p1
OG0006658	gnl|WGS_AAJJ|TC007407-RA.p1	XM_018719875.1.p1
OG0006660	gnl|WGS_AAJJ|TC003152-RA.p1	XM_018718442.1.p1
OG0006661	gnl|WGS_AAJJ|TC008329-RA.p1	XM_023454269.1.p1
OG0006663	gnl|WGS_AAJJ|TC006103-RA.p1	XM_018708975.1.p1
OG0006665	gnl|WGS_AAJJ|TC007214-RA.p1	XM_018708225.1.p1
OG0006666	gnl|WGS_AAJJ|TC001568-RA.p1	XM_018713998.1.p1
OG0006667	gnl|WGS_AAJJ|TC001865-RA.p1	XM_018711092.1.p1
OG0006668	gnl|WGS_AAJJ|TC010484-RA.p1	XM_018715043.1.p1
OG0006669	gnl|WGS_AAJJ|TC001706-RA.p1	XM_018715777.1.p1
OG0006670	gnl|WGS_AAJJ|TC031022-RB.p1, gnl|WGS_AAJJ|TC031022-RA.p1	XM_023456558.1.p1
OG0006671	gnl|WGS_AAJJ|TC005168-RA.p1	XM_018714606.1.p1
OG0006672	gnl|WGS_AAJJ|TC009427-RA.p1	XM_018715568.1.p1
OG0006674	gnl|WGS_AAJJ|TC004294-RA.p1	XM_018710121.2.p1
OG0006675	gnl|WGS_AAJJ|TC016110-RA.p1	XM_018720976.1.p1
OG0006676	gnl|WGS_AAJJ|TC009537-RA.p1	XM_018706241.1.p1
OG0006677	gnl|WGS_AAJJ|TC033495-RA.p1	XM_023455521.1.p1
OG0006678	gnl|WGS_AAJJ|TC015003-RA.p1	XM_023454544.1.p1
OG0006679	gnl|WGS_AAJJ|TC008033-RA.p1	XM_018717502.2.p1
OG0006680	gnl|WGS_AAJJ|TC034090-RA.p1	XM_018707991.2.p1
OG0006681	gnl|WGS_AAJJ|TC013349-RA.p1	XM_018722737.1.p1
OG0006685	gnl|WGS_AAJJ|TC006118-RA.p1	XM_018706518.1.p1
OG0006686	gnl|WGS_AAJJ|TC012726-RA.p1	XM_018717047.1.p1
OG0006689	gnl|WGS_AAJJ|TC009494-RA.p1	XM_018710546.1.p1
OG0006690	gnl|WGS_AAJJ|TC000232-RA.p1	XM_018724785.1.p1
OG0006692	gnl|WGS_AAJJ|TC000131-RA.p1	XM_018713973.2.p1
OG0006693	gnl|WGS_AAJJ|TC001783-RA.p1	XM_018713484.2.p1
OG0006695	gnl|WGS_AAJJ|TC034661-RA.p1	XM_018709293.1.p1
OG0006696	gnl|WGS_AAJJ|TC008827-RA.p1	XM_018708942.1.p1
OG0006697	gnl|WGS_AAJJ|TC008002-RA.p1	XM_018722113.1.p1
OG0006699	gnl|WGS_AAJJ|TC007691-RA.p1	XM_018723977.1.p1
OG0006700	gnl|WGS_AAJJ|TC004670-RA.p1	XM_018714152.1.p1
OG0006701	gnl|WGS_AAJJ|TC012011-RA.p1	XM_018705935.2.p1
OG0006702	gnl|WGS_AAJJ|TC032551-RA.p1	XM_018717881.1.p1
OG0006705	gnl|WGS_AAJJ|TC001701-RA.p1	XM_018711013.1.p1
OG0006706	gnl|WGS_AAJJ|TC015485-RA.p1	XM_018705569.1.p1
OG0006707	gnl|WGS_AAJJ|TC031275-RA.p1	XM_018713565.2.p1
OG0006708	gnl|WGS_AAJJ|TC031509-RA.p1	XM_018722389.1.p1
OG0006709	gnl|WGS_AAJJ|TC009000-RA.p1	XM_018720461.2.p1
OG0006710	gnl|WGS_AAJJ|TC008876-RA.p1	XM_018709012.1.p1
OG0006711	gnl|WGS_AAJJ|TC003139-RA.p1	XM_018724094.1.p1
OG0006712	gnl|WGS_AAJJ|TC010323-RA.p1	XM_018712269.1.p1
OG0006713	gnl|WGS_AAJJ|TC001965-RA.p1	XM_018723372.1.p1
OG0006714	gnl|WGS_AAJJ|TC013779-RA.p1	XM_023455387.1.p1
OG0006715	gnl|WGS_AAJJ|TC002497-RA.p1	XM_018710853.1.p1
OG0006716	gnl|WGS_AAJJ|TC015740-RA.p1	XM_018715184.1.p1
OG0006717	gnl|WGS_AAJJ|TC030747-RA.p1	XM_018718691.1.p1
OG0006718	gnl|WGS_AAJJ|TC000222-RA.p1	XM_023455769.1.p1, XM_018724797.1.p1, XM_018706809.2.p1
OG0006723	gnl|WGS_AAJJ|TC015312-RA.p1	XM_018710695.2.p1, XM_018710683.2.p1
OG0006726	gnl|WGS_AAJJ|TC008351-RA.p1, gnl|WGS_AAJJ|TC008352-RA.p1, gnl|WGS_AAJJ|TC006565-RA.p1	XM_018721555.2.p1, XM_018720294.1.p1, XM_018719183.2.p1
OG0006738	gnl|WGS_AAJJ|TC004731-RA.p1	XM_018715761.1.p1
OG0006740	gnl|WGS_AAJJ|TC030700-RA.p1	XM_018706255.1.p1
OG0006741	gnl|WGS_AAJJ|TC014889-RA.p1	XM_018724337.1.p1
OG0006742	gnl|WGS_AAJJ|TC006980-RA.p1	XM_018711635.1.p1
OG0006743	gnl|WGS_AAJJ|TC031179-RA.p1	XM_018711660.1.p1
OG0006744	gnl|WGS_AAJJ|TC015913-RA.p1	XM_018707885.2.p1
OG0006745	gnl|WGS_AAJJ|TC003520-RA.p1	XM_018707997.1.p1
OG0006746	gnl|WGS_AAJJ|TC006547-RA.p1	XM_018710870.2.p1
OG0006747	gnl|WGS_AAJJ|TC011047-RA.p1	XM_018718119.2.p1
OG0006748	gnl|WGS_AAJJ|TC004236-RA.p1	XM_018723703.1.p1
OG0006751	gnl|WGS_AAJJ|TC012880-RA.p1	XM_018706723.1.p1
OG0006752	gnl|WGS_AAJJ|TC010371-RA.p1	XM_018718768.1.p1
OG0006754	gnl|WGS_AAJJ|TC034762-RA.p1	XM_018720541.2.p1
OG0006755	gnl|WGS_AAJJ|TC004765-RA.p1	XM_018723094.1.p1
OG0006756	gnl|WGS_AAJJ|TC009245-RA.p1	XM_018723783.1.p1
OG0006757	gnl|WGS_AAJJ|TC013595-RA.p1	XM_018717628.2.p1
OG0006758	gnl|WGS_AAJJ|TC004530-RA.p1	XM_018721160.1.p1
OG0006759	gnl|WGS_AAJJ|TC009983-RA.p1	XM_018723834.2.p1
OG0006761	gnl|WGS_AAJJ|TC001022-RA.p1	XM_018717888.1.p1
OG0006762	gnl|WGS_AAJJ|TC015374-RA.p1	XM_018716656.2.p1
OG0006763	gnl|WGS_AAJJ|TC007091-RA.p1	XM_018714960.2.p1
OG0006764	gnl|WGS_AAJJ|TC011660-RA.p1	XM_018715068.1.p1
OG0006765	gnl|WGS_AAJJ|TC003567-RA.p1	XM_018712989.2.p1
OG0006766	gnl|WGS_AAJJ|TC002394-RA.p1	XM_018712123.1.p1
OG0006767	gnl|WGS_AAJJ|TC030989-RA.p1	XM_018717594.1.p1
OG0006768	gnl|WGS_AAJJ|TC000748-RA.p1	XM_018724077.1.p1
OG0006769	gnl|WGS_AAJJ|TC006218-RA.p1	XM_018708195.1.p1
OG0006770	gnl|WGS_AAJJ|TC030906-RA.p1	XM_018714731.1.p1
OG0006771	gnl|WGS_AAJJ|TC005548-RA.p1	XM_018719680.1.p1
OG0006772	gnl|WGS_AAJJ|TC005655-RA.p1	XM_018724839.1.p1, XM_018724840.2.p1
OG0006773	gnl|WGS_AAJJ|TC007369-RA.p1	XM_018716067.1.p1
OG0006774	gnl|WGS_AAJJ|TC000424-RA.p1	XM_023455666.1.p1
OG0006775	gnl|WGS_AAJJ|TC014910-RA.p1	XM_018712621.2.p1
OG0006776	gnl|WGS_AAJJ|TC016311-RA.p1	XM_018721719.2.p1
OG0006777	gnl|WGS_AAJJ|TC011657-RA.p1	XM_018709011.1.p1
OG0006778	gnl|WGS_AAJJ|TC010201-RA.p1	XM_018720466.1.p1
OG0006779	gnl|WGS_AAJJ|TC031246-RA.p1	XM_018720288.1.p1
OG0006780	gnl|WGS_AAJJ|TC031491-RA.p1	XM_018711025.1.p1
OG0006781	gnl|WGS_AAJJ|TC005463-RA.p1	XM_018716052.1.p1
OG0006782	gnl|WGS_AAJJ|TC004963-RA.p1	XM_018724599.1.p1
OG0006783	gnl|WGS_AAJJ|TC001707-RA.p1	XM_018715779.1.p1
OG0006784	gnl|WGS_AAJJ|TC032604-RA.p1	XM_023456385.1.p1, XM_023456131.1.p1
OG0006785	gnl|WGS_AAJJ|TC011011-RA.p1	XM_018722837.2.p1, XM_018709797.2.p1
OG0006789	gnl|WGS_AAJJ|TC033786-RA.p1	XM_018713604.1.p1
OG0006790	gnl|WGS_AAJJ|TC033954-RA.p1	XM_018721257.2.p1, XM_018721259.1.p1
OG0006791	gnl|WGS_AAJJ|TC001241-RA.p1	XM_018712178.2.p1
OG0006792	gnl|WGS_AAJJ|TC006709-RA.p1	XM_018705594.1.p1
OG0006793	gnl|WGS_AAJJ|TC008698-RA.p1	XM_018715414.1.p1
OG0006794	gnl|WGS_AAJJ|TC033863-RA.p1	XM_018706247.1.p1
OG0006798	gnl|WGS_AAJJ|TC015693-RA.p1	XM_018710436.2.p1
OG0006800	gnl|WGS_AAJJ|TC008790-RA.p1	XM_018716464.2.p1
OG0006803	gnl|WGS_AAJJ|TC013974-RA.p1	XM_018713769.1.p1
OG0006805	gnl|WGS_AAJJ|TC015261-RA.p1	XM_023457371.1.p1
OG0006806	gnl|WGS_AAJJ|TC030877-RA.p1	XM_018708520.2.p1
OG0006807	gnl|WGS_AAJJ|TC032589-RA.p1	XM_018713965.1.p1
OG0006808	gnl|WGS_AAJJ|TC003168-RA.p1	XM_018714001.1.p1
OG0006809	gnl|WGS_AAJJ|TC003032-RA.p1	XM_018711820.2.p1
OG0006810	gnl|WGS_AAJJ|TC000754-RA.p1	XM_018717667.1.p1
OG0006811	gnl|WGS_AAJJ|TC012928-RA.p1	XM_018709568.1.p1
OG0006813	gnl|WGS_AAJJ|TC008049-RA.p1	XM_018708235.2.p1
OG0006814	gnl|WGS_AAJJ|TC010901-RA.p1	XM_018716538.2.p1, XM_023455752.1.p1
OG0006815	gnl|WGS_AAJJ|TC004841-RA.p1	XM_018723692.1.p1
OG0006816	gnl|WGS_AAJJ|TC032268-RA.p1	XM_018709234.1.p1
OG0006817	gnl|WGS_AAJJ|TC032382-RA.p1	XM_018715865.1.p1
OG0006819	gnl|WGS_AAJJ|TC009732-RA.p1	XM_018712970.2.p1
OG0006820	gnl|WGS_AAJJ|TC008532-RA.p1	XM_018709753.1.p1
OG0006821	gnl|WGS_AAJJ|TC011317-RA.p1	XM_023456460.1.p1
OG0006822	gnl|WGS_AAJJ|TC006025-RA.p1	XM_018707611.2.p1
OG0006823	gnl|WGS_AAJJ|TC004373-RA.p1	XM_018709798.1.p1
OG0006824	gnl|WGS_AAJJ|TC007081-RA.p1	XM_023455324.1.p1
OG0006825	gnl|WGS_AAJJ|TC032398-RA.p1	XM_018723131.1.p1
OG0006826	gnl|WGS_AAJJ|TC001311-RA.p1	XM_018714570.2.p1
OG0006827	gnl|WGS_AAJJ|TC009314-RA.p1	XM_018714913.1.p1
OG0006828	gnl|WGS_AAJJ|TC009439-RA.p1	XM_018719230.1.p1
OG0006829	gnl|WGS_AAJJ|TC007650-RA.p1	XM_018718238.1.p1
OG0006830	gnl|WGS_AAJJ|TC013515-RA.p1	XM_018708781.2.p1
OG0006831	gnl|WGS_AAJJ|TC011524-RA.p1	XM_018707998.1.p1
OG0006832	gnl|WGS_AAJJ|TC008734-RA.p1	XM_018719553.2.p1
OG0006835	gnl|WGS_AAJJ|TC000592-RA.p1	XM_018705684.1.p1, XM_018705697.1.p1, XM_018705710.1.p1
OG0006836	gnl|WGS_AAJJ|TC007664-RA.p1, gnl|WGS_AAJJ|TC007663-RA.p1, gnl|WGS_AAJJ|TC033187-RA.p1	XM_018712398.1.p1
OG0006837	gnl|WGS_AAJJ|TC003940-RA.p1	XM_018714313.1.p1
OG0006850	gnl|WGS_AAJJ|TC034175-RA.p1	XM_018712624.1.p1
OG0006851	gnl|WGS_AAJJ|TC010338-RA.p1	XM_018720809.1.p1
OG0006852	gnl|WGS_AAJJ|TC033117-RA.p1	XM_018718526.1.p1
OG0006853	gnl|WGS_AAJJ|TC031371-RB.p1	XM_018705253.1.p1
OG0006854	gnl|WGS_AAJJ|TC007982-RA.p1	XM_018717741.1.p1
OG0006855	gnl|WGS_AAJJ|TC007073-RA.p2	XM_018709619.2.p1
OG0006857	gnl|WGS_AAJJ|TC013697-RA.p1	XM_023455069.1.p1
OG0006859	gnl|WGS_AAJJ|TC007077-RA.p1	XM_018723936.2.p1
OG0006860	gnl|WGS_AAJJ|TC010342-RA.p1	XM_018717932.2.p1
OG0006861	gnl|WGS_AAJJ|TC002308-RA.p1	XM_018718542.2.p1
OG0006862	gnl|WGS_AAJJ|TC009280-RA.p1, gnl|WGS_AAJJ|TC030885-RA.p1	XM_018715807.2.p1
OG0006863	gnl|WGS_AAJJ|TC032771-RA.p1	XM_018720833.1.p1
OG0006864	gnl|WGS_AAJJ|TC005893-RA.p1	XM_018707557.2.p1
OG0006865	gnl|WGS_AAJJ|TC013580-RA.p1	XM_018722989.1.p1
OG0006866	gnl|WGS_AAJJ|TC014520-RA.p1	XM_023454485.1.p1
OG0006867	gnl|WGS_AAJJ|TC010840-RA.p1	XM_018711081.1.p1
OG0006868	gnl|WGS_AAJJ|TC031757-RA.p1	XM_018717366.1.p1
OG0006869	gnl|WGS_AAJJ|TC001134-RA.p1	XM_018712461.1.p1, XM_018712462.1.p1
OG0006870	gnl|WGS_AAJJ|TC015471-RA.p1	XM_018719843.1.p1
OG0006872	gnl|WGS_AAJJ|TC015330-RA.p1	XM_018706028.2.p1
OG0006873	gnl|WGS_AAJJ|TC030216-RA.p1, gnl|WGS_AAJJ|TC031081-RA.p1	XM_018717712.2.p1
OG0006874	gnl|WGS_AAJJ|TC006381-RA.p1	XM_018710335.1.p2
OG0006875	gnl|WGS_AAJJ|TC005701-RA.p1	XM_018707280.2.p1
OG0006876	gnl|WGS_AAJJ|TC007855-RA.p1	XM_018707099.1.p1
OG0006879	gnl|WGS_AAJJ|TC013647-RA.p1	XM_018722761.1.p1
OG0006880	gnl|WGS_AAJJ|TC032122-RA.p1	XM_018705671.1.p1
OG0006881	gnl|WGS_AAJJ|TC011362-RA.p1	XM_018721005.1.p1
OG0006882	gnl|WGS_AAJJ|TC001083-RA.p1	XM_018724592.1.p1, XM_018724593.1.p1
OG0006883	gnl|WGS_AAJJ|TC002622-RA.p1	XM_018712267.1.p1
OG0006884	gnl|WGS_AAJJ|TC012091-RA.p1	XM_018706770.1.p1
OG0006885	gnl|WGS_AAJJ|TC000511-RA.p1	XM_018719362.1.p1
OG0006886	gnl|WGS_AAJJ|TC008825-RA.p1	XM_018708927.1.p1
OG0006888	gnl|WGS_AAJJ|TC008636-RA.p1	XM_018718956.1.p1
OG0006892	gnl|WGS_AAJJ|TC014308-RA.p1	XM_018707422.1.p1
OG0006893	gnl|WGS_AAJJ|TC005420-RA.p1	XM_018709782.1.p1
OG0006894	gnl|WGS_AAJJ|TC012820-RA.p1	XM_018719708.1.p1
OG0006896	gnl|WGS_AAJJ|TC033589-RA.p1	XM_023454741.1.p1
OG0006897	gnl|WGS_AAJJ|TC000133-RA.p1	XM_018720311.1.p1
OG0006898	gnl|WGS_AAJJ|TC001264-RA.p1	XM_018710033.1.p1
OG0006899	gnl|WGS_AAJJ|TC034227-RA.p1, gnl|WGS_AAJJ|TC035002-RA.p1	XM_023454216.1.p1, XM_023454220.1.p1
OG0006900	gnl|WGS_AAJJ|TC012405-RA.p1	XM_018711949.1.p1
OG0006901	gnl|WGS_AAJJ|TC011199-RA.p1	XM_018709806.1.p1
OG0006902	gnl|WGS_AAJJ|TC031629-RA.p1	XM_018720783.1.p1
OG0006903	gnl|WGS_AAJJ|TC011921-RA.p1	XM_018720400.1.p1
OG0006904	gnl|WGS_AAJJ|TC015478-RA.p1	XM_018720792.1.p1
OG0006906	gnl|WGS_AAJJ|TC033830-RA.p1	XM_018719565.2.p1
OG0006907	gnl|WGS_AAJJ|TC016055-RA.p1	XM_018709512.2.p1
OG0006908	gnl|WGS_AAJJ|TC001093-RA.p1	XM_018719778.1.p1
OG0006909	gnl|WGS_AAJJ|TC032181-RA.p1	XM_018723664.1.p1
OG0006910	gnl|WGS_AAJJ|TC014436-RA.p1	XM_018721416.1.p1
OG0006911	gnl|WGS_AAJJ|TC033865-RA.p1	XM_018706229.1.p1
OG0006912	gnl|WGS_AAJJ|TC007935-RA.p1	XM_018717845.1.p1
