Orthogroup	Sclerotinia_sclerotiorum	Botrytis_cinerea
OG0006639	XM_001596775.1.p1	XM_024693708.1.p1
OG0006641	XM_001596763.1.p1	XM_024693718.1.p1
OG0006642	XM_001596737.1.p1	XM_024693734.1.p1
OG0006643	XM_001596716.1.p1	XM_024693751.1.p1
OG0006644	XM_001587998.1.p1	XM_024693774.1.p1
OG0006645	XM_001587991.1.p1	XM_024693775.1.p1
OG0006646	XM_001587973.1.p1	XM_024693778.1.p1
OG0006647	XM_001587953.1.p1	XM_024693789.1.p1
OG0006648	XM_001587907.1.p1	XM_024693824.1.p1
OG0006649	XM_001597631.1.p1	XM_024693835.1.p1
OG0006650	XM_001597637.1.p1	XM_024693839.1.p1
OG0006651	XM_001597643.1.p1	XM_024693846.1.p1
OG0006652	XM_001597090.1.p1	XM_024693861.1.p1
OG0006653	XM_001597092.1.p1	XM_024693862.1.p1
OG0006655	XM_001597095.1.p1	XM_024693870.1.p1
OG0006656	XM_001597102.1.p1	XM_024693875.1.p1
OG0006657	XM_001589237.1.p1	XM_024693884.1.p1
OG0006658	XM_001597829.1.p1	XM_024693893.1.p1
OG0006659	XM_001597807.1.p1	XM_024693904.1.p1
OG0006660	XM_001589196.1.p1	XM_024694745.1.p1, XM_024693929.1.p1
OG0006661	XM_001589185.1.p1	XM_024693937.1.p1, XM_024693936.1.p1
OG0006662	XM_001589180.1.p1	XM_024693940.1.p1
OG0006663	XM_001597749.1.p1	XM_024693955.1.p1
OG0006664	XM_001597740.1.p1	XM_024693960.1.p1
OG0006665	XM_001597738.1.p1	XM_024693962.1.p1
OG0006666	XM_001597725.1.p1	XM_024693971.1.p1, XM_024693970.1.p1
OG0006667	XM_001597671.1.p1	XM_024693993.1.p1
OG0006668	XM_001597659.1.p1	XM_024694003.1.p1
OG0006669	XM_001597652.1.p1	XM_024694008.1.p1, XM_024694006.1.p1, XM_024694007.1.p1
OG0006670	XM_001592119.1.p1	XM_024694026.1.p1
OG0006671	XM_001592129.1.p1	XM_024694030.1.p1
OG0006672	XM_001589250.1.p1	XM_024694053.1.p1
OG0006673	XM_001589290.1.p1	XM_024694065.1.p1
OG0006674	XM_001589303.1.p1	XM_024694074.1.p1
OG0006675	XM_001589359.1.p1	XM_024694103.1.p1
OG0006676	XM_001589362.1.p1	XM_024694105.1.p1
OG0006677	XM_001589365.1.p1	XM_024694110.1.p1
OG0006678	XM_001597840.1.p1	XM_024694122.1.p1, XM_024694123.1.p1
OG0006679	XM_001588975.1.p1	XM_024697313.1.p1, XM_024694134.1.p1
OG0006680	XM_001588955.1.p1	XM_024694142.1.p1
OG0006681	XM_001589002.1.p1	XM_024694162.1.p1
OG0006682	XM_001589021.1.p1	XM_024694173.1.p1
OG0006683	XM_001589030.1.p1	XM_024694196.1.p1, XM_024694194.1.p1, XM_024694195.1.p1
OG0006684	XM_001589056.1.p1	XM_024694209.1.p1
OG0006685	XM_001589049.1.p1	XM_024694215.1.p1
OG0006686	XM_001589060.1.p1	XM_024694218.1.p1
OG0006687	XM_001589066.1.p1	XM_024694221.1.p1
OG0006688	XM_001589072.1.p1	XM_024694224.1.p1
OG0006689	XM_001592072.1.p1	XM_024694260.1.p1
OG0006690	XM_001592046.1.p1	XM_024694277.1.p1
OG0006692	XM_001586344.1.p1	XM_024694295.1.p1
OG0006693	XM_001586348.1.p1	XM_024694296.1.p1
OG0006694	XM_001586370.1.p1	XM_024694300.1.p1
OG0006695	XM_001586379.1.p1	XM_024694307.1.p1
OG0006696	XM_001586547.1.p1	XM_024694319.1.p1
OG0006697	XM_001586546.1.p1	XM_024694320.1.p1
OG0006698	XM_001586562.1.p1	XM_024694331.1.p1
OG0006699	XM_001586566.1.p1	XM_024694334.1.p1
OG0006700	XM_001595461.1.p1	XM_024694354.1.p1
OG0006701	XM_001595466.1.p1	XM_024694356.1.p1
OG0006702	XM_001595470.1.p1	XM_024694357.1.p1
OG0006703	XM_001595378.1.p1	XM_024694362.1.p1
OG0006704	XM_001595381.1.p1	XM_024694365.1.p1
OG0006705	XM_001595388.1.p1	XM_024694372.1.p1
OG0006706	XM_001595352.1.p1	XM_024694386.1.p1
OG0006707	XM_001595287.1.p1	XM_024694439.1.p1
OG0006708	XM_001595239.1.p1	XM_024694462.1.p1
OG0006709	XM_001595215.1.p1	XM_024694492.1.p1
OG0006711	XM_001595162.1.p1	XM_024694537.1.p1
OG0006712	XM_001595159.1.p1	XM_024694538.1.p1
OG0006713	XM_001595157.1.p1	XM_024694539.1.p1
OG0006714	XM_001595142.1.p1	XM_024694549.1.p1
OG0006715	XM_001595096.1.p1	XM_024694564.1.p1
OG0006716	XM_001595100.1.p1	XM_024694568.1.p1
OG0006719	XM_001595030.1.p1	XM_024694608.1.p1
OG0006720	XM_001595014.1.p1	XM_024694616.1.p1
OG0006721	XM_001595007.1.p1	XM_024694621.1.p1
OG0006722	XM_001595003.1.p1	XM_024694627.1.p1, XM_024694626.1.p1
OG0006723	XM_001594997.1.p1	XM_024694639.1.p1
OG0006724	XM_001587280.1.p1	XM_024694645.1.p1
OG0006725	XM_001587284.1.p1	XM_024694647.1.p1
OG0006726	XM_001587293.1.p1	XM_024694654.1.p1
OG0006727	XM_001587298.1.p1	XM_024694655.1.p1
OG0006729	XM_001587382.1.p1	XM_024694701.1.p1
OG0006730	XM_001587387.1.p1	XM_024694705.1.p1
OG0006732	XM_001587395.1.p1	XM_024694710.1.p1
OG0006733	XM_001587408.1.p1	XM_024694713.1.p1
OG0006734	XM_001587412.1.p1	XM_024694715.1.p1
OG0006735	XM_001587439.1.p1	XM_024694727.1.p1
OG0006736	XM_001587436.1.p1	XM_024694730.1.p1
OG0006737	XM_001587429.1.p1	XM_024694733.1.p1
OG0006738	XM_001587488.1.p1	XM_024694736.1.p1
OG0006739	XM_001587489.1.p1	XM_024694737.1.p1
OG0006740	XM_001587515.1.p1	XM_024694740.1.p1
OG0006741	XM_001587517.1.p1	XM_024694741.1.p1
OG0006742	XM_001587526.1.p1	XM_024694746.1.p1
OG0006743	XM_001587551.1.p1	XM_024694758.1.p1
OG0006744	XM_001587561.1.p1	XM_024694764.1.p1
OG0006745	XM_001587562.1.p1	XM_024694765.1.p1
OG0006746	XM_001587564.1.p1	XM_024694772.1.p1
OG0006747	XM_001587567.1.p1	XM_024694776.1.p1
OG0006748	XM_001587572.1.p1	XM_024694778.1.p1
OG0006749	XM_001587583.1.p1	XM_024694783.1.p1
OG0006750	XM_001587588.1.p1	XM_024694785.1.p1
OG0006751	XM_001587597.1.p1	XM_024694790.1.p1
OG0006752	XM_001587601.1.p1	XM_024694793.1.p1
OG0006753	XM_001587615.1.p1	XM_024694796.1.p1
OG0006754	XM_001587620.1.p1	XM_024694803.1.p1
OG0006755	XM_001587628.1.p1	XM_024694806.1.p1
OG0006757	XM_001593358.1.p1	XM_024694835.1.p1
OG0006758	XM_001593363.1.p1	XM_024694840.1.p1
OG0006759	XM_001593369.1.p1	XM_024694841.1.p1
OG0006760	XM_001593372.1.p1	XM_024694842.1.p1
OG0006761	XM_001593410.1.p1	XM_024694865.1.p1
OG0006762	XM_001593418.1.p1	XM_024694866.1.p1
OG0006763	XM_001593449.1.p1	XM_024694896.1.p1
OG0006764	XM_001593475.1.p1	XM_024694910.1.p1
OG0006765	XM_001593486.1.p1	XM_024694914.1.p1
OG0006766	XM_001593497.1.p1	XM_024694918.1.p1
OG0006767	XM_001593499.1.p1	XM_024694919.1.p1
OG0006768	XM_001593514.1.p1	XM_024694927.1.p1
OG0006769	XM_001593515.1.p1	XM_024694928.1.p1
OG0006770	XM_001593703.1.p1	XM_024694933.1.p1
OG0006771	XM_001593685.1.p1	XM_024694938.1.p1
OG0006773	XM_001593647.1.p1	XM_024694957.1.p1
OG0006774	XM_001593627.1.p1	XM_024694967.1.p1
OG0006777	XM_001593906.1.p1	XM_024694995.1.p1
OG0006778	XM_001593904.1.p1	XM_024694996.1.p1
OG0006779	XM_001593891.1.p1	XM_024694999.1.p1
OG0006780	XM_001593893.1.p1	XM_024695000.1.p1, XM_024695001.1.p1
OG0006781	XM_001593886.1.p1	XM_024695009.1.p1
OG0006782	XM_001593878.1.p1	XM_024695015.1.p1
OG0006783	XM_001593846.1.p1	XM_024695028.1.p1
OG0006784	XM_001593761.1.p1	XM_024695041.1.p1
OG0006785	XM_001593764.1.p1	XM_024695042.1.p1
OG0006786	XM_001593780.1.p1	XM_024695048.1.p1
OG0006788	XM_001593952.1.p1	XM_024695104.1.p1
OG0006789	XM_001593957.1.p1	XM_024695106.1.p1
OG0006790	XM_001593917.1.p1	XM_024695110.1.p1
OG0006792	XM_001593729.1.p1	XM_024695141.1.p1
OG0006793	XM_001593539.1.p1	XM_024695176.1.p1
OG0006796	XM_001593558.1.p1	XM_024695188.1.p1
OG0006797	XM_001593586.1.p1	XM_024695198.1.p1
OG0006799	XM_001593982.1.p1	XM_024695218.1.p1
OG0006800	XM_001594025.1.p1	XM_024695240.1.p1
OG0006801	XM_001594077.1.p1	XM_024695262.1.p1
OG0006802	XM_001594078.1.p1	XM_024695263.1.p1
OG0006804	XM_001594110.1.p1	XM_024695278.1.p1
OG0006805	XM_001594115.1.p1	XM_024695281.1.p1
OG0006807	XM_001584876.1.p1	XM_024695295.1.p1
OG0006808	XM_001584873.1.p1	XM_024695296.1.p1
OG0006809	XM_001584868.1.p1	XM_024695298.1.p1, XM_024695299.1.p1
OG0006810	XM_001584859.1.p1	XM_024695302.1.p1
OG0006811	XM_001584810.1.p1	XM_024695332.1.p1
OG0006812	XM_001584796.1.p1	XM_024695342.1.p1
OG0006813	XM_001592698.1.p1	XM_024698104.1.p1, XM_024698105.1.p1, XM_024695362.1.p1
OG0006814	XM_001591694.1.p1	XM_024695367.1.p1
OG0006815	XM_001591883.1.p1	XM_024695373.1.p1
OG0006816	XM_001591908.1.p1	XM_024695383.1.p1
OG0006817	XM_001591910.1.p1	XM_024695384.1.p1
OG0006818	XM_001591917.1.p1	XM_024695387.1.p1
OG0006819	XM_001591928.1.p1	XM_024695391.1.p1
OG0006820	XM_001591938.1.p1	XM_024695394.1.p1
OG0006821	XM_001591940.1.p1	XM_024695395.1.p1
OG0006822	XM_001591965.1.p1	XM_024695407.1.p1
OG0006823	XM_001591967.1.p1	XM_024695408.1.p1
OG0006824	XM_001591714.1.p1	XM_024695417.1.p1
OG0006825	XM_001591974.1.p1	XM_024695424.1.p1
OG0006826	XM_001592004.1.p1	XM_024695433.1.p1
OG0006827	XM_001591716.1.p1	XM_024695451.1.p1
OG0006828	XM_001591751.1.p1	XM_024695460.1.p1
OG0006829	XM_001591766.1.p1	XM_024695467.1.p1
OG0006830	XM_001591804.1.p1	XM_024695494.1.p1
OG0006831	XM_001591823.1.p1	XM_024695495.1.p1
OG0006832	XM_001591813.1.p1	XM_024695497.1.p1
OG0006833	XM_001591808.1.p1	XM_024695499.1.p1
OG0006834	XM_001591807.1.p1	XM_024695500.1.p1
OG0006835	XM_001586581.1.p1	XM_024695513.1.p1
OG0006836	XM_001586603.1.p1	XM_024695522.1.p1
OG0006837	XM_001586610.1.p1	XM_024695525.1.p1
OG0006838	XM_001586614.1.p1	XM_024695528.1.p1, XM_024695529.1.p1
OG0006839	XM_001586616.1.p1	XM_024695531.1.p1
OG0006841	XM_001591450.1.p1	XM_024695548.1.p1
OG0006842	XM_001591454.1.p1	XM_024695549.1.p1
OG0006843	XM_001591470.1.p1	XM_024695556.1.p1
OG0006844	XM_001591476.1.p1	XM_024695560.1.p1
OG0006845	XM_001591478.1.p1	XM_024695562.1.p1
OG0006846	XM_001591481.1.p1	XM_024695564.1.p1
OG0006847	XM_001591519.1.p1	XM_024695567.1.p1
OG0006848	XM_001591505.1.p1	XM_024695572.1.p1
OG0006849	XM_001591495.1.p1	XM_024695577.1.p1
OG0006850	XM_001586539.1.p1	XM_024695582.1.p1
OG0006851	XM_001586522.1.p1	XM_024695590.1.p1
OG0006852	XM_001586515.1.p1	XM_024695594.1.p1
OG0006853	XM_001586506.1.p1	XM_024695598.1.p1
OG0006855	XM_001586504.1.p1	XM_024695600.1.p1
OG0006856	XM_001586495.1.p1	XM_024695601.1.p1
OG0006857	XM_001586470.1.p1	XM_024695614.1.p1
OG0006858	XM_001586458.1.p1	XM_024695620.1.p1
OG0006859	XM_001586456.1.p1	XM_024695623.1.p1
OG0006860	XM_001586448.1.p1	XM_024695633.1.p1
OG0006861	XM_001586393.1.p1	XM_024695654.1.p1
OG0006862	XM_001591547.1.p1	XM_024695655.1.p1
OG0006863	XM_001591554.1.p1	XM_024695661.1.p1
OG0006864	XM_001591562.1.p1	XM_024695665.1.p1
OG0006865	XM_001591569.1.p1	XM_024695667.1.p1, XM_024695668.1.p1
OG0006866	XM_001591576.1.p1	XM_024695672.1.p1
OG0006867	XM_001591595.1.p1	XM_024695675.1.p1, XM_024695676.1.p1
OG0006868	XM_001591610.1.p1	XM_024695683.1.p1
OG0006869	XM_001591613.1.p1	XM_024695684.1.p1
OG0006870	XM_001591615.1.p1	XM_024695686.1.p1
OG0006871	XM_001591628.1.p1	XM_024695689.1.p1
OG0006872	XM_001591635.1.p1	XM_024695693.1.p1
OG0006873	XM_001591662.1.p1	XM_024695700.1.p1
OG0006874	XM_001591685.1.p1	XM_024695705.1.p1
OG0006875	XM_001591863.1.p1	XM_024695722.1.p1
OG0006876	XM_001591852.1.p1	XM_024695731.1.p1
OG0006877	XM_001591853.1.p1	XM_024695732.1.p1
OG0006878	XM_001584568.1.p1	XM_024695760.1.p1
OG0006879	XM_001584577.1.p1	XM_024695763.1.p1
OG0006880	XM_001584582.1.p1	XM_024695764.1.p1
OG0006881	XM_001584609.1.p1	XM_024695771.1.p1
OG0006882	XM_001584604.1.p1	XM_024695777.1.p1
OG0006883	XM_001584599.1.p1	XM_024695783.1.p1
OG0006884	XM_001592633.1.p1	XM_024695789.1.p1
OG0006885	XM_001592634.1.p1	XM_024695790.1.p1
OG0006886	XM_001584627.1.p1	XM_024695792.1.p1
OG0006887	XM_001592495.1.p1	XM_024695856.1.p1
OG0006888	XM_001592499.1.p1	XM_024695859.1.p1
OG0006889	XM_001592529.1.p1	XM_024695865.1.p1
OG0006890	XM_001597318.1.p1	XM_024695882.1.p1
OG0006891	XM_001597315.1.p1	XM_024695885.1.p1, XM_024695886.1.p1
OG0006893	XM_001592215.1.p1	XM_024695913.1.p1
OG0006894	XM_001592222.1.p1	XM_024695917.1.p1
OG0006895	XM_001592243.1.p1	XM_024695923.1.p1
OG0006896	XM_001592256.1.p1	XM_024695927.1.p1
OG0006897	XM_001592259.1.p1	XM_024695928.1.p1
OG0006898	XM_001592280.1.p1	XM_024695937.1.p1
OG0006899	XM_001592278.1.p1	XM_024695940.1.p1
OG0006900	XM_001592299.1.p1	XM_024695959.1.p1
OG0006901	XM_001592302.1.p1	XM_024695962.1.p1
OG0006902	XM_001592306.1.p1	XM_024695965.1.p1
OG0006903	XM_001592331.1.p1	XM_024695987.1.p1
OG0006904	XM_001592367.1.p1	XM_024696000.1.p1
OG0006905	XM_001592372.1.p1	XM_024696005.1.p1
OG0006906	XM_001592428.1.p1	XM_024696025.1.p1
OG0006908	XM_001592473.1.p1	XM_024696039.1.p2, XM_024696038.1.p2
OG0006910	XM_001596950.1.p1	XM_024696051.1.p1
OG0006911	XM_001596942.1.p1	XM_024696054.1.p1
OG0006912	XM_001596940.1.p1	XM_024696058.1.p1
OG0006913	XM_001589147.1.p1	XM_024696059.1.p1
OG0006914	XM_001589118.1.p1	XM_024696074.1.p1
OG0006915	XM_001597060.1.p1	XM_024696078.1.p1, XM_024696077.1.p1
OG0006916	XM_001596933.1.p1	XM_024696102.1.p1
OG0006917	XM_001596898.1.p1	XM_024696103.1.p1
OG0006918	XM_001596888.1.p1	XM_024696109.1.p1
OG0006919	XM_001596881.1.p1	XM_024696112.1.p1
OG0006920	XM_001596874.1.p1	XM_024696116.1.p1
OG0006921	XM_001596879.1.p1	XM_024696117.1.p1
OG0006922	XM_001596873.1.p1	XM_024696118.1.p1
OG0006923	XM_001596871.1.p1	XM_024696119.1.p1
OG0006924	XM_001596864.1.p1	XM_024696126.1.p1
OG0006926	XM_001596849.1.p1	XM_024696133.1.p1
OG0006927	XM_001596839.1.p1	XM_024696141.1.p1
OG0006928	XM_001595506.1.p1	XM_024696170.1.p1
OG0006929	XM_001595511.1.p1	XM_024696171.1.p1
OG0006930	XM_001595512.1.p1	XM_024696172.1.p1
OG0006931	XM_001595515.1.p1	XM_024696175.1.p1
OG0006932	XM_001595521.1.p1	XM_024696178.1.p1
OG0006933	XM_001595554.1.p1	XM_024696193.1.p1
OG0006934	XM_001590405.1.p1	XM_024696201.1.p1
OG0006936	XM_001590453.1.p1	XM_024696230.1.p1
OG0006937	XM_001590473.1.p1	XM_024696242.1.p1
OG0006938	XM_001590458.1.p1	XM_024696247.1.p1
OG0006939	XM_001590456.1.p1	XM_024696248.1.p1
OG0006940	XM_001590492.1.p1	XM_024696253.1.p1
OG0006941	XM_001590493.1.p1	XM_024696254.1.p1
OG0006942	XM_001590502.1.p1	XM_024696259.1.p1
OG0006943	XM_001590506.1.p1	XM_024696263.1.p1
OG0006944	XM_001598475.1.p1, XM_001591775.1.p1, XM_001598576.1.p1	XM_024696264.1.p1
OG0006945	XM_001590551.1.p1	XM_024696281.1.p1
OG0006946	XM_001590616.1.p1	XM_024696292.1.p1
OG0006947	XM_001590621.1.p1	XM_024696295.1.p1
OG0006948	XM_001590639.1.p1	XM_024696303.1.p1
OG0006949	XM_001590642.1.p1	XM_024696305.1.p1
OG0006951	XM_001590651.1.p1	XM_024696318.1.p1
OG0006952	XM_001590664.1.p1	XM_024696324.1.p1
OG0006953	XM_001590688.1.p1	XM_024696339.1.p1
OG0006954	XM_001584911.1.p1	XM_024696344.1.p1
OG0006955	XM_001584902.1.p1	XM_024696350.1.p1
OG0006956	XM_001584895.1.p1	XM_024696352.1.p1
OG0006958	XM_001590825.1.p1	XM_024696371.1.p1, XM_024696372.1.p1
OG0006959	XM_001590826.1.p1	XM_024696373.1.p1
OG0006960	XM_001590604.1.p1	XM_024696404.1.p1
OG0006961	XM_001590703.1.p1	XM_024696411.1.p1
OG0006962	XM_001590706.1.p1	XM_024696413.1.p1
OG0006963	XM_001590721.1.p1	XM_024696424.1.p1
OG0006964	XM_001590745.1.p1	XM_024696436.1.p1
OG0006966	XM_001590835.1.p1	XM_024696448.1.p1
OG0006967	XM_001590836.1.p1	XM_024696449.1.p1
OG0006968	XM_001590841.1.p1	XM_024696454.1.p1
OG0006969	XM_001590847.1.p1	XM_024696455.1.p1
OG0006970	XM_001584884.1.p1	XM_024696462.1.p1
OG0006971	XM_001590762.1.p1	XM_024696469.1.p1
OG0006972	XM_001590778.1.p1	XM_024696476.1.p1
OG0006973	XM_001590781.1.p1	XM_024696478.1.p1
OG0006974	XM_001584969.1.p1	XM_024696504.1.p1
OG0006975	XM_001584951.1.p1	XM_024696519.1.p1
OG0006976	XM_001584949.1.p1	XM_024696521.1.p1
OG0006979	XM_001585150.1.p1	XM_024696552.1.p1
OG0006980	XM_001585123.1.p1	XM_024696567.1.p1
OG0006981	XM_001589426.1.p1, XM_001594129.1.p1	XM_024696599.1.p1
OG0006982	XM_001585430.1.p1	XM_024696602.1.p1
OG0006983	XM_001585411.1.p1	XM_024696610.1.p1
OG0006984	XM_001595993.1.p1	XM_024696644.1.p1
OG0006985	XM_001595985.1.p1	XM_024696652.1.p1
OG0006986	XM_001595980.1.p1	XM_024696657.1.p1
OG0006987	XM_001595968.1.p1	XM_024696664.1.p1
OG0006988	XM_001595925.1.p1	XM_024696692.1.p1
OG0006989	XM_001595917.1.p1	XM_024696697.1.p1
OG0006990	XM_001595916.1.p1	XM_024696698.1.p1
OG0006991	XM_001595914.1.p1	XM_024696700.1.p1
OG0006992	XM_001595913.1.p1	XM_024696701.1.p1
OG0006993	XM_001596056.1.p1	XM_024696711.1.p1
OG0006994	XM_001596062.1.p1	XM_024696713.1.p1
OG0006995	XM_001596074.1.p1	XM_024696717.1.p1
OG0006996	XM_001596104.1.p1	XM_024696728.1.p1
OG0006997	XM_001596108.1.p1	XM_024696730.1.p1
OG0006998	XM_001596112.1.p1	XM_024696733.1.p1
OG0006999	XM_001596142.1.p1	XM_024696753.1.p1
OG0007000	XM_001596162.1.p1	XM_024696756.1.p1
OG0007001	XM_001589803.1.p1	XM_024696757.1.p1
OG0007002	XM_001589782.1.p1	XM_024696760.1.p1
OG0007003	XM_001589775.1.p1	XM_024696767.1.p1
OG0007004	XM_001589765.1.p1	XM_024696773.1.p1
OG0007005	XM_001589742.1.p1	XM_024696779.1.p1
OG0007006	XM_001589721.1.p1	XM_024696793.1.p1
OG0007007	XM_001589714.1.p1	XM_024696795.1.p1
OG0007008	XM_001589712.1.p1	XM_024696796.1.p1
OG0007009	XM_001596214.1.p1	XM_024696805.1.p1
OG0007010	XM_001596187.1.p1	XM_024696813.1.p1
OG0007011	XM_001585583.1.p1	XM_024696844.1.p1
OG0007012	XM_001585578.1.p1	XM_024696845.1.p1
OG0007013	XM_001585581.1.p1	XM_024696848.1.p1
OG0007014	XM_001585576.1.p1	XM_024696853.1.p1
OG0007015	XM_001585574.1.p1	XM_024696854.1.p1
OG0007016	XM_001585566.1.p1	XM_024696858.1.p1
OG0007017	XM_001585558.1.p1	XM_024696860.1.p1
OG0007018	XM_001585539.1.p1	XM_024696867.1.p1
OG0007019	XM_001585530.1.p1	XM_024696873.1.p1
OG0007020	XM_001585486.1.p1	XM_024696885.1.p1
OG0007021	XM_001585454.1.p1	XM_024696893.1.p1
OG0007022	XM_001585451.1.p1	XM_024696894.1.p1
OG0007023	XM_001585445.1.p1	XM_024696897.1.p1
OG0007024	XM_001598915.1.p1	XM_024696923.1.p1
OG0007026	XM_001598863.1.p1	XM_024696966.1.p1
OG0007027	XM_001588582.1.p1	XM_024696972.1.p1, XM_024696974.1.p1, XM_024696973.1.p1
OG0007028	XM_001588558.1.p1	XM_024696982.1.p1
OG0007029	XM_001588552.1.p1	XM_024696987.1.p1
OG0007031	XM_001598709.1.p1	XM_024697006.1.p1
OG0007033	XM_001598726.1.p1	XM_024697024.1.p1
OG0007034	XM_001598732.1.p1	XM_024697026.1.p1
OG0007035	XM_001598739.1.p1	XM_024697029.1.p1
OG0007036	XM_001598749.1.p1	XM_024697033.1.p1
OG0007037	XM_001588676.1.p1	XM_024697051.1.p1
OG0007039	XM_001588660.1.p1	XM_024697060.1.p1
OG0007041	XM_001588604.1.p1	XM_024697082.1.p1
OG0007043	XM_001598848.1.p1	XM_024697095.1.p1
OG0007044	XM_001598842.1.p1	XM_024697099.1.p1
OG0007045	XM_001598841.1.p1	XM_024697100.1.p1
OG0007046	XM_001598828.1.p1	XM_024697108.1.p1
OG0007047	XM_001598824.1.p1	XM_024697114.1.p1
OG0007048	XM_001598800.1.p1	XM_024697124.1.p1
OG0007049	XM_001598806.1.p1	XM_024697125.1.p1
OG0007050	XM_001598766.1.p1	XM_024697135.1.p1
OG0007051	XM_001588693.1.p1	XM_024697142.1.p1
OG0007052	XM_001588698.1.p1	XM_024697145.1.p1
OG0007054	XM_001588827.1.p1	XM_024697161.1.p1
OG0007056	XM_001588806.1.p1	XM_024697176.1.p1
OG0007057	XM_001588794.1.p1	XM_024697183.1.p1
OG0007058	XM_001588785.1.p1	XM_024697199.1.p1
OG0007059	XM_001588789.1.p1	XM_024697200.1.p1
OG0007060	XM_001588779.1.p1	XM_024697202.1.p1
OG0007061	XM_001588774.1.p1	XM_024697204.1.p1
OG0007062	XM_001588771.1.p1	XM_024697207.1.p1
OG0007063	XM_001588768.1.p1	XM_024697209.1.p1
OG0007064	XM_001588742.1.p1	XM_024697221.1.p1
OG0007065	XM_001588729.1.p1	XM_024697227.1.p1
OG0007066	XM_001588722.1.p1	XM_024697229.1.p1
OG0007067	XM_001588721.1.p1	XM_024697230.1.p1
OG0007068	XM_001588717.1.p1	XM_024697231.1.p1
OG0007069	XM_001588716.1.p1	XM_024697232.1.p1
OG0007070	XM_001588705.1.p1	XM_024697240.1.p1
OG0007071	XM_001588877.1.p1	XM_024697251.1.p1
OG0007072	XM_001588893.1.p1	XM_024697254.1.p1
OG0007073	XM_001588904.1.p1	XM_024697260.1.p1
OG0007074	XM_001588908.1.p1	XM_024697262.1.p1
OG0007075	XM_001588912.1.p1	XM_024697263.1.p1
OG0007077	XM_001588918.1.p1	XM_024697269.1.p1
OG0007078	XM_001584704.1.p1	XM_024697276.1.p1
OG0007079	XM_001584694.1.p1	XM_024697286.1.p1
OG0007080	XM_001584684.1.p1	XM_024697289.1.p1
OG0007081	XM_001584667.1.p1	XM_024697295.1.p1
OG0007082	XM_001591427.1.p1	XM_024697327.1.p1
OG0007083	XM_001591412.1.p1	XM_024697340.1.p1
OG0007084	XM_001591397.1.p1	XM_024697345.1.p1
OG0007085	XM_001591394.1.p1	XM_024697346.1.p1
OG0007086	XM_001591259.1.p1	XM_024697372.1.p1
OG0007087	XM_001591249.1.p1	XM_024697376.1.p1
OG0007088	XM_001591233.1.p1	XM_024697382.1.p1
OG0007089	XM_001591237.1.p1	XM_024697386.1.p1
OG0007090	XM_001591241.1.p1	XM_024697388.1.p1
OG0007091	XM_001591183.1.p1	XM_024697415.1.p1
OG0007092	XM_001591053.1.p1	XM_024697421.1.p1
OG0007093	XM_001591081.1.p1	XM_024697432.1.p1
OG0007094	XM_001591098.1.p1	XM_024697446.1.p1
OG0007095	XM_001591112.1.p1	XM_024697458.1.p1
OG0007096	XM_001591125.1.p1	XM_024697468.1.p1
OG0007097	XM_001591039.1.p1	XM_024697500.1.p1
OG0007098	XM_001591038.1.p1	XM_024697501.1.p1
OG0007099	XM_001591034.1.p1	XM_024697504.1.p1
OG0007102	XM_001591017.1.p1	XM_024697517.1.p1
OG0007103	XM_001590981.1.p1	XM_024697537.1.p1
OG0007104	XM_001590979.1.p1	XM_024697538.1.p1
OG0007105	XM_001590973.1.p1	XM_024697541.1.p1
OG0007106	XM_001590971.1.p1	XM_024697544.1.p1
OG0007107	XM_001590969.1.p1	XM_024697547.1.p1
OG0007108	XM_001590960.1.p1	XM_024697549.1.p1
OG0007109	XM_001590952.1.p1	XM_024697551.1.p1
OG0007110	XM_001590940.1.p1	XM_024697555.1.p1
OG0007111	XM_001590936.1.p1	XM_024697556.1.p1
OG0007112	XM_001590927.1.p1	XM_024697558.1.p1
OG0007113	XM_001590917.1.p1	XM_024697562.1.p1
OG0007114	XM_001590885.1.p1	XM_024697588.1.p1
OG0007116	XM_001590889.1.p1	XM_024697606.1.p1
OG0007117	XM_001590891.1.p1	XM_024697608.1.p1
OG0007118	XM_001590895.1.p1	XM_024697612.1.p1
OG0007119	XM_001590896.1.p1	XM_024697613.1.p1
OG0007120	XM_001585016.1.p1	XM_024697644.1.p1
OG0007121	XM_001584510.1.p1	XM_024697666.1.p1
OG0007122	XM_001584521.1.p1	XM_024697697.1.p1
OG0007124	XM_001585096.1.p1	XM_024697726.1.p1
OG0007125	XM_001585112.1.p1	XM_024697741.1.p1
OG0007126	XM_001589933.1.p1	XM_024697751.1.p1, XM_024697958.1.p1
OG0007128	XM_001595868.1.p1	XM_024697780.1.p1
OG0007131	XM_001595879.1.p1	XM_024697794.1.p1
OG0007132	XM_001595881.1.p1	XM_024697795.1.p1
OG0007133	XM_001596009.1.p1	XM_024697822.1.p1
OG0007134	XM_001596007.1.p1	XM_024697823.1.p1
OG0007135	XM_001585317.1.p1	XM_024697845.1.p1
OG0007136	XM_001585293.1.p1	XM_024697867.1.p1
OG0007137	XM_001585270.1.p1	XM_024697877.1.p1
OG0007138	XM_001589874.1.p1	XM_024697899.1.p1
OG0007139	XM_001589886.1.p1	XM_024697914.1.p1
