Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Mycosphaerella_fijiensis_rna_prot
OG0004507	XM_001597547.1.p1	XM_007929252.1.p1
OG0004508	XM_001591273.1.p1	XM_007929914.1.p1
OG0004511	XM_001590806.1.p1	XM_007932505.1.p1
OG0004512	XM_001594351.1.p1	XM_007921829.1.p1
OG0004514	XM_001588722.1.p1	XM_007930815.1.p1
OG0004515	XM_001595878.1.p1	XM_007922285.1.p1
OG0004516	XM_001594398.1.p1	XM_007931881.1.p1
OG0004517	XM_001594468.1.p1	XM_007925221.1.p1
OG0004518	XM_001591615.1.p1	XM_007923818.1.p1
OG0004519	XM_001594708.1.p1	XM_007922728.1.p1
OG0004520	XM_001585292.1.p1	XM_007926048.1.p1
OG0004521	XM_001588234.1.p1	XM_007921667.1.p1
OG0004524	XM_001586222.1.p1	XM_007930987.1.p1
OG0004525	XM_001597616.1.p1	XM_007927464.1.p1
OG0004527	XM_001598050.1.p1	XM_007929539.1.p1
OG0004528	XM_001598062.1.p1	XM_007929074.1.p1
OG0004529	XM_001590431.1.p1	XM_007924812.1.p1
OG0004530	XM_001589606.1.p1	XM_007925446.1.p1
OG0004531	XM_001584929.1.p1	XM_007924472.1.p1
OG0004532	XM_001592879.1.p1	XM_007926785.1.p1
OG0004533	XM_001593044.1.p1	XM_007928551.1.p1
OG0004535	XM_001588663.1.p1	XM_007927701.1.p1, XM_007933353.1.p1
OG0004537	XM_001597882.1.p1	XM_007925781.1.p1
OG0004538	XM_001592495.1.p1	XM_007922948.1.p1
OG0004539	XM_001586396.1.p1	XM_007933289.1.p1
OG0004541	XM_001592744.1.p1	XM_007930278.1.p1
OG0004542	XM_001585519.1.p1	XM_007921929.1.p1
OG0004544	XM_001595838.1.p1	XM_007926199.1.p1
OG0004545	XM_001585836.1.p1	XM_007922380.1.p1
OG0004548	XM_001591054.1.p1	XM_007931415.1.p1
OG0004549	XM_001589961.1.p1	XM_007927972.1.p1
OG0004550	XM_001596978.1.p1	XM_007933904.1.p1
OG0004551	XM_001594803.1.p1	XM_007928756.1.p1
OG0004553	XM_001598222.1.p1	XM_007927065.1.p1
OG0004554	XM_001598540.1.p1	XM_007926775.1.p1
OG0004555	XM_001596217.1.p1	XM_007932692.1.p1
OG0004556	XM_001591594.1.p1	XM_007926849.1.p1
OG0004559	XM_001594885.1.p1	XM_007934006.1.p1
OG0004561	XM_001598726.1.p1	XM_007927534.1.p1
OG0004565	XM_001592343.1.p1	XM_007923405.1.p1
OG0004568	XM_001584896.1.p1	XM_007924817.1.p1
OG0004573	XM_001585843.1.p1	XM_007924061.1.p1
OG0004574	XM_001586021.1.p1	XM_007925569.1.p1
OG0004576	XM_001597568.1.p1	XM_007928997.1.p1
OG0004578	XM_001586461.1.p1	XM_007927087.1.p1
OG0004581	XM_001590688.1.p1	XM_007932545.2.p1
OG0004582	XM_001596279.1.p1	XM_007924348.1.p1
OG0004584	XM_001589728.1.p1, XM_001588348.1.p1	XM_007924150.1.p1
OG0004620	XM_001596522.1.p1	XM_007921508.1.p1
OG0004621	XM_001591477.1.p1	XM_007923011.1.p1
OG0004622	XM_001596274.1.p1	XM_007923767.1.p1
OG0004623	XM_001594477.1.p1	XM_007922404.1.p1
OG0004624	XM_001591748.1.p1	XM_007923093.1.p1
OG0004625	XM_001586008.1.p1	XM_007923442.1.p1
OG0004627	XM_001590360.1.p1	XM_007930253.1.p1
OG0004628	XM_001587343.1.p1	XM_007927023.1.p1
OG0004630	XM_001585952.1.p1	XM_007933381.1.p1
OG0004630	XM_001585812.1.p1	XM_007932081.1.p1
OG0004631	XM_001594556.1.p1	XM_007929280.1.p1
OG0004632	XM_001594939.1.p1	XM_007931177.1.p1
OG0004633	XM_001585438.1.p1	XM_007925965.1.p1
OG0004634	XM_001596491.1.p1	XM_007925739.1.p1
OG0004635	XM_001594139.1.p1	XM_007924586.1.p1
OG0004636	XM_001596493.1.p1	XM_007925637.1.p1
OG0004637	XM_001594181.1.p1	XM_007923667.1.p1
OG0004639	XM_001589415.1.p1	XM_007923329.1.p1
OG0004641	XM_001590484.1.p1	XM_007931973.1.p1
OG0004642	XM_001585752.1.p1	XM_007933149.1.p1
OG0004645	XM_001587730.1.p1	XM_007933433.1.p1
OG0004646	XM_001597095.1.p1	XM_007931805.1.p1
OG0004647	XM_001588280.1.p1	XM_007927987.1.p1
OG0004649	XM_001591806.1.p1	XM_007923837.1.p1
OG0004653	XM_001593255.1.p1	XM_007922120.1.p1
OG0004655	XM_001589797.1.p1	XM_007932888.1.p1
OG0004656	XM_001592804.1.p1	XM_007926650.1.p1
OG0004658	XM_001593899.1.p1	XM_007930571.1.p1
OG0004661	XM_001597587.1.p1	XM_007921487.1.p1
OG0004664	XM_001586071.1.p1	XM_007928733.1.p1
OG0004665	XM_001597071.1.p1	XM_007924489.1.p1
OG0004666	XM_001591916.1.p1	XM_007924919.1.p1
OG0004667	XM_001595113.1.p1	XM_007924663.1.p1
OG0004668	XM_001591306.1.p1	XM_007922136.1.p1
OG0004669	XM_001592697.1.p1	XM_007927726.1.p1
OG0004671	XM_001593571.1.p1	XM_007924062.1.p1
OG0004672	XM_001588432.1.p1	XM_007927059.1.p1
OG0004674	XM_001585260.1.p1	XM_007932315.1.p1
OG0004675	XM_001597249.1.p1	XM_007923690.1.p1
OG0004676	XM_001589422.1.p1	XM_007922108.1.p1
OG0004679	XM_001597192.1.p1	XM_007922743.1.p1
OG0004684	XM_001590385.1.p1	XM_007926137.1.p1
OG0004686	XM_001591515.1.p1	XM_007927383.1.p1
OG0004687	XM_001589917.1.p1	XM_007924331.1.p1
OG0004688	XM_001587725.1.p1	XM_007933125.1.p1
OG0004690	XM_001587595.1.p1	XM_007926361.1.p1
OG0004691	XM_001595340.1.p1	XM_007925385.1.p1
OG0004693	XM_001595792.1.p1	XM_007926749.1.p1
OG0004695	XM_001591098.1.p1	XM_007922154.1.p1
OG0004696	XM_001598818.1.p1	XM_007928061.1.p1
OG0004699	XM_001597622.1.p1	XM_007928720.2.p1
OG0004700	XM_001598244.1.p1	XM_007931075.1.p1
OG0004702	XM_001596317.1.p1	XM_007926623.1.p1
OG0004704	XM_001586799.1.p1	XM_007933051.1.p1
OG0004705	XM_001586209.1.p1	XM_007933838.1.p1
OG0004707	XM_001596944.1.p1	XM_007921506.1.p1
OG0004708	XM_001585371.1.p1	XM_007929987.1.p1
OG0004714	XM_001597441.1.p1	XM_007924434.1.p1
OG0004716	XM_001595381.1.p1	XM_007927276.1.p1
OG0004717	XM_001587620.1.p1	XM_007924850.1.p1
OG0004720	XM_001587944.1.p1	XM_007930934.1.p1
OG0004721	XM_001596035.1.p1	XM_007923084.1.p1
OG0004723	XM_001597649.1.p1	XM_007925335.1.p1
OG0004724	XM_001593480.1.p1	XM_007927962.1.p1
OG0004725	XM_001595677.1.p1	XM_007926459.1.p1
OG0004726	XM_001586763.1.p1	XM_007929743.1.p1
OG0004727	XM_001592866.1.p1	XM_007927865.1.p1
OG0004729	XM_001597708.1.p1	XM_007930200.1.p1
OG0004730	XM_001591995.1.p1, XM_001586764.1.p1	XM_007924460.1.p1
OG0004731	XM_001591751.1.p1	XM_007923903.1.p1
OG0004732	XM_001595013.1.p1	XM_007933817.1.p1
OG0004735	XM_001593205.1.p1	XM_007928545.1.p1, XM_007928544.1.p1
OG0004738	XM_001587309.1.p1	XM_007931426.1.p1
OG0004739	XM_001584754.1.p1	XM_007933137.1.p1
OG0004740	XM_001585816.1.p1	XM_007922772.1.p1
OG0004742	XM_001589721.1.p1	XM_007933875.1.p1
OG0004743	XM_001591172.1.p1	XM_007925154.1.p1
OG0004744	XM_001592431.1.p1	XM_007922234.1.p1
OG0004745	XM_001597868.1.p1	XM_007922368.1.p1
OG0004748	XM_001586802.1.p1	XM_007922656.2.p1
OG0004751	XM_001597489.1.p1	XM_007932225.1.p1
OG0004754	XM_001594796.1.p1	XM_007921831.1.p1
OG0004755	XM_001596142.1.p1	XM_007923188.1.p1
OG0004760	XM_001594944.1.p1, XM_001594945.1.p1	XM_007931118.1.p1
OG0004761	XM_001596803.1.p1	XM_007930864.1.p1
OG0004762	XM_001586434.1.p1	XM_007922428.1.p1
OG0004763	XM_001591755.1.p1	XM_007923019.1.p1
OG0004765	XM_001586800.1.p1	XM_007933431.1.p1
OG0004766	XM_001585737.1.p1	XM_007931647.1.p1
OG0004767	XM_001589238.1.p1	XM_007931497.1.p1
OG0004768	XM_001596532.1.p1	XM_007924831.1.p1
OG0004769	XM_001594747.1.p1	XM_007924050.1.p1
OG0004770	XM_001592170.1.p1	XM_007923589.1.p1
OG0004771	XM_001584715.1.p1	XM_007925808.1.p1, XM_007931808.1.p1
OG0004773	XM_001595879.1.p1	XM_007922286.1.p1
OG0004774	XM_001587032.1.p1	XM_007924536.1.p1
OG0004775	XM_001598495.1.p1	XM_007929599.1.p1
OG0004777	XM_001593590.1.p1	XM_007923782.1.p1
OG0004779	XM_001595788.1.p1	XM_007926054.1.p1
OG0004780	XM_001588075.1.p1	XM_007927070.1.p1
OG0004781	XM_001595000.1.p1	XM_007928602.1.p1
OG0004787	XM_001587968.1.p1	XM_007929952.2.p1
OG0004788	XM_001585716.1.p1	XM_007929862.1.p1
OG0004790	XM_001596633.1.p1, XM_001585229.1.p1	XM_007929731.1.p1
OG0004791	XM_001592990.1.p1	XM_007924466.1.p1
OG0004792	XM_001595515.1.p1	XM_007925763.1.p1
OG0004794	XM_001587177.1.p1	XM_007931548.1.p1
OG0004795	XM_001590243.1.p1	XM_007932377.1.p1
OG0004796	XM_001585160.1.p1	XM_007930524.1.p1
OG0004798	XM_001586255.1.p1	XM_007931755.1.p1
OG0004799	XM_001590024.1.p1	XM_007933813.1.p1
OG0004800	XM_001594771.1.p1	XM_007926597.1.p1
OG0004802	XM_001592171.1.p1	XM_007923604.1.p1
OG0004805	XM_001596722.1.p1	XM_007928422.1.p1
OG0004809	XM_001586502.1.p1	XM_007922898.1.p1
OG0004811	XM_001587136.1.p1	XM_007927734.1.p1
OG0004814	XM_001593134.1.p1	XM_007927101.1.p1
OG0004818	XM_001597707.1.p1	XM_007931501.1.p1
OG0004819	XM_001588733.1.p1	XM_007928000.1.p1
OG0004820	XM_001593081.1.p1, XM_001596486.1.p1	XM_007933178.1.p1
OG0004825	XM_001587037.1.p1	XM_007928316.1.p1
OG0004829	XM_001587093.1.p1	XM_007932122.1.p1
OG0004865	XM_001598642.1.p1	XM_007923564.1.p1
OG0004866	XM_001587318.1.p1	XM_007925197.1.p1
OG0004868	XM_001598356.1.p1	XM_007924990.1.p1
OG0004870	XM_001590745.1.p1	XM_007928591.1.p1, XM_007932765.1.p1
OG0004873	XM_001594456.1.p1	XM_007925378.1.p1
OG0004874	XM_001594466.1.p1	XM_007925629.1.p1
OG0004875	XM_001585278.1.p1	XM_007927442.1.p1
OG0004876	XM_001596307.1.p1	XM_007927049.1.p1
OG0004879	XM_001598288.1.p1	XM_007926010.1.p1
OG0004883	XM_001596691.1.p1	XM_007933229.1.p1
OG0004886	XM_001591262.1.p1	XM_007933106.1.p1
OG0004889	XM_001597502.1.p1	XM_007929227.1.p1
OG0004890	XM_001591014.1.p1	XM_007928767.1.p1
OG0004892	XM_001592549.1.p1	XM_007923547.1.p1
OG0004893	XM_001596801.1.p1	XM_007931142.1.p1
OG0004894	XM_001594547.1.p1	XM_007930716.1.p1
OG0004895	XM_001590690.1.p1	XM_007932504.1.p1
OG0004896	XM_001598582.1.p1	XM_007926541.1.p1
OG0004900	XM_001587456.1.p1	XM_007923586.1.p1
OG0004903	XM_001598859.1.p1	XM_007926229.1.p1
OG0004904	XM_001596831.1.p1	XM_007924174.1.p1
OG0004905	XM_001587265.1.p1	XM_007923269.1.p1
OG0004906	XM_001588654.1.p1	XM_007922049.1.p1
OG0004907	XM_001594537.1.p1	XM_007930635.1.p1
OG0004908	XM_001591298.1.p1	XM_007930026.1.p1
OG0004909	XM_001590878.1.p1	XM_007925317.1.p1
OG0004910	XM_001588931.1.p1	XM_007927043.1.p1
OG0004911	XM_001587143.1.p1	XM_007927237.1.p1
OG0004913	XM_001592811.1.p1	XM_007927766.1.p1
OG0004916	XM_001586591.1.p1	XM_007925717.1.p1
OG0004917	XM_001588661.1.p1	XM_007922623.1.p1
OG0004920	XM_001595292.1.p1	XM_007926278.1.p1
OG0004922	XM_001594910.1.p1	XM_007934352.1.p1
OG0004924	XM_001598762.1.p1	XM_007928138.1.p1
OG0004925	XM_001592240.1.p1	XM_007928961.1.p1
OG0004926	XM_001590219.1.p1	XM_007922415.1.p1
OG0004929	XM_001590277.1.p1	XM_007929393.1.p1
OG0004930	XM_001586582.1.p1	XM_007928888.1.p1
OG0004933	XM_001584692.1.p1	XM_007922891.1.p1
OG0004937	XM_001594959.1.p1	XM_007933902.1.p1
OG0004939	XM_001587999.1.p1	XM_007923049.1.p1
OG0004940	XM_001586995.1.p1	XM_007928547.1.p1
OG0004942	XM_001589541.1.p1	XM_007925627.1.p1
OG0004946	XM_001587780.1.p1	XM_007933245.1.p1
OG0004948	XM_001596537.1.p1	XM_007921639.1.p1
OG0004949	XM_001593502.1.p1	XM_007928609.1.p1
OG0004950	XM_001587201.1.p1	XM_007922235.1.p1
OG0004951	XM_001585137.1.p1	XM_007926451.1.p1
OG0004952	XM_001598627.1.p1	XM_007932119.2.p1
OG0004954	XM_001588612.1.p1	XM_007922279.1.p1
OG0004955	XM_001590795.1.p1	XM_007932916.1.p1
OG0004956	XM_001591920.1.p1	XM_007925464.1.p1
OG0004959	XM_001595188.1.p1	XM_007924469.1.p1
OG0004960	XM_001592302.1.p1	XM_007922080.1.p1
OG0004962	XM_001589167.1.p1	XM_007930453.1.p1
OG0004963	XM_001593883.1.p1	XM_007922318.1.p1
OG0004965	XM_001596387.1.p1	XM_007921911.1.p1
OG0004968	XM_001592331.1.p1	XM_007922332.1.p1
OG0004970	XM_001595924.1.p1	XM_007923121.1.p1
OG0004971	XM_001587268.1.p1	XM_007921684.1.p1
OG0004973	XM_001596888.1.p1	XM_007923146.1.p1
OG0004974	XM_001592316.1.p1	XM_007923236.1.p1
OG0004975	XM_001586422.1.p1	XM_007929638.1.p1
OG0004976	XM_001598293.1.p1	XM_007929475.1.p1
OG0004979	XM_001586523.1.p1	XM_007925187.1.p1
OG0004980	XM_001598541.1.p1	XM_007926332.1.p1
OG0004981	XM_001588323.1.p1	XM_007926892.1.p1
OG0004982	XM_001593366.1.p1	XM_007926879.1.p1
OG0004983	XM_001598896.1.p1	XM_007926344.1.p1
OG0004984	XM_001585383.1.p1	XM_007927052.1.p1
OG0004986	XM_001588717.1.p1	XM_007922837.1.p1
OG0004987	XM_001585398.1.p1	XM_007932013.2.p1
OG0004988	XM_001585266.1.p1	XM_007926116.1.p1
OG0004989	XM_001593560.1.p1	XM_007923759.1.p1
OG0004990	XM_001589538.1.p1	XM_007928092.1.p1
OG0004992	XM_001592912.1.p1	XM_007927954.1.p1
OG0004993	XM_001592762.1.p1	XM_007928019.1.p1
OG0004995	XM_001592222.1.p1	XM_007934342.1.p1
OG0004996	XM_001592513.1.p1	XM_007922788.1.p1
OG0004997	XM_001590872.1.p1	XM_007931525.1.p1
OG0004999	XM_001597452.1.p1	XM_007921816.1.p1
OG0005002	XM_001591554.1.p1	XM_007927421.1.p1
OG0005003	XM_001597902.1.p1	XM_007931146.1.p1, XM_007928372.1.p2
OG0005004	XM_001589174.1.p1	XM_007933019.1.p1
OG0005005	XM_001587681.1.p1	XM_007933269.1.p1
OG0005007	XM_001586754.1.p1	XM_007933428.1.p1
OG0005010	XM_001590960.1.p1	XM_007924266.1.p1
OG0005012	XM_001596481.1.p1	XM_007931213.1.p1
OG0005016	XM_001585736.1.p1	XM_007931953.1.p1
OG0005018	XM_001585043.1.p1	XM_007931659.1.p1, XM_007932080.1.p1
OG0005021	XM_001591905.1.p1	XM_007922901.1.p1
OG0005022	XM_001588627.1.p1	XM_007921676.1.p1
OG0005023	XM_001587534.1.p1	XM_007924641.1.p1
OG0005024	XM_001591662.1.p1	XM_007924029.1.p1
OG0005025	XM_001595361.1.p1	XM_007927259.1.p1
OG0005027	XM_001592834.1.p1	XM_007927696.1.p1
OG0005028	XM_001596626.1.p1	XM_007931818.1.p1
OG0005030	XM_001594462.1.p1	XM_007930830.1.p1
OG0005031	XM_001591562.1.p1	XM_007922822.1.p1, XM_007922823.1.p1
OG0005032	XM_001588205.1.p1	XM_007921584.1.p1
OG0005033	XM_001586448.1.p1	XM_007925185.1.p1
OG0005034	XM_001586730.1.p1	XM_007933059.1.p1
OG0005036	XM_001586781.1.p1	XM_007933331.1.p1
OG0005037	XM_001594882.1.p1	XM_007934348.1.p1
OG0005038	XM_001591848.1.p1	XM_007923101.1.p1
OG0005039	XM_001591457.1.p1	XM_007923865.1.p1
OG0005040	XM_001585164.1.p1	XM_007932732.1.p1
OG0005041	XM_001592199.1.p1	XM_007923988.1.p1
OG0005042	XM_001592614.1.p1	XM_007922804.1.p1
OG0005044	XM_001585814.1.p1	XM_007923785.1.p1
OG0005045	XM_001592676.1.p1	XM_007931880.1.p1
OG0005046	XM_001590561.1.p1	XM_007932458.1.p1
OG0005049	XM_001586575.1.p1	XM_007930641.1.p1
OG0005051	XM_001589419.1.p1	XM_007924326.1.p1
OG0005052	XM_001584952.1.p1	XM_007926954.1.p1
OG0005053	XM_001595850.1.p1	XM_007921713.1.p1
OG0005056	XM_001595726.1.p1	XM_007926687.1.p1
OG0005057	XM_001595429.1.p1	XM_007924441.1.p1
OG0005059	XM_001597185.1.p1	XM_007921847.1.p1
OG0005060	XM_001597462.1.p1	XM_007923992.1.p1
OG0005063	XM_001593685.1.p1	XM_007924063.1.p1
OG0005067	XM_001589813.1.p1	XM_007932606.1.p1
OG0005070	XM_001593761.1.p1	XM_007930190.1.p1
OG0005071	XM_001586356.1.p1	XM_007929154.1.p1
OG0005074	XM_001587686.1.p1	XM_007933380.1.p1
OG0005075	XM_001590481.1.p1	XM_007932137.1.p1
OG0005076	XM_001586546.1.p1	XM_007933115.1.p1
OG0005077	XM_001596870.1.p1	XM_007923544.1.p1
OG0005078	XM_001588813.1.p1	XM_007930423.1.p1
OG0005079	XM_001591974.1.p1	XM_007929068.1.p1
OG0005080	XM_001597083.1.p1	XM_007925305.1.p1
OG0005081	XM_001598790.1.p1	XM_007921616.1.p1
OG0005082	XM_001591915.1.p1	XM_007924823.1.p1
OG0005083	XM_001592043.1.p1, XM_001591297.1.p1	XM_007927768.1.p1
OG0005085	XM_001584902.1.p1	XM_007923626.1.p1
OG0005088	XM_001595549.1.p1	XM_007922984.1.p1
OG0005092	XM_001584596.1.p1	XM_007923596.1.p1
OG0005095	XM_001591259.1.p1	XM_007930059.1.p1
OG0005096	XM_001588101.1.p1	XM_007929947.1.p1
OG0005099	XM_001588672.1.p1	XM_007927667.1.p1
OG0005106	XM_001594872.1.p1	XM_007930419.1.p1
OG0005108	XM_001592210.1.p1	XM_007933874.1.p1
OG0005142	XM_001585803.1.p1	XM_007922249.1.p1
OG0005144	XM_001598253.1.p1, XM_001588036.1.p1	XM_007928542.1.p1
OG0005145	XM_001593647.1.p1	XM_007928175.1.p1
OG0005147	XM_001598269.1.p1	XM_007923889.1.p1
OG0005148	XM_001596628.1.p1	XM_007931721.1.p1
OG0005149	XM_001594822.1.p1	XM_007922216.1.p1
OG0005158	XM_001596288.1.p1	XM_007924576.1.p1
OG0005159	XM_001587119.1.p1	XM_007927642.1.p1, XM_007932173.1.p1
OG0005162	XM_001594921.1.p1	XM_007922096.1.p1
OG0005163	XM_001584729.1.p1	XM_007933159.1.p1
OG0005165	XM_001592144.1.p1, XM_001594675.1.p1	XM_007923048.1.p1
OG0005166	XM_001598148.1.p1	XM_007925005.1.p1
OG0005167	XM_001591035.1.p1	XM_007929333.1.p1
OG0005168	XM_001592131.1.p1	XM_007926468.1.p1
OG0005173	XM_001595522.1.p1	XM_007932600.1.p1
OG0005174	XM_001595521.1.p1	XM_007932486.1.p1
OG0005175	XM_001592324.1.p1	XM_007922258.1.p1
OG0005176	XM_001591397.1.p1	XM_007922174.1.p1
OG0005178	XM_001589591.1.p1	XM_007925810.1.p1, XM_007930018.1.p1
OG0005179	XM_001590583.1.p1	XM_007932556.1.p1
OG0005180	XM_001596674.1.p1	XM_007933886.1.p1, XM_007930053.1.p1
OG0005182	XM_001591442.1.p1	XM_007929451.1.p1
OG0005185	XM_001588831.1.p1	XM_007928340.1.p1
OG0005186	XM_001594025.1.p1	XM_007930107.1.p1
OG0005187	XM_001593410.1.p1	XM_007930357.1.p1
OG0005188	XM_001597138.1.p1	XM_007926028.1.p1
OG0005189	XM_001598238.1.p1	XM_007925430.1.p1
OG0005193	XM_001586460.1.p1	XM_007927335.1.p1
OG0005194	XM_001588401.1.p1	XM_007927252.1.p1
OG0005196	XM_001587541.1.p1	XM_007925698.1.p1
OG0005197	XM_001597740.1.p1	XM_007925653.1.p1
OG0005199	XM_001597085.1.p1	XM_007925289.1.p1
OG0005200	XM_001594366.1.p1	XM_007928513.1.p1
OG0005201	XM_001593350.1.p1	XM_007928257.1.p1
OG0005202	XM_001588123.1.p1	XM_007930248.1.p1
OG0005204	XM_001589181.1.p1	XM_007929883.1.p1
OG0005205	XM_001596519.1.p1	XM_007922509.1.p1
OG0005206	XM_001592741.1.p1	XM_007930463.1.p1
OG0005207	XM_001586013.1.p1	XM_007934316.1.p1
OG0005208	XM_001597471.1.p1	XM_007921717.1.p1
OG0005210	XM_001593021.1.p1	XM_007927640.1.p1
OG0005211	XM_001595736.1.p1	XM_007922911.1.p1
OG0005214	XM_001598757.1.p1	XM_007927989.1.p1
OG0005216	XM_001591249.1.p1	XM_007930303.1.p1
OG0005217	XM_001594576.1.p1	XM_007931669.1.p1
OG0005218	XM_001585747.1.p1	XM_007927689.1.p1
OG0005222	XM_001590055.1.p1	XM_007926086.1.p1
OG0005223	XM_001591729.1.p1	XM_007923106.1.p1
OG0005224	XM_001593789.1.p1	XM_007922426.1.p1
OG0005225	XM_001586736.1.p1	XM_007933255.1.p1
OG0005226	XM_001586882.1.p1	XM_007933085.1.p1
OG0005227	XM_001585112.1.p1	XM_007931583.1.p1
OG0005228	XM_001586616.1.p1	XM_007922655.1.p1
OG0005230	XM_001593192.1.p1	XM_007928165.1.p1
OG0005231	XM_001586172.1.p1	XM_007931219.2.p1
OG0005234	XM_001596779.1.p1	XM_007922489.1.p1
OG0005237	XM_001590130.1.p1	XM_007929142.1.p1
OG0005238	XM_001596818.1.p1	XM_007930890.1.p1
OG0005240	XM_001596303.1.p1	XM_007925756.1.p1
OG0005241	XM_001585702.1.p1	XM_007921650.1.p1
OG0005242	XM_001593503.1.p1	XM_007927585.1.p1
OG0005243	XM_001585882.1.p1	XM_007924187.1.p1
OG0005244	XM_001590109.1.p1	XM_007932133.1.p1
OG0005245	XM_001591604.1.p1	XM_007922569.1.p1
OG0005246	XM_001585470.1.p1	XM_007932961.1.p1
OG0005247	XM_001587254.1.p1	XM_007927596.1.p1
OG0005248	XM_001598315.1.p1	XM_007924897.1.p1
OG0005250	XM_001588079.1.p1	XM_007926327.1.p1
OG0005252	XM_001591115.1.p1	XM_007925800.1.p1
OG0005256	XM_001590955.1.p1	XM_007931507.1.p1
OG0005257	XM_001586604.1.p1	XM_007921615.1.p1
OG0005258	XM_001595324.1.p1	XM_007926972.1.p1
OG0005259	XM_001598849.1.p1	XM_007922964.2.p1
OG0005260	XM_001587084.1.p1	XM_007932144.1.p1
OG0005261	XM_001596798.1.p1	XM_007930748.1.p1
OG0005262	XM_001585178.1.p1	XM_007932408.1.p1
OG0005264	XM_001587957.1.p1, XM_001587958.1.p1	XM_007930429.1.p1
OG0005265	XM_001586349.1.p1	XM_007927257.2.p1
OG0005267	XM_001591149.1.p1	XM_007929423.1.p1
OG0005268	XM_001589365.1.p1	XM_007929555.1.p1
OG0005270	XM_001597892.1.p1	XM_007928967.1.p1
OG0005271	XM_001590576.1.p1	XM_007932494.1.p1
OG0005272	XM_001589595.1.p1	XM_007929231.1.p1
OG0005273	XM_001598352.1.p1	XM_007926842.1.p1
OG0005277	XM_001587526.1.p1	XM_007925323.1.p1
OG0005278	XM_001595064.1.p1	XM_007928587.1.p1
OG0005279	XM_001587374.1.p1	XM_007933715.1.p1, XM_007927395.1.p1
OG0005280	XM_001592072.1.p1	XM_007922413.1.p1
OG0005281	XM_001592724.1.p1	XM_007930153.1.p1
OG0005282	XM_001597220.1.p1	XM_007928771.1.p1
OG0005283	XM_001593072.1.p1	XM_007922621.1.p1
OG0005284	XM_001598809.1.p1	XM_007927526.1.p1
OG0005285	XM_001585251.1.p1	XM_007932816.1.p1
OG0005286	XM_001586124.1.p1	XM_007923457.1.p1
OG0005287	XM_001591965.1.p1	XM_007928901.1.p1
OG0005288	XM_001592368.1.p1	XM_007922409.1.p1
OG0005289	XM_001588888.1.p1	XM_007921876.1.p1
OG0005290	XM_001598300.1.p1	XM_007924514.1.p1
OG0005291	XM_001588529.1.p1	XM_007923743.1.p1
OG0005292	XM_001590928.1.p1	XM_007924887.1.p1
OG0005294	XM_001595913.1.p1	XM_007923841.1.p1
OG0005295	XM_001584796.1.p1	XM_007925412.1.p1
OG0005297	XM_001596007.1.p1	XM_007923642.1.p1
OG0005298	XM_001588141.1.p1	XM_007927314.1.p1
OG0005299	XM_001588543.1.p1	XM_007926693.1.p1
OG0005301	XM_001588744.1.p1	XM_007922629.1.p1
OG0005302	XM_001598554.1.p1	XM_007924667.1.p1
OG0005304	XM_001593783.1.p1	XM_007923258.1.p1
OG0005305	XM_001593577.1.p1, XM_001598241.1.p1	XM_007922284.1.p1
OG0005307	XM_001590396.1.p1	XM_007922614.1.p1
OG0005308	XM_001596753.1.p1	XM_007924041.1.p1
OG0005309	XM_001586817.1.p1	XM_007929704.1.p1
OG0005310	XM_001593542.1.p1	XM_007930147.1.p1
OG0005311	XM_001587137.1.p1	XM_007929985.2.p1
OG0005312	XM_001595713.1.p1	XM_007929899.1.p1
OG0005313	XM_001586950.1.p1	XM_007930115.1.p1
OG0005314	XM_001598530.1.p1	XM_007933975.1.p1
OG0005315	XM_001587515.1.p1	XM_007934382.1.p1
OG0005316	XM_001588839.1.p1	XM_007928002.1.p1
OG0005317	XM_001585826.1.p1	XM_007922267.1.p1
OG0005321	XM_001588621.1.p1	XM_007924562.1.p1
OG0005322	XM_001596693.1.p1	XM_007933228.1.p1
OG0005323	XM_001591891.1.p1	XM_007933444.1.p1
OG0005324	XM_001590480.1.p1	XM_007931655.1.p1
OG0005325	XM_001589684.1.p1	XM_007925747.1.p1
OG0005326	XM_001589261.1.p1	XM_007931651.1.p1
OG0005327	XM_001594767.1.p1	XM_007923516.1.p1
OG0005328	XM_001592187.1.p1	XM_007921764.1.p1
OG0005329	XM_001592357.1.p1	XM_007933891.1.p1
OG0005330	XM_001595136.1.p1	XM_007934377.1.p1
OG0005332	XM_001595159.1.p1	XM_007924769.1.p1
OG0005333	XM_001591135.1.p1	XM_007924457.1.p1
OG0005336	XM_001598446.1.p1	XM_007924757.1.p1
OG0005337	XM_001595451.1.p1	XM_007925387.1.p1
OG0005338	XM_001595205.1.p1	XM_007925133.1.p1
OG0005339	XM_001591986.1.p1	XM_007921625.1.p1
OG0005340	XM_001596386.1.p1	XM_007922225.1.p1
OG0005341	XM_001587561.1.p1	XM_007923518.1.p1
OG0005344	XM_001585938.1.p1	XM_007922735.1.p1
OG0005345	XM_001597955.1.p1	XM_007923300.1.p1
OG0005347	XM_001587588.1.p1	XM_007925008.1.p1
OG0005348	XM_001587619.1.p1	XM_007924505.1.p1
OG0005349	XM_001587429.1.p1	XM_007925053.1.p1
OG0005350	XM_001595059.1.p1	XM_007925170.1.p1
