Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Phanerochaete_chrysosporium_rna_prot
OG0003274	XM_001587418.1.p1	XM_007393566.1.p1
OG0003275	XM_001587583.1.p1	XM_007395458.1.p1
OG0003276	XM_001586734.1.p1	XM_007395637.1.p1
OG0003277	XM_001592177.1.p1	XM_007398654.1.p1, XM_007398854.1.p1
OG0003278	XM_001598098.1.p1	XM_007401307.1.p1
OG0003280	XM_001597461.1.p1	XM_007400397.1.p1
OG0003283	XM_001587096.1.p1	XM_007397672.1.p1
OG0003284	XM_001594209.1.p1	XM_007397142.1.p1
OG0003285	XM_001597598.1.p1	XM_007390597.1.p1
OG0003286	XM_001591177.1.p1	XM_007399188.1.p1
OG0003288	XM_001586805.1.p1	XM_007396062.1.p1
OG0003289	XM_001586637.1.p1	XM_007398975.1.p1
OG0003290	XM_001586740.1.p1	XM_007398745.1.p1
OG0003291	XM_001594716.1.p1	XM_007394733.1.p1
OG0003292	XM_001596873.1.p1	XM_007394226.1.p1
OG0003293	XM_001597391.1.p1	XM_007395507.1.p1
OG0003294	XM_001595617.1.p1	XM_007392259.1.p1
OG0003295	XM_001590749.1.p1	XM_007390737.1.p1
OG0003296	XM_001595341.1.p1	XM_007399639.1.p1
OG0003297	XM_001587270.1.p1	XM_007393754.1.p1
OG0003298	XM_001597311.1.p1	XM_007395713.1.p1
OG0003299	XM_001594490.1.p1	XM_007390354.1.p1
OG0003301	XM_001597951.1.p1	XM_007393030.1.p1
OG0003302	XM_001595139.1.p1	XM_007389848.1.p1
OG0003303	XM_001597402.1.p1	XM_007400926.1.p1
OG0003304	XM_001598242.1.p1	XM_007394292.1.p1
OG0003305	XM_001586439.1.p1	XM_007394845.1.p1
OG0003307	XM_001595073.1.p1	XM_007401527.1.p1
OG0003308	XM_001597432.1.p1	XM_007398339.1.p1, XM_007398335.1.p1
OG0003311	XM_001588978.1.p1	XM_007394461.1.p1
OG0003312	XM_001596498.1.p1	XM_007390698.1.p1
OG0003313	XM_001592434.1.p1	XM_007400494.1.p1
OG0003314	XM_001585167.1.p1	XM_007390695.1.p1
OG0003315	XM_001594584.1.p1	XM_007392168.1.p1
OG0003316	XM_001593322.1.p1	XM_007401445.1.p1
OG0003317	XM_001586229.1.p1	XM_007393597.1.p1
OG0003319	XM_001590508.1.p1	XM_007395498.1.p1
OG0003320	XM_001596495.1.p1	XM_007398896.1.p1
OG0003321	XM_001589643.1.p1	XM_007390207.1.p1
OG0003323	XM_001593933.1.p1	XM_007392394.1.p1
OG0003324	XM_001588704.1.p1	XM_007402103.1.p1
OG0003326	XM_001587707.1.p1	XM_007390349.1.p1
OG0003327	XM_001593157.1.p1	XM_007390459.1.p1
OG0003328	XM_001586936.1.p1	XM_007395417.1.p1
OG0003330	XM_001584812.1.p1	XM_007392938.1.p1
OG0003331	XM_001596990.1.p1	XM_007390952.1.p1
OG0003332	XM_001595057.1.p1	XM_007391549.1.p1
OG0003333	XM_001594860.1.p1	XM_007390481.1.p1
OG0003335	XM_001598921.1.p1	XM_007391811.1.p1
OG0003336	XM_001596912.1.p1	XM_007395700.1.p1
OG0003337	XM_001592327.1.p1	XM_007397126.1.p1
OG0003338	XM_001592307.1.p1	XM_007390194.1.p1
OG0003339	XM_001588779.1.p1	XM_007390428.1.p1
OG0003340	XM_001598795.1.p1	XM_007397236.1.p1
OG0003341	XM_001592462.1.p1	XM_007391134.1.p1
OG0003344	XM_001594948.1.p1	XM_007396842.1.p1
OG0003345	XM_001587331.1.p1	XM_007395761.1.p1
OG0003346	XM_001598214.1.p1	XM_007396029.1.p1
OG0003347	XM_001596020.1.p1	XM_007390554.1.p1
OG0003348	XM_001590681.1.p1	XM_007395848.1.p1
OG0003349	XM_001598046.1.p1	XM_007391749.1.p1
OG0003351	XM_001597094.1.p1	XM_007396899.1.p1
OG0003352	XM_001588979.1.p1	XM_007395622.1.p1
OG0003355	XM_001598389.1.p1	XM_007396919.1.p1
OG0003356	XM_001590143.1.p1, XM_001590144.1.p1	XM_007398918.1.p1
OG0003358	XM_001594599.1.p1	XM_007399609.1.p1
OG0003359	XM_001593636.1.p1	XM_007389990.1.p1
OG0003360	XM_001585701.1.p1	XM_007401217.1.p1
OG0003361	XM_001588263.1.p1, XM_001591372.1.p1	XM_007399279.1.p1, XM_007389799.1.p1
OG0003362	XM_001588054.1.p1	XM_007396243.1.p1
OG0003363	XM_001594176.1.p1	XM_007390551.1.p1
OG0003364	XM_001592492.1.p1	XM_007392082.1.p1
OG0003365	XM_001585480.1.p1	XM_007390030.1.p1
OG0003366	XM_001594145.1.p1	XM_007401322.1.p1
OG0003369	XM_001588659.1.p1, XM_001588660.1.p1	XM_007395450.1.p1
OG0003370	XM_001586318.1.p1	XM_007389510.1.p1
OG0003371	XM_001586608.1.p1	XM_007394811.1.p1
OG0003373	XM_001584600.1.p1	XM_007398032.1.p1
OG0003375	XM_001586263.1.p1	XM_007392257.1.p1
OG0003377	XM_001591473.1.p1	XM_007395734.1.p1
OG0003378	XM_001588267.1.p1	XM_007395763.1.p1, XM_007395764.1.p1
OG0003379	XM_001595836.1.p1	XM_007397622.1.p1
OG0003380	XM_001592923.1.p1	XM_007390516.1.p1
OG0003382	XM_001592954.1.p1	XM_007392053.1.p1
OG0003383	XM_001588128.1.p1	XM_007393582.1.p1
OG0003384	XM_001595158.1.p1	XM_007390455.1.p1
OG0003385	XM_001588278.1.p1	XM_007391596.1.p1
OG0003387	XM_001586862.1.p1	XM_007403120.1.p1
OG0003388	XM_001590673.1.p1	XM_007396296.1.p1
OG0003389	XM_001585114.1.p1	XM_007401447.1.p1
OG0003390	XM_001585517.1.p1	XM_007392785.1.p1
OG0003391	XM_001590649.1.p1	XM_007393117.1.p1
OG0003392	XM_001598687.1.p1	XM_007391586.1.p1
OG0003394	XM_001596939.1.p1	XM_007393172.1.p1
OG0003395	XM_001596113.1.p1	XM_007394601.1.p1
OG0003396	XM_001589794.1.p1	XM_007392177.1.p1
OG0003397	XM_001593343.1.p1	XM_007395853.1.p1
OG0003399	XM_001589918.1.p1	XM_007390660.1.p1
OG0003401	XM_001590815.1.p1	XM_007390555.1.p1
OG0003404	XM_001596802.1.p1	XM_007398052.1.p1
OG0003405	XM_001587610.1.p1	XM_007399344.1.p1
OG0003406	XM_001587717.1.p1	XM_007393533.1.p1
OG0003407	XM_001598175.1.p1	XM_007401790.1.p1
OG0003408	XM_001587963.1.p1	XM_007394858.1.p1
OG0003410	XM_001595881.1.p1	XM_007391879.1.p1
OG0003413	XM_001588822.1.p1	XM_007392902.1.p1
OG0003415	XM_001591820.1.p1	XM_007393189.1.p1
OG0003416	XM_001587863.1.p1	XM_007393236.1.p1
OG0003417	XM_001596400.1.p1	XM_007390405.1.p1
OG0003418	XM_001589540.1.p1	XM_007396137.1.p1
OG0003441	XM_001588645.1.p1	XM_007392239.1.p1
OG0003442	XM_001594839.1.p1	XM_007390231.1.p1
OG0003444	XM_001594046.1.p1	XM_007396173.1.p1
OG0003445	XM_001594187.1.p1	XM_007398313.1.p1
OG0003446	XM_001596029.1.p1	XM_007391954.1.p1
OG0003447	XM_001584893.1.p1	XM_007400823.1.p1
OG0003449	XM_001595157.1.p1	XM_007392423.1.p1
OG0003450	XM_001593234.1.p1	XM_007390247.1.p1
OG0003452	XM_001594134.1.p1, XM_001594135.1.p1	XM_007396619.1.p1
OG0003453	XM_001594150.1.p1	XM_007390701.1.p1
OG0003455	XM_001594673.1.p1	XM_007398097.1.p1
OG0003456	XM_001589970.1.p1	XM_007398124.1.p1
OG0003460	XM_001588946.1.p1	XM_007396230.1.p1
OG0003461	XM_001594812.1.p1	XM_007391616.1.p1, XM_007391619.1.p1, XM_007391244.1.p1, XM_007392628.1.p1
OG0003462	XM_001586624.1.p1	XM_007396273.1.p1
OG0003463	XM_001593620.1.p1	XM_007401630.1.p1
OG0003465	XM_001593806.1.p1	XM_007395858.1.p1
OG0003466	XM_001590936.1.p1	XM_007395757.1.p1
OG0003467	XM_001586757.1.p1	XM_007393496.1.p1, XM_007391615.1.p1
OG0003468	XM_001591242.1.p1	XM_007393214.1.p1
OG0003469	XM_001586933.1.p1	XM_007395910.1.p1
OG0003470	XM_001585081.1.p1	XM_007390508.1.p1
OG0003471	XM_001590483.1.p1	XM_007399907.1.p1
OG0003472	XM_001597970.1.p1	XM_007393059.1.p1
OG0003473	XM_001584604.1.p1	XM_007393475.1.p1
OG0003474	XM_001597871.1.p1	XM_007401163.1.p1, XM_007401164.1.p1
OG0003475	XM_001597322.1.p1	XM_007396314.1.p1
OG0003477	XM_001591518.1.p1	XM_007397051.1.p1
OG0003479	XM_001591839.1.p1	XM_007392506.1.p1
OG0003480	XM_001598382.1.p1	XM_007402764.1.p1
OG0003481	XM_001587517.1.p1	XM_007390474.1.p1
OG0003482	XM_001588746.1.p1	XM_007399249.1.p1
OG0003483	XM_001597488.1.p1	XM_007396690.1.p1
OG0003484	XM_001597281.1.p1	XM_007390672.1.p1
OG0003487	XM_001586278.1.p1	XM_007391825.1.p1
OG0003488	XM_001595109.1.p1	XM_007389902.1.p1
OG0003489	XM_001592466.1.p1	XM_007390189.1.p1
OG0003490	XM_001589812.1.p1	XM_007391223.1.p1
OG0003491	XM_001592398.1.p1	XM_007393271.1.p1
OG0003492	XM_001597449.1.p1	XM_007394870.1.p1
OG0003494	XM_001591488.1.p1	XM_007399219.1.p1, XM_007401022.1.p1
OG0003495	XM_001586170.1.p1	XM_007395744.1.p1
OG0003498	XM_001595387.1.p1	XM_007397066.1.p1
OG0003499	XM_001595916.1.p1	XM_007394178.1.p1
OG0003500	XM_001590274.1.p1	XM_007392837.1.p1
OG0003502	XM_001598123.1.p1	XM_007400217.1.p1
OG0003503	XM_001598077.1.p1	XM_007399791.1.p1
OG0003505	XM_001591548.1.p1	XM_007400779.1.p1
OG0003506	XM_001585769.1.p1	XM_007401097.1.p1
OG0003509	XM_001587611.1.p1	XM_007398993.1.p1
OG0003511	XM_001585539.1.p1	XM_007396862.1.p1, XM_007396895.1.p1
OG0003513	XM_001591903.1.p1	XM_007390374.1.p1
OG0003514	XM_001596019.1.p1	XM_007397810.1.p1
OG0003515	XM_001588058.1.p1	XM_007402225.1.p1
OG0003516	XM_001586821.1.p1	XM_007391797.1.p1
OG0003517	XM_001584615.1.p1, XM_001595458.1.p1, XM_001597603.1.p1	XM_007390854.1.p1
OG0003522	XM_001590343.1.p1	XM_007397136.1.p1
OG0003523	XM_001592894.1.p1	XM_007398925.1.p1
OG0003524	XM_001591078.1.p1	XM_007401172.1.p1
OG0003526	XM_001588333.1.p1	XM_007395318.1.p1
OG0003527	XM_001596267.1.p1	XM_007391961.1.p1
OG0003528	XM_001589927.1.p1	XM_007393000.1.p1
OG0003529	XM_001590205.1.p1	XM_007394589.1.p1
OG0003532	XM_001592001.1.p1	XM_007396871.1.p1
OG0003533	XM_001585977.1.p1	XM_007395807.1.p1
OG0003534	XM_001594357.1.p1	XM_007397206.1.p1
OG0003535	XM_001594248.1.p1	XM_007393186.1.p1
OG0003536	XM_001589994.1.p1	XM_007398511.1.p1
OG0003538	XM_001587765.1.p1	XM_007391910.1.p1
OG0003540	XM_001598800.1.p1	XM_007389762.1.p1
OG0003541	XM_001594287.1.p1	XM_007397001.1.p1
OG0003544	XM_001589289.1.p1	XM_007391855.1.p1
OG0003545	XM_001585786.1.p1	XM_007399566.1.p1
OG0003546	XM_001588600.1.p1	XM_007392426.1.p1
OG0003548	XM_001591293.1.p1	XM_007391742.1.p1
OG0003551	XM_001591690.1.p1	XM_007391735.1.p1
OG0003552	XM_001594410.1.p1	XM_007392079.1.p1
OG0003553	XM_001591610.1.p1	XM_007400355.1.p1
OG0003554	XM_001585490.1.p1	XM_007397122.1.p1
OG0003556	XM_001589695.1.p1	XM_007396847.1.p1
OG0003557	XM_001588893.1.p1	XM_007400175.1.p1
OG0003558	XM_001584781.1.p1	XM_007400890.1.p1
OG0003559	XM_001586141.1.p1	XM_007401330.1.p1
OG0003560	XM_001593608.1.p1	XM_007398881.1.p1
OG0003562	XM_001594981.1.p1	XM_007391252.1.p1
OG0003563	XM_001592485.1.p1	XM_007397826.1.p1
OG0003564	XM_001593015.1.p1	XM_007396358.1.p1
OG0003569	XM_001589532.1.p1	XM_007395003.1.p1, XM_007394002.1.p1
OG0003569	XM_001589529.1.p1, XM_001588634.1.p1	XM_007394994.1.p1, XM_007394003.1.p1, XM_007394004.1.p1, XM_007399268.1.p1, XM_007394996.1.p1, XM_007394995.1.p1, XM_007395002.1.p1
OG0003570	XM_001586065.1.p1	XM_007392897.1.p1
OG0003571	XM_001585291.1.p1	XM_007394645.1.p1
OG0003572	XM_001585895.1.p1	XM_007390977.1.p1, XM_007391026.1.p1
OG0003574	XM_001585918.1.p1	XM_007399603.1.p1
OG0003575	XM_001591849.1.p1	XM_007390379.1.p1
OG0003577	XM_001597257.1.p1	XM_007393584.1.p1
OG0003578	XM_001594877.1.p1	XM_007394529.1.p1
OG0003581	XM_001598357.1.p1	XM_007400751.1.p1
OG0003584	XM_001585144.1.p1	XM_007393513.1.p1
OG0003585	XM_001586819.1.p1	XM_007394028.1.p1
OG0003586	XM_001594598.1.p1	XM_007392646.1.p1
OG0003587	XM_001594449.1.p1	XM_007389723.1.p1
OG0003594	XM_001591184.1.p1	XM_007397282.1.p1
OG0003595	XM_001597668.1.p1	XM_007390262.1.p1
OG0003596	XM_001597367.1.p1	XM_007395307.1.p1
OG0003597	XM_001587572.1.p1	XM_007395617.1.p1
OG0003599	XM_001597601.1.p1	XM_007392274.1.p1
OG0003600	XM_001586922.1.p1	XM_007393561.1.p1
OG0003601	XM_001596698.1.p1	XM_007390785.1.p1
OG0003602	XM_001596120.1.p1	XM_007392367.1.p1
OG0003603	XM_001595607.1.p1	XM_007395535.1.p1
OG0003604	XM_001585320.1.p1	XM_007398001.1.p1
OG0003605	XM_001596751.1.p1	XM_007395735.1.p1
OG0003608	XM_001589913.1.p1	XM_007395836.1.p1
OG0003609	XM_001595929.1.p1	XM_007399713.1.p1
OG0003611	XM_001594475.1.p1	XM_007396163.1.p1
OG0003612	XM_001591787.1.p1	XM_007390661.1.p1
OG0003613	XM_001598054.1.p1	XM_007391529.1.p1
OG0003614	XM_001590248.1.p1	XM_007390261.1.p1
OG0003615	XM_001590927.1.p1	XM_007398179.1.p1, XM_007390478.1.p1
OG0003616	XM_001593194.1.p1	XM_007390307.1.p1
OG0003617	XM_001592921.1.p1	XM_007390765.1.p1
OG0003618	XM_001587117.1.p1	XM_007399792.1.p1, XM_007395580.1.p1
OG0003619	XM_001591448.1.p1	XM_007396931.1.p1
OG0003620	XM_001588454.1.p1	XM_007390607.1.p1, XM_007391898.1.p1, XM_007401546.1.p1
OG0003621	XM_001596021.1.p1	XM_007393111.1.p1
OG0003622	XM_001588618.1.p1	XM_007391845.1.p1
OG0003624	XM_001588676.1.p1	XM_007391733.1.p1
OG0003625	XM_001596767.1.p1	XM_007395736.1.p1
OG0003627	XM_001588705.1.p1	XM_007390711.1.p1
OG0003628	XM_001595591.1.p1	XM_007389988.1.p1
OG0003630	XM_001586059.1.p1	XM_007391944.1.p1
OG0003632	XM_001586230.1.p1	XM_007400354.1.p1
OG0003634	XM_001590402.1.p1, XM_001590401.1.p1	XM_007396712.1.p1
OG0003635	XM_001586052.1.p1	XM_007393008.1.p1
OG0003637	XM_001596737.1.p1	XM_007391577.1.p1
OG0003640	XM_001587690.1.p1	XM_007395135.1.p1
OG0003641	XM_001587992.1.p1	XM_007394420.1.p1
OG0003642	XM_001594713.1.p1	XM_007395445.1.p1
OG0003644	XM_001598432.1.p1	XM_007394441.1.p1
OG0003645	XM_001595610.1.p1	XM_007399659.1.p1
OG0003647	XM_001594676.1.p1	XM_007399364.1.p1
OG0003649	XM_001591746.1.p1	XM_007390213.1.p1
OG0003650	XM_001594878.1.p1	XM_007397194.1.p1
OG0003652	XM_001593499.1.p1	XM_007399379.1.p1
OG0003653	XM_001591742.1.p1	XM_007392294.1.p1, XM_007392242.1.p1
OG0003654	XM_001587350.1.p1	XM_007392651.1.p1
OG0003656	XM_001598874.1.p1	XM_007395446.1.p1
OG0003657	XM_001595352.1.p1	XM_007393697.1.p1
OG0003660	XM_001597579.1.p1	XM_007401632.1.p1
OG0003661	XM_001591093.1.p1	XM_007391971.1.p1
OG0003663	XM_001595642.1.p1	XM_007401342.1.p1
OG0003666	XM_001594989.1.p1	XM_007390289.1.p1
OG0003668	XM_001592591.1.p1	XM_007397813.1.p1
OG0003671	XM_001592805.1.p1	XM_007395174.1.p1
OG0003672	XM_001592757.1.p1	XM_007397354.1.p1
OG0003675	XM_001596709.1.p1	XM_007396988.1.p1
OG0003676	XM_001585558.1.p1	XM_007397558.1.p1
OG0003677	XM_001598491.1.p1	XM_007402181.1.p1
OG0003678	XM_001593078.1.p1	XM_007394588.1.p1
OG0003679	XM_001586168.1.p1	XM_007401131.1.p1
OG0003680	XM_001586610.1.p1	XM_007398090.1.p1
OG0003681	XM_001595166.1.p1	XM_007401091.1.p1
OG0003682	XM_001589989.1.p1	XM_007390444.1.p1
OG0003683	XM_001594453.1.p1	XM_007392355.1.p1
OG0003684	XM_001593486.1.p1	XM_007396631.1.p1, XM_007396470.1.p1
OG0003685	XM_001587132.1.p1	XM_007391003.1.p1
OG0003686	XM_001587738.1.p1	XM_007394728.1.p1
OG0003687	XM_001588010.1.p1	XM_007393003.1.p1, XM_007396792.1.p1
OG0003688	XM_001598497.1.p1	XM_007391933.1.p1
OG0003689	XM_001586606.1.p1	XM_007389929.1.p1
OG0003691	XM_001588071.1.p1, XM_001586484.1.p1	XM_007400577.1.p1
OG0003692	XM_001587516.1.p1	XM_007393642.1.p1
OG0003693	XM_001587589.1.p1	XM_007398195.1.p1
OG0003694	XM_001588560.1.p1	XM_007401404.1.p1
OG0003696	XM_001597377.1.p1	XM_007391480.1.p1
OG0003697	XM_001597230.1.p1	XM_007394895.1.p1
OG0003698	XM_001594781.1.p1	XM_007390800.1.p1
OG0003700	XM_001593052.1.p1	XM_007395623.1.p1
OG0003701	XM_001596635.1.p1	XM_007396174.1.p1
OG0003702	XM_001594434.1.p1	XM_007396828.1.p1
OG0003703	XM_001596910.1.p1	XM_007401472.1.p1
OG0003704	XM_001596216.1.p1	XM_007390784.1.p1
OG0003705	XM_001597089.1.p1	XM_007389516.1.p1
OG0003707	XM_001589785.1.p1	XM_007398000.1.p1, XM_007391753.1.p1
OG0003708	XM_001590779.1.p1	XM_007392677.1.p1
OG0003709	XM_001587413.1.p1	XM_007395624.1.p1
OG0003710	XM_001597574.1.p1	XM_007391724.1.p1
OG0003711	XM_001587601.1.p1	XM_007395170.1.p1, XM_007391184.1.p1
OG0003712	XM_001593580.1.p1	XM_007390255.1.p1
OG0003713	XM_001590393.1.p1	XM_007392033.1.p1
OG0003714	XM_001590399.1.p1	XM_007393452.1.p1
OG0003715	XM_001591902.1.p1	XM_007402330.1.p1, XM_007403124.1.p1, XM_007393004.1.p1
OG0003718	XM_001597498.1.p1	XM_007392002.1.p1
OG0003719	XM_001587395.1.p1	XM_007391849.1.p1
OG0003721	XM_001594151.1.p1	XM_007402970.1.p1
OG0003722	XM_001595764.1.p1	XM_007390336.1.p1
OG0003723	XM_001589104.1.p1	XM_007392116.1.p1
OG0003724	XM_001587677.1.p1	XM_007390738.1.p1
OG0003725	XM_001588470.1.p1	XM_007392903.1.p1
OG0003726	XM_001598384.1.p1	XM_007401161.1.p1
OG0003728	XM_001597705.1.p1	XM_007399107.1.p1
OG0003729	XM_001590684.1.p1	XM_007390560.1.p1
OG0003730	XM_001595506.1.p1	XM_007402938.1.p1
OG0003733	XM_001595678.1.p1	XM_007395875.1.p1
OG0003734	XM_001594469.1.p1	XM_007397984.1.p1
OG0003736	XM_001585584.1.p1, XM_001585583.1.p1	XM_007400640.1.p1
OG0003738	XM_001590499.1.p1	XM_007390521.1.p1
OG0003739	XM_001595992.1.p1	XM_007391521.1.p1
OG0003740	XM_001593102.1.p1	XM_007390305.1.p1, XM_007390297.1.p1
OG0003741	XM_001585568.1.p1	XM_007401316.1.p1
OG0003742	XM_001586515.1.p1	XM_007390581.1.p1
OG0003743	XM_001598655.1.p1	XM_007396801.1.p1
OG0003744	XM_001593093.1.p1	XM_007392419.1.p1
OG0003745	XM_001587542.1.p1, XM_001596972.1.p1	XM_007399365.1.p1
OG0003746	XM_001589351.1.p1	XM_007398045.1.p1
OG0003747	XM_001597897.1.p1	XM_007398527.1.p1
OG0003748	XM_001597031.1.p1	XM_007393693.1.p1
OG0003749	XM_001597300.1.p1	XM_007391636.1.p1
OG0003750	XM_001594821.1.p1	XM_007395558.1.p1
OG0003751	XM_001586370.1.p1	XM_007396207.1.p1, XM_007396208.1.p1
OG0003753	XM_001598295.1.p1	XM_007400834.1.p1
OG0003754	XM_001598056.1.p1	XM_007399502.1.p1
OG0003757	XM_001598534.1.p1	XM_007394894.1.p1
OG0003760	XM_001595445.1.p1	XM_007390084.1.p1
OG0003761	XM_001594216.1.p1	XM_007393731.1.p1
OG0003763	XM_001590122.1.p1	XM_007390844.1.p1
OG0003764	XM_001587387.1.p1	XM_007393240.1.p1
OG0003765	XM_001585834.1.p1	XM_007391717.1.p1
OG0003769	XM_001594158.1.p1	XM_007393306.1.p1
OG0003770	XM_001587804.1.p1	XM_007392241.1.p1
OG0003793	XM_001592006.1.p1	XM_007390580.1.p1
OG0003794	XM_001593437.1.p1	XM_007392325.1.p1
OG0003795	XM_001586031.1.p1	XM_007398770.1.p1
OG0003797	XM_001598420.1.p1	XM_007393679.1.p1
OG0003800	XM_001593207.1.p1	XM_007402508.1.p1
OG0003801	XM_001593175.1.p1	XM_007392495.1.p1
OG0003803	XM_001594389.1.p1	XM_007393493.1.p1
OG0003805	XM_001593220.1.p1	XM_007395652.1.p1
OG0003810	XM_001589973.1.p1	XM_007395699.1.p1
OG0003811	XM_001596384.1.p1	XM_007390951.1.p1
OG0003812	XM_001589490.1.p1	XM_007390164.1.p1
OG0003813	XM_001594866.1.p1	XM_007399157.1.p1
OG0003814	XM_001597385.1.p1	XM_007391052.1.p1
OG0003816	XM_001584587.1.p1	XM_007389548.1.p1
OG0003817	XM_001597953.1.p1	XM_007395512.1.p1
OG0003818	XM_001598097.1.p1, XM_001595022.1.p1	XM_007396350.1.p1
OG0003819	XM_001590821.1.p1	XM_007394546.1.p1
OG0003820	XM_001594791.1.p1	XM_007401118.1.p1
OG0003821	XM_001594916.1.p1	XM_007401059.1.p1
OG0003824	XM_001595230.1.p1	XM_007390522.1.p1
OG0003826	XM_001595654.1.p1	XM_007399309.1.p1
OG0003828	XM_001595629.1.p1	XM_007390182.1.p1
OG0003829	XM_001592388.1.p1	XM_007392552.1.p1
OG0003830	XM_001592300.1.p1	XM_007400128.1.p1
OG0003831	XM_001598848.1.p1	XM_007400395.1.p1
OG0003832	XM_001592442.1.p1	XM_007390897.1.p1
OG0003833	XM_001596109.1.p1	XM_007399426.1.p1
OG0003835	XM_001594414.1.p1	XM_007400595.1.p1
OG0003836	XM_001593010.1.p1	XM_007395175.1.p1
OG0003837	XM_001590278.1.p1	XM_007401718.1.p1
OG0003838	XM_001594307.1.p1	XM_007398136.1.p1
OG0003840	XM_001595964.1.p1	XM_007390246.1.p1
OG0003842	XM_001590704.1.p1	XM_007395805.1.p1
OG0003843	XM_001595507.1.p1	XM_007399224.1.p1
OG0003845	XM_001588465.1.p1	XM_007396873.1.p1
OG0003849	XM_001588078.1.p1	XM_007396911.1.p1
OG0003850	XM_001595204.1.p1	XM_007395537.1.p1
OG0003851	XM_001598355.1.p1	XM_007395997.1.p1
OG0003852	XM_001591301.1.p1	XM_007390074.1.p1
OG0003853	XM_001592727.1.p1	XM_007395893.1.p1
OG0003854	XM_001594699.1.p1	XM_007400702.1.p1, XM_007400703.1.p1
OG0003857	XM_001592366.1.p1	XM_007397123.1.p1
OG0003858	XM_001585494.1.p1	XM_007390723.1.p1
OG0003859	XM_001595689.1.p1	XM_007396808.1.p1
OG0003860	XM_001588196.1.p1	XM_007392005.1.p1
OG0003861	XM_001591373.1.p1	XM_007396055.1.p1, XM_007402649.1.p1
OG0003862	XM_001587847.1.p1	XM_007392476.1.p1
OG0003863	XM_001588105.1.p1	XM_007392293.1.p1
OG0003865	XM_001597874.1.p1	XM_007396168.1.p1
OG0003866	XM_001584579.1.p1	XM_007399607.1.p1
OG0003867	XM_001595216.1.p1	XM_007391916.1.p1
OG0003869	XM_001584606.1.p1	XM_007393183.1.p1
OG0003872	XM_001585896.1.p1	XM_007393217.1.p1
OG0003873	XM_001597671.1.p1	XM_007402979.1.p1
OG0003878	XM_001592696.1.p1	XM_007390964.1.p1
OG0003879	XM_001592927.1.p1	XM_007401792.1.p1
OG0003880	XM_001589816.1.p1	XM_007397835.1.p1, XM_007390211.1.p1
OG0003881	XM_001589924.1.p1	XM_007395722.1.p1
OG0003882	XM_001587776.1.p1	XM_007394062.1.p1
OG0003883	XM_001591862.1.p1	XM_007398702.1.p1
OG0003887	XM_001594824.1.p1	XM_007391243.1.p1
OG0003888	XM_001598689.1.p1	XM_007392085.1.p1
OG0003889	XM_001587424.1.p1	XM_007390583.1.p1
OG0003892	XM_001590592.1.p1	XM_007395390.1.p1
OG0003893	XM_001589968.1.p1	XM_007400576.1.p1
OG0003895	XM_001592182.1.p1	XM_007398005.1.p1
OG0003901	XM_001594983.1.p1	XM_007399170.1.p1
OG0003902	XM_001595135.1.p1	XM_007392664.1.p1
OG0003904	XM_001588729.1.p1	XM_007390456.1.p1
OG0003905	XM_001585566.1.p1	XM_007393701.1.p1
OG0003907	XM_001586511.1.p1	XM_007400489.1.p1
OG0003908	XM_001596887.1.p1	XM_007391902.1.p1
OG0003911	XM_001592453.1.p1	XM_007393478.1.p1
OG0003912	XM_001594430.1.p1	XM_007402331.1.p1, XM_007394469.1.p1
OG0003913	XM_001591545.1.p1	XM_007397038.1.p1
OG0003914	XM_001596901.1.p1	XM_007390300.1.p1
OG0003915	XM_001595019.1.p1	XM_007390047.1.p1
OG0003916	XM_001590917.1.p1	XM_007399834.1.p1
OG0003919	XM_001591121.1.p1	XM_007395373.1.p1
OG0003920	XM_001597829.1.p1	XM_007390582.1.p1
OG0003921	XM_001590476.1.p1	XM_007396297.1.p1
OG0003923	XM_001586042.1.p1	XM_007392831.1.p1
OG0003924	XM_001598289.1.p1	XM_007399481.1.p1
OG0003925	XM_001595746.1.p1	XM_007391980.1.p1
OG0003926	XM_001590218.1.p1	XM_007393049.1.p1
OG0003927	XM_001587253.1.p1	XM_007398741.1.p1
OG0003928	XM_001584862.1.p1	XM_007390558.1.p1
OG0003932	XM_001586814.1.p1	XM_007401012.1.p1
OG0003933	XM_001593106.1.p1	XM_007398771.1.p1
OG0003935	XM_001598044.1.p1	XM_007396717.1.p1
OG0003936	XM_001597811.1.p1	XM_007395212.2.p1
OG0003938	XM_001589110.1.p1	XM_007390566.1.p1
OG0003939	XM_001598750.1.p1	XM_007398866.1.p1, XM_007398867.1.p1
OG0003943	XM_001585274.1.p1	XM_007396966.1.p1
OG0003945	XM_001588061.1.p1	XM_007390475.1.p1
OG0003948	XM_001585427.1.p1	XM_007398151.1.p1
OG0003949	XM_001584696.1.p1	XM_007399521.1.p1
OG0003950	XM_001585694.1.p1	XM_007400744.1.p1
OG0003951	XM_001585146.1.p1	XM_007401824.1.p1
OG0003953	XM_001585020.1.p1	XM_007397275.1.p1
OG0003954	XM_001596071.1.p1	XM_007389800.1.p1, XM_007399281.1.p1
OG0003955	XM_001596929.1.p1	XM_007399493.1.p1
OG0003957	XM_001585377.1.p1	XM_007391840.1.p1, XM_007395909.1.p1
OG0003964	XM_001591833.1.p1	XM_007398310.1.p1
