Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Puccinia_graminis_rna_prot
OG0001622	XM_001585761.1.p1	XM_003324987.2.p1
OG0001623	XM_001597189.1.p1	XM_003890468.1.p1
OG0001624	XM_001584840.1.p1	XM_003320520.2.p1, XM_003338656.3.p1
OG0001627	XM_001598735.1.p1	XM_003328955.2.p1
OG0001628	XM_001590916.1.p1	XM_003323130.2.p1
OG0001629	XM_001596143.1.p1	XM_003324387.2.p1
OG0001631	XM_001588224.1.p1	XM_003337543.2.p1, XM_003320050.2.p1
OG0001632	XM_001588154.1.p1	XM_003330152.2.p1
OG0001633	XM_001597348.1.p1	XM_003325441.2.p1, XM_003334137.2.p1, XM_003328620.2.p1, XM_003330264.2.p1, XM_003889406.1.p1
OG0001634	XM_001590949.1.p1	XM_003890722.1.p1
OG0001635	XM_001594583.1.p1	XM_003328762.2.p1, XM_003329741.2.p1
OG0001636	XM_001591692.1.p1	XM_003332855.2.p1
OG0001638	XM_001593822.1.p1	XM_003335481.2.p1
OG0001639	XM_001589214.1.p1	XM_003327889.2.p1, XM_003327763.2.p1
OG0001641	XM_001597680.1.p1	XM_003307486.2.p1
OG0001642	XM_001595175.1.p1	XM_003336074.2.p1, XM_003324546.1.p1
OG0001643	XM_001594880.1.p1	XM_003337279.2.p1, XM_003337284.2.p1
OG0001644	XM_001592354.1.p1	XM_003335446.2.p1, XM_003335445.2.p1, XM_003889845.1.p1
OG0001645	XM_001591061.1.p1	XM_003334355.2.p1, XM_003322213.2.p1
OG0001646	XM_001595519.1.p1	XM_003334363.2.p1
OG0001648	XM_001589622.1.p1	XM_003329619.2.p1
OG0001649	XM_001589054.1.p1	XM_003332251.2.p1
OG0001650	XM_001586535.1.p1	XM_003327540.2.p1
OG0001651	XM_001587633.1.p1	XM_003307174.2.p1
OG0001653	XM_001588927.1.p1	XM_003338310.2.p1
OG0001655	XM_001593345.1.p1	XM_003325400.2.p1, XM_003328547.2.p1
OG0001656	XM_001593479.1.p1, XM_001590149.1.p1	XM_003337368.2.p1
OG0001657	XM_001585417.1.p1	XM_003325707.2.p1
OG0001658	XM_001589660.1.p1	XM_003324515.2.p1
OG0001659	XM_001594992.1.p1	XM_003335282.2.p1
OG0001660	XM_001588943.1.p1	XM_003331643.2.p1
OG0001661	XM_001593670.1.p1	XM_003337205.2.p1, XM_003330959.2.p1
OG0001662	XM_001588324.1.p1, XM_001584854.1.p1	XM_003335716.2.p1
OG0001663	XM_001595755.1.p1	XM_003333839.2.p1
OG0001664	XM_001595822.1.p1	XM_003323234.2.p1
OG0001666	XM_001598872.1.p1	XM_003327746.2.p1
OG0001667	XM_001592467.1.p1	XM_003328792.2.p1
OG0001668	XM_001593029.1.p1	XM_003328856.2.p1
OG0001669	XM_001585162.1.p1, XM_001585163.1.p1	XM_003328537.2.p1, XM_003330994.2.p1
OG0001670	XM_001588398.1.p1	XM_003335359.2.p1
OG0001671	XM_001598414.1.p1	XM_003330934.2.p1
OG0001672	XM_001597380.1.p1	XM_003327702.2.p1, XM_003325999.2.p1
OG0001673	XM_001597675.1.p1	XM_003327668.2.p1
OG0001674	XM_001592252.1.p1	XM_003331784.1.p1, XM_003889536.1.p1
OG0001675	XM_001596085.1.p1	XM_003323672.2.p1, XM_003334875.2.p1, XM_003326762.2.p1
OG0001676	XM_001592934.1.p1	XM_003321789.2.p1
OG0001678	XM_001587393.1.p1	XM_003888545.1.p1, XM_003888546.1.p1
OG0001679	XM_001588168.1.p1	XM_003888952.1.p1, XM_003328047.1.p1
OG0001680	XM_001586872.1.p1	XM_003321792.2.p1
OG0001681	XM_001593299.1.p1	XM_003320995.2.p1
OG0001682	XM_001586639.1.p1	XM_003890763.1.p1, XM_003307411.2.p1
OG0001683	XM_001595338.1.p1	XM_003320517.2.p1
OG0001685	XM_001592409.1.p1	XM_003329643.2.p1
OG0001686	XM_001585532.1.p1	XM_003327097.2.p1
OG0001687	XM_001598229.1.p1	XM_003322600.2.p1
OG0001690	XM_001585778.1.p1	XM_003323926.1.p1, XM_003333419.2.p1
OG0001691	XM_001588440.1.p1	XM_003330125.2.p1
OG0001692	XM_001584910.1.p1	XM_003321285.2.p1, XM_003324672.2.p1
OG0001693	XM_001591043.1.p1	XM_003320259.2.p1
OG0001694	XM_001596686.1.p1	XM_003325545.2.p1
OG0001695	XM_001594204.1.p1	XM_003329293.2.p1, XM_003336756.2.p1
OG0001696	XM_001593962.1.p1	XM_003337027.2.p1
OG0001697	XM_001589617.1.p1	XM_003334831.2.p1, XM_003329975.2.p1
OG0001698	XM_001597629.1.p1	XM_003328381.2.p1, XM_003338068.2.p1
OG0001700	XM_001598246.1.p1	XM_003330400.2.p1
OG0001701	XM_001591929.1.p1	XM_003320493.2.p1, XM_003332454.2.p1
OG0001702	XM_001587596.1.p1	XM_003319718.2.p1, XM_003319714.2.p1
OG0001703	XM_001595758.1.p1	XM_003338430.2.p1, XM_003329815.2.p1
OG0001704	XM_001591634.1.p1	XM_003330175.2.p1
OG0001705	XM_001595225.1.p1	XM_003338265.2.p1, XM_003889422.1.p1, XM_003334861.2.p1
OG0001721	XM_001597065.1.p1, XM_001589322.1.p1	XM_003888999.1.p1, XM_003333903.2.p1
OG0001722	XM_001586788.1.p1	XM_003890587.1.p1, XM_003320093.2.p1
OG0001724	XM_001590840.1.p1	XM_003333988.2.p1
OG0001728	XM_001590382.1.p1	XM_003326672.2.p1
OG0001729	XM_001587382.1.p1	XM_003336379.2.p1, XM_003336473.2.p1
OG0001730	XM_001588187.1.p1	XM_003336156.2.p1, XM_003328830.2.p1
OG0001731	XM_001591843.1.p1	XM_003330621.2.p1
OG0001732	XM_001585968.1.p1	XM_003330940.2.p1
OG0001733	XM_001596326.1.p1	XM_003325323.2.p1
OG0001734	XM_001589885.1.p1	XM_003335655.2.p1
OG0001736	XM_001596497.1.p1	XM_003331045.2.p1
OG0001738	XM_001587146.1.p1	XM_003328233.2.p1, XM_003329981.2.p1
OG0001739	XM_001593621.1.p1	XM_003888743.1.p1
OG0001740	XM_001591824.1.p1	XM_003319198.2.p1
OG0001741	XM_001587709.1.p1	XM_003321248.2.p1
OG0001742	XM_001592521.1.p1	XM_003329561.2.p1
OG0001743	XM_001586642.1.p1	XM_003324024.2.p1
OG0001744	XM_001594510.1.p1	XM_003337795.2.p1, XM_003326558.2.p1
OG0001745	XM_001592516.1.p1	XM_003321207.2.p1, XM_003321199.2.p1
OG0001746	XM_001596949.1.p1	XM_003321342.2.p1
OG0001747	XM_001590666.1.p1	XM_003333834.2.p1
OG0001748	XM_001589278.1.p1	XM_003307348.2.p1
OG0001749	XM_001597157.1.p1	XM_003326525.2.p1
OG0001750	XM_001587513.1.p1	XM_003332447.2.p1
OG0001751	XM_001590998.1.p1	XM_003325926.2.p1
OG0001752	XM_001597420.1.p1	XM_003324131.2.p1
OG0001753	XM_001598799.1.p1	XM_003330828.2.p1, XM_003324193.2.p1
OG0001754	XM_001590525.1.p1	XM_003888958.1.p1
OG0001755	XM_001593055.1.p1	XM_003327868.2.p1
OG0001756	XM_001592679.1.p1	XM_003319761.2.p1, XM_003321797.2.p1, XM_003319762.1.p1
OG0001758	XM_001586211.1.p1	XM_003332045.2.p1
OG0001762	XM_001598181.1.p1	XM_003320490.2.p1
OG0001763	XM_001595731.1.p1	XM_003323946.2.p1
OG0001764	XM_001596364.1.p1	XM_003328789.2.p1
OG0001766	XM_001590857.1.p1	XM_003336746.2.p1
OG0001767	XM_001586584.1.p1	XM_003321928.1.p1
OG0001768	XM_001597883.1.p1	XM_003335842.2.p1
OG0001769	XM_001591520.1.p1	XM_003324858.2.p1, XM_003331960.2.p1
OG0001770	XM_001590010.1.p1	XM_003330773.2.p1
OG0001771	XM_001590930.1.p1	XM_003307214.2.p1
OG0001772	XM_001590921.1.p1	XM_003333436.2.p1
OG0001773	XM_001596015.1.p1	XM_003337403.2.p1
OG0001774	XM_001592132.1.p1	XM_003327941.2.p1
OG0001775	XM_001598459.1.p1	XM_003327016.2.p1
OG0001776	XM_001591629.1.p1	XM_003889784.1.p1, XM_003327325.2.p1
OG0001777	XM_001584821.1.p1	XM_003337535.2.p1
OG0001778	XM_001588150.1.p1	XM_003307670.2.p1
OG0001779	XM_001595681.1.p1	XM_003332921.2.p1, XM_003337220.2.p1
OG0001780	XM_001588152.1.p1	XM_003321762.2.p1
OG0001781	XM_001590832.1.p1	XM_003329260.2.p1, XM_003334670.1.p1
OG0001782	XM_001591472.1.p1	XM_003330693.2.p1
OG0001783	XM_001598837.1.p1	XM_003332238.2.p1
OG0001784	XM_001598923.1.p1	XM_003325835.2.p1
OG0001785	XM_001598934.1.p1	XM_003321128.2.p1
OG0001786	XM_001595140.1.p1	XM_003329726.2.p1
OG0001787	XM_001597366.1.p1	XM_003329642.2.p1
OG0001788	XM_001590194.1.p1	XM_003326365.2.p1
OG0001789	XM_001588695.1.p1	XM_003330043.2.p1, XM_003324153.1.p1
OG0001790	XM_001587883.1.p1	XM_003322552.2.p1
OG0001791	XM_001593540.1.p1	XM_003326012.1.p1
OG0001792	XM_001594609.1.p1	XM_003333237.2.p1
OG0001795	XM_001594334.1.p1	XM_003321884.2.p1, XM_003336809.1.p1
OG0001796	XM_001592592.1.p1	XM_003325326.2.p1
OG0001797	XM_001594930.1.p1	XM_003307143.2.p1
OG0001798	XM_001588684.1.p1	XM_003319523.2.p1
OG0001799	XM_001597442.1.p1	XM_003338005.2.p1, XM_003337677.2.p1
OG0001800	XM_001596717.1.p1	XM_003321090.2.p1
OG0001801	XM_001590922.1.p1	XM_003328150.2.p1
OG0001802	XM_001590920.1.p1	XM_003322417.2.p1
OG0001803	XM_001593200.1.p1	XM_003307052.2.p1
OG0001804	XM_001595592.1.p1	XM_003321560.2.p1
OG0001805	XM_001587985.1.p1	XM_003334548.2.p1
OG0001806	XM_001596616.1.p1	XM_003330711.2.p1
OG0001807	XM_001597030.1.p1	XM_003335643.2.p1
OG0001808	XM_001586117.1.p1	XM_003331374.2.p1, XM_003337231.2.p1
OG0001809	XM_001594291.1.p1	XM_003307727.2.p1
OG0001811	XM_001588110.1.p1	XM_003330357.2.p1
OG0001812	XM_001591191.1.p1	XM_003321343.2.p1
OG0001813	XM_001592623.1.p1	XM_003333649.2.p1
OG0001814	XM_001596833.1.p1	XM_003330361.2.p1
OG0001815	XM_001586248.1.p1	XM_003320095.2.p1
OG0001816	XM_001585130.1.p1	XM_003335115.2.p1
OG0001817	XM_001589814.1.p1	XM_003329297.2.p1
OG0001818	XM_001597638.1.p1	XM_003889134.1.p1
OG0001820	XM_001595800.1.p1	XM_003330139.2.p1
OG0001821	XM_001595579.1.p1	XM_003307157.2.p1
OG0001823	XM_001588186.1.p1	XM_003333039.2.p1
OG0001824	XM_001587806.1.p1	XM_003330721.2.p1
OG0001825	XM_001595217.1.p1	XM_003320853.2.p1
OG0001828	XM_001585103.1.p1	XM_003333615.2.p1
OG0001830	XM_001585900.1.p1	XM_003307408.2.p1
OG0001831	XM_001592314.1.p1	XM_003335136.2.p1
OG0001832	XM_001597841.1.p1	XM_003334157.2.p1
OG0001833	XM_001594152.1.p1	XM_003322102.2.p1
OG0001834	XM_001589838.1.p1	XM_003330349.2.p1
OG0001835	XM_001591194.1.p1	XM_003331653.2.p1
OG0001836	XM_001597475.1.p1	XM_003321184.2.p1, XM_003329331.2.p1
OG0001837	XM_001587327.1.p1	XM_003323388.2.p1
OG0001838	XM_001589014.1.p1	XM_003320138.2.p1
OG0001839	XM_001585061.1.p1	XM_003332090.2.p1
OG0001840	XM_001589942.1.p1	XM_003330313.2.p1
OG0001841	XM_001584880.1.p1	XM_003331966.2.p1
OG0001842	XM_001594666.1.p1	XM_003322848.2.p1
OG0001843	XM_001596348.1.p1	XM_003321703.2.p1, XM_003320245.2.p1
OG0001844	XM_001590509.1.p1	XM_003330634.2.p1
OG0001845	XM_001589982.1.p1	XM_003319566.2.p1
OG0001846	XM_001596454.1.p1	XM_003322146.2.p1
OG0001847	XM_001594103.1.p1	XM_003889755.1.p1
OG0001848	XM_001593509.1.p1	XM_003888692.1.p1
OG0001850	XM_001586794.1.p1	XM_003307247.2.p1
OG0001851	XM_001586923.1.p1	XM_003324094.2.p1
OG0001852	XM_001586886.1.p1	XM_003319233.2.p1
OG0001853	XM_001585928.1.p1	XM_003322740.2.p1, XM_003328546.2.p1
OG0001854	XM_001590829.1.p1	XM_003322979.2.p1
OG0001855	XM_001589062.1.p1	XM_003336451.2.p1
OG0001856	XM_001588810.1.p1	XM_003328920.2.p1
OG0001857	XM_001597917.1.p1	XM_003336635.2.p1
OG0001858	XM_001595648.1.p1	XM_003334169.2.p1
OG0001859	XM_001592548.1.p1	XM_003319901.2.p1
OG0001860	XM_001596630.1.p1	XM_003322996.2.p1
OG0001861	XM_001594433.1.p1	XM_003319939.2.p1
OG0001862	XM_001598227.1.p1	XM_003329166.2.p1, XM_003889532.1.p1
OG0001863	XM_001590791.1.p1	XM_003322136.2.p1, XM_003325088.2.p1
OG0001864	XM_001591521.1.p1	XM_003327923.2.p1
OG0001865	XM_001584801.1.p1	XM_003332111.2.p1
OG0001866	XM_001585049.1.p1	XM_003329508.2.p1, XM_003335206.1.p1
OG0001867	XM_001596867.1.p1, XM_001594818.1.p1	XM_003889744.1.p1
OG0001868	XM_001594374.1.p1	XM_003332648.2.p1
OG0001869	XM_001585799.1.p1	XM_003329372.2.p1
OG0001870	XM_001592420.1.p1	XM_003307334.2.p1
OG0001871	XM_001593531.1.p1	XM_003330350.2.p1
OG0001872	XM_001598490.1.p1	XM_003321591.2.p1
OG0001873	XM_001592991.1.p1	XM_003320325.2.p1
OG0001875	XM_001588708.1.p1	XM_003325959.2.p1
OG0001876	XM_001592238.1.p1	XM_003320352.2.p1
OG0001877	XM_001594162.1.p1	XM_003323304.1.p1
OG0001878	XM_001590659.1.p1	XM_003327945.2.p1
OG0001879	XM_001589618.1.p1	XM_003328663.2.p1
OG0001880	XM_001595660.1.p1	XM_003335840.2.p1
OG0001881	XM_001593122.1.p1	XM_003334598.2.p1
OG0001882	XM_001586796.1.p1, XM_001595944.1.p1	XM_003325050.2.p1
OG0001883	XM_001589201.1.p1	XM_003325818.2.p1
OG0001884	XM_001596916.1.p1	XM_003333884.2.p1
OG0001885	XM_001597820.1.p1	XM_003324331.2.p1
OG0001886	XM_001598473.1.p1	XM_003336612.2.p1
OG0001887	XM_001590264.1.p1	XM_003319191.2.p1
OG0001888	XM_001596012.1.p1	XM_003327548.2.p1
OG0001889	XM_001595935.1.p1	XM_003321863.2.p1
OG0001890	XM_001588390.1.p1	XM_003323646.2.p1
OG0001891	XM_001593041.1.p1	XM_003324883.2.p1
OG0001892	XM_001592787.1.p1	XM_003333355.2.p1, XM_003889235.1.p1
OG0001893	XM_001587267.1.p1	XM_003336004.2.p1
OG0001894	XM_001588986.1.p1	XM_003307262.2.p1
OG0001895	XM_001590911.1.p1	XM_003337998.2.p1
OG0001896	XM_001597392.1.p1	XM_003329977.2.p1, XM_003888870.1.p1
OG0001898	XM_001593311.1.p1	XM_003307213.2.p1
OG0001901	XM_001587741.1.p1	XM_003335808.2.p1
OG0001902	XM_001593736.1.p1	XM_003325420.2.p1
OG0001903	XM_001592059.1.p1	XM_003332621.2.p1
OG0001905	XM_001592700.1.p1	XM_003333435.2.p1
OG0001906	XM_001589662.1.p1	XM_003321903.2.p1
OG0001907	XM_001593996.1.p1	XM_003889108.1.p1
OG0001908	XM_001593415.1.p1	XM_003320264.2.p1
OG0001909	XM_001593623.1.p1	XM_003327300.1.p1
OG0001910	XM_001589236.1.p1	XM_003325446.2.p1
OG0001911	XM_001589314.1.p1	XM_003324680.1.p1
OG0001912	XM_001586839.1.p1	XM_003335404.2.p1
OG0001913	XM_001587731.1.p1	XM_003332628.2.p1
OG0001914	XM_001593298.1.p1	XM_003319466.2.p1
OG0001915	XM_001587673.1.p1	XM_003333289.2.p1, XM_003332061.2.p1
OG0001916	XM_001586854.1.p1	XM_003335425.2.p1
OG0001917	XM_001590908.1.p1	XM_003307457.2.p1
OG0001918	XM_001590387.1.p1	XM_003319497.2.p1
OG0001919	XM_001590115.1.p1	XM_003329799.2.p1
OG0001920	XM_001591029.1.p1	XM_003332110.2.p1
OG0001921	XM_001595343.1.p1	XM_003322142.2.p1
OG0001922	XM_001586175.1.p1	XM_003322304.2.p1
OG0001923	XM_001592396.1.p1	XM_003335232.2.p1
OG0001924	XM_001584617.1.p1	XM_003325746.2.p1, XM_003326003.2.p1, XM_003325735.2.p1
OG0001926	XM_001584509.1.p1	XM_003326508.2.p1
OG0001927	XM_001586446.1.p1	XM_003329590.2.p1
OG0001929	XM_001591408.1.p1	XM_003889492.1.p1
OG0001930	XM_001591632.1.p1	XM_003335745.2.p1
OG0001931	XM_001592168.1.p1	XM_003327977.2.p1
OG0001932	XM_001597284.1.p1	XM_003330775.2.p1, XM_003890845.1.p1
OG0001934	XM_001596926.1.p1	XM_003326293.2.p1
OG0001935	XM_001592593.1.p1	XM_003336032.2.p1
OG0001936	XM_001587296.1.p1, XM_001594563.1.p1	XM_003307733.2.p1
OG0001937	XM_001596027.1.p1	XM_003327577.2.p1
OG0001940	XM_001594951.1.p1	XM_003335881.2.p1
OG0001941	XM_001593014.1.p1	XM_003331547.2.p1
OG0001942	XM_001589457.1.p1	XM_003335684.2.p1
OG0001943	XM_001590718.1.p1	XM_003890741.1.p1
OG0001944	XM_001589563.1.p1	XM_003321838.2.p1
OG0001945	XM_001591844.1.p1	XM_003326825.2.p1
OG0001946	XM_001590101.1.p1	XM_003321223.2.p1
OG0001947	XM_001584666.1.p1	XM_003326746.2.p1
OG0001948	XM_001593863.1.p1	XM_003319680.2.p1
OG0001949	XM_001589052.1.p1	XM_003890076.1.p1, XM_003331980.2.p1
OG0001950	XM_001589070.1.p1	XM_003322749.2.p1
OG0001951	XM_001590973.1.p1	XM_003320067.2.p1, XM_003332599.2.p1
OG0001952	XM_001596948.1.p1	XM_003325561.2.p1
OG0001953	XM_001598721.1.p1	XM_003327752.2.p1
OG0001954	XM_001592673.1.p1	XM_003327651.2.p1
OG0001955	XM_001589327.1.p1	XM_003322059.2.p1
OG0001956	XM_001594296.1.p1	XM_003327612.2.p1
OG0001958	XM_001598033.1.p1	XM_003325833.2.p1, XM_003338391.2.p1, XM_003334001.2.p1, XM_003338392.2.p1, XM_003334002.2.p1
OG0001959	XM_001587462.1.p1	XM_003330293.2.p1
OG0001960	XM_001590817.1.p1	XM_003890349.1.p1, XM_003321883.2.p1
OG0001961	XM_001590618.1.p1	XM_003328151.2.p1
OG0001962	XM_001598444.1.p1	XM_003329320.2.p1
OG0001963	XM_001585664.1.p1	XM_003322663.2.p1
OG0001964	XM_001597866.1.p1	XM_003332672.2.p1
OG0001965	XM_001595936.1.p1	XM_003326484.2.p1, XM_003889173.1.p1
OG0001966	XM_001591474.1.p1	XM_003331611.2.p1
OG0001967	XM_001586605.1.p1	XM_003331906.2.p1
OG0001968	XM_001591512.1.p1	XM_003323857.2.p1
OG0001969	XM_001589930.1.p1	XM_003319404.2.p1
OG0001970	XM_001593043.1.p1	XM_003336205.2.p1
OG0001971	XM_001596203.1.p1	XM_003338689.2.p1, XM_003889306.1.p1
OG0001972	XM_001597359.1.p1	XM_003337577.2.p1
OG0001973	XM_001596622.1.p1	XM_003890659.1.p1, XM_003319350.2.p1
OG0001974	XM_001588784.1.p1	XM_003321239.2.p1
OG0001975	XM_001593765.1.p1	XM_003325946.2.p1
OG0001977	XM_001589100.1.p1	XM_003337259.2.p1
OG0001978	XM_001595991.1.p1	XM_003889040.1.p1, XM_003333724.1.p1, XM_003333720.2.p1
OG0001979	XM_001587346.1.p1	XM_003329421.2.p1, XM_003890772.1.p1
OG0001980	XM_001595208.1.p1	XM_003329360.1.p1
OG0001981	XM_001586295.1.p1	XM_003327820.2.p1
OG0001982	XM_001585489.1.p1	XM_003327124.2.p1
OG0001983	XM_001587797.1.p1	XM_003307685.2.p1
OG0001984	XM_001596302.1.p1	XM_003336153.2.p1
OG0001985	XM_001591812.1.p1	XM_003333940.2.p1, XM_003336452.2.p1
OG0001986	XM_001585852.1.p1	XM_003329831.2.p1
OG0001987	XM_001586943.1.p1	XM_003319548.2.p1
OG0001988	XM_001591278.1.p1	XM_003330068.2.p1
OG0001989	XM_001585907.1.p1	XM_003326733.2.p1
OG0001990	XM_001597971.1.p1	XM_003889073.1.p1
OG0001991	XM_001585102.1.p1	XM_003324498.2.p1
OG0001992	XM_001591707.1.p1	XM_003319552.2.p1
OG0001993	XM_001586719.1.p1	XM_003320623.2.p1
OG0001994	XM_001596952.1.p1	XM_003324778.2.p1
OG0001995	XM_001596687.1.p1	XM_003336270.2.p1, XM_003307610.2.p1, XM_003890786.1.p1
OG0001996	XM_001592027.1.p1	XM_003334263.2.p1
OG0001997	XM_001595900.1.p1	XM_003325883.2.p1
OG0001998	XM_001590545.1.p1	XM_003321645.2.p1
OG0001999	XM_001597790.1.p1	XM_003325638.2.p1, XM_003324973.2.p1
OG0002000	XM_001598297.1.p1	XM_003323878.2.p1
OG0002001	XM_001597034.1.p1	XM_003330404.2.p1
OG0002002	XM_001588889.1.p1	XM_003325991.2.p1
OG0002003	XM_001590376.1.p1	XM_003323172.2.p1
OG0002004	XM_001585279.1.p1	XM_003320126.2.p1
OG0002006	XM_001594678.1.p1	XM_003325662.2.p1
OG0002007	XM_001588209.1.p1	XM_003320901.2.p1
OG0002008	XM_001587133.1.p1	XM_003334856.2.p1
OG0002009	XM_001586907.1.p1	XM_003325963.2.p1
OG0002010	XM_001592527.1.p1	XM_003327421.2.p1
OG0002011	XM_001591489.1.p1	XM_003333129.2.p1
OG0002012	XM_001589774.1.p1	XM_003325779.2.p1
OG0002013	XM_001589276.1.p1	XM_003334542.2.p1, XM_003333936.2.p1
OG0002014	XM_001591834.1.p1	XM_003321977.2.p1
OG0002016	XM_001597788.1.p1	XM_003335280.1.p1
OG0002017	XM_001595237.1.p1, XM_001595236.1.p1	XM_003335333.2.p1
OG0002018	XM_001594980.1.p1, XM_001594979.1.p1	XM_003325915.2.p1
OG0002019	XM_001597612.1.p1	XM_003323069.2.p1
OG0002020	XM_001595551.1.p1	XM_003324027.2.p1
OG0002021	XM_001590929.1.p1	XM_003319787.2.p1
OG0002022	XM_001588574.1.p1	XM_003321237.2.p1
OG0002023	XM_001590816.1.p1	XM_003889527.1.p1
OG0002024	XM_001585897.1.p1	XM_003337815.2.p1
OG0002025	XM_001596731.1.p1	XM_003334802.2.p1
OG0002026	XM_001596602.1.p1	XM_003332256.2.p1
OG0002027	XM_001591972.1.p1	XM_003322277.2.p1
OG0002028	XM_001585390.1.p1	XM_003334286.2.p1
OG0002049	XM_001591195.1.p1	XM_003337630.2.p1
OG0002050	XM_001598786.1.p1	XM_003329147.2.p1
OG0002051	XM_001587148.1.p1	XM_003327422.2.p1
OG0002053	XM_001586551.1.p1	XM_003332823.2.p1
OG0002054	XM_001597361.1.p1	XM_003338735.2.p1
OG0002055	XM_001596816.1.p1	XM_003328884.2.p1
OG0002056	XM_001594658.1.p1	XM_003319985.2.p1
OG0002057	XM_001586017.1.p1	XM_003320763.2.p1
OG0002058	XM_001586539.1.p1	XM_003329739.2.p1
OG0002059	XM_001590121.1.p1	XM_003320334.2.p1
OG0002060	XM_001597962.1.p1	XM_003322333.2.p1
OG0002061	XM_001592902.1.p1	XM_003323053.2.p1
OG0002062	XM_001595752.1.p1	XM_003328235.2.p1
OG0002063	XM_001598100.1.p1	XM_003321544.2.p1
OG0002064	XM_001596820.1.p1	XM_003328738.2.p1
OG0002065	XM_001596742.1.p1	XM_003321224.2.p1
OG0002067	XM_001586877.1.p1	XM_003320651.2.p1
OG0002068	XM_001594963.1.p1	XM_003326997.2.p1
OG0002069	XM_001587722.1.p1	XM_003330692.2.p1
OG0002070	XM_001594154.1.p1	XM_003327897.2.p1
OG0002071	XM_001596446.1.p1	XM_003327130.2.p1
OG0002072	XM_001585949.1.p1	XM_003332354.2.p1
OG0002073	XM_001585276.1.p1	XM_003322655.2.p1
OG0002074	XM_001589902.1.p1	XM_003325058.2.p1
OG0002075	XM_001594360.1.p1	XM_003321807.2.p1
OG0002076	XM_001585877.1.p1	XM_003328209.2.p1
OG0002078	XM_001591720.1.p1	XM_003320281.2.p1
OG0002080	XM_001593699.1.p1	XM_003323228.2.p1
OG0002081	XM_001588894.1.p1	XM_003307037.2.p1
OG0002083	XM_001593868.1.p1	XM_003307008.2.p1
OG0002084	XM_001588553.1.p1	XM_003321595.2.p1
OG0002085	XM_001587134.1.p1	XM_003333332.2.p1
OG0002086	XM_001590939.1.p1	XM_003325750.2.p1
OG0002087	XM_001586735.1.p1	XM_003321809.2.p1
OG0002088	XM_001586514.1.p1	XM_003323279.2.p1
OG0002089	XM_001592270.1.p1	XM_003320176.2.p1
OG0002090	XM_001594354.1.p1	XM_003335968.2.p1
OG0002091	XM_001586935.1.p1	XM_003319907.2.p1
OG0002092	XM_001595172.1.p1	XM_003322953.2.p1, XM_003322966.2.p1
OG0002093	XM_001591626.1.p1	XM_003337218.2.p1, XM_003332923.2.p1
OG0002094	XM_001587490.1.p1	XM_003328570.2.p1
OG0002095	XM_001592278.1.p1, XM_001587586.1.p1	XM_003325834.2.p1
OG0002096	XM_001598383.1.p1	XM_003335235.2.p1
OG0002097	XM_001598488.1.p1	XM_003327556.2.p1
OG0002098	XM_001591197.1.p1	XM_003322987.2.p1
OG0002099	XM_001597283.1.p1	XM_003332574.2.p1, XM_003334135.2.p1
OG0002101	XM_001595627.1.p1	XM_003332722.2.p1
OG0002102	XM_001591028.1.p1	XM_003329115.2.p1
OG0002104	XM_001595210.1.p1	XM_003329725.2.p1
OG0002105	XM_001589834.1.p1	XM_003889696.1.p1
OG0002106	XM_001597055.1.p1	XM_003325525.2.p1
OG0002107	XM_001586115.1.p1	XM_003337948.2.p1
OG0002108	XM_001597387.1.p1, XM_001598671.1.p1	XM_003328021.2.p1
OG0002109	XM_001596958.1.p1	XM_003335261.2.p1
OG0002110	XM_001592487.1.p1	XM_003337020.1.p1
OG0002111	XM_001592325.1.p1	XM_003320944.2.p1
OG0002112	XM_001587203.1.p1	XM_003326118.2.p1
OG0002113	XM_001594579.1.p1	XM_003321316.2.p1
OG0002114	XM_001596821.1.p1	XM_003328916.2.p1
OG0002115	XM_001594564.1.p1	XM_003322652.2.p1
OG0002116	XM_001597172.1.p1	XM_003328351.2.p1
OG0002117	XM_001597516.1.p1	XM_003335402.2.p1
OG0002118	XM_001586126.1.p1	XM_003327822.2.p1
OG0002119	XM_001593136.1.p1	XM_003320907.2.p1
OG0002120	XM_001586423.1.p1	XM_003328575.2.p1
OG0002121	XM_001594727.1.p1	XM_003319227.2.p1
OG0002122	XM_001585609.1.p1	XM_003321533.2.p1
OG0002123	XM_001587329.1.p1	XM_003330676.2.p1
OG0002124	XM_001592753.1.p1	XM_003333979.2.p1
OG0002125	XM_001590534.1.p1	XM_003327157.2.p1
OG0002126	XM_001590790.1.p1	XM_003336244.2.p1
OG0002128	XM_001591440.1.p1	XM_003335518.2.p1
OG0002129	XM_001591552.1.p1	XM_003332182.2.p1
OG0002130	XM_001598480.1.p1	XM_003333150.2.p1
OG0002131	XM_001597846.1.p1	XM_003889925.1.p1
OG0002132	XM_001586258.1.p1	XM_003324129.2.p1
OG0002133	XM_001597660.1.p1	XM_003333748.2.p1
OG0002134	XM_001591909.1.p1	XM_003321574.2.p1, XM_003329910.2.p1
OG0002135	XM_001592871.1.p1	XM_003324664.2.p1
OG0002136	XM_001584926.1.p1	XM_003331466.2.p1
OG0002137	XM_001598570.1.p1	XM_003319447.2.p1
OG0002138	XM_001598561.1.p1	XM_003331580.2.p1, XM_003320450.2.p1
