Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Trichoderma_reesei_rna_prot
OG0004906	XM_001588654.1.p1	XM_006963321.1.p1
OG0004907	XM_001594537.1.p1	XM_006963431.1.p1
OG0004908	XM_001591298.1.p1	XM_006965535.1.p1
OG0004909	XM_001590878.1.p1	XM_006968263.1.p1
OG0004910	XM_001588931.1.p1	XM_006967667.1.p1
OG0004911	XM_001587143.1.p1	XM_006965413.1.p1
OG0004913	XM_001592811.1.p1	XM_006966522.1.p1
OG0004920	XM_001595292.1.p1	XM_006967763.1.p1
OG0004921	XM_001587734.1.p1	XM_006968778.1.p1
OG0004922	XM_001594910.1.p1	XM_006964792.2.p1
OG0004923	XM_001598411.1.p1	XM_006961394.1.p1
OG0004924	XM_001598762.1.p1	XM_006962978.1.p1
OG0004926	XM_001590219.1.p1	XM_006961393.1.p1
OG0004929	XM_001590277.1.p1	XM_006961827.1.p1
OG0004930	XM_001586582.1.p1	XM_006961184.1.p1
OG0004933	XM_001584692.1.p1	XM_006961187.1.p1
OG0004936	XM_001589784.1.p1	XM_006965514.1.p1
OG0004938	XM_001588392.1.p1	XM_006967241.1.p1, XM_006964168.1.p1
OG0004939	XM_001587999.1.p1	XM_006969464.1.p1
OG0004941	XM_001587179.1.p1	XM_006966700.1.p1
OG0004942	XM_001589541.1.p1	XM_006961360.1.p1
OG0004944	XM_001585965.1.p1	XM_006966788.1.p1
OG0004946	XM_001587780.1.p1	XM_006965538.1.p1
OG0004947	XM_001596946.1.p1	XM_006967820.1.p1
OG0004948	XM_001596537.1.p1	XM_006963672.1.p1
OG0004949	XM_001593502.1.p1	XM_006966351.1.p1
OG0004950	XM_001587201.1.p1	XM_006966960.1.p1
OG0004951	XM_001585137.1.p1	XM_006968128.1.p1
OG0004952	XM_001598627.1.p1	XM_006962546.1.p1
OG0004953	XM_001598193.1.p1	XM_006966829.1.p1
OG0004954	XM_001588612.1.p1	XM_006965966.1.p1
OG0004955	XM_001590795.1.p1	XM_006966042.1.p1
OG0004956	XM_001591920.1.p1	XM_006967435.1.p1
OG0004957	XM_001588031.1.p1	XM_006969676.1.p1
OG0004959	XM_001595188.1.p1	XM_006967108.1.p1
OG0004960	XM_001592302.1.p1	XM_006962679.1.p1
OG0004961	XM_001585456.1.p1	XM_006968145.1.p1
OG0004962	XM_001589167.1.p1	XM_006962687.1.p1
OG0004963	XM_001593883.1.p1	XM_006967966.1.p1
OG0004965	XM_001596387.1.p1	XM_006965650.1.p1, XM_006965649.1.p1
OG0004968	XM_001592331.1.p1	XM_006962434.1.p1
OG0004969	XM_001588604.1.p1	XM_006966102.1.p1
OG0004970	XM_001595924.1.p1	XM_006967161.1.p1
OG0004971	XM_001587268.1.p1	XM_006967930.1.p1
OG0004973	XM_001596888.1.p1	XM_006968641.1.p1
OG0004974	XM_001592316.1.p1	XM_006961474.1.p1
OG0004975	XM_001586422.1.p1	XM_006963200.1.p1
OG0004979	XM_001586523.1.p1	XM_006967456.1.p1
OG0004980	XM_001598541.1.p1	XM_006969096.1.p1
OG0004981	XM_001588323.1.p1	XM_006966393.1.p1
OG0004982	XM_001593366.1.p1	XM_006968056.1.p1
OG0004983	XM_001598896.1.p1	XM_006965971.1.p1
OG0004985	XM_001586780.1.p1	XM_006961700.1.p1
OG0004986	XM_001588717.1.p1	XM_006968178.1.p1
OG0004987	XM_001585398.1.p1	XM_006961689.1.p1
OG0004988	XM_001585266.1.p1	XM_006965258.1.p1
OG0004989	XM_001593560.1.p1	XM_006964101.1.p1
OG0004990	XM_001589538.1.p1	XM_006962010.1.p1
OG0004991	XM_001594106.1.p1	XM_006966408.1.p1
OG0004992	XM_001592912.1.p1	XM_006967433.1.p1
OG0004995	XM_001592222.1.p1	XM_006969800.1.p1
OG0004996	XM_001592513.1.p1	XM_006968656.1.p1
OG0004997	XM_001590872.1.p1	XM_006962714.1.p1
OG0004999	XM_001597452.1.p1	XM_006963046.1.p1
OG0005004	XM_001589174.1.p1	XM_006962753.1.p1
OG0005005	XM_001587681.1.p1	XM_006964848.1.p1
OG0005007	XM_001586754.1.p1	XM_006965018.1.p1
OG0005010	XM_001590960.1.p1	XM_006966082.1.p1
OG0005011	XM_001594409.1.p1	XM_006963908.1.p1
OG0005013	XM_001584590.1.p1	XM_006963088.1.p1
OG0005018	XM_001585043.1.p1	XM_006968505.1.p1
OG0005019	XM_001588018.1.p1	XM_006964788.2.p1
OG0005020	XM_001588550.1.p1	XM_006966138.1.p1
OG0005022	XM_001588627.1.p1	XM_006968475.1.p1
OG0005023	XM_001587534.1.p1	XM_006961443.1.p1
OG0005024	XM_001591662.1.p1	XM_006961155.1.p1
OG0005025	XM_001595361.1.p1	XM_006967402.1.p1
OG0005027	XM_001592834.1.p1	XM_006966611.1.p1
OG0005028	XM_001596626.1.p1	XM_006966218.1.p1
OG0005029	XM_001594308.1.p1	XM_006962489.2.p1
OG0005030	XM_001594462.1.p1	XM_006963999.2.p1
OG0005031	XM_001591562.1.p1	XM_006965254.1.p1
OG0005032	XM_001588205.1.p1	XM_006963209.1.p1
OG0005033	XM_001586448.1.p1	XM_006967580.1.p1
OG0005034	XM_001586730.1.p1	XM_006965021.1.p1
OG0005036	XM_001586781.1.p1	XM_006965007.1.p1
OG0005037	XM_001594882.1.p1	XM_006964967.1.p1
OG0005038	XM_001591848.1.p1	XM_006965247.2.p1
OG0005041	XM_001592199.1.p1	XM_006968643.1.p1
OG0005042	XM_001592614.1.p1	XM_006969532.1.p1
OG0005043	XM_001593528.1.p1	XM_006969528.1.p1
OG0005046	XM_001590561.1.p1	XM_006966030.1.p1
OG0005047	XM_001597964.1.p1	XM_006965334.1.p1
OG0005050	XM_001590406.1.p1	XM_006961238.1.p1
OG0005051	XM_001589419.1.p1	XM_006962184.1.p1
OG0005053	XM_001595850.1.p1	XM_006968704.1.p1
OG0005054	XM_001588448.1.p1	XM_006961216.1.p1
OG0005056	XM_001595726.1.p1	XM_006961032.1.p1
OG0005057	XM_001595429.1.p1	XM_006963777.1.p1
OG0005059	XM_001597185.1.p1	XM_006963850.1.p1
OG0005060	XM_001597462.1.p1	XM_006963437.1.p1
OG0005061	XM_001592810.1.p1	XM_006966626.1.p1
OG0005062	XM_001598824.1.p1	XM_006968180.1.p1
OG0005064	XM_001595162.1.p1	XM_006964216.1.p1
OG0005065	XM_001595426.1.p1	XM_006963591.1.p1
OG0005067	XM_001589813.1.p1	XM_006968046.1.p1
OG0005070	XM_001593761.1.p1	XM_006963330.1.p1
OG0005071	XM_001586356.1.p1	XM_006969840.1.p1, XM_006961526.1.p1, XM_006961347.1.p1
OG0005073	XM_001593864.1.p1	XM_006965933.1.p1
OG0005075	XM_001590481.1.p1	XM_006967276.1.p1
OG0005076	XM_001586546.1.p1	XM_006967557.1.p1
OG0005077	XM_001596870.1.p1	XM_006961708.1.p1
OG0005079	XM_001591974.1.p1	XM_006967940.1.p1
OG0005080	XM_001597083.1.p1	XM_006962098.1.p1
OG0005082	XM_001591915.1.p1	XM_006965149.1.p1
OG0005085	XM_001584902.1.p1	XM_006965170.1.p1
OG0005086	XM_001585503.1.p1	XM_006967267.1.p1
OG0005088	XM_001595549.1.p1	XM_006968690.1.p1
OG0005089	XM_001591547.1.p1	XM_006969297.1.p1
OG0005090	XM_001598456.1.p1	XM_006961162.1.p1
OG0005092	XM_001584596.1.p1	XM_006962383.1.p1
OG0005094	XM_001593992.1.p1	XM_006963143.1.p1
OG0005095	XM_001591259.1.p1	XM_006965078.1.p1
OG0005096	XM_001588101.1.p1	XM_006966463.1.p1
OG0005099	XM_001588672.1.p1	XM_006966255.1.p1
OG0005103	XM_001586112.1.p1, XM_001593743.1.p1	XM_006964662.1.p1
OG0005108	XM_001592210.1.p1	XM_006966228.1.p1
OG0005140	XM_001597876.1.p1	XM_006961457.1.p1
OG0005142	XM_001585803.1.p1	XM_006963911.1.p1
OG0005143	XM_001593507.1.p1	XM_006968926.1.p1
OG0005144	XM_001588036.1.p1	XM_006968176.1.p1
OG0005145	XM_001593647.1.p1	XM_006963970.1.p1
OG0005147	XM_001598269.1.p1	XM_006960938.1.p1
OG0005148	XM_001596628.1.p1	XM_006963411.1.p1
OG0005149	XM_001594822.1.p1	XM_006962695.1.p1
OG0005154	XM_001596514.1.p1	XM_006968252.1.p1
OG0005155	XM_001589446.1.p1	XM_006964524.1.p1
OG0005156	XM_001590841.1.p1	XM_006966019.1.p1
OG0005158	XM_001596288.1.p1	XM_006967288.1.p1
OG0005161	XM_001588827.1.p1	XM_006963326.1.p1
OG0005162	XM_001594921.1.p1	XM_006964983.1.p1
OG0005164	XM_001593515.1.p1	XM_006968975.1.p1
OG0005166	XM_001598148.1.p1	XM_006963795.1.p1
OG0005167	XM_001591035.1.p1	XM_006964319.1.p1
OG0005168	XM_001592131.1.p1	XM_006967651.1.p1
OG0005171	XM_001592546.1.p1	XM_006962926.1.p1
OG0005174	XM_001595521.1.p1	XM_006962049.1.p1
OG0005175	XM_001592324.1.p1	XM_006963694.1.p1
OG0005176	XM_001591397.1.p1	XM_006966318.1.p1
OG0005177	XM_001587173.1.p1	XM_006966804.1.p1
OG0005179	XM_001590583.1.p1	XM_006968568.1.p1
OG0005180	XM_001596674.1.p1	XM_006968006.1.p1
OG0005182	XM_001591442.1.p1	XM_006967941.1.p1
OG0005185	XM_001588831.1.p1	XM_006966135.1.p1
OG0005186	XM_001594025.1.p1	XM_006968400.1.p1
OG0005187	XM_001593410.1.p1	XM_006968464.1.p1
OG0005189	XM_001598238.1.p1	XM_006965293.1.p1
OG0005192	XM_001595791.1.p1	XM_006965999.1.p1
OG0005193	XM_001586460.1.p1	XM_006967675.1.p1
OG0005195	XM_001590569.1.p1	XM_006962293.1.p1
OG0005196	XM_001587541.1.p1	XM_006967988.1.p1
OG0005197	XM_001597740.1.p1	XM_006968153.1.p1
OG0005199	XM_001597085.1.p1	XM_006961973.1.p1
OG0005200	XM_001594366.1.p1	XM_006963486.1.p1
OG0005201	XM_001593350.1.p1	XM_006961253.1.p1
OG0005202	XM_001588123.1.p1	XM_006966272.1.p1
OG0005205	XM_001587230.1.p1, XM_001596519.1.p1	XM_006969652.1.p1
OG0005206	XM_001592741.1.p1	XM_006965304.1.p1
OG0005207	XM_001586013.1.p1	XM_006961148.1.p1
OG0005208	XM_001597471.1.p1	XM_006966329.1.p1
OG0005210	XM_001593021.1.p1	XM_006962381.1.p1
OG0005211	XM_001595736.1.p1	XM_006968038.1.p1
OG0005212	XM_001594741.1.p1	XM_006964464.1.p1
OG0005213	XM_001593224.1.p1	XM_006966636.1.p1
OG0005214	XM_001598757.1.p1	XM_006966380.1.p1
OG0005216	XM_001591249.1.p1	XM_006964867.1.p1
OG0005217	XM_001594576.1.p1	XM_006966319.1.p1
OG0005223	XM_001591729.1.p1	XM_006969639.1.p1
OG0005224	XM_001593789.1.p1	XM_006962014.1.p1
OG0005225	XM_001586736.1.p1	XM_006964950.1.p1
OG0005226	XM_001586882.1.p1	XM_006965100.1.p1
OG0005227	XM_001585112.1.p1	XM_006969200.1.p1
OG0005228	XM_001586616.1.p1	XM_006963340.1.p1
OG0005230	XM_001593192.1.p1	XM_006966585.1.p1
OG0005234	XM_001596779.1.p1	XM_006969363.1.p1
OG0005236	XM_001588918.1.p1	XM_006961015.1.p1
OG0005237	XM_001590130.1.p1	XM_006961151.1.p1
OG0005238	XM_001596818.1.p1	XM_006961846.1.p1
OG0005240	XM_001596303.1.p1	XM_006967468.1.p1
OG0005241	XM_001585702.1.p1	XM_006962684.1.p1
OG0005242	XM_001593503.1.p1	XM_006968920.1.p1
OG0005243	XM_001585882.1.p1	XM_006961905.1.p1
OG0005244	XM_001590109.1.p1	XM_006968212.1.p1
OG0005245	XM_001591604.1.p1	XM_006965164.1.p1
OG0005246	XM_001585470.1.p1	XM_006967955.1.p1
OG0005248	XM_001598315.1.p1	XM_006961898.1.p1
OG0005250	XM_001588079.1.p1	XM_006968408.1.p1
OG0005251	XM_001591175.1.p1	XM_006965952.1.p1
OG0005252	XM_001591115.1.p1	XM_006967979.1.p1
OG0005256	XM_001590955.1.p1	XM_006965303.1.p1
OG0005257	XM_001586604.1.p1	XM_006962991.1.p1
OG0005259	XM_001598849.1.p1	XM_006968059.1.p1
OG0005260	XM_001587084.1.p1	XM_006963722.1.p1
OG0005261	XM_001596798.1.p1	XM_006969049.1.p1
OG0005262	XM_001585178.1.p1	XM_006962569.1.p1
OG0005264	XM_001587957.1.p1, XM_001587958.1.p1	XM_006966052.1.p1
OG0005265	XM_001586349.1.p1	XM_006969923.1.p1
OG0005266	XM_001588908.1.p1	XM_006966049.1.p1
OG0005267	XM_001591149.1.p1	XM_006961375.1.p1
OG0005268	XM_001589365.1.p1	XM_006964486.1.p1
OG0005269	XM_001596572.1.p1	XM_006962890.1.p1
OG0005270	XM_001597892.1.p1	XM_006965174.1.p1
OG0005271	XM_001590576.1.p1	XM_006962281.1.p1
OG0005272	XM_001589595.1.p1	XM_006969338.1.p1
OG0005276	XM_001594379.1.p1	XM_006961085.1.p1
OG0005277	XM_001587526.1.p1	XM_006968988.1.p1
OG0005280	XM_001592072.1.p1	XM_006969346.1.p1
OG0005281	XM_001592724.1.p1	XM_006965308.1.p1
OG0005282	XM_001597220.1.p1	XM_006964361.1.p1
OG0005283	XM_001593072.1.p1	XM_006965262.1.p1
OG0005284	XM_001598809.1.p1	XM_006966406.1.p1
OG0005285	XM_001585251.1.p1	XM_006962178.1.p1
OG0005286	XM_001586124.1.p1	XM_006964977.1.p1
OG0005287	XM_001591965.1.p1	XM_006963372.1.p1
OG0005288	XM_001592368.1.p1	XM_006962635.1.p1
OG0005289	XM_001588888.1.p1	XM_006961634.1.p1
OG0005290	XM_001598300.1.p1	XM_006960943.1.p1
OG0005291	XM_001588529.1.p1	XM_006968907.1.p1
OG0005293	XM_001589034.1.p1	XM_006962275.1.p1
OG0005294	XM_001595913.1.p1	XM_006969765.1.p1
OG0005295	XM_001584796.1.p1	XM_006964274.1.p1
OG0005296	XM_001591507.1.p1	XM_006967530.1.p1
OG0005297	XM_001596007.1.p1	XM_006969514.1.p1
OG0005298	XM_001588141.1.p1	XM_006966154.1.p1
OG0005299	XM_001588543.1.p1	XM_006965846.1.p1
OG0005300	XM_001588277.1.p1	XM_006966260.1.p1
OG0005301	XM_001588744.1.p1	XM_006966344.1.p1
OG0005302	XM_001598554.1.p1	XM_006960850.1.p1
OG0005304	XM_001593783.1.p1	XM_006963951.1.p1
OG0005307	XM_001590396.1.p1	XM_006968169.1.p1
OG0005308	XM_001596753.1.p1	XM_006969086.1.p1
OG0005309	XM_001586817.1.p1	XM_006965660.1.p1
OG0005310	XM_001593542.1.p1	XM_006968967.2.p1
OG0005311	XM_001587137.1.p1	XM_006965200.1.p1
OG0005312	XM_001595713.1.p1	XM_006968478.1.p1
OG0005313	XM_001586950.1.p1	XM_006968729.1.p1
OG0005315	XM_001587515.1.p1	XM_006969098.1.p1
OG0005316	XM_001588839.1.p1	XM_006966252.1.p1
OG0005317	XM_001585826.1.p1	XM_006965569.1.p1
OG0005319	XM_001587078.1.p1	XM_006966781.1.p1
OG0005321	XM_001588621.1.p1	XM_006968413.1.p1
OG0005322	XM_001596693.1.p1	XM_006963856.1.p1
OG0005323	XM_001591891.1.p1	XM_006967637.1.p1
OG0005324	XM_001590480.1.p1	XM_006968620.1.p1
OG0005325	XM_001589684.1.p1	XM_006966472.1.p1
OG0005326	XM_001589261.1.p1	XM_006962119.1.p1
OG0005327	XM_001594767.1.p1	XM_006965138.1.p1
OG0005328	XM_001592187.1.p1	XM_006968642.1.p1
OG0005329	XM_001592357.1.p1	XM_006969501.1.p1
OG0005330	XM_001595136.1.p1	XM_006964056.1.p1
OG0005332	XM_001595159.1.p1	XM_006963975.2.p1
OG0005333	XM_001591135.1.p1	XM_006969375.1.p1
OG0005336	XM_001598446.1.p1	XM_006961165.1.p1
OG0005337	XM_001595451.1.p1	XM_006964563.1.p1
OG0005338	XM_001595205.1.p1	XM_006965316.1.p1
OG0005339	XM_001591986.1.p1	XM_006967682.1.p1
OG0005340	XM_001596386.1.p1	XM_006966794.1.p1
OG0005341	XM_001587561.1.p1	XM_006961362.1.p1
OG0005342	XM_001591053.1.p1	XM_006962344.1.p1
OG0005343	XM_001598095.1.p1	XM_006963195.1.p1
OG0005344	XM_001585938.1.p1	XM_006962109.1.p1
OG0005345	XM_001597955.1.p1	XM_006963520.1.p1
OG0005347	XM_001587588.1.p1	XM_006964321.1.p1
OG0005348	XM_001587619.1.p1	XM_006967611.1.p1
OG0005349	XM_001587429.1.p1	XM_006961445.1.p1
OG0005350	XM_001595059.1.p1	XM_006967923.1.p1
OG0005351	XM_001591036.1.p1	XM_006964624.1.p1
OG0005352	XM_001597425.1.p1	XM_006964390.1.p1
OG0005353	XM_001597499.1.p1	XM_006964516.1.p1
OG0005354	XM_001597323.1.p1	XM_006963900.1.p1
OG0005355	XM_001595914.1.p1	XM_006965938.1.p1
OG0005356	XM_001595055.1.p1	XM_006963791.1.p1
OG0005357	XM_001594426.1.p1	XM_006962848.1.p1
OG0005358	XM_001594418.1.p1	XM_006963464.1.p1
OG0005359	XM_001587942.1.p1	XM_006964506.1.p1
OG0005361	XM_001584876.1.p1	XM_006967086.1.p1
OG0005364	XM_001598677.1.p1	XM_006965864.1.p1
OG0005365	XM_001590828.1.p1	XM_006962854.1.p1
OG0005366	XM_001595129.1.p1	XM_006964285.1.p1
OG0005367	XM_001586316.1.p1	XM_006965134.1.p1
OG0005368	XM_001598380.1.p1	XM_006964365.1.p1
OG0005369	XM_001591814.1.p1	XM_006965387.1.p1
OG0005370	XM_001588298.1.p1	XM_006963146.1.p1
OG0005371	XM_001587299.1.p1	XM_006964227.1.p1
OG0005373	XM_001584599.1.p1	XM_006966747.1.p1
OG0005374	XM_001591079.1.p1	XM_006962438.1.p1
OG0005375	XM_001586270.1.p1	XM_006967225.1.p1
OG0005376	XM_001592749.1.p1	XM_006966913.1.p1
OG0005377	XM_001598034.1.p1	XM_006966652.1.p1
OG0005379	XM_001587193.1.p1	XM_006966930.1.p1
OG0005380	XM_001593101.1.p1	XM_006968144.1.p1
OG0005381	XM_001590579.1.p1	XM_006962776.1.p1
OG0005382	XM_001598470.1.p1	XM_006961581.1.p1
OG0005383	XM_001598071.1.p1	XM_006968798.1.p1, XM_006963742.1.p1
OG0005384	XM_001589385.1.p1	XM_006967296.1.p1
OG0005385	XM_001594704.1.p1	XM_006966601.1.p1
OG0005386	XM_001595741.1.p1	XM_006967977.2.p1
OG0005388	XM_001595100.1.p1	XM_006964083.1.p1
OG0005389	XM_001597750.1.p1	XM_006961145.1.p1
OG0005390	XM_001585821.1.p1, XM_001591048.1.p1	XM_006962336.1.p1
OG0005391	XM_001595024.1.p1	XM_006963956.1.p1
OG0005393	XM_001586014.1.p1	XM_006961564.1.p1
OG0005394	XM_001592552.1.p1	XM_006969522.1.p1
OG0005395	XM_001597605.1.p1	XM_006961489.1.p1
OG0005396	XM_001597594.1.p1	XM_006967140.1.p1
OG0005397	XM_001592429.1.p1	XM_006963425.1.p1
OG0005398	XM_001586626.1.p1	XM_006963166.1.p1
OG0005399	XM_001592361.1.p1	XM_006962866.1.p1
OG0005400	XM_001592436.1.p1	XM_006968623.1.p1
OG0005401	XM_001590587.1.p1	XM_006961466.1.p1
OG0005402	XM_001598124.1.p1	XM_006965151.1.p1
OG0005403	XM_001593539.1.p1	XM_006968358.1.p1
OG0005404	XM_001596138.1.p1	XM_006962879.1.p1
OG0005405	XM_001587974.1.p1	XM_006965079.1.p1
OG0005406	XM_001585296.1.p1	XM_006967948.1.p1
OG0005407	XM_001590864.1.p1	XM_006963274.1.p1
OG0005408	XM_001585785.1.p1	XM_006969740.1.p1
OG0005409	XM_001587953.1.p1	XM_006965396.1.p1
OG0005410	XM_001598686.1.p1	XM_006963749.1.p1
OG0005412	XM_001586245.1.p1	XM_006963859.1.p1
OG0005414	XM_001594659.1.p1	XM_006963892.1.p1
OG0005416	XM_001586486.1.p1	XM_006965469.1.p1
OG0005417	XM_001588376.1.p1	XM_006965982.1.p1
OG0005418	XM_001593369.1.p1	XM_006968188.1.p1
OG0005419	XM_001597734.1.p1	XM_006965199.1.p1
OG0005421	XM_001587285.1.p1	XM_006963944.1.p1
OG0005422	XM_001594285.1.p1	XM_006963855.1.p1
OG0005430	XM_001596223.1.p1	XM_006969546.1.p1
OG0005432	XM_001585016.1.p1	XM_006962917.1.p1
OG0005434	XM_001593413.1.p1	XM_006964190.1.p1
OG0005437	XM_001587277.1.p1	XM_006965398.1.p1
OG0005439	XM_001586924.1.p1	XM_006964541.1.p1, XM_006965082.1.p1
OG0005444	XM_001598256.1.p1	XM_006969402.2.p1, XM_006964214.1.p1
OG0005446	XM_001594259.1.p1	XM_006965800.1.p1
OG0005452	XM_001587052.1.p1, XM_001598845.1.p1	XM_006964183.2.p1
OG0005481	XM_001597823.1.p1	XM_006961633.1.p1
OG0005484	XM_001594711.1.p1	XM_006965645.1.p1
OG0005485	XM_001593554.1.p1	XM_006966419.1.p1
OG0005486	XM_001586930.1.p1	XM_006964954.1.p1
OG0005488	XM_001598412.1.p1	XM_006961840.1.p1
OG0005489	XM_001596214.1.p1	XM_006966070.1.p1
OG0005492	XM_001593470.1.p1	XM_006961866.1.p1
OG0005493	XM_001596933.1.p1	XM_006966176.1.p1
OG0005495	XM_001586133.1.p1	XM_006962820.1.p1
OG0005497	XM_001593059.1.p1	XM_006965508.1.p1
OG0005501	XM_001594698.1.p1	XM_006966504.1.p1
OG0005502	XM_001585662.1.p1	XM_006968196.1.p1
OG0005504	XM_001595278.1.p1	XM_006967865.1.p1
OG0005507	XM_001592909.1.p1	XM_006963263.1.p1
OG0005511	XM_001593714.1.p1, XM_001592362.1.p1, XM_001592363.1.p1	XM_006968233.1.p1
OG0005512	XM_001592267.1.p1	XM_006963240.1.p1
OG0005513	XM_001592403.1.p1	XM_006966768.1.p1
OG0005515	XM_001593712.1.p1	XM_006966278.1.p1
OG0005516	XM_001594293.1.p1	XM_006964895.1.p1
OG0005517	XM_001597968.1.p1, XM_001588679.1.p1	XM_006968858.1.p1
OG0005518	XM_001593358.1.p1	XM_006963151.1.p1
OG0005519	XM_001591025.1.p1	XM_006961400.1.p1
OG0005520	XM_001592389.1.p1	XM_006962458.1.p1
OG0005521	XM_001590317.1.p1	XM_006964623.1.p1
OG0005522	XM_001592306.1.p1	XM_006963899.1.p1
OG0005524	XM_001589338.1.p1	XM_006966149.1.p1
OG0005525	XM_001593208.1.p1	XM_006968436.1.p1
OG0005526	XM_001590709.1.p1	XM_006961890.1.p1
OG0005527	XM_001593025.1.p1	XM_006962380.1.p1
OG0005528	XM_001598210.1.p1	XM_006967163.1.p1
OG0005529	XM_001597666.1.p1	XM_006962235.1.p1
OG0005530	XM_001598204.1.p1	XM_006966764.1.p1
OG0005532	XM_001592054.1.p1, XM_001594770.1.p1	XM_006967861.1.p1
OG0005534	XM_001596540.1.p1	XM_006963225.1.p1
OG0005535	XM_001591174.1.p1	XM_006966088.1.p1
OG0005540	XM_001597460.1.p1	XM_006967694.1.p1
OG0005541	XM_001588632.1.p1	XM_006961024.1.p1
OG0005542	XM_001598001.1.p1	XM_006967180.1.p1
OG0005543	XM_001584694.1.p1	XM_006961186.1.p1
OG0005546	XM_001591216.1.p1	XM_006962907.1.p1
OG0005547	XM_001587229.1.p1	XM_006966623.1.p1
OG0005548	XM_001588564.1.p1	XM_006966262.1.p1
OG0005550	XM_001592986.1.p1	XM_006965559.1.p1
OG0005553	XM_001592496.1.p1	XM_006961121.1.p1
OG0005554	XM_001585454.1.p1	XM_006965280.1.p1
OG0005556	XM_001586035.1.p1	XM_006963973.1.p1
OG0005564	XM_001593086.1.p1	XM_006969090.1.p1
OG0005565	XM_001598460.1.p1	XM_006961012.1.p1
OG0005566	XM_001597643.1.p1	XM_006969744.1.p1
OG0005567	XM_001598291.1.p1	XM_006969716.1.p1
OG0005569	XM_001591412.1.p1	XM_006962693.1.p1
OG0005570	XM_001592992.1.p1	XM_006969818.1.p1
OG0005571	XM_001598794.1.p1	XM_006968941.1.p1
OG0005573	XM_001589608.1.p1	XM_006968605.1.p1
OG0005574	XM_001591670.1.p1	XM_006965371.1.p1
OG0005575	XM_001597247.1.p1	XM_006966887.1.p1
OG0005577	XM_001586275.1.p1	XM_006963408.1.p1
OG0005581	XM_001587284.1.p1	XM_006964219.1.p1
OG0005583	XM_001589679.1.p1	XM_006968520.1.p1
OG0005584	XM_001594230.1.p1	XM_006966485.1.p1, XM_006967002.1.p1
OG0005587	XM_001592529.1.p1	XM_006960857.1.p1
OG0005588	XM_001596313.1.p1	XM_006967398.1.p1
OG0005589	XM_001589896.1.p1	XM_006967466.1.p1
OG0005590	XM_001596265.1.p1	XM_006965600.1.p1
OG0005591	XM_001593510.1.p1	XM_006968977.1.p1
OG0005592	XM_001591459.1.p1	XM_006960921.1.p1
OG0005593	XM_001595424.1.p1	XM_006963768.1.p1
OG0005594	XM_001594874.1.p1	XM_006968707.1.p1
OG0005597	XM_001593464.1.p1	XM_006963125.1.p1
OG0005598	XM_001593475.1.p1	XM_006968930.1.p1
OG0005603	XM_001595239.1.p1	XM_006967392.1.p1
OG0005604	XM_001596847.1.p1	XM_006961433.1.p1
OG0005605	XM_001589050.1.p1	XM_006962311.2.p1
OG0005608	XM_001596266.1.p1	XM_006965759.1.p1
OG0005609	XM_001586399.1.p1	XM_006967577.1.p1
OG0005611	XM_001595461.1.p1	XM_006964709.1.p1
OG0005612	XM_001584914.1.p1	XM_006962629.1.p1
OG0005613	XM_001598492.1.p1	XM_006964408.1.p1
OG0005614	XM_001591685.1.p1	XM_006961307.1.p1
OG0005615	XM_001598217.1.p1	XM_006968649.1.p1
OG0005616	XM_001588728.1.p1	XM_006967222.1.p1
OG0005618	XM_001590835.1.p1	XM_006962319.1.p1
OG0005619	XM_001590213.1.p1	XM_006965481.1.p1
OG0005620	XM_001597631.1.p1	XM_006969729.1.p1
OG0005622	XM_001597070.1.p1	XM_006969108.1.p1
OG0005624	XM_001593448.1.p1	XM_006968863.1.p1
OG0005625	XM_001586675.1.p1	XM_006968754.1.p1
OG0005626	XM_001588489.1.p1	XM_006965428.1.p1
OG0005627	XM_001585576.1.p1	XM_006966731.1.p1
OG0005628	XM_001588336.1.p1	XM_006961344.1.p1
OG0005629	XM_001588428.1.p1	XM_006965985.1.p1
OG0005630	XM_001595840.1.p1	XM_006967021.1.p1
OG0005631	XM_001595724.1.p1	XM_006967897.1.p1
OG0005632	XM_001585972.1.p1	XM_006964158.1.p1
OG0005633	XM_001596604.1.p1	XM_006963682.1.p1
OG0005634	XM_001590952.1.p1	XM_006966084.1.p1
OG0005635	XM_001590214.1.p1	XM_006967896.1.p1
OG0005637	XM_001593907.1.p1	XM_006963332.1.p1
OG0005638	XM_001586471.1.p1	XM_006967799.1.p1
OG0005643	XM_001594110.1.p1	XM_006966475.1.p1
OG0005644	XM_001594032.1.p1	XM_006966376.1.p1
OG0005645	XM_001589180.1.p1	XM_006960854.1.p1
OG0005646	XM_001596383.1.p1	XM_006965599.1.p1
OG0005647	XM_001587514.1.p1	XM_006967609.1.p1
OG0005648	XM_001597167.1.p1	XM_006961510.1.p1
OG0005649	XM_001597181.1.p1	XM_006963665.1.p1
OG0005653	XM_001598648.1.p1	XM_006964312.1.p1
OG0005654	XM_001596819.1.p1	XM_006964887.1.p1
OG0005655	XM_001586878.1.p1	XM_006964923.1.p1
OG0005658	XM_001592828.1.p1	XM_006966696.1.p1
OG0005660	XM_001586841.1.p1	XM_006965073.1.p1
OG0005661	XM_001587991.1.p1	XM_006968830.1.p1
