Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Aspergillus_flavus_rna_prot
OG0004913	XM_001592811.1.p1	XM_041290073.1.p1
OG0004917	XM_001588661.1.p1	XM_041285780.1.p1
OG0004919	XM_001588364.1.p1	XM_041286393.1.p1
OG0004920	XM_001595292.1.p1	XM_041293541.1.p1
OG0004921	XM_001587734.1.p1	XM_041294638.1.p1
OG0004922	XM_001594910.1.p1	XM_041287316.1.p1
OG0004923	XM_001598411.1.p1	XM_041295698.1.p1
OG0004924	XM_001598762.1.p1	XM_041293608.1.p1
OG0004926	XM_001590219.1.p1	XM_041289182.1.p1
OG0004929	XM_001590277.1.p1	XM_041287980.1.p1
OG0004930	XM_001586582.1.p1	XM_041286413.1.p1
OG0004932	XM_001595960.1.p1	XM_041287840.1.p1
OG0004933	XM_001584692.1.p1	XM_041284968.1.p1
OG0004934	XM_001593813.1.p1	XM_041294318.1.p1, XM_041291304.1.p1, XM_041291872.1.p1
OG0004935	XM_001589183.1.p1	XM_041291681.1.p1
OG0004937	XM_001594959.1.p1	XM_041289984.1.p1, XM_041289869.1.p1
OG0004939	XM_001587999.1.p1	XM_041285302.1.p1
OG0004940	XM_001586995.1.p1	XM_041293261.1.p1
OG0004941	XM_001587179.1.p1	XM_041288693.1.p1
OG0004942	XM_001589541.1.p1	XM_041286774.1.p1
OG0004943	XM_001597901.1.p1	XM_041285574.1.p1
OG0004944	XM_001585965.1.p1	XM_041290839.1.p1
OG0004946	XM_001587780.1.p1	XM_041284052.1.p1
OG0004947	XM_001596946.1.p1	XM_041294050.1.p1
OG0004948	XM_001596537.1.p1	XM_041292916.1.p1
OG0004949	XM_001593502.1.p1	XM_041287163.1.p1
OG0004950	XM_001587201.1.p1	XM_041292619.1.p1
OG0004952	XM_001598627.1.p1	XM_041292733.1.p1, XM_041288469.1.p1
OG0004953	XM_001598193.1.p1	XM_041291385.1.p1
OG0004954	XM_001588612.1.p1	XM_041288042.1.p1
OG0004955	XM_001590795.1.p1	XM_041285209.1.p1
OG0004956	XM_001591920.1.p1	XM_041284403.1.p1
OG0004957	XM_001588031.1.p1	XM_041290936.1.p1
OG0004959	XM_001595188.1.p1	XM_041294231.1.p1
OG0004960	XM_001592302.1.p1	XM_041294092.1.p1
OG0004961	XM_001585456.1.p1	XM_041284551.1.p1
OG0004962	XM_001589167.1.p1	XM_041284668.1.p1
OG0004966	XM_001598140.1.p1	XM_041289708.1.p1
OG0004968	XM_001592331.1.p1	XM_041294085.1.p1
OG0004971	XM_001587268.1.p1	XM_041291812.1.p1
OG0004973	XM_001596888.1.p1	XM_041294020.1.p1
OG0004974	XM_001592316.1.p1	XM_041289181.1.p1
OG0004975	XM_001586422.1.p1	XM_041287990.1.p1
OG0004976	XM_001598293.1.p1	XM_041283927.1.p1
OG0004978	XM_001592708.1.p1	XM_041284346.1.p1
OG0004979	XM_001586523.1.p1	XM_041288339.1.p1
OG0004980	XM_001598541.1.p1	XM_041287085.1.p1, XM_041285348.1.p1
OG0004981	XM_001588323.1.p1	XM_041283967.1.p1
OG0004982	XM_001593366.1.p1	XM_041285351.1.p1
OG0004983	XM_001598896.1.p1	XM_041291000.1.p1
OG0004985	XM_001586780.1.p1	XM_041290785.1.p1
OG0004986	XM_001588717.1.p1	XM_041291830.1.p1
OG0004987	XM_001585398.1.p1	XM_041294986.1.p1
OG0004988	XM_001585266.1.p1	XM_041294875.1.p1
OG0004989	XM_001593560.1.p1	XM_041283884.1.p1
OG0004990	XM_001589538.1.p1	XM_041289854.1.p1
OG0004992	XM_001592912.1.p1	XM_041285868.1.p1
OG0004993	XM_001592762.1.p1	XM_041285871.1.p1
OG0004995	XM_001592222.1.p1	XM_041289895.1.p1
OG0004996	XM_001592513.1.p1	XM_041289891.1.p1
OG0004998	XM_001592693.1.p1	XM_041288711.1.p1
OG0004999	XM_001597452.1.p1	XM_041294678.1.p1
OG0005001	XM_001596657.1.p1	XM_041288375.1.p1
OG0005002	XM_001591554.1.p1	XM_041293960.1.p1
OG0005003	XM_001597902.1.p1	XM_041290702.1.p1
OG0005004	XM_001589174.1.p1	XM_041284684.1.p1, XM_041286992.1.p1
OG0005005	XM_001587681.1.p1	XM_041289928.1.p1
OG0005006	XM_001584538.1.p1	XM_041287214.1.p1
OG0005007	XM_001586754.1.p1	XM_041293827.1.p1
OG0005010	XM_001590960.1.p1	XM_041292054.1.p1
OG0005011	XM_001594409.1.p1	XM_041283968.1.p1
OG0005012	XM_001596481.1.p1	XM_041285464.1.p1
OG0005013	XM_001584590.1.p1	XM_041294076.1.p1
OG0005015	XM_001589963.1.p1	XM_041294667.1.p1
OG0005016	XM_001585736.1.p1	XM_041294665.1.p1
OG0005018	XM_001585043.1.p1	XM_041285479.1.p1
OG0005019	XM_001588018.1.p1	XM_041294639.1.p1
OG0005020	XM_001588550.1.p1	XM_041284478.1.p1
OG0005021	XM_001591905.1.p1	XM_041289190.1.p1
OG0005022	XM_001588627.1.p1	XM_041285793.1.p1
OG0005023	XM_001587534.1.p1	XM_041286183.1.p1
OG0005024	XM_001591662.1.p1	XM_041284495.1.p1
OG0005025	XM_001595361.1.p1	XM_041287084.1.p1
OG0005026	XM_001598273.1.p1	XM_041293584.1.p1
OG0005029	XM_001594308.1.p1	XM_041285376.1.p1
OG0005030	XM_001594462.1.p1	XM_041284394.1.p1
OG0005031	XM_001591562.1.p1	XM_041284880.1.p1
OG0005032	XM_001588205.1.p1	XM_041284905.1.p1
OG0005033	XM_001586448.1.p1	XM_041284078.1.p1
OG0005034	XM_001586730.1.p1	XM_041288248.1.p1
OG0005036	XM_001586781.1.p1	XM_041288238.1.p1
OG0005037	XM_001594882.1.p1	XM_041289062.1.p1
OG0005038	XM_001591848.1.p1	XM_041289930.1.p1
OG0005039	XM_001591457.1.p1	XM_041291168.1.p1
OG0005040	XM_001585164.1.p1	XM_041292564.1.p1
OG0005042	XM_001592614.1.p1	XM_041290985.1.p1
OG0005043	XM_001593528.1.p1	XM_041293702.1.p1
OG0005044	XM_001585814.1.p1	XM_041283949.1.p1
OG0005045	XM_001592676.1.p1	XM_041295272.1.p1
OG0005046	XM_001590561.1.p1	XM_041285004.1.p1, XM_041292601.1.p1
OG0005050	XM_001590406.1.p1	XM_041284324.1.p1
OG0005051	XM_001589419.1.p1	XM_041288850.1.p1
OG0005052	XM_001584952.1.p1	XM_041294620.1.p1, XM_041289783.1.p1
OG0005053	XM_001595850.1.p1	XM_041284693.1.p1
OG0005054	XM_001588448.1.p1	XM_041285363.1.p1
OG0005055	XM_001588571.1.p1	XM_041290992.1.p1
OG0005056	XM_001595726.1.p1	XM_041289552.1.p1
OG0005057	XM_001595429.1.p1	XM_041292427.1.p1
OG0005059	XM_001597185.1.p1	XM_041291706.1.p1
OG0005060	XM_001597462.1.p1	XM_041287473.1.p1
OG0005061	XM_001592810.1.p1	XM_041286827.1.p1
OG0005062	XM_001598824.1.p1	XM_041286540.1.p1
OG0005064	XM_001595162.1.p1	XM_041285941.1.p1
OG0005065	XM_001595426.1.p1	XM_041293391.1.p1
OG0005066	XM_001596966.1.p1	XM_041291993.1.p1
OG0005067	XM_001589813.1.p1	XM_041293247.1.p1
OG0005068	XM_001594681.1.p1	XM_041284602.1.p1, XM_041293054.1.p1, XM_041291289.1.p1
OG0005070	XM_001593761.1.p1	XM_041289452.1.p1
OG0005071	XM_001586356.1.p1	XM_041284333.1.p1, XM_041295667.1.p1
OG0005073	XM_001593864.1.p1	XM_041291326.1.p1
OG0005074	XM_001587686.1.p1	XM_041288789.1.p1
OG0005075	XM_001590481.1.p1	XM_041287203.1.p1
OG0005076	XM_001586546.1.p1	XM_041284482.1.p1
OG0005077	XM_001596870.1.p1	XM_041285888.1.p1
OG0005078	XM_001588813.1.p1	XM_041288374.1.p1
OG0005079	XM_001591974.1.p1	XM_041288001.1.p1
OG0005080	XM_001597083.1.p1	XM_041285808.1.p1
OG0005081	XM_001598790.1.p1	XM_041294008.1.p1
OG0005082	XM_001591915.1.p1	XM_041288300.1.p1
OG0005085	XM_001584902.1.p1	XM_041291401.1.p1
OG0005086	XM_001585503.1.p1	XM_041289625.1.p1
OG0005087	XM_001594186.1.p1	XM_041289002.1.p1
OG0005088	XM_001595549.1.p1	XM_041286497.1.p1
OG0005089	XM_001591547.1.p1	XM_041283920.1.p1
OG0005092	XM_001584596.1.p1	XM_041287885.1.p1
OG0005094	XM_001593992.1.p1	XM_041289494.1.p1
OG0005095	XM_001591259.1.p1	XM_041284040.1.p1
OG0005096	XM_001588101.1.p1	XM_041294933.1.p1
OG0005097	XM_001588926.1.p1	XM_041286705.1.p1
OG0005099	XM_001588672.1.p1	XM_041289031.1.p1
OG0005103	XM_001586112.1.p1, XM_001593743.1.p1	XM_041287606.1.p1
OG0005105	XM_001595092.1.p1	XM_041290468.1.p1
OG0005106	XM_001594872.1.p1	XM_041295057.1.p1, XM_041290215.1.p1, XM_041295058.1.p1, XM_041290850.1.p1
OG0005140	XM_001597876.1.p1	XM_041292939.1.p1
OG0005142	XM_001585803.1.p1	XM_041284666.1.p1
OG0005143	XM_001593507.1.p1	XM_041287166.1.p1
OG0005144	XM_001598253.1.p1, XM_001588036.1.p1	XM_041288781.1.p1
OG0005145	XM_001593647.1.p1	XM_041284785.1.p1
OG0005147	XM_001598269.1.p1	XM_041285428.1.p1
OG0005148	XM_001596628.1.p1	XM_041284206.1.p1
OG0005153	XM_001598196.1.p1	XM_041293445.1.p1, XM_041294494.1.p1
OG0005154	XM_001596514.1.p1	XM_041292884.1.p1
OG0005155	XM_001589446.1.p1	XM_041288560.1.p1
OG0005156	XM_001590841.1.p1	XM_041287607.1.p1
OG0005158	XM_001596288.1.p1	XM_041291182.1.p1
OG0005159	XM_001587119.1.p1	XM_041289117.1.p1, XM_041295437.1.p1
OG0005161	XM_001588827.1.p1	XM_041289145.1.p1
OG0005162	XM_001594921.1.p1	XM_041287478.1.p1
OG0005163	XM_001584729.1.p1	XM_041289667.1.p1
OG0005165	XM_001592144.1.p1, XM_001594675.1.p1	XM_041290589.1.p1
OG0005166	XM_001598148.1.p1	XM_041293288.1.p1
OG0005167	XM_001591035.1.p1	XM_041292296.1.p1
OG0005168	XM_001592131.1.p1	XM_041285579.1.p1
OG0005171	XM_001592546.1.p1	XM_041286883.1.p1
OG0005173	XM_001595522.1.p1	XM_041286078.1.p1
OG0005174	XM_001595521.1.p1	XM_041286201.1.p1
OG0005175	XM_001592324.1.p1	XM_041294067.1.p1
OG0005176	XM_001591397.1.p1	XM_041291723.1.p1
OG0005177	XM_001587173.1.p1	XM_041284264.1.p1
OG0005178	XM_001589591.1.p1	XM_041288480.1.p1
OG0005179	XM_001590583.1.p1	XM_041285429.1.p1
OG0005180	XM_001596674.1.p1	XM_041286880.1.p1
OG0005181	XM_001588619.1.p1	XM_041288062.1.p1
OG0005182	XM_001591442.1.p1	XM_041286611.1.p1
OG0005183	XM_001597625.1.p1	XM_041290125.1.p1
OG0005185	XM_001588831.1.p1	XM_041289137.1.p1
OG0005186	XM_001594025.1.p1	XM_041287252.1.p1
OG0005187	XM_001593410.1.p1	XM_041289448.1.p1
OG0005188	XM_001597138.1.p1	XM_041284341.1.p1
OG0005189	XM_001598238.1.p1	XM_041290717.1.p1
OG0005193	XM_001586460.1.p1	XM_041288607.1.p1
OG0005194	XM_001588401.1.p1	XM_041290933.1.p1
OG0005195	XM_001590569.1.p1	XM_041284606.1.p1
OG0005196	XM_001587541.1.p1	XM_041292338.1.p1
OG0005197	XM_001597740.1.p1	XM_041285931.1.p1
OG0005199	XM_001597085.1.p1	XM_041291890.1.p1
OG0005200	XM_001594366.1.p1	XM_041293229.1.p1
OG0005202	XM_001588123.1.p1	XM_041287297.1.p1
OG0005204	XM_001589181.1.p1	XM_041294896.1.p1
OG0005206	XM_001592741.1.p1	XM_041284233.1.p1
OG0005207	XM_001586013.1.p1	XM_041286355.1.p1
OG0005208	XM_001597471.1.p1	XM_041286989.1.p1
OG0005210	XM_001593021.1.p1	XM_041285866.1.p1
OG0005211	XM_001595736.1.p1	XM_041285521.1.p1
OG0005212	XM_001594741.1.p1	XM_041290703.1.p1
OG0005213	XM_001593224.1.p1	XM_041284973.1.p1
OG0005214	XM_001598757.1.p1	XM_041293935.1.p1
OG0005216	XM_001591249.1.p1	XM_041289760.1.p1
OG0005217	XM_001594576.1.p1	XM_041287215.1.p1
OG0005219	XM_001597241.1.p1	XM_041286654.1.p1
OG0005223	XM_001591729.1.p1	XM_041292089.1.p1
OG0005224	XM_001593789.1.p1	XM_041293174.1.p1
OG0005225	XM_001586736.1.p1	XM_041294628.1.p1
OG0005227	XM_001585112.1.p1	XM_041287199.1.p1
OG0005228	XM_001586616.1.p1	XM_041283855.1.p1
OG0005230	XM_001593192.1.p1	XM_041284769.1.p1
OG0005231	XM_001586172.1.p1	XM_041288508.1.p1
OG0005234	XM_001596779.1.p1	XM_041291617.1.p1
OG0005236	XM_001588918.1.p1	XM_041289752.1.p1
OG0005237	XM_001590130.1.p1	XM_041290364.1.p1
OG0005238	XM_001596818.1.p1	XM_041290885.1.p1
OG0005240	XM_001596303.1.p1	XM_041286790.1.p1
OG0005241	XM_001585702.1.p1	XM_041290254.1.p1
OG0005242	XM_001593503.1.p1	XM_041288793.1.p1
OG0005243	XM_001585882.1.p1	XM_041293732.1.p1
OG0005244	XM_001590109.1.p1	XM_041294926.1.p1
OG0005245	XM_001591604.1.p1	XM_041284491.1.p1
OG0005246	XM_001585470.1.p1	XM_041290675.1.p1
OG0005248	XM_001598315.1.p1	XM_041288457.1.p1
OG0005249	XM_001594015.1.p1	XM_041287636.1.p1
OG0005250	XM_001588079.1.p1	XM_041290948.1.p1
OG0005251	XM_001591175.1.p1	XM_041292067.1.p1
OG0005252	XM_001591115.1.p1	XM_041284179.1.p1
OG0005256	XM_001590955.1.p1	XM_041284691.1.p1
OG0005257	XM_001586604.1.p1	XM_041288434.1.p1
OG0005258	XM_001595324.1.p1	XM_041293556.1.p1
OG0005259	XM_001598849.1.p1	XM_041291378.1.p1
OG0005260	XM_001587084.1.p1	XM_041295275.1.p1
OG0005261	XM_001596798.1.p1	XM_041289066.1.p1
OG0005262	XM_001585178.1.p1	XM_041285226.1.p1
OG0005264	XM_001587957.1.p1, XM_001587958.1.p1	XM_041289269.1.p1
OG0005265	XM_001586349.1.p1	XM_041292696.1.p1
OG0005267	XM_001591149.1.p1	XM_041292217.1.p1
OG0005268	XM_001589365.1.p1	XM_041292106.1.p1
OG0005269	XM_001596572.1.p1	XM_041287474.1.p1
OG0005270	XM_001597892.1.p1	XM_041283923.1.p1
OG0005272	XM_001589595.1.p1	XM_041289424.1.p1
OG0005273	XM_001598352.1.p1	XM_041294470.1.p1
OG0005276	XM_001594379.1.p1	XM_041289856.1.p1
OG0005277	XM_001587526.1.p1	XM_041292544.1.p1
OG0005279	XM_001587374.1.p1	XM_041294459.1.p1
OG0005280	XM_001592072.1.p1	XM_041290456.1.p1
OG0005281	XM_001592724.1.p1	XM_041288641.1.p1
OG0005282	XM_001597220.1.p1	XM_041285956.1.p1
OG0005283	XM_001593072.1.p1	XM_041291859.1.p1
OG0005285	XM_001585251.1.p1	XM_041289428.1.p1
OG0005287	XM_001591965.1.p1	XM_041293544.1.p1
OG0005288	XM_001592368.1.p1	XM_041289866.1.p1
OG0005289	XM_001588888.1.p1	XM_041290239.1.p1
OG0005290	XM_001598300.1.p1	XM_041292954.1.p1
OG0005291	XM_001588529.1.p1	XM_041285864.1.p1
OG0005292	XM_001590928.1.p1	XM_041284321.1.p1
OG0005293	XM_001589034.1.p1	XM_041284917.1.p1
OG0005294	XM_001595913.1.p1	XM_041284697.1.p1
OG0005295	XM_001584796.1.p1	XM_041294566.1.p1
OG0005296	XM_001591507.1.p1	XM_041288403.1.p1
OG0005297	XM_001596007.1.p1	XM_041289684.1.p1
OG0005298	XM_001588141.1.p1	XM_041290912.1.p1
OG0005299	XM_001588543.1.p1	XM_041291001.1.p1
OG0005300	XM_001588277.1.p1	XM_041292014.1.p1
OG0005301	XM_001588744.1.p1	XM_041291777.1.p1
OG0005302	XM_001598554.1.p1	XM_041289386.1.p1
OG0005304	XM_001593783.1.p1	XM_041286517.1.p1
OG0005305	XM_001593577.1.p1, XM_001598241.1.p1	XM_041292894.1.p1
OG0005307	XM_001590396.1.p1	XM_041290225.1.p1
OG0005308	XM_001596753.1.p1	XM_041284639.1.p1
OG0005309	XM_001586817.1.p1	XM_041288778.1.p1
OG0005310	XM_001593542.1.p1	XM_041287282.1.p1
OG0005311	XM_001587137.1.p1	XM_041288640.1.p1
OG0005312	XM_001595713.1.p1	XM_041287288.1.p1
OG0005313	XM_001586950.1.p1	XM_041294606.1.p1
OG0005314	XM_001598530.1.p1	XM_041294963.1.p1
OG0005315	XM_001587515.1.p1	XM_041294214.1.p1
OG0005316	XM_001588839.1.p1	XM_041290065.1.p1
OG0005317	XM_001585826.1.p1	XM_041295576.1.p1
OG0005319	XM_001587078.1.p1	XM_041295262.1.p1
OG0005321	XM_001588621.1.p1	XM_041293903.1.p1
OG0005322	XM_001596693.1.p1	XM_041289686.1.p1
OG0005323	XM_001591891.1.p1	XM_041284210.1.p1
OG0005324	XM_001590480.1.p1	XM_041294987.1.p1
OG0005325	XM_001589684.1.p1	XM_041293789.1.p1
OG0005326	XM_001589261.1.p1	XM_041287187.1.p1
OG0005327	XM_001594767.1.p1	XM_041294716.1.p1
OG0005328	XM_001592187.1.p1	XM_041284805.1.p1
OG0005329	XM_001592357.1.p1	XM_041284851.1.p1
OG0005330	XM_001595136.1.p1	XM_041292382.1.p1
OG0005332	XM_001595159.1.p1	XM_041285934.1.p1
OG0005333	XM_001591135.1.p1	XM_041292041.1.p1
OG0005336	XM_001598446.1.p1	XM_041292966.1.p1
OG0005337	XM_001595451.1.p1	XM_041294191.1.p1
OG0005338	XM_001595205.1.p1	XM_041286552.1.p1
OG0005339	XM_001591986.1.p1	XM_041290028.1.p1
OG0005340	XM_001596386.1.p1	XM_041287652.1.p1
OG0005341	XM_001587561.1.p1	XM_041290400.1.p1
OG0005342	XM_001591053.1.p1	XM_041287424.1.p1
OG0005343	XM_001598095.1.p1	XM_041294656.1.p1
OG0005344	XM_001585938.1.p1	XM_041286067.1.p1
OG0005345	XM_001597955.1.p1	XM_041287201.1.p1
OG0005347	XM_001587588.1.p1	XM_041290300.1.p1
OG0005348	XM_001587619.1.p1	XM_041292559.1.p1
OG0005349	XM_001587429.1.p1	XM_041292547.1.p1
OG0005351	XM_001591036.1.p1	XM_041286034.1.p1
OG0005352	XM_001597425.1.p1	XM_041285952.1.p1
OG0005353	XM_001597499.1.p1	XM_041292262.1.p1
OG0005354	XM_001597323.1.p1	XM_041294074.1.p1
OG0005355	XM_001595914.1.p1	XM_041291598.1.p1
OG0005356	XM_001595055.1.p1	XM_041289643.1.p1
OG0005357	XM_001594426.1.p1	XM_041289544.1.p1
OG0005358	XM_001594418.1.p1	XM_041285002.1.p1, XM_041285921.1.p1
OG0005359	XM_001587942.1.p1	XM_041290845.1.p1
OG0005361	XM_001584876.1.p1	XM_041293133.1.p1
OG0005364	XM_001598677.1.p1	XM_041288353.1.p1
OG0005365	XM_001590828.1.p1	XM_041294988.1.p1
OG0005366	XM_001595129.1.p1	XM_041291966.1.p1
OG0005367	XM_001586316.1.p1	XM_041287205.1.p1
OG0005368	XM_001598380.1.p1	XM_041286602.1.p1
OG0005369	XM_001591814.1.p1	XM_041287901.1.p1
OG0005370	XM_001588298.1.p1	XM_041289020.1.p1
OG0005371	XM_001587299.1.p1	XM_041293208.1.p1
OG0005373	XM_001584599.1.p1	XM_041288061.1.p1
OG0005374	XM_001591079.1.p1	XM_041285698.1.p1
OG0005376	XM_001592749.1.p1	XM_041290220.1.p1
OG0005377	XM_001598034.1.p1	XM_041290297.1.p1
OG0005378	XM_001597681.1.p1	XM_041295718.1.p1
OG0005379	XM_001587193.1.p1	XM_041290098.1.p1
OG0005380	XM_001593101.1.p1	XM_041284942.1.p1
OG0005381	XM_001590579.1.p1	XM_041292603.1.p1
OG0005382	XM_001598470.1.p1	XM_041286415.1.p1
OG0005384	XM_001589385.1.p1	XM_041287113.1.p1
OG0005385	XM_001594704.1.p1	XM_041285267.1.p1
OG0005386	XM_001595741.1.p1	XM_041285177.1.p1, XM_041284661.1.p1
OG0005387	XM_001593037.1.p1	XM_041286525.1.p1
OG0005388	XM_001595100.1.p1	XM_041286391.1.p1
OG0005390	XM_001585821.1.p1, XM_001591048.1.p1	XM_041292302.1.p1
OG0005391	XM_001595024.1.p1	XM_041294446.1.p1
OG0005392	XM_001593524.1.p1	XM_041287285.1.p1
OG0005393	XM_001586014.1.p1	XM_041292844.1.p1
OG0005394	XM_001592552.1.p1	XM_041284787.1.p1
OG0005395	XM_001597605.1.p1	XM_041288705.1.p1
OG0005396	XM_001597594.1.p1	XM_041286208.1.p1
OG0005397	XM_001592429.1.p1	XM_041294026.1.p1
OG0005398	XM_001586626.1.p1	XM_041288584.1.p1
OG0005399	XM_001592361.1.p1	XM_041289893.1.p1
OG0005400	XM_001592436.1.p1	XM_041294117.1.p1
OG0005401	XM_001590587.1.p1	XM_041293280.1.p1
OG0005402	XM_001598124.1.p1	XM_041292873.1.p1
OG0005403	XM_001593539.1.p1	XM_041289465.1.p1
OG0005404	XM_001596138.1.p1	XM_041291631.1.p1
OG0005405	XM_001587974.1.p1	XM_041293795.1.p1
OG0005407	XM_001590864.1.p1	XM_041284722.1.p1
OG0005408	XM_001585785.1.p1	XM_041294682.1.p1
OG0005409	XM_001587953.1.p1	XM_041291804.1.p1
OG0005410	XM_001598686.1.p1	XM_041292435.1.p1
OG0005412	XM_001586245.1.p1	XM_041285382.1.p1
OG0005414	XM_001594659.1.p1	XM_041289521.1.p1
OG0005415	XM_001596763.1.p1	XM_041288365.1.p1
OG0005416	XM_001586486.1.p1	XM_041284136.1.p1
OG0005417	XM_001588376.1.p1	XM_041290961.1.p1
OG0005419	XM_001597734.1.p1	XM_041292076.1.p1
OG0005420	XM_001598932.1.p1	XM_041289727.1.p1
OG0005421	XM_001587285.1.p1	XM_041286427.1.p1
OG0005422	XM_001594285.1.p1	XM_041287481.1.p1
OG0005424	XM_001595008.1.p1	XM_041293189.1.p1
OG0005430	XM_001596223.1.p1	XM_041293352.1.p1
OG0005432	XM_001585016.1.p1	XM_041288160.1.p1
OG0005433	XM_001596574.1.p1	XM_041294146.1.p1
OG0005434	XM_001593413.1.p1	XM_041290464.1.p1, XM_041286259.1.p1, XM_041295699.1.p1
OG0005435	XM_001598070.1.p1	XM_041292276.1.p1
OG0005437	XM_001587277.1.p1	XM_041283974.1.p1
OG0005439	XM_001586924.1.p1	XM_041284141.1.p1
OG0005444	XM_001598256.1.p1	XM_041289068.1.p1
OG0005446	XM_001594259.1.p1	XM_041292780.1.p1
OG0005447	XM_001592137.1.p1	XM_041295697.1.p1
OG0005484	XM_001594711.1.p1	XM_041285286.1.p1
OG0005485	XM_001593554.1.p1	XM_041287914.1.p1
OG0005486	XM_001586930.1.p1	XM_041284824.1.p1
OG0005487	XM_001594294.1.p1	XM_041287304.1.p1
OG0005488	XM_001598412.1.p1	XM_041284864.1.p1
OG0005489	XM_001596214.1.p1	XM_041291586.1.p1
OG0005492	XM_001593470.1.p1	XM_041287162.1.p1
OG0005493	XM_001596933.1.p1	XM_041287876.1.p1
OG0005495	XM_001586133.1.p1	XM_041284177.1.p1
OG0005496	XM_001596187.1.p1	XM_041293219.1.p1
OG0005497	XM_001593059.1.p1	XM_041291144.1.p1
OG0005500	XM_001589624.1.p1	XM_041293746.1.p1
OG0005504	XM_001595278.1.p1	XM_041293417.1.p1
OG0005505	XM_001591695.1.p1	XM_041288642.1.p1
OG0005507	XM_001592909.1.p1	XM_041285890.1.p1
OG0005511	XM_001593714.1.p1, XM_001592362.1.p1, XM_001592363.1.p1	XM_041293114.1.p1
OG0005512	XM_001592267.1.p1	XM_041284858.1.p1
OG0005513	XM_001592403.1.p1	XM_041284796.1.p1
OG0005514	XM_001597966.1.p1	XM_041294750.1.p1
OG0005515	XM_001593712.1.p1	XM_041284724.1.p1
OG0005516	XM_001594293.1.p1	XM_041294951.1.p1
OG0005517	XM_001597968.1.p1, XM_001588679.1.p1	XM_041291823.1.p1
OG0005518	XM_001593358.1.p1	XM_041284053.1.p1
OG0005519	XM_001591025.1.p1	XM_041285960.1.p1
OG0005520	XM_001592389.1.p1	XM_041286930.1.p1
OG0005521	XM_001590317.1.p1	XM_041294124.1.p1
OG0005522	XM_001592306.1.p1	XM_041294089.1.p1
OG0005524	XM_001589338.1.p1	XM_041290143.1.p1
OG0005525	XM_001593208.1.p1	XM_041288683.1.p1
OG0005526	XM_001590709.1.p1	XM_041292872.1.p1
OG0005527	XM_001593025.1.p1	XM_041291957.1.p1
OG0005528	XM_001598210.1.p1	XM_041284962.1.p1
OG0005529	XM_001597666.1.p1	XM_041285535.1.p1
OG0005530	XM_001598204.1.p1	XM_041291363.1.p1
OG0005532	XM_001592054.1.p1	XM_041294865.1.p1
OG0005534	XM_001596540.1.p1	XM_041284862.1.p1
OG0005535	XM_001591174.1.p1	XM_041292078.1.p1
OG0005537	XM_001596995.1.p1	XM_041295615.1.p1
OG0005538	XM_001594888.1.p1	XM_041287315.1.p1
OG0005540	XM_001597460.1.p1	XM_041295214.1.p1
OG0005541	XM_001588632.1.p1	XM_041293947.1.p1
OG0005543	XM_001584694.1.p1	XM_041284967.1.p1
OG0005547	XM_001587229.1.p1	XM_041293877.1.p1
OG0005548	XM_001588564.1.p1	XM_041292002.1.p1
OG0005549	XM_001588552.1.p1	XM_041290918.1.p1
OG0005550	XM_001592986.1.p1	XM_041285680.1.p1
OG0005552	XM_001596264.1.p1	XM_041285268.1.p1
OG0005553	XM_001592496.1.p1	XM_041286931.1.p1
OG0005554	XM_001585454.1.p1	XM_041291589.1.p1
OG0005555	XM_001596108.1.p1	XM_041285438.1.p1
OG0005556	XM_001586035.1.p1	XM_041293799.1.p1
OG0005557	XM_001585008.1.p1, XM_001595207.1.p1, XM_001597920.1.p1, XM_001590412.1.p1, XM_001592007.1.p1	XM_041295807.1.p1
OG0005558	XM_001587144.1.p1	XM_041284230.1.p1
OG0005559	XM_001594813.1.p1	XM_041294440.1.p1, XM_041289879.1.p1
OG0005562	XM_001596918.1.p1	XM_041283864.1.p1
OG0005563	XM_001593911.1.p1	XM_041295240.1.p1
OG0005564	XM_001593086.1.p1	XM_041289542.1.p1
OG0005565	XM_001598460.1.p1	XM_041287984.1.p1
OG0005566	XM_001597643.1.p1	XM_041293482.1.p1
OG0005567	XM_001598291.1.p1	XM_041292995.1.p1
OG0005568	XM_001595835.1.p1	XM_041288728.1.p1
OG0005569	XM_001591412.1.p1	XM_041287090.1.p1
OG0005570	XM_001592992.1.p1	XM_041287484.1.p1
OG0005571	XM_001598794.1.p1	XM_041286836.1.p1
OG0005573	XM_001589608.1.p1	XM_041284664.1.p1
OG0005574	XM_001591670.1.p1	XM_041286479.1.p1
OG0005576	XM_001597373.1.p1	XM_041292181.1.p1
OG0005579	XM_001585525.1.p1	XM_041287280.1.p1
OG0005581	XM_001587284.1.p1	XM_041293042.1.p1
OG0005583	XM_001589679.1.p1	XM_041294653.1.p1
OG0005584	XM_001594230.1.p1	XM_041292749.1.p1
OG0005585	XM_001586522.1.p1	XM_041293356.1.p1
OG0005587	XM_001592529.1.p1	XM_041286925.1.p1
OG0005588	XM_001596313.1.p1	XM_041293674.1.p1
OG0005589	XM_001589896.1.p1	XM_041291058.1.p1
OG0005590	XM_001596265.1.p1	XM_041290775.1.p1
OG0005591	XM_001593510.1.p1	XM_041287173.1.p1
OG0005592	XM_001591459.1.p1	XM_041285442.1.p1
