Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Rhizoctonia_solani_rna_prot
OG0003181	XM_001587893.1.p1	XM_043328814.1.p1
OG0003182	XM_001585321.1.p1	XM_043328921.1.p1
OG0003183	XM_001585430.1.p1	XM_043324866.1.p1
OG0003185	XM_001587727.1.p1	XM_043320897.1.p1
OG0003186	XM_001586641.1.p1	XM_043322613.1.p1
OG0003187	XM_001591792.1.p1	XM_043325116.1.p1
OG0003189	XM_001591454.1.p1	XM_043320182.1.p1
OG0003190	XM_001590532.1.p1	XM_043326354.1.p1
OG0003191	XM_001593118.1.p1	XM_043323983.1.p1
OG0003192	XM_001590578.1.p1	XM_043329046.1.p1
OG0003193	XM_001597589.1.p1	XM_043329741.1.p1
OG0003194	XM_001589109.1.p1	XM_043322001.1.p1
OG0003195	XM_001590563.1.p1	XM_043327100.1.p1
OG0003196	XM_001589671.1.p1	XM_043329744.1.p1
OG0003197	XM_001595403.1.p1, XM_001592799.1.p1	XM_043325624.1.p1, XM_043330860.1.p1
OG0003200	XM_001589645.1.p1	XM_043324174.1.p1
OG0003201	XM_001593558.1.p1	XM_043331209.1.p1
OG0003202	XM_001593700.1.p1	XM_043326113.1.p1
OG0003204	XM_001584949.1.p1	XM_043323954.1.p1
OG0003205	XM_001589240.1.p1	XM_043323317.1.p1
OG0003207	XM_001588745.1.p1	XM_043330785.1.p1
OG0003209	XM_001596670.1.p1	XM_043327972.1.p1
OG0003211	XM_001596689.1.p1	XM_043329836.1.p1
OG0003213	XM_001592922.1.p1	XM_043321859.1.p1
OG0003214	XM_001596003.1.p1	XM_043321913.1.p1
OG0003215	XM_001587605.1.p1	XM_043323825.1.p1
OG0003216	XM_001589164.1.p1	XM_043327498.1.p1, XM_043326110.1.p1
OG0003219	XM_001598049.1.p1	XM_043321486.1.p1
OG0003220	XM_001585644.1.p1	XM_043330905.1.p1
OG0003222	XM_001585672.1.p1	XM_043326065.1.p1
OG0003223	XM_001588742.1.p1	XM_043321428.1.p1
OG0003224	XM_001593069.1.p1	XM_043326536.1.p1
OG0003225	XM_001597345.1.p1	XM_043331421.1.p1
OG0003226	XM_001595514.1.p1	XM_043321422.1.p1
OG0003227	XM_001588216.1.p1	XM_043326511.1.p1
OG0003228	XM_001587075.1.p1	XM_043321638.1.p1
OG0003229	XM_001593231.1.p1	XM_043324251.1.p1
OG0003230	XM_001597825.1.p1	XM_043323138.1.p1
OG0003231	XM_001592387.1.p1	XM_043328204.1.p1
OG0003232	XM_001594965.1.p1	XM_043330819.1.p1
OG0003233	XM_001592493.1.p1	XM_043326208.1.p1
OG0003234	XM_001591120.1.p1	XM_043329926.1.p1
OG0003235	XM_001585249.1.p1	XM_043329073.1.p1
OG0003236	XM_001595449.1.p1	XM_043323815.1.p1
OG0003237	XM_001587549.1.p1	XM_043327648.1.p1
OG0003238	XM_001594142.1.p1	XM_043322581.1.p1
OG0003242	XM_001595014.1.p1	XM_043320893.1.p1, XM_043327156.1.p1
OG0003243	XM_001586272.1.p1	XM_043321858.1.p1
OG0003244	XM_001596796.1.p1	XM_043320530.1.p1
OG0003245	XM_001596010.1.p1	XM_043323502.1.p1
OG0003247	XM_001595725.1.p1	XM_043329767.1.p1
OG0003249	XM_001589272.1.p1	XM_043328201.1.p1
OG0003250	XM_001595462.1.p1	XM_043320216.1.p1
OG0003251	XM_001598737.1.p1	XM_043322806.1.p1
OG0003253	XM_001598173.1.p1	XM_043331771.1.p1
OG0003255	XM_001596492.1.p1	XM_043320955.1.p1
OG0003258	XM_001585196.1.p1	XM_043326424.1.p1
OG0003260	XM_001595799.1.p1	XM_043324781.1.p1
OG0003261	XM_001597749.1.p1	XM_043323839.1.p1
OG0003263	XM_001595550.1.p1	XM_043324427.1.p1
OG0003264	XM_001591954.1.p1	XM_043328944.1.p1
OG0003265	XM_001589021.1.p1	XM_043321243.1.p1
OG0003266	XM_001593047.1.p1	XM_043320222.1.p1
OG0003268	XM_001589981.1.p1	XM_043327122.1.p1
OG0003269	XM_001592764.1.p1	XM_043320081.1.p1
OG0003270	XM_001593751.1.p1	XM_043320493.1.p1
OG0003271	XM_001593886.1.p1	XM_043326780.1.p1, XM_043330390.1.p1
OG0003272	XM_001589203.1.p1	XM_043322171.1.p1
OG0003274	XM_001587418.1.p1	XM_043323320.1.p1
OG0003276	XM_001586734.1.p1	XM_043321839.1.p1
OG0003278	XM_001598098.1.p1	XM_043322564.1.p1
OG0003279	XM_001585823.1.p1	XM_043321373.1.p1
OG0003280	XM_001597461.1.p1	XM_043324806.1.p1
OG0003281	XM_001589324.1.p1	XM_043329623.1.p1
OG0003283	XM_001587096.1.p1	XM_043325457.1.p1
OG0003284	XM_001594209.1.p1	XM_043328655.1.p1
OG0003285	XM_001597598.1.p1	XM_043320632.1.p1
OG0003286	XM_001591177.1.p1	XM_043328995.1.p1
OG0003289	XM_001586637.1.p1	XM_043327649.1.p1
OG0003290	XM_001586740.1.p1	XM_043325923.1.p1
OG0003291	XM_001594716.1.p1	XM_043330922.1.p1
OG0003292	XM_001596873.1.p1	XM_043328573.1.p1
OG0003293	XM_001597391.1.p1	XM_043322178.1.p1
OG0003294	XM_001595617.1.p1	XM_043323907.1.p1
OG0003295	XM_001590749.1.p1	XM_043329548.1.p1
OG0003296	XM_001595341.1.p1	XM_043325802.1.p1
OG0003297	XM_001587270.1.p1	XM_043322537.1.p1
OG0003298	XM_001597311.1.p1	XM_043321785.1.p1
OG0003299	XM_001594490.1.p1	XM_043320454.1.p1
OG0003301	XM_001597951.1.p1	XM_043331208.1.p1
OG0003304	XM_001598242.1.p1	XM_043328301.1.p1
OG0003305	XM_001586439.1.p1	XM_043330820.1.p1
OG0003307	XM_001595073.1.p1	XM_043329063.1.p1
OG0003308	XM_001597432.1.p1	XM_043327150.1.p1
OG0003309	XM_001590067.1.p1	XM_043326445.1.p1
OG0003311	XM_001588978.1.p1	XM_043321396.1.p1
OG0003312	XM_001596498.1.p1	XM_043331539.1.p1
OG0003313	XM_001592434.1.p1	XM_043327685.1.p1
OG0003314	XM_001585167.1.p1	XM_043331534.1.p1
OG0003315	XM_001594584.1.p1	XM_043327073.1.p1
OG0003316	XM_001593322.1.p1	XM_043325213.1.p1
OG0003317	XM_001586229.1.p1	XM_043322883.1.p1
OG0003318	XM_001594826.1.p1	XM_043328994.1.p1
OG0003319	XM_001590508.1.p1	XM_043322116.1.p1
OG0003320	XM_001596495.1.p1	XM_043322632.1.p1, XM_043331937.1.p1
OG0003322	XM_001592939.1.p1	XM_043331394.1.p1
OG0003323	XM_001593933.1.p1	XM_043324369.1.p1
OG0003324	XM_001588704.1.p1	XM_043331362.1.p1
OG0003326	XM_001587707.1.p1	XM_043320041.1.p1
OG0003327	XM_001593157.1.p1	XM_043323064.1.p1
OG0003328	XM_001586936.1.p1	XM_043322076.1.p1
OG0003331	XM_001596990.1.p1	XM_043329529.1.p1
OG0003332	XM_001595057.1.p1	XM_043324017.1.p1
OG0003333	XM_001594860.1.p1	XM_043320156.1.p1
OG0003334	XM_001594978.1.p1	XM_043324650.1.p1, XM_043327704.1.p1, XM_043327705.1.p1
OG0003335	XM_001598921.1.p1	XM_043323715.1.p1
OG0003336	XM_001596912.1.p1	XM_043324123.1.p1
OG0003337	XM_001592327.1.p1	XM_043326306.1.p1
OG0003338	XM_001592307.1.p1	XM_043321569.1.p1
OG0003340	XM_001598795.1.p1	XM_043326290.1.p1
OG0003341	XM_001592462.1.p1	XM_043329356.1.p1
OG0003342	XM_001591065.1.p1	XM_043324209.1.p1
OG0003343	XM_001594660.1.p1	XM_043324985.1.p1
OG0003344	XM_001594948.1.p1	XM_043330211.1.p1
OG0003346	XM_001598214.1.p1	XM_043331333.1.p1
OG0003348	XM_001590681.1.p1	XM_043328168.1.p1
OG0003349	XM_001598046.1.p1	XM_043324196.1.p1
OG0003350	XM_001591577.1.p1	XM_043326181.1.p1
OG0003351	XM_001597094.1.p1	XM_043326431.1.p1
OG0003352	XM_001588979.1.p1	XM_043321906.1.p1
OG0003353	XM_001589786.1.p1	XM_043323690.1.p1
OG0003354	XM_001588134.1.p1	XM_043327569.1.p1
OG0003355	XM_001598389.1.p1	XM_043326070.1.p1
OG0003356	XM_001590143.1.p1, XM_001590144.1.p1	XM_043331701.1.p1
OG0003358	XM_001594599.1.p1	XM_043329124.1.p1
OG0003359	XM_001593636.1.p1	XM_043320914.1.p1
OG0003360	XM_001585701.1.p1	XM_043320042.1.p1
OG0003361	XM_001588263.1.p1, XM_001591372.1.p1	XM_043329065.1.p1
OG0003362	XM_001588054.1.p1	XM_043321492.1.p1
OG0003364	XM_001592492.1.p1	XM_043323808.1.p1
OG0003365	XM_001585480.1.p1	XM_043320895.1.p1
OG0003366	XM_001594145.1.p1	XM_043324936.1.p1
OG0003367	XM_001588998.1.p1	XM_043320181.1.p1
OG0003368	XM_001593512.1.p1	XM_043320244.1.p1
OG0003369	XM_001588659.1.p1, XM_001588660.1.p1	XM_043322036.1.p1
OG0003370	XM_001586318.1.p1	XM_043320898.1.p1
OG0003371	XM_001586608.1.p1	XM_043328284.1.p1
OG0003372	XM_001591750.1.p1	XM_043320284.1.p1
OG0003374	XM_001597197.1.p1	XM_043322123.1.p1
OG0003375	XM_001586263.1.p1	XM_043324135.1.p1
OG0003376	XM_001597884.1.p1	XM_043320040.1.p1
OG0003377	XM_001591473.1.p1	XM_043321911.1.p1
OG0003378	XM_001588267.1.p1	XM_043319946.1.p1, XM_043323898.1.p1
OG0003379	XM_001595836.1.p1	XM_043325840.1.p1
OG0003380	XM_001592923.1.p1	XM_043320662.1.p1
OG0003381	XM_001588707.1.p1	XM_043320791.1.p1
OG0003382	XM_001592954.1.p1	XM_043320674.1.p1
OG0003383	XM_001588128.1.p1	XM_043323004.1.p1
OG0003384	XM_001595158.1.p1	XM_043320383.1.p1
OG0003385	XM_001588278.1.p1	XM_043323739.1.p1
OG0003387	XM_001586862.1.p1	XM_043321967.1.p1
OG0003388	XM_001590673.1.p1	XM_043331436.1.p1
OG0003389	XM_001585114.1.p1	XM_043325214.1.p1
OG0003391	XM_001590649.1.p1	XM_043322767.1.p1
OG0003393	XM_001590846.1.p1	XM_043326236.1.p1
OG0003394	XM_001596939.1.p1	XM_043322606.1.p1
OG0003395	XM_001596113.1.p1	XM_043328040.1.p1
OG0003396	XM_001589794.1.p1	XM_043320804.1.p1
OG0003398	XM_001586421.1.p1	XM_043324157.1.p1
OG0003399	XM_001589918.1.p1	XM_043331619.1.p1
OG0003400	XM_001593178.1.p1	XM_043320348.1.p1
OG0003401	XM_001590815.1.p1	XM_043320643.1.p1
OG0003402	XM_001586464.1.p1	XM_043320202.1.p1
OG0003405	XM_001587610.1.p1	XM_043321417.1.p1
OG0003406	XM_001587717.1.p1	XM_043324654.1.p1
OG0003407	XM_001598175.1.p1	XM_043327114.1.p1
OG0003410	XM_001595881.1.p1	XM_043324008.1.p1
OG0003412	XM_001590120.1.p1	XM_043331466.1.p1
OG0003413	XM_001588822.1.p1	XM_043320556.1.p1
OG0003415	XM_001591820.1.p1	XM_043323127.1.p1
OG0003416	XM_001587863.1.p1	XM_043320316.1.p1
OG0003417	XM_001596400.1.p1	XM_043322420.1.p1
OG0003442	XM_001594839.1.p1	XM_043321732.1.p1
OG0003444	XM_001594046.1.p1	XM_043321578.1.p1
OG0003445	XM_001594187.1.p1	XM_043327261.1.p1
OG0003446	XM_001596029.1.p1	XM_043320720.1.p1
OG0003447	XM_001584893.1.p1	XM_043331992.1.p1
OG0003449	XM_001595157.1.p1	XM_043323787.1.p1
OG0003450	XM_001593234.1.p1	XM_043321985.1.p1
OG0003452	XM_001594134.1.p1, XM_001594135.1.p1	XM_043326089.1.p1
OG0003453	XM_001594150.1.p1	XM_043331590.1.p1
OG0003454	XM_001586039.1.p1	XM_043331462.1.p1
OG0003455	XM_001594673.1.p1	XM_043327172.1.p1
OG0003460	XM_001588946.1.p1	XM_043321986.1.p1
OG0003462	XM_001586624.1.p1	XM_043321325.1.p1
OG0003463	XM_001593620.1.p1	XM_043328979.1.p1
OG0003467	XM_001586757.1.p1	XM_043323740.1.p1
OG0003468	XM_001591242.1.p1	XM_043320329.1.p1
OG0003470	XM_001585081.1.p1	XM_043326109.1.p1
OG0003471	XM_001590483.1.p1	XM_043328907.1.p1
OG0003472	XM_001597970.1.p1	XM_043322670.1.p1
OG0003473	XM_001584604.1.p1	XM_043322795.1.p1
OG0003474	XM_001597871.1.p1	XM_043323933.1.p1
OG0003476	XM_001587748.1.p1	XM_043321668.1.p1
OG0003477	XM_001591518.1.p1	XM_043326249.1.p1
OG0003478	XM_001593754.1.p1	XM_043326849.1.p1
OG0003479	XM_001591839.1.p1	XM_043324624.1.p1
OG0003480	XM_001598382.1.p1	XM_043329902.1.p1
OG0003482	XM_001588746.1.p1	XM_043328838.1.p1
OG0003484	XM_001597281.1.p1	XM_043321706.1.p1
OG0003487	XM_001586278.1.p1	XM_043327176.1.p1
OG0003488	XM_001595109.1.p1	XM_043320902.1.p1
OG0003489	XM_001592466.1.p1	XM_043321672.1.p1
OG0003490	XM_001589812.1.p1	XM_043325862.1.p1
OG0003492	XM_001597449.1.p1	XM_043326197.1.p1
OG0003495	XM_001586170.1.p1	XM_043321843.1.p1
OG0003496	XM_001585054.1.p1, XM_001595557.1.p1	XM_043322918.1.p1
OG0003498	XM_001595387.1.p1	XM_043326071.1.p1
OG0003499	XM_001595916.1.p1	XM_043328361.1.p1
OG0003500	XM_001590274.1.p1	XM_043329705.1.p1
OG0003502	XM_001598123.1.p1	XM_043327558.1.p1
OG0003503	XM_001598077.1.p1	XM_043321871.1.p1
OG0003505	XM_001591548.1.p1	XM_043323753.1.p1
OG0003506	XM_001585769.1.p1	XM_043322473.1.p1
OG0003507	XM_001593346.1.p1	XM_043320230.1.p1
OG0003510	XM_001590391.1.p1	XM_043325613.1.p1
OG0003511	XM_001585539.1.p1	XM_043320994.1.p1, XM_043321009.1.p1
OG0003513	XM_001591903.1.p1	XM_043320522.1.p1
OG0003515	XM_001588058.1.p1	XM_043330784.1.p1
OG0003516	XM_001586821.1.p1	XM_043324052.1.p1
OG0003517	XM_001584615.1.p1, XM_001595458.1.p1, XM_001597603.1.p1	XM_043329559.1.p1
OG0003518	XM_001586913.1.p1, XM_001594238.1.p1	XM_043329431.1.p1, XM_043324617.1.p1
OG0003519	XM_001594594.1.p1	XM_043323943.1.p1
OG0003522	XM_001590343.1.p1	XM_043326262.1.p1
OG0003523	XM_001592894.1.p1	XM_043322760.1.p1
OG0003524	XM_001591078.1.p1	XM_043325026.1.p1
OG0003526	XM_001588333.1.p1	XM_043323837.1.p1
OG0003527	XM_001596267.1.p1	XM_043320491.1.p1
OG0003528	XM_001589927.1.p1	XM_043320082.1.p1
OG0003529	XM_001590205.1.p1	XM_043330589.1.p1, XM_043332079.1.p1
OG0003530	XM_001587934.1.p1	XM_043322699.1.p1
OG0003532	XM_001592001.1.p1	XM_043330109.1.p1
OG0003533	XM_001585977.1.p1	XM_043321365.1.p1
OG0003534	XM_001594357.1.p1	XM_043326369.1.p1
OG0003535	XM_001594248.1.p1	XM_043323134.1.p1
OG0003536	XM_001589994.1.p1	XM_043329832.1.p1
OG0003537	XM_001588898.1.p1	XM_043323909.1.p1
OG0003538	XM_001587765.1.p1	XM_043320736.1.p1
OG0003540	XM_001598800.1.p1	XM_043320209.1.p1
OG0003541	XM_001594287.1.p1	XM_043326091.1.p1, XM_043326092.1.p1
OG0003542	XM_001594552.1.p1	XM_043329593.1.p1
OG0003544	XM_001589289.1.p1	XM_043320543.1.p1
OG0003545	XM_001585786.1.p1	XM_043328763.1.p1
OG0003546	XM_001588600.1.p1	XM_043323782.1.p1
OG0003548	XM_001591293.1.p1	XM_043323968.1.p1
OG0003551	XM_001591690.1.p1	XM_043324328.1.p1
OG0003552	XM_001594410.1.p1	XM_043320433.1.p1
OG0003553	XM_001591610.1.p1	XM_043327590.1.p1, XM_043327587.1.p1
OG0003554	XM_001585490.1.p1	XM_043326247.1.p1
OG0003556	XM_001589695.1.p1	XM_043326184.1.p1
OG0003558	XM_001584781.1.p1	XM_043324722.1.p1
OG0003560	XM_001593608.1.p1	XM_043331961.1.p1
OG0003563	XM_001592485.1.p1	XM_043325880.1.p1
OG0003565	XM_001597289.1.p1, XM_001594819.1.p1	XM_043330042.1.p1
OG0003566	XM_001590193.1.p1	XM_043331796.1.p1
OG0003567	XM_001586818.1.p1	XM_043330691.1.p1
OG0003568	XM_001589321.1.p1	XM_043322396.1.p1
OG0003570	XM_001586065.1.p1	XM_043322185.1.p1
OG0003571	XM_001585291.1.p1	XM_043320233.1.p1
OG0003572	XM_001585895.1.p1	XM_043324682.1.p1, XM_043329636.1.p1
OG0003574	XM_001585918.1.p1	XM_043329076.1.p1
OG0003575	XM_001591849.1.p1	XM_043320536.1.p1
OG0003577	XM_001597257.1.p1	XM_043322684.1.p1
OG0003579	XM_001597590.1.p1	XM_043324184.1.p1
OG0003581	XM_001598357.1.p1	XM_043324990.1.p1
OG0003585	XM_001586819.1.p1	XM_043323824.1.p1
OG0003586	XM_001594598.1.p1	XM_043320568.1.p1
OG0003591	XM_001598539.1.p1	XM_043321925.1.p1
OG0003592	XM_001586603.1.p1, XM_001589807.1.p1	XM_043323927.1.p1
OG0003594	XM_001591184.1.p1	XM_043329915.1.p1
OG0003595	XM_001597668.1.p1	XM_043320653.1.p1
OG0003596	XM_001597367.1.p1	XM_043322576.1.p1
OG0003597	XM_001587572.1.p1	XM_043321909.1.p1
OG0003599	XM_001597601.1.p1	XM_043323796.1.p1
OG0003600	XM_001586922.1.p1	XM_043323108.1.p1
OG0003601	XM_001596698.1.p1	XM_043329725.1.p1
OG0003602	XM_001596120.1.p1	XM_043324077.1.p1
OG0003603	XM_001595607.1.p1	XM_043332101.1.p1
OG0003608	XM_001589913.1.p1	XM_043322049.1.p1
OG0003609	XM_001595929.1.p1	XM_043325734.1.p1
OG0003610	XM_001586036.1.p1	XM_043321331.1.p1
OG0003611	XM_001594475.1.p1	XM_043321983.1.p1
OG0003612	XM_001591787.1.p1	XM_043331326.1.p1
OG0003613	XM_001598054.1.p1	XM_043323662.1.p1
OG0003614	XM_001590248.1.p1	XM_043320652.1.p1
OG0003616	XM_001593194.1.p1	XM_043331247.1.p1
OG0003617	XM_001592921.1.p1	XM_043331295.1.p1
OG0003618	XM_001587117.1.p1	XM_043324300.1.p1
OG0003620	XM_001588454.1.p1	XM_043328914.1.p1
OG0003621	XM_001596021.1.p1	XM_043322496.1.p1
OG0003622	XM_001588618.1.p1	XM_043320413.1.p1
OG0003624	XM_001588676.1.p1	XM_043324334.1.p1
OG0003625	XM_001596767.1.p1	XM_043321642.1.p1
OG0003626	XM_001594120.1.p1	XM_043325360.1.p1, XM_043325375.1.p1
OG0003627	XM_001588705.1.p1	XM_043331257.1.p1
OG0003628	XM_001595591.1.p1	XM_043321945.1.p1
OG0003629	XM_001585723.1.p1	XM_043320475.1.p1
OG0003630	XM_001586059.1.p1	XM_043329719.1.p1
OG0003631	XM_001597187.1.p1	XM_043320238.1.p1
OG0003632	XM_001586230.1.p1	XM_043327655.1.p1
OG0003634	XM_001590402.1.p1, XM_001590401.1.p1	XM_043326104.1.p1
OG0003635	XM_001586052.1.p1	XM_043320055.1.p1
OG0003637	XM_001596737.1.p1	XM_043323852.1.p1
OG0003639	XM_001587751.1.p1	XM_043321704.1.p1
OG0003640	XM_001587690.1.p1	XM_043330619.1.p1
OG0003641	XM_001587992.1.p1	XM_043330972.1.p1
OG0003642	XM_001594713.1.p1	XM_043322102.1.p1
OG0003644	XM_001598432.1.p1	XM_043330907.1.p1
OG0003647	XM_001594676.1.p1	XM_043329064.1.p1
OG0003648	XM_001596333.1.p1	XM_043321875.1.p1
OG0003649	XM_001591746.1.p1	XM_043321592.1.p1
OG0003650	XM_001594878.1.p1	XM_043326357.1.p1
OG0003652	XM_001593499.1.p1	XM_043320698.1.p1
OG0003653	XM_001591742.1.p1	XM_043324138.1.p1
OG0003656	XM_001598874.1.p1	XM_043322028.1.p1
OG0003657	XM_001595352.1.p1	XM_043323107.1.p1, XM_043328342.1.p1
OG0003661	XM_001591093.1.p1	XM_043323819.1.p1
OG0003662	XM_001595386.1.p1, XM_001597540.1.p1	XM_043330913.1.p1
OG0003663	XM_001595642.1.p1	XM_043324925.1.p1
OG0003665	XM_001596461.1.p1	XM_043320714.1.p1
OG0003666	XM_001594989.1.p1	XM_043320796.1.p1
OG0003667	XM_001589938.1.p1	XM_043320118.1.p1
OG0003668	XM_001592591.1.p1	XM_043325669.1.p1
OG0003670	XM_001595942.1.p1	XM_043324798.1.p1
OG0003671	XM_001592805.1.p1	XM_043321689.1.p1
OG0003672	XM_001592757.1.p1	XM_043328557.1.p1
OG0003674	XM_001594587.1.p1	XM_043323595.1.p1
OG0003675	XM_001596709.1.p1	XM_043326434.1.p1
OG0003676	XM_001585558.1.p1	XM_043325885.1.p1
OG0003678	XM_001593078.1.p1	XM_043330542.1.p1, XM_043330541.1.p1
OG0003679	XM_001586168.1.p1	XM_043324909.1.p1
OG0003680	XM_001586610.1.p1	XM_043327040.1.p1
OG0003681	XM_001595166.1.p1	XM_043324828.1.p1
OG0003682	XM_001589989.1.p1	XM_043320637.1.p1
OG0003683	XM_001594453.1.p1	XM_043323613.1.p1
OG0003684	XM_001593486.1.p1	XM_043322602.1.p1
OG0003686	XM_001587738.1.p1	XM_043328387.1.p1
OG0003688	XM_001598497.1.p1	XM_043324256.1.p1
OG0003689	XM_001586606.1.p1	XM_043320953.1.p1
OG0003690	XM_001597944.1.p1	XM_043325117.1.p1
OG0003691	XM_001588071.1.p1, XM_001586484.1.p1	XM_043324653.1.p1
OG0003692	XM_001587516.1.p1	XM_043322956.1.p1
OG0003694	XM_001588560.1.p1	XM_043324900.1.p1
OG0003696	XM_001597377.1.p1	XM_043324026.1.p1
OG0003697	XM_001597230.1.p1	XM_043330812.1.p1
OG0003698	XM_001594781.1.p1	XM_043331643.1.p1, XM_043331641.1.p1, XM_043327398.1.p1, XM_043319891.1.p1
OG0003700	XM_001593052.1.p1	XM_043321397.1.p1
OG0003701	XM_001596635.1.p1	XM_043321579.1.p1
OG0003702	XM_001594434.1.p1	XM_043326274.1.p1
OG0003704	XM_001596216.1.p1	XM_043329701.1.p1
OG0003705	XM_001597089.1.p1	XM_043320212.1.p1
OG0003706	XM_001588980.1.p1	XM_043323610.1.p1
OG0003707	XM_001589785.1.p1	XM_043326954.1.p1, XM_043320766.1.p1
OG0003708	XM_001590779.1.p1	XM_043328953.1.p1
OG0003709	XM_001587413.1.p1	XM_043321905.1.p1
OG0003710	XM_001597574.1.p1	XM_043323973.1.p1
OG0003711	XM_001587601.1.p1	XM_043324105.1.p1
OG0003713	XM_001590393.1.p1	XM_043323772.1.p1
OG0003714	XM_001590399.1.p1	XM_043322559.1.p1
OG0003715	XM_001591902.1.p1	XM_043331925.1.p1
OG0003718	XM_001597498.1.p1	XM_043323591.1.p1
OG0003719	XM_001587395.1.p1	XM_043324265.1.p1
OG0003721	XM_001594151.1.p1	XM_043331296.1.p1
OG0003722	XM_001595764.1.p1	XM_043327592.1.p1
OG0003723	XM_001589104.1.p1	XM_043324320.1.p1
OG0003724	XM_001587677.1.p1	XM_043329575.1.p1
OG0003725	XM_001588470.1.p1	XM_043323749.1.p1
OG0003726	XM_001598384.1.p1	XM_043327644.1.p1
OG0003728	XM_001597705.1.p1	XM_043320604.1.p1
OG0003729	XM_001590684.1.p1	XM_043331545.1.p1
OG0003730	XM_001595506.1.p1	XM_043320089.1.p1
OG0003731	XM_001598466.1.p1	XM_043322983.1.p1
OG0003732	XM_001590883.1.p1	XM_043328949.1.p1
OG0003733	XM_001595678.1.p1	XM_043321820.1.p1
OG0003734	XM_001594469.1.p1	XM_043323700.1.p1
OG0003736	XM_001585584.1.p1, XM_001585583.1.p1	XM_043323000.1.p1
OG0003737	XM_001591238.1.p1	XM_043323675.1.p1
OG0003738	XM_001590499.1.p1	XM_043320106.1.p1
OG0003743	XM_001598655.1.p1	XM_043323754.1.p1
OG0003744	XM_001593093.1.p1	XM_043323784.1.p1
OG0003745	XM_001587542.1.p1	XM_043331631.1.p1
OG0003746	XM_001589351.1.p1	XM_043327220.1.p1
OG0003747	XM_001597897.1.p1	XM_043331735.1.p1
OG0003748	XM_001597031.1.p1	XM_043322368.1.p1
OG0003749	XM_001597300.1.p1	XM_043320274.1.p1
OG0003750	XM_001594821.1.p1	XM_043323939.1.p1
OG0003751	XM_001586370.1.p1	XM_043321393.1.p1
OG0003753	XM_001598295.1.p1	XM_043320623.1.p1
OG0003754	XM_001598056.1.p1	XM_043321433.1.p1
OG0003755	XM_001595786.1.p1	XM_043330290.1.p1
OG0003757	XM_001598534.1.p1	XM_043330982.1.p1
OG0003761	XM_001594216.1.p1	XM_043322925.1.p1
OG0003764	XM_001587387.1.p1	XM_043320326.1.p1
OG0003765	XM_001585834.1.p1	XM_043323701.1.p1
OG0003767	XM_001591700.1.p1	XM_043322746.1.p1
OG0003768	XM_001595486.1.p1	XM_043323124.1.p1, XM_043325198.1.p1, XM_043329238.1.p1, XM_043325199.1.p1, XM_043320340.1.p1, XM_043324357.1.p1
OG0003769	XM_001594158.1.p1	XM_043320327.1.p1
OG0003770	XM_001587804.1.p1	XM_043323790.1.p1
OG0003793	XM_001592006.1.p1	XM_043320280.1.p1
OG0003795	XM_001586031.1.p1	XM_043331302.1.p1
OG0003796	XM_001585850.1.p1	XM_043323128.1.p1
OG0003798	XM_001588547.1.p1	XM_043320353.1.p1
OG0003799	XM_001597481.1.p1	XM_043326018.1.p1
OG0003801	XM_001593175.1.p1	XM_043323886.1.p1
OG0003803	XM_001594389.1.p1	XM_043322631.1.p1
OG0003805	XM_001593220.1.p1	XM_043321692.1.p1
OG0003811	XM_001596384.1.p1	XM_043329457.1.p1
OG0003812	XM_001589490.1.p1	XM_043320781.1.p1
OG0003813	XM_001594866.1.p1	XM_043323012.1.p1
OG0003814	XM_001597385.1.p1	XM_043329634.1.p1
OG0003816	XM_001584587.1.p1	XM_043327024.1.p1
OG0003817	XM_001597953.1.p1	XM_043324694.1.p1
OG0003818	XM_001598097.1.p1, XM_001595022.1.p1	XM_043321269.1.p1, XM_043319916.1.p1
OG0003820	XM_001594791.1.p1	XM_043324905.1.p1
OG0003821	XM_001594916.1.p1	XM_043324965.1.p1
OG0003823	XM_001585722.1.p1	XM_043324169.1.p1
OG0003824	XM_001595230.1.p1	XM_043320107.1.p1
OG0003826	XM_001595654.1.p1	XM_043323154.1.p1
OG0003827	XM_001588981.1.p1	XM_043323763.1.p1
OG0003828	XM_001595629.1.p1	XM_043321599.1.p1
OG0003829	XM_001592388.1.p1	XM_043323800.1.p1
OG0003830	XM_001592300.1.p1	XM_043327939.1.p1
OG0003832	XM_001592442.1.p1	XM_043329434.1.p1
OG0003833	XM_001596109.1.p1	XM_043321475.1.p1
OG0003834	XM_001587420.1.p1	XM_043328232.1.p1
OG0003836	XM_001593010.1.p1	XM_043327476.1.p1
OG0003837	XM_001590278.1.p1	XM_043328948.1.p1
OG0003838	XM_001594307.1.p1	XM_043327216.1.p1
OG0003839	XM_001594189.1.p1	XM_043326345.1.p1
OG0003840	XM_001595964.1.p1	XM_043321727.1.p1
OG0003841	XM_001590689.1.p1	XM_043321975.1.p1
OG0003843	XM_001595507.1.p1	XM_043329098.1.p1
OG0003844	XM_001590884.1.p1	XM_043330041.1.p1
OG0003845	XM_001588465.1.p1	XM_043326544.1.p1
OG0003848	XM_001588130.1.p1	XM_043324860.1.p1
OG0003851	XM_001598355.1.p1	XM_043322629.1.p1
OG0003852	XM_001591301.1.p1	XM_043326322.1.p1
