Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Fusarium_oxysporum_cds_prot
OG0004641	XM_001590484.1.p1	lcl|NC_030994.1_cds_XP_018246359.1_19426.p1
OG0004642	XM_001585752.1.p1	lcl|NC_030996.1_cds_XP_018247085.1_22504.p1
OG0004643	XM_001588271.1.p1	lcl|NC_030997.1_cds_XP_018254465.1_24296.p1
OG0004645	XM_001587730.1.p1	lcl|NC_030990.1_cds_XP_018234745.1_11645.p1
OG0004646	XM_001597095.1.p1	lcl|NC_030987.1_cds_XP_018245336.1_5525.p1
OG0004647	XM_001588280.1.p1	lcl|NC_030992.1_cds_XP_018240233.1_15148.p1
OG0004649	XM_001591806.1.p1	lcl|NC_030990.1_cds_XP_018235535.1_12435.p1
OG0004650	XM_001595010.1.p1	lcl|NC_030994.1_cds_XP_018251030.1_19989.p1, lcl|NC_030994.1_cds_XP_018251034.1_19993.p1
OG0004653	XM_001593255.1.p1	lcl|NC_030988.1_cds_XP_018242379.1_7007.p1, lcl|NC_030991.1_cds_XP_018244393.1_13430.p1, lcl|NC_030991.1_cds_XP_018244206.1_13243.p1, lcl|NC_030986.1_cds_XP_018233125.1_2367.p1
OG0004654	XM_001592450.1.p1	lcl|NC_030995.1_cds_XP_018249951.1_21635.p1
OG0004655	XM_001589797.1.p1	lcl|NC_030986.1_cds_XP_018249068.1_343.p1
OG0004656	XM_001592804.1.p1	lcl|NC_030987.1_cds_XP_018241452.1_4064.p1
OG0004658	XM_001593899.1.p1	lcl|NC_030992.1_cds_XP_018240676.1_15591.p1
OG0004661	XM_001597587.1.p1	lcl|NC_030993.1_cds_XP_018238025.1_18570.p1, lcl|NC_030996.1_cds_XP_018247693.1_23112.p1, lcl|NC_030997.1_cds_XP_018254183.1_24014.p1
OG0004664	XM_001586071.1.p1	lcl|NC_030986.1_cds_XP_018232245.1_1487.p1
OG0004665	XM_001597071.1.p1	lcl|NC_030987.1_cds_XP_018245065.1_5254.p1
OG0004666	XM_001591916.1.p1	lcl|NC_030990.1_cds_XP_018235809.1_12709.p1
OG0004667	XM_001595113.1.p1	lcl|NC_030990.1_cds_XP_018234781.1_11681.p1
OG0004669	XM_001592697.1.p1	lcl|NC_030999.1_cds_XP_018253835.1_25261.p1, lcl|NC_030987.1_cds_XP_018241410.1_4025.p1, lcl|NC_030987.1_cds_XP_018241411.1_4024.p1, lcl|NC_030988.1_cds_XP_018251882.1_6459.p1
OG0004671	XM_001593571.1.p1	lcl|NC_030993.1_cds_XP_018256123.1_18750.p1
OG0004672	XM_001588432.1.p1	lcl|NC_030986.1_cds_XP_018249087.1_362.p1
OG0004674	XM_001585260.1.p1	lcl|NC_030987.1_cds_XP_018245302.1_5491.p1
OG0004675	XM_001597249.1.p1	lcl|NC_030986.1_cds_XP_018248850.1_125.p1
OG0004676	XM_001589422.1.p1	lcl|NC_030995.1_cds_XP_018250112.1_21796.p1
OG0004678	XM_001586113.1.p1	lcl|NC_030987.1_cds_XP_018244768.1_4957.p1, lcl|NC_030998.1_cds_XP_018250436.1_24447.p1
OG0004679	XM_001597192.1.p1	lcl|NC_030986.1_cds_XP_018232381.1_1624.p1, lcl|NC_030986.1_cds_XP_018232382.1_1625.p1, lcl|NC_030986.1_cds_XP_018232383.1_1626.p1
OG0004680	XM_001585959.1.p1	lcl|NW_017264847.1_cds_XP_018257819.1_26980.p1
OG0004681	XM_001593454.1.p1	lcl|NC_030992.1_cds_XP_018239717.1_14632.p1, lcl|NC_030986.1_cds_XP_018232431.1_1673.p1, lcl|NC_031000.1_cds_XP_018255908.1_26246.p1, lcl|NC_030997.1_cds_XP_018254434.1_24265.p1
OG0004684	XM_001590385.1.p1	lcl|NC_030992.1_cds_XP_018240744.1_15659.p1
OG0004686	XM_001591515.1.p1	lcl|NC_030987.1_cds_XP_018245681.1_5870.p1
OG0004687	XM_001589917.1.p1	lcl|NC_030989.1_cds_XP_018243834.1_8783.p1
OG0004688	XM_001587725.1.p1	lcl|NC_030989.1_cds_XP_018243545.1_8494.p1
OG0004689	XM_001586964.1.p1	lcl|NC_030987.1_cds_XP_018241355.1_3969.p1
OG0004691	XM_001595340.1.p1	lcl|NC_030990.1_cds_XP_018235436.1_12337.p1
OG0004695	XM_001591098.1.p1	lcl|NC_030994.1_cds_XP_018246427.1_19494.p1
OG0004696	XM_001598818.1.p1	lcl|NC_030992.1_cds_XP_018240629.1_15544.p1
OG0004699	XM_001597622.1.p1	lcl|NC_030994.1_cds_XP_018246079.1_19146.p1
OG0004700	XM_001598244.1.p1	lcl|NC_030986.1_cds_XP_018249140.1_418.p1, lcl|NC_030986.1_cds_XP_018249141.1_417.p1, lcl|NC_030986.1_cds_XP_018249142.1_416.p1, lcl|NC_030986.1_cds_XP_018249143.1_415.p1
OG0004702	XM_001596317.1.p1	lcl|NC_030994.1_cds_XP_018246326.1_19393.p1
OG0004704	XM_001586799.1.p1	lcl|NC_030986.1_cds_XP_018232981.1_2223.p1
OG0004705	XM_001586209.1.p1	lcl|NC_030993.1_cds_XP_018237163.1_17708.p1
OG0004706	XM_001597372.1.p1	lcl|NC_030990.1_cds_XP_018234806.1_11707.p1
OG0004707	XM_001596944.1.p1	lcl|NC_030992.1_cds_XP_018247830.1_15960.p1
OG0004708	XM_001585371.1.p1	lcl|NC_030992.1_cds_XP_018248344.1_16474.p1
OG0004709	XM_001595801.1.p1	lcl|NC_030995.1_cds_XP_018253215.1_20966.p1
OG0004716	XM_001595381.1.p1	lcl|NC_030993.1_cds_XP_018236866.1_17411.p1
OG0004717	XM_001587620.1.p1	lcl|NC_030990.1_cds_XP_018234150.1_11050.p1
OG0004719	XM_001592763.1.p1	lcl|NC_030989.1_cds_XP_018243430.1_8379.p1
OG0004720	XM_001587944.1.p1	lcl|NC_030989.1_cds_XP_018243745.1_8694.p1
OG0004721	XM_001596035.1.p1	lcl|NC_030987.1_cds_XP_018241724.1_4338.p1
OG0004722	XM_001597403.1.p1	lcl|NC_030986.1_cds_XP_018249414.1_689.p1
OG0004723	XM_001597649.1.p1	lcl|NC_030987.1_cds_XP_018245344.1_5533.p1
OG0004724	XM_001593480.1.p1	lcl|NC_030992.1_cds_XP_018239978.1_14893.p1
OG0004725	XM_001595677.1.p1	lcl|NC_030992.1_cds_XP_018240743.1_15658.p1
OG0004726	XM_001586763.1.p1	lcl|NC_030996.1_cds_XP_018246963.1_22382.p1, lcl|NC_030998.1_cds_XP_018250641.1_24652.p1, lcl|NC_030993.1_cds_XP_018256212.1_18839.p1
OG0004727	XM_001592866.1.p1	lcl|NC_030986.1_cds_XP_018233750.1_2992.p1
OG0004729	XM_001597708.1.p1	lcl|NC_030987.1_cds_XP_018242160.1_4774.p1
OG0004730	XM_001586764.1.p1	lcl|NC_030986.1_cds_XP_018232934.1_2176.p1
OG0004731	XM_001591751.1.p1	lcl|NC_030989.1_cds_XP_018238947.1_10022.p1, lcl|NC_030991.1_cds_XP_018257948.1_13979.p1, lcl|NC_030999.1_cds_XP_018253872.1_25298.p1, lcl|NC_030999.1_cds_XP_018253885.1_25311.p1
OG0004732	XM_001595013.1.p1	lcl|NW_017264847.1_cds_XP_018257809.1_26970.p1, lcl|NC_030987.1_cds_XP_018242325.1_4939.p1
OG0004734	XM_001596062.1.p1	lcl|NC_030987.1_cds_XP_018241503.1_4117.p1
OG0004735	XM_001593205.1.p1	lcl|NC_030986.1_cds_XP_018233155.1_2397.p1
OG0004739	XM_001584754.1.p1	lcl|NC_030992.1_cds_XP_018247986.1_16116.p1
OG0004740	XM_001585816.1.p1	lcl|NC_030987.1_cds_XP_018245507.1_5696.p1
OG0004741	XM_001595485.1.p1	lcl|NC_030995.1_cds_XP_018250245.1_21929.p1, lcl|NC_030992.1_cds_XP_018248607.1_16737.p1
OG0004742	XM_001589721.1.p1	lcl|NC_030996.1_cds_XP_018247734.1_23153.p1
OG0004743	XM_001591172.1.p1	lcl|NC_030986.1_cds_XP_018249403.1_678.p1
OG0004744	XM_001592431.1.p1	lcl|NC_030986.1_cds_XP_018232893.1_2135.p1
OG0004745	XM_001597868.1.p1	lcl|NC_030992.1_cds_XP_018248372.1_16502.p1
OG0004746	XM_001589060.1.p1	lcl|NC_030987.1_cds_XP_018245416.1_5605.p1
OG0004748	XM_001586802.1.p1	lcl|NC_030986.1_cds_XP_018232986.1_2228.p1
OG0004749	XM_001587488.1.p1	lcl|NC_030990.1_cds_XP_018234799.1_11699.p1
OG0004750	XM_001587489.1.p1	lcl|NC_030990.1_cds_XP_018234796.1_11696.p1
OG0004751	XM_001597489.1.p1	lcl|NC_031000.1_cds_XP_018257483.1_25750.p1, lcl|NC_030990.1_cds_XP_018234288.1_11188.p1
OG0004753	XM_001587303.1.p1	lcl|NC_030990.1_cds_XP_018234147.1_11047.p1
OG0004754	XM_001594796.1.p1	lcl|NC_030987.1_cds_XP_018241539.1_4153.p1
OG0004755	XM_001596142.1.p1	lcl|NC_030993.1_cds_XP_018237241.1_17786.p1
OG0004756	XM_001592198.1.p1	lcl|NC_030992.1_cds_XP_018247852.1_15982.p1
OG0004757	XM_001594617.1.p1	lcl|NC_030992.1_cds_XP_018240916.1_15831.p1, lcl|NC_030997.1_cds_XP_018252404.1_23429.p1
OG0004760	XM_001594945.1.p1	lcl|NC_030986.1_cds_XP_018231576.1_818.p1
OG0004761	XM_001596803.1.p1	lcl|NC_030990.1_cds_XP_018234395.1_11295.p1
OG0004762	XM_001586434.1.p1	lcl|NC_030990.1_cds_XP_018235308.1_12208.p1
OG0004763	XM_001591755.1.p1	lcl|NC_030989.1_cds_XP_018238944.1_10019.p1
OG0004765	XM_001586800.1.p1	lcl|NC_030986.1_cds_XP_018232985.1_2227.p1
OG0004766	XM_001585737.1.p1	lcl|NC_030989.1_cds_XP_018238768.1_9843.p1
OG0004767	XM_001589238.1.p1	lcl|NC_030989.1_cds_XP_018238787.1_9863.p1, lcl|NC_030989.1_cds_XP_018238788.1_9862.p1
OG0004768	XM_001596532.1.p1	lcl|NC_030986.1_cds_XP_018232185.1_1428.p1
OG0004769	XM_001594747.1.p1	lcl|NC_030991.1_cds_XP_018244410.1_13447.p1, lcl|NC_031000.1_cds_XP_018254671.1_26027.p1, lcl|NC_030986.1_cds_XP_018232523.1_1765.p1
OG0004770	XM_001592170.1.p1	lcl|NC_030986.1_cds_XP_018232362.1_1604.p1
OG0004771	XM_001584715.1.p1	lcl|NC_030986.1_cds_XP_018232574.1_1816.p1
OG0004773	XM_001595879.1.p1	lcl|NC_030987.1_cds_XP_018242301.1_4916.p1
OG0004774	XM_001587032.1.p1	lcl|NC_030987.1_cds_XP_018241354.1_3966.p1, lcl|NC_030997.1_cds_XP_018254140.1_23971.p1
OG0004775	XM_001598495.1.p1	lcl|NC_030989.1_cds_XP_018243722.1_8671.p1, lcl|NC_030989.1_cds_XP_018243724.1_8673.p1, lcl|NC_030989.1_cds_XP_018243726.1_8675.p1
OG0004777	XM_001593590.1.p1	lcl|NC_030992.1_cds_XP_018240766.1_15681.p1
OG0004778	XM_001590701.1.p1	lcl|NC_030987.1_cds_XP_018244855.1_5044.p1
OG0004779	XM_001595788.1.p1	lcl|NC_030989.1_cds_XP_018243933.1_8882.p1
OG0004780	XM_001588075.1.p1	lcl|NC_030992.1_cds_XP_018239994.1_14909.p1
OG0004781	XM_001595000.1.p1	lcl|NC_030995.1_cds_XP_018249702.1_21386.p1
OG0004784	XM_001598891.1.p1	lcl|NC_030994.1_cds_XP_018251461.1_20420.p1
OG0004786	XM_001594669.1.p1	lcl|NC_030986.1_cds_XP_018231768.1_1010.p1
OG0004787	XM_001587968.1.p1	lcl|NC_030994.1_cds_XP_018251350.1_20309.p1
OG0004788	XM_001585716.1.p1	lcl|NC_030986.1_cds_XP_018231579.1_821.p1
OG0004790	XM_001596633.1.p1, XM_001585229.1.p1	lcl|NC_030987.1_cds_XP_018245118.1_5307.p1
OG0004791	XM_001592990.1.p1	lcl|NC_030986.1_cds_XP_018233086.1_2328.p1
OG0004792	XM_001595515.1.p1	lcl|NC_030996.1_cds_XP_018247607.1_23026.p1, lcl|NC_030988.1_cds_XP_018242849.1_7477.p1, lcl|NC_030987.1_cds_XP_018241324.1_3938.p1
OG0004794	XM_001587177.1.p1	lcl|NC_030987.1_cds_XP_018241176.1_3790.p1
OG0004795	XM_001590243.1.p1	lcl|NC_030994.1_cds_XP_018246091.1_19158.p1
OG0004796	XM_001585160.1.p1	lcl|NW_017264847.1_cds_XP_018257798.1_26959.p1, lcl|NC_030997.1_cds_XP_018252534.1_23559.p1, lcl|NC_030987.1_cds_XP_018245497.1_5686.p1
OG0004798	XM_001586255.1.p1	lcl|NC_030986.1_cds_XP_018231751.1_993.p1
OG0004799	XM_001590024.1.p1	lcl|NC_030995.1_cds_XP_018252990.1_20741.p1, lcl|NC_030994.1_cds_XP_018251495.1_20454.p1
OG0004800	XM_001594771.1.p1	lcl|NC_030986.1_cds_XP_018232518.1_1760.p1
OG0004801	XM_001589355.1.p1	lcl|NC_030993.1_cds_XP_018237961.1_18506.p1
OG0004802	XM_001592171.1.p1	lcl|NC_030986.1_cds_XP_018232363.1_1605.p1
OG0004803	XM_001586131.1.p1	lcl|NC_030987.1_cds_XP_018245592.1_5781.p1
OG0004804	XM_001594305.1.p1	lcl|NC_030987.1_cds_XP_018245688.1_5878.p1
OG0004805	XM_001596722.1.p1	lcl|NC_030987.1_cds_XP_018245473.1_5662.p1
OG0004809	XM_001586502.1.p1	lcl|NC_030990.1_cds_XP_018235810.1_12710.p1
OG0004811	XM_001587136.1.p1	lcl|NC_030994.1_cds_XP_018251194.1_20153.p1
OG0004812	XM_001585205.1.p1	lcl|NC_030993.1_cds_XP_018236366.1_16911.p1, lcl|NC_030993.1_cds_XP_018236453.1_16998.p1
OG0004814	XM_001593134.1.p1	lcl|NC_030989.1_cds_XP_018243872.1_8821.p1
OG0004819	XM_001588733.1.p1	lcl|NC_030992.1_cds_XP_018240535.1_15450.p1
OG0004820	XM_001593081.1.p1	lcl|NC_030987.1_cds_XP_018245604.1_5793.p1
OG0004821	XM_001592642.1.p1	lcl|NC_030990.1_cds_XP_018236074.1_12974.p1
OG0004823	XM_001595397.1.p1	lcl|NC_030993.1_cds_XP_018237767.1_18312.p1, lcl|NC_030992.1_cds_XP_018240006.1_14921.p1, lcl|NC_030988.1_cds_XP_018254870.1_7800.p1
OG0004824	XM_001597272.1.p1	lcl|NC_030990.1_cds_XP_018255379.1_10888.p1, lcl|NC_030996.1_cds_XP_018257194.1_22193.p1
OG0004829	XM_001587093.1.p1	lcl|NC_030987.1_cds_XP_018241729.1_4343.p1
OG0004865	XM_001598642.1.p1	lcl|NC_030999.1_cds_XP_018254001.1_25425.p1, lcl|NC_030988.1_cds_XP_018242988.1_7616.p1, lcl|NC_030990.1_cds_XP_018235771.1_12671.p1, lcl|NC_030988.1_cds_XP_018252027.1_6604.p1, lcl|NC_030999.1_cds_XP_018253759.1_25185.p1
OG0004866	XM_001587318.1.p1	lcl|NC_030994.1_cds_XP_018246774.1_19841.p1
OG0004867	XM_001594541.1.p1	lcl|NC_030990.1_cds_XP_018235169.1_12068.p1
OG0004868	XM_001598356.1.p1	lcl|NC_030986.1_cds_XP_018233092.1_2334.p1
OG0004870	XM_001590745.1.p1	lcl|NC_030987.1_cds_XP_018245179.1_5368.p1
OG0004872	XM_001594143.1.p1	lcl|NC_030993.1_cds_XP_018237886.1_18431.p1
OG0004873	XM_001594456.1.p1	lcl|NC_030986.1_cds_XP_018233812.1_3054.p1, lcl|NC_030986.1_cds_XP_018233811.1_3053.p1
OG0004874	XM_001594466.1.p1	lcl|NC_030993.1_cds_XP_018236920.1_17465.p1
OG0004875	XM_001585278.1.p1	lcl|NC_030990.1_cds_XP_018235702.1_12602.p1
OG0004876	XM_001596307.1.p1	lcl|NC_030987.1_cds_XP_018242083.1_4697.p1
OG0004878	XM_001586977.1.p1, XM_001585105.1.p1	lcl|NC_030996.1_cds_XP_018247199.1_22618.p1, lcl|NC_030989.1_cds_XP_018238495.1_9570.p1, lcl|NW_017264855.1_cds_XP_018258618.1_26547.p1
OG0004879	XM_001598288.1.p1	lcl|NC_030994.1_cds_XP_018245911.1_18978.p1
OG0004880	XM_001591808.1.p1	lcl|NC_030990.1_cds_XP_018235715.1_12615.p1
OG0004883	XM_001596691.1.p1	lcl|NC_030986.1_cds_XP_018232174.1_1416.p1
OG0004884	XM_001587758.1.p1	lcl|NC_030989.1_cds_XP_018238070.1_9145.p1
OG0004885	XM_001597967.1.p1	lcl|NC_030995.1_cds_XP_018249758.1_21442.p1
OG0004887	XM_001584500.1.p1	lcl|NC_030989.1_cds_XP_018243258.1_8207.p1
OG0004888	XM_001598153.1.p1	lcl|NC_030992.1_cds_XP_018239839.1_14754.p1
OG0004889	XM_001597502.1.p1	lcl|NC_030994.1_cds_XP_018246088.1_19155.p1
OG0004890	XM_001591014.1.p1	lcl|NC_030990.1_cds_XP_018234339.1_11238.p1, lcl|NC_030990.1_cds_XP_018234338.1_11239.p1
OG0004891	XM_001585636.1.p1	lcl|NC_030990.1_cds_XP_018234166.1_11066.p1
OG0004892	XM_001592549.1.p1	lcl|NC_030986.1_cds_XP_018231896.1_1138.p1
OG0004893	XM_001596801.1.p1	lcl|NC_030990.1_cds_XP_018234189.1_11089.p1
OG0004894	XM_001594547.1.p1	lcl|NC_030990.1_cds_XP_018235166.1_12066.p1
OG0004895	XM_001590690.1.p1	lcl|NC_030995.1_cds_XP_018249505.1_21189.p1
OG0004899	XM_001597646.1.p1	lcl|NC_030987.1_cds_XP_018245343.1_5532.p1
OG0004900	XM_001587456.1.p1	lcl|NC_030986.1_cds_XP_018249276.1_551.p1
OG0004901	XM_001588982.1.p1	lcl|NC_030990.1_cds_XP_018235417.1_12317.p1
OG0004903	XM_001598859.1.p1	lcl|NC_030986.1_cds_XP_018249193.1_468.p1
OG0004904	XM_001596831.1.p1	lcl|NC_030987.1_cds_XP_018242042.1_4656.p1, lcl|NC_030987.1_cds_XP_018242041.1_4655.p1
OG0004905	XM_001587265.1.p1	lcl|NC_030994.1_cds_XP_018246553.1_19620.p1
OG0004906	XM_001588654.1.p1	lcl|NC_030992.1_cds_XP_018240579.1_15494.p1
OG0004907	XM_001594537.1.p1	lcl|NC_030986.1_cds_XP_018232809.1_2051.p1
OG0004908	XM_001591298.1.p1	lcl|NC_030989.1_cds_XP_018238088.1_9163.p1
OG0004909	XM_001590878.1.p1	lcl|NC_030990.1_cds_XP_018235996.1_12896.p1
OG0004910	XM_001588931.1.p1	lcl|NC_030989.1_cds_XP_018238900.1_9975.p1
OG0004911	XM_001587143.1.p1	lcl|NC_030994.1_cds_XP_018251321.1_20280.p1
OG0004913	XM_001592811.1.p1	lcl|NC_030986.1_cds_XP_018233584.1_2826.p1
OG0004916	XM_001588582.1.p1, XM_001586591.1.p1	lcl|NC_030992.1_cds_XP_018248143.1_16273.p1
OG0004917	XM_001588661.1.p1	lcl|NC_030992.1_cds_XP_018239633.1_14548.p1
OG0004919	XM_001588364.1.p1	lcl|NC_030986.1_cds_XP_018233666.1_2908.p1, lcl|NC_030986.1_cds_XP_018233665.1_2907.p1
OG0004920	XM_001595292.1.p1	lcl|NC_030986.1_cds_XP_018233845.1_3085.p1, lcl|NC_030986.1_cds_XP_018233843.1_3087.p1
OG0004921	XM_001587734.1.p1	lcl|NC_030994.1_cds_XP_018251415.1_20374.p1
OG0004922	XM_001594910.1.p1	lcl|NC_030993.1_cds_XP_018236514.1_17059.p1
OG0004923	XM_001598411.1.p1	lcl|NC_030990.1_cds_XP_018235256.1_12156.p1
OG0004924	XM_001598762.1.p1	lcl|NC_030992.1_cds_XP_018240960.1_15875.p1
OG0004925	XM_001592240.1.p1	lcl|NC_030995.1_cds_XP_018249855.1_21539.p1
OG0004926	XM_001590219.1.p1	lcl|NC_030990.1_cds_XP_018235251.1_12151.p1
OG0004928	XM_001596072.1.p1	lcl|NC_030993.1_cds_XP_018237608.1_18153.p1
OG0004929	XM_001590277.1.p1	lcl|NC_030990.1_cds_XP_018234372.1_11272.p1, lcl|NC_030990.1_cds_XP_018234373.1_11273.p1
OG0004932	XM_001595960.1.p1	lcl|NC_030996.1_cds_XP_018247345.1_22764.p1, lcl|NC_030990.1_cds_XP_018255213.1_10722.p1
OG0004933	XM_001584692.1.p1	lcl|NC_030989.1_cds_XP_018243949.1_8898.p1
OG0004935	XM_001589183.1.p1	lcl|NC_030990.1_cds_XP_018236246.1_13146.p1, lcl|NC_030997.1_cds_XP_018252399.1_23424.p1
OG0004937	XM_001594959.1.p1	lcl|NW_017264847.1_cds_XP_018257849.1_27010.p1
OG0004938	XM_001588392.1.p1	lcl|NC_030987.1_cds_XP_018241516.1_4130.p1, lcl|NC_030987.1_cds_XP_018241513.1_4127.p1
OG0004939	XM_001587999.1.p1	lcl|NC_030993.1_cds_XP_018236464.1_17009.p1
OG0004940	XM_001586995.1.p1	lcl|NC_030987.1_cds_XP_018241216.1_3830.p1
OG0004941	XM_001587179.1.p1	lcl|NC_030986.1_cds_XP_018233463.1_2705.p1
OG0004943	XM_001597901.1.p1	lcl|NC_030990.1_cds_XP_018234514.1_11414.p1
OG0004944	XM_001585965.1.p1	lcl|NC_030987.1_cds_XP_018241758.1_4372.p1
OG0004946	XM_001587780.1.p1	lcl|NC_030989.1_cds_XP_018238110.1_9185.p1
OG0004947	XM_001596946.1.p1	lcl|NC_030994.1_cds_XP_018246405.1_19472.p1
OG0004948	XM_001596537.1.p1	lcl|NC_030990.1_cds_XP_018235153.1_12054.p1
OG0004949	XM_001593502.1.p1	lcl|NC_030992.1_cds_XP_018240793.1_15708.p1
OG0004950	XM_001587201.1.p1	lcl|NC_030995.1_cds_XP_018253092.1_20843.p1
OG0004951	XM_001585137.1.p1	lcl|NC_030987.1_cds_XP_018241832.1_4446.p1
OG0004952	XM_001598627.1.p1	lcl|NC_030988.1_cds_XP_018256733.1_6880.p1, lcl|NC_030994.1_cds_XP_018245847.1_18914.p1, lcl|NC_030986.1_cds_XP_018248974.1_249.p1
OG0004953	XM_001598193.1.p1	lcl|NC_030993.1_cds_XP_018236784.1_17329.p1
OG0004954	XM_001588612.1.p1	lcl|NC_030986.1_cds_XP_018249221.1_496.p1
OG0004955	XM_001590795.1.p1	lcl|NC_030987.1_cds_XP_018242010.1_4624.p1
OG0004956	XM_001591920.1.p1	lcl|NC_030994.1_cds_XP_018246731.1_19798.p1
OG0004957	XM_001588031.1.p1	lcl|NC_030992.1_cds_XP_018248427.1_16557.p1
OG0004959	XM_001595188.1.p1	lcl|NC_030987.1_cds_XP_018241696.1_4310.p1
OG0004960	XM_001592302.1.p1	lcl|NC_030986.1_cds_XP_018232375.1_1618.p1, lcl|NC_030986.1_cds_XP_018232376.1_1617.p1
OG0004961	XM_001585456.1.p1	lcl|NC_030994.1_cds_XP_018251027.1_19986.p1
OG0004962	XM_001589167.1.p1	lcl|NC_030986.1_cds_XP_018232347.1_1589.p1
OG0004963	XM_001593883.1.p1	lcl|NC_030995.1_cds_XP_018253300.1_21053.p1
OG0004965	XM_001596387.1.p1	lcl|NC_030990.1_cds_XP_018255467.1_10976.p1
OG0004966	XM_001598140.1.p1	lcl|NC_030990.1_cds_XP_018236131.1_13031.p1
OG0004966	XM_001589421.1.p1	lcl|NC_030997.1_cds_XP_018252698.1_23723.p1, lcl|NC_030997.1_cds_XP_018252697.1_23722.p1
OG0004968	XM_001592331.1.p1	lcl|NC_030986.1_cds_XP_018232377.1_1619.p1
OG0004969	XM_001588604.1.p1	lcl|NC_030986.1_cds_XP_018249186.1_461.p1
OG0004970	XM_001595924.1.p1	lcl|NC_030987.1_cds_XP_018241475.1_4089.p1
OG0004971	XM_001587268.1.p1	lcl|NC_030994.1_cds_XP_018246549.1_19616.p1
OG0004973	XM_001596888.1.p1	lcl|NC_030992.1_cds_XP_018247847.1_15977.p1
OG0004974	XM_001592316.1.p1	lcl|NC_030986.1_cds_XP_018232466.1_1708.p1
OG0004975	XM_001586422.1.p1	lcl|NC_030990.1_cds_XP_018235429.1_12329.p1
OG0004979	XM_001586523.1.p1	lcl|NC_030994.1_cds_XP_018246645.1_19712.p1
OG0004980	XM_001598541.1.p1	lcl|NC_030990.1_cds_XP_018234181.1_11081.p1
OG0004981	XM_001588323.1.p1	lcl|NC_030992.1_cds_XP_018240706.1_15621.p1
OG0004982	XM_001593366.1.p1	lcl|NC_030992.1_cds_XP_018240592.1_15507.p1
OG0004983	XM_001598896.1.p1	lcl|NC_030986.1_cds_XP_018249205.1_478.p1, lcl|NC_030986.1_cds_XP_018249203.1_480.p1
OG0004985	XM_001586780.1.p1	lcl|NC_030987.1_cds_XP_018241084.1_3698.p1
OG0004986	XM_001588717.1.p1	lcl|NC_030992.1_cds_XP_018240657.1_15572.p1, lcl|NC_030992.1_cds_XP_018240656.1_15571.p1
OG0004987	XM_001585398.1.p1	lcl|NC_030989.1_cds_XP_018238501.1_9576.p1, lcl|NC_030987.1_cds_XP_018245677.1_5866.p1, lcl|NC_030987.1_cds_XP_018245675.1_5864.p1
OG0004988	XM_001585266.1.p1	lcl|NC_030990.1_cds_XP_018235698.1_12594.p1
OG0004989	XM_001593560.1.p1	lcl|NC_030993.1_cds_XP_018237082.1_17627.p1
OG0004991	XM_001594106.1.p1	lcl|NC_030993.1_cds_XP_018236954.1_17498.p1, lcl|NC_030993.1_cds_XP_018236953.1_17499.p1
OG0004992	XM_001592912.1.p1	lcl|NC_030995.1_cds_XP_018253233.1_20984.p1
OG0004993	XM_001592762.1.p1	lcl|NC_030986.1_cds_XP_018249351.1_626.p1
OG0004995	XM_001592222.1.p1	lcl|NC_030986.1_cds_XP_018232059.1_1301.p1
OG0004996	XM_001592513.1.p1	lcl|NC_030992.1_cds_XP_018247816.1_15946.p1
OG0004997	XM_001590872.1.p1	lcl|NC_030986.1_cds_XP_018232217.1_1459.p1
OG0004998	XM_001592693.1.p1	lcl|NC_030986.1_cds_XP_018233531.1_2774.p1
OG0004999	XM_001597452.1.p1	lcl|NC_030986.1_cds_XP_018231668.1_910.p1
OG0005001	XM_001596657.1.p1	lcl|NC_030987.1_cds_XP_018245420.1_5610.p1
OG0005002	XM_001591554.1.p1	lcl|NC_030986.1_cds_XP_018232512.1_1754.p1
OG0005003	XM_001597902.1.p1	lcl|NC_030990.1_cds_XP_018234499.1_11399.p1
OG0005004	XM_001589174.1.p1	lcl|NC_030986.1_cds_XP_018233979.1_3221.p1
OG0005005	XM_001587681.1.p1	lcl|NC_030989.1_cds_XP_018244077.1_9026.p1
OG0005006	XM_001584538.1.p1	lcl|NC_030997.1_cds_XP_018252475.1_23500.p1, lcl|NC_030987.1_cds_XP_018245089.1_5278.p1
OG0005007	XM_001586754.1.p1	lcl|NC_030989.1_cds_XP_018244051.1_9000.p1
OG0005010	XM_001590960.1.p1	lcl|NC_030986.1_cds_XP_018249362.1_637.p1
OG0005011	XM_001594409.1.p1	lcl|NC_030989.1_cds_XP_018243629.1_8578.p1, lcl|NC_030990.1_cds_XP_018234694.1_11594.p1
OG0005012	XM_001596481.1.p1	lcl|NC_030987.1_cds_XP_018244777.1_4966.p1
OG0005013	XM_001584590.1.p1	lcl|NC_030986.1_cds_XP_018231611.1_853.p1
OG0005015	XM_001589963.1.p1	lcl|NC_030994.1_cds_XP_018246766.1_19833.p1
OG0005016	XM_001585736.1.p1	lcl|NC_030989.1_cds_XP_018238763.1_9838.p1
OG0005017	XM_001593759.1.p1	lcl|NC_030998.1_cds_XP_018250821.1_24832.p1
OG0005018	XM_001585043.1.p1	lcl|NC_030994.1_cds_XP_018246302.1_19369.p1
OG0005019	XM_001588018.1.p1	lcl|NC_030994.1_cds_XP_018251065.1_20025.p1
