Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Phyllosticta_citricarpa_cds_prot
OG0004481	XM_001596056.1.p1	lcl|JBBPDW010000039.1_cds_KAK7535615.1_8288.p1
OG0004482	XM_001585908.1.p1	lcl|JBBPDW010000010.1_cds_KAK7548791.1_3613.p1
OG0004483	XM_001585287.1.p1	lcl|JBBPDW010000011.1_cds_KAK7548176.1_3814.p1
OG0004484	XM_001588166.1.p1	lcl|JBBPDW010000004.1_cds_KAK7553422.1_1420.p1
OG0004486	XM_001588289.1.p1	lcl|JBBPDW010000028.1_cds_KAK7539154.1_6974.p1
OG0004487	XM_001587373.1.p1	lcl|JBBPDW010000006.1_cds_KAK7551717.1_2452.p1
OG0004488	XM_001585319.1.p1	lcl|JBBPDW010000006.1_cds_KAK7551510.1_2245.p1
OG0004489	XM_001593170.1.p1	lcl|JBBPDW010000011.1_cds_KAK7548246.1_3884.p1
OG0004490	XM_001591500.1.p1	lcl|JBBPDW010000001.1_cds_KAK7556807.1_164.p1
OG0004491	XM_001594691.1.p1	lcl|JBBPDW010000036.1_cds_KAK7536620.1_8045.p1
OG0004492	XM_001588785.1.p1	lcl|JBBPDW010000004.1_cds_KAK7553655.1_1653.p1
OG0004493	XM_001593167.1.p1	lcl|JBBPDW010000002.1_cds_KAK7555643.1_628.p1
OG0004495	XM_001593305.1.p1	lcl|JBBPDW010000003.1_cds_KAK7554577.1_1095.p1
OG0004498	XM_001595558.1.p1	lcl|JBBPDW010000002.1_cds_KAK7555861.1_846.p1
OG0004499	XM_001598085.1.p1	lcl|JBBPDW010000015.1_cds_KAK7546191.1_4601.p1
OG0004500	XM_001596908.1.p1	lcl|JBBPDW010000041.1_cds_KAK7534631.1_8431.p1
OG0004501	XM_001587289.1.p1	lcl|JBBPDW010000011.1_cds_KAK7548211.1_3849.p1
OG0004502	XM_001591622.1.p1	lcl|JBBPDW010000013.1_cds_KAK7547017.1_4198.p1
OG0004503	XM_001598597.1.p1	lcl|JBBPDW010000029.1_cds_KAK7539097.1_7204.p1
OG0004504	XM_001587367.1.p1	lcl|JBBPDW010000047.1_cds_KAK7533409.1_9016.p1
OG0004505	XM_001595431.1.p1	lcl|JBBPDW010000026.1_cds_KAK7540326.1_6680.p1
OG0004506	XM_001598138.1.p1	lcl|JBBPDW010000001.1_cds_KAK7556732.1_89.p1
OG0004507	XM_001597547.1.p1	lcl|JBBPDW010000002.1_cds_KAK7555512.1_497.p1
OG0004508	XM_001591273.1.p1	lcl|JBBPDW010000008.1_cds_KAK7550131.1_3032.p1
OG0004509	XM_001597419.1.p1	lcl|JBBPDW010000002.1_cds_KAK7555484.1_469.p1
OG0004510	XM_001592400.1.p1	lcl|JBBPDW010000040.1_cds_KAK7535470.1_8353.p1
OG0004511	XM_001590806.1.p1	lcl|JBBPDW010000041.1_cds_KAK7534645.1_8445.p1
OG0004512	XM_001594351.1.p1	lcl|JBBPDW010000009.1_cds_KAK7549487.1_3381.p1
OG0004514	XM_001588722.1.p1	lcl|JBBPDW010000002.1_cds_KAK7555595.1_580.p1
OG0004515	XM_001595878.1.p1	lcl|JBBPDW010000030.1_cds_KAK7538863.1_7254.p1
OG0004516	XM_001594398.1.p1	lcl|JBBPDW010000017.1_cds_KAK7545648.1_5124.p1
OG0004517	XM_001594468.1.p1	lcl|JBBPDW010000006.1_cds_KAK7551749.1_2484.p1
OG0004518	XM_001591615.1.p1	lcl|JBBPDW010000001.1_cds_KAK7556770.1_127.p1
OG0004519	XM_001594708.1.p1	lcl|JBBPDW010000004.1_cds_KAK7553716.1_1714.p1
OG0004520	XM_001585292.1.p1	lcl|JBBPDW010000054.1_cds_KAK7531776.1_9438.p1
OG0004521	XM_001588234.1.p1	lcl|JBBPDW010000004.1_cds_KAK7553445.1_1443.p1
OG0004523	XM_001598299.1.p1	lcl|JBBPDW010000029.1_cds_KAK7538994.1_7101.p1
OG0004524	XM_001586222.1.p1	lcl|JBBPDW010000043.1_cds_KAK7534435.1_8650.p1
OG0004525	XM_001597616.1.p1	lcl|JBBPDW010000023.1_cds_KAK7541757.1_6206.p1
OG0004527	XM_001598050.1.p1	lcl|JBBPDW010000013.1_cds_KAK7547049.1_4230.p1
OG0004528	XM_001598062.1.p1	lcl|JBBPDW010000029.1_cds_KAK7539083.1_7190.p1
OG0004529	XM_001590431.1.p1	lcl|JBBPDW010000056.1_cds_KAK7531203.1_9565.p1
OG0004531	XM_001584929.1.p1	lcl|JBBPDW010000010.1_cds_KAK7548774.1_3596.p1
OG0004532	XM_001592879.1.p1	lcl|JBBPDW010000002.1_cds_KAK7555843.1_828.p1
OG0004533	XM_001593044.1.p1	lcl|JBBPDW010000072.1_cds_KAK7529402.1_10140.p1
OG0004534	XM_001591505.1.p1	lcl|JBBPDW010000013.1_cds_KAK7547081.1_4262.p1
OG0004535	XM_001588663.1.p1	lcl|JBBPDW010000002.1_cds_KAK7555609.1_594.p1
OG0004537	XM_001597882.1.p1	lcl|JBBPDW010000045.1_cds_KAK7533598.1_8842.p1
OG0004538	XM_001592495.1.p1	lcl|JBBPDW010000041.1_cds_KAK7534636.1_8436.p1
OG0004539	XM_001586396.1.p1	lcl|JBBPDW010000020.1_cds_KAK7543482.1_5627.p1
OG0004541	XM_001592744.1.p1	lcl|JBBPDW010000005.1_cds_KAK7552571.1_1987.p1
OG0004542	XM_001585519.1.p1	lcl|JBBPDW010000030.1_cds_KAK7538933.1_7324.p1
OG0004544	XM_001595838.1.p1	lcl|JBBPDW010000007.1_cds_KAK7550861.1_2766.p1
OG0004545	XM_001585836.1.p1	lcl|JBBPDW010000034.1_cds_KAK7537622.1_7756.p1
OG0004546	XM_001594823.1.p1	lcl|JBBPDW010000045.1_cds_KAK7533646.1_8890.p1
OG0004547	XM_001588116.1.p1	lcl|JBBPDW010000030.1_cds_KAK7538966.1_7357.p1
OG0004548	XM_001591054.1.p1	lcl|JBBPDW010000018.1_cds_KAK7545225.1_5183.p1
OG0004549	XM_001589961.1.p1	lcl|JBBPDW010000021.1_cds_KAK7543159.1_5748.p1
OG0004551	XM_001594803.1.p1	lcl|JBBPDW010000029.1_cds_KAK7539026.1_7133.p1
OG0004552	XM_001586581.1.p1	lcl|JBBPDW010000029.1_cds_KAK7539029.1_7136.p1
OG0004553	XM_001598222.1.p1	lcl|JBBPDW010000004.1_cds_KAK7553538.1_1536.p1
OG0004554	XM_001598540.1.p1	lcl|JBBPDW010000007.1_cds_KAK7550831.1_2736.p1
OG0004555	XM_001596217.1.p1	lcl|JBBPDW010000021.1_cds_KAK7543335.1_5924.p1
OG0004556	XM_001591594.1.p1	lcl|JBBPDW010000012.1_cds_KAK7547551.1_3939.p1
OG0004557	XM_001593347.1.p1	lcl|JBBPDW010000008.1_cds_KAK7550157.1_3058.p1
OG0004558	XM_001589191.1.p1	lcl|JBBPDW010000005.1_cds_KAK7552651.1_2067.p1
OG0004559	XM_001594885.1.p1	lcl|JBBPDW010000001.1_cds_KAK7556843.1_200.p1
OG0004561	XM_001598726.1.p1	lcl|JBBPDW010000027.1_cds_KAK7540169.1_6850.p1
OG0004562	XM_001587124.1.p1	lcl|JBBPDW010000035.1_cds_KAK7536677.1_7874.p1
OG0004563	XM_001596675.1.p1	lcl|JBBPDW010000045.1_cds_KAK7533593.1_8837.p1
OG0004565	XM_001592343.1.p1	lcl|JBBPDW010000034.1_cds_KAK7537598.1_7732.p1
OG0004568	XM_001584896.1.p1	lcl|JBBPDW010000010.1_cds_KAK7548861.1_3683.p1
OG0004573	XM_001585843.1.p1	lcl|JBBPDW010000034.1_cds_KAK7537621.1_7755.p1
OG0004574	XM_001586021.1.p1	lcl|JBBPDW010000001.1_cds_KAK7557091.1_448.p1
OG0004575	XM_001588435.1.p1	lcl|JBBPDW010000002.1_cds_KAK7555874.1_859.p1
OG0004576	XM_001597568.1.p1	lcl|JBBPDW010000002.1_cds_KAK7555533.1_518.p1
OG0004581	XM_001590688.1.p1	lcl|JBBPDW010000033.1_cds_KAK7537715.1_7605.p1
OG0004584	XM_001589728.1.p1	lcl|JBBPDW010000004.1_cds_KAK7553331.1_1329.p1
OG0004587	XM_001588089.1.p1	lcl|JBBPDW010000005.1_cds_KAK7552373.1_1789.p1
OG0004619	XM_001594718.1.p1	lcl|JBBPDW010000004.1_cds_KAK7553712.1_1710.p1
OG0004621	XM_001591477.1.p1	lcl|JBBPDW010000018.1_cds_KAK7545291.1_5249.p1
OG0004622	XM_001596274.1.p1	lcl|JBBPDW010000012.1_cds_KAK7547592.1_3980.p1
OG0004623	XM_001594477.1.p1	lcl|JBBPDW010000011.1_cds_KAK7548292.1_3930.p1
OG0004624	XM_001591748.1.p1	lcl|JBBPDW010000018.1_cds_KAK7545316.1_5274.p1
OG0004626	XM_001597782.1.p1	lcl|JBBPDW010000036.1_cds_KAK7536606.1_8031.p1
OG0004627	XM_001590360.1.p1	lcl|JBBPDW010000005.1_cds_KAK7552658.1_2074.p1
OG0004628	XM_001587343.1.p1	lcl|JBBPDW010000006.1_cds_KAK7551463.1_2198.p1
OG0004631	XM_001594556.1.p1	lcl|JBBPDW010000029.1_cds_KAK7539013.1_7120.p1
OG0004632	XM_001594939.1.p1	lcl|JBBPDW010000002.1_cds_KAK7555927.1_912.p1
OG0004633	XM_001585438.1.p1	lcl|JBBPDW010000025.1_cds_KAK7541305.1_6479.p1
OG0004634	XM_001596491.1.p1	lcl|JBBPDW010000006.1_cds_KAK7551640.1_2375.p1
OG0004635	XM_001594139.1.p1	lcl|JBBPDW010000025.1_cds_KAK7541330.1_6504.p1
OG0004636	XM_001596493.1.p1	lcl|JBBPDW010000063.1_cds_KAK7530409.1_9882.p1
OG0004637	XM_001589912.1.p1, XM_001594181.1.p1	lcl|JBBPDW010000012.1_cds_KAK7547721.1_4109.p1
OG0004639	XM_001589415.1.p1	lcl|JBBPDW010000034.1_cds_KAK7537630.1_7764.p1
OG0004641	XM_001590484.1.p1	lcl|JBBPDW010000022.1_cds_KAK7543023.1_6038.p1
OG0004642	XM_001585752.1.p1	lcl|JBBPDW010000051.1_cds_KAK7532575.1_9331.p1
OG0004643	XM_001588271.1.p1	lcl|JBBPDW010000077.1_cds_KAK7529329.1_10232.p1
OG0004645	XM_001587730.1.p1	lcl|JBBPDW010000020.1_cds_KAK7543494.1_5639.p1
OG0004646	XM_001597095.1.p1	lcl|JBBPDW010000022.1_cds_KAK7543021.1_6036.p1
OG0004647	XM_001588280.1.p1	lcl|JBBPDW010000007.1_cds_KAK7550718.1_2623.p1
OG0004649	XM_001591806.1.p1	lcl|JBBPDW010000013.1_cds_KAK7547128.1_4309.p1
OG0004653	XM_001593255.1.p1	lcl|JBBPDW010000065.1_cds_KAK7530075.1_9972.p1
OG0004654	XM_001592450.1.p1	lcl|JBBPDW010000050.1_cds_KAK7532626.1_9228.p1
OG0004655	XM_001589797.1.p1	lcl|JBBPDW010000009.1_cds_KAK7549387.1_3281.p1
OG0004658	XM_001593899.1.p1	lcl|JBBPDW010000007.1_cds_KAK7550762.1_2667.p1
OG0004664	XM_001586071.1.p1	lcl|JBBPDW010000029.1_cds_KAK7538980.1_7087.p1
OG0004665	XM_001597071.1.p1	lcl|JBBPDW010000056.1_cds_KAK7531185.1_9547.p1
OG0004666	XM_001591916.1.p1	lcl|JBBPDW010000016.1_cds_KAK7545958.1_4937.p1
OG0004667	XM_001595113.1.p1	lcl|JBBPDW010000046.1_cds_KAK7533495.1_8925.p1
OG0004668	XM_001591306.1.p1	lcl|JBBPDW010000007.1_cds_KAK7550634.1_2539.p1
OG0004669	XM_001592697.1.p1	lcl|JBBPDW010000057.1_cds_KAK7531153.1_9616.p1
OG0004671	XM_001593571.1.p1	lcl|JBBPDW010000009.1_cds_KAK7549255.1_3149.p1
OG0004672	XM_001588432.1.p1	lcl|JBBPDW010000007.1_cds_KAK7550743.1_2648.p1
OG0004673	XM_001598346.1.p1	lcl|JBBPDW010000010.1_cds_KAK7548605.1_3427.p1
OG0004674	XM_001585260.1.p1	lcl|JBBPDW010000052.1_cds_KAK7531868.1_9347.p1
OG0004675	XM_001597249.1.p1	lcl|JBBPDW010000036.1_cds_KAK7536545.1_7970.p1
OG0004679	XM_001597192.1.p1	lcl|JBBPDW010000044.1_cds_KAK7533674.1_8741.p1
OG0004680	XM_001585959.1.p1	lcl|JBBPDW010000010.1_cds_KAK7548632.1_3454.p1
OG0004681	XM_001593454.1.p1	lcl|JBBPDW010000020.1_cds_KAK7543451.1_5596.p1
OG0004684	XM_001590385.1.p1	lcl|JBBPDW010000002.1_cds_KAK7555845.1_830.p1
OG0004686	XM_001591515.1.p1	lcl|JBBPDW010000001.1_cds_KAK7556883.1_240.p1
OG0004687	XM_001589917.1.p1	lcl|JBBPDW010000039.1_cds_KAK7535553.1_8226.p1
OG0004688	XM_001587725.1.p1	lcl|JBBPDW010000055.1_cds_KAK7531243.1_9510.p1
OG0004689	XM_001586964.1.p1	lcl|JBBPDW010000017.1_cds_KAK7545635.1_5111.p1
OG0004690	XM_001587595.1.p1	lcl|JBBPDW010000004.1_cds_KAK7553560.1_1558.p1
OG0004691	XM_001595340.1.p1	lcl|JBBPDW010000081.1_cds_KAK7529178.1_10288.p1
OG0004693	XM_001595792.1.p1	lcl|JBBPDW010000002.1_cds_KAK7555836.1_821.p1
OG0004696	XM_001598818.1.p1	lcl|JBBPDW010000001.1_cds_KAK7557063.1_420.p1
OG0004699	XM_001597622.1.p1	lcl|JBBPDW010000064.1_cds_KAK7530121.1_9934.p1
OG0004700	XM_001598244.1.p1	lcl|JBBPDW010000019.1_cds_KAK7543799.1_5441.p1
OG0004702	XM_001596317.1.p1	lcl|JBBPDW010000001.1_cds_KAK7556906.1_263.p1
OG0004704	XM_001586799.1.p1	lcl|JBBPDW010000014.1_cds_KAK7546606.1_4415.p1
OG0004705	XM_001586209.1.p1	lcl|JBBPDW010000005.1_cds_KAK7552355.1_1771.p1, lcl|JBBPDW010000003.1_cds_KAK7554742.1_1260.p1
OG0004706	XM_001597372.1.p1	lcl|JBBPDW010000024.1_cds_KAK7541496.1_6346.p1
OG0004707	XM_001596944.1.p1	lcl|JBBPDW010000009.1_cds_KAK7549502.1_3396.p1
OG0004708	XM_001585371.1.p1	lcl|JBBPDW010000051.1_cds_KAK7532526.1_9282.p1
OG0004709	XM_001595801.1.p1	lcl|JBBPDW010000007.1_cds_KAK7550798.1_2703.p1
OG0004712	XM_001590344.1.p1	lcl|JBBPDW010000014.1_cds_KAK7546680.1_4489.p1
OG0004714	XM_001597441.1.p1	lcl|JBBPDW010000010.1_cds_KAK7548700.1_3522.p1
OG0004716	XM_001595381.1.p1	lcl|JBBPDW010000049.1_cds_KAK7532718.1_9159.p1, lcl|JBBPDW010000020.1_cds_KAK7543565.1_5710.p1, lcl|JBBPDW010000020.1_cds_KAK7543564.1_5709.p1, lcl|JBBPDW010000006.1_cds_KAK7551719.1_2454.p1
OG0004717	XM_001587620.1.p1	lcl|JBBPDW010000024.1_cds_KAK7541599.1_6449.p1
OG0004719	XM_001592763.1.p1	lcl|JBBPDW010000019.1_cds_KAK7543769.1_5411.p1
OG0004720	XM_001587944.1.p1	lcl|JBBPDW010000003.1_cds_KAK7554563.1_1081.p1
OG0004722	XM_001597403.1.p1	lcl|JBBPDW010000038.1_cds_KAK7535724.1_8188.p1
OG0004723	XM_001597649.1.p1	lcl|JBBPDW010000056.1_cds_KAK7531229.1_9591.p1
OG0004725	XM_001595677.1.p1	lcl|JBBPDW010000002.1_cds_KAK7555870.1_855.p1
OG0004726	XM_001586763.1.p1	lcl|JBBPDW010000075.1_cds_KAK7529363.1_10201.p1, lcl|JBBPDW010000012.1_cds_KAK7547727.1_4115.p1
OG0004727	XM_001592866.1.p1	lcl|JBBPDW010000042.1_cds_KAK7534556.1_8558.p1
OG0004729	XM_001597708.1.p1	lcl|JBBPDW010000005.1_cds_KAK7552528.1_1944.p1
OG0004730	XM_001591995.1.p1, XM_001586764.1.p1	lcl|JBBPDW010000005.1_cds_KAK7552473.1_1889.p1
OG0004731	XM_001591751.1.p1	lcl|JBBPDW010000001.1_cds_KAK7556674.1_31.p1
OG0004732	XM_001595013.1.p1	lcl|JBBPDW010000003.1_cds_KAK7554703.1_1221.p1
OG0004734	XM_001596062.1.p1	lcl|JBBPDW010000008.1_cds_KAK7550034.1_2935.p1
OG0004735	XM_001593205.1.p1	lcl|JBBPDW010000001.1_cds_KAK7557040.1_397.p1
OG0004736	XM_001587712.1.p1	lcl|JBBPDW010000005.1_cds_KAK7552439.1_1855.p1
OG0004739	XM_001584754.1.p1	lcl|JBBPDW010000055.1_cds_KAK7531242.1_9509.p1
OG0004740	XM_001585816.1.p1	lcl|JBBPDW010000034.1_cds_KAK7537643.1_7777.p1
OG0004742	XM_001589721.1.p1	lcl|JBBPDW010000015.1_cds_KAK7546360.1_4770.p1
OG0004743	XM_001591172.1.p1	lcl|JBBPDW010000038.1_cds_KAK7535637.1_8101.p1
OG0004744	XM_001592431.1.p1	lcl|JBBPDW010000050.1_cds_KAK7532664.1_9266.p1
OG0004745	XM_001597868.1.p1	lcl|JBBPDW010000012.1_cds_KAK7547777.1_4165.p1
OG0004746	XM_001589060.1.p1	lcl|JBBPDW010000023.1_cds_KAK7541710.1_6159.p1
OG0004748	XM_001586802.1.p1	lcl|JBBPDW010000029.1_cds_KAK7539099.1_7206.p1
OG0004750	XM_001587489.1.p1	lcl|JBBPDW010000026.1_cds_KAK7540335.1_6689.p1
OG0004751	XM_001597489.1.p1	lcl|JBBPDW010000024.1_cds_KAK7541480.1_6330.p1
OG0004753	XM_001587303.1.p1	lcl|JBBPDW010000046.1_cds_KAK7533464.1_8894.p1
OG0004754	XM_001594796.1.p1	lcl|JBBPDW010000041.1_cds_KAK7534650.1_8450.p1
OG0004755	XM_001596142.1.p1	lcl|JBBPDW010000009.1_cds_KAK7549475.1_3369.p1
OG0004756	XM_001592198.1.p1	lcl|JBBPDW010000040.1_cds_KAK7535455.1_8338.p1
OG0004760	XM_001594944.1.p1, XM_001594945.1.p1	lcl|JBBPDW010000003.1_cds_KAK7554435.1_953.p1
OG0004761	XM_001596803.1.p1	lcl|JBBPDW010000007.1_cds_KAK7550664.1_2569.p1
OG0004762	XM_001586434.1.p1	lcl|JBBPDW010000001.1_cds_KAK7556742.1_99.p1
OG0004763	XM_001591755.1.p1	lcl|JBBPDW010000001.1_cds_KAK7556676.1_33.p1
OG0004765	XM_001586800.1.p1	lcl|JBBPDW010000014.1_cds_KAK7546605.1_4414.p1
OG0004766	XM_001585737.1.p1	lcl|JBBPDW010000023.1_cds_KAK7541763.1_6212.p1
OG0004767	XM_001589238.1.p1	lcl|JBBPDW010000022.1_cds_KAK7543056.1_6071.p1
OG0004769	XM_001594747.1.p1	lcl|JBBPDW010000041.1_cds_KAK7534637.1_8437.p1
OG0004770	XM_001592170.1.p1	lcl|JBBPDW010000003.1_cds_KAK7554513.1_1031.p1
OG0004771	XM_001584715.1.p1	lcl|JBBPDW010000003.1_cds_KAK7554759.1_1277.p1, lcl|JBBPDW010000060.1_cds_KAK7530558.1_9781.p1
OG0004773	XM_001595879.1.p1	lcl|JBBPDW010000030.1_cds_KAK7538864.1_7255.p1
OG0004774	XM_001587032.1.p1	lcl|JBBPDW010000066.1_cds_KAK7530027.1_10009.p1
OG0004775	XM_001598495.1.p1	lcl|JBBPDW010000049.1_cds_KAK7532732.1_9173.p1
OG0004777	XM_001593590.1.p1	lcl|JBBPDW010000008.1_cds_KAK7549998.1_2899.p1
OG0004778	XM_001590701.1.p1	lcl|JBBPDW010000001.1_cds_KAK7556800.1_157.p1
OG0004779	XM_001595788.1.p1	lcl|JBBPDW010000002.1_cds_KAK7555783.1_768.p1
OG0004780	XM_001588075.1.p1	lcl|JBBPDW010000002.1_cds_KAK7555663.1_648.p1
OG0004781	XM_001595000.1.p1	lcl|JBBPDW010000025.1_cds_KAK7541411.1_6585.p1
OG0004786	XM_001594669.1.p1	lcl|JBBPDW010000027.1_cds_KAK7540136.1_6817.p1
OG0004788	XM_001585716.1.p1	lcl|JBBPDW010000005.1_cds_KAK7552603.1_2019.p1
OG0004790	XM_001596633.1.p1, XM_001585229.1.p1	lcl|JBBPDW010000031.1_cds_KAK7537985.1_7407.p1
OG0004791	XM_001592990.1.p1	lcl|JBBPDW010000006.1_cds_KAK7551589.1_2324.p1
OG0004792	XM_001595515.1.p1	lcl|JBBPDW010000050.1_cds_KAK7532606.1_9208.p1
OG0004794	XM_001587177.1.p1	lcl|JBBPDW010000017.1_cds_KAK7545580.1_5056.p1
OG0004796	XM_001585160.1.p1	lcl|JBBPDW010000005.1_cds_KAK7552460.1_1876.p1
OG0004798	XM_001586255.1.p1	lcl|JBBPDW010000017.1_cds_KAK7545551.1_5027.p1
OG0004799	XM_001590024.1.p1	lcl|JBBPDW010000021.1_cds_KAK7543344.1_5933.p1
OG0004800	XM_001594771.1.p1	lcl|JBBPDW010000001.1_cds_KAK7556904.1_261.p1
OG0004801	XM_001589355.1.p1	lcl|JBBPDW010000054.1_cds_KAK7531794.1_9456.p1
OG0004802	XM_001592171.1.p1	lcl|JBBPDW010000001.1_cds_KAK7556984.1_341.p1, lcl|JBBPDW010000003.1_cds_KAK7554508.1_1026.p1
OG0004803	XM_001586131.1.p1	lcl|JBBPDW010000043.1_cds_KAK7534401.1_8616.p1
OG0004804	XM_001594305.1.p1	lcl|JBBPDW010000035.1_cds_KAK7536719.1_7916.p1
OG0004805	XM_001596722.1.p1	lcl|JBBPDW010000018.1_cds_KAK7545262.1_5220.p1
OG0004809	XM_001586502.1.p1	lcl|JBBPDW010000004.1_cds_KAK7553623.1_1621.p1
OG0004811	XM_001587136.1.p1	lcl|JBBPDW010000019.1_cds_KAK7543764.1_5406.p1
OG0004814	XM_001593134.1.p1	lcl|JBBPDW010000004.1_cds_KAK7553585.1_1583.p1
OG0004818	XM_001597707.1.p1	lcl|JBBPDW010000023.1_cds_KAK7541704.1_6153.p1
OG0004824	XM_001597272.1.p1	lcl|JBBPDW010000009.1_cds_KAK7549436.1_3330.p1
OG0004825	XM_001584628.1.p1	lcl|JBBPDW010000005.1_cds_KAK7552682.1_2098.p1
OG0004825	XM_001587037.1.p1	lcl|JBBPDW010000010.1_cds_KAK7548638.1_3460.p1
OG0004865	XM_001598642.1.p1	lcl|JBBPDW010000012.1_cds_KAK7547606.1_3994.p1
OG0004866	XM_001587318.1.p1	lcl|JBBPDW010000026.1_cds_KAK7540294.1_6648.p1
OG0004867	XM_001594541.1.p1	lcl|JBBPDW010000007.1_cds_KAK7550674.1_2579.p1
OG0004868	XM_001598356.1.p1	lcl|JBBPDW010000012.1_cds_KAK7547665.1_4053.p1
OG0004870	XM_001590745.1.p1	lcl|JBBPDW010000021.1_cds_KAK7543289.1_5878.p1
OG0004872	XM_001594143.1.p1	lcl|JBBPDW010000025.1_cds_KAK7541322.1_6496.p1
OG0004873	XM_001594456.1.p1	lcl|JBBPDW010000006.1_cds_KAK7551732.1_2467.p1
OG0004874	XM_001594466.1.p1	lcl|JBBPDW010000025.1_cds_KAK7541356.1_6530.p1
OG0004875	XM_001585278.1.p1	lcl|JBBPDW010000001.1_cds_KAK7556880.1_237.p1
OG0004876	XM_001596307.1.p1	lcl|JBBPDW010000054.1_cds_KAK7531804.1_9466.p1
OG0004879	XM_001598288.1.p1	lcl|JBBPDW010000025.1_cds_KAK7541368.1_6542.p1
OG0004880	XM_001591808.1.p1	lcl|JBBPDW010000001.1_cds_KAK7556942.1_299.p1
OG0004884	XM_001587758.1.p1	lcl|JBBPDW010000080.1_cds_KAK7529180.1_10267.p1
OG0004886	XM_001591262.1.p1	lcl|JBBPDW010000014.1_cds_KAK7546637.1_4446.p1
OG0004888	XM_001598153.1.p1	lcl|JBBPDW010000026.1_cds_KAK7540393.1_6747.p1
OG0004889	XM_001597502.1.p1	lcl|JBBPDW010000002.1_cds_KAK7555544.1_529.p1
OG0004890	XM_001591014.1.p1	lcl|JBBPDW010000002.1_cds_KAK7555573.1_558.p1
OG0004891	XM_001585636.1.p1	lcl|JBBPDW010000009.1_cds_KAK7549479.1_3373.p1
OG0004892	XM_001592549.1.p1	lcl|JBBPDW010000065.1_cds_KAK7530077.1_9974.p1
OG0004893	XM_001596801.1.p1	lcl|JBBPDW010000003.1_cds_KAK7554565.1_1083.p1
OG0004894	XM_001594547.1.p1	lcl|JBBPDW010000007.1_cds_KAK7550661.1_2566.p1
OG0004895	XM_001590690.1.p1	lcl|JBBPDW010000021.1_cds_KAK7543169.1_5758.p1
OG0004896	XM_001598582.1.p1	lcl|JBBPDW010000063.1_cds_KAK7530421.1_9894.p1
OG0004899	XM_001597646.1.p1	lcl|JBBPDW010000056.1_cds_KAK7531228.1_9590.p1
OG0004900	XM_001587456.1.p1	lcl|JBBPDW010000030.1_cds_KAK7538963.1_7354.p1
OG0004901	XM_001588982.1.p1	lcl|JBBPDW010000006.1_cds_KAK7551509.1_2244.p1
OG0004903	XM_001598859.1.p1	lcl|JBBPDW010000002.1_cds_KAK7555838.1_823.p1
OG0004904	XM_001596831.1.p1	lcl|JBBPDW010000027.1_cds_KAK7540261.1_6942.p1
OG0004905	XM_001587265.1.p1	lcl|JBBPDW010000047.1_cds_KAK7533454.1_9061.p1
OG0004906	XM_001588654.1.p1	lcl|JBBPDW010000024.1_cds_KAK7541573.1_6423.p1
OG0004907	XM_001594537.1.p1	lcl|JBBPDW010000006.1_cds_KAK7551418.1_2153.p1, lcl|JBBPDW010000031.1_cds_KAK7538020.1_7442.p1
OG0004908	XM_001591298.1.p1	lcl|JBBPDW010000005.1_cds_KAK7552422.1_1838.p1
OG0004909	XM_001590878.1.p1	lcl|JBBPDW010000005.1_cds_KAK7552632.1_2048.p1
OG0004910	XM_001588931.1.p1	lcl|JBBPDW010000006.1_cds_KAK7551455.1_2190.p1
OG0004911	XM_001587143.1.p1	lcl|JBBPDW010000006.1_cds_KAK7551490.1_2225.p1
OG0004913	XM_001592811.1.p1	lcl|JBBPDW010000001.1_cds_KAK7557053.1_410.p1
OG0004916	XM_001588582.1.p1	lcl|JBBPDW010000047.1_cds_KAK7533435.1_9042.p1, lcl|JBBPDW010000043.1_cds_KAK7534486.1_8701.p1
OG0004916	XM_001586591.1.p1	lcl|JBBPDW010000043.1_cds_KAK7534487.1_8702.p1
OG0004917	XM_001588661.1.p1	lcl|JBBPDW010000032.1_cds_KAK7537848.1_7490.p1
OG0004919	XM_001588364.1.p1	lcl|JBBPDW010000040.1_cds_KAK7535459.1_8342.p1
OG0004920	XM_001595292.1.p1	lcl|JBBPDW010000054.1_cds_KAK7531784.1_9446.p1
OG0004921	XM_001587734.1.p1	lcl|JBBPDW010000014.1_cds_KAK7546652.1_4461.p1
OG0004922	XM_001594910.1.p1	lcl|JBBPDW010000003.1_cds_KAK7554659.1_1177.p1
OG0004923	XM_001598411.1.p1	lcl|JBBPDW010000018.1_cds_KAK7545391.1_5349.p1
OG0004924	XM_001598762.1.p1	lcl|JBBPDW010000043.1_cds_KAK7534476.1_8691.p1
OG0004925	XM_001592240.1.p1	lcl|JBBPDW010000024.1_cds_KAK7541525.1_6375.p1
OG0004926	XM_001590219.1.p1	lcl|JBBPDW010000009.1_cds_KAK7549526.1_3420.p1
OG0004929	XM_001590277.1.p1	lcl|JBBPDW010000013.1_cds_KAK7547193.1_4374.p1
OG0004930	XM_001586582.1.p1	lcl|JBBPDW010000029.1_cds_KAK7539030.1_7137.p1
OG0004933	XM_001584692.1.p1	lcl|JBBPDW010000015.1_cds_KAK7546275.1_4685.p1
OG0004934	XM_001593813.1.p1	lcl|JBBPDW010000026.1_cds_KAK7540306.1_6660.p1, lcl|JBBPDW010000059.1_cds_KAK7531024.1_9689.p1
