Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Ustilago_maydis_rna_prot
OG0003358	XM_001594599.1.p1	XM_011392784.1.p1
OG0003359	XM_001593636.1.p1	XM_011391605.1.p1
OG0003360	XM_001585701.1.p1	XM_011393306.1.p1
OG0003361	XM_001588263.1.p1, XM_001591372.1.p1	XM_011393124.1.p1
OG0003362	XM_001588054.1.p1	XM_011390728.1.p1
OG0003364	XM_001592492.1.p1	XM_011388151.1.p1
OG0003365	XM_001585480.1.p1	XM_011391126.1.p1
OG0003366	XM_001594145.1.p1	XM_011388394.1.p1
OG0003367	XM_001588998.1.p1	XM_011393140.1.p1
OG0003368	XM_001593512.1.p1	XM_011393027.1.p1
OG0003369	XM_001588659.1.p1, XM_001588660.1.p1	XM_011389625.1.p1, XM_011389624.1.p1
OG0003370	XM_001586318.1.p1	XM_011393737.1.p1
OG0003371	XM_001586608.1.p1	XM_011392899.1.p1
OG0003372	XM_001591750.1.p1	XM_011390273.1.p1
OG0003373	XM_001584600.1.p1	XM_011392623.1.p1
OG0003374	XM_001597197.1.p1	XM_011390410.1.p1
OG0003375	XM_001586263.1.p1	XM_011388947.1.p1
OG0003376	XM_001597884.1.p1	XM_011390210.1.p1
OG0003377	XM_001591473.1.p1	XM_011390973.1.p1
OG0003378	XM_001588267.1.p1	XM_011394059.1.p1
OG0003379	XM_001595836.1.p1	XM_011394397.1.p1
OG0003380	XM_001592923.1.p1	XM_011393813.1.p1
OG0003381	XM_001588707.1.p1	XM_011393524.1.p1
OG0003382	XM_001592954.1.p1	XM_011387823.1.p1
OG0003383	XM_001588128.1.p1	XM_011391804.1.p1
OG0003384	XM_001595158.1.p1	XM_011390022.1.p1
OG0003385	XM_001588278.1.p1	XM_011389254.1.p1
OG0003387	XM_001586862.1.p1	XM_011389361.1.p1
OG0003388	XM_001590673.1.p1	XM_011389785.1.p1
OG0003389	XM_001585114.1.p1	XM_011391492.1.p1
OG0003390	XM_001585517.1.p1	XM_011389679.1.p1
OG0003391	XM_001590649.1.p1	XM_011391031.1.p1
OG0003392	XM_001598687.1.p1	XM_011394271.1.p1
OG0003393	XM_001590846.1.p1	XM_011388236.1.p1
OG0003394	XM_001596939.1.p1	XM_011390331.1.p1
OG0003395	XM_001596113.1.p1	XM_011388683.1.p1
OG0003396	XM_001589794.1.p1	XM_011393152.1.p1
OG0003397	XM_001593343.1.p1	XM_011388012.1.p1
OG0003398	XM_001586421.1.p1	XM_011394328.1.p1
OG0003399	XM_001589918.1.p1	XM_011390659.1.p1
OG0003400	XM_001593178.1.p1	XM_011393699.1.p1
OG0003401	XM_001590815.1.p1	XM_011393312.1.p1
OG0003402	XM_001586464.1.p1	XM_011393817.1.p1
OG0003404	XM_001596802.1.p1	XM_011388133.1.p1
OG0003405	XM_001587610.1.p1	XM_011388735.1.p1
OG0003406	XM_001587717.1.p1	XM_011393329.1.p1
OG0003407	XM_001598175.1.p1	XM_011392802.1.p1
OG0003408	XM_001587963.1.p1	XM_011391221.1.p1
OG0003410	XM_001595881.1.p1	XM_011388884.1.p1
OG0003412	XM_001590120.1.p1	XM_011392420.1.p1
OG0003413	XM_001588822.1.p1	XM_011391442.1.p1
OG0003415	XM_001591820.1.p1	XM_011390878.1.p1
OG0003416	XM_001587863.1.p1	XM_011392604.1.p1
OG0003417	XM_001596400.1.p1	XM_011392696.1.p1
OG0003418	XM_001589540.1.p1	XM_011390741.1.p1
OG0003441	XM_001588645.1.p1	XM_011394070.1.p1
OG0003442	XM_001594839.1.p1	XM_011394228.1.p1
OG0003443	XM_001596301.1.p1	XM_011388156.1.p1
OG0003444	XM_001594046.1.p1	XM_011389695.1.p1
OG0003445	XM_001594187.1.p1	XM_011392846.1.p1
OG0003446	XM_001596029.1.p1	XM_011392885.1.p1
OG0003447	XM_001584893.1.p1	XM_011390520.1.p1
OG0003449	XM_001595157.1.p1	XM_011393386.1.p1
OG0003450	XM_001593234.1.p1	XM_011389337.1.p1
OG0003452	XM_001594134.1.p1, XM_001594135.1.p1	XM_011389874.1.p1
OG0003453	XM_001594150.1.p1	XM_011388106.1.p1
OG0003454	XM_001586039.1.p1	XM_011388204.1.p1
OG0003455	XM_001594673.1.p1	XM_011392040.1.p1
OG0003456	XM_001589970.1.p1	XM_011392912.1.p1
OG0003458	XM_001586189.1.p1	XM_011390834.1.p1
OG0003460	XM_001588946.1.p1	XM_011390670.1.p1
OG0003461	XM_001594812.1.p1	XM_011388032.1.p1
OG0003462	XM_001586624.1.p1	XM_011390583.1.p1
OG0003463	XM_001593620.1.p1	XM_011394402.1.p1
OG0003464	XM_001593941.1.p1	XM_011391186.1.p1
OG0003465	XM_001593806.1.p1	XM_011393507.1.p1
OG0003466	XM_001590936.1.p1	XM_011389333.1.p1
OG0003467	XM_001586757.1.p1	XM_011391116.1.p1
OG0003468	XM_001591242.1.p1	XM_011391476.1.p1
OG0003469	XM_001586933.1.p1	XM_011389571.1.p1
OG0003470	XM_001585081.1.p1	XM_011393294.1.p1
OG0003471	XM_001590483.1.p1	XM_011388044.1.p1
OG0003472	XM_001597970.1.p1	XM_011388173.1.p1
OG0003473	XM_001584604.1.p1	XM_011391285.1.p1
OG0003474	XM_001597871.1.p1	XM_011392666.1.p1
OG0003475	XM_001597322.1.p1	XM_011393402.1.p1
OG0003476	XM_001587748.1.p1	XM_011391115.1.p1
OG0003477	XM_001591518.1.p1	XM_011389989.1.p1
OG0003478	XM_001593754.1.p1	XM_011390803.1.p1
OG0003479	XM_001591839.1.p1	XM_011393804.1.p1
OG0003480	XM_001598382.1.p1	XM_011391507.1.p1
OG0003481	XM_001587517.1.p1	XM_011393951.1.p1
OG0003482	XM_001588746.1.p1	XM_011389303.1.p1
OG0003483	XM_001597488.1.p1	XM_011389793.1.p1
OG0003484	XM_001597281.1.p1	XM_011392528.1.p1
OG0003488	XM_001595109.1.p1	XM_011391429.1.p1
OG0003489	XM_001592466.1.p1	XM_011389688.1.p1
OG0003490	XM_001589812.1.p1	XM_011393906.1.p1
OG0003491	XM_001592398.1.p1	XM_011391547.1.p1
OG0003492	XM_001597449.1.p1	XM_011393769.1.p1
OG0003495	XM_001586170.1.p1	XM_011392902.1.p1
OG0003496	XM_001585054.1.p1, XM_001595557.1.p1	XM_011390049.1.p1
OG0003498	XM_001595387.1.p1	XM_011388864.1.p1
OG0003499	XM_001595916.1.p1	XM_011391731.1.p1
OG0003500	XM_001590274.1.p1	XM_011389065.1.p1
OG0003502	XM_001598123.1.p1	XM_011393891.1.p1
OG0003503	XM_001598077.1.p1	XM_011388751.1.p1
OG0003504	XM_001596665.1.p1	XM_011388015.1.p1
OG0003505	XM_001591548.1.p1	XM_011387760.1.p1
OG0003506	XM_001585769.1.p1	XM_011391212.1.p1
OG0003507	XM_001593346.1.p1	XM_011387756.1.p1
OG0003509	XM_001587611.1.p1	XM_011388759.1.p1
OG0003510	XM_001590391.1.p1	XM_011393301.1.p1
OG0003513	XM_001591903.1.p1	XM_011393581.1.p1
OG0003514	XM_001596019.1.p1	XM_011392640.1.p1
OG0003515	XM_001588058.1.p1	XM_011394417.1.p1
OG0003516	XM_001586821.1.p1	XM_011388472.1.p1
OG0003517	XM_001584615.1.p1, XM_001595458.1.p1, XM_001597603.1.p1	XM_011394334.1.p1
OG0003519	XM_001594594.1.p1	XM_011389705.1.p1
OG0003522	XM_001590343.1.p1	XM_011389982.1.p1
OG0003523	XM_001592894.1.p1	XM_011390390.1.p1
OG0003524	XM_001591078.1.p1	XM_011392526.1.p1
OG0003526	XM_001588333.1.p1	XM_011391493.1.p1
OG0003527	XM_001596267.1.p1	XM_011393410.1.p1
OG0003528	XM_001589927.1.p1	XM_011392831.1.p1
OG0003529	XM_001590205.1.p1	XM_011389895.1.p1
OG0003530	XM_001587934.1.p1	XM_011393345.1.p1
OG0003531	XM_001591496.1.p1	XM_011391092.1.p1
OG0003532	XM_001592001.1.p1	XM_011391420.1.p1
OG0003533	XM_001585977.1.p1	XM_011390016.1.p1
OG0003534	XM_001594357.1.p1	XM_011389990.1.p1
OG0003535	XM_001594248.1.p1	XM_011393148.1.p1
OG0003536	XM_001589994.1.p1	XM_011393376.1.p1
OG0003537	XM_001588898.1.p1	XM_011393185.1.p1
OG0003538	XM_001587765.1.p1	XM_011393097.1.p1
OG0003540	XM_001598800.1.p1	XM_011389412.1.p1
OG0003541	XM_001594287.1.p1	XM_011390021.1.p1
OG0003544	XM_001589289.1.p1	XM_011393042.1.p1
OG0003546	XM_001588600.1.p1	XM_011391627.1.p1
OG0003548	XM_001591293.1.p1	XM_011388929.1.p1
OG0003549	XM_001585458.1.p1, XM_001593721.1.p1	XM_011390854.1.p1
OG0003552	XM_001594410.1.p1	XM_011394398.1.p1
OG0003553	XM_001591610.1.p1	XM_011391676.1.p1, XM_011393751.1.p1
OG0003556	XM_001589695.1.p1	XM_011389900.1.p1
OG0003558	XM_001584781.1.p1	XM_011393580.1.p1
OG0003559	XM_001586141.1.p1	XM_011393946.1.p1
OG0003560	XM_001593608.1.p1	XM_011388657.1.p1
OG0003562	XM_001594981.1.p1	XM_011389398.1.p1
OG0003564	XM_001593015.1.p1	XM_011394087.1.p1
OG0003565	XM_001597289.1.p1, XM_001594819.1.p1	XM_011393117.1.p1
OG0003566	XM_001590193.1.p1	XM_011390422.1.p1
OG0003567	XM_001586818.1.p1	XM_011391729.1.p1
OG0003570	XM_001586065.1.p1	XM_011392043.1.p1
OG0003571	XM_001585291.1.p1	XM_011388644.1.p1
OG0003572	XM_001585895.1.p1	XM_011388804.1.p1
OG0003574	XM_001585918.1.p1	XM_011389454.1.p1
OG0003575	XM_001591849.1.p1	XM_011391055.1.p1
OG0003577	XM_001597257.1.p1	XM_011387994.1.p1
OG0003579	XM_001597590.1.p1	XM_011389029.1.p1
OG0003580	XM_001597654.1.p1	XM_011392853.1.p1
OG0003581	XM_001598357.1.p1	XM_011392147.1.p1
OG0003582	XM_001590633.1.p1	XM_011392937.1.p1
OG0003585	XM_001586819.1.p1	XM_011391388.1.p1
OG0003586	XM_001594598.1.p1	XM_011389835.1.p1
OG0003591	XM_001598539.1.p1	XM_011388749.1.p1
OG0003592	XM_001586603.1.p1, XM_001589807.1.p1	XM_011393137.1.p1
OG0003594	XM_001591184.1.p1	XM_011389201.1.p1
OG0003595	XM_001597668.1.p1	XM_011391969.1.p1
OG0003596	XM_001597367.1.p1	XM_011389316.1.p1
OG0003597	XM_001587572.1.p1	XM_011392355.1.p1
OG0003599	XM_001597601.1.p1	XM_011389486.1.p1
OG0003600	XM_001586922.1.p1	XM_011392421.1.p1
OG0003601	XM_001596698.1.p1	XM_011392339.1.p1
OG0003602	XM_001596120.1.p1	XM_011389677.1.p1
OG0003603	XM_001595607.1.p1	XM_011389357.1.p1
OG0003604	XM_001585320.1.p1	XM_011388926.1.p1
OG0003605	XM_001596751.1.p1	XM_011393201.1.p1
OG0003608	XM_001589913.1.p1	XM_011392465.1.p1
OG0003609	XM_001595929.1.p1	XM_011393299.1.p1
OG0003610	XM_001586036.1.p1	XM_011391677.1.p1
OG0003611	XM_001594475.1.p1	XM_011388940.1.p1
OG0003612	XM_001591787.1.p1	XM_011393457.1.p1
OG0003613	XM_001598054.1.p1	XM_011392064.1.p1
OG0003614	XM_001590248.1.p1	XM_011390637.1.p1
OG0003615	XM_001590927.1.p1	XM_011393888.1.p1
OG0003616	XM_001593194.1.p1	XM_011392430.1.p1
OG0003618	XM_001587117.1.p1	XM_011390761.1.p1
OG0003619	XM_001591448.1.p1	XM_011388329.1.p1
OG0003620	XM_001588454.1.p1	XM_011391760.1.p1
OG0003621	XM_001596021.1.p1	XM_011391875.1.p1
OG0003622	XM_001588618.1.p1	XM_011390994.1.p1
OG0003623	XM_001597525.1.p1	XM_011394383.1.p1
OG0003624	XM_001588676.1.p1	XM_011391867.1.p1
OG0003626	XM_001594120.1.p1	XM_011391860.1.p1
OG0003627	XM_001588705.1.p1	XM_011388114.1.p1
OG0003628	XM_001595591.1.p1	XM_011389320.1.p1
OG0003629	XM_001585723.1.p1	XM_011393360.1.p1
OG0003630	XM_001586059.1.p1	XM_011391256.1.p1
OG0003631	XM_001597187.1.p1	XM_011393616.1.p1
OG0003632	XM_001586230.1.p1	XM_011394027.1.p1
OG0003634	XM_001590402.1.p1, XM_001590401.1.p1	XM_011390813.1.p1
OG0003635	XM_001586052.1.p1	XM_011387704.1.p1
OG0003637	XM_001596737.1.p1	XM_011388579.1.p1
OG0003639	XM_001587751.1.p1	XM_011391548.1.p1
OG0003640	XM_001587690.1.p1	XM_011388980.1.p1
OG0003644	XM_001598432.1.p1	XM_011387781.1.p1
OG0003647	XM_001594676.1.p1	XM_011392643.1.p1
OG0003648	XM_001596333.1.p1	XM_011392572.1.p1
OG0003649	XM_001591746.1.p1	XM_011391011.1.p1
OG0003650	XM_001594878.1.p1	XM_011388661.1.p1
OG0003652	XM_001593499.1.p1	XM_011390316.1.p1
OG0003653	XM_001591742.1.p1	XM_011389175.1.p1
OG0003654	XM_001587350.1.p1	XM_011387901.1.p1
OG0003655	XM_001594391.1.p1	XM_011388299.1.p1
OG0003656	XM_001598874.1.p1	XM_011389345.1.p1
OG0003657	XM_001595352.1.p1	XM_011390346.1.p1
OG0003661	XM_001591093.1.p1	XM_011390308.1.p1
OG0003663	XM_001595642.1.p1	XM_011392284.1.p1
OG0003666	XM_001594989.1.p1	XM_011393613.1.p1
OG0003667	XM_001589938.1.p1	XM_011393184.1.p1
OG0003668	XM_001592591.1.p1	XM_011393016.1.p1
OG0003670	XM_001595942.1.p1	XM_011393465.1.p1
OG0003671	XM_001592805.1.p1	XM_011388633.1.p1
OG0003672	XM_001592757.1.p1	XM_011389930.1.p1
OG0003674	XM_001594587.1.p1	XM_011388140.1.p1
OG0003675	XM_001596709.1.p1	XM_011389936.1.p1
OG0003676	XM_001585558.1.p1	XM_011390002.1.p1
OG0003677	XM_001598491.1.p1	XM_011390651.1.p1
OG0003678	XM_001593078.1.p1	XM_011392492.1.p1
OG0003679	XM_001586168.1.p1	XM_011392116.1.p1
OG0003680	XM_001586610.1.p1	XM_011392560.1.p1
OG0003682	XM_001589989.1.p1	XM_011391479.1.p1
OG0003683	XM_001594453.1.p1	XM_011391048.1.p1
OG0003684	XM_001593486.1.p1	XM_011389726.1.p1
OG0003685	XM_001587132.1.p1	XM_011392337.1.p1
OG0003686	XM_001587738.1.p1	XM_011391061.1.p1
OG0003687	XM_001588010.1.p1	XM_011390080.1.p1
OG0003688	XM_001598497.1.p1	XM_011390474.1.p1
OG0003689	XM_001586606.1.p1	XM_011393523.1.p1
OG0003690	XM_001597944.1.p1	XM_011390783.1.p1
OG0003691	XM_001588071.1.p1, XM_001586484.1.p1	XM_011389795.1.p1
OG0003692	XM_001587516.1.p1	XM_011391255.1.p1
OG0003693	XM_001587589.1.p1	XM_011389378.1.p1
OG0003694	XM_001588560.1.p1	XM_011389752.1.p1
OG0003695	XM_001597528.1.p1	XM_011390412.1.p1
OG0003696	XM_001597377.1.p1	XM_011392140.1.p1
OG0003697	XM_001597230.1.p1	XM_011389494.1.p1
OG0003700	XM_001593052.1.p1	XM_011393958.1.p1
OG0003701	XM_001596635.1.p1	XM_011392434.1.p1
OG0003702	XM_001594434.1.p1	XM_011389170.1.p1
OG0003705	XM_001597089.1.p1	XM_011390457.1.p1
OG0003706	XM_001588980.1.p1	XM_011388777.1.p1
OG0003707	XM_001589785.1.p1	XM_011389444.1.p1
OG0003708	XM_001590779.1.p1	XM_011392399.1.p1
OG0003710	XM_001597574.1.p1	XM_011394389.1.p1
OG0003712	XM_001593580.1.p1	XM_011389497.1.p1
OG0003713	XM_001590393.1.p1	XM_011394348.1.p1
OG0003714	XM_001590399.1.p1	XM_011391286.1.p1
OG0003718	XM_001597498.1.p1	XM_011391407.1.p1
OG0003719	XM_001587395.1.p1	XM_011388987.1.p1
OG0003721	XM_001594151.1.p1	XM_011388234.1.p1
OG0003722	XM_001595764.1.p1	XM_011392160.1.p1
OG0003723	XM_001589104.1.p1	XM_011394085.1.p1
OG0003724	XM_001587677.1.p1	XM_011392124.1.p1
OG0003726	XM_001598384.1.p1	XM_011389728.1.p1
OG0003728	XM_001597705.1.p1	XM_011391531.1.p1
OG0003729	XM_001590684.1.p1	XM_011388207.1.p1
OG0003730	XM_001595506.1.p1	XM_011391143.1.p1
OG0003731	XM_001598466.1.p1	XM_011391280.1.p1
OG0003732	XM_001590883.1.p1	XM_011389304.1.p1
OG0003733	XM_001595678.1.p1	XM_011390990.1.p1
OG0003734	XM_001594469.1.p1	XM_011389043.1.p1
OG0003736	XM_001585584.1.p1, XM_001585583.1.p1	XM_011390804.1.p1
OG0003737	XM_001591238.1.p1	XM_011389015.1.p1
OG0003738	XM_001590499.1.p1	XM_011391880.1.p1
OG0003739	XM_001595992.1.p1	XM_011394270.1.p1
OG0003740	XM_001593102.1.p1	XM_011388101.1.p1
OG0003741	XM_001585568.1.p1	XM_011390956.1.p1
OG0003743	XM_001598655.1.p1	XM_011393366.1.p1, XM_011390616.1.p1
OG0003744	XM_001593093.1.p1	XM_011394310.1.p1
OG0003746	XM_001589351.1.p1	XM_011392827.1.p1
OG0003747	XM_001597897.1.p1	XM_011388673.1.p1
OG0003748	XM_001597031.1.p1	XM_011394302.1.p1
OG0003749	XM_001597300.1.p1	XM_011393738.1.p1
OG0003750	XM_001594821.1.p1	XM_011391213.1.p1
OG0003751	XM_001586370.1.p1	XM_011389898.1.p1
OG0003753	XM_001598295.1.p1	XM_011392051.1.p1
OG0003754	XM_001598056.1.p1	XM_011387968.1.p1
OG0003755	XM_001595786.1.p1	XM_011393049.1.p1
OG0003757	XM_001598534.1.p1	XM_011391053.1.p1
OG0003760	XM_001595445.1.p1	XM_011393657.1.p1
OG0003761	XM_001594216.1.p1	XM_011392929.1.p1
OG0003763	XM_001590122.1.p1	XM_011394081.1.p1
OG0003764	XM_001587387.1.p1	XM_011391435.1.p1
OG0003765	XM_001585834.1.p1	XM_011390313.1.p1
OG0003767	XM_001591700.1.p1	XM_011394371.1.p1
OG0003769	XM_001594158.1.p1	XM_011388084.1.p1
OG0003770	XM_001587804.1.p1	XM_011389215.1.p1
OG0003793	XM_001592006.1.p1	XM_011389772.1.p1
OG0003794	XM_001593437.1.p1	XM_011390709.1.p1
OG0003795	XM_001586031.1.p1	XM_011390341.1.p1
OG0003798	XM_001588547.1.p1	XM_011388298.1.p1
OG0003799	XM_001597481.1.p1	XM_011389298.1.p1
OG0003800	XM_001593207.1.p1	XM_011390629.1.p1
OG0003801	XM_001593175.1.p1	XM_011392628.1.p1
OG0003802	XM_001589920.1.p1	XM_011392271.1.p1
OG0003803	XM_001594389.1.p1	XM_011392230.1.p1
OG0003805	XM_001593220.1.p1	XM_011390975.1.p1
OG0003809	XM_001587281.1.p1	XM_011392598.1.p1
OG0003810	XM_001589973.1.p1	XM_011389694.1.p1
OG0003811	XM_001596384.1.p1	XM_011391299.1.p1
OG0003812	XM_001589490.1.p1	XM_011387792.1.p1
OG0003813	XM_001594866.1.p1	XM_011392870.1.p1
OG0003814	XM_001597385.1.p1	XM_011391361.1.p1
OG0003816	XM_001584587.1.p1	XM_011393077.1.p1
OG0003817	XM_001597953.1.p1	XM_011392367.1.p1
OG0003818	XM_001598097.1.p1, XM_001595022.1.p1	XM_011387886.1.p1
OG0003819	XM_001590821.1.p1	XM_011391711.1.p1
OG0003820	XM_001594791.1.p1	XM_011393103.1.p1
OG0003821	XM_001594916.1.p1	XM_011389748.1.p1
OG0003823	XM_001585722.1.p1	XM_011389157.1.p1
OG0003824	XM_001595230.1.p1	XM_011387769.1.p1
OG0003826	XM_001595654.1.p1	XM_011393986.1.p1
OG0003827	XM_001588981.1.p1	XM_011388841.1.p1
OG0003828	XM_001595629.1.p1	XM_011388467.1.p1
OG0003829	XM_001592388.1.p1	XM_011389031.1.p1
OG0003830	XM_001592300.1.p1	XM_011391396.1.p1
OG0003831	XM_001598848.1.p1	XM_011388021.1.p1
OG0003832	XM_001592442.1.p1	XM_011390831.1.p1
OG0003834	XM_001587420.1.p1	XM_011388810.1.p1
OG0003835	XM_001594414.1.p1	XM_011389093.1.p1, XM_011392662.1.p1
OG0003836	XM_001593010.1.p1	XM_011393914.1.p1
OG0003837	XM_001590278.1.p1	XM_011389204.1.p1
OG0003840	XM_001595964.1.p1	XM_011389812.1.p1
OG0003841	XM_001590689.1.p1	XM_011388378.1.p1
OG0003842	XM_001590704.1.p1	XM_011388185.1.p1
OG0003843	XM_001595507.1.p1	XM_011392353.1.p1
OG0003844	XM_001590884.1.p1	XM_011393112.1.p1
OG0003845	XM_001588465.1.p1	XM_011391439.1.p1
OG0003848	XM_001588130.1.p1	XM_011390763.1.p1
OG0003849	XM_001588078.1.p1	XM_011387964.1.p1
OG0003851	XM_001598355.1.p1	XM_011391952.1.p1
OG0003852	XM_001591301.1.p1	XM_011391127.1.p1
OG0003853	XM_001592727.1.p1	XM_011391517.1.p1
OG0003854	XM_001594699.1.p1	XM_011393173.1.p1
OG0003857	XM_001592366.1.p1	XM_011388145.1.p1
OG0003858	XM_001585494.1.p1	XM_011389479.1.p1
OG0003859	XM_001595689.1.p1	XM_011394437.1.p1
OG0003860	XM_001588196.1.p1	XM_011388595.1.p1
OG0003861	XM_001591373.1.p1	XM_011392546.1.p1
OG0003862	XM_001587847.1.p1	XM_011389021.1.p1
OG0003864	XM_001590506.1.p1	XM_011391917.1.p1
OG0003865	XM_001597874.1.p1	XM_011393619.1.p1
OG0003866	XM_001584579.1.p1	XM_011388937.1.p1
OG0003867	XM_001595216.1.p1	XM_011388309.1.p1
OG0003869	XM_001584606.1.p1	XM_011393334.1.p1
OG0003872	XM_001585896.1.p1	XM_011389246.1.p1
OG0003874	XM_001593917.1.p1	XM_011391195.1.p1
OG0003877	XM_001595659.1.p1	XM_011388276.1.p1
OG0003878	XM_001592696.1.p1	XM_011389712.1.p1
OG0003879	XM_001592927.1.p1	XM_011391914.1.p1
OG0003880	XM_001589816.1.p1	XM_011389348.1.p1, XM_011391703.1.p1
OG0003881	XM_001589924.1.p1	XM_011390797.1.p1
OG0003883	XM_001591862.1.p1	XM_011392926.1.p1
OG0003884	XM_001588609.1.p1	XM_011389656.1.p1
OG0003885	XM_001590140.1.p1	XM_011394381.1.p1
OG0003887	XM_001594824.1.p1	XM_011391374.1.p1
OG0003889	XM_001587424.1.p1	XM_011392333.1.p1
OG0003891	XM_001595794.1.p1	XM_011388258.1.p1
OG0003892	XM_001590592.1.p1	XM_011391850.1.p1
OG0003893	XM_001589968.1.p1	XM_011393779.1.p1
OG0003895	XM_001592182.1.p1	XM_011392072.1.p1
OG0003901	XM_001594983.1.p1	XM_011391368.1.p1
OG0003902	XM_001595135.1.p1	XM_011392245.1.p1
OG0003904	XM_001588729.1.p1	XM_011389784.1.p1
OG0003905	XM_001585566.1.p1	XM_011391855.1.p1
OG0003907	XM_001586511.1.p1	XM_011394011.1.p1
OG0003908	XM_001596887.1.p1	XM_011393985.1.p1
OG0003910	XM_001584595.1.p1	XM_011389708.1.p1
OG0003911	XM_001592453.1.p1	XM_011389040.1.p1
OG0003912	XM_001594430.1.p1	XM_011393090.1.p1
OG0003913	XM_001591545.1.p1	XM_011393700.1.p1
OG0003914	XM_001596901.1.p1	XM_011387874.1.p1
OG0003915	XM_001595019.1.p1	XM_011393578.1.p1
OG0003916	XM_001590917.1.p1	XM_011391941.1.p1
OG0003919	XM_001591121.1.p1	XM_011393502.1.p1
OG0003920	XM_001597829.1.p1	XM_011391016.1.p1
OG0003921	XM_001590476.1.p1	XM_011388155.1.p1
OG0003922	XM_001587095.1.p1	XM_011391639.1.p1
OG0003923	XM_001586042.1.p1	XM_011390957.1.p1
OG0003924	XM_001598289.1.p1	XM_011390284.1.p1
OG0003925	XM_001595746.1.p1	XM_011391845.1.p1
OG0003926	XM_001590218.1.p1	XM_011390716.1.p1
OG0003927	XM_001587253.1.p1	XM_011392992.1.p1
OG0003928	XM_001584862.1.p1	XM_011388487.1.p1
OG0003932	XM_001586814.1.p1	XM_011390256.1.p1
OG0003933	XM_001593106.1.p1	XM_011389602.1.p1
OG0003936	XM_001597811.1.p1	XM_011391920.1.p1
OG0003938	XM_001589110.1.p1	XM_011388238.1.p1
OG0003939	XM_001598750.1.p1	XM_011388734.1.p1
OG0003940	XM_001598224.1.p1	XM_011393105.1.p1
OG0003941	XM_001591630.1.p1	XM_011393190.1.p1
OG0003943	XM_001585274.1.p1	XM_011390712.1.p1
OG0003944	XM_001597389.1.p1	XM_011393377.1.p1
OG0003945	XM_001588061.1.p1	XM_011388305.1.p1
OG0003946	XM_001595793.1.p1	XM_011393082.1.p1
OG0003947	XM_001595202.1.p1	XM_011389423.1.p1
OG0003948	XM_001585427.1.p1	XM_011392794.1.p1
OG0003949	XM_001584696.1.p1	XM_011393325.1.p1
OG0003950	XM_001585694.1.p1	XM_011387696.1.p1
OG0003953	XM_001585020.1.p1	XM_011392790.1.p1
OG0003954	XM_001596071.1.p1	XM_011389381.1.p1
OG0003955	XM_001596929.1.p1	XM_011389580.1.p1
OG0003957	XM_001585377.1.p1	XM_011388413.1.p1
OG0003961	XM_001586759.1.p1	XM_011389627.1.p1
OG0003962	XM_001596022.1.p1	XM_011393472.1.p1
OG0003964	XM_001591833.1.p1	XM_011388693.1.p1
OG0003966	XM_001587564.1.p1	XM_011389706.1.p1
OG0003967	XM_001595227.1.p1	XM_011387799.1.p1
OG0003968	XM_001588126.1.p1	XM_011388678.1.p1
OG0003969	XM_001591853.1.p1	XM_011394104.1.p1
OG0003970	XM_001597503.1.p1	XM_011390310.1.p1
OG0003971	XM_001585341.1.p1	XM_011387931.1.p1
OG0003972	XM_001595099.1.p1	XM_011392190.1.p1
OG0003973	XM_001587068.1.p1	XM_011388222.1.p1
OG0003975	XM_001594830.1.p1	XM_011390522.1.p1
OG0003977	XM_001586216.1.p1	XM_011390169.1.p1
OG0003978	XM_001586027.1.p1	XM_011392431.1.p1
OG0003982	XM_001584701.1.p1	XM_011390883.1.p1
OG0003983	XM_001588370.1.p1, XM_001586309.1.p1	XM_011394132.1.p1
OG0003984	XM_001587871.1.p1	XM_011393733.1.p1
OG0003985	XM_001587696.1.p1	XM_011391030.1.p1
OG0003986	XM_001587351.1.p1	XM_011389583.1.p1
OG0003987	XM_001591481.1.p1	XM_011387982.1.p1
OG0003988	XM_001592372.1.p1	XM_011388598.1.p1
OG0003989	XM_001592825.1.p1	XM_011391060.1.p1
OG0003994	XM_001588301.1.p1	XM_011393933.1.p1
OG0003995	XM_001593909.1.p1	XM_011389110.1.p1
OG0003996	XM_001595805.1.p1	XM_011388498.1.p1
OG0003999	XM_001595526.1.p1	XM_011391715.1.p1
OG0004001	XM_001586798.1.p1	XM_011389307.1.p1
OG0004002	XM_001598144.1.p1, XM_001595692.1.p1	XM_011387785.1.p1
OG0004003	XM_001594889.1.p1	XM_011390944.1.p1
OG0004004	XM_001596706.1.p1	XM_011389431.1.p1
OG0004005	XM_001597575.1.p1	XM_011392349.1.p1
OG0004008	XM_001593563.1.p1	XM_011392467.1.p1
OG0004010	XM_001598856.1.p1	XM_011390668.1.p1
OG0004012	XM_001590132.1.p1	XM_011390523.1.p1
OG0004016	XM_001593033.1.p1	XM_011391780.1.p1
OG0004017	XM_001585386.1.p1	XM_011388395.1.p1
OG0004018	XM_001594861.1.p1	XM_011391498.1.p1
OG0004019	XM_001584639.1.p1	XM_011389067.1.p1
OG0004020	XM_001593819.1.p1	XM_011391912.1.p1
OG0004023	XM_001586619.1.p1	XM_011393307.1.p1
OG0004024	XM_001590975.1.p1	XM_011392299.1.p1
OG0004026	XM_001592019.1.p1	XM_011391066.1.p1
OG0004027	XM_001591038.1.p1	XM_011391722.1.p1
