Orthogroup	Sclerotinia_sclerotiorum	Phytophthora_infestans
OG0001748	XM_001586061.1.p1	XM_002898820.1.p1
OG0001749	XM_001586065.1.p1	XM_002900504.1.p1, XM_002900505.1.p1, XM_002900506.1.p1
OG0001750	XM_001594666.1.p1	XM_002997321.1.p1
OG0001751	XM_001594579.1.p1	XM_002999042.1.p1
OG0001753	XM_001594548.1.p1	XM_002998122.1.p1
OG0001754	XM_001585963.1.p1, XM_001585964.1.p1	XM_002999201.1.p1
OG0001755	XM_001585949.1.p1	XM_002899098.1.p1, XM_002904809.1.p1
OG0001756	XM_001585907.1.p1	XM_002908974.1.p1, XM_002895047.1.p1
OG0001757	XM_001585900.1.p1	XM_002999109.1.p1
OG0001758	XM_001586006.1.p1	XM_002905745.1.p1, XM_002895783.1.p1
OG0001759	XM_001586026.1.p1	XM_002896433.1.p1, XM_002997882.1.p1
OG0001760	XM_001586030.1.p1	XM_002908570.1.p1
OG0001762	XM_001594163.1.p1	XM_002896935.1.p1
OG0001763	XM_001594228.1.p1	XM_002897332.1.p1
OG0001766	XM_001594478.1.p1	XM_002906378.1.p1
OG0001767	XM_001594598.1.p1	XM_002903775.1.p1
OG0001768	XM_001594600.1.p1	XM_002904122.1.p1, XM_002899025.1.p1
OG0001773	XM_001594204.1.p1	XM_002897073.1.p1
OG0001777	XM_001594850.1.p1	XM_002898391.1.p1
OG0001778	XM_001594829.1.p1	XM_002902577.1.p1
OG0001779	XM_001586247.1.p1	XM_002997351.1.p1
OG0001781	XM_001586224.1.p1	XM_002894988.1.p2, XM_002900215.1.p2
OG0001782	XM_001586211.1.p1	XM_002998520.1.p1
OG0001785	XM_001586135.1.p1	XM_002997509.1.p1
OG0001786	XM_001586122.1.p1	XM_002900059.1.p1, XM_002906414.1.p1
OG0001787	XM_001586077.1.p1	XM_002896338.1.p1, XM_002896375.1.p1
OG0001790	XM_001586318.1.p1	XM_002998984.1.p1
OG0001791	XM_001586319.1.p1	XM_002898319.1.p1, XM_002900790.1.p1
OG0001792	XM_001597249.1.p1	XM_002895764.1.p1, XM_002904174.1.p1
OG0001793	XM_001597286.1.p1	XM_002997532.1.p1
OG0001795	XM_001592168.1.p1	XM_002902050.1.p1
OG0001796	XM_001597528.1.p1	XM_002909354.1.p1, XM_002900763.1.p1
OG0001797	XM_001595386.1.p1, XM_001597540.1.p1	XM_002906288.1.p1
OG0001798	XM_001597598.1.p1	XM_002895345.1.p1, XM_002906973.1.p1
OG0001800	XM_001597481.1.p1	XM_002896929.1.p1, XM_002896964.1.p1
OG0001801	XM_001597471.1.p1	XM_002907351.1.p1
OG0001802	XM_001597197.1.p1	XM_002906053.1.p1
OG0001803	XM_001587887.1.p1	XM_002998998.1.p1, XM_002894809.1.p2, XM_002907159.1.p1
OG0001806	XM_001587857.1.p1	XM_002996955.1.p1, XM_002996954.1.p1
OG0001807	XM_001587711.1.p1	XM_002903510.1.p1, XM_002903511.1.p1
OG0001808	XM_001587667.1.p1	XM_002897937.1.p1
OG0001809	XM_001586943.1.p1	XM_002902518.1.p1
OG0001812	XM_001586665.1.p1	XM_002998011.1.p1
OG0001813	XM_001586660.1.p1	XM_002907907.1.p1
OG0001815	XM_001598656.1.p1	XM_002907464.1.p1
OG0001817	XM_001598420.1.p1	XM_002997391.1.p1
OG0001818	XM_001598452.1.p1	XM_002905241.1.p1, XM_002896664.1.p1
OG0001819	XM_001598467.1.p1	XM_002895185.1.p1, XM_002904005.1.p1, XM_002903869.1.p1
OG0001820	XM_001598490.1.p1	XM_002906199.1.p1
OG0001821	XM_001598504.1.p1	XM_002997245.1.p1
OG0001822	XM_001598534.1.p1	XM_002907778.1.p1
OG0001823	XM_001598306.1.p1	XM_002903261.1.p1
OG0001825	XM_001598154.1.p1	XM_002900453.1.p1, XM_002908264.1.p1
OG0001826	XM_001598076.1.p1	XM_002907307.1.p1, XM_002909076.1.p1
OG0001828	XM_001598001.1.p1	XM_002997140.1.p1
OG0001829	XM_001597955.1.p1	XM_002899314.1.p1
OG0001830	XM_001597951.1.p1	XM_002908675.1.p1, XM_002906994.1.p1
OG0001832	XM_001597917.1.p1	XM_002897290.1.p1
OG0001833	XM_001597883.1.p1	XM_002895203.1.p1, XM_002905707.1.p1
OG0001834	XM_001585799.1.p1	XM_002907301.1.p1
OG0001835	XM_001585772.1.p1	XM_002902542.1.p1, XM_002899402.1.p1
OG0001838	XM_001585722.1.p1	XM_002895388.1.p1, XM_002895737.1.p1
OG0001839	XM_001585695.1.p1	XM_002997972.1.p1
OG0001840	XM_001585693.1.p1, XM_001585692.1.p1	XM_002907654.1.p1
OG0001841	XM_001585644.1.p1	XM_002907945.1.p1
OG0001842	XM_001590383.1.p1	XM_002999252.1.p1
OG0001844	XM_001588088.1.p1	XM_002903611.1.p1
OG0001845	XM_001588083.1.p1	XM_002895564.1.p1
OG0001846	XM_001588052.1.p1	XM_002896730.1.p1
OG0001847	XM_001595816.1.p1	XM_002909285.1.p1, XM_002897184.1.p1
OG0001849	XM_001595660.1.p1	XM_002898872.1.p1
OG0001850	XM_001595641.1.p1	XM_002898877.1.p1
OG0001852	XM_001595612.1.p1	XM_002898578.1.p1, XM_002895553.1.p1
OG0001855	XM_001588257.1.p1	XM_002902336.1.p1
OG0001856	XM_001592684.1.p1	XM_002900612.1.p1
OG0001857	XM_001592691.1.p1	XM_002906802.1.p1
OG0001861	XM_001592829.1.p1	XM_002895787.1.p1
OG0001862	XM_001592902.1.p1	XM_002902024.1.p1, XM_002898859.1.p1
OG0001864	XM_001592765.1.p1	XM_002896974.1.p1
OG0001865	XM_001593109.1.p1	XM_002901771.1.p1
OG0001867	XM_001593156.1.p1	XM_002907418.1.p1
OG0001868	XM_001593176.1.p1, XM_001593177.1.p1	XM_002899589.1.p1
OG0001870	XM_001593245.1.p1	XM_002904698.1.p1
OG0001871	XM_001587124.1.p1	XM_002908122.1.p1
OG0001872	XM_001587116.1.p1	XM_002898790.1.p1
OG0001874	XM_001587071.1.p1	XM_002896181.1.p1, XM_002896182.1.p1
OG0001875	XM_001587013.1.p1	XM_002909362.1.p1
OG0001876	XM_001589457.1.p1	XM_002908516.1.p1, XM_002908515.1.p1
OG0001877	XM_001596386.1.p1	XM_002906581.1.p1, XM_002906577.1.p1
OG0001879	XM_001596262.1.p1	XM_002997199.1.p1, XM_002904848.1.p1
OG0001880	XM_001589662.1.p1	XM_002999106.1.p1
OG0001881	XM_001596615.1.p1	XM_002906367.1.p1
OG0001883	XM_001596492.1.p1	XM_002906520.1.p1
OG0001885	XM_001596497.1.p1	XM_002896229.1.p1
OG0001888	XM_001589618.1.p1	XM_002900440.1.p1, XM_002900439.1.p1
OG0001889	XM_001596529.1.p1	XM_002903732.1.p1, XM_002996974.1.p1
OG0001890	XM_001596697.1.p1	XM_002997965.1.p1
OG0001891	XM_001596732.1.p1	XM_002909541.1.p1
OG0001893	XM_001596723.1.p1	XM_002901144.1.p1, XM_002909639.1.p1
OG0001894	XM_001587963.1.p1	XM_002896658.1.p1
OG0001896	XM_001587936.1.p1, XM_001587935.1.p1	XM_002997687.1.p1
OG0001897	XM_001597642.1.p1	XM_002897983.1.p1
OG0001898	XM_001597099.1.p1	XM_002907870.1.p1
OG0001900	XM_001589203.1.p1	XM_002909291.1.p1, XM_002906617.1.p1
OG0001903	XM_001597660.1.p1	XM_002896838.1.p1
OG0001904	XM_001589289.1.p1	XM_002902243.1.p1
OG0001906	XM_001589014.1.p1	XM_002906355.1.p1
OG0001909	XM_001589055.1.p1	XM_002909136.1.p1
OG0001911	XM_001586559.1.p1	XM_002901589.1.p1
OG0001912	XM_001595419.1.p1	XM_002908347.1.p1
OG0001914	XM_001595383.1.p1	XM_002998135.1.p1
OG0001916	XM_001595343.1.p1	XM_002998462.1.p1
OG0001917	XM_001595279.1.p1	XM_002902750.1.p1
OG0001918	XM_001595237.1.p1, XM_001595236.1.p1	XM_002905154.1.p1
OG0001920	XM_001595175.1.p1	XM_002997897.1.p1
OG0001923	XM_001595110.1.p1	XM_002906768.1.p1
OG0001925	XM_001594986.1.p1	XM_002908744.1.p1
OG0001926	XM_001594988.1.p1	XM_002908726.1.p1
OG0001927	XM_001587320.1.p1	XM_002906386.1.p1, XM_002895221.1.p1
OG0001928	XM_001587346.1.p1	XM_002908191.1.p1, XM_002908192.1.p1
OG0001929	XM_001587376.1.p1	XM_002905351.1.p1, XM_002895740.1.p1
OG0001930	XM_001587393.1.p1	XM_002905192.1.p1
OG0001931	XM_001587568.1.p1	XM_002900627.1.p1
OG0001933	XM_001587632.1.p1	XM_002908770.1.p1, XM_002909212.1.p1
OG0001936	XM_001593877.1.p1	XM_002896279.1.p1
OG0001940	XM_001593822.1.p1	XM_002906515.1.p1
OG0001943	XM_001593574.1.p1	XM_002906166.1.p1
OG0001946	XM_001594109.1.p1	XM_002903343.1.p1, XM_002902693.1.p1
OG0001947	XM_001591693.1.p1	XM_002909637.1.p1, XM_002894914.1.p1
OG0001948	XM_001591890.1.p1	XM_002900426.1.p1
OG0001949	XM_001591893.1.p1	XM_002897758.1.p1
OG0001951	XM_001586580.1.p1	XM_002907671.1.p1
OG0001952	XM_001591514.1.p1	XM_002996899.1.p1, XM_002996902.1.p1
OG0001953	XM_001591512.1.p1	XM_002895222.1.p1
OG0001954	XM_001586501.1.p1	XM_002896680.1.p1
OG0001956	XM_001592591.1.p1	XM_002899937.1.p1
OG0001958	XM_001592582.1.p1	XM_002908407.1.p1
OG0001963	XM_001592548.1.p1	XM_002906968.1.p1
OG0001965	XM_001592314.1.p1	XM_002902112.1.p1, XM_002900145.1.p1
OG0001966	XM_001592365.1.p1	XM_002902153.1.p1
OG0001967	XM_001592410.1.p1	XM_002903621.1.p1
OG0001968	XM_001592421.1.p1	XM_002908177.1.p1
OG0001969	XM_001596955.1.p1	XM_002907359.1.p1
OG0001972	XM_001590468.1.p1	XM_002999105.1.p1, XM_002896488.1.p1
OG0001973	XM_001590469.1.p1	XM_002904956.1.p1, XM_002999263.1.p1
OG0001974	XM_001590454.1.p1	XM_002896190.1.p1
OG0001975	XM_001590507.1.p1	XM_002907635.1.p1
OG0001976	XM_001590532.1.p1	XM_002903645.1.p1, XM_002904908.1.p1
OG0001977	XM_001590557.1.p1	XM_002902524.1.p1, XM_002900310.1.p1
OG0001979	XM_001590641.1.p1	XM_002902516.1.p1
OG0001980	XM_001590691.1.p1	XM_002904262.1.p1
OG0001983	XM_001590577.1.p1	XM_002909409.1.p1, XM_002909408.1.p1
OG0001984	XM_001590590.1.p1	XM_002900699.1.p1
OG0001985	XM_001590715.1.p1	XM_002906371.1.p1
OG0001986	XM_001590718.1.p1	XM_002903602.1.p1
OG0001987	XM_001590725.1.p1	XM_002897972.1.p1
OG0001988	XM_001596553.1.p1	XM_002901095.1.p1
OG0001989	XM_001590857.1.p1	XM_002902361.1.p1, XM_002909838.1.p1
OG0001990	XM_001585196.1.p1	XM_002894803.1.p1, XM_002904735.1.p1
OG0001991	XM_001584964.1.p1	XM_002906486.1.p1, XM_002906488.1.p1, XM_002895265.1.p1
OG0001992	XM_001585181.1.p1	XM_002908540.1.p1, XM_002908542.1.p1
OG0001993	XM_001585166.1.p1	XM_002901787.1.p1, XM_002901788.1.p1
OG0001994	XM_001585130.1.p1	XM_002896272.1.p1, XM_002896270.1.p1
OG0001995	XM_001585424.1.p1	XM_002905320.1.p1, XM_002905396.1.p1
OG0001996	XM_001585392.1.p1	XM_002996926.1.p1, XM_002901580.1.p1
OG0001997	XM_001585390.1.p1	XM_002997410.1.p1, XM_002997411.1.p1
OG0001999	XM_001595999.1.p1	XM_002903574.1.p1
OG0002000	XM_001595992.1.p1	XM_002999094.1.p1
OG0002001	XM_001595956.1.p1	XM_002901654.1.p1
OG0002002	XM_001595951.1.p1	XM_002895538.1.p1, XM_002904594.1.p1
OG0002003	XM_001595937.1.p1	XM_002998705.1.p1, XM_002899855.1.p1
OG0002005	XM_001596197.1.p1	XM_002897353.1.p1, XM_002904785.1.p1
OG0002006	XM_001589814.1.p1	XM_002894901.1.p1, XM_002907475.1.p1
OG0002007	XM_001589832.1.p1	XM_002906849.1.p1
OG0002008	XM_001585602.1.p1	XM_002903656.1.p1, XM_002906872.1.p1
OG0002011	XM_001598924.1.p1	XM_002906873.1.p1
OG0002013	XM_001598860.1.p1	XM_002894910.1.p1
OG0002014	XM_001588572.1.p1	XM_002901002.1.p1
OG0002016	XM_001588677.1.p1	XM_002899943.1.p1, XM_002907377.1.p1
OG0002017	XM_001588656.1.p1	XM_002997094.1.p1, XM_002902102.1.p1
OG0002018	XM_001588618.1.p1	XM_002907490.1.p1, XM_002906459.1.p1
OG0002019	XM_001598823.1.p1	XM_002902768.1.p1, XM_002998715.1.p1
OG0002021	XM_001598772.1.p1	XM_002997304.1.p1, XM_002904550.1.p1
OG0002023	XM_001588810.1.p1	XM_002898466.1.p1
OG0002024	XM_001588711.1.p1	XM_002902772.1.p1
OG0002025	XM_001588915.1.p1	XM_002997292.1.p1
OG0002026	XM_001584702.1.p1	XM_002902309.1.p1, XM_002906687.1.p1
OG0002030	XM_001591188.1.p1	XM_002997755.1.p1
OG0002031	XM_001591124.1.p1	XM_002900466.1.p1
OG0002032	XM_001591000.1.p1, XM_001590999.1.p1	XM_002999241.1.p1
OG0002033	XM_001590983.1.p1, XM_001590982.1.p1	XM_002905573.1.p1
OG0002034	XM_001590972.1.p1	XM_002900424.1.p1
OG0002038	XM_001590868.1.p1	XM_002898584.1.p1
OG0002039	XM_001590890.1.p1	XM_002909441.1.p1
OG0002041	XM_001585114.1.p1	XM_002894775.1.p1, XM_002908461.1.p1
OG0002042	XM_001585042.1.p1	XM_002895278.1.p1
OG0002043	XM_001590920.1.p1	XM_002903059.1.p1
OG0002045	XM_001596019.1.p1	XM_002997069.1.p1
OG0002046	XM_001596010.1.p1	XM_002907836.1.p1
OG0002047	XM_001585319.1.p1	XM_002906934.1.p1
OG0002048	XM_001585306.1.p1	XM_002908188.1.p1
OG0002049	XM_001585276.1.p1	XM_002906618.1.p1
OG0002053	XM_001589994.1.p1	XM_002903047.1.p1
OG0002054	XM_001590102.1.p1	XM_002898532.1.p1, XM_002899870.1.p1
OG0002055	XM_001590115.1.p1	XM_002905159.1.p1
OG0002057	XM_001590260.1.p1	XM_002899039.1.p1
OG0002058	XM_001590262.1.p1	XM_002897677.1.p1
OG0002059	XM_001590263.1.p1	XM_002909465.1.p1
OG0002060	XM_001590264.1.p1	XM_002901742.1.p1
OG0002061	XM_001590194.1.p1	XM_002908490.1.p1
OG0002062	XM_001590201.1.p1	XM_002909594.1.p1
OG0002063	XM_001590790.1.p1	XM_002998656.1.p1
OG0002086	XM_001598712.1.p1	XM_002896996.1.p1, XM_002896068.1.p1, XM_002896197.1.p1, XM_002998923.1.p1
OG0002179	XM_001597385.1.p1	XM_002909074.1.p1
OG0002180	XM_001590545.1.p1	XM_002903087.1.p1
OG0002182	XM_001588707.1.p1	XM_002909510.1.p1
OG0002183	XM_001587760.1.p1	XM_002908605.1.p1
OG0002184	XM_001586215.1.p1	XM_002901837.1.p1
OG0002185	XM_001586947.1.p1	XM_002906023.1.p1
OG0002186	XM_001593787.1.p1	XM_002902644.1.p1
OG0002187	XM_001591867.1.p1	XM_002998038.1.p1
OG0002189	XM_001584529.1.p1	XM_002908277.1.p1
OG0002190	XM_001596639.1.p1	XM_002894737.1.p1, XM_002908248.1.p1
OG0002191	XM_001597069.1.p1	XM_002896710.1.p1
OG0002192	XM_001587521.1.p1	XM_002998460.1.p1
OG0002195	XM_001589224.1.p1	XM_002899292.1.p1
OG0002196	XM_001589219.1.p1	XM_002903281.1.p1
OG0002197	XM_001588788.1.p1	XM_002898079.1.p1
OG0002198	XM_001591306.1.p1	XM_002998640.1.p1
OG0002201	XM_001586017.1.p1	XM_002899674.1.p1
OG0002202	XM_001592624.1.p1	XM_002908095.1.p1
OG0002203	XM_001592623.1.p1	XM_002906568.1.p1
OG0002204	XM_001590832.1.p1	XM_002902065.1.p1
OG0002208	XM_001597869.1.p1	XM_002905156.1.p1
OG0002209	XM_001585388.1.p1	XM_002908578.1.p1
OG0002210	XM_001585389.1.p1	XM_002900509.1.p1
OG0002213	XM_001588895.1.p1	XM_002908841.1.p1
OG0002214	XM_001588909.1.p1	XM_002902734.1.p1
OG0002215	XM_001584507.1.p1	XM_002998938.1.p1
OG0002217	XM_001591820.1.p1	XM_002902221.1.p1
OG0002218	XM_001586794.1.p1	XM_002908625.1.p1
OG0002219	XM_001586818.1.p1	XM_002897277.1.p1
OG0002220	XM_001589146.1.p1	XM_002909355.1.p1
OG0002222	XM_001594118.1.p1	XM_002900793.1.p1
OG0002223	XM_001588235.1.p1	XM_002907914.1.p1
OG0002224	XM_001588232.1.p1	XM_002901838.1.p1
OG0002225	XM_001594152.1.p1	XM_002907600.1.p1
OG0002226	XM_001594155.1.p1	XM_002903146.1.p1
OG0002227	XM_001594159.1.p1	XM_002905263.1.p1
OG0002228	XM_001585647.1.p1	XM_002906548.1.p1
OG0002230	XM_001596893.1.p1	XM_002908360.1.p1
OG0002231	XM_001593476.1.p1	XM_002904851.1.p1
OG0002232	XM_001595818.1.p1	XM_002897989.1.p1
OG0002233	XM_001585066.1.p1	XM_002896372.1.p1
OG0002234	XM_001585049.1.p1	XM_002902225.1.p1
OG0002235	XM_001591593.1.p1	XM_002999147.1.p1
OG0002236	XM_001591796.1.p1	XM_002908814.1.p1
OG0002237	XM_001591829.1.p1	XM_002998564.1.p1, XM_002906250.1.p1
OG0002239	XM_001596021.1.p1	XM_002997281.1.p1
OG0002240	XM_001596020.1.p1	XM_002997970.1.p1
OG0002241	XM_001596015.1.p1	XM_002901906.1.p1, XM_002902685.1.p1
OG0002242	XM_001596006.1.p1	XM_002998924.1.p1
OG0002243	XM_001592602.1.p1	XM_002907016.1.p1
OG0002244	XM_001592614.1.p1	XM_002906450.1.p1
OG0002245	XM_001592619.1.p1	XM_002902882.1.p1
OG0002246	XM_001595681.1.p1	XM_002897996.1.p1
OG0002248	XM_001592133.1.p1	XM_002997638.1.p1
OG0002249	XM_001592136.1.p1	XM_002908805.1.p1
OG0002250	XM_001597766.1.p1	XM_002905514.1.p1
OG0002251	XM_001585575.1.p1	XM_002907148.1.p1
OG0002253	XM_001597417.1.p1	XM_002900416.1.p1
OG0002254	XM_001597420.1.p1	XM_002999074.1.p1
OG0002255	XM_001585763.1.p1	XM_002900227.1.p1
OG0002256	XM_001585778.1.p1	XM_002895734.1.p1
OG0002258	XM_001586374.1.p1	XM_002907319.1.p1
OG0002259	XM_001592666.1.p1, XM_001591290.1.p1	XM_002904905.1.p1
OG0002260	XM_001596461.1.p1	XM_002903344.1.p1
OG0002261	XM_001584927.1.p1	XM_002998247.1.p1
OG0002263	XM_001585906.1.p1	XM_002904053.1.p1
OG0002265	XM_001589776.1.p1	XM_002909004.1.p1
OG0002266	XM_001589778.1.p1	XM_002900030.1.p1
OG0002268	XM_001596717.1.p1	XM_002906543.1.p1
OG0002269	XM_001584712.1.p1	XM_002904316.1.p1
OG0002271	XM_001586934.1.p1	XM_002897142.1.p1
OG0002272	XM_001586937.1.p1	XM_002908840.1.p1
OG0002273	XM_001591151.1.p1	XM_002906797.1.p1
OG0002275	XM_001585928.1.p1	XM_002904079.1.p1
OG0002277	XM_001585418.1.p1	XM_002902149.1.p1
OG0002278	XM_001585413.1.p1	XM_002903092.1.p1
OG0002279	XM_001598923.1.p1	XM_002895968.1.p1
OG0002280	XM_001598934.1.p1	XM_002903523.1.p1
OG0002281	XM_001586753.1.p1	XM_002904219.1.p1
OG0002282	XM_001586758.1.p1	XM_002900779.1.p1
OG0002283	XM_001586785.1.p1	XM_002900818.1.p1
OG0002285	XM_001586777.1.p1	XM_002901676.1.p1
OG0002286	XM_001597488.1.p1	XM_002998985.1.p1
OG0002287	XM_001585249.1.p1	XM_002899381.1.p1
OG0002289	XM_001585235.1.p1	XM_002898183.1.p1
OG0002291	XM_001589087.1.p1	XM_002906866.1.p1
OG0002292	XM_001589086.1.p1	XM_002901347.1.p1
OG0002293	XM_001589080.1.p1	XM_002909624.1.p1
OG0002294	XM_001589079.1.p1	XM_002900700.1.p1
OG0002297	XM_001593699.1.p1	XM_002908852.1.p1
OG0002298	XM_001593700.1.p1	XM_002899591.1.p1
OG0002299	XM_001593506.1.p1	XM_002906942.1.p1
OG0002300	XM_001593500.1.p1	XM_002909068.1.p2
OG0002301	XM_001588745.1.p1	XM_002908550.1.p1
OG0002303	XM_001586872.1.p1	XM_002906159.1.p1
OG0002304	XM_001586877.1.p1	XM_002904982.1.p1
OG0002305	XM_001591440.1.p1	XM_002896591.1.p1
OG0002307	XM_001587250.1.p1	XM_002908234.1.p1
OG0002308	XM_001593342.1.p1	XM_002897456.1.p1
OG0002309	XM_001593343.1.p1	XM_002997374.1.p1
OG0002311	XM_001590381.1.p1	XM_002900735.1.p1
OG0002312	XM_001590382.1.p1	XM_002908715.1.p1
OG0002313	XM_001590386.1.p1	XM_002899318.1.p1
OG0002314	XM_001590387.1.p1	XM_002899466.1.p1
OG0002315	XM_001590391.1.p1	XM_002909075.1.p1
OG0002316	XM_001585587.1.p1	XM_002900787.1.p1
OG0002317	XM_001585598.1.p1	XM_002903895.1.p1
OG0002321	XM_001596850.1.p1	XM_002896210.1.p1
OG0002322	XM_001596852.1.p1	XM_002906634.1.p1
OG0002324	XM_001596863.1.p1	XM_002903608.1.p1
OG0002325	XM_001594523.1.p1	XM_002905407.1.p1
OG0002326	XM_001594499.1.p1	XM_002900511.1.p1
OG0002327	XM_001586963.1.p1	XM_002897698.1.p1
OG0002329	XM_001594176.1.p1	XM_002998480.1.p1
OG0002330	XM_001593765.1.p1	XM_002998645.1.p1
OG0002331	XM_001593760.1.p1	XM_002901833.1.p1
OG0002332	XM_001593750.1.p1	XM_002902247.1.p1
OG0002333	XM_001593751.1.p1	XM_002906410.1.p1
OG0002334	XM_001593754.1.p1	XM_002900148.1.p1
OG0002335	XM_001593758.1.p1	XM_002997984.1.p1
OG0002336	XM_001593739.1.p1	XM_002998978.1.p1
OG0002337	XM_001593203.1.p1	XM_002903793.1.p1
OG0002338	XM_001593216.1.p1	XM_002998293.1.p1, XM_002903066.1.p1
OG0002339	XM_001593221.1.p1	XM_002900736.1.p1
OG0002340	XM_001589822.1.p1	XM_002999213.1.p1
OG0002341	XM_001589811.1.p1	XM_002899534.1.p1
OG0002342	XM_001595341.1.p1	XM_002998658.1.p1
OG0002344	XM_001591408.1.p1	XM_002907527.1.p1
OG0002345	XM_001591400.1.p1	XM_002901649.1.p1
OG0002348	XM_001594427.1.p1	XM_002903055.1.p1
OG0002349	XM_001594433.1.p1	XM_002908255.1.p1
OG0002351	XM_001594464.1.p1	XM_002908746.1.p1
OG0002352	XM_001592625.1.p1	XM_002906815.1.p1
OG0002353	XM_001592963.1.p1	XM_002906544.1.p1
OG0002354	XM_001592960.1.p1	XM_002900792.1.p1
OG0002355	XM_001592956.1.p1	XM_002895207.1.p1
OG0002356	XM_001592934.1.p1	XM_002906707.1.p1
OG0002357	XM_001597052.1.p1	XM_002904313.1.p1
OG0002358	XM_001597045.1.p1	XM_002908013.1.p1
OG0002359	XM_001597030.1.p1	XM_002997641.1.p1
OG0002360	XM_001596917.1.p1	XM_002908659.1.p1
OG0002361	XM_001593479.1.p1, XM_001590149.1.p1	XM_002900961.1.p1
OG0002364	XM_001590273.1.p1	XM_002899858.1.p1
OG0002365	XM_001584763.1.p1	XM_002898402.1.p1
OG0002366	XM_001584752.1.p1	XM_002906254.1.p1
OG0002367	XM_001584751.1.p1	XM_002907886.1.p1
OG0002368	XM_001584778.1.p1	XM_002896729.1.p1
OG0002369	XM_001588457.1.p1	XM_002906951.1.p1, XM_002900953.1.p1
OG0002370	XM_001588449.1.p1	XM_002908575.1.p1
OG0002371	XM_001586317.1.p1	XM_002899064.1.p1
OG0002373	XM_001588828.1.p1	XM_002898540.1.p1
OG0002374	XM_001588822.1.p1	XM_002909187.1.p1
OG0002377	XM_001589035.1.p1	XM_002906546.1.p1
OG0002378	XM_001589062.1.p1	XM_002907816.1.p1
OG0002379	XM_001585103.1.p1	XM_002905021.1.p1
OG0002381	XM_001592062.1.p1	XM_002908977.1.p1
OG0002382	XM_001597911.1.p1	XM_002900438.1.p1
OG0002383	XM_001597923.1.p1	XM_002900007.1.p1
OG0002384	XM_001597927.1.p1	XM_002909522.1.p1
OG0002386	XM_001594909.1.p1	XM_002898876.1.p1
OG0002388	XM_001594962.1.p1	XM_002998544.1.p1
OG0002389	XM_001591527.1.p1	XM_002901815.1.p1
OG0002390	XM_001591496.1.p1	XM_002895210.1.p1
OG0002392	XM_001591521.1.p1	XM_002997062.1.p1
OG0002393	XM_001588553.1.p1	XM_002997428.1.p1
OG0002394	XM_001587563.1.p1	XM_002898969.1.p1
OG0002395	XM_001587531.1.p1	XM_002897657.1.p1
OG0002396	XM_001584681.1.p1	XM_002997899.1.p1
OG0002397	XM_001584674.1.p1	XM_002902222.1.p1
OG0002400	XM_001590499.1.p1	XM_002896927.1.p1
OG0002401	XM_001590457.1.p1	XM_002898058.1.p1
OG0002402	XM_001592716.1.p1	XM_002908789.1.p1
OG0002404	XM_001592660.1.p1	XM_002906869.1.p1
OG0002405	XM_001597320.1.p1	XM_002899970.1.p1
OG0002406	XM_001597307.1.p1	XM_002901516.1.p1
OG0002407	XM_001597306.1.p1	XM_002906457.1.p1
OG0002408	XM_001593670.1.p1	XM_002903054.1.p1
OG0002409	XM_001593638.1.p1	XM_002998874.1.p1
OG0002410	XM_001589978.1.p1	XM_002908872.1.p1
OG0002412	XM_001587684.1.p1	XM_002897890.1.p1
OG0002413	XM_001587690.1.p1	XM_002904031.1.p1
OG0002414	XM_001587691.1.p1	XM_002896489.1.p1
OG0002415	XM_001587707.1.p1	XM_002906943.1.p1
OG0002416	XM_001587712.1.p1	XM_002909102.1.p1
OG0002417	XM_001587718.1.p1	XM_002996995.1.p1, XM_002898279.1.p1
OG0002420	XM_001590140.1.p1	XM_002997219.1.p1
OG0002422	XM_001590117.1.p1	XM_002998669.1.p1
OG0002423	XM_001590101.1.p1	XM_002903741.1.p1
OG0002424	XM_001590100.1.p1	XM_002895700.1.p1
OG0002425	XM_001589982.1.p1	XM_002908468.1.p1
OG0002428	XM_001588031.1.p1	XM_002907376.1.p1
OG0002429	XM_001588043.1.p1	XM_002903724.1.p1
OG0002430	XM_001588056.1.p1	XM_002900018.1.p1
OG0002431	XM_001588064.1.p1	XM_002999181.1.p1
OG0002432	XM_001588090.1.p1	XM_002901003.1.p1
OG0002433	XM_001588089.1.p1	XM_002901827.1.p1
OG0002434	XM_001588092.1.p1	XM_002997655.1.p1
OG0002435	XM_001594282.1.p1	XM_002898562.1.p1
OG0002438	XM_001586803.1.p1	XM_002907434.1.p1
OG0002439	XM_001586844.1.p1	XM_002907449.1.p1
OG0002440	XM_001586854.1.p1	XM_002898399.1.p1
OG0002441	XM_001585322.1.p1	XM_002904789.1.p1
OG0002442	XM_001585280.1.p1	XM_002906138.1.p1
OG0002445	XM_001585275.1.p1	XM_002907882.1.p1
OG0002447	XM_001585168.1.p1	XM_002909223.1.p1
OG0002448	XM_001598786.1.p1	XM_002997640.1.p1
OG0002449	XM_001598761.1.p1	XM_002903143.1.p1
OG0002450	XM_001588694.1.p1	XM_002902982.1.p1
OG0002451	XM_001591624.1.p1	XM_002908874.1.p1
OG0002452	XM_001591626.1.p1	XM_002902953.1.p1
OG0002453	XM_001591629.1.p1	XM_002901854.1.p1
OG0002454	XM_001591632.1.p1	XM_002897385.1.p1
OG0002456	XM_001597107.1.p1	XM_002997998.1.p1
OG0002458	XM_001597104.1.p1	XM_002903156.1.p1, XM_002903206.1.p1
