Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Penicillium_expansum_rna_prot
OG0004619	XM_001594718.1.p1	XM_016742918.1.p1
OG0004621	XM_001591477.1.p1	XM_016740915.1.p1
OG0004622	XM_001596274.1.p1	XM_016742910.1.p1
OG0004623	XM_001594477.1.p1	XM_016739965.1.p1
OG0004624	XM_001591748.1.p1	XM_016746824.1.p1
OG0004626	XM_001597782.1.p1	XM_016743850.1.p1
OG0004627	XM_001590360.1.p1	XM_016741861.1.p1
OG0004628	XM_001587343.1.p1	XM_016737534.1.p1
OG0004630	XM_001585812.1.p1	XM_016746646.1.p1
OG0004633	XM_001585438.1.p1	XM_016739252.1.p1
OG0004634	XM_001596491.1.p1	XM_016742325.1.p1
OG0004635	XM_001594139.1.p1	XM_016739276.1.p1
OG0004636	XM_001596493.1.p1	XM_016745066.1.p1
OG0004637	XM_001594181.1.p1	XM_016740695.1.p1
OG0004639	XM_001589415.1.p1	XM_016742165.1.p1
OG0004641	XM_001590484.1.p1	XM_016746768.1.p1
OG0004642	XM_001585752.1.p1	XM_016742866.1.p1
OG0004645	XM_001587730.1.p1	XM_016747193.1.p1
OG0004647	XM_001588280.1.p1	XM_016747783.1.p1
OG0004649	XM_001591806.1.p1	XM_016746825.1.p1
OG0004650	XM_001596772.1.p1	XM_016746950.1.p1
OG0004650	XM_001595010.1.p1	XM_016746564.1.p1
OG0004653	XM_001593255.1.p1	XM_016747562.1.p1
OG0004654	XM_001592450.1.p1	XM_016747606.1.p1
OG0004655	XM_001589797.1.p1	XM_016746056.1.p1
OG0004656	XM_001592804.1.p1	XM_016748217.1.p1
OG0004658	XM_001593899.1.p1	XM_016746241.1.p1
OG0004661	XM_001597587.1.p1	XM_016741315.1.p1
OG0004664	XM_001586071.1.p1	XM_016737491.1.p1
OG0004665	XM_001597071.1.p1	XM_016743430.1.p1
OG0004666	XM_001591916.1.p1	XM_016741565.1.p1
OG0004667	XM_001595113.1.p1	XM_016744852.1.p1
OG0004669	XM_001592697.1.p1	XM_016746153.1.p1
OG0004671	XM_001593571.1.p1	XM_016738556.1.p1
OG0004672	XM_001588432.1.p1	XM_016743016.1.p1
OG0004673	XM_001593979.1.p1, XM_001598346.1.p1	XM_016747214.1.p1, XM_016743629.1.p1
OG0004675	XM_001597249.1.p1	XM_016738413.1.p1
OG0004676	XM_001589422.1.p1	XM_016741179.1.p1
OG0004678	XM_001586113.1.p1	XM_016737666.1.p1, XM_016742943.1.p1
OG0004679	XM_001597192.1.p1	XM_016741160.1.p1
OG0004680	XM_001585959.1.p1	XM_016748151.1.p1, XM_016743337.1.p1
OG0004681	XM_001593454.1.p1	XM_016745760.1.p1
OG0004684	XM_001590385.1.p1	XM_016743230.1.p1
OG0004686	XM_001591515.1.p1	XM_016740828.1.p1
OG0004687	XM_001589917.1.p1	XM_016739802.1.p1
OG0004688	XM_001587725.1.p1	XM_016745086.1.p1
OG0004689	XM_001586964.1.p1	XM_016742015.1.p1
OG0004690	XM_001587595.1.p1	XM_016742581.1.p1
OG0004691	XM_001595340.1.p1	XM_016745926.1.p1
OG0004693	XM_001595792.1.p1	XM_016743026.1.p1
OG0004695	XM_001591098.1.p1	XM_016744123.1.p1
OG0004699	XM_001597622.1.p1	XM_016741689.1.p1
OG0004700	XM_001598244.1.p1	XM_016744958.1.p1
OG0004702	XM_001596317.1.p1	XM_016737535.1.p1
OG0004705	XM_001586209.1.p1	XM_016745714.1.p1
OG0004706	XM_001597372.1.p1	XM_016737308.1.p1
OG0004707	XM_001596944.1.p1	XM_016747626.1.p1
OG0004708	XM_001585371.1.p1	XM_016741456.1.p1
OG0004709	XM_001595801.1.p1	XM_016743048.1.p1
OG0004711	XM_001593314.1.p1	XM_016740532.1.p1
OG0004716	XM_001595381.1.p1	XM_016744487.1.p1
OG0004717	XM_001587620.1.p1	XM_016741418.1.p1
OG0004719	XM_001592763.1.p1	XM_016745140.1.p1
OG0004720	XM_001587944.1.p1	XM_016740702.1.p1
OG0004721	XM_001596035.1.p1	XM_016746458.1.p1
OG0004722	XM_001597403.1.p1	XM_016739128.1.p1
OG0004723	XM_001597649.1.p1	XM_016743461.1.p1
OG0004724	XM_001593480.1.p1	XM_016744233.1.p1
OG0004726	XM_001586763.1.p1	XM_016740867.1.p1
OG0004727	XM_001592866.1.p1	XM_016743515.1.p1
OG0004729	XM_001597708.1.p1	XM_016742701.1.p1
OG0004730	XM_001586764.1.p1	XM_016747699.1.p1
OG0004731	XM_001591751.1.p1	XM_016737592.1.p1
OG0004732	XM_001595013.1.p1	XM_016745711.1.p1
OG0004735	XM_001593205.1.p1	XM_016737846.1.p1
OG0004736	XM_001587712.1.p1	XM_016747755.1.p1
OG0004739	XM_001584754.1.p1	XM_016745686.1.p1
OG0004740	XM_001585816.1.p1	XM_016742431.1.p1
OG0004741	XM_001595485.1.p1	XM_016741329.1.p1
OG0004743	XM_001591172.1.p1	XM_016740643.1.p1
OG0004744	XM_001592431.1.p1	XM_016747636.1.p1
OG0004745	XM_001597868.1.p1	XM_016746775.1.p1
OG0004746	XM_001589060.1.p1	XM_016746734.1.p1
OG0004748	XM_001586802.1.p1	XM_016742215.1.p1
OG0004749	XM_001587488.1.p1	XM_016745951.1.p1
OG0004750	XM_001587489.1.p1	XM_016745952.1.p1
OG0004751	XM_001597489.1.p1	XM_016737296.1.p1
OG0004755	XM_001596142.1.p1	XM_016747625.1.p1
OG0004757	XM_001594617.1.p1	XM_016745872.1.p1, XM_016746577.1.p1
OG0004760	XM_001594944.1.p1, XM_001594945.1.p1	XM_016738897.1.p1
OG0004761	XM_001596803.1.p1	XM_016738852.1.p1
OG0004762	XM_001586434.1.p1	XM_016738986.1.p1
OG0004763	XM_001591755.1.p1	XM_016737593.1.p1
OG0004765	XM_001586800.1.p1	XM_016745112.1.p1
OG0004767	XM_001589238.1.p1	XM_016742562.1.p1
OG0004768	XM_001596532.1.p1	XM_016737526.1.p1
OG0004769	XM_001594747.1.p1	XM_016747411.1.p1
OG0004770	XM_001592170.1.p1	XM_016745882.1.p1
OG0004771	XM_001584715.1.p1	XM_016745368.1.p1
OG0004773	XM_001595879.1.p1	XM_016746532.1.p1
OG0004774	XM_001587032.1.p1	XM_016745548.1.p1
OG0004775	XM_001598495.1.p1	XM_016744543.1.p1
OG0004777	XM_001593590.1.p1	XM_016746507.1.p1
OG0004779	XM_001595788.1.p1	XM_016743031.1.p1
OG0004781	XM_001595000.1.p1	XM_016747266.1.p1
OG0004786	XM_001594669.1.p1	XM_016742656.1.p1
OG0004787	XM_001587968.1.p1	XM_016742076.1.p1
OG0004788	XM_001585716.1.p1	XM_016745692.1.p1
OG0004790	XM_001596633.1.p1, XM_001585229.1.p1	XM_016743494.1.p1
OG0004791	XM_001592990.1.p1	XM_016740481.1.p1
OG0004792	XM_001595515.1.p1	XM_016743830.1.p1
OG0004794	XM_001587177.1.p1	XM_016745717.1.p1
OG0004795	XM_001590243.1.p1	XM_016747098.1.p1
OG0004796	XM_001585160.1.p1	XM_016741858.1.p1
OG0004798	XM_001586255.1.p1	XM_016739294.1.p1
OG0004799	XM_001590024.1.p1	XM_016741977.1.p1
OG0004800	XM_001594771.1.p1	XM_016741615.1.p1
OG0004801	XM_001589355.1.p1	XM_016747082.1.p1
OG0004802	XM_001592171.1.p1	XM_016739367.1.p1
OG0004803	XM_001586131.1.p1	XM_016739071.1.p1
OG0004804	XM_001594305.1.p1	XM_016742406.1.p1
OG0004805	XM_001596722.1.p1	XM_016742723.1.p1
OG0004809	XM_001586502.1.p1	XM_016740204.1.p1
OG0004812	XM_001585205.1.p1	XM_016741773.1.p1
OG0004820	XM_001596486.1.p1	XM_016738343.1.p1
OG0004823	XM_001595397.1.p1	XM_016739962.1.p1
OG0004824	XM_001597272.1.p1	XM_016738772.1.p1, XM_016743339.1.p1
OG0004866	XM_001587318.1.p1	XM_016745933.1.p1
OG0004867	XM_001594541.1.p1	XM_016747874.1.p1
OG0004868	XM_001598356.1.p1	XM_016740650.1.p1
OG0004870	XM_001590745.1.p1	XM_016746080.1.p1
OG0004872	XM_001594143.1.p1	XM_016739284.1.p1
OG0004873	XM_001594456.1.p1	XM_016739250.1.p1
OG0004874	XM_001594466.1.p1	XM_016742288.1.p1
OG0004875	XM_001585278.1.p1	XM_016741904.1.p1
OG0004876	XM_001596307.1.p1	XM_016741641.1.p1
OG0004878	XM_001585105.1.p1	XM_016744762.1.p1
OG0004879	XM_001598288.1.p1	XM_016743303.1.p1, XM_016737478.1.p1
OG0004884	XM_001587758.1.p1	XM_016742631.1.p1
OG0004885	XM_001597967.1.p1	XM_016739197.1.p1
OG0004886	XM_001591262.1.p1	XM_016742094.1.p1
OG0004887	XM_001584500.1.p1	XM_016746710.1.p1
OG0004888	XM_001598153.1.p1	XM_016747012.1.p1
OG0004889	XM_001597502.1.p1	XM_016741673.1.p1
OG0004890	XM_001591014.1.p1	XM_016744388.1.p1
OG0004892	XM_001592549.1.p1	XM_016746339.1.p1
OG0004893	XM_001596801.1.p1	XM_016738851.1.p1
OG0004894	XM_001594547.1.p1	XM_016747187.1.p1
OG0004895	XM_001590690.1.p1	XM_016737894.1.p1
OG0004896	XM_001598582.1.p1	XM_016744571.1.p1
OG0004899	XM_001597646.1.p1	XM_016743462.1.p1
OG0004900	XM_001587456.1.p1	XM_016742682.1.p1
OG0004901	XM_001588982.1.p1	XM_016740447.1.p1
OG0004903	XM_001598859.1.p1	XM_016742191.1.p1
OG0004904	XM_001596831.1.p1	XM_016740295.1.p1
OG0004905	XM_001587265.1.p1	XM_016743356.1.p1
OG0004906	XM_001588654.1.p1	XM_016744238.1.p1
OG0004907	XM_001594537.1.p1	XM_016739702.1.p1
OG0004908	XM_001591298.1.p1	XM_016747723.1.p1
OG0004909	XM_001590878.1.p1	XM_016742737.1.p1
OG0004910	XM_001588931.1.p1	XM_016747028.1.p1
OG0004911	XM_001587143.1.p1	XM_016741137.1.p1
OG0004913	XM_001592811.1.p1	XM_016744418.1.p1
OG0004916	XM_001586591.1.p1	XM_016744231.1.p1
OG0004917	XM_001588661.1.p1	XM_016743347.1.p1
OG0004919	XM_001588364.1.p1	XM_016743477.1.p1
OG0004920	XM_001595292.1.p1	XM_016744614.1.p1
OG0004921	XM_001587734.1.p1	XM_016740411.1.p1
OG0004922	XM_001594910.1.p1	XM_016740777.1.p1
OG0004923	XM_001598411.1.p1	XM_016744948.1.p1
OG0004926	XM_001590219.1.p1	XM_016747687.1.p1
OG0004929	XM_001590277.1.p1	XM_016737506.1.p1
OG0004930	XM_001586582.1.p1	XM_016739858.1.p1
OG0004934	XM_001593813.1.p1	XM_016747994.1.p1, XM_016745207.1.p1
OG0004937	XM_001594959.1.p1	XM_016738279.1.p1
OG0004938	XM_001588392.1.p1	XM_016737572.1.p1
OG0004939	XM_001587999.1.p1	XM_016745325.1.p1
OG0004940	XM_001586995.1.p1	XM_016743514.1.p1
OG0004941	XM_001587179.1.p1	XM_016741072.1.p1
OG0004942	XM_001589541.1.p1	XM_016740329.1.p1
OG0004943	XM_001597901.1.p1	XM_016737575.1.p1
OG0004944	XM_001585965.1.p1	XM_016748144.1.p1
OG0004946	XM_001587780.1.p1	XM_016745116.1.p1
OG0004947	XM_001596946.1.p1	XM_016747414.1.p1
OG0004948	XM_001596537.1.p1	XM_016745824.1.p1
OG0004949	XM_001593502.1.p1	XM_016745788.1.p1
OG0004950	XM_001587201.1.p1	XM_016744124.1.p1
OG0004952	XM_001598627.1.p1	XM_016741090.1.p1
OG0004953	XM_001598193.1.p1	XM_016746631.1.p1
OG0004954	XM_001588612.1.p1	XM_016742204.1.p1
OG0004955	XM_001590795.1.p1	XM_016738393.1.p1
OG0004956	XM_001591920.1.p1	XM_016744866.1.p1
OG0004957	XM_001588031.1.p1	XM_016743087.1.p1
OG0004959	XM_001595188.1.p1	XM_016740030.1.p1
OG0004960	XM_001592302.1.p1	XM_016747358.1.p1
OG0004961	XM_001585456.1.p1	XM_016747198.1.p1
OG0004962	XM_001589167.1.p1	XM_016745694.1.p1
OG0004968	XM_001592331.1.p1	XM_016747333.1.p1
OG0004969	XM_001588604.1.p1	XM_016742206.1.p1
OG0004970	XM_001595924.1.p1	XM_016746552.1.p1
OG0004971	XM_001587268.1.p1	XM_016743354.1.p1
OG0004973	XM_001596888.1.p1	XM_016746286.1.p1
OG0004974	XM_001592316.1.p1	XM_016747688.1.p1
OG0004975	XM_001586422.1.p1	XM_016741770.1.p1
OG0004976	XM_001598293.1.p1	XM_016747543.1.p1
OG0004979	XM_001586523.1.p1	XM_016741170.1.p1
OG0004980	XM_001598541.1.p1	XM_016745859.1.p1, XM_016743112.1.p1
OG0004981	XM_001588323.1.p1	XM_016744832.1.p1
OG0004982	XM_001593366.1.p1	XM_016743130.1.p1
OG0004983	XM_001598896.1.p1	XM_016743206.1.p1
OG0004984	XM_001585383.1.p1	XM_016741480.1.p1
OG0004985	XM_001586780.1.p1	XM_016747249.1.p1
OG0004986	XM_001588717.1.p1	XM_016743442.1.p1
OG0004988	XM_001585266.1.p1	XM_016741907.1.p1
OG0004989	XM_001593560.1.p1	XM_016743608.1.p1
OG0004990	XM_001589538.1.p1	XM_016740124.1.p1
OG0004992	XM_001592912.1.p1	XM_016739937.1.p1
OG0004993	XM_001592762.1.p1	XM_016739959.1.p1
OG0004995	XM_001592222.1.p1	XM_016740835.1.p1
OG0004996	XM_001592513.1.p1	XM_016738121.1.p1
OG0004997	XM_001590872.1.p1	XM_016748253.1.p1
OG0004998	XM_001592693.1.p1	XM_016743953.1.p1
OG0004999	XM_001597452.1.p1	XM_016746799.1.p1
OG0005001	XM_001596657.1.p1	XM_016739285.1.p1, XM_016741221.1.p1
OG0005002	XM_001591554.1.p1	XM_016746557.1.p1
OG0005003	XM_001597902.1.p1	XM_016740197.1.p1
OG0005004	XM_001589174.1.p1	XM_016745289.1.p1
OG0005005	XM_001587681.1.p1	XM_016738231.1.p1
OG0005006	XM_001584538.1.p1	XM_016746726.1.p1
OG0005007	XM_001586754.1.p1	XM_016739220.1.p1
OG0005010	XM_001590960.1.p1	XM_016740642.1.p1
OG0005011	XM_001594409.1.p1	XM_016740958.1.p1
OG0005012	XM_001596481.1.p1	XM_016745055.1.p1
OG0005013	XM_001584590.1.p1	XM_016747361.1.p1
OG0005015	XM_001589963.1.p1	XM_016739190.1.p1
OG0005016	XM_001585736.1.p1	XM_016739187.1.p1
OG0005018	XM_001585043.1.p1	XM_016739515.1.p1
OG0005019	XM_001588018.1.p1	XM_016745081.1.p1
OG0005020	XM_001588550.1.p1	XM_016747826.1.p1
OG0005021	XM_001591905.1.p1	XM_016740874.1.p1
OG0005022	XM_001588627.1.p1	XM_016743362.1.p1
OG0005023	XM_001587534.1.p1	XM_016745752.1.p1
OG0005024	XM_001591662.1.p1	XM_016740884.1.p1
OG0005025	XM_001595361.1.p1	XM_016744486.1.p1
OG0005026	XM_001598273.1.p1	XM_016747410.1.p1
OG0005029	XM_001594308.1.p1	XM_016741291.1.p1
OG0005030	XM_001594462.1.p1	XM_016747942.1.p1
OG0005031	XM_001591562.1.p1	XM_016748265.1.p1
OG0005033	XM_001586448.1.p1	XM_016744930.1.p1
OG0005034	XM_001586730.1.p1	XM_016742099.1.p1
OG0005036	XM_001586781.1.p1	XM_016742063.1.p1
OG0005037	XM_001594882.1.p1	XM_016738866.1.p1
OG0005038	XM_001591848.1.p1	XM_016746915.1.p1
OG0005039	XM_001591457.1.p1	XM_016746218.1.p1
OG0005042	XM_001592614.1.p1	XM_016743178.1.p1
OG0005043	XM_001593528.1.p1	XM_016746112.1.p1
OG0005044	XM_001585814.1.p1	XM_016742643.1.p1
OG0005045	XM_001592676.1.p1	XM_016745726.1.p1
OG0005046	XM_001590561.1.p1	XM_016740566.1.p1
OG0005047	XM_001597964.1.p1	XM_016741751.1.p1
OG0005050	XM_001590406.1.p1	XM_016741774.1.p1
OG0005051	XM_001589419.1.p1	XM_016747459.1.p1
OG0005054	XM_001588448.1.p1	XM_016743126.1.p1
OG0005055	XM_001588571.1.p1	XM_016743209.1.p1
OG0005056	XM_001595726.1.p1	XM_016739728.1.p1
OG0005057	XM_001595429.1.p1	XM_016740291.1.p1
OG0005059	XM_001597185.1.p1	XM_016744077.1.p1
OG0005060	XM_001597462.1.p1	XM_016744303.1.p1
OG0005061	XM_001592810.1.p1	XM_016746149.1.p1
OG0005062	XM_001598824.1.p1	XM_016747904.1.p1
OG0005064	XM_001595162.1.p1	XM_016746685.1.p1
OG0005065	XM_001595426.1.p1	XM_016740631.1.p1
OG0005066	XM_001596966.1.p1	XM_016744712.1.p1
OG0005068	XM_001594681.1.p1	XM_016745681.1.p1, XM_016742455.1.p1, XM_016746706.1.p1, XM_016744289.1.p1
OG0005071	XM_001586356.1.p1	XM_016745369.1.p1, XM_016742715.1.p1
OG0005073	XM_001593864.1.p1	XM_016739421.1.p1
OG0005074	XM_001587686.1.p1	XM_016747757.1.p1
OG0005075	XM_001590481.1.p1	XM_016746770.1.p1
OG0005076	XM_001586546.1.p1	XM_016739372.1.p1
OG0005077	XM_001596870.1.p1	XM_016746892.1.p1
OG0005078	XM_001588813.1.p1	XM_016740540.1.p1
OG0005079	XM_001591974.1.p1	XM_016747501.1.p1
OG0005080	XM_001597083.1.p1	XM_016743467.1.p1
OG0005081	XM_001598790.1.p1	XM_016746308.1.p1
OG0005082	XM_001591915.1.p1	XM_016737792.1.p1
OG0005083	XM_001592043.1.p1, XM_001591297.1.p1	XM_016740027.1.p1
OG0005085	XM_001584902.1.p1	XM_016737627.1.p1
OG0005086	XM_001585503.1.p1	XM_016746464.1.p1
OG0005087	XM_001594186.1.p1	XM_016744859.1.p1
OG0005088	XM_001595549.1.p1	XM_016746392.1.p1
OG0005089	XM_001591547.1.p1	XM_016747519.1.p1
OG0005090	XM_001598456.1.p1	XM_016737510.1.p1
OG0005092	XM_001584596.1.p1	XM_016747597.1.p1
OG0005094	XM_001593992.1.p1	XM_016748122.1.p1
OG0005095	XM_001591259.1.p1	XM_016742101.1.p1
OG0005096	XM_001588101.1.p1	XM_016741814.1.p1
OG0005097	XM_001588926.1.p1	XM_016738533.1.p1, XM_016741059.1.p1
OG0005099	XM_001588672.1.p1	XM_016747820.1.p1
OG0005103	XM_001586112.1.p1, XM_001593743.1.p1	XM_016743073.1.p1
OG0005105	XM_001595092.1.p1	XM_016738747.1.p1, XM_016740502.1.p1
OG0005106	XM_001594872.1.p1	XM_016746029.1.p1
OG0005140	XM_001597876.1.p1	XM_016739807.1.p1
OG0005141	XM_001598633.1.p1	XM_016741326.1.p1
OG0005142	XM_001585803.1.p1	XM_016745700.1.p1
OG0005143	XM_001593507.1.p1	XM_016745765.1.p1
OG0005144	XM_001598253.1.p1, XM_001588036.1.p1	XM_016746023.1.p1, XM_016747769.1.p1
OG0005145	XM_001593647.1.p1	XM_016740121.1.p1
OG0005147	XM_001598269.1.p1	XM_016746061.1.p1
OG0005148	XM_001596628.1.p1	XM_016739149.1.p1
OG0005153	XM_001598196.1.p1	XM_016740339.1.p1
OG0005154	XM_001596514.1.p1	XM_016740823.1.p1
OG0005155	XM_001589446.1.p1	XM_016746354.1.p1
OG0005156	XM_001590841.1.p1	XM_016748077.1.p1
OG0005158	XM_001596288.1.p1	XM_016745042.1.p1
OG0005159	XM_001587119.1.p1	XM_016747999.1.p1
OG0005161	XM_001588827.1.p1	XM_016747834.1.p1
OG0005162	XM_001594921.1.p1	XM_016748111.1.p1
OG0005163	XM_001584729.1.p1	XM_016738687.1.p1
OG0005164	XM_001593515.1.p1	XM_016741050.1.p1
OG0005166	XM_001598148.1.p1	XM_016745944.1.p1
OG0005167	XM_001591035.1.p1	XM_016744407.1.p1
OG0005168	XM_001592131.1.p1	XM_016746171.1.p1
OG0005171	XM_001592546.1.p1	XM_016746342.1.p1
OG0005173	XM_001595522.1.p1	XM_016741439.1.p1
OG0005174	XM_001595521.1.p1	XM_016740548.1.p1
OG0005175	XM_001592324.1.p1	XM_016747424.1.p1
OG0005176	XM_001591397.1.p1	XM_016744137.1.p1
OG0005177	XM_001587173.1.p1	XM_016741134.1.p1
OG0005178	XM_001589591.1.p1	XM_016745989.1.p1
OG0005179	XM_001590583.1.p1	XM_016746059.1.p1
OG0005181	XM_001588619.1.p1	XM_016746941.1.p1
OG0005182	XM_001591442.1.p1	XM_016744580.1.p1
OG0005183	XM_001597625.1.p1	XM_016737954.1.p1
OG0005185	XM_001588831.1.p1	XM_016747837.1.p1
OG0005186	XM_001594025.1.p1	XM_016738648.1.p1
OG0005187	XM_001593410.1.p1	XM_016745567.1.p1
OG0005188	XM_001597138.1.p1	XM_016737300.1.p1
OG0005189	XM_001598238.1.p1	XM_016738432.1.p1
OG0005192	XM_001595791.1.p1	XM_016743027.1.p1
OG0005193	XM_001586460.1.p1	XM_016739000.1.p1
OG0005194	XM_001588401.1.p1	XM_016743068.1.p1
OG0005195	XM_001590569.1.p1	XM_016745641.1.p1
OG0005196	XM_001587541.1.p1	XM_016741423.1.p1
OG0005197	XM_001597740.1.p1	XM_016740647.1.p1
OG0005199	XM_001597085.1.p1	XM_016743286.1.p1
OG0005200	XM_001594366.1.p1	XM_016747895.1.p1
OG0005201	XM_001593350.1.p1	XM_016747902.1.p1
OG0005202	XM_001588123.1.p1	XM_016741806.1.p1
OG0005204	XM_001589181.1.p1	XM_016741885.1.p1
OG0005205	XM_001596519.1.p1	XM_016747218.1.p1
OG0005206	XM_001592741.1.p1	XM_016738269.1.p1
OG0005207	XM_001586013.1.p1	XM_016747159.1.p1
OG0005208	XM_001597471.1.p1	XM_016745240.1.p1
OG0005210	XM_001593021.1.p1	XM_016744257.1.p1
OG0005211	XM_001595736.1.p1	XM_016746595.1.p1
OG0005212	XM_001594741.1.p1	XM_016740202.1.p1
OG0005213	XM_001593224.1.p1	XM_016743706.1.p1
OG0005214	XM_001598757.1.p1	XM_016739647.1.p1
OG0005216	XM_001591249.1.p1	XM_016742613.1.p1
OG0005217	XM_001594576.1.p1	XM_016746741.1.p1
OG0005218	XM_001585747.1.p1	XM_016737302.1.p1
OG0005222	XM_001590055.1.p1	XM_016746196.1.p1
OG0005223	XM_001591729.1.p1	XM_016746644.1.p1
OG0005224	XM_001593789.1.p1	XM_016746440.1.p1
OG0005225	XM_001586736.1.p1	XM_016745075.1.p1
OG0005226	XM_001586882.1.p1	XM_016745892.1.p1
OG0005227	XM_001585112.1.p1	XM_016746801.1.p1
OG0005228	XM_001586616.1.p1	XM_016740923.1.p1
OG0005230	XM_001593192.1.p1	XM_016737844.1.p1
OG0005231	XM_001586172.1.p1	XM_016739070.1.p1
OG0005234	XM_001596779.1.p1	XM_016745493.1.p1
OG0005236	XM_001588918.1.p1	XM_016739393.1.p1
OG0005237	XM_001590130.1.p1	XM_016744376.1.p1
OG0005238	XM_001596818.1.p1	XM_016742973.1.p1
OG0005240	XM_001596303.1.p1	XM_016742251.1.p1
OG0005241	XM_001585702.1.p1	XM_016738098.1.p1
OG0005242	XM_001593503.1.p1	XM_016747771.1.p1
OG0005243	XM_001585882.1.p1	XM_016742276.1.p1
OG0005244	XM_001590109.1.p1	XM_016741826.1.p1
OG0005245	XM_001591604.1.p1	XM_016746849.1.p1
OG0005246	XM_001585470.1.p1	XM_016738379.1.p1
OG0005248	XM_001598315.1.p1	XM_016741581.1.p1
OG0005249	XM_001594015.1.p1	XM_016740020.1.p1
OG0005249	XM_001590571.1.p1	XM_016744802.1.p1
OG0005250	XM_001588079.1.p1	XM_016743083.1.p1
OG0005252	XM_001591115.1.p1	XM_016739105.1.p1
OG0005256	XM_001590955.1.p1	XM_016746466.1.p1
OG0005257	XM_001586604.1.p1	XM_016741381.1.p1
OG0005258	XM_001595324.1.p1	XM_016744627.1.p1
OG0005259	XM_001598849.1.p1	XM_016746625.1.p1
OG0005260	XM_001587084.1.p1	XM_016745733.1.p1
OG0005261	XM_001596798.1.p1	XM_016738848.1.p1
OG0005262	XM_001585178.1.p1	XM_016738370.1.p1
OG0005264	XM_001587957.1.p1, XM_001587958.1.p1	XM_016739764.1.p1
OG0005265	XM_001586349.1.p1	XM_016747364.1.p1
OG0005267	XM_001591149.1.p1	XM_016737286.1.p1
OG0005268	XM_001589365.1.p1	XM_016747079.1.p1
OG0005269	XM_001596572.1.p1	XM_016748098.1.p1
OG0005270	XM_001597892.1.p1	XM_016747538.1.p1
OG0005271	XM_001590576.1.p1	XM_016745198.1.p1
OG0005272	XM_001589595.1.p1	XM_016745642.1.p1
OG0005273	XM_001598352.1.p1	XM_016744492.1.p1
OG0005276	XM_001594379.1.p1	XM_016740118.1.p1
OG0005277	XM_001587526.1.p1	XM_016745751.1.p1
OG0005278	XM_001595064.1.p1	XM_016747922.1.p1
OG0005279	XM_001587374.1.p1	XM_016747057.1.p1
OG0005280	XM_001592072.1.p1	XM_016739866.1.p1, XM_016744384.1.p1
OG0005281	XM_001592724.1.p1	XM_016738170.1.p1
OG0005282	XM_001597220.1.p1	XM_016741697.1.p1
OG0005283	XM_001593072.1.p1	XM_016744194.1.p1
OG0005284	XM_001598809.1.p1	XM_016739676.1.p1
OG0005285	XM_001585251.1.p1	XM_016745631.1.p1
OG0005286	XM_001586124.1.p1	XM_016746755.1.p1
OG0005287	XM_001591965.1.p1	XM_016744608.1.p1
OG0005288	XM_001592368.1.p1	XM_016738144.1.p1
OG0005289	XM_001588888.1.p1	XM_016738072.1.p1
OG0005290	XM_001598300.1.p1	XM_016739889.1.p1
OG0005291	XM_001588529.1.p1	XM_016744212.1.p1
OG0005292	XM_001590928.1.p1	XM_016741781.1.p1
OG0005293	XM_001589034.1.p1	XM_016737959.1.p1
OG0005294	XM_001595913.1.p1	XM_016737696.1.p1
OG0005295	XM_001584796.1.p1	XM_016738567.1.p1
OG0005296	XM_001591507.1.p1	XM_016741252.1.p1
OG0005297	XM_001596007.1.p1	XM_016738696.1.p1
OG0005298	XM_001588141.1.p1	XM_016743034.1.p1
OG0005299	XM_001588543.1.p1	XM_016743207.1.p1
OG0005300	XM_001588277.1.p1	XM_016744722.1.p1
OG0005301	XM_001588744.1.p1	XM_016743327.1.p1
OG0005302	XM_001598554.1.p1	XM_016746554.1.p1
OG0005304	XM_001593783.1.p1	XM_016746444.1.p1
OG0005305	XM_001593577.1.p1, XM_001598241.1.p1	XM_016738593.1.p1
OG0005307	XM_001590396.1.p1	XM_016738043.1.p1
OG0005309	XM_001586817.1.p1	XM_016747763.1.p1
OG0005310	XM_001593542.1.p1	XM_016741877.1.p1
OG0005311	XM_001587137.1.p1	XM_016738167.1.p1
OG0005312	XM_001595713.1.p1	XM_016741834.1.p1
OG0005313	XM_001586950.1.p1	XM_016745770.1.p1
OG0005314	XM_001598530.1.p1	XM_016740795.1.p1
OG0005315	XM_001587515.1.p1	XM_016745180.1.p1
OG0005316	XM_001588839.1.p1	XM_016748241.1.p1
OG0005317	XM_001585826.1.p1	XM_016745412.1.p1
OG0005319	XM_001587078.1.p1	XM_016745723.1.p1
OG0005321	XM_001588621.1.p1	XM_016739664.1.p1
OG0005322	XM_001596693.1.p1	XM_016738681.1.p1
OG0005323	XM_001591891.1.p1	XM_016738965.1.p1
OG0005324	XM_001590480.1.p1	XM_016740811.1.p1
OG0005325	XM_001589684.1.p1	XM_016739253.1.p1
OG0005326	XM_001589261.1.p1	XM_016739177.1.p1
OG0005327	XM_001594767.1.p1	XM_016746740.1.p1
OG0005328	XM_001592187.1.p1	XM_016740829.1.p1
OG0005329	XM_001592357.1.p1	XM_016746866.1.p1
OG0005330	XM_001595136.1.p1	XM_016745267.1.p1
OG0005332	XM_001595159.1.p1	XM_016746673.1.p1
OG0005333	XM_001591135.1.p1	XM_016740484.1.p1
OG0005336	XM_001598446.1.p1	XM_016739886.1.p1
