Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Alternaria_alternata_rna_prot
OG0005023	XM_001587534.1.p1	XM_018532828.1.p1
OG0005024	XM_001591662.1.p1	XM_018532868.1.p1
OG0005025	XM_001595361.1.p1	XM_018532978.1.p1
OG0005026	XM_001598273.1.p1	XM_018533965.1.p1, XM_018533071.1.p1
OG0005027	XM_001592834.1.p1	XM_018533238.1.p1
OG0005028	XM_001596626.1.p1	XM_018533326.1.p1
OG0005029	XM_001594308.1.p1	XM_018533408.1.p1
OG0005030	XM_001594462.1.p1	XM_018533445.1.p1
OG0005031	XM_001591562.1.p1	XM_018533746.1.p1
OG0005032	XM_001588205.1.p1	XM_018533954.1.p1
OG0005033	XM_001586448.1.p1	XM_018533980.1.p1
OG0005034	XM_001586730.1.p1	XM_018534008.1.p1
OG0005036	XM_001586781.1.p1	XM_018534069.1.p1
OG0005037	XM_001594882.1.p1	XM_018534100.1.p1
OG0005038	XM_001591848.1.p1	XM_018534171.1.p1
OG0005039	XM_001591457.1.p1	XM_018534172.1.p1
OG0005040	XM_001585164.1.p1	XM_018534245.1.p1
OG0005041	XM_001592199.1.p1	XM_018534260.1.p1
OG0005042	XM_001592614.1.p1	XM_018534265.1.p1
OG0005044	XM_001585814.1.p1	XM_018534438.1.p1
OG0005045	XM_001592676.1.p1	XM_018534447.1.p1
OG0005046	XM_001590561.1.p1	XM_018535536.1.p1, XM_018534476.1.p1
OG0005047	XM_001597964.1.p1	XM_018534512.1.p1
OG0005049	XM_001586575.1.p1	XM_018534567.1.p1
OG0005050	XM_001590406.1.p1	XM_018534604.1.p1
OG0005051	XM_001589419.1.p1	XM_018534622.1.p1
OG0005052	XM_001584952.1.p1	XM_018534654.1.p1
OG0005053	XM_001595850.1.p1	XM_018534718.1.p1
OG0005054	XM_001588448.1.p1	XM_018534719.1.p1
OG0005055	XM_001588571.1.p1	XM_018534740.1.p1
OG0005056	XM_001595726.1.p1	XM_018534746.1.p1
OG0005057	XM_001595429.1.p1	XM_018534810.1.p1
OG0005059	XM_001597185.1.p1	XM_018535001.1.p1
OG0005060	XM_001597462.1.p1	XM_018535003.1.p1
OG0005061	XM_001592810.1.p1	XM_018535019.1.p1
OG0005062	XM_001598824.1.p1	XM_018535029.1.p1
OG0005063	XM_001593685.1.p1	XM_018535076.1.p1
OG0005064	XM_001595162.1.p1	XM_018535258.1.p1
OG0005065	XM_001595426.1.p1	XM_018535361.1.p1
OG0005066	XM_001596966.1.p1	XM_018535595.1.p1
OG0005067	XM_001589813.1.p1	XM_018535670.1.p1
OG0005068	XM_001594681.1.p1	XM_018535742.1.p1
OG0005070	XM_001593761.1.p1	XM_018535886.1.p1
OG0005071	XM_001586356.1.p1	XM_018536040.1.p1
OG0005072	XM_001592558.1.p1, XM_001594016.1.p1	XM_018536054.1.p1
OG0005073	XM_001593864.1.p1	XM_018536069.1.p1
OG0005074	XM_001587686.1.p1	XM_018536071.1.p1
OG0005075	XM_001590481.1.p1	XM_018536094.1.p1
OG0005076	XM_001586546.1.p1	XM_018536102.1.p1
OG0005077	XM_001596870.1.p1	XM_018536105.1.p1
OG0005078	XM_001588813.1.p1	XM_018536181.1.p1
OG0005079	XM_001591974.1.p1	XM_018536328.1.p1
OG0005080	XM_001597083.1.p1	XM_018536347.1.p1
OG0005081	XM_001598790.1.p1	XM_018536360.1.p1
OG0005140	XM_001597876.1.p1	XM_018523166.1.p1
OG0005141	XM_001598633.1.p1, XM_001586472.1.p1	XM_018523174.1.p1
OG0005142	XM_001585803.1.p1	XM_018523278.1.p1
OG0005143	XM_001593507.1.p1	XM_018523295.1.p1
OG0005144	XM_001598253.1.p1, XM_001588036.1.p1	XM_018523323.1.p1
OG0005145	XM_001593647.1.p1	XM_018523333.1.p1
OG0005147	XM_001598269.1.p1	XM_018523499.1.p1, XM_018524218.1.p1
OG0005148	XM_001596628.1.p1	XM_018523505.1.p1
OG0005149	XM_001594822.1.p1	XM_018523532.1.p1
OG0005153	XM_001598196.1.p1	XM_018523716.1.p1
OG0005154	XM_001596514.1.p1	XM_018523817.1.p1
OG0005155	XM_001589446.1.p1	XM_018523830.1.p1
OG0005156	XM_001590841.1.p1	XM_018523877.1.p1
OG0005158	XM_001596288.1.p1	XM_018523961.1.p1
OG0005159	XM_001587119.1.p1	XM_018523973.1.p1
OG0005161	XM_001588827.1.p1	XM_018524196.1.p1
OG0005162	XM_001594921.1.p1	XM_018524334.1.p1
OG0005163	XM_001584729.1.p1	XM_018527774.1.p1, XM_018524432.1.p1
OG0005164	XM_001593515.1.p1	XM_018524478.1.p1
OG0005165	XM_001592144.1.p1, XM_001594675.1.p1	XM_018524526.1.p1
OG0005166	XM_001598148.1.p1	XM_018524554.1.p1
OG0005167	XM_001591035.1.p1	XM_018524604.1.p1
OG0005168	XM_001592131.1.p1	XM_018524643.1.p1
OG0005170	XM_001589823.1.p1	XM_018524719.1.p1
OG0005171	XM_001592546.1.p1	XM_018524737.1.p1
OG0005172	XM_001595282.1.p1	XM_018524751.1.p1
OG0005172	XM_001591861.1.p1	XM_018526024.1.p1
OG0005173	XM_001595522.1.p1	XM_018524762.1.p1
OG0005174	XM_001595521.1.p1	XM_018524763.1.p1
OG0005175	XM_001592324.1.p1	XM_018524781.1.p1
OG0005176	XM_001591397.1.p1	XM_018524864.1.p1
OG0005177	XM_001587173.1.p1	XM_018524883.1.p1
OG0005178	XM_001589591.1.p1	XM_018530273.1.p1
OG0005179	XM_001590583.1.p1	XM_018525131.1.p1
OG0005180	XM_001596674.1.p1	XM_018525135.1.p1
OG0005181	XM_001588619.1.p1	XM_018525147.1.p1
OG0005182	XM_001591442.1.p1	XM_018525185.1.p1
OG0005183	XM_001597625.1.p1	XM_018525270.1.p1
OG0005185	XM_001588831.1.p1	XM_018525312.1.p1
OG0005186	XM_001594025.1.p1	XM_018525359.1.p1
OG0005187	XM_001593410.1.p1	XM_018525360.1.p1
OG0005188	XM_001597138.1.p1	XM_018530499.1.p1
OG0005189	XM_001598238.1.p1	XM_018525394.1.p1
OG0005192	XM_001595791.1.p1	XM_018525447.1.p1
OG0005193	XM_001586460.1.p1	XM_018525479.1.p1
OG0005194	XM_001588401.1.p1	XM_018525489.1.p1
OG0005195	XM_001590569.1.p1	XM_018525501.1.p1
OG0005196	XM_001587541.1.p1	XM_018525544.1.p1
OG0005197	XM_001597740.1.p1	XM_018525591.1.p1
OG0005199	XM_001597085.1.p1	XM_018525611.1.p1
OG0005200	XM_001594366.1.p1	XM_018525632.1.p1
OG0005201	XM_001593350.1.p1	XM_018525657.1.p1
OG0005202	XM_001588123.1.p1	XM_018525692.1.p1
OG0005204	XM_001589181.1.p1	XM_018525754.1.p1
OG0005205	XM_001587230.1.p1, XM_001596519.1.p1	XM_018525762.1.p1
OG0005206	XM_001592741.1.p1	XM_018525771.1.p1
OG0005207	XM_001586013.1.p1	XM_018525822.1.p1
OG0005208	XM_001597471.1.p1	XM_018525854.1.p1
OG0005210	XM_001593021.1.p1	XM_018525916.1.p1
OG0005211	XM_001595736.1.p1	XM_018525938.1.p1
OG0005212	XM_001594741.1.p1	XM_018525954.1.p1
OG0005213	XM_001593224.1.p1	XM_018525980.1.p1
OG0005214	XM_001598757.1.p1	XM_018525987.1.p1
OG0005216	XM_001591249.1.p1	XM_018526026.1.p1
OG0005217	XM_001594576.1.p1	XM_018526042.1.p1
OG0005218	XM_001585747.1.p1	XM_018526101.1.p1, XM_018535021.1.p1
OG0005219	XM_001597241.1.p1	XM_018526846.1.p1, XM_018526243.1.p1
OG0005222	XM_001590055.1.p1	XM_018526355.1.p1
OG0005223	XM_001591729.1.p1	XM_018526376.1.p1
OG0005224	XM_001593789.1.p1	XM_018526388.1.p1
OG0005225	XM_001586736.1.p1	XM_018526436.1.p1
OG0005226	XM_001586882.1.p1	XM_018526437.1.p1
OG0005227	XM_001585112.1.p1	XM_018526447.1.p1
OG0005228	XM_001586616.1.p1	XM_018526489.1.p1
OG0005230	XM_001593192.1.p1	XM_018526580.1.p1
OG0005231	XM_001586172.1.p1	XM_018526609.1.p1
OG0005234	XM_001596779.1.p1	XM_018526824.1.p1
OG0005235	XM_001589731.1.p1, XM_001587227.1.p1	XM_018526847.1.p1
OG0005236	XM_001588918.1.p1	XM_018526907.1.p1
OG0005237	XM_001590130.1.p1	XM_018526951.1.p1
OG0005238	XM_001596818.1.p1	XM_018526983.1.p1
OG0005240	XM_001596303.1.p1	XM_018527025.1.p1
OG0005241	XM_001585702.1.p1	XM_018527064.1.p1
OG0005242	XM_001593503.1.p1	XM_018527068.1.p1
OG0005243	XM_001585882.1.p1	XM_018527107.1.p1
OG0005244	XM_001590109.1.p1	XM_018527117.1.p1
OG0005245	XM_001591604.1.p1	XM_018527124.1.p1
OG0005246	XM_001585470.1.p1	XM_018527164.1.p1
OG0005247	XM_001587254.1.p1	XM_018527169.1.p1
OG0005248	XM_001598315.1.p1	XM_018527252.1.p1
OG0005250	XM_001588079.1.p1	XM_018527267.1.p1
OG0005251	XM_001591175.1.p1	XM_018527278.1.p1
OG0005252	XM_001591115.1.p1	XM_018527283.1.p1
OG0005256	XM_001590955.1.p1	XM_018527394.1.p1
OG0005257	XM_001586604.1.p1	XM_018527413.1.p1
OG0005258	XM_001595324.1.p1	XM_018527425.1.p1
OG0005259	XM_001598849.1.p1	XM_018527557.1.p1
OG0005260	XM_001587084.1.p1	XM_018527578.1.p1
OG0005261	XM_001596798.1.p1	XM_018527591.1.p1
OG0005262	XM_001585177.1.p1, XM_001585178.1.p1	XM_018527682.1.p1
OG0005264	XM_001587957.1.p1, XM_001587958.1.p1	XM_018527724.1.p1
OG0005265	XM_001586349.1.p1	XM_018527871.1.p1
OG0005266	XM_001588908.1.p1	XM_018527957.1.p1
OG0005267	XM_001591149.1.p1	XM_018528215.1.p1
OG0005268	XM_001589365.1.p1	XM_018528236.1.p1
OG0005269	XM_001596572.1.p1	XM_018528319.1.p1
OG0005270	XM_001597892.1.p1	XM_018528387.1.p1
OG0005271	XM_001590576.1.p1	XM_018528450.1.p1
OG0005272	XM_001589595.1.p1	XM_018528513.1.p1
OG0005273	XM_001598352.1.p1	XM_018528589.1.p1
OG0005276	XM_001594379.1.p1	XM_018528673.1.p1
OG0005277	XM_001587526.1.p1	XM_018528677.1.p1
OG0005278	XM_001595064.1.p1	XM_018528713.1.p1
OG0005279	XM_001587374.1.p1	XM_018528755.1.p1
OG0005280	XM_001592072.1.p1	XM_018528776.1.p1, XM_018532608.1.p1
OG0005281	XM_001592724.1.p1	XM_018528779.1.p1
OG0005282	XM_001597220.1.p1	XM_018528950.1.p1
OG0005283	XM_001593072.1.p1	XM_018529214.1.p1
OG0005284	XM_001598809.1.p1	XM_018529305.1.p1
OG0005285	XM_001585251.1.p1	XM_018529372.1.p1
OG0005286	XM_001586124.1.p1	XM_018529594.1.p1
OG0005287	XM_001591965.1.p1	XM_018529802.1.p1
OG0005288	XM_001592368.1.p1	XM_018529955.1.p1
OG0005289	XM_001588888.1.p1	XM_018529987.1.p1
OG0005290	XM_001598300.1.p1	XM_018530034.1.p1
OG0005291	XM_001588529.1.p1	XM_018530154.1.p1
OG0005292	XM_001590928.1.p1	XM_018530353.1.p1
OG0005293	XM_001589034.1.p1	XM_018530423.1.p1
OG0005294	XM_001595913.1.p1	XM_018530504.1.p1
OG0005295	XM_001584796.1.p1	XM_018530579.1.p1
OG0005297	XM_001596007.1.p1	XM_018530638.1.p1
OG0005298	XM_001588141.1.p1	XM_018530694.1.p1
OG0005299	XM_001588543.1.p1	XM_018530728.1.p1
OG0005300	XM_001588277.1.p1	XM_018530741.1.p1
OG0005301	XM_001588744.1.p1	XM_018530833.1.p1
OG0005302	XM_001598554.1.p1	XM_018530877.1.p1
OG0005304	XM_001593783.1.p1	XM_018531090.1.p1
OG0005305	XM_001593577.1.p1, XM_001598241.1.p1	XM_018531145.1.p1
OG0005307	XM_001590396.1.p1	XM_018531172.1.p1
OG0005308	XM_001596753.1.p1	XM_018531229.1.p1
OG0005309	XM_001586817.1.p1	XM_018531346.1.p1
OG0005310	XM_001593542.1.p1	XM_018531415.1.p1
OG0005311	XM_001587137.1.p1	XM_018531434.1.p1
OG0005312	XM_001595713.1.p1	XM_018531436.1.p1
OG0005313	XM_001586950.1.p1	XM_018531461.1.p1
OG0005314	XM_001598530.1.p1	XM_018531506.1.p1
OG0005315	XM_001587515.1.p1	XM_018531543.1.p1
OG0005316	XM_001588839.1.p1	XM_018531596.1.p1
OG0005317	XM_001585826.1.p1	XM_018531787.1.p1
OG0005319	XM_001587078.1.p1	XM_018531870.1.p1
OG0005321	XM_001588621.1.p1	XM_018531896.1.p1
OG0005322	XM_001596693.1.p1	XM_018531982.1.p1
OG0005323	XM_001591891.1.p1	XM_018532003.1.p1
OG0005324	XM_001590480.1.p1	XM_018532052.1.p1
OG0005325	XM_001589684.1.p1	XM_018532055.1.p1
OG0005326	XM_001589261.1.p1	XM_018532081.1.p1
OG0005327	XM_001594767.1.p1	XM_018532094.1.p1
OG0005328	XM_001592187.1.p1	XM_018532111.1.p1
OG0005329	XM_001592357.1.p1	XM_018532120.1.p1
OG0005330	XM_001595136.1.p1	XM_018532132.1.p1
OG0005332	XM_001595159.1.p1	XM_018532219.1.p1
OG0005333	XM_001591135.1.p1	XM_018532224.1.p1
OG0005336	XM_001598446.1.p1	XM_018532292.1.p1
OG0005337	XM_001595451.1.p1	XM_018532350.1.p1
OG0005338	XM_001595205.1.p1	XM_018532359.1.p1
OG0005339	XM_001591986.1.p1	XM_018532402.1.p1
OG0005340	XM_001596386.1.p1	XM_018532430.1.p1
OG0005341	XM_001587561.1.p1	XM_018532442.1.p1
OG0005342	XM_001591053.1.p1	XM_018532476.1.p1
OG0005343	XM_001598095.1.p1	XM_018532502.1.p1
OG0005344	XM_001585938.1.p1	XM_018532510.1.p1
OG0005345	XM_001597955.1.p1	XM_018532515.1.p1
OG0005347	XM_001587588.1.p1	XM_018532835.1.p1
OG0005348	XM_001587619.1.p1	XM_018532838.1.p1
OG0005349	XM_001587429.1.p1	XM_018532878.1.p1
OG0005350	XM_001595059.1.p1	XM_018532891.1.p1
OG0005351	XM_001591036.1.p1	XM_018532938.1.p1
OG0005352	XM_001597425.1.p1	XM_018532939.1.p1
OG0005353	XM_001597499.1.p1	XM_018533023.1.p1
OG0005354	XM_001597323.1.p1	XM_018533151.1.p1
OG0005355	XM_001595914.1.p1	XM_018533179.1.p1
OG0005356	XM_001595055.1.p1	XM_018533237.1.p1
OG0005357	XM_001594426.1.p1	XM_018533389.1.p1
OG0005358	XM_001594418.1.p1	XM_018533391.1.p1
OG0005359	XM_001587942.1.p1	XM_018533418.1.p1
OG0005361	XM_001584876.1.p1	XM_018533943.1.p1
OG0005364	XM_001598677.1.p1	XM_018534022.1.p1
OG0005365	XM_001590828.1.p1	XM_018534090.1.p1
OG0005366	XM_001595129.1.p1	XM_018534099.1.p1
OG0005367	XM_001586316.1.p1	XM_018534102.1.p1
OG0005368	XM_001598380.1.p1	XM_018534123.1.p1
OG0005369	XM_001591814.1.p1	XM_018534129.1.p1
OG0005370	XM_001588298.1.p1	XM_018534131.1.p1
OG0005371	XM_001587299.1.p1	XM_018534201.1.p1
OG0005373	XM_001584599.1.p1	XM_018534282.1.p1
OG0005374	XM_001591079.1.p1	XM_018534327.1.p1
OG0005375	XM_001586270.1.p1	XM_018534361.1.p1
OG0005376	XM_001592749.1.p1	XM_018534429.1.p1
OG0005377	XM_001598034.1.p1	XM_018534430.1.p1
OG0005378	XM_001597681.1.p1	XM_018534439.1.p1
OG0005379	XM_001587193.1.p1	XM_018534440.1.p1
OG0005380	XM_001593101.1.p1	XM_018534452.1.p1
OG0005381	XM_001590579.1.p1	XM_018534510.1.p1
OG0005382	XM_001598470.1.p1	XM_018534541.1.p1
OG0005383	XM_001598071.1.p1	XM_018534552.1.p1
OG0005384	XM_001589385.1.p1	XM_018534584.1.p1
OG0005385	XM_001594704.1.p1	XM_018534716.1.p1
OG0005386	XM_001595741.1.p1	XM_018534744.1.p1
OG0005387	XM_001593037.1.p1	XM_018534775.1.p1
OG0005388	XM_001595100.1.p1	XM_018534791.1.p1
OG0005389	XM_001597750.1.p1	XM_018534815.1.p1
OG0005390	XM_001585821.1.p1, XM_001591048.1.p1	XM_018534927.1.p1
OG0005391	XM_001595024.1.p1	XM_018534947.1.p1
OG0005392	XM_001593524.1.p1	XM_018534953.1.p1
OG0005393	XM_001586014.1.p1	XM_018534971.1.p1
OG0005394	XM_001592552.1.p1	XM_018534976.1.p1
OG0005395	XM_001597605.1.p1	XM_018535146.1.p1
OG0005396	XM_001597594.1.p1	XM_018535149.1.p1
OG0005397	XM_001592429.1.p1	XM_018535346.1.p1
OG0005398	XM_001586626.1.p1	XM_018535403.1.p1
OG0005399	XM_001592361.1.p1	XM_018535501.1.p1
OG0005400	XM_001592436.1.p1	XM_018535577.1.p1
OG0005401	XM_001590587.1.p1	XM_018535667.1.p1
OG0005402	XM_001598124.1.p1	XM_018535696.1.p1
OG0005403	XM_001593539.1.p1	XM_018535828.1.p1
OG0005404	XM_001596138.1.p1	XM_018535866.1.p1
OG0005405	XM_001587974.1.p1	XM_018535892.1.p1
OG0005406	XM_001585296.1.p1	XM_018536015.1.p1
OG0005407	XM_001590864.1.p1	XM_018536076.1.p1
OG0005408	XM_001585785.1.p1	XM_018536093.1.p1
OG0005409	XM_001587953.1.p1	XM_018536170.1.p1
OG0005410	XM_001598686.1.p1	XM_018536172.1.p1
OG0005412	XM_001586245.1.p1	XM_018536252.1.p1
OG0005414	XM_001594659.1.p1	XM_018536271.1.p1
OG0005415	XM_001596763.1.p1	XM_018536380.1.p1
OG0005416	XM_001586486.1.p1	XM_018536396.1.p1
OG0005417	XM_001588376.1.p1	XM_018536409.1.p1
OG0005418	XM_001593369.1.p1	XM_018536429.1.p1
OG0005419	XM_001597734.1.p1	XM_018536457.1.p1
OG0005420	XM_001598932.1.p1	XM_018536511.1.p1
OG0005421	XM_001587285.1.p1	XM_018536520.1.p1
OG0005422	XM_001594285.1.p1	XM_018536531.1.p1
OG0005481	XM_001597823.1.p1	XM_018523162.1.p1
OG0005484	XM_001594711.1.p1	XM_018523253.1.p1
OG0005485	XM_001593554.1.p1	XM_018523306.1.p1
OG0005486	XM_001586930.1.p1	XM_018523349.1.p1
OG0005487	XM_001594294.1.p1	XM_018523403.1.p1
OG0005488	XM_001598412.1.p1	XM_018523412.1.p1
OG0005489	XM_001596214.1.p1	XM_018523496.1.p1
OG0005490	XM_001594542.1.p1	XM_018523527.1.p1
OG0005491	XM_001591938.1.p1	XM_018524396.1.p1
OG0005492	XM_001593470.1.p1	XM_018523551.1.p1
OG0005493	XM_001596933.1.p1	XM_018523575.1.p1
OG0005495	XM_001586133.1.p1	XM_018523844.1.p1
OG0005496	XM_001596187.1.p1	XM_018523856.1.p1
OG0005497	XM_001593059.1.p1	XM_018523879.1.p1
OG0005500	XM_001589624.1.p1	XM_018523959.1.p1
OG0005501	XM_001594698.1.p1	XM_018523969.1.p1
OG0005502	XM_001585662.1.p1	XM_018536246.1.p1, XM_018523976.1.p1, XM_018530093.1.p1
OG0005502	XM_001584673.1.p1, XM_001593778.1.p1	XM_018530090.1.p1
OG0005504	XM_001595278.1.p1	XM_018524034.1.p1, XM_018534342.1.p1
OG0005505	XM_001591695.1.p1	XM_018524035.1.p1
OG0005507	XM_001592909.1.p1	XM_018524146.1.p1
OG0005511	XM_001593714.1.p1, XM_001592362.1.p1, XM_001592363.1.p1	XM_018524341.1.p1
OG0005512	XM_001592267.1.p1	XM_018524345.1.p1
OG0005513	XM_001592403.1.p1	XM_018524350.1.p1
OG0005514	XM_001597966.1.p1	XM_018524371.1.p1
OG0005515	XM_001593712.1.p1	XM_018524390.1.p1
OG0005516	XM_001594293.1.p1	XM_018524451.1.p1
OG0005517	XM_001597968.1.p1, XM_001588679.1.p1	XM_018524532.1.p1
OG0005518	XM_001593358.1.p1	XM_018524573.1.p1
OG0005519	XM_001591025.1.p1	XM_018524608.1.p1
OG0005520	XM_001592389.1.p1	XM_018524715.1.p1
OG0005521	XM_001590317.1.p1	XM_018524752.1.p1
OG0005522	XM_001592306.1.p1	XM_018524789.1.p1
OG0005524	XM_001589338.1.p1	XM_018524837.1.p1
OG0005525	XM_001593208.1.p1	XM_018524854.1.p1
OG0005526	XM_001590709.1.p1	XM_018524899.1.p1
OG0005527	XM_001593025.1.p1	XM_018525029.1.p1
OG0005528	XM_001598210.1.p1	XM_018525064.1.p1
OG0005529	XM_001597666.1.p1	XM_018525261.1.p1
OG0005530	XM_001598204.1.p1	XM_018525327.1.p1
OG0005532	XM_001592054.1.p1	XM_018525345.1.p1
OG0005532	XM_001594770.1.p1	XM_018531827.1.p1
OG0005534	XM_001596540.1.p1	XM_018525538.1.p1
OG0005535	XM_001591174.1.p1	XM_018525587.1.p1
OG0005537	XM_001596995.1.p1	XM_018525839.1.p1
OG0005538	XM_001594888.1.p1	XM_018525840.1.p1
OG0005540	XM_001597460.1.p1	XM_018525851.1.p1
OG0005541	XM_001588632.1.p1	XM_018525897.1.p1
OG0005542	XM_001598001.1.p1	XM_018525907.1.p1
OG0005543	XM_001584694.1.p1	XM_018525942.1.p1
OG0005544	XM_001585893.1.p1	XM_018526008.1.p1
OG0005545	XM_001596734.1.p1	XM_018533020.1.p1
OG0005546	XM_001591216.1.p1	XM_018526046.1.p1
OG0005547	XM_001587229.1.p1	XM_018526055.1.p1
OG0005548	XM_001588564.1.p1	XM_018526082.1.p1
OG0005549	XM_001588552.1.p1	XM_018526090.1.p1
OG0005550	XM_001592986.1.p1	XM_018526120.1.p1
OG0005552	XM_001596264.1.p1	XM_018526131.1.p1
OG0005553	XM_001592496.1.p1	XM_018526195.1.p1
OG0005554	XM_001585454.1.p1	XM_018526250.1.p1
OG0005555	XM_001596108.1.p1	XM_018526251.1.p1
OG0005556	XM_001586035.1.p1	XM_018526280.1.p1
OG0005557	XM_001585008.1.p1, XM_001595207.1.p1, XM_001597920.1.p1, XM_001590412.1.p1, XM_001592007.1.p1	XM_018526293.1.p1
OG0005558	XM_001587144.1.p1	XM_018526320.1.p1
OG0005559	XM_001594813.1.p1	XM_018526381.1.p1
OG0005562	XM_001596918.1.p1	XM_018526552.1.p1
OG0005563	XM_001593911.1.p1	XM_018526575.1.p1
OG0005564	XM_001593086.1.p1	XM_018526617.1.p1
OG0005565	XM_001598460.1.p1	XM_018526688.1.p1
OG0005566	XM_001597643.1.p1	XM_018526702.1.p1
OG0005567	XM_001598291.1.p1	XM_018526706.1.p1
OG0005568	XM_001595835.1.p1	XM_018526712.1.p1
OG0005569	XM_001591412.1.p1	XM_018526878.1.p1
OG0005570	XM_001592992.1.p1	XM_018526880.1.p1
OG0005571	XM_001598794.1.p1	XM_018526884.1.p1
OG0005573	XM_001589608.1.p1	XM_018526936.1.p1
OG0005574	XM_001591670.1.p1	XM_018526994.1.p1
OG0005575	XM_001597247.1.p1	XM_018527138.1.p1
OG0005576	XM_001597373.1.p1	XM_018527149.1.p1
OG0005577	XM_001586275.1.p1	XM_018527194.1.p1
OG0005579	XM_001585525.1.p1	XM_018527294.1.p1
OG0005581	XM_001587284.1.p1	XM_018527320.1.p1
OG0005583	XM_001589679.1.p1	XM_018527416.1.p1
OG0005584	XM_001594230.1.p1	XM_018527672.1.p1
OG0005585	XM_001586522.1.p1	XM_018527717.1.p1
OG0005587	XM_001592529.1.p1	XM_018527818.1.p1
OG0005588	XM_001596313.1.p1	XM_018527853.1.p1
OG0005589	XM_001589896.1.p1	XM_018527885.1.p1
OG0005590	XM_001596265.1.p1	XM_018527910.1.p1
OG0005591	XM_001593510.1.p1	XM_018527950.1.p1
OG0005592	XM_001591459.1.p1	XM_018528162.1.p1
OG0005593	XM_001595424.1.p1	XM_018528183.1.p1
OG0005594	XM_001594874.1.p1	XM_018528306.1.p1
OG0005597	XM_001593464.1.p1	XM_018528571.1.p1
OG0005598	XM_001593475.1.p1	XM_018528572.1.p1
OG0005600	XM_001594615.1.p1	XM_018528887.1.p1
OG0005601	XM_001595622.1.p1	XM_018531111.1.p1, XM_018528992.1.p1
OG0005603	XM_001595239.1.p1	XM_018529203.1.p1
OG0005604	XM_001596847.1.p1	XM_018529282.1.p1
OG0005605	XM_001589050.1.p1	XM_018529340.1.p1
OG0005606	XM_001595470.1.p1	XM_018529414.1.p1
OG0005608	XM_001596266.1.p1	XM_018529495.1.p1
OG0005609	XM_001586399.1.p1	XM_018529519.1.p1
OG0005611	XM_001595461.1.p1	XM_018529647.1.p1
OG0005612	XM_001584914.1.p1	XM_018529768.1.p1
OG0005613	XM_001598492.1.p1	XM_018529794.1.p1
OG0005614	XM_001591685.1.p1	XM_018529841.1.p1
OG0005615	XM_001598217.1.p1	XM_018532882.1.p1, XM_018529948.1.p1
OG0005616	XM_001588728.1.p1	XM_018529990.1.p1
OG0005617	XM_001597765.1.p1	XM_018530044.1.p1
OG0005618	XM_001590835.1.p1	XM_018530106.1.p1
OG0005619	XM_001590213.1.p1	XM_018530257.1.p1
OG0005620	XM_001597631.1.p1	XM_018530309.1.p1
OG0005622	XM_001597070.1.p1	XM_018530388.1.p1
OG0005624	XM_001593448.1.p1	XM_018530507.1.p1
OG0005625	XM_001586675.1.p1	XM_018530611.1.p1
OG0005626	XM_001588489.1.p1	XM_018530619.1.p1
OG0005627	XM_001585576.1.p1	XM_018530640.1.p1
OG0005628	XM_001588336.1.p1	XM_018530657.1.p1
OG0005629	XM_001588428.1.p1	XM_018530709.1.p1
OG0005630	XM_001595840.1.p1	XM_018530711.1.p1
OG0005631	XM_001595724.1.p1	XM_018530759.1.p1
OG0005632	XM_001585972.1.p1	XM_018530849.1.p1
OG0005633	XM_001596604.1.p1	XM_018530854.1.p1
OG0005634	XM_001590952.1.p1	XM_018530875.1.p1
OG0005635	XM_001590214.1.p1	XM_018530887.1.p1
OG0005636	XM_001587439.1.p1	XM_018530904.1.p1
OG0005637	XM_001593907.1.p1	XM_018530913.1.p1
OG0005638	XM_001586471.1.p1	XM_018531070.1.p1
OG0005643	XM_001594110.1.p1	XM_018531250.1.p1
OG0005644	XM_001594032.1.p1	XM_018531269.1.p1
OG0005645	XM_001589180.1.p1	XM_018531442.1.p1
OG0005646	XM_001596383.1.p1	XM_018531525.1.p1
OG0005647	XM_001587514.1.p1	XM_018531542.1.p1
OG0005648	XM_001597167.1.p1	XM_018531611.1.p1
OG0005649	XM_001597181.1.p1	XM_018531621.1.p1
OG0005650	XM_001591105.1.p1	XM_018531625.1.p1
OG0005652	XM_001588720.1.p1	XM_018531634.1.p1
OG0005653	XM_001598648.1.p1	XM_018531721.1.p1
OG0005654	XM_001596819.1.p1	XM_018531729.1.p1
OG0005655	XM_001586878.1.p1	XM_018531817.1.p1
OG0005657	XM_001584545.1.p1	XM_018531867.1.p1
OG0005658	XM_001592828.1.p1	XM_018531886.1.p1
OG0005659	XM_001586456.1.p1	XM_018531968.1.p1
OG0005660	XM_001586841.1.p1	XM_018531974.1.p1
OG0005661	XM_001587991.1.p1	XM_018532040.1.p1
OG0005662	XM_001596193.1.p1	XM_018532176.1.p1
OG0005664	XM_001597939.1.p1	XM_018532299.1.p1
OG0005666	XM_001586146.1.p1	XM_018532381.1.p1
OG0005667	XM_001589553.1.p1	XM_018532434.1.p1
OG0005668	XM_001596950.1.p1	XM_018532455.1.p1
OG0005669	XM_001592946.1.p1	XM_018532462.1.p1
OG0005670	XM_001586238.1.p1	XM_018532472.1.p1
OG0005671	XM_001589066.1.p1	XM_018532528.1.p1
OG0005672	XM_001593289.1.p1	XM_018532574.1.p1
OG0005674	XM_001597109.1.p1	XM_018532614.1.p1
OG0005675	XM_001587840.1.p1	XM_018532842.1.p1
