Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Arthrobotrys_oligospora_cds_prot
OG0004991	XM_001594106.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503085.1_8373.p1
OG0004992	XM_001592912.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503118.1_8406.p1
OG0004993	XM_001592762.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507422.1_6025.p1, lcl|JAVHJL010000007.1_cds_KAK6500505.1_11205.p1, lcl|JAVHJL010000011.1_cds_KAK6496102.1_2197.p1, lcl|JAVHJL010000003.1_cds_KAK6507590.1_6193.p1, lcl|JAVHJL010000001.1_cds_KAK6511660.1_582.p1
OG0004995	XM_001592222.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512354.1_1277.p1
OG0004996	XM_001592513.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512388.1_1310.p1
OG0004997	XM_001590872.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498999.1_11947.p1
OG0004998	XM_001592693.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511747.1_669.p1
OG0004999	XM_001597452.1.p1	lcl|JAVHJL010000002.1_cds_KAK6510298.1_5156.p1
OG0005001	XM_001596657.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503791.1_9079.p1
OG0005002	XM_001591554.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512316.1_1238.p1, lcl|JAVHJL010000001.1_cds_KAK6512296.1_1218.p1, lcl|JAVHJL010000004.1_cds_KAK6505771.1_7901.p1
OG0005003	XM_001597902.1.p1	lcl|JAVHJL010000006.1_cds_KAK6502075.1_10216.p1
OG0005004	XM_001589174.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511362.1_284.p1
OG0005005	XM_001587681.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505382.1_7512.p1
OG0005006	XM_001584538.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509880.1_4737.p1
OG0005007	XM_001586754.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497735.1_12526.p1
OG0005010	XM_001590960.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498531.1_11479.p1
OG0005011	XM_001594409.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497905.1_12696.p1
OG0005012	XM_001596481.1.p1	lcl|JAVHJL010000011.1_cds_KAK6496276.1_2371.p1
OG0005013	XM_001584590.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511869.1_791.p1
OG0005015	XM_001589963.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512210.1_1132.p1
OG0005016	XM_001585736.1.p1	lcl|JAVHJL010000011.1_cds_KAK6496488.1_2583.p1
OG0005017	XM_001593759.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511235.1_157.p1
OG0005018	XM_001585043.1.p1	lcl|JAVHJL010000011.1_cds_KAK6496444.1_2539.p1
OG0005019	XM_001588018.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509401.1_4259.p1
OG0005020	XM_001588550.1.p1	lcl|JAVHJL010000007.1_cds_KAK6500341.1_11041.p1
OG0005021	XM_001591905.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503798.1_9086.p1
OG0005022	XM_001588627.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507292.1_5895.p1
OG0005023	XM_001587534.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505154.1_7284.p1
OG0005024	XM_001591662.1.p1	lcl|JAVHJL010000007.1_cds_KAK6499682.1_10382.p1
OG0005025	XM_001595361.1.p1	lcl|JAVHJL010000004.1_cds_KAK6504968.1_7098.p1
OG0005026	XM_001598273.1.p1	lcl|JAVHJL010000013.1_cds_KAK6495025.1_3140.p1, lcl|JAVHJL010000002.1_cds_KAK6509209.1_4067.p1
OG0005027	XM_001592834.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496776.1_1819.p1
OG0005028	XM_001596626.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505340.1_7470.p1
OG0005029	XM_001594308.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511420.1_342.p1
OG0005030	XM_001594462.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509155.1_4012.p1
OG0005031	XM_001591562.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503497.1_8785.p1
OG0005032	XM_001588205.1.p1	lcl|JAVHJL010000004.1_cds_KAK6504585.1_6715.p1
OG0005033	XM_001586448.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497601.1_12392.p1, lcl|JAVHJL010000009.1_cds_KAK6497600.1_12391.p1
OG0005034	XM_001586730.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498577.1_11525.p1
OG0005036	XM_001586781.1.p1	lcl|JAVHJL010000013.1_cds_KAK6495235.1_3350.p1
OG0005037	XM_001594882.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497450.1_12241.p1
OG0005038	XM_001591848.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509582.1_4440.p1
OG0005039	XM_001591457.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498503.1_11451.p1
OG0005040	XM_001585164.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497650.1_12441.p1
OG0005041	XM_001592199.1.p1	lcl|JAVHJL010000013.1_cds_KAK6495362.1_3477.p1
OG0005042	XM_001592614.1.p1	lcl|JAVHJL010000005.1_cds_KAK6502788.1_8076.p1
OG0005044	XM_001585814.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512214.1_1136.p1
OG0005045	XM_001592676.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505404.1_7534.p1
OG0005046	XM_001590561.1.p1	lcl|JAVHJL010000013.1_cds_KAK6495403.1_3518.p1
OG0005047	XM_001597964.1.p1	lcl|JAVHJL010000013.1_cds_KAK6495415.1_3530.p1
OG0005050	XM_001590406.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507458.1_6061.p1
OG0005051	XM_001589419.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501166.1_9307.p1
OG0005053	XM_001595850.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507955.1_6558.p1
OG0005054	XM_001588448.1.p1	lcl|JAVHJL010000007.1_cds_KAK6499617.1_10317.p1
OG0005055	XM_001588571.1.p1	lcl|JAVHJL010000002.1_cds_KAK6510090.1_4948.p1
OG0005056	XM_001595726.1.p1	lcl|JAVHJL010000007.1_cds_KAK6499615.1_10315.p1
OG0005057	XM_001595429.1.p1	lcl|JAVHJL010000007.1_cds_KAK6499732.1_10432.p1
OG0005059	XM_001597185.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501753.1_9894.p1
OG0005061	XM_001592810.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496657.1_1700.p1, lcl|JAVHJL010000001.1_cds_KAK6511311.1_233.p1, lcl|JAVHJL010000002.1_cds_KAK6509652.1_4510.p1
OG0005062	XM_001598824.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496619.1_1662.p1
OG0005063	XM_001593685.1.p1	lcl|JAVHJL010000002.1_cds_KAK6508946.1_3804.p1
OG0005064	XM_001595162.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505268.1_7398.p1
OG0005065	XM_001595426.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503068.1_8356.p1
OG0005066	XM_001596966.1.p1	lcl|JAVHJL010000004.1_cds_KAK6504785.1_6915.p1
OG0005067	XM_001589813.1.p1	lcl|JAVHJL010000013.1_cds_KAK6495472.1_3587.p1
OG0005070	XM_001593761.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505048.1_7178.p1
OG0005072	XM_001592558.1.p1, XM_001594016.1.p1	lcl|JAVHJL010000011.1_cds_KAK6496024.1_2119.p1, lcl|JAVHJL010000002.1_cds_KAK6508793.1_3651.p1
OG0005073	XM_001593864.1.p1	lcl|JAVHJL010000004.1_cds_KAK6504798.1_6928.p1
OG0005074	XM_001587686.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505243.1_7373.p1
OG0005075	XM_001590481.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509919.1_4777.p1
OG0005076	XM_001586546.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503510.1_8798.p1
OG0005077	XM_001596870.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509866.1_4724.p1
OG0005078	XM_001588813.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509847.1_4705.p1
OG0005079	XM_001591974.1.p1	lcl|JAVHJL010000003.1_cds_KAK6506859.1_5462.p1
OG0005080	XM_001597083.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507517.1_6120.p1
OG0005081	XM_001598790.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507083.1_5686.p1
OG0005082	XM_001591915.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511221.1_143.p1
OG0005083	XM_001592043.1.p1, XM_001591297.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507978.1_6581.p1, lcl|JAVHJL010000001.1_cds_KAK6511322.1_244.p1
OG0005085	XM_001584902.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511759.1_681.p1, lcl|JAVHJL010000002.1_cds_KAK6508843.1_3700.p1
OG0005086	XM_001585503.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512234.1_1156.p1
OG0005087	XM_001594186.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509116.1_3974.p1
OG0005088	XM_001595549.1.p1	lcl|JAVHJL010000002.1_cds_KAK6510268.1_5126.p1
OG0005089	XM_001591547.1.p1	lcl|JAVHJL010000003.1_cds_KAK6506818.1_5421.p1
OG0005090	XM_001598456.1.p1	lcl|JAVHJL010000003.1_cds_KAK6506846.1_5449.p1
OG0005092	XM_001584596.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507133.1_5736.p1
OG0005094	XM_001593992.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505065.1_7195.p1
OG0005095	XM_001591259.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505253.1_7383.p1
OG0005096	XM_001588101.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503289.1_8577.p1
OG0005097	XM_001588926.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501478.1_9619.p1
OG0005099	XM_001588672.1.p1	lcl|JAVHJL010000007.1_cds_KAK6500330.1_11030.p1
OG0005140	XM_001597876.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511551.1_473.p1
OG0005141	XM_001598633.1.p1, XM_001586472.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512222.1_1144.p1
OG0005142	XM_001585803.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503264.1_8552.p1
OG0005148	XM_001596628.1.p1	lcl|JAVHJL010000002.1_cds_KAK6510157.1_5015.p1
OG0005149	XM_001594822.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511681.1_603.p1
OG0005153	XM_001598196.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509130.1_3988.p1
OG0005155	XM_001589446.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496948.1_1991.p1
OG0005158	XM_001596288.1.p1	lcl|JAVHJL010000011.1_cds_KAK6496309.1_2402.p1
OG0005161	XM_001588827.1.p1	lcl|JAVHJL010000007.1_cds_KAK6500321.1_11021.p1
OG0005162	XM_001594921.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497420.1_12211.p1
OG0005163	XM_001584729.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509194.1_4052.p1
OG0005164	XM_001593515.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507204.1_5807.p1
OG0005165	XM_001592144.1.p1, XM_001594675.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511088.1_10.p1
OG0005166	XM_001598148.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503046.1_8334.p1
OG0005167	XM_001591035.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498706.1_11654.p1
OG0005168	XM_001592131.1.p1	lcl|JAVHJL010000003.1_cds_KAK6506682.1_5285.p1
OG0005170	XM_001589823.1.p1	lcl|JAVHJL010000007.1_cds_KAK6499887.1_10587.p1
OG0005171	XM_001592546.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511115.1_37.p1
OG0005172	XM_001595282.1.p1, XM_001591861.1.p1	lcl|JAVHJL010000013.1_cds_KAK6495282.1_3397.p1
OG0005173	XM_001595522.1.p1	lcl|JAVHJL010000013.1_cds_KAK6495405.1_3520.p1
OG0005174	XM_001595521.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512272.1_1194.p1
OG0005175	XM_001592324.1.p1	lcl|JAVHJL010000013.1_cds_KAK6495295.1_3410.p1
OG0005176	XM_001591397.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505632.1_7762.p1
OG0005177	XM_001587173.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505448.1_7578.p1
OG0005178	XM_001589591.1.p1	lcl|JAVHJL010000004.1_cds_KAK6504617.1_6747.p1
OG0005179	XM_001590583.1.p1	lcl|JAVHJL010000013.1_cds_KAK6495436.1_3551.p1
OG0005181	XM_001588619.1.p1	lcl|JAVHJL010000002.1_cds_KAK6510023.1_4881.p1
OG0005182	XM_001591442.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501932.1_10073.p1
OG0005183	XM_001597625.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507611.1_6214.p1
OG0005185	XM_001588831.1.p1	lcl|JAVHJL010000007.1_cds_KAK6500216.1_10916.p1
OG0005186	XM_001594025.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505064.1_7194.p1
OG0005187	XM_001593410.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505094.1_7224.p1
OG0005189	XM_001598238.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497409.1_12200.p1
OG0005192	XM_001595791.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509966.1_4824.p1
OG0005193	XM_001586460.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503463.1_8751.p1
OG0005195	XM_001590569.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512087.1_1009.p1
OG0005196	XM_001587541.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505131.1_7261.p1
OG0005197	XM_001597740.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503020.1_8308.p1
OG0005199	XM_001597085.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507480.1_6083.p1
OG0005200	XM_001594366.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496953.1_1996.p1
OG0005201	XM_001593350.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496993.1_2036.p1
OG0005202	XM_001588123.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503239.1_8527.p1
OG0005204	XM_001589181.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501956.1_10097.p1
OG0005205	XM_001587230.1.p1, XM_001596519.1.p1	lcl|JAVHJL010000002.1_cds_KAK6508829.1_3687.p1
OG0005207	XM_001586013.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505764.1_7894.p1
OG0005210	XM_001593021.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507398.1_6001.p1
OG0005211	XM_001595736.1.p1	lcl|JAVHJL010000004.1_cds_KAK6504730.1_6860.p1
OG0005212	XM_001594741.1.p1	lcl|JAVHJL010000003.1_cds_KAK6506779.1_5382.p1
OG0005213	XM_001593224.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496807.1_1850.p1
OG0005214	XM_001598757.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496550.1_1593.p1
OG0005216	XM_001591249.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509313.1_4171.p1
OG0005217	XM_001594576.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511745.1_667.p1
OG0005223	XM_001591729.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503487.1_8775.p1
OG0005224	XM_001593789.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511957.1_879.p1
OG0005225	XM_001586736.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509398.1_4256.p1
OG0005226	XM_001586882.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509435.1_4293.p1
OG0005227	XM_001585112.1.p1	lcl|JAVHJL010000010.1_cds_KAK6497025.1_2068.p1
OG0005230	XM_001593192.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496754.1_1797.p1
OG0005231	XM_001586172.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509120.1_3978.p1
OG0005235	XM_001589731.1.p1, XM_001587227.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507948.1_6551.p1
OG0005236	XM_001588918.1.p1	lcl|JAVHJL010000004.1_cds_KAK6504884.1_7014.p1
OG0005237	XM_001590130.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509816.1_4674.p1
OG0005238	XM_001596818.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511337.1_259.p1
OG0005240	XM_001596303.1.p1	lcl|JAVHJL010000011.1_cds_KAK6496445.1_2540.p1
OG0005242	XM_001593503.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507172.1_5775.p1
OG0005243	XM_001585882.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503900.1_9188.p1
OG0005244	XM_001590109.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501626.1_9767.p1
OG0005246	XM_001585470.1.p1	lcl|JAVHJL010000003.1_cds_KAK6506730.1_5333.p1
OG0005248	XM_001598315.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497452.1_12243.p1
OG0005250	XM_001588079.1.p1	lcl|JAVHJL010000007.1_cds_KAK6499584.1_10284.p1
OG0005252	XM_001591115.1.p1	lcl|JAVHJL010000005.1_cds_KAK6502970.1_8258.p1
OG0005256	XM_001590955.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497445.1_12236.p1
OG0005258	XM_001595324.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505826.1_7956.p1
OG0005259	XM_001598849.1.p1	lcl|JAVHJL010000004.1_cds_KAK6504899.1_7029.p1
OG0005261	XM_001596798.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509050.1_3908.p1
OG0005262	XM_001585177.1.p1, XM_001585178.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497654.1_12445.p1
OG0005264	XM_001587957.1.p1, XM_001587958.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507377.1_5980.p1
OG0005265	XM_001586349.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498576.1_11524.p1
OG0005266	XM_001588908.1.p1	lcl|JAVHJL010000004.1_cds_KAK6504761.1_6891.p1
OG0005267	XM_001591149.1.p1	lcl|JAVHJL010000005.1_cds_KAK6502910.1_8198.p1
OG0005268	XM_001589365.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509755.1_4613.p1
OG0005269	XM_001596572.1.p1	lcl|JAVHJL010000008.1_cds_KAK6499091.1_12039.p1
OG0005270	XM_001597892.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511496.1_418.p1
OG0005272	XM_001589595.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507215.1_5818.p1
OG0005273	XM_001598352.1.p1	lcl|JAVHJL010000004.1_cds_KAK6504938.1_7068.p1
OG0005277	XM_001587526.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505152.1_7283.p1
OG0005278	XM_001595064.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496924.1_1967.p1
OG0005279	XM_001587374.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505669.1_7799.p1
OG0005281	XM_001592724.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503675.1_8963.p1
OG0005282	XM_001597220.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509691.1_4549.p1
OG0005284	XM_001598809.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496589.1_1632.p1
OG0005285	XM_001585251.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512074.1_996.p1
OG0005286	XM_001586124.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497332.1_12123.p1
OG0005287	XM_001591965.1.p1	lcl|JAVHJL010000011.1_cds_KAK6496200.1_2295.p1
OG0005289	XM_001588888.1.p1	lcl|JAVHJL010000004.1_cds_KAK6504740.1_6870.p1
OG0005290	XM_001598300.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511549.1_471.p1
OG0005291	XM_001588529.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507332.1_5935.p1
OG0005292	XM_001590928.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507524.1_6127.p1
OG0005293	XM_001589034.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507487.1_6090.p1
OG0005294	XM_001595913.1.p1	lcl|JAVHJL010000003.1_cds_KAK6508009.1_6612.p1
OG0005295	XM_001584796.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497520.1_12311.p1
OG0005296	XM_001591507.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497602.1_12393.p1
OG0005297	XM_001596007.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507880.1_6483.p1
OG0005298	XM_001588141.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501641.1_9782.p1
OG0005299	XM_001588543.1.p1	lcl|JAVHJL010000002.1_cds_KAK6510003.1_4861.p1
OG0005300	XM_001588277.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512426.1_1348.p1
OG0005301	XM_001588744.1.p1	lcl|JAVHJL010000007.1_cds_KAK6500193.1_10893.p1
OG0005302	XM_001598554.1.p1	lcl|JAVHJL010000004.1_cds_KAK6504906.1_7036.p1
OG0005304	XM_001593783.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498321.1_11269.p1
OG0005305	XM_001593577.1.p1, XM_001598241.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503582.1_8870.p1, lcl|JAVHJL010000011.1_cds_KAK6496106.1_2201.p1
OG0005307	XM_001590396.1.p1	lcl|JAVHJL010000004.1_cds_KAK6504760.1_6890.p1
OG0005309	XM_001586817.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509438.1_4296.p1
OG0005311	XM_001587137.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503685.1_8973.p1
OG0005312	XM_001595713.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503252.1_8540.p1
OG0005313	XM_001586950.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501477.1_9618.p1
OG0005314	XM_001598530.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501072.1_9213.p1
OG0005315	XM_001587515.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503057.1_8345.p1
OG0005316	XM_001588839.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496544.1_1587.p1
OG0005317	XM_001585826.1.p1	lcl|JAVHJL010000005.1_cds_KAK6502878.1_8166.p1
OG0005319	XM_001587078.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505472.1_7602.p1
OG0005321	XM_001588621.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496780.1_1823.p1
OG0005322	XM_001596693.1.p1	lcl|JAVHJL010000002.1_cds_KAK6510093.1_4951.p1
OG0005323	XM_001591891.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503441.1_8729.p1
OG0005324	XM_001590480.1.p1	lcl|JAVHJL010000011.1_cds_KAK6496503.1_2598.p1
OG0005325	XM_001589684.1.p1	lcl|JAVHJL010000011.1_cds_KAK6496300.1_2395.p1
OG0005327	XM_001594767.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497487.1_12278.p1
OG0005328	XM_001592187.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507587.1_6190.p1
OG0005329	XM_001592357.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507434.1_6037.p1
OG0005330	XM_001595136.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501158.1_9299.p1
OG0005332	XM_001595159.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498542.1_11490.p1
OG0005333	XM_001591135.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503013.1_8301.p1
OG0005336	XM_001598446.1.p1	lcl|JAVHJL010000003.1_cds_KAK6506951.1_5554.p1
OG0005337	XM_001595451.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512180.1_1102.p1
OG0005338	XM_001595205.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503131.1_8419.p1
OG0005339	XM_001591986.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503429.1_8717.p1
OG0005340	XM_001596386.1.p1	lcl|JAVHJL010000005.1_cds_KAK6502829.1_8117.p1
OG0005341	XM_001587561.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501092.1_9233.p1
OG0005342	XM_001591053.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509915.1_4773.p1
OG0005343	XM_001598095.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497331.1_12122.p1
OG0005344	XM_001585938.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501116.1_9257.p1
OG0005345	XM_001597955.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497580.1_12371.p1
OG0005347	XM_001587588.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503066.1_8354.p1
OG0005348	XM_001587619.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505145.1_7275.p1
OG0005349	XM_001587429.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505146.1_7276.p1
OG0005350	XM_001595059.1.p1	lcl|JAVHJL010000007.1_cds_KAK6499731.1_10431.p1
OG0005351	XM_001591036.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498788.1_11736.p1
OG0005352	XM_001597425.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509721.1_4579.p1
OG0005353	XM_001597499.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498889.1_11837.p1
OG0005354	XM_001597323.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511859.1_781.p1
OG0005355	XM_001595914.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497656.1_12447.p1
OG0005356	XM_001595055.1.p1	lcl|JAVHJL010000003.1_cds_KAK6508003.1_6606.p1
OG0005357	XM_001594426.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507075.1_5678.p1
OG0005358	XM_001594418.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497904.1_12695.p1
OG0005359	XM_001587942.1.p1	lcl|JAVHJL010000002.1_cds_KAK6508993.1_3851.p1
OG0005361	XM_001584876.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511971.1_893.p1
OG0005364	XM_001598677.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497505.1_12296.p1
OG0005365	XM_001590828.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507485.1_6088.p1
OG0005366	XM_001595129.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511791.1_713.p1
OG0005367	XM_001586316.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497418.1_12209.p1
OG0005369	XM_001591814.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509601.1_4459.p1
OG0005370	XM_001588298.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507050.1_5653.p1
OG0005371	XM_001587299.1.p1	lcl|JAVHJL010000004.1_cds_KAK6504927.1_7057.p1
OG0005373	XM_001584599.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511865.1_787.p1
OG0005374	XM_001591079.1.p1	lcl|JAVHJL010000008.1_cds_KAK6499059.1_12007.p1
OG0005375	XM_001586270.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509009.1_3867.p1
OG0005376	XM_001592749.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509195.1_4053.p1
OG0005377	XM_001598034.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503701.1_8989.p1
