Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Pythium_ultimum_cds_prot
OG0002836	XM_001595817.1.p1	lcl|BBXB02000042.1_cds_GLE01272.1_9793.p1
OG0002837	XM_001589262.1.p1	lcl|BBXB02000010.1_cds_GLD95162.1_3684.p1
OG0002839	XM_001595816.1.p1	lcl|BBXB02000023.1_cds_GLD98243.1_6765.p1
OG0002840	XM_001588045.1.p1	lcl|BBXB02000002.1_cds_GLD92052.1_574.p1
OG0002841	XM_001588074.1.p1	lcl|BBXB02000004.1_cds_GLD93045.1_1567.p1
OG0002844	XM_001593045.1.p1	lcl|BBXB02000058.1_cds_GLE03182.1_11703.p1, lcl|BBXB02000058.1_cds_GLE03187.1_11708.p1
OG0002845	XM_001592867.1.p1	lcl|BBXB02000509.1_cds_GLE10071.1_18592.p1, lcl|BBXB02000377.1_cds_GLE08898.1_17419.p1, lcl|BBXB02000641.1_cds_GLE11122.1_19643.p1
OG0002849	XM_001588773.1.p1	lcl|BBXB02000006.1_cds_GLD93899.1_2421.p1
OG0002853	XM_001593876.1.p1	lcl|BBXB02000087.1_cds_GLE05477.1_13998.p1
OG0002855	XM_001595705.1.p1	lcl|BBXB02000020.1_cds_GLD97615.1_6137.p1
OG0002856	XM_001584674.1.p1	lcl|BBXB02000002.1_cds_GLD92056.1_578.p1
OG0002859	XM_001587414.1.p1	lcl|BBXB02000034.1_cds_GLE00067.1_8588.p1
OG0002860	XM_001592365.1.p1	lcl|BBXB02000002.1_cds_GLD92092.1_614.p1
OG0002861	XM_001592809.1.p1	lcl|BBXB02000011.1_cds_GLD95208.1_3730.p1
OG0002862	XM_001594362.1.p1	lcl|BBXB02000011.1_cds_GLD95222.1_3744.p1
OG0002863	XM_001593273.1.p1	lcl|BBXB02000001.1_cds_GLD91886.1_408.p1
OG0002864	XM_001592933.1.p1	lcl|BBXB02000002.1_cds_GLD92382.1_904.p1
OG0002865	XM_001592893.1.p1	lcl|BBXB02000005.1_cds_GLD93528.1_2050.p1
OG0002866	XM_001591304.1.p1	lcl|BBXB02000008.1_cds_GLD94516.1_3038.p1, lcl|BBXB02000545.1_cds_GLE10400.1_18921.p1
OG0002868	XM_001594750.1.p1	lcl|BBXB02000014.1_cds_GLD96240.1_4762.p1
OG0002869	XM_001594714.1.p1	lcl|BBXB02000004.1_cds_GLD93121.1_1643.p1
OG0002870	XM_001591055.1.p1	lcl|BBXB02000023.1_cds_GLD98236.1_6758.p1
OG0002871	XM_001589839.1.p1	lcl|BBXB02000070.1_cds_GLE04379.1_12900.p1
OG0002872	XM_001598431.1.p1	lcl|BBXB02000050.1_cds_GLE02356.1_10877.p1
OG0002873	XM_001587391.1.p1	lcl|BBXB02000001.1_cds_GLD91812.1_334.p1
OG0002874	XM_001592659.1.p1	lcl|BBXB02000039.1_cds_GLE00955.1_9476.p1
OG0002875	XM_001595937.1.p1	lcl|BBXB02000077.1_cds_GLE04913.1_13434.p1
OG0002876	XM_001589719.1.p1	lcl|BBXB02000031.1_cds_GLD99686.1_8208.p1, lcl|BBXB02000082.1_cds_GLE05259.1_13780.p1
OG0002877	XM_001586947.1.p1	lcl|BBXB02000084.1_cds_GLE05300.1_13821.p1
OG0002878	XM_001586207.1.p1	lcl|BBXB02000033.1_cds_GLD99853.1_8375.p1
OG0002879	XM_001586490.1.p1	lcl|BBXB02000050.1_cds_GLE02442.1_10963.p1
OG0002880	XM_001590651.1.p1	lcl|BBXB02000064.1_cds_GLE03831.1_12352.p1
OG0002881	XM_001588307.1.p1	lcl|BBXB02000046.1_cds_GLE01871.1_10392.p1
OG0002882	XM_001595117.1.p1	lcl|BBXB02000066.1_cds_GLE04066.1_12587.p1
OG0002883	XM_001588923.1.p1	lcl|BBXB02000051.1_cds_GLE02502.1_11023.p1
OG0002884	XM_001587320.1.p1	lcl|BBXB02000001.1_cds_GLD91735.1_257.p1
OG0002887	XM_001592730.1.p1	lcl|BBXB02000045.1_cds_GLE01699.1_10220.p1
OG0002888	XM_001585340.1.p1	lcl|BBXB02000013.1_cds_GLD95756.1_4278.p1
OG0002889	XM_001596947.1.p1	lcl|BBXB02000008.1_cds_GLD94607.1_3129.p1
OG0002890	XM_001585491.1.p1	lcl|BBXB02000030.1_cds_GLD99446.1_7968.p1
OG0002891	XM_001584905.1.p1	lcl|BBXB02000076.1_cds_GLE04797.1_13318.p1
OG0002893	XM_001584778.1.p1	lcl|BBXB02000050.1_cds_GLE02349.1_10870.p1
OG0002894	XM_001584777.1.p1	lcl|BBXB02000065.1_cds_GLE03932.1_12453.p1
OG0002895	XM_001596822.1.p1	lcl|BBXB02000018.1_cds_GLD97227.1_5749.p1
OG0002896	XM_001589778.1.p1	lcl|BBXB02000058.1_cds_GLE03167.1_11688.p1
OG0002898	XM_001594548.1.p1	lcl|BBXB02000016.1_cds_GLD96718.1_5240.p1
OG0002899	XM_001598500.1.p1	lcl|BBXB02000046.1_cds_GLE01903.1_10424.p1
OG0002900	XM_001594304.1.p1	lcl|BBXB02000039.1_cds_GLE00969.1_9490.p1
OG0002902	XM_001587141.1.p1	lcl|BBXB02000010.1_cds_GLD94989.1_3511.p1
OG0002904	XM_001590117.1.p1	lcl|BBXB02000078.1_cds_GLE04988.1_13509.p1
OG0002905	XM_001595167.1.p1	lcl|BBXB02000015.1_cds_GLD96394.1_4916.p1
OG0002906	XM_001585980.1.p1	lcl|BBXB02000002.1_cds_GLD92303.1_825.p1
OG0002907	XM_001589508.1.p1	lcl|BBXB02000066.1_cds_GLE04081.1_12602.p1
OG0002908	XM_001585681.1.p1	lcl|BBXB02000071.1_cds_GLE04449.1_12970.p1
OG0002909	XM_001589650.1.p1	lcl|BBXB02000048.1_cds_GLE02145.1_10666.p1
OG0002910	XM_001584756.1.p1	lcl|BBXB02000043.1_cds_GLE01488.1_10009.p1
OG0002911	XM_001587671.1.p1	lcl|BBXB02000284.1_cds_GLE08114.1_16635.p1
OG0002913	XM_001589087.1.p1	lcl|BBXB02000072.1_cds_GLE04516.1_13037.p1
OG0002914	XM_001586648.1.p1	lcl|BBXB02000136.1_cds_GLE06732.1_15253.p1
OG0002915	XM_001586655.1.p1	lcl|BBXB02000055.1_cds_GLE02873.1_11394.p1
OG0002916	XM_001595332.1.p1	lcl|BBXB02000006.1_cds_GLD93916.1_2438.p1
OG0002917	XM_001593156.1.p1	lcl|BBXB02000005.1_cds_GLD93326.1_1848.p1
OG0002919	XM_001595131.1.p1	lcl|BBXB02000066.1_cds_GLE04063.1_12584.p1
OG0002920	XM_001594348.1.p1	lcl|BBXB02000004.1_cds_GLD92932.1_1454.p1
OG0002921	XM_001586580.1.p1	lcl|BBXB02000002.1_cds_GLD92151.1_673.p1
OG0002922	XM_001598928.1.p1	lcl|BBXB02000002.1_cds_GLD92075.1_597.p1
OG0002923	XM_001589939.1.p1	lcl|BBXB02000019.1_cds_GLD97415.1_5937.p1
OG0002925	XM_001592397.1.p1	lcl|BBXB02000006.1_cds_GLD93822.1_2344.p1
OG0002927	XM_001592441.1.p1	lcl|BBXB02000023.1_cds_GLD98227.1_6749.p1
OG0002929	XM_001594925.1.p1	lcl|BBXB02000032.1_cds_GLD99778.1_8300.p1
OG0002931	XM_001596637.1.p1	lcl|BBXB02000001.1_cds_GLD91569.1_91.p1
OG0002934	XM_001596902.1.p1	lcl|BBXB02000010.1_cds_GLD95018.1_3540.p1
OG0002935	XM_001597087.1.p1	lcl|BBXB02000004.1_cds_GLD93270.1_1792.p1
OG0002936	XM_001585645.1.p1	lcl|BBXB02000010.1_cds_GLD94953.1_3475.p1
OG0002937	XM_001592062.1.p1	lcl|BBXB02000006.1_cds_GLD93716.1_2238.p1
OG0002938	XM_001595996.1.p1	lcl|BBXB02000046.1_cds_GLE01821.1_10342.p1, lcl|BBXB02000015.1_cds_GLD96392.1_4914.p1
OG0002939	XM_001588064.1.p1	lcl|BBXB02000074.1_cds_GLE04644.1_13165.p1
OG0002941	XM_001598911.1.p1	lcl|BBXB02000017.1_cds_GLD96943.1_5465.p1
OG0002944	XM_001595601.1.p1	lcl|BBXB02000066.1_cds_GLE04047.1_12568.p1
OG0002945	XM_001596835.1.p1	lcl|BBXB02000084.1_cds_GLE05347.1_13868.p1
OG0002946	XM_001598340.1.p1	lcl|BBXB02000592.1_cds_GLE10751.1_19272.p1
OG0002947	XM_001594879.1.p1	lcl|BBXB02000042.1_cds_GLE01237.1_9758.p1
OG0002949	XM_001596664.1.p1	lcl|BBXB02000002.1_cds_GLD92289.1_811.p1
OG0002950	XM_001596766.1.p1	lcl|BBXB02000012.1_cds_GLD95569.1_4091.p1
OG0002951	XM_001587972.1.p1	lcl|BBXB02000006.1_cds_GLD93743.1_2265.p1
OG0002952	XM_001594674.1.p1	lcl|BBXB02000020.1_cds_GLD97506.1_6028.p1
OG0002953	XM_001590736.1.p1	lcl|BBXB02000111.1_cds_GLE06388.1_14909.p1
OG0002954	XM_001594218.1.p1	lcl|BBXB02000003.1_cds_GLD92629.1_1151.p1
OG0002956	XM_001589716.1.p1	lcl|BBXB02000078.1_cds_GLE04978.1_13499.p1
OG0002957	XM_001597979.1.p1	lcl|BBXB02000071.1_cds_GLE04436.1_12957.p1
OG0002958	XM_001596285.1.p1	lcl|BBXB02000010.1_cds_GLD94867.1_3389.p1
OG0002960	XM_001591838.1.p1	lcl|BBXB02000047.1_cds_GLE01941.1_10462.p1
OG0002961	XM_001589391.1.p1	lcl|BBXB02000012.1_cds_GLD95560.1_4082.p1
OG0002962	XM_001588125.1.p1	lcl|BBXB02000016.1_cds_GLD96769.1_5291.p1
OG0002964	XM_001589841.1.p1	lcl|BBXB02000041.1_cds_GLE01162.1_9683.p1
OG0002967	XM_001592383.1.p1	lcl|BBXB02000017.1_cds_GLD97005.1_5527.p1
OG0002968	XM_001590687.1.p1	lcl|BBXB02000032.1_cds_GLD99732.1_8254.p1
OG0002970	XM_001584779.1.p1	lcl|BBXB02000013.1_cds_GLD95885.1_4407.p1
OG0002971	XM_001593218.1.p1	lcl|BBXB02000013.1_cds_GLD95778.1_4300.p1
OG0002972	XM_001586583.1.p1	lcl|BBXB02000010.1_cds_GLD95147.1_3669.p1
OG0002973	XM_001597296.1.p1	lcl|BBXB02000038.1_cds_GLE00673.1_9194.p1
OG0002974	XM_001598292.1.p1	lcl|BBXB02000008.1_cds_GLD94619.1_3141.p1
OG0002975	XM_001597082.1.p1	lcl|BBXB02000006.1_cds_GLD93664.1_2186.p1
OG0002976	XM_001585763.1.p1	lcl|BBXB02000086.1_cds_GLE05440.1_13961.p1
OG0002978	XM_001590727.1.p1	lcl|BBXB02000037.1_cds_GLE00529.1_9050.p1
OG0002980	XM_001595614.1.p1	lcl|BBXB02000032.1_cds_GLD99744.1_8266.p1
OG0002981	XM_001588086.1.p1	lcl|BBXB02000013.1_cds_GLD95968.1_4490.p1
OG0002982	XM_001592352.1.p1	lcl|BBXB02000045.1_cds_GLE01693.1_10214.p1
OG0002983	XM_001597473.1.p1	lcl|BBXB02000031.1_cds_GLD99628.1_8150.p1
OG0002984	XM_001585466.1.p1	lcl|BBXB02000002.1_cds_GLD92244.1_766.p1
OG0002986	XM_001595969.1.p1	lcl|BBXB02000003.1_cds_GLD92715.1_1237.p1
OG0002987	XM_001589442.1.p1	lcl|BBXB02000008.1_cds_GLD94423.1_2945.p1
OG0002988	XM_001589623.1.p1	lcl|BBXB02000007.1_cds_GLD94123.1_2645.p1
OG0002989	XM_001586520.1.p1	lcl|BBXB02000006.1_cds_GLD93902.1_2424.p1
OG0002990	XM_001591809.1.p1	lcl|BBXB02000068.1_cds_GLE04229.1_12750.p1
OG0002991	XM_001593792.1.p1	lcl|BBXB02000010.1_cds_GLD94893.1_3415.p1
OG0002992	XM_001588178.1.p1	lcl|BBXB02000483.1_cds_GLE09834.1_18355.p1
OG0002993	XM_001588043.1.p1	lcl|BBXB02000033.1_cds_GLE00005.1_8526.p1
OG0002994	XM_001586777.1.p1	lcl|BBXB02000031.1_cds_GLD99524.1_8046.p1
OG0002995	XM_001587761.1.p1	lcl|BBXB02000020.1_cds_GLD97603.1_6125.p1
OG0002996	XM_001587815.1.p1	lcl|BBXB02000042.1_cds_GLE01325.1_9846.p1
OG0002997	XM_001591052.1.p1	lcl|BBXB02000033.1_cds_GLE00014.1_8535.p1
OG0002998	XM_001587294.1.p1	lcl|BBXB02000022.1_cds_GLD98036.1_6558.p1
OG0002999	XM_001587735.1.p1	lcl|BBXB02000037.1_cds_GLE00616.1_9137.p1
OG0003000	XM_001597103.1.p1	lcl|BBXB02000056.1_cds_GLE02995.1_11516.p1
OG0003001	XM_001584517.1.p1	lcl|BBXB02000032.1_cds_GLD99760.1_8282.p1
OG0003004	XM_001597280.1.p1	lcl|BBXB02000008.1_cds_GLD94457.1_2979.p1
OG0003005	XM_001597771.1.p1	lcl|BBXB02000005.1_cds_GLD93554.1_2076.p1
OG0003006	XM_001594575.1.p1	lcl|BBXB02000001.1_cds_GLD91704.1_226.p1
OG0003008	XM_001598051.1.p1	lcl|BBXB02000019.1_cds_GLD97393.1_5915.p1
OG0003009	XM_001595951.1.p1	lcl|BBXB02000034.1_cds_GLE00046.1_8567.p1
OG0003010	XM_001590494.1.p1	lcl|BBXB02000112.1_cds_GLE06399.1_14920.p1
OG0003011	XM_001590780.1.p1	lcl|BBXB02000047.1_cds_GLE02026.1_10547.p1
OG0003012	XM_001595070.1.p1	lcl|BBXB02000004.1_cds_GLD92977.1_1499.p1
OG0003013	XM_001592305.1.p1	lcl|BBXB02000001.1_cds_GLD91820.1_342.p1
OG0003015	XM_001596725.1.p1	lcl|BBXB02000750.1_cds_GLE11677.1_20198.p1
OG0003016	XM_001590554.1.p1	lcl|BBXB02000002.1_cds_GLD92259.1_781.p1
OG0003017	XM_001590557.1.p1	lcl|BBXB02000016.1_cds_GLD96798.1_5320.p1
OG0003018	XM_001598650.1.p1	lcl|BBXB02000009.1_cds_GLD94669.1_3191.p1
OG0003019	XM_001590895.1.p1	lcl|BBXB02000017.1_cds_GLD96964.1_5486.p1
OG0003020	XM_001589194.1.p1	lcl|BBXB02000039.1_cds_GLE00878.1_9399.p1
OG0003022	XM_001596914.1.p1	lcl|BBXB02000102.1_cds_GLE06057.1_14578.p1
OG0003024	XM_001586215.1.p1	lcl|BBXB02000020.1_cds_GLD97630.1_6152.p1
OG0003025	XM_001585541.1.p1	lcl|BBXB02000005.1_cds_GLD93429.1_1951.p1
OG0003028	XM_001592133.1.p1	lcl|BBXB02000070.1_cds_GLE04374.1_12895.p1
OG0003031	XM_001592864.1.p1	lcl|BBXB02000001.1_cds_GLD91984.1_506.p1
OG0003051	XM_001589188.1.p1	lcl|BBXB02000046.1_cds_GLE01795.1_10316.p1
OG0003056	XM_001591810.1.p1	lcl|BBXB02000071.1_cds_GLE04443.1_12964.p1
OG0003057	XM_001585366.1.p1	lcl|BBXB02000006.1_cds_GLD93911.1_2433.p1, lcl|BBXB02000521.1_cds_GLE10208.1_18729.p1, lcl|BBXB02000054.1_cds_GLE02833.1_11354.p1, lcl|BBXB02000006.1_cds_GLD93910.1_2432.p1
OG0003059	XM_001586749.1.p1	lcl|BBXB02000010.1_cds_GLD95060.1_3582.p1
OG0003070	XM_001585280.1.p1	lcl|BBXB02000001.1_cds_GLD91500.1_22.p1
OG0003071	XM_001595413.1.p1	lcl|BBXB02000028.1_cds_GLD98995.1_7517.p1
OG0003072	XM_001585286.1.p1	lcl|BBXB02000043.1_cds_GLE01474.1_9995.p1
OG0003073	XM_001585418.1.p1	lcl|BBXB02000002.1_cds_GLD92093.1_615.p1
OG0003076	XM_001596385.1.p1	lcl|BBXB02000061.1_cds_GLE03476.1_11997.p1
OG0003078	XM_001593880.1.p1	lcl|BBXB02000020.1_cds_GLD97588.1_6110.p1
OG0003082	XM_001587691.1.p1	lcl|BBXB02000018.1_cds_GLD97147.1_5669.p1
OG0003083	XM_001585084.1.p1	lcl|BBXB02000313.1_cds_GLE08376.1_16897.p1
OG0003085	XM_001586447.1.p1	lcl|BBXB02000063.1_cds_GLE03701.1_12222.p1
OG0003087	XM_001591458.1.p1	lcl|BBXB02000016.1_cds_GLD96701.1_5223.p1
OG0003089	XM_001597507.1.p1	lcl|BBXB02000005.1_cds_GLD93623.1_2145.p1
OG0003091	XM_001595628.1.p1	lcl|BBXB02000014.1_cds_GLD96028.1_4550.p1
OG0003092	XM_001592145.1.p1	lcl|BBXB02000037.1_cds_GLE00586.1_9107.p1
OG0003093	XM_001595110.1.p1	lcl|BBXB02000010.1_cds_GLD95084.1_3606.p1
OG0003094	XM_001598396.1.p1	lcl|BBXB02000073.1_cds_GLE04624.1_13145.p1
OG0003095	XM_001584965.1.p1	lcl|BBXB02000049.1_cds_GLE02311.1_10832.p1
OG0003096	XM_001584584.1.p1	lcl|BBXB02000029.1_cds_GLD99231.1_7753.p1
OG0003099	XM_001584720.1.p1	lcl|BBXB02000015.1_cds_GLD96453.1_4975.p1
OG0003100	XM_001591398.1.p1	lcl|BBXB02000008.1_cds_GLD94544.1_3066.p1, lcl|BBXB02000048.1_cds_GLE02111.1_10632.p1
OG0003101	XM_001587162.1.p1	lcl|BBXB02000003.1_cds_GLD92809.1_1331.p1
OG0003103	XM_001593013.1.p1	lcl|BBXB02000077.1_cds_GLE04878.1_13399.p1
OG0003107	XM_001592963.1.p1	lcl|BBXB02000033.1_cds_GLD99992.1_8514.p1
OG0003110	XM_001590598.1.p1	lcl|BBXB02000031.1_cds_GLD99684.1_8206.p1
OG0003111	XM_001590591.1.p1	lcl|BBXB02000011.1_cds_GLD95245.1_3767.p1
OG0003112	XM_001590553.1.p1	lcl|BBXB02000606.1_cds_GLE10881.1_19402.p1, lcl|BBXB02000006.1_cds_GLD93718.1_2240.p1
OG0003113	XM_001590855.1.p1	lcl|BBXB02000016.1_cds_GLD96637.1_5159.p1
OG0003114	XM_001593285.1.p1	lcl|BBXB02000004.1_cds_GLD93093.1_1615.p1
OG0003115	XM_001597789.1.p1	lcl|BBXB02000015.1_cds_GLD96311.1_4833.p1
OG0003117	XM_001590014.1.p1	lcl|BBXB02000003.1_cds_GLD92777.1_1299.p1
OG0003118	XM_001590931.1.p1	lcl|BBXB02000109.1_cds_GLE06275.1_14796.p1
OG0003119	XM_001597626.1.p1	lcl|BBXB02000010.1_cds_GLD94871.1_3393.p1
OG0003120	XM_001593852.1.p1	lcl|BBXB02000038.1_cds_GLE00785.1_9306.p1, lcl|BBXB02000571.1_cds_GLE10580.1_19101.p1
OG0003121	XM_001585563.1.p1	lcl|BBXB02000003.1_cds_GLD92691.1_1213.p1
OG0003122	XM_001588060.1.p1	lcl|BBXB02000043.1_cds_GLE01461.1_9982.p1
OG0003124	XM_001594372.1.p1	lcl|BBXB02000004.1_cds_GLD93076.1_1598.p1
OG0003125	XM_001595203.1.p1	lcl|BBXB02000033.1_cds_GLE00002.1_8523.p1
OG0003126	XM_001594982.1.p1	lcl|BBXB02000067.1_cds_GLE04114.1_12635.p1
OG0003130	XM_001591279.1.p1	lcl|BBXB02000001.1_cds_GLD91769.1_291.p1
OG0003133	XM_001587224.1.p1	lcl|BBXB02000002.1_cds_GLD92211.1_733.p1, lcl|BBXB02000002.1_cds_GLD92203.1_725.p1
OG0003134	XM_001595329.1.p1	lcl|BBXB02000011.1_cds_GLD95372.1_3894.p1
OG0003135	XM_001597179.1.p1	lcl|BBXB02000011.1_cds_GLD95239.1_3761.p1
OG0003136	XM_001594282.1.p1	lcl|BBXB02000009.1_cds_GLD94822.1_3344.p1
OG0003140	XM_001591076.1.p1	lcl|BBXB02000002.1_cds_GLD92241.1_763.p1
OG0003142	XM_001587260.1.p1	lcl|BBXB02000003.1_cds_GLD92886.1_1408.p1
OG0003144	XM_001588319.1.p1	lcl|BBXB02000018.1_cds_GLD97198.1_5720.p1
OG0003146	XM_001595345.1.p1	lcl|BBXB02000010.1_cds_GLD94929.1_3451.p1
OG0003150	XM_001594558.1.p1	lcl|BBXB02000076.1_cds_GLE04858.1_13379.p1
OG0003152	XM_001594909.1.p1	lcl|BBXB02000088.1_cds_GLE05539.1_14060.p1
OG0003154	XM_001591460.1.p1	lcl|BBXB02000001.1_cds_GLD91860.1_382.p1
OG0003155	XM_001597217.1.p1	lcl|BBXB02000081.1_cds_GLE05175.1_13696.p1
OG0003157	XM_001584915.1.p1	lcl|BBXB02000052.1_cds_GLE02637.1_11158.p1
OG0003158	XM_001596121.1.p1	lcl|BBXB02000093.1_cds_GLE05744.1_14265.p1
OG0003159	XM_001598215.1.p1	lcl|BBXB02000043.1_cds_GLE01481.1_10002.p1
OG0003161	XM_001598525.1.p1	lcl|BBXB02000003.1_cds_GLD92725.1_1247.p1
OG0003162	XM_001596705.1.p1	lcl|BBXB02000003.1_cds_GLD92573.1_1095.p1
OG0003163	XM_001585128.1.p1	lcl|BBXB02000015.1_cds_GLD96273.1_4795.p1
OG0003165	XM_001592421.1.p1	lcl|BBXB02000100.1_cds_GLE05988.1_14509.p1
OG0003167	XM_001586030.1.p1	lcl|BBXB02000015.1_cds_GLD96340.1_4862.p1
OG0003168	XM_001594113.1.p1	lcl|BBXB02000045.1_cds_GLE01645.1_10166.p1
OG0003169	XM_001593747.1.p1	lcl|BBXB02000033.1_cds_GLD99882.1_8404.p1, lcl|BBXB02000026.1_cds_GLD98724.1_7246.p1
OG0003170	XM_001588041.1.p1	lcl|BBXB02000254.1_cds_GLE07872.1_16393.p1
OG0003171	XM_001596895.1.p1	lcl|BBXB02000249.1_cds_GLE07826.1_16347.p1
OG0003172	XM_001597307.1.p1	lcl|BBXB02000031.1_cds_GLD99625.1_8147.p1
OG0003174	XM_001587964.1.p1	lcl|BBXB02000048.1_cds_GLE02153.1_10674.p1
OG0003178	XM_001593599.1.p1, XM_001598365.1.p1	lcl|BBXB02000110.1_cds_GLE06345.1_14866.p1
OG0003179	XM_001598884.1.p1	lcl|BBXB02000038.1_cds_GLE00774.1_9295.p1
OG0003185	XM_001587727.1.p1	lcl|BBXB02000071.1_cds_GLE04457.1_12978.p1, lcl|BBXB02000074.1_cds_GLE04667.1_13188.p1
OG0003186	XM_001586641.1.p1	lcl|BBXB02000011.1_cds_GLD95277.1_3799.p1
OG0003190	XM_001590532.1.p1	lcl|BBXB02000003.1_cds_GLD92857.1_1379.p1
OG0003191	XM_001593118.1.p1	lcl|BBXB02000045.1_cds_GLE01653.1_10174.p1
OG0003192	XM_001590578.1.p1	lcl|BBXB02000068.1_cds_GLE04253.1_12774.p1
OG0003193	XM_001597589.1.p1	lcl|BBXB02000017.1_cds_GLD96833.1_5355.p1
OG0003195	XM_001590563.1.p1	lcl|BBXB02000040.1_cds_GLE01049.1_9570.p1
OG0003201	XM_001593558.1.p1	lcl|BBXB02000020.1_cds_GLD97640.1_6162.p1
OG0003202	XM_001593700.1.p1	lcl|BBXB02000023.1_cds_GLD98152.1_6674.p1
OG0003205	XM_001589240.1.p1	lcl|BBXB02000074.1_cds_GLE04651.1_13172.p1, lcl|BBXB02000162.1_cds_GLE07013.1_15534.p1
OG0003206	XM_001587993.1.p1, XM_001597928.1.p1	lcl|BBXB02000005.1_cds_GLD93592.1_2114.p1, lcl|BBXB02000005.1_cds_GLD93558.1_2080.p1
OG0003208	XM_001593404.1.p1	lcl|BBXB02000023.1_cds_GLD98207.1_6729.p1, lcl|BBXB02000023.1_cds_GLD98204.1_6726.p1
OG0003211	XM_001596689.1.p1	lcl|BBXB02000076.1_cds_GLE04761.1_13282.p1
OG0003212	XM_001596615.1.p1	lcl|BBXB02000001.1_cds_GLD91635.1_157.p1
OG0003217	XM_001588614.1.p1	lcl|BBXB02000004.1_cds_GLD93103.1_1625.p1
OG0003218	XM_001595417.1.p1	lcl|BBXB02000059.1_cds_GLE03282.1_11803.p1
OG0003219	XM_001598049.1.p1	lcl|BBXB02000111.1_cds_GLE06387.1_14908.p1
OG0003220	XM_001585644.1.p1	lcl|BBXB02000011.1_cds_GLD95217.1_3739.p1
OG0003222	XM_001585672.1.p1	lcl|BBXB02000059.1_cds_GLE03355.1_11876.p1
OG0003224	XM_001593069.1.p1	lcl|BBXB02000036.1_cds_GLE00497.1_9018.p1
OG0003225	XM_001597345.1.p1	lcl|BBXB02000038.1_cds_GLE00668.1_9189.p1
OG0003230	XM_001597825.1.p1	lcl|BBXB02000005.1_cds_GLD93475.1_1997.p1
OG0003233	XM_001592493.1.p1	lcl|BBXB02000021.1_cds_GLD97821.1_6343.p1
OG0003234	XM_001591120.1.p1	lcl|BBXB02000326.1_cds_GLE08475.1_16996.p1
OG0003235	XM_001585249.1.p1	lcl|BBXB02000029.1_cds_GLD99219.1_7741.p1
OG0003236	XM_001595449.1.p1	lcl|BBXB02000053.1_cds_GLE02786.1_11307.p1
OG0003238	XM_001594142.1.p1	lcl|BBXB02000007.1_cds_GLD94221.1_2743.p1
OG0003239	XM_001587283.1.p1	lcl|BBXB02000285.1_cds_GLE08137.1_16658.p1
OG0003241	XM_001596850.1.p1	lcl|BBXB02000037.1_cds_GLE00624.1_9145.p1
OG0003245	XM_001596010.1.p1	lcl|BBXB02000011.1_cds_GLD95413.1_3935.p1
OG0003246	XM_001591867.1.p1	lcl|BBXB02000014.1_cds_GLD96061.1_4583.p1
OG0003247	XM_001595725.1.p1	lcl|BBXB02000006.1_cds_GLD93727.1_2249.p1, lcl|BBXB02000006.1_cds_GLD93726.1_2248.p1
OG0003248	XM_001588320.1.p1	lcl|BBXB02000005.1_cds_GLD93375.1_1897.p1
OG0003250	XM_001595462.1.p1	lcl|BBXB02000010.1_cds_GLD94892.1_3414.p1
OG0003254	XM_001598403.1.p1	lcl|BBXB02000012.1_cds_GLD95644.1_4166.p1
OG0003255	XM_001596492.1.p1	lcl|BBXB02000033.1_cds_GLD99975.1_8497.p1
OG0003256	XM_001597857.1.p1	lcl|BBXB02000356.1_cds_GLE08703.1_17224.p1
OG0003258	XM_001585196.1.p1	lcl|BBXB02000091.1_cds_GLE05650.1_14171.p1
OG0003259	XM_001585414.1.p1	lcl|BBXB02000017.1_cds_GLD96948.1_5470.p1, lcl|BBXB02000017.1_cds_GLD96947.1_5469.p1, lcl|BBXB02000017.1_cds_GLD96945.1_5467.p1
OG0003260	XM_001595799.1.p1	lcl|BBXB02000007.1_cds_GLD94260.1_2782.p1
OG0003263	XM_001595550.1.p1	lcl|BBXB02000030.1_cds_GLD99365.1_7887.p1
OG0003265	XM_001589021.1.p1	lcl|BBXB02000011.1_cds_GLD95465.1_3987.p1
OG0003266	XM_001593047.1.p1	lcl|BBXB02000011.1_cds_GLD95362.1_3884.p1
OG0003268	XM_001589981.1.p1	lcl|BBXB02000046.1_cds_GLE01804.1_10325.p1
OG0003269	XM_001592764.1.p1	lcl|BBXB02000001.1_cds_GLD91681.1_203.p1
OG0003270	XM_001593751.1.p1	lcl|BBXB02000001.1_cds_GLD91712.1_234.p1
OG0003272	XM_001589203.1.p1	lcl|BBXB02000010.1_cds_GLD94904.1_3426.p1
OG0003274	XM_001587418.1.p1	lcl|BBXB02000008.1_cds_GLD94618.1_3140.p1
OG0003275	XM_001587583.1.p1	lcl|BBXB02000246.1_cds_GLE07800.1_16321.p1
OG0003276	XM_001586734.1.p1	lcl|BBXB02000057.1_cds_GLE03123.1_11644.p1
OG0003279	XM_001585823.1.p1	lcl|BBXB02000015.1_cds_GLD96379.1_4901.p1
OG0003280	XM_001597461.1.p1	lcl|BBXB02000051.1_cds_GLE02476.1_10997.p1
OG0003282	XM_001596197.1.p1	lcl|BBXB02000091.1_cds_GLE05686.1_14207.p1
OG0003284	XM_001594209.1.p1	lcl|BBXB02000034.1_cds_GLE00023.1_8544.p1
OG0003285	XM_001597598.1.p1	lcl|BBXB02000008.1_cds_GLD94605.1_3127.p1
