Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Laccaria_bicolor_rna_prot
OG0001377	XM_001584620.1.p1	XM_001889697.1.p1
OG0001378	XM_001593740.1.p1	XM_001877363.1.p1
OG0001379	XM_001590461.1.p1	XM_001883922.1.p1, XM_001881602.1.p1, XM_001881601.1.p1, XM_001881607.1.p1, XM_001890546.1.p1, XM_001882791.1.p1, XM_001881451.1.p1
OG0001381	XM_001597963.1.p1, XM_001598755.1.p1	XM_001873819.1.p1
OG0001384	XM_001584676.1.p1, XM_001584677.1.p1	XM_001880907.1.p1
OG0001385	XM_001590507.1.p1	XM_001878142.1.p1
OG0001387	XM_001590581.1.p1	XM_001876405.1.p1, XM_001878060.1.p1
OG0001388	XM_001595837.1.p1	XM_001876113.1.p1
OG0001389	XM_001594385.1.p1	XM_001880080.1.p1, XM_001880330.1.p1
OG0001390	XM_001593629.1.p1	XM_001875719.1.p1
OG0001391	XM_001593760.1.p1	XM_001876667.1.p1
OG0001392	XM_001591018.1.p1	XM_001881278.1.p1, XM_001885520.1.p1
OG0001393	XM_001587430.1.p1	XM_001873116.1.p1
OG0001395	XM_001595940.1.p1	XM_001888475.1.p1, XM_001874287.1.p1, XM_001888392.1.p1
OG0001396	XM_001597306.1.p1	XM_001880312.1.p1
OG0001397	XM_001597458.1.p1	XM_001882848.1.p1, XM_001886330.1.p1
OG0001399	XM_001594283.1.p1, XM_001589226.1.p1	XM_001876165.1.p1
OG0001401	XM_001585941.1.p1	XM_001876110.1.p1
OG0001404	XM_001588050.1.p1	XM_001875889.1.p1
OG0001405	XM_001594368.1.p1	XM_001876598.1.p1
OG0001406	XM_001592275.1.p1	XM_001878259.1.p1
OG0001407	XM_001591124.1.p1	XM_001889811.1.p1
OG0001408	XM_001598811.1.p1	XM_001874064.1.p1
OG0001409	XM_001594864.1.p1	XM_001874140.1.p1, XM_001874135.1.p1, XM_001874143.1.p1, XM_001874130.1.p1
OG0001412	XM_001590469.1.p1	XM_001874701.1.p1
OG0001415	XM_001596226.1.p1, XM_001598472.1.p1	XM_001874836.1.p1
OG0001417	XM_001593177.1.p1	XM_001885993.1.p1
OG0001418	XM_001591514.1.p1	XM_001880720.1.p1
OG0001421	XM_001595574.1.p1	XM_001876111.1.p1
OG0001422	XM_001590100.1.p1	XM_001874553.1.p1
OG0001423	XM_001585238.1.p1, XM_001597234.1.p1	XM_001887797.1.p1, XM_001879111.1.p1, XM_001881567.1.p1, XM_001884234.1.p1, XM_001875640.1.p1, XM_001891120.1.p1
OG0001425	XM_001597305.1.p1	XM_001878614.1.p1, XM_001881027.1.p1
OG0001426	XM_001591173.1.p1	XM_001878581.1.p1
OG0001428	XM_001588090.1.p1	XM_001877824.1.p1
OG0001430	XM_001588184.1.p1	XM_001878900.1.p1
OG0001432	XM_001593969.1.p1, XM_001585343.1.p1	XM_001878579.1.p1
OG0001433	XM_001585693.1.p1, XM_001585692.1.p1	XM_001889707.1.p1
OG0001434	XM_001598003.1.p1	XM_001877713.1.p1
OG0001435	XM_001591027.1.p1	XM_001873224.1.p1
OG0001436	XM_001594967.1.p1	XM_001886013.1.p1
OG0001437	XM_001595220.1.p1, XM_001598482.1.p1	XM_001878462.1.p1
OG0001440	XM_001593418.1.p1	XM_001886049.1.p1
OG0001441	XM_001591502.1.p1	XM_001880904.1.p1
OG0001444	XM_001598154.1.p1	XM_001878257.1.p1
OG0001445	XM_001592332.1.p1	XM_001876447.1.p1
OG0001446	XM_001584964.1.p1	XM_001879796.1.p1
OG0001447	XM_001590454.1.p1	XM_001886004.1.p1
OG0001449	XM_001584927.1.p1	XM_001873206.1.p1
OG0001450	XM_001594323.1.p1	XM_001873768.1.p1
OG0001451	XM_001590785.1.p1	XM_001874217.1.p1
OG0001452	XM_001586975.1.p1	XM_001879734.1.p1
OG0001453	XM_001585709.1.p1	XM_001881040.1.p1, XM_001880694.1.p1
OG0001454	XM_001598339.1.p1	XM_001874913.1.p1
OG0001455	XM_001596308.1.p1	XM_001874028.1.p1
OG0001456	XM_001594827.1.p1	XM_001874089.1.p1
OG0001457	XM_001590966.1.p1	XM_001882203.1.p1
OG0001458	XM_001597544.1.p1	XM_001884678.1.p1, XM_001881599.1.p1, XM_001882996.1.p1
OG0001460	XM_001585269.1.p1	XM_001885847.1.p1
OG0001461	XM_001597434.1.p1	XM_001888726.1.p1
OG0001463	XM_001587116.1.p1	XM_001878482.1.p1
OG0001465	XM_001584616.1.p1	XM_001873792.1.p1, XM_001873790.1.p1
OG0001466	XM_001596624.1.p1, XM_001588938.1.p1	XM_001875162.1.p1
OG0001467	XM_001593377.1.p1	XM_001874508.1.p1
OG0001468	XM_001585179.1.p1	XM_001877152.1.p1
OG0001469	XM_001587568.1.p1	XM_001877688.1.p1
OG0001470	XM_001598483.1.p1	XM_001884477.1.p1
OG0001471	XM_001597927.1.p1	XM_001876690.1.p1
OG0001472	XM_001588144.1.p1	XM_001876142.1.p1, XM_001883380.1.p1
OG0001473	XM_001588083.1.p1	XM_001877694.1.p1
OG0001480	XM_001596614.1.p1	XM_001880428.1.p1
OG0001490	XM_001590455.1.p1	XM_001880607.1.p1
OG0001491	XM_001587628.1.p1	XM_001873515.1.p1, XM_001874154.1.p1
OG0001494	XM_001590871.1.p1	XM_001876476.1.p1, XM_001882780.1.p1
OG0001495	XM_001591501.1.p1	XM_001888736.1.p1
OG0001496	XM_001590486.1.p1	XM_001876764.1.p1
OG0001497	XM_001586720.1.p1	XM_001876502.1.p1
OG0001498	XM_001586789.1.p1	XM_001877648.1.p1
OG0001500	XM_001591000.1.p1, XM_001590999.1.p1	XM_001875304.1.p1
OG0001501	XM_001585424.1.p1	XM_001873154.1.p1
OG0001503	XM_001586391.1.p1	XM_001881028.1.p1
OG0001504	XM_001598066.1.p1	XM_001883048.1.p1
OG0001505	XM_001590355.1.p1	XM_001889491.1.p1
OG0001506	XM_001595083.1.p1	XM_001879875.1.p1
OG0001509	XM_001589211.1.p1	XM_001889311.1.p1, XM_001883369.1.p1, XM_001885861.1.p1
OG0001510	XM_001587247.1.p1	XM_001877907.1.p1
OG0001511	XM_001598741.1.p1	XM_001874847.1.p1
OG0001512	XM_001598889.1.p1	XM_001880928.1.p1, XM_001885207.1.p1
OG0001513	XM_001592873.1.p1	XM_001880515.1.p1, XM_001883268.1.p1
OG0001514	XM_001585948.1.p1	XM_001876501.1.p1
OG0001515	XM_001594183.1.p1	XM_001874860.1.p1
OG0001517	XM_001588211.1.p1	XM_001873522.1.p1, XM_001873523.1.p1
OG0001518	XM_001588256.1.p1	XM_001885702.1.p1
OG0001519	XM_001587131.1.p1	XM_001877446.1.p1
OG0001520	XM_001590166.1.p1	XM_001883653.1.p1, XM_001883750.1.p1
OG0001521	XM_001596692.1.p1	XM_001887841.1.p1, XM_001887759.1.p1
OG0001522	XM_001596697.1.p1	XM_001876187.1.p1
OG0001523	XM_001587383.1.p1	XM_001886033.1.p1, XM_001886034.1.p1, XM_001876757.1.p1
OG0001524	XM_001594990.1.p1	XM_001873251.1.p1
OG0001525	XM_001587317.1.p1	XM_001873962.1.p1
OG0001526	XM_001591706.1.p1	XM_001878236.1.p1
OG0001527	XM_001597417.1.p1	XM_001885267.1.p1, XM_001878526.1.p1
OG0001529	XM_001597439.1.p1	XM_001877786.1.p1
OG0001530	XM_001584603.1.p1	XM_001882751.1.p1, XM_001882874.1.p1, XM_001882867.1.p1
OG0001532	XM_001585492.1.p1	XM_001874003.1.p1
OG0001533	XM_001585528.1.p1	XM_001882942.1.p1
OG0001534	XM_001587067.1.p1	XM_001880325.1.p1, XM_001880079.1.p1
OG0001536	XM_001587085.1.p1	XM_001877420.1.p1
OG0001537	XM_001586965.1.p1	XM_001873978.1.p1
OG0001538	XM_001585028.1.p1	XM_001876934.1.p1
OG0001541	XM_001598499.1.p1	XM_001889482.1.p1
OG0001543	XM_001598769.1.p1	XM_001883184.1.p1
OG0001544	XM_001595965.1.p1	XM_001878239.1.p1
OG0001545	XM_001591563.1.p1	XM_001884277.1.p1
OG0001546	XM_001584892.1.p1	XM_001874433.1.p1, XM_001880663.1.p1
OG0001547	XM_001592560.1.p1	XM_001891165.1.p1
OG0001548	XM_001592711.1.p1	XM_001877148.1.p1
OG0001550	XM_001590263.1.p1	XM_001884242.1.p1
OG0001553	XM_001585770.1.p1	XM_001879901.1.p1
OG0001554	XM_001588826.1.p1	XM_001877111.1.p1
OG0001556	XM_001586500.1.p1	XM_001889268.1.p1
OG0001557	XM_001598314.1.p1	XM_001877799.1.p1
OG0001559	XM_001595680.1.p1	XM_001875207.1.p1
OG0001560	XM_001584921.1.p1	XM_001875026.1.p1
OG0001561	XM_001587460.1.p1	XM_001873121.1.p1
OG0001563	XM_001586244.1.p1	XM_001883673.1.p1
OG0001564	XM_001597736.1.p1	XM_001880454.1.p1
OG0001565	XM_001586785.1.p1	XM_001881039.1.p1
OG0001566	XM_001587857.1.p1	XM_001876553.1.p1
OG0001567	XM_001585586.1.p1	XM_001883127.1.p1
OG0001568	XM_001588032.1.p1	XM_001889904.1.p1
OG0001569	XM_001598533.1.p1	XM_001888727.1.p1
OG0001570	XM_001598009.1.p1	XM_001889890.1.p1, XM_001884580.1.p1
OG0001571	XM_001586005.1.p1	XM_001873591.1.p1
OG0001572	XM_001597978.1.p1	XM_001889087.1.p1, XM_001889102.1.p1, XM_001890414.1.p1, XM_001889069.1.p1, XM_001889094.1.p1, XM_001888846.1.p1
OG0001573	XM_001598381.1.p1	XM_001881018.1.p1
OG0001574	XM_001592452.1.p1	XM_001877434.1.p1
OG0001575	XM_001586034.1.p1	XM_001873342.1.p1
OG0001576	XM_001588787.1.p1	XM_001873125.1.p1
OG0001579	XM_001596911.1.p1	XM_001876683.1.p1
OG0001580	XM_001597546.1.p1, XM_001588446.1.p1	XM_001877411.1.p1, XM_001873586.1.p1
OG0001581	XM_001592716.1.p1	XM_001877055.1.p1
OG0001582	XM_001585389.1.p1, XM_001585619.1.p1	XM_001880593.1.p1
OG0001583	XM_001590383.1.p1	XM_001874879.1.p1
OG0001584	XM_001592184.1.p1	XM_001875113.1.p1
OG0001585	XM_001591668.1.p1	XM_001887494.1.p1
OG0001588	XM_001598638.1.p1	XM_001873797.1.p1
OG0001589	XM_001598421.1.p1	XM_001873837.1.p1
OG0001590	XM_001586317.1.p1	XM_001884249.1.p1
OG0001592	XM_001591465.1.p1	XM_001873178.1.p1
OG0001593	XM_001589357.1.p1	XM_001874787.1.p1
OG0001594	XM_001597642.1.p1	XM_001877551.1.p1
OG0001596	XM_001597634.1.p1	XM_001878210.1.p1
OG0001598	XM_001593169.1.p1	XM_001879748.1.p1
OG0001599	XM_001595351.1.p1	XM_001890335.1.p1, XM_001875689.1.p1
OG0001600	XM_001590984.1.p1	XM_001889043.1.p1, XM_001879363.1.p1
OG0001601	XM_001592341.1.p1	XM_001880884.1.p1
OG0001602	XM_001584934.1.p1	XM_001874779.1.p1
OG0001603	XM_001584607.1.p1	XM_001874004.1.p1
OG0001604	XM_001587107.1.p1	XM_001882717.1.p1
OG0001605	XM_001585121.1.p1	XM_001876183.1.p1
OG0001606	XM_001593391.1.p1	XM_001879834.1.p1
OG0001607	XM_001597097.1.p1	XM_001887274.1.p1, XM_001873427.1.p1
OG0001608	XM_001591914.1.p1	XM_001880311.1.p1
OG0001609	XM_001590202.1.p1	XM_001875334.1.p1
OG0001610	XM_001593541.1.p1	XM_001873976.1.p1
OG0001613	XM_001587935.1.p1, XM_001587936.1.p1	XM_001875443.1.p1
OG0001614	XM_001585306.1.p1	XM_001881877.1.p1
OG0001615	XM_001584605.1.p1	XM_001885607.1.p1
OG0001616	XM_001594984.1.p1	XM_001873942.1.p1
OG0001618	XM_001589352.1.p1	XM_001879779.1.p1
OG0001619	XM_001587176.1.p1	XM_001882234.1.p1
OG0001622	XM_001585761.1.p1	XM_001875246.1.p1
OG0001623	XM_001597189.1.p1	XM_001876148.1.p1
OG0001628	XM_001590916.1.p1	XM_001873481.1.p1
OG0001629	XM_001596143.1.p1	XM_001873822.1.p1
OG0001631	XM_001588224.1.p1	XM_001880412.1.p1
OG0001632	XM_001588154.1.p1	XM_001876290.1.p1
OG0001634	XM_001590949.1.p1	XM_001877722.1.p1
OG0001635	XM_001594583.1.p1	XM_001877147.1.p1
OG0001636	XM_001591692.1.p1	XM_001873856.1.p1
OG0001638	XM_001593822.1.p1	XM_001874757.1.p1
OG0001639	XM_001589214.1.p1	XM_001882639.1.p1, XM_001878221.1.p1
OG0001642	XM_001595175.1.p1	XM_001877044.1.p1
OG0001644	XM_001592354.1.p1	XM_001889794.1.p1, XM_001889782.1.p1, XM_001889821.1.p1
OG0001645	XM_001591061.1.p1	XM_001875199.1.p1
OG0001646	XM_001595519.1.p1	XM_001885592.1.p1
OG0001648	XM_001589622.1.p1	XM_001881022.1.p1
OG0001649	XM_001589054.1.p1	XM_001879016.1.p1
OG0001650	XM_001586535.1.p1	XM_001877288.1.p1
OG0001651	XM_001587633.1.p1	XM_001873401.1.p1
OG0001653	XM_001588927.1.p1	XM_001874720.1.p1
OG0001654	XM_001590965.1.p1	XM_001887832.1.p1
OG0001655	XM_001593345.1.p1	XM_001874813.1.p1, XM_001874244.1.p1
OG0001656	XM_001593479.1.p1, XM_001590149.1.p1	XM_001881133.1.p1
OG0001657	XM_001585417.1.p1	XM_001875281.1.p1
OG0001659	XM_001594992.1.p1	XM_001880741.1.p1
OG0001660	XM_001588943.1.p1	XM_001881707.1.p1
OG0001661	XM_001593670.1.p1	XM_001884540.1.p1
OG0001662	XM_001588324.1.p1, XM_001584854.1.p1	XM_001873302.1.p1
OG0001663	XM_001595755.1.p1	XM_001875357.1.p1
OG0001664	XM_001595822.1.p1	XM_001874768.1.p1
OG0001665	XM_001586803.1.p1	XM_001887595.1.p1
OG0001666	XM_001598872.1.p1	XM_001881668.1.p1, XM_001881477.1.p1, XM_001881658.1.p1
OG0001667	XM_001592467.1.p1	XM_001878281.1.p1
OG0001668	XM_001593029.1.p1	XM_001877656.1.p1
OG0001669	XM_001585162.1.p1, XM_001585163.1.p1	XM_001876543.1.p1
OG0001670	XM_001588398.1.p1	XM_001876049.1.p1
OG0001671	XM_001598414.1.p1	XM_001873297.1.p1
OG0001672	XM_001597380.1.p1	XM_001873304.1.p1
OG0001673	XM_001597675.1.p1	XM_001876592.1.p1
OG0001675	XM_001596085.1.p1	XM_001874606.1.p1
OG0001676	XM_001592934.1.p1	XM_001876475.1.p1
OG0001677	XM_001585703.1.p1, XM_001585846.1.p1	XM_001876942.1.p1
OG0001678	XM_001587393.1.p1	XM_001880947.1.p1
OG0001679	XM_001588168.1.p1	XM_001878597.1.p1
OG0001680	XM_001586872.1.p1	XM_001880473.1.p1
OG0001681	XM_001593299.1.p1	XM_001875099.1.p1
OG0001682	XM_001586639.1.p1	XM_001873998.1.p1
OG0001683	XM_001595338.1.p1	XM_001873970.1.p1
OG0001685	XM_001592409.1.p1	XM_001881253.1.p1
OG0001686	XM_001585532.1.p1	XM_001883547.1.p1
OG0001687	XM_001598229.1.p1	XM_001885008.1.p1
OG0001690	XM_001585778.1.p1	XM_001879567.1.p1, XM_001887974.1.p1, XM_001887971.1.p1
OG0001691	XM_001588440.1.p1	XM_001875594.1.p1
OG0001692	XM_001584910.1.p1	XM_001873479.1.p1
OG0001693	XM_001591043.1.p1	XM_001874802.1.p1
OG0001694	XM_001596686.1.p1	XM_001875015.1.p1
OG0001696	XM_001593962.1.p1	XM_001886824.1.p1
OG0001698	XM_001597629.1.p1	XM_001877037.1.p1
OG0001699	XM_001589149.1.p1	XM_001873285.1.p1
OG0001700	XM_001598246.1.p1	XM_001877654.1.p1
OG0001701	XM_001591929.1.p1	XM_001880432.1.p1
OG0001703	XM_001595758.1.p1	XM_001882071.1.p1
OG0001704	XM_001591634.1.p1	XM_001876299.1.p1, XM_001886835.1.p1, XM_001885760.1.p1
OG0001705	XM_001595225.1.p1	XM_001875164.1.p1
OG0001707	XM_001596871.1.p1	XM_001889846.1.p1, XM_001880068.1.p1, XM_001877007.1.p1
OG0001722	XM_001586788.1.p1	XM_001878063.1.p1
OG0001723	XM_001594657.1.p1	XM_001881514.1.p1, XM_001885840.1.p1
OG0001724	XM_001590840.1.p1	XM_001876174.1.p1
OG0001728	XM_001590382.1.p1	XM_001882668.1.p1, XM_001885317.1.p1, XM_001882695.1.p1, XM_001882667.1.p1
OG0001729	XM_001587382.1.p1	XM_001877583.1.p1, XM_001885453.1.p1, XM_001874059.1.p1, XM_001883176.1.p1, XM_001883177.1.p1
OG0001731	XM_001591843.1.p1	XM_001884104.1.p1
OG0001733	XM_001596326.1.p1	XM_001880015.1.p1
OG0001734	XM_001589885.1.p1	XM_001875849.1.p1
OG0001735	XM_001589025.1.p1	XM_001876342.1.p1
OG0001736	XM_001596497.1.p1	XM_001874037.1.p1
OG0001738	XM_001587146.1.p1	XM_001879757.1.p1
OG0001739	XM_001593621.1.p1	XM_001880955.1.p1
OG0001740	XM_001591824.1.p1	XM_001885961.1.p1, XM_001885964.1.p1
OG0001741	XM_001587709.1.p1	XM_001888206.1.p1, XM_001883022.1.p1
OG0001742	XM_001592521.1.p1	XM_001885936.1.p1
OG0001743	XM_001586642.1.p1	XM_001890919.1.p1, XM_001875608.1.p1
OG0001744	XM_001594510.1.p1	XM_001884202.1.p1
OG0001745	XM_001592516.1.p1	XM_001881346.1.p1
OG0001746	XM_001596949.1.p1	XM_001885156.1.p1, XM_001885376.1.p1, XM_001885377.1.p1, XM_001880996.1.p1
OG0001747	XM_001590666.1.p1	XM_001889459.1.p1
OG0001748	XM_001589278.1.p1	XM_001873727.1.p1
OG0001749	XM_001597157.1.p1	XM_001879162.1.p1
OG0001750	XM_001587513.1.p1	XM_001875541.1.p1
OG0001751	XM_001590998.1.p1	XM_001873595.1.p1
OG0001752	XM_001597420.1.p1	XM_001873921.1.p1
OG0001753	XM_001598799.1.p1	XM_001874875.1.p1
OG0001754	XM_001590525.1.p1	XM_001875384.1.p1
OG0001755	XM_001593055.1.p1	XM_001875393.1.p1, XM_001879663.1.p1
OG0001758	XM_001586211.1.p1	XM_001883703.1.p1
OG0001759	XM_001586077.1.p1	XM_001882705.1.p1, XM_001873984.1.p1
OG0001760	XM_001594527.1.p1	XM_001876214.1.p1
OG0001761	XM_001595706.1.p1	XM_001882320.1.p1
OG0001763	XM_001595731.1.p1	XM_001873937.1.p1
OG0001764	XM_001596364.1.p1	XM_001886825.1.p1
OG0001765	XM_001590590.1.p1	XM_001880742.1.p1
OG0001766	XM_001590857.1.p1	XM_001879591.1.p1
OG0001767	XM_001586584.1.p1	XM_001873344.1.p1
OG0001768	XM_001597883.1.p1	XM_001885922.1.p1
OG0001769	XM_001591520.1.p1	XM_001877812.1.p1
OG0001770	XM_001590010.1.p1	XM_001883308.1.p1
OG0001771	XM_001590930.1.p1	XM_001877770.1.p1
OG0001772	XM_001590921.1.p1	XM_001887045.1.p1
OG0001773	XM_001596015.1.p1	XM_001880182.1.p1
OG0001775	XM_001598459.1.p1	XM_001884380.1.p1
OG0001777	XM_001584821.1.p1	XM_001888363.1.p1
OG0001778	XM_001588150.1.p1	XM_001878053.1.p1, XM_001883126.1.p1
OG0001779	XM_001595681.1.p1	XM_001877012.1.p1
OG0001780	XM_001588152.1.p1	XM_001875325.1.p1
OG0001781	XM_001590832.1.p1	XM_001880006.1.p1
OG0001782	XM_001591472.1.p1	XM_001873177.1.p1
OG0001783	XM_001598837.1.p1	XM_001880760.1.p1, XM_001885275.1.p1, XM_001890642.1.p1, XM_001885269.1.p1
OG0001784	XM_001598923.1.p1	XM_001889819.1.p1
OG0001785	XM_001598934.1.p1	XM_001874424.1.p1, XM_001874418.1.p1
OG0001786	XM_001595140.1.p1	XM_001880661.1.p1
OG0001788	XM_001590194.1.p1	XM_001875362.1.p1
OG0001789	XM_001588695.1.p1	XM_001876063.1.p1
OG0001790	XM_001587883.1.p1	XM_001890894.1.p1, XM_001886998.1.p1
OG0001791	XM_001593540.1.p1	XM_001878891.1.p1
OG0001792	XM_001594609.1.p1	XM_001883473.1.p1, XM_001878718.1.p1
OG0001793	XM_001595751.1.p1	XM_001885761.1.p1, XM_001878951.1.p1
OG0001794	XM_001592224.1.p1	XM_001874809.1.p1
OG0001795	XM_001594334.1.p1, XM_001596894.1.p1	XM_001876975.1.p1
OG0001796	XM_001592592.1.p1	XM_001886191.1.p1
OG0001797	XM_001594930.1.p1	XM_001874088.1.p1
OG0001798	XM_001588684.1.p1	XM_001875458.1.p1
OG0001799	XM_001597442.1.p1	XM_001874524.1.p1
OG0001800	XM_001596717.1.p1	XM_001881132.1.p1
OG0001801	XM_001590922.1.p1	XM_001875052.1.p1
OG0001802	XM_001590920.1.p1	XM_001876244.1.p1
OG0001803	XM_001593200.1.p1	XM_001875661.1.p1
OG0001804	XM_001595592.1.p1	XM_001890498.1.p1, XM_001875995.1.p1
OG0001805	XM_001587985.1.p1	XM_001875410.1.p1
OG0001806	XM_001596616.1.p1	XM_001878592.1.p1
OG0001807	XM_001597030.1.p1	XM_001876635.1.p1
OG0001808	XM_001586117.1.p1	XM_001883655.1.p1
OG0001809	XM_001594291.1.p1	XM_001881138.1.p1
OG0001811	XM_001588110.1.p1	XM_001877069.1.p1
OG0001812	XM_001591191.1.p1	XM_001881268.1.p1
OG0001813	XM_001592623.1.p1	XM_001874859.1.p1
OG0001814	XM_001596833.1.p1	XM_001880369.1.p1
OG0001815	XM_001586248.1.p1	XM_001875012.1.p1
OG0001816	XM_001585130.1.p1	XM_001875435.1.p1
OG0001817	XM_001589814.1.p1	XM_001887957.1.p1, XM_001887955.1.p1
OG0001818	XM_001597638.1.p1	XM_001874271.1.p1
OG0001819	XM_001591447.1.p1	XM_001873374.1.p1
OG0001820	XM_001595800.1.p1	XM_001876254.1.p1
OG0001821	XM_001595579.1.p1	XM_001873905.1.p1
OG0001824	XM_001587806.1.p1	XM_001880152.1.p1
OG0001825	XM_001595217.1.p1	XM_001876672.1.p1
OG0001827	XM_001593698.1.p1	XM_001878445.1.p1, XM_001878094.1.p1
OG0001828	XM_001585103.1.p1	XM_001873734.1.p1
OG0001830	XM_001585900.1.p1	XM_001875174.1.p1
OG0001831	XM_001592314.1.p1	XM_001874490.1.p1
OG0001832	XM_001597841.1.p1	XM_001880212.1.p1
OG0001834	XM_001589838.1.p1	XM_001878090.1.p1
OG0001835	XM_001591194.1.p1	XM_001884349.1.p1
OG0001836	XM_001597475.1.p1	XM_001876293.1.p1
OG0001837	XM_001587327.1.p1	XM_001883354.1.p1
OG0001838	XM_001589014.1.p1	XM_001878223.1.p1
OG0001839	XM_001585061.1.p1	XM_001873577.1.p1
OG0001840	XM_001589942.1.p1	XM_001876498.1.p1
OG0001841	XM_001584880.1.p1	XM_001884346.1.p1
OG0001842	XM_001594666.1.p1	XM_001875430.1.p1
OG0001844	XM_001590509.1.p1	XM_001879729.1.p1
OG0001845	XM_001589982.1.p1	XM_001878237.1.p1
OG0001846	XM_001596454.1.p1	XM_001880868.1.p1
OG0001847	XM_001594103.1.p1	XM_001877877.1.p1
OG0001848	XM_001593509.1.p1	XM_001886920.1.p1
OG0001850	XM_001586794.1.p1	XM_001880187.1.p1
OG0001851	XM_001586923.1.p1	XM_001876852.1.p1
OG0001852	XM_001586886.1.p1	XM_001877678.1.p1
OG0001853	XM_001585928.1.p1	XM_001889452.1.p1
OG0001857	XM_001597917.1.p1	XM_001873188.1.p1
OG0001858	XM_001595648.1.p1	XM_001878289.1.p1
OG0001860	XM_001596630.1.p1	XM_001880807.1.p1
OG0001861	XM_001594433.1.p1	XM_001875309.1.p1
OG0001863	XM_001590791.1.p1	XM_001878258.1.p1
OG0001865	XM_001584801.1.p1	XM_001873371.1.p1
OG0001866	XM_001585049.1.p1	XM_001876539.1.p1
OG0001867	XM_001596867.1.p1, XM_001594818.1.p1	XM_001877743.1.p1
OG0001868	XM_001594374.1.p1	XM_001876473.1.p1
OG0001869	XM_001585799.1.p1	XM_001876967.1.p1
OG0001870	XM_001592420.1.p1	XM_001879921.1.p1
OG0001871	XM_001593531.1.p1	XM_001876508.1.p1
OG0001872	XM_001598490.1.p1	XM_001878622.1.p1
OG0001873	XM_001592991.1.p1	XM_001874785.1.p1
OG0001875	XM_001588708.1.p1	XM_001880687.1.p1
OG0001876	XM_001592238.1.p1	XM_001878354.1.p1
OG0001877	XM_001594162.1.p1	XM_001881868.1.p1, XM_001881725.1.p1
OG0001878	XM_001590659.1.p1	XM_001878538.1.p1
OG0001879	XM_001589618.1.p1	XM_001886055.1.p1
OG0001881	XM_001593122.1.p1	XM_001885807.1.p1
OG0001883	XM_001589201.1.p1	XM_001877298.1.p1
OG0001885	XM_001597820.1.p1	XM_001881064.1.p1
OG0001886	XM_001598473.1.p1	XM_001873803.1.p1
OG0001887	XM_001590264.1.p1	XM_001874929.1.p1
OG0001888	XM_001596012.1.p1	XM_001881520.1.p1
OG0001889	XM_001595935.1.p1	XM_001878171.1.p1
OG0001890	XM_001588390.1.p1	XM_001887873.1.p1
OG0001891	XM_001593041.1.p1	XM_001877186.1.p1
OG0001892	XM_001592787.1.p1	XM_001877714.1.p1, XM_001877807.1.p1, XM_001877673.1.p1
OG0001893	XM_001587267.1.p1	XM_001877398.1.p1
OG0001894	XM_001588986.1.p1	XM_001877329.1.p1
OG0001895	XM_001590911.1.p1	XM_001887879.1.p1, XM_001887030.1.p1
OG0001896	XM_001597392.1.p1	XM_001880696.1.p1
OG0001898	XM_001593311.1.p1	XM_001876103.1.p1
OG0001900	XM_001593680.1.p1	XM_001873946.1.p1
OG0001901	XM_001587741.1.p1	XM_001881309.1.p1
OG0001902	XM_001593736.1.p1	XM_001877305.1.p1
OG0001903	XM_001592059.1.p1	XM_001875175.1.p1
OG0001905	XM_001592700.1.p1	XM_001873388.1.p1
OG0001906	XM_001589662.1.p1	XM_001874160.1.p1
OG0001907	XM_001593996.1.p1	XM_001875090.1.p1
OG0001908	XM_001593415.1.p1	XM_001880712.1.p1
OG0001909	XM_001593623.1.p1	XM_001879773.1.p1
OG0001910	XM_001589236.1.p1	XM_001886080.1.p1
OG0001912	XM_001586839.1.p1	XM_001878337.1.p1
OG0001913	XM_001587731.1.p1	XM_001885579.1.p1
OG0001914	XM_001593298.1.p1	XM_001873789.1.p1
OG0001915	XM_001587673.1.p1	XM_001880945.1.p1
OG0001916	XM_001586854.1.p1	XM_001888375.1.p1
OG0001917	XM_001590908.1.p1	XM_001876385.1.p1
OG0001918	XM_001590387.1.p1	XM_001880076.1.p1
OG0001919	XM_001590115.1.p1	XM_001873840.1.p1
OG0001920	XM_001591029.1.p1	XM_001880861.1.p1
OG0001922	XM_001586175.1.p1	XM_001873887.1.p1
OG0001923	XM_001592396.1.p1	XM_001877897.1.p1
OG0001924	XM_001584617.1.p1	XM_001878173.1.p1
OG0001925	XM_001589406.1.p1	XM_001890299.1.p1, XM_001888907.1.p1, XM_001875567.1.p1, XM_001885477.1.p1, XM_001890302.1.p1
OG0001926	XM_001584509.1.p1	XM_001882522.1.p1
OG0001927	XM_001586446.1.p1	XM_001882893.1.p1
OG0001929	XM_001591408.1.p1	XM_001876586.1.p1
OG0001930	XM_001591632.1.p1	XM_001873637.1.p1, XM_001873638.1.p1
OG0001932	XM_001597284.1.p1	XM_001883776.1.p1
OG0001934	XM_001596926.1.p1	XM_001886801.1.p1
OG0001935	XM_001592593.1.p1	XM_001878266.1.p1, XM_001878265.1.p1
OG0001937	XM_001596027.1.p1	XM_001885590.1.p1, XM_001877382.1.p1
OG0001939	XM_001593108.1.p1	XM_001885626.1.p1, XM_001885619.1.p1
OG0001940	XM_001594951.1.p1	XM_001877374.1.p1
OG0001941	XM_001593014.1.p1	XM_001888369.1.p1
