Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Blumeria_graminis_cds_prot
OG0004289	XM_001585964.1.p1	lcl|LR898469.1_cds_CAD6499672.1_1030.p1
OG0004290	XM_001588235.1.p1	lcl|LR898474.1_cds_CAD6502931.1_4289.p1
OG0004292	XM_001591485.1.p1	lcl|LR898471.1_cds_CAD6500804.1_2162.p1
OG0004293	XM_001592759.1.p1	lcl|LR898474.1_cds_CAD6503325.1_4683.p1
OG0004294	XM_001597893.1.p1	lcl|LR898472.1_cds_CAD6502199.1_3557.p1
OG0004295	XM_001588317.1.p1	lcl|LR898476.1_cds_CAD6505093.1_6451.p1
OG0004296	XM_001592058.1.p1	lcl|LR898476.1_cds_CAD6505360.1_6718.p1
OG0004301	XM_001598092.1.p1	lcl|LR898472.1_cds_CAD6502129.1_3487.p1
OG0004302	XM_001585925.1.p1	lcl|LR898468.1_cds_CAD6498815.1_173.p1
OG0004305	XM_001594588.1.p1	lcl|LR898475.1_cds_CAD6503965.1_5323.p1
OG0004306	XM_001587183.1.p1	lcl|LR898476.1_cds_CAD6505234.1_6592.p1
OG0004307	XM_001598766.1.p1	lcl|LR898469.1_cds_CAD6499526.1_884.p1
OG0004308	XM_001591471.1.p1	lcl|LR898474.1_cds_CAD6503180.1_4538.p1
OG0004310	XM_001590814.1.p1	lcl|LR898474.1_cds_CAD6503540.1_4898.p1
OG0004311	XM_001595174.1.p1	lcl|LR898472.1_cds_CAD6501810.1_3168.p1
OG0004315	XM_001589929.1.p1	lcl|LR898472.1_cds_CAD6501848.1_3206.p1
OG0004316	XM_001586205.1.p1	lcl|LR898474.1_cds_CAD6503225.1_4583.p1
OG0004317	XM_001587701.1.p1	lcl|LR898474.1_cds_CAD6503042.1_4400.p1
OG0004319	XM_001589369.1.p1	lcl|LR898476.1_cds_CAD6505194.1_6552.p1
OG0004320	XM_001585445.1.p1	lcl|LR898473.1_cds_CAD6502678.1_4036.p1
OG0004321	XM_001597106.1.p1	lcl|LR898472.1_cds_CAD6502229.1_3587.p1
OG0004322	XM_001597663.1.p1	lcl|LR898469.1_cds_CAD6499963.1_1321.p1
OG0004324	XM_001584887.1.p1	lcl|LR898476.1_cds_CAD6504726.1_6084.p1
OG0004325	XM_001587328.1.p1	lcl|LR898472.1_cds_CAD6501631.1_2989.p1
OG0004326	XM_001585374.1.p1	lcl|LR898471.1_cds_CAD6501073.1_2431.p1
OG0004327	XM_001585373.1.p1	lcl|LR898476.1_cds_CAD6505433.1_6791.p1
OG0004367	XM_001595989.1.p1	lcl|LR898473.1_cds_CAD6502630.1_3988.p1
OG0004370	XM_001592318.1.p1	lcl|LR898477.1_cds_CAD6506350.1_7708.p1
OG0004372	XM_001587562.1.p1	lcl|LR898472.1_cds_CAD6502041.1_3399.p1
OG0004374	XM_001587632.1.p1	lcl|LR898476.1_cds_CAD6505386.1_6744.p1
OG0004375	XM_001588517.1.p1	lcl|LR898471.1_cds_CAD6500868.1_2226.p1
OG0004376	XM_001598422.1.p1	lcl|LR898472.1_cds_CAD6502135.1_3493.p1
OG0004378	XM_001586033.1.p1	lcl|LR898468.1_cds_CAD6498760.1_118.p1
OG0004388	XM_001585078.1.p1, XM_001588937.1.p1	lcl|LR898478.1_cds_CAD6506477.1_7835.p1
OG0004391	XM_001592824.1.p1	lcl|LR898472.1_cds_CAD6501485.1_2843.p1
OG0004392	XM_001586292.1.p1	lcl|LR898475.1_cds_CAD6504159.1_5517.p1
OG0004394	XM_001593011.1.p1	lcl|LR898469.1_cds_CAD6499421.1_779.p1
OG0004395	XM_001598208.1.p1	lcl|LR898475.1_cds_CAD6503804.1_5162.p1
OG0004396	XM_001595510.1.p1	lcl|LR898476.1_cds_CAD6504898.1_6256.p1
OG0004397	XM_001590697.1.p1	lcl|LR898476.1_cds_CAD6504807.1_6165.p1
OG0004398	XM_001590940.1.p1	lcl|LR898476.1_cds_CAD6505589.1_6947.p1
OG0004399	XM_001595493.1.p1	lcl|LR898476.1_cds_CAD6504684.1_6042.p1
OG0004403	XM_001595823.1.p1	lcl|LR898475.1_cds_CAD6504412.1_5770.p1
OG0004404	XM_001588322.1.p1	lcl|LR898476.1_cds_CAD6505088.1_6446.p1
OG0004405	XM_001598557.1.p1	lcl|LR898472.1_cds_CAD6502007.1_3365.p1
OG0004406	XM_001591847.1.p1	lcl|LR898474.1_cds_CAD6503169.1_4527.p1
OG0004408	XM_001590896.1.p1	lcl|LR898472.1_cds_CAD6501256.1_2614.p1
OG0004409	XM_001587412.1.p1	lcl|LR898472.1_cds_CAD6501765.1_3123.p1
OG0004410	XM_001590349.1.p1	lcl|LR898476.1_cds_CAD6505046.1_6404.p1
OG0004412	XM_001590889.1.p1	lcl|LR898470.1_cds_CAD6500276.1_1634.p1
OG0004413	XM_001592988.1.p1	lcl|LR898472.1_cds_CAD6501455.1_2813.p1
OG0004415	XM_001593007.1.p1	lcl|LR898474.1_cds_CAD6503222.1_4580.p1
OG0004416	XM_001593092.1.p1	lcl|LR898469.1_cds_CAD6499863.1_1221.p1
OG0004417	XM_001587740.1.p1	lcl|LR898469.1_cds_CAD6499902.1_1260.p1
OG0004418	XM_001594473.1.p1	lcl|LR898468.1_cds_CAD6498792.1_150.p1
OG0004422	XM_001594820.1.p1	lcl|LR898475.1_cds_CAD6504063.1_5421.p1
OG0004424	XM_001590752.1.p1	lcl|LR898468.1_cds_CAD6499176.1_534.p1
OG0004427	XM_001590551.1.p1	lcl|LR898468.1_cds_CAD6499107.1_465.p1
OG0004428	XM_001590142.1.p1	lcl|LR898472.1_cds_CAD6501705.1_3063.p1
OG0004429	XM_001590942.1.p1	lcl|LR898476.1_cds_CAD6505610.1_6968.p1
OG0004430	XM_001595046.1.p1	lcl|LR898472.1_cds_CAD6501888.1_3246.p1
OG0004431	XM_001587749.1.p1	lcl|LR898474.1_cds_CAD6503053.1_4411.p1
OG0004432	XM_001594326.1.p1	lcl|LR898472.1_cds_CAD6502223.1_3581.p1
OG0004436	XM_001595719.1.p1	lcl|LR898472.1_cds_CAD6501413.1_2771.p1
OG0004439	XM_001593323.1.p1	lcl|LR898472.1_cds_CAD6501399.1_2757.p1
OG0004440	XM_001598404.1.p1	lcl|LR898472.1_cds_CAD6501698.1_3056.p1
OG0004443	XM_001591716.1.p1	lcl|LR898469.1_cds_CAD6499641.1_999.p1
OG0004444	XM_001586861.1.p1	lcl|LR898472.1_cds_CAD6501320.1_2678.p1
OG0004450	XM_001585611.1.p1	lcl|LR898473.1_cds_CAD6502766.1_4124.p1
OG0004452	XM_001590721.1.p1	lcl|LR898476.1_cds_CAD6504753.1_6111.p1
OG0004453	XM_001591949.1.p1	lcl|LR898469.1_cds_CAD6499744.1_1102.p1
OG0004455	XM_001590351.1.p1	lcl|LR898474.1_cds_CAD6503554.1_4912.p1
OG0004456	XM_001585574.1.p1	lcl|LR898473.1_cds_CAD6502466.1_3824.p1
OG0004458	XM_001590366.1.p1	lcl|LR898471.1_cds_CAD6500676.1_2034.p1
OG0004459	XM_001585914.1.p1	lcl|LR898468.1_cds_CAD6498819.1_177.p1
OG0004461	XM_001588736.1.p1	lcl|LR898471.1_cds_CAD6500941.1_2299.p1
OG0004462	XM_001588904.1.p1	lcl|LR898469.1_cds_CAD6499463.1_821.p1
OG0004463	XM_001584638.1.p1	lcl|LR898471.1_cds_CAD6500946.1_2304.p1
OG0004464	XM_001598438.1.p1	lcl|LR898472.1_cds_CAD6501944.1_3302.p1
OG0004467	XM_001594608.1.p1	lcl|LR898477.1_cds_CAD6506343.1_7701.p1
OG0004468	XM_001592259.1.p1	lcl|LR898476.1_cds_CAD6504588.1_5946.p1
OG0004469	XM_001587615.1.p1	lcl|LR898472.1_cds_CAD6501763.1_3121.p1
OG0004470	XM_001588611.1.p1	lcl|LR898469.1_cds_CAD6499479.1_837.p1
OG0004473	XM_001595314.1.p1	lcl|LR898472.1_cds_CAD6502051.1_3409.p1
OG0004474	XM_001591528.1.p1	lcl|LR898469.1_cds_CAD6499797.1_1155.p1
OG0004476	XM_001598081.1.p1	lcl|LR898472.1_cds_CAD6502166.1_3524.p1
OG0004478	XM_001595829.1.p1	lcl|LR898470.1_cds_CAD6500469.1_1827.p1
OG0004479	XM_001595806.1.p1	lcl|LR898478.1_cds_CAD6506551.1_7909.p1
OG0004481	XM_001596056.1.p1	lcl|LR898472.1_cds_CAD6501689.1_3047.p1
OG0004482	XM_001585908.1.p1	lcl|LR898468.1_cds_CAD6498824.1_182.p1
OG0004483	XM_001585287.1.p1	lcl|LR898478.1_cds_CAD6506524.1_7882.p1
OG0004484	XM_001588166.1.p1	lcl|LR898474.1_cds_CAD6502955.1_4313.p1
OG0004486	XM_001588289.1.p1	lcl|LR898476.1_cds_CAD6505176.1_6534.p1
OG0004487	XM_001587373.1.p1	lcl|LR898472.1_cds_CAD6501815.1_3173.p1
OG0004488	XM_001585319.1.p1	lcl|LR898478.1_cds_CAD6506480.1_7838.p1
OG0004492	XM_001588785.1.p1	lcl|LR898469.1_cds_CAD6499543.1_901.p1
OG0004493	XM_001593167.1.p1	lcl|LR898476.1_cds_CAD6505276.1_6634.p1
OG0004495	XM_001593305.1.p1	lcl|LR898472.1_cds_CAD6501379.1_2737.p1
OG0004496	XM_001592887.1.p1	lcl|LR898476.1_cds_CAD6505284.1_6642.p1
OG0004499	XM_001598085.1.p1	lcl|LR898472.1_cds_CAD6502178.1_3536.p1
OG0004501	XM_001587289.1.p1	lcl|LR898472.1_cds_CAD6502037.1_3395.p1
OG0004502	XM_001591622.1.p1	lcl|LR898469.1_cds_CAD6499362.1_720.p1
OG0004504	XM_001587367.1.p1	lcl|LR898475.1_cds_CAD6503768.1_5126.p1
OG0004505	XM_001595431.1.p1	lcl|LR898477.1_cds_CAD6506177.1_7535.p1
OG0004506	XM_001598138.1.p1	lcl|LR898472.1_cds_CAD6501912.1_3270.p1
OG0004508	XM_001591273.1.p1	lcl|LR898474.1_cds_CAD6503075.1_4433.p1
OG0004509	XM_001597419.1.p1	lcl|LR898470.1_cds_CAD6500376.1_1734.p1
OG0004510	XM_001592400.1.p1	lcl|LR898475.1_cds_CAD6503900.1_5258.p1
OG0004511	XM_001590806.1.p1	lcl|LR898474.1_cds_CAD6503538.1_4896.p1
OG0004514	XM_001588722.1.p1	lcl|LR898471.1_cds_CAD6500953.1_2311.p1, lcl|LR898471.1_cds_CAD6500960.1_2318.p1, lcl|LR898471.1_cds_CAD6500954.1_2312.p1, lcl|LR898471.1_cds_CAD6500958.1_2316.p1
OG0004515	XM_001595878.1.p1	lcl|LR898471.1_cds_CAD6500555.1_1913.p1
OG0004516	XM_001594398.1.p1	lcl|LR898475.1_cds_CAD6504317.1_5675.p1
OG0004517	XM_001594468.1.p1	lcl|LR898468.1_cds_CAD6498844.1_202.p1
OG0004518	XM_001591615.1.p1	lcl|LR898471.1_cds_CAD6500806.1_2164.p1
OG0004519	XM_001594708.1.p1	lcl|LR898471.1_cds_CAD6500560.1_1918.p1
OG0004520	XM_001585292.1.p1	lcl|LR898478.1_cds_CAD6506494.1_7852.p1
OG0004522	XM_001588864.1.p1	lcl|LR898471.1_cds_CAD6500867.1_2225.p1
OG0004523	XM_001598299.1.p1	lcl|LR898472.1_cds_CAD6502069.1_3427.p1
OG0004524	XM_001586222.1.p1	lcl|LR898475.1_cds_CAD6503866.1_5224.p1
OG0004525	XM_001597616.1.p1	lcl|LR898476.1_cds_CAD6505564.1_6922.p1
OG0004527	XM_001598050.1.p1	lcl|LR898468.1_cds_CAD6498699.1_57.p1
OG0004528	XM_001598062.1.p1	lcl|LR898472.1_cds_CAD6502077.1_3435.p1
OG0004532	XM_001592879.1.p1	lcl|LR898476.1_cds_CAD6505272.1_6630.p1
OG0004533	XM_001593044.1.p1	lcl|LR898476.1_cds_CAD6505238.1_6596.p1
OG0004534	XM_001591505.1.p1	lcl|LR898469.1_cds_CAD6499739.1_1097.p1
OG0004537	XM_001597882.1.p1	lcl|LR898472.1_cds_CAD6502156.1_3514.p1
OG0004541	XM_001592744.1.p1	lcl|LR898474.1_cds_CAD6503251.1_4609.p1
OG0004542	XM_001585519.1.p1	lcl|LR898473.1_cds_CAD6502450.1_3808.p1
OG0004544	XM_001595838.1.p1	lcl|LR898476.1_cds_CAD6505081.1_6439.p1
OG0004545	XM_001585836.1.p1	lcl|LR898476.1_cds_CAD6504826.1_6184.p1
OG0004546	XM_001594823.1.p1	lcl|LR898475.1_cds_CAD6503926.1_5284.p1
OG0004547	XM_001588116.1.p1	lcl|LR898476.1_cds_CAD6505330.1_6688.p1
OG0004548	XM_001591054.1.p1	lcl|LR898472.1_cds_CAD6501293.1_2651.p1
OG0004552	XM_001586581.1.p1	lcl|LR898473.1_cds_CAD6502372.1_3730.p1
OG0004554	XM_001598540.1.p1	lcl|LR898468.1_cds_CAD6498652.1_10.p1
OG0004555	XM_001596217.1.p1	lcl|LR898473.1_cds_CAD6502776.1_4134.p1
OG0004556	XM_001591594.1.p1	lcl|LR898476.1_cds_CAD6504912.1_6270.p1
OG0004557	XM_001593347.1.p1	lcl|LR898474.1_cds_CAD6503481.1_4839.p1
OG0004558	XM_001589191.1.p1	lcl|LR898475.1_cds_CAD6504184.1_5542.p1
OG0004559	XM_001594885.1.p1	lcl|LR898477.1_cds_CAD6506368.1_7726.p1
OG0004561	XM_001598726.1.p1	lcl|LR898471.1_cds_CAD6500858.1_2216.p1
OG0004562	XM_001587124.1.p1	lcl|LR898474.1_cds_CAD6503275.1_4633.p1
OG0004564	XM_001590529.1.p1	lcl|LR898476.1_cds_CAD6504704.1_6062.p1
OG0004565	XM_001592343.1.p1	lcl|LR898477.1_cds_CAD6506305.1_7663.p1
OG0004568	XM_001584896.1.p1	lcl|LR898476.1_cds_CAD6504681.1_6039.p1
OG0004571	XM_001593116.1.p1	lcl|LR898474.1_cds_CAD6503473.1_4831.p1
OG0004572	XM_001591942.1.p1	lcl|LR898469.1_cds_CAD6499738.1_1096.p1
OG0004573	XM_001585843.1.p1	lcl|LR898469.1_cds_CAD6499720.1_1078.p1
OG0004575	XM_001588435.1.p1	lcl|LR898469.1_cds_CAD6500177.1_1535.p1
OG0004576	XM_001597568.1.p1	lcl|LR898470.1_cds_CAD6500415.1_1773.p1
OG0004581	XM_001590688.1.p1	lcl|LR898468.1_cds_CAD6499065.1_423.p1
OG0004619	XM_001594718.1.p1	lcl|LR898471.1_cds_CAD6500556.1_1914.p1
OG0004622	XM_001596274.1.p1	lcl|LR898476.1_cds_CAD6504561.1_5919.p1
OG0004623	XM_001594477.1.p1	lcl|LR898468.1_cds_CAD6498788.1_146.p1, lcl|LR898468.1_cds_CAD6498790.1_148.p1
OG0004624	XM_001591748.1.p1	lcl|LR898469.1_cds_CAD6499648.1_1006.p1
OG0004632	XM_001594939.1.p1	lcl|LR898471.1_cds_CAD6500621.1_1979.p1
OG0004633	XM_001585438.1.p1	lcl|LR898476.1_cds_CAD6505474.1_6832.p1
OG0004634	XM_001596491.1.p1	lcl|LR898468.1_cds_CAD6498779.1_137.p1
OG0004635	XM_001594139.1.p1	lcl|LR898468.1_cds_CAD6498904.1_262.p1
OG0004637	XM_001594181.1.p1	lcl|LR898476.1_cds_CAD6504574.1_5932.p1
OG0004641	XM_001590484.1.p1	lcl|LR898476.1_cds_CAD6504778.1_6136.p1
OG0004645	XM_001587730.1.p1	lcl|LR898474.1_cds_CAD6502996.1_4354.p1
OG0004646	XM_001597095.1.p1	lcl|LR898469.1_cds_CAD6499927.1_1285.p1
OG0004647	XM_001588280.1.p1	lcl|LR898471.1_cds_CAD6500663.1_2021.p1
OG0004649	XM_001591806.1.p1	lcl|LR898469.1_cds_CAD6499372.1_730.p1
OG0004653	XM_001593255.1.p1	lcl|LR898469.1_cds_CAD6500048.1_1406.p1
OG0004654	XM_001592450.1.p1	lcl|LR898477.1_cds_CAD6506251.1_7609.p1
OG0004655	XM_001589797.1.p1	lcl|LR898473.1_cds_CAD6502697.1_4055.p1
OG0004664	XM_001586071.1.p1	lcl|LR898476.1_cds_CAD6504926.1_6284.p1, lcl|LR898476.1_cds_CAD6504929.1_6287.p1
OG0004665	XM_001597071.1.p1	lcl|LR898468.1_cds_CAD6499139.1_497.p1
OG0004666	XM_001591916.1.p1	lcl|LR898471.1_cds_CAD6500743.1_2101.p1
OG0004667	XM_001595113.1.p1	lcl|LR898477.1_cds_CAD6506087.1_7445.p1
OG0004668	XM_001591306.1.p1	lcl|LR898476.1_cds_CAD6505730.1_7088.p1
OG0004673	XM_001593979.1.p1	lcl|LR898476.1_cds_CAD6504897.1_6255.p1, lcl|LR898476.1_cds_CAD6504850.1_6208.p1
OG0004679	XM_001597192.1.p1	lcl|LR898476.1_cds_CAD6505577.1_6935.p1
OG0004684	XM_001590385.1.p1	lcl|LR898470.1_cds_CAD6500449.1_1807.p1
OG0004686	XM_001591515.1.p1	lcl|LR898471.1_cds_CAD6500737.1_2095.p1
OG0004687	XM_001589917.1.p1	lcl|LR898472.1_cds_CAD6501878.1_3236.p1
OG0004688	XM_001587725.1.p1	lcl|LR898474.1_cds_CAD6503039.1_4397.p1
OG0004689	XM_001586964.1.p1	lcl|LR898474.1_cds_CAD6503553.1_4911.p1
OG0004690	XM_001587595.1.p1	lcl|LR898477.1_cds_CAD6506045.1_7403.p1
OG0004693	XM_001595792.1.p1	lcl|LR898476.1_cds_CAD6505078.1_6436.p1
OG0004696	XM_001598818.1.p1	lcl|LR898469.1_cds_CAD6499576.1_934.p1
OG0004699	XM_001597622.1.p1	lcl|LR898470.1_cds_CAD6500286.1_1644.p1
OG0004700	XM_001598244.1.p1	lcl|LR898475.1_cds_CAD6503749.1_5107.p1
OG0004702	XM_001596317.1.p1	lcl|LR898468.1_cds_CAD6498929.1_287.p1
OG0004704	XM_001586799.1.p1	lcl|LR898474.1_cds_CAD6503029.1_4387.p1
OG0004705	XM_001586209.1.p1	lcl|LR898477.1_cds_CAD6506270.1_7628.p1
OG0004708	XM_001585371.1.p1	lcl|LR898473.1_cds_CAD6502667.1_4025.p1
OG0004709	XM_001595801.1.p1	lcl|LR898476.1_cds_CAD6505215.1_6573.p1
OG0004716	XM_001595381.1.p1	lcl|LR898472.1_cds_CAD6501991.1_3349.p1
OG0004717	XM_001587620.1.p1	lcl|LR898477.1_cds_CAD6506058.1_7416.p1
OG0004719	XM_001592763.1.p1	lcl|LR898474.1_cds_CAD6503318.1_4676.p1
OG0004720	XM_001587944.1.p1	lcl|LR898472.1_cds_CAD6502289.1_3647.p1
OG0004721	XM_001596035.1.p1	lcl|LR898473.1_cds_CAD6502464.1_3822.p1
OG0004722	XM_001597403.1.p1	lcl|LR898476.1_cds_CAD6505763.1_7121.p1
OG0004723	XM_001597649.1.p1	lcl|LR898472.1_cds_CAD6501282.1_2640.p1
OG0004725	XM_001595677.1.p1	lcl|LR898470.1_cds_CAD6500450.1_1808.p1
OG0004727	XM_001592866.1.p1	lcl|LR898472.1_cds_CAD6501396.1_2754.p1
OG0004729	XM_001597708.1.p1	lcl|LR898472.1_cds_CAD6501205.1_2563.p1
OG0004730	XM_001586764.1.p1	lcl|LR898474.1_cds_CAD6503093.1_4451.p1
OG0004732	XM_001595013.1.p1	lcl|LR898477.1_cds_CAD6506201.1_7559.p1
OG0004734	XM_001596062.1.p1	lcl|LR898475.1_cds_CAD6504394.1_5752.p1
OG0004735	XM_001593205.1.p1	lcl|LR898476.1_cds_CAD6505282.1_6640.p1
OG0004743	XM_001591172.1.p1	lcl|LR898476.1_cds_CAD6505663.1_7021.p1
OG0004744	XM_001592431.1.p1	lcl|LR898477.1_cds_CAD6506234.1_7592.p1
OG0004745	XM_001597868.1.p1	lcl|LR898472.1_cds_CAD6502151.1_3509.p1
OG0004746	XM_001589060.1.p1	lcl|LR898468.1_cds_CAD6499197.1_555.p1
OG0004749	XM_001587488.1.p1	lcl|LR898477.1_cds_CAD6506001.1_7359.p1
OG0004751	XM_001597489.1.p1	lcl|LR898470.1_cds_CAD6500296.1_1654.p1
OG0004753	XM_001587303.1.p1	lcl|LR898472.1_cds_CAD6502233.1_3591.p1
OG0004754	XM_001594796.1.p1	lcl|LR898477.1_cds_CAD6506295.1_7653.p1
OG0004755	XM_001596142.1.p1	lcl|LR898475.1_cds_CAD6504385.1_5743.p1
OG0004757	XM_001594617.1.p1	lcl|LR898469.1_cds_CAD6500008.1_1366.p1
OG0004760	XM_001594944.1.p1, XM_001594945.1.p1	lcl|LR898475.1_cds_CAD6504042.1_5400.p1
OG0004762	XM_001586434.1.p1	lcl|LR898469.1_cds_CAD6499647.1_1005.p1
OG0004763	XM_001591755.1.p1	lcl|LR898471.1_cds_CAD6500827.1_2185.p1
OG0004765	XM_001586800.1.p1	lcl|LR898474.1_cds_CAD6503030.1_4388.p1
OG0004767	XM_001589238.1.p1	lcl|LR898469.1_cds_CAD6499977.1_1335.p1
OG0004769	XM_001594747.1.p1	lcl|LR898475.1_cds_CAD6503922.1_5280.p1
OG0004770	XM_001592170.1.p1	lcl|LR898476.1_cds_CAD6505675.1_7033.p1
OG0004771	XM_001584715.1.p1	lcl|LR898475.1_cds_CAD6504193.1_5551.p1
OG0004773	XM_001595879.1.p1	lcl|LR898471.1_cds_CAD6500534.1_1892.p1
OG0004775	XM_001598495.1.p1	lcl|LR898472.1_cds_CAD6502126.1_3484.p1
OG0004778	XM_001590701.1.p1	lcl|LR898476.1_cds_CAD6504812.1_6170.p1
OG0004779	XM_001595788.1.p1	lcl|LR898470.1_cds_CAD6500474.1_1832.p1
OG0004780	XM_001588075.1.p1	lcl|LR898471.1_cds_CAD6500726.1_2084.p1
OG0004786	XM_001594669.1.p1	lcl|LR898475.1_cds_CAD6504097.1_5455.p1
OG0004788	XM_001585716.1.p1	lcl|LR898475.1_cds_CAD6504243.1_5601.p1
OG0004791	XM_001592990.1.p1	lcl|LR898474.1_cds_CAD6503443.1_4801.p1
OG0004794	XM_001587177.1.p1	lcl|LR898476.1_cds_CAD6505229.1_6587.p1
OG0004798	XM_001586255.1.p1	lcl|LR898475.1_cds_CAD6504163.1_5521.p1
OG0004800	XM_001594771.1.p1	lcl|LR898475.1_cds_CAD6504022.1_5380.p1
OG0004802	XM_001592171.1.p1	lcl|LR898476.1_cds_CAD6505676.1_7034.p1
OG0004803	XM_001586131.1.p1	lcl|LR898476.1_cds_CAD6504940.1_6298.p1
OG0004804	XM_001594305.1.p1	lcl|LR898476.1_cds_CAD6504531.1_5889.p1
OG0004811	XM_001587136.1.p1	lcl|LR898474.1_cds_CAD6503362.1_4720.p1
OG0004814	XM_001593134.1.p1	lcl|LR898474.1_cds_CAD6503334.1_4692.p1
OG0004818	XM_001597707.1.p1	lcl|LR898472.1_cds_CAD6502281.1_3639.p1
OG0004819	XM_001588733.1.p1	lcl|LR898471.1_cds_CAD6500921.1_2279.p1
OG0004829	XM_001587093.1.p1	lcl|LR898472.1_cds_CAD6501397.1_2755.p1
OG0004865	XM_001598642.1.p1	lcl|LR898472.1_cds_CAD6501745.1_3103.p1
OG0004866	XM_001587318.1.p1	lcl|LR898477.1_cds_CAD6506192.1_7550.p1
OG0004867	XM_001594541.1.p1	lcl|LR898475.1_cds_CAD6504091.1_5449.p1
OG0004868	XM_001598356.1.p1	lcl|LR898477.1_cds_CAD6505990.1_7348.p1
OG0004870	XM_001590745.1.p1	lcl|LR898476.1_cds_CAD6504780.1_6138.p1
OG0004872	XM_001594143.1.p1	lcl|LR898468.1_cds_CAD6498899.1_257.p1
OG0004873	XM_001594456.1.p1	lcl|LR898468.1_cds_CAD6498858.1_216.p1
OG0004874	XM_001594466.1.p1	lcl|LR898468.1_cds_CAD6498847.1_205.p1, lcl|LR898468.1_cds_CAD6498848.1_206.p1
OG0004875	XM_001585278.1.p1	lcl|LR898478.1_cds_CAD6506546.1_7904.p1
OG0004876	XM_001596307.1.p1	lcl|LR898475.1_cds_CAD6504442.1_5800.p1
OG0004880	XM_001591808.1.p1	lcl|LR898469.1_cds_CAD6499371.1_729.p1
OG0004883	XM_001596691.1.p1	lcl|LR898475.1_cds_CAD6504268.1_5626.p1
OG0004884	XM_001587758.1.p1	lcl|LR898469.1_cds_CAD6499431.1_789.p1
OG0004885	XM_001597967.1.p1	lcl|LR898472.1_cds_CAD6502056.1_3414.p1
OG0004886	XM_001591262.1.p1	lcl|LR898474.1_cds_CAD6503095.1_4453.p1
OG0004887	XM_001584500.1.p1	lcl|LR898469.1_cds_CAD6499962.1_1320.p1
OG0004889	XM_001597502.1.p1	lcl|LR898470.1_cds_CAD6500308.1_1666.p1
OG0004890	XM_001591014.1.p1	lcl|LR898470.1_cds_CAD6500304.1_1662.p1
OG0004891	XM_001585636.1.p1	lcl|LR898468.1_cds_CAD6498671.1_29.p1
OG0004892	XM_001592549.1.p1	lcl|LR898475.1_cds_CAD6503908.1_5266.p1
OG0004893	XM_001596801.1.p1	lcl|LR898469.1_cds_CAD6499846.1_1204.p1
OG0004895	XM_001590690.1.p1	lcl|LR898468.1_cds_CAD6499073.1_431.p1
OG0004896	XM_001598582.1.p1	lcl|LR898472.1_cds_CAD6501414.1_2772.p1
OG0004899	XM_001597646.1.p1	lcl|LR898472.1_cds_CAD6501281.1_2639.p1
OG0004901	XM_001588982.1.p1	lcl|LR898476.1_cds_CAD6504823.1_6181.p1
OG0004903	XM_001598859.1.p1	lcl|LR898469.1_cds_CAD6499517.1_875.p1
OG0004905	XM_001587265.1.p1	lcl|LR898473.1_cds_CAD6502490.1_3848.p1
OG0004910	XM_001588931.1.p1	lcl|LR898473.1_cds_CAD6502795.1_4153.p1
OG0004913	XM_001592811.1.p1	lcl|LR898469.1_cds_CAD6500083.1_1441.p1
OG0004917	XM_001588661.1.p1	lcl|LR898469.1_cds_CAD6499456.1_814.p1
OG0004920	XM_001595292.1.p1	lcl|LR898472.1_cds_CAD6502048.1_3406.p1
OG0004921	XM_001587734.1.p1	lcl|LR898474.1_cds_CAD6503050.1_4408.p1
OG0004922	XM_001594910.1.p1	lcl|LR898477.1_cds_CAD6506441.1_7799.p1
OG0004924	XM_001598762.1.p1	lcl|LR898469.1_cds_CAD6499536.1_894.p1
OG0004925	XM_001592240.1.p1	lcl|LR898474.1_cds_CAD6503570.1_4928.p1
OG0004926	XM_001590219.1.p1	lcl|LR898468.1_cds_CAD6498653.1_11.p1
OG0004928	XM_001596072.1.p1	lcl|LR898473.1_cds_CAD6502533.1_3891.p1
OG0004929	XM_001590277.1.p1	lcl|LR898472.1_cds_CAD6501704.1_3062.p1
OG0004933	XM_001584692.1.p1	lcl|LR898469.1_cds_CAD6499565.1_923.p1
OG0004940	XM_001586995.1.p1	lcl|LR898473.1_cds_CAD6502758.1_4116.p1
OG0004941	XM_001587179.1.p1	lcl|LR898476.1_cds_CAD6505228.1_6586.p1
OG0004943	XM_001597901.1.p1	lcl|LR898477.1_cds_CAD6506296.1_7654.p1
OG0004946	XM_001587780.1.p1	lcl|LR898476.1_cds_CAD6504891.1_6249.p1
OG0004948	XM_001596537.1.p1	lcl|LR898475.1_cds_CAD6503874.1_5232.p1
OG0004949	XM_001593502.1.p1	lcl|LR898471.1_cds_CAD6500587.1_1945.p1
OG0004950	XM_001587201.1.p1	lcl|LR898474.1_cds_CAD6503305.1_4663.p1
OG0004953	XM_001598193.1.p1	lcl|LR898475.1_cds_CAD6503797.1_5155.p1
OG0004954	XM_001588612.1.p1	lcl|LR898469.1_cds_CAD6499478.1_836.p1
OG0004955	XM_001590795.1.p1	lcl|LR898468.1_cds_CAD6499092.1_450.p1
OG0004957	XM_001588031.1.p1	lcl|LR898474.1_cds_CAD6503501.1_4859.p1
OG0004960	XM_001592302.1.p1	lcl|LR898474.1_cds_CAD6503307.1_4665.p1
OG0004961	XM_001585456.1.p1	lcl|LR898468.1_cds_CAD6498777.1_135.p1
