Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Claviceps_purpurea_cds_prot
OG0004191	XM_001597517.1.p1	lcl|CAGA01000050.1_cds_CCE33038.1_2352.p1
OG0004193	XM_001595953.1.p1	lcl|CAGA01000021.1_cds_CCE30356.1_5043.p1
OG0004196	XM_001590853.1.p1	lcl|CAGA01000006.1_cds_CCE27823.1_7408.p1
OG0004197	XM_001591711.1.p1	lcl|CAGA01000086.1_cds_CCE34376.1_997.p1
OG0004198	XM_001597051.1.p1	lcl|CAGA01000006.1_cds_CCE27911.1_7496.p1
OG0004199	XM_001587728.1.p1	lcl|CAGA01000017.1_cds_CCE29858.1_5559.p1
OG0004200	XM_001592185.1.p1	lcl|CAGA01000056.1_cds_CCE33336.1_2002.p1
OG0004202	XM_001598155.1.p1	lcl|CAGA01000042.1_cds_CCE32476.1_2876.p1
OG0004203	XM_001589808.1.p1	lcl|CAGA01000022.1_cds_CCE30508.1_4944.p1
OG0004205	XM_001596800.1.p1	lcl|CAGA01000018.1_cds_CCE30003.1_5433.p1
OG0004206	XM_001593246.1.p1	lcl|CAGA01000082.1_cds_CCE34261.1_1081.p1
OG0004207	XM_001598773.1.p1	lcl|CAGA01000089.1_cds_CCE34444.1_920.p1
OG0004208	XM_001586339.1.p1	lcl|CAGA01000015.1_cds_CCE29527.1_5761.p1
OG0004212	XM_001594748.1.p1	lcl|CAGA01000003.1_cds_CCE27154.1_8139.p1
OG0004216	XM_001586458.1.p1	lcl|CAGA01000064.1_cds_CCE33704.1_1660.p1
OG0004217	XM_001585615.1.p1	lcl|CAGA01000022.1_cds_CCE30516.1_4952.p1
OG0004218	XM_001588607.1.p1	lcl|CAGA01000002.1_cds_CCE26897.1_8425.p1
OG0004219	XM_001597382.1.p1	lcl|CAGA01000046.1_cds_CCE32804.1_2616.p1
OG0004220	XM_001597659.1.p1	lcl|CAGA01000031.1_cds_CCE31496.1_3919.p1
OG0004221	XM_001588944.1.p1	lcl|CAGA01000039.1_cds_CCE32224.1_3095.p1
OG0004222	XM_001588290.1.p1	lcl|CAGA01000014.1_cds_CCE29454.1_5950.p1
OG0004223	XM_001594900.1.p1	lcl|CAGA01000040.1_cds_CCE32361.1_3069.p1
OG0004224	XM_001584586.1.p1	lcl|CAGA01000019.1_cds_CCE30055.1_5229.p1
OG0004225	XM_001598341.1.p1	lcl|CAGA01000003.1_cds_CCE27197.1_8182.p1
OG0004226	XM_001584636.1.p1	lcl|CAGA01000002.1_cds_CCE26971.1_8499.p1
OG0004227	XM_001593970.1.p1	lcl|CAGA01000007.1_cds_CCE28224.1_7346.p1
OG0004228	XM_001586765.1.p1	lcl|CAGA01000003.1_cds_CCE27108.1_8093.p1
OG0004230	XM_001594906.1.p1	lcl|CAGA01000030.1_cds_CCE31393.1_4034.p1
OG0004231	XM_001586751.1.p1	lcl|CAGA01000022.1_cds_CCE30475.1_4911.p1
OG0004232	XM_001590487.1.p1	lcl|CAGA01000061.1_cds_CCE33588.1_1805.p1
OG0004234	XM_001590979.1.p1	lcl|CAGA01000005.1_cds_CCE27740.1_7764.p1
OG0004236	XM_001592448.1.p1	lcl|CAGA01000190.1_cds_CCE35248.1_84.p1
OG0004237	XM_001594769.1.p1	lcl|CAGA01000189.1_cds_CCE35109.1_306.p1
OG0004238	XM_001587675.1.p1	lcl|CAGA01000017.1_cds_CCE29887.1_5588.p1
OG0004239	XM_001596879.1.p1	lcl|CAGA01000190.1_cds_CCE35247.1_83.p1
OG0004240	XM_001594464.1.p1	lcl|CAGA01000044.1_cds_CCE32620.1_2720.p1
OG0004241	XM_001588092.1.p1	lcl|CAGA01000034.1_cds_CCE31768.1_3590.p1
OG0004242	XM_001598088.1.p1	lcl|CAGA01000005.1_cds_CCE27660.1_7684.p1
OG0004243	XM_001596942.1.p1	lcl|CAGA01000190.1_cds_CCE35249.1_85.p1
OG0004244	XM_001598190.1.p1	lcl|CAGA01000075.1_cds_CCE34081.1_1258.p1
OG0004245	XM_001595536.1.p1	lcl|CAGA01000010.1_cds_CCE28694.1_6532.p1
OG0004246	XM_001590847.1.p1	lcl|CAGA01000010.1_cds_CCE28705.1_6543.p1
OG0004247	XM_001594894.1.p1	lcl|CAGA01000189.1_cds_CCE35092.1_289.p1
OG0004248	XM_001596220.1.p1	lcl|CAGA01000066.1_cds_CCE33800.1_1595.p1
OG0004250	XM_001594927.1.p1	lcl|CAGA01000030.1_cds_CCE31322.1_3961.p1
OG0004251	XM_001592848.1.p1	lcl|CAGA01000036.1_cds_CCE31939.1_3376.p1
OG0004252	XM_001596640.1.p1	lcl|CAGA01000001.1_cds_CCE26758.1_8823.p1
OG0004253	XM_001594358.1.p1	lcl|CAGA01000036.1_cds_CCE31956.1_3393.p1
OG0004254	XM_001585273.1.p1	lcl|CAGA01000027.1_cds_CCE31056.1_4348.p1
OG0004256	XM_001589978.1.p1	lcl|CAGA01000030.1_cds_CCE31424.1_4065.p1
OG0004258	XM_001593356.1.p1	lcl|CAGA01000011.1_cds_CCE29006.1_6449.p1
OG0004259	XM_001594108.1.p1	lcl|CAGA01000002.1_cds_CCE27056.1_8584.p1
OG0004260	XM_001594763.1.p1	lcl|CAGA01000035.1_cds_CCE31890.1_3512.p1
OG0004261	XM_001591884.1.p1	lcl|CAGA01000003.1_cds_CCE27167.1_8152.p1
OG0004262	XM_001588897.1.p1	lcl|CAGA01000028.1_cds_CCE31182.1_4254.p1
OG0004264	XM_001596188.1.p1	lcl|CAGA01000016.1_cds_CCE29711.1_5681.p1
OG0004265	XM_001594574.1.p1	lcl|CAGA01000051.1_cds_CCE33111.1_2303.p1
OG0004266	XM_001586135.1.p1	lcl|CAGA01000001.1_cds_CCE26756.1_8821.p1
OG0004267	XM_001590599.1.p1	lcl|CAGA01000067.1_cds_CCE33827.1_1545.p1
OG0004268	XM_001598465.1.p1	lcl|CAGA01000009.1_cds_CCE28546.1_6800.p1
OG0004269	XM_001594621.1.p1	lcl|CAGA01000046.1_cds_CCE32749.1_2560.p1
OG0004270	XM_001590885.1.p1	lcl|CAGA01000061.1_cds_CCE33573.1_1790.p1
OG0004271	XM_001590882.1.p1	lcl|CAGA01000002.1_cds_CCE26982.1_8510.p1
OG0004272	XM_001588194.1.p1	lcl|CAGA01000036.1_cds_CCE31994.1_3432.p1
OG0004274	XM_001588989.1.p1	lcl|CAGA01000086.1_cds_CCE34362.1_983.p1
OG0004275	XM_001587841.1.p1	lcl|CAGA01000017.1_cds_CCE29901.1_5602.p1
OG0004277	XM_001597656.1.p1	lcl|CAGA01000031.1_cds_CCE31492.1_3915.p1
OG0004278	XM_001587399.1.p1	lcl|CAGA01000004.1_cds_CCE27481.1_7957.p1
OG0004280	XM_001593341.1.p1	lcl|CAGA01000001.1_cds_CCE26658.1_8723.p1
OG0004282	XM_001595517.1.p1	lcl|CAGA01000003.1_cds_CCE27141.1_8126.p1
OG0004284	XM_001592999.1.p1	lcl|CAGA01000011.1_cds_CCE28948.1_6390.p1
OG0004285	XM_001590956.1.p1	lcl|CAGA01000050.1_cds_CCE33005.1_2319.p1
OG0004287	XM_001594458.1.p1	lcl|CAGA01000045.1_cds_CCE32717.1_2672.p1
OG0004288	XM_001589886.1.p1	lcl|CAGA01000026.1_cds_CCE30970.1_4487.p1
OG0004289	XM_001585964.1.p1	lcl|CAGA01000010.1_cds_CCE28814.1_6653.p1
OG0004290	XM_001588235.1.p1	lcl|CAGA01000002.1_cds_CCE26821.1_8349.p1
OG0004291	XM_001586906.1.p1	lcl|CAGA01000022.1_cds_CCE30502.1_4938.p1
OG0004292	XM_001591485.1.p1	lcl|CAGA01000090.1_cds_CCE34460.1_896.p1
OG0004295	XM_001588317.1.p1	lcl|CAGA01000041.1_cds_CCE32449.1_3006.p1
OG0004296	XM_001592058.1.p1	lcl|CAGA01000048.1_cds_CCE32911.1_2465.p1
OG0004297	XM_001596311.1.p1	lcl|CAGA01000001.1_cds_CCE26716.1_8781.p1
OG0004301	XM_001598092.1.p1	lcl|CAGA01000006.1_cds_CCE27953.1_7538.p1
OG0004302	XM_001585925.1.p1	lcl|CAGA01000038.1_cds_CCE32195.1_3255.p1
OG0004303	XM_001589288.1.p1	lcl|CAGA01000010.1_cds_CCE28728.1_6566.p1
OG0004304	XM_001592827.1.p1	lcl|CAGA01000016.1_cds_CCE29724.1_5694.p1
OG0004305	XM_001594588.1.p1	lcl|CAGA01000051.1_cds_CCE33102.1_2294.p1
OG0004306	XM_001587183.1.p1	lcl|CAGA01000003.1_cds_CCE27314.1_8301.p1
OG0004307	XM_001598766.1.p1	lcl|CAGA01000034.1_cds_CCE31753.1_3575.p1
OG0004310	XM_001590814.1.p1	lcl|CAGA01000007.1_cds_CCE28098.1_7220.p1
OG0004311	XM_001595174.1.p1	lcl|CAGA01000017.1_cds_CCE29818.1_5518.p1
OG0004315	XM_001589929.1.p1	lcl|CAGA01000009.1_cds_CCE28578.1_6832.p1
OG0004316	XM_001586205.1.p1	lcl|CAGA01000046.1_cds_CCE32752.1_2563.p1
OG0004317	XM_001587701.1.p1	lcl|CAGA01000017.1_cds_CCE29888.1_5589.p1
OG0004318	XM_001585683.1.p1	lcl|CAGA01000034.1_cds_CCE31748.1_3570.p1
OG0004319	XM_001589369.1.p1	lcl|CAGA01000034.1_cds_CCE31820.1_3642.p1
OG0004320	XM_001585445.1.p1	lcl|CAGA01000021.1_cds_CCE30396.1_5083.p1
OG0004321	XM_001597106.1.p1	lcl|CAGA01000010.1_cds_CCE28757.1_6595.p1
OG0004322	XM_001597663.1.p1	lcl|CAGA01000007.1_cds_CCE28104.1_7226.p1
OG0004323	XM_001595604.1.p1	lcl|CAGA01000008.1_cds_CCE28342.1_7017.p1
OG0004324	XM_001584887.1.p1	lcl|CAGA01000029.1_cds_CCE31263.1_4119.p1
OG0004325	XM_001587328.1.p1	lcl|CAGA01000044.1_cds_CCE32613.1_2713.p1
OG0004326	XM_001585374.1.p1	lcl|CAGA01000090.1_cds_CCE34465.1_901.p1
OG0004329	XM_001597989.1.p1	lcl|CAGA01000075.1_cds_CCE34091.1_1268.p1, lcl|CAGA01000075.1_cds_CCE34086.1_1263.p1, lcl|CAGA01000075.1_cds_CCE34090.1_1267.p1, lcl|CAGA01000075.1_cds_CCE34088.1_1265.p1, lcl|CAGA01000003.1_cds_CCE27336.1_8323.p1, lcl|CAGA01000003.1_cds_CCE27337.1_8324.p1, lcl|CAGA01000003.1_cds_CCE27338.1_8325.p1, lcl|CAGA01000003.1_cds_CCE27340.1_8327.p1, lcl|CAGA01000061.1_cds_CCE33581.1_1798.p1, lcl|CAGA01000109.1_cds_CCE34744.1_609.p1
OG0004367	XM_001595989.1.p1	lcl|CAGA01000046.1_cds_CCE32772.1_2583.p1
OG0004370	XM_001592318.1.p1	lcl|CAGA01000023.1_cds_CCE30607.1_4799.p1
OG0004372	XM_001587562.1.p1	lcl|CAGA01000044.1_cds_CCE32665.1_2767.p1
OG0004374	XM_001587632.1.p1	lcl|CAGA01000005.1_cds_CCE27585.1_7609.p1
OG0004375	XM_001588517.1.p1	lcl|CAGA01000053.1_cds_CCE33184.1_2160.p1
OG0004376	XM_001598422.1.p1	lcl|CAGA01000039.1_cds_CCE32267.1_3138.p1
OG0004378	XM_001586033.1.p1	lcl|CAGA01000045.1_cds_CCE32729.1_2684.p1
OG0004379	XM_001592498.1.p1	lcl|CAGA01000087.1_cds_CCE34412.1_979.p1
OG0004385	XM_001590669.1.p1	lcl|CAGA01000029.1_cds_CCE31274.1_4130.p1
OG0004388	XM_001588937.1.p1	lcl|CAGA01000031.1_cds_CCE31508.1_3931.p1
OG0004391	XM_001592824.1.p1	lcl|CAGA01000001.1_cds_CCE26645.1_8710.p1
OG0004392	XM_001586292.1.p1	lcl|CAGA01000001.1_cds_CCE26774.1_8839.p1
OG0004393	XM_001586438.1.p1	lcl|CAGA01000006.1_cds_CCE27826.1_7411.p1
OG0004394	XM_001593011.1.p1	lcl|CAGA01000029.1_cds_CCE31315.1_4171.p1
OG0004395	XM_001598208.1.p1	lcl|CAGA01000021.1_cds_CCE30322.1_5009.p1
OG0004396	XM_001595510.1.p1	lcl|CAGA01000061.1_cds_CCE33561.1_1777.p1
OG0004397	XM_001590697.1.p1	lcl|CAGA01000038.1_cds_CCE32208.1_3268.p1
OG0004398	XM_001590940.1.p1	lcl|CAGA01000046.1_cds_CCE32796.1_2608.p1
OG0004399	XM_001595493.1.p1	lcl|CAGA01000052.1_cds_CCE33123.1_2202.p1
OG0004403	XM_001595823.1.p1	lcl|CAGA01000077.1_cds_CCE34152.1_1225.p1
OG0004404	XM_001588322.1.p1	lcl|CAGA01000073.1_cds_CCE34038.1_1352.p1
OG0004405	XM_001598557.1.p1	lcl|CAGA01000047.1_cds_CCE32866.1_2538.p1
OG0004406	XM_001591847.1.p1	lcl|CAGA01000006.1_cds_CCE27867.1_7452.p1
OG0004408	XM_001590896.1.p1	lcl|CAGA01000001.1_cds_CCE26801.1_8866.p1
OG0004409	XM_001587412.1.p1	lcl|CAGA01000003.1_cds_CCE27176.1_8161.p1
OG0004410	XM_001590349.1.p1	lcl|CAGA01000002.1_cds_CCE26969.1_8497.p1
OG0004412	XM_001590889.1.p1	lcl|CAGA01000024.1_cds_CCE30725.1_4687.p1
OG0004413	XM_001592988.1.p1	lcl|CAGA01000017.1_cds_CCE29786.1_5486.p1
OG0004414	XM_001595234.1.p1	lcl|CAGA01000006.1_cds_CCE27884.1_7469.p1
OG0004415	XM_001593007.1.p1	lcl|CAGA01000018.1_cds_CCE30011.1_5441.p1
OG0004416	XM_001593092.1.p1	lcl|CAGA01000009.1_cds_CCE28592.1_6846.p1
OG0004417	XM_001587740.1.p1	lcl|CAGA01000017.1_cds_CCE29870.1_5571.p1
OG0004418	XM_001594473.1.p1	lcl|CAGA01000010.1_cds_CCE28769.1_6608.p1
OG0004420	XM_001591103.1.p1	lcl|CAGA01000191.1_cds_CCE35391.1_19.p1
OG0004421	XM_001594896.1.p1	lcl|CAGA01000189.1_cds_CCE35093.1_290.p1
OG0004422	XM_001594820.1.p1	lcl|CAGA01000190.1_cds_CCE35282.1_118.p1
OG0004423	XM_001590836.1.p1	lcl|CAGA01000062.1_cds_CCE33638.1_1765.p1
OG0004427	XM_001590551.1.p1	lcl|CAGA01000010.1_cds_CCE28690.1_6528.p1
OG0004428	XM_001590142.1.p1	lcl|CAGA01000064.1_cds_CCE33699.1_1655.p1
OG0004429	XM_001590942.1.p1	lcl|CAGA01000050.1_cds_CCE33008.1_2322.p1
OG0004431	XM_001587749.1.p1	lcl|CAGA01000022.1_cds_CCE30495.1_4931.p1
OG0004432	XM_001594326.1.p1	lcl|CAGA01000076.1_cds_CCE34121.1_1240.p1
OG0004434	XM_001588143.1.p1	lcl|CAGA01000041.1_cds_CCE32388.1_2945.p1
OG0004435	XM_001584627.1.p1	lcl|CAGA01000190.1_cds_CCE35221.1_57.p1
OG0004436	XM_001595719.1.p1	lcl|CAGA01000041.1_cds_CCE32422.1_2979.p1
OG0004438	XM_001597600.1.p1	lcl|CAGA01000035.1_cds_CCE31852.1_3474.p1
OG0004439	XM_001593323.1.p1	lcl|CAGA01000010.1_cds_CCE28833.1_6672.p1
OG0004440	XM_001598404.1.p1	lcl|CAGA01000064.1_cds_CCE33685.1_1641.p1
OG0004443	XM_001591716.1.p1	lcl|CAGA01000001.1_cds_CCE26541.1_8606.p1
OG0004444	XM_001586861.1.p1	lcl|CAGA01000022.1_cds_CCE30501.1_4937.p1
OG0004447	XM_001589086.1.p1	lcl|CAGA01000010.1_cds_CCE28762.1_6600.p1
OG0004450	XM_001585611.1.p1	lcl|CAGA01000026.1_cds_CCE30952.1_4469.p1
OG0004452	XM_001590721.1.p1	lcl|CAGA01000002.1_cds_CCE27042.1_8570.p1
OG0004453	XM_001591949.1.p1	lcl|CAGA01000006.1_cds_CCE27979.1_7564.p1
OG0004455	XM_001590351.1.p1	lcl|CAGA01000011.1_cds_CCE29072.1_6515.p1
OG0004456	XM_001585574.1.p1	lcl|CAGA01000021.1_cds_CCE30320.1_5007.p1
OG0004458	XM_001590366.1.p1	lcl|CAGA01000041.1_cds_CCE32407.1_2964.p1
OG0004459	XM_001585914.1.p1	lcl|CAGA01000032.1_cds_CCE31608.1_3820.p1
OG0004461	XM_001588736.1.p1	lcl|CAGA01000068.1_cds_CCE33847.1_1481.p1
OG0004462	XM_001588904.1.p1	lcl|CAGA01000019.1_cds_CCE30075.1_5249.p1
OG0004463	XM_001584638.1.p1	lcl|CAGA01000002.1_cds_CCE26958.1_8486.p1
OG0004464	XM_001598438.1.p1	lcl|CAGA01000018.1_cds_CCE30023.1_5453.p1
OG0004466	XM_001596327.1.p1, XM_001596339.1.p1	lcl|CAGA01000017.1_cds_CCE29806.1_5506.p1
OG0004467	XM_001594608.1.p1	lcl|CAGA01000035.1_cds_CCE31870.1_3492.p1
OG0004468	XM_001592259.1.p1	lcl|CAGA01000008.1_cds_CCE28440.1_7115.p1
OG0004469	XM_001587615.1.p1	lcl|CAGA01000003.1_cds_CCE27174.1_8159.p1
OG0004470	XM_001588611.1.p1	lcl|CAGA01000046.1_cds_CCE32812.1_2624.p1
OG0004471	XM_001597845.1.p1	lcl|CAGA01000007.1_cds_CCE28254.1_7376.p1
OG0004473	XM_001595314.1.p1	lcl|CAGA01000032.1_cds_CCE31596.1_3808.p1
OG0004474	XM_001591528.1.p1	lcl|CAGA01000017.1_cds_CCE29828.1_5528.p1
OG0004476	XM_001598081.1.p1	lcl|CAGA01000047.1_cds_CCE32817.1_2489.p1
OG0004477	XM_001591940.1.p1	lcl|CAGA01000064.1_cds_CCE33688.1_1644.p1
OG0004478	XM_001595829.1.p1	lcl|CAGA01000077.1_cds_CCE34150.1_1223.p1
OG0004479	XM_001595806.1.p1	lcl|CAGA01000003.1_cds_CCE27237.1_8222.p1
OG0004480	XM_001589986.1.p1	lcl|CAGA01000006.1_cds_CCE27854.1_7439.p1
OG0004481	XM_001596056.1.p1	lcl|CAGA01000009.1_cds_CCE28572.1_6826.p1
OG0004482	XM_001585908.1.p1	lcl|CAGA01000007.1_cds_CCE28148.1_7270.p1
OG0004483	XM_001585287.1.p1	lcl|CAGA01000039.1_cds_CCE32222.1_3093.p1
OG0004484	XM_001588166.1.p1	lcl|CAGA01000013.1_cds_CCE29241.1_6012.p1
OG0004486	XM_001588289.1.p1	lcl|CAGA01000014.1_cds_CCE29455.1_5951.p1
OG0004487	XM_001587373.1.p1	lcl|CAGA01000029.1_cds_CCE31283.1_4139.p1
OG0004488	XM_001585319.1.p1	lcl|CAGA01000072.1_cds_CCE34001.1_1377.p1
OG0004489	XM_001593170.1.p1	lcl|CAGA01000001.1_cds_CCE26640.1_8705.p1
OG0004490	XM_001591500.1.p1	lcl|CAGA01000039.1_cds_CCE32293.1_3164.p1
OG0004491	XM_001594691.1.p1	lcl|CAGA01000007.1_cds_CCE28111.1_7233.p1
OG0004492	XM_001588785.1.p1	lcl|CAGA01000003.1_cds_CCE27221.1_8206.p1
OG0004493	XM_001593167.1.p1	lcl|CAGA01000011.1_cds_CCE29022.1_6465.p1
OG0004495	XM_001593305.1.p1	lcl|CAGA01000189.1_cds_CCE35139.1_337.p1
OG0004496	XM_001592887.1.p1	lcl|CAGA01000003.1_cds_CCE27309.1_8296.p1
OG0004498	XM_001595558.1.p1	lcl|CAGA01000053.1_cds_CCE33215.1_2191.p1
OG0004499	XM_001598085.1.p1	lcl|CAGA01000018.1_cds_CCE30044.1_5475.p1
OG0004500	XM_001596908.1.p1	lcl|CAGA01000023.1_cds_CCE30609.1_4801.p1
OG0004501	XM_001587289.1.p1	lcl|CAGA01000045.1_cds_CCE32688.1_2643.p1
OG0004502	XM_001591622.1.p1	lcl|CAGA01000039.1_cds_CCE32244.1_3115.p1
OG0004503	XM_001598597.1.p1	lcl|CAGA01000009.1_cds_CCE28539.1_6793.p1
OG0004504	XM_001587367.1.p1	lcl|CAGA01000004.1_cds_CCE27472.1_7948.p1
OG0004507	XM_001597547.1.p1	lcl|CAGA01000012.1_cds_CCE29117.1_6196.p1
OG0004508	XM_001591273.1.p1	lcl|CAGA01000003.1_cds_CCE27113.1_8098.p1
OG0004509	XM_001597419.1.p1	lcl|CAGA01000047.1_cds_CCE32841.1_2513.p1
OG0004510	XM_001592400.1.p1	lcl|CAGA01000035.1_cds_CCE31834.1_3456.p1, lcl|CAGA01000030.1_cds_CCE31351.1_3991.p1
OG0004511	XM_001590806.1.p1	lcl|CAGA01000010.1_cds_CCE28686.1_6524.p1
OG0004515	XM_001595878.1.p1	lcl|CAGA01000016.1_cds_CCE29748.1_5718.p1
OG0004516	XM_001594398.1.p1	lcl|CAGA01000040.1_cds_CCE32327.1_3035.p1
OG0004517	XM_001594468.1.p1	lcl|CAGA01000063.1_cds_CCE33671.1_1712.p1
OG0004518	XM_001591615.1.p1	lcl|CAGA01000033.1_cds_CCE31697.1_3713.p1
OG0004519	XM_001594708.1.p1	lcl|CAGA01000018.1_cds_CCE29945.1_5375.p1
OG0004520	XM_001585292.1.p1	lcl|CAGA01000039.1_cds_CCE32219.1_3090.p1
OG0004521	XM_001588234.1.p1	lcl|CAGA01000002.1_cds_CCE26822.1_8350.p1
OG0004522	XM_001588864.1.p1	lcl|CAGA01000015.1_cds_CCE29569.1_5803.p1
OG0004523	XM_001598299.1.p1	lcl|CAGA01000005.1_cds_CCE27782.1_7806.p1
OG0004524	XM_001586222.1.p1	lcl|CAGA01000001.1_cds_CCE26775.1_8840.p1
OG0004525	XM_001597616.1.p1	lcl|CAGA01000089.1_cds_CCE34450.1_926.p1
OG0004527	XM_001598050.1.p1	lcl|CAGA01000085.1_cds_CCE34343.1_1016.p1
OG0004529	XM_001590431.1.p1	lcl|CAGA01000041.1_cds_CCE32434.1_2991.p1, lcl|CAGA01000007.1_cds_CCE28128.1_7250.p1
OG0004530	XM_001589606.1.p1	lcl|CAGA01000025.1_cds_CCE30867.1_4608.p1
OG0004531	XM_001584929.1.p1	lcl|CAGA01000011.1_cds_CCE28940.1_6382.p1
OG0004532	XM_001592879.1.p1	lcl|CAGA01000189.1_cds_CCE35127.1_325.p1
OG0004533	XM_001593044.1.p1	lcl|CAGA01000189.1_cds_CCE35168.1_367.p1
OG0004534	XM_001591505.1.p1	lcl|CAGA01000039.1_cds_CCE32290.1_3161.p1
OG0004535	XM_001588663.1.p1	lcl|CAGA01000048.1_cds_CCE32898.1_2452.p1
OG0004537	XM_001597882.1.p1	lcl|CAGA01000081.1_cds_CCE34246.1_1124.p1
OG0004538	XM_001592495.1.p1	lcl|CAGA01000095.1_cds_CCE34557.1_792.p1
OG0004541	XM_001592744.1.p1	lcl|CAGA01000050.1_cds_CCE33000.1_2314.p1
OG0004544	XM_001595838.1.p1	lcl|CAGA01000077.1_cds_CCE34153.1_1226.p1
OG0004545	XM_001585836.1.p1	lcl|CAGA01000054.1_cds_CCE33248.1_2122.p1
OG0004546	XM_001594823.1.p1	lcl|CAGA01000024.1_cds_CCE30736.1_4698.p1
OG0004547	XM_001588116.1.p1	lcl|CAGA01000013.1_cds_CCE29374.1_6145.p1
OG0004548	XM_001591054.1.p1	lcl|CAGA01000007.1_cds_CCE28109.1_7231.p1
OG0004549	XM_001589961.1.p1	lcl|CAGA01000039.1_cds_CCE32255.1_3126.p1
OG0004551	XM_001594803.1.p1	lcl|CAGA01000016.1_cds_CCE29684.1_5654.p1
OG0004552	XM_001586581.1.p1	lcl|CAGA01000028.1_cds_CCE31109.1_4181.p1
OG0004553	XM_001598222.1.p1	lcl|CAGA01000016.1_cds_CCE29671.1_5641.p1
OG0004554	XM_001598540.1.p1	lcl|CAGA01000018.1_cds_CCE30034.1_5465.p1, lcl|CAGA01000018.1_cds_CCE30032.1_5463.p1
OG0004555	XM_001596217.1.p1	lcl|CAGA01000092.1_cds_CCE34499.1_851.p1
OG0004556	XM_001591594.1.p1	lcl|CAGA01000024.1_cds_CCE30710.1_4672.p1
OG0004557	XM_001593347.1.p1	lcl|CAGA01000066.1_cds_CCE33798.1_1593.p1
OG0004558	XM_001589191.1.p1	lcl|CAGA01000190.1_cds_CCE35332.1_168.p1
OG0004559	XM_001594885.1.p1	lcl|CAGA01000035.1_cds_CCE31902.1_3525.p1
OG0004561	XM_001598726.1.p1	lcl|CAGA01000015.1_cds_CCE29520.1_5754.p1
OG0004562	XM_001587124.1.p1	lcl|CAGA01000009.1_cds_CCE28603.1_6857.p1
OG0004563	XM_001596675.1.p1	lcl|CAGA01000001.1_cds_CCE26747.1_8812.p1, lcl|CAGA01000030.1_cds_CCE31372.1_4013.p1, lcl|CAGA01000020.1_cds_CCE30281.1_5213.p1, lcl|CAGA01000030.1_cds_CCE31371.1_4012.p1, lcl|CAGA01000030.1_cds_CCE31373.1_4014.p1, lcl|CAGA01000030.1_cds_4006.p1, lcl|CAGA01000030.1_cds_CCE31365.1_4005.p1
OG0004564	XM_001590529.1.p1	lcl|CAGA01000010.1_cds_CCE28688.1_6526.p1
OG0004568	XM_001584896.1.p1	lcl|CAGA01000052.1_cds_CCE33136.1_2216.p1
OG0004571	XM_001593116.1.p1	lcl|CAGA01000043.1_cds_CCE32535.1_2782.p1
OG0004572	XM_001591942.1.p1	lcl|CAGA01000006.1_cds_CCE27975.1_7560.p1
OG0004573	XM_001585843.1.p1	lcl|CAGA01000054.1_cds_CCE33246.1_2120.p1
OG0004574	XM_001586021.1.p1	lcl|CAGA01000045.1_cds_CCE32727.1_2682.p1
OG0004575	XM_001588435.1.p1	lcl|CAGA01000021.1_cds_CCE30318.1_5005.p1
OG0004576	XM_001597568.1.p1	lcl|CAGA01000047.1_cds_CCE32869.1_2541.p1
OG0004580	XM_001591342.1.p1	lcl|CAGA01000037.1_cds_CCE32108.1_3362.p1, lcl|CAGA01000008.1_cds_CCE28330.1_7005.p1
OG0004584	XM_001588348.1.p1	lcl|CAGA01000044.1_cds_CCE32655.1_2757.p1
OG0004586	XM_001592334.1.p1	lcl|CAGA01000047.1_cds_CCE32833.1_2505.p1, lcl|CAGA01000004.1_cds_CCE27463.1_7939.p1, lcl|CAGA01000048.1_cds_CCE32934.1_2488.p1
OG0004587	XM_001588089.1.p1	lcl|CAGA01000034.1_cds_CCE31760.1_3582.p1
OG0004588	XM_001596001.1.p1	lcl|CAGA01000083.1_cds_CCE34302.1_1066.p1
OG0004619	XM_001594718.1.p1	lcl|CAGA01000018.1_cds_CCE29961.1_5391.p1
OG0004621	XM_001591477.1.p1	lcl|CAGA01000027.1_cds_CCE31075.1_4367.p1
OG0004622	XM_001596274.1.p1	lcl|CAGA01000017.1_cds_CCE29790.1_5490.p1
OG0004623	XM_001594477.1.p1	lcl|CAGA01000036.1_cds_CCE31970.1_3408.p1
OG0004624	XM_001591748.1.p1	lcl|CAGA01000017.1_cds_CCE29837.1_5538.p1
OG0004625	XM_001586008.1.p1	lcl|CAGA01000076.1_cds_CCE34122.1_1241.p1
OG0004627	XM_001590360.1.p1	lcl|CAGA01000041.1_cds_CCE32409.1_2966.p1
OG0004628	XM_001587343.1.p1	lcl|CAGA01000025.1_cds_CCE30846.1_4587.p1
OG0004631	XM_001594556.1.p1	lcl|CAGA01000001.1_cds_CCE26762.1_8827.p1
OG0004632	XM_001594939.1.p1	lcl|CAGA01000057.1_cds_CCE33425.1_1987.p1
OG0004633	XM_001585438.1.p1	lcl|CAGA01000039.1_cds_CCE32229.1_3100.p1
OG0004634	XM_001596491.1.p1	lcl|CAGA01000044.1_cds_CCE32658.1_2760.p1
OG0004635	XM_001594139.1.p1	lcl|CAGA01000045.1_cds_CCE32709.1_2664.p1
OG0004636	XM_001596493.1.p1	lcl|CAGA01000025.1_cds_CCE30876.1_4617.p1
