Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Neonectria_ditissima_cds_prot
OG0004030	XM_001586409.1.p1	lcl|LKCW01000423.1_cds_KPM34036.1_8885.p1
OG0004032	XM_001590717.1.p1	lcl|LKCW01000030.1_cds_KPM43593.1_7143.p1
OG0004033	XM_001598303.1.p1	lcl|LKCW01000024.1_cds_KPM44059.1_5707.p1
OG0004034	XM_001585771.1.p1	lcl|LKCW01000030.1_cds_KPM43637.1_7111.p1
OG0004035	XM_001587160.1.p1	lcl|LKCW01000063.1_cds_KPM41533.1_10613.p1, lcl|LKCW01000027.1_cds_KPM43790.1_6416.p1
OG0004036	XM_001591394.1.p1	lcl|LKCW01000034.1_cds_KPM43376.1_7739.p1
OG0004037	XM_001586772.1.p1	lcl|LKCW01000074.1_cds_KPM40878.1_11331.p1
OG0004038	XM_001592686.1.p1	lcl|LKCW01000034.1_cds_KPM43391.1_7769.p1
OG0004039	XM_001595990.1.p1	lcl|LKCW01000069.1_cds_KPM41191.1_10934.p1
OG0004040	XM_001592465.1.p1	lcl|LKCW01000345.1_cds_KPM34404.1_7807.p1
OG0004041	XM_001591825.1.p1	lcl|LKCW01000045.1_cds_KPM42602.1_9152.p1
OG0004042	XM_001596377.1.p1	lcl|LKCW01000078.1_cds_KPM40708.1_11525.p1
OG0004044	XM_001594845.1.p1	lcl|LKCW01000403.1_cds_KPM34094.1_8712.p1
OG0004045	XM_001587750.1.p1	lcl|LKCW01000131.1_cds_KPM38529.1_1778.p1
OG0004047	XM_001587186.1.p1	lcl|LKCW01000078.1_cds_KPM40687.1_11537.p1
OG0004048	XM_001597198.1.p1	lcl|LKCW01000003.1_cds_KPM46077.1_7041.p1
OG0004049	XM_001595897.1.p1	lcl|LKCW01000196.1_cds_KPM36645.1_4166.p1
OG0004050	XM_001598756.1.p1	lcl|LKCW01000015.1_cds_KPM44748.1_2541.p1
OG0004051	XM_001598526.1.p1	lcl|LKCW01000002.1_cds_KPM46276.1_4355.p1
OG0004052	XM_001593201.1.p1	lcl|LKCW01000167.1_cds_KPM37399.1_3132.p1
OG0004053	XM_001597936.1.p1	lcl|LKCW01000291.1_cds_KPM34892.1_6834.p1
OG0004055	XM_001596795.1.p1	lcl|LKCW01000123.1_cds_KPM38831.1_1379.p1
OG0004059	XM_001597340.1.p1	lcl|LKCW01000007.1_cds_KPM45500.1_11030.p1
OG0004060	XM_001588142.1.p1	lcl|LKCW01000203.1_cds_KPM36459.1_4573.p1
OG0004061	XM_001588066.1.p1	lcl|LKCW01000128.1_cds_KPM38665.1_1556.p1
OG0004061	XM_001593900.1.p1	lcl|LKCW01000044.1_cds_KPM42679.1_9013.p1, lcl|LKCW01000079.1_cds_KPM40650.1_11573.p1
OG0004064	XM_001587139.1.p1	lcl|LKCW01000310.1_cds_KPM34703.1_7312.p1
OG0004065	XM_001588915.1.p1	lcl|LKCW01000338.1_cds_KPM34449.1_7687.p1
OG0004066	XM_001588029.1.p1	lcl|LKCW01000018.1_cds_KPM44563.1_3664.p1
OG0004067	XM_001593133.1.p1	lcl|LKCW01000260.1_cds_KPM35313.1_6232.p1
OG0004068	XM_001591068.1.p1	lcl|LKCW01000026.1_cds_KPM43869.1_6203.p1
OG0004071	XM_001588462.1.p1	lcl|LKCW01000134.1_cds_KPM38432.1_1906.p1
OG0004072	XM_001590473.1.p1	lcl|LKCW01000003.1_cds_KPM46146.1_7001.p1
OG0004074	XM_001592326.1.p1	lcl|LKCW01000016.1_cds_KPM44661.1_2910.p1
OG0004078	XM_001584792.1.p1	lcl|LKCW01000111.1_cds_KPM39294.1_865.p1
OG0004096	XM_001584958.1.p1	lcl|LKCW01000333.1_cds_KPM34490.1_7651.p1
OG0004097	XM_001597126.1.p1	lcl|LKCW01000369.1_cds_KPM34255.1_8098.p1
OG0004099	XM_001586562.1.p1	lcl|LKCW01000253.1_cds_KPM35429.1_6027.p1
OG0004101	XM_001586231.1.p1	lcl|LKCW01000145.1_cds_KPM38062.1_2317.p1
OG0004102	XM_001595481.1.p1	lcl|LKCW01000146.1_cds_KPM38025.1_2364.p1
OG0004103	XM_001585777.1.p1	lcl|LKCW01000177.1_cds_KPM37110.1_3526.p1
OG0004104	XM_001590107.1.p1	lcl|LKCW01000029.1_cds_KPM43709.1_6802.p1
OG0004105	XM_001594578.1.p1	lcl|LKCW01000106.1_cds_KPM39471.1_599.p1
OG0004106	XM_001589407.1.p1	lcl|LKCW01000056.1_cds_KPM42003.1_9974.p1
OG0004107	XM_001585384.1.p1	lcl|LKCW01000233.1_cds_KPM35763.1_5536.p1
OG0004108	XM_001596257.1.p1	lcl|LKCW01000004.1_cds_KPM45945.1_8524.p1
OG0004110	XM_001587674.1.p1	lcl|LKCW01000089.1_cds_KPM40162.1_12204.p1
OG0004111	XM_001586801.1.p1	lcl|LKCW01000195.1_cds_KPM36661.1_4145.p1
OG0004112	XM_001587729.1.p1	lcl|LKCW01000161.1_cds_KPM37570.1_2957.p1
OG0004113	XM_001586871.1.p1	lcl|LKCW01000165.1_cds_KPM37456.1_3073.p1
OG0004114	XM_001590906.1.p1	lcl|LKCW01000214.1_cds_KPM36190.1_4927.p1
OG0004115	XM_001591694.1.p1	lcl|LKCW01000032.1_cds_KPM43484.1_7444.p1
OG0004116	XM_001592256.1.p1	lcl|LKCW01000014.1_cds_KPM44818.1_2159.p1
OG0004117	XM_001587411.1.p1	lcl|LKCW01000001.1_cds_KPM46473.1_234.p1
OG0004118	XM_001588921.1.p1	lcl|LKCW01000117.1_cds_KPM39085.1_1092.p1
OG0004119	XM_001595657.1.p1	lcl|LKCW01000176.1_cds_KPM37134.1_3486.p1
OG0004120	XM_001589312.1.p1	lcl|LKCW01000005.1_cds_KPM45704.1_9514.p1, lcl|LKCW01000087.1_cds_KPM40292.1_12097.p1
OG0004121	XM_001592671.1.p1	lcl|LKCW01000175.1_cds_KPM37155.1_3463.p1
OG0004122	XM_001586297.1.p1	lcl|LKCW01000177.1_cds_KPM37102.1_3515.p1
OG0004124	XM_001593109.1.p1	lcl|LKCW01000123.1_cds_KPM38805.1_1395.p1
OG0004125	XM_001589044.1.p1	lcl|LKCW01000138.1_cds_KPM38280.1_2052.p1
OG0004126	XM_001590925.1.p1	lcl|LKCW01000049.1_cds_KPM42392.1_9406.p1
OG0004127	XM_001597098.1.p1	lcl|LKCW01000049.1_cds_KPM42402.1_9386.p1
OG0004128	XM_001587297.1.p1	lcl|LKCW01000111.1_cds_KPM39284.1_860.p1
OG0004129	XM_001592074.1.p1	lcl|LKCW01000045.1_cds_KPM42606.1_9099.p1
OG0004131	XM_001595663.1.p1	lcl|LKCW01000015.1_cds_KPM44777.1_2511.p1
OG0004132	XM_001595589.1.p1	lcl|LKCW01000117.1_cds_KPM39040.1_1100.p1
OG0004133	XM_001594664.1.p1	lcl|LKCW01000007.1_cds_KPM45453.1_10988.p1
OG0004135	XM_001597039.1.p1	lcl|LKCW01000294.1_cds_KPM34866.1_6859.p1
OG0004137	XM_001585118.1.p1	lcl|LKCW01000009.1_cds_KPM45244.1_12248.p1
OG0004138	XM_001598013.1.p1	lcl|LKCW01000149.1_cds_KPM37919.1_2481.p1
OG0004139	XM_001596743.1.p1	lcl|LKCW01000274.1_cds_KPM35105.1_6535.p1, lcl|LKCW01000113.1_cds_KPM39224.1_921.p1
OG0004140	XM_001588880.1.p1	lcl|LKCW01000025.1_cds_KPM43976.1_5981.p1
OG0004141	XM_001587190.1.p1	lcl|LKCW01000129.1_cds_KPM38605.1_1617.p1
OG0004142	XM_001590842.1.p1	lcl|LKCW01000030.1_cds_KPM43614.1_7133.p1
OG0004143	XM_001597520.1.p1	lcl|LKCW01000287.1_cds_KPM34939.1_6723.p1
OG0004144	XM_001589712.1.p1	lcl|LKCW01000257.1_cds_KPM35369.1_6104.p1
OG0004145	XM_001595932.1.p1	lcl|LKCW01000167.1_cds_KPM37382.1_3138.p1
OG0004149	XM_001595356.1.p1	lcl|LKCW01000086.1_cds_KPM40309.1_12023.p1
OG0004150	XM_001591635.1.p1	lcl|LKCW01000144.1_cds_KPM38109.1_2302.p1
OG0004151	XM_001594123.1.p1	lcl|LKCW01000011.1_cds_KPM45103.1_773.p1
OG0004152	XM_001591483.1.p1	lcl|LKCW01000170.1_cds_KPM37299.1_3330.p1
OG0004153	XM_001586234.1.p1	lcl|LKCW01000145.1_cds_KPM38079.1_2320.p1
OG0004155	XM_001595732.1.p1	lcl|LKCW01000203.1_cds_KPM36435.1_4585.p1
OG0004158	XM_001587314.1.p1	lcl|LKCW01000044.1_cds_KPM42694.1_9066.p1
OG0004159	XM_001592968.1.p1	lcl|LKCW01000087.1_cds_KPM40291.1_12101.p1
OG0004160	XM_001597313.1.p1	lcl|LKCW01000007.1_cds_KPM45440.1_11037.p1
OG0004161	XM_001591845.1.p1	lcl|LKCW01000156.1_cds_KPM37712.1_2769.p1
OG0004162	XM_001593866.1.p1	lcl|LKCW01000085.1_cds_KPM40392.1_11992.p1
OG0004163	XM_001594871.1.p1	lcl|LKCW01000266.1_cds_KPM35220.1_6319.p1
OG0004164	XM_001593946.1.p1	lcl|LKCW01000484.1_cds_KPM33921.1_9352.p1
OG0004165	XM_001589363.1.p1	lcl|LKCW01000024.1_cds_KPM43999.1_5675.p1
OG0004166	XM_001588806.1.p1	lcl|LKCW01000069.1_cds_KPM41197.1_10930.p1
OG0004167	XM_001591237.1.p1	lcl|LKCW01000172.1_cds_KPM37253.1_3389.p1
OG0004168	XM_001595807.1.p1	lcl|LKCW01000005.1_cds_KPM45809.1_9426.p1
OG0004171	XM_001592685.1.p1	lcl|LKCW01000027.1_cds_KPM43735.1_6423.p1
OG0004172	XM_001597523.1.p1	lcl|LKCW01000287.1_cds_KPM34930.1_6725.p1
OG0004173	XM_001595950.1.p1	lcl|LKCW01000278.1_cds_KPM35066.1_6573.p1
OG0004174	XM_001589323.1.p1	lcl|LKCW01000030.1_cds_KPM43628.1_7088.p1
OG0004175	XM_001591050.1.p1	lcl|LKCW01000125.1_cds_KPM38752.1_1461.p1
OG0004176	XM_001584528.1.p1	lcl|LKCW01000243.1_cds_KPM35597.1_5775.p1
OG0004177	XM_001596852.1.p1	lcl|LKCW01000179.1_cds_KPM37026.1_3568.p1
OG0004178	XM_001597912.1.p1	lcl|LKCW01000076.1_cds_KPM40813.1_11464.p1
OG0004179	XM_001588091.1.p1	lcl|LKCW01000017.1_cds_KPM44656.1_3278.p1
OG0004180	XM_001598028.1.p1	lcl|LKCW01000100.1_cds_KPM39675.1_376.p1
OG0004181	XM_001598073.1.p1	lcl|LKCW01000503.1_cds_KPM33897.1_9626.p1
OG0004183	XM_001586506.1.p1	lcl|LKCW01000220.1_cds_KPM36052.1_5159.p1
OG0004184	XM_001588721.1.p1	lcl|LKCW01000180.1_cds_KPM37011.1_3702.p1
OG0004185	XM_001586993.1.p1	lcl|LKCW01000004.1_cds_KPM45843.1_8466.p1
OG0004186	XM_001593533.1.p1	lcl|LKCW01000279.1_cds_KPM35045.1_6583.p1
OG0004187	XM_001584721.1.p1	lcl|LKCW01000119.1_cds_KPM38971.1_1189.p1
OG0004188	XM_001594101.1.p1	lcl|LKCW01000023.1_cds_KPM44136.1_5446.p1, lcl|LKCW01000001.1_cds_KPM46349.1_188.p1, lcl|LKCW01000112.1_cds_KPM39247.1_906.p1, lcl|LKCW01000099.1_cds_KPM39736.1_12707.p1
OG0004189	XM_001584804.1.p1	lcl|LKCW01000011.1_cds_KPM45116.1_805.p1
OG0004190	XM_001587798.1.p1	lcl|LKCW01000087.1_cds_KPM40260.1_12067.p1
OG0004191	XM_001597517.1.p1	lcl|LKCW01000287.1_cds_KPM34937.1_6720.p1
OG0004192	XM_001593667.1.p1, XM_001593617.1.p1	lcl|LKCW01000064.1_cds_KPM41468.1_10661.p1
OG0004193	XM_001595953.1.p1	lcl|LKCW01000304.1_cds_KPM34747.1_7211.p1
OG0004194	XM_001598350.1.p1, XM_001584848.1.p1	lcl|LKCW01000021.1_cds_KPM44312.1_4754.p1, lcl|LKCW01000010.1_cds_KPM45186.1_332.p1
OG0004196	XM_001590853.1.p1	lcl|LKCW01000002.1_cds_KPM46185.1_4258.p1, lcl|LKCW01000025.1_cds_KPM43898.1_5904.p1
OG0004197	XM_001591711.1.p1	lcl|LKCW01000192.1_cds_KPM36753.1_4064.p1
OG0004198	XM_001597051.1.p1	lcl|LKCW01000276.1_cds_KPM35083.1_6550.p1
OG0004199	XM_001587728.1.p1	lcl|LKCW01000372.1_cds_KPM34229.1_8179.p1
OG0004200	XM_001592185.1.p1	lcl|LKCW01000073.1_cds_KPM40973.1_11265.p1
OG0004202	XM_001598155.1.p1	lcl|LKCW01000238.1_cds_KPM35689.1_5613.p1
OG0004203	XM_001589808.1.p1	lcl|LKCW01000262.1_cds_KPM35276.1_6267.p1
OG0004205	XM_001596800.1.p1	lcl|LKCW01000061.1_cds_KPM41630.1_10475.p1
OG0004206	XM_001593246.1.p1	lcl|LKCW01000004.1_cds_KPM45894.1_8624.p1
OG0004207	XM_001598773.1.p1	lcl|LKCW01000273.1_cds_6514.p1
OG0004208	XM_001586339.1.p1	lcl|LKCW01000019.1_cds_KPM44480.1_3929.p1, lcl|LKCW01000001.1_cds_KPM46482.1_222.p1
OG0004209	XM_001585741.1.p1, XM_001589702.1.p1	lcl|LKCW01000305.1_cds_KPM34732.1_7227.p1
OG0004212	XM_001594748.1.p1	lcl|LKCW01000227.1_cds_KPM35884.1_5319.p1, lcl|LKCW01000082.1_cds_KPM40518.1_11878.p1
OG0004213	XM_001592578.1.p1	lcl|LKCW01000108.1_cds_KPM39397.1_660.p1
OG0004214	XM_001595963.1.p1	lcl|LKCW01000075.1_cds_KPM40868.1_11401.p1, lcl|LKCW01000056.1_cds_KPM41998.1_9985.p1
OG0004216	XM_001586458.1.p1	lcl|LKCW01000079.1_cds_KPM40663.1_11592.p1
OG0004217	XM_001585615.1.p1	lcl|LKCW01000147.1_cds_KPM38014.1_2396.p1
OG0004218	XM_001588607.1.p1	lcl|LKCW01000110.1_cds_KPM39323.1_826.p1
OG0004219	XM_001597382.1.p1	lcl|LKCW01000259.1_cds_KPM35322.1_6142.p1
OG0004220	XM_001597659.1.p1	lcl|LKCW01000030.1_cds_KPM43613.1_7132.p1
OG0004221	XM_001588944.1.p1	lcl|LKCW01000038.1_cds_KPM43115.1_8265.p1
OG0004222	XM_001588290.1.p1	lcl|LKCW01000055.1_cds_KPM42017.1_9906.p1
OG0004223	XM_001594900.1.p1	lcl|LKCW01000007.1_cds_KPM45459.1_10948.p1
OG0004224	XM_001584586.1.p1	lcl|LKCW01000041.1_cds_KPM42879.1_8787.p1
OG0004225	XM_001598341.1.p1	lcl|LKCW01000196.1_cds_KPM36621.1_4175.p1
OG0004226	XM_001584636.1.p1	lcl|LKCW01000069.1_cds_KPM41210.1_10918.p1
OG0004227	XM_001593970.1.p1	lcl|LKCW01000117.1_cds_KPM39060.1_1087.p1
OG0004228	XM_001586765.1.p1	lcl|LKCW01000021.1_cds_KPM44300.1_4800.p1
OG0004230	XM_001594906.1.p1	lcl|LKCW01000119.1_cds_KPM38973.1_1183.p1
OG0004231	XM_001586751.1.p1	lcl|LKCW01000074.1_cds_KPM40925.1_11351.p1
OG0004232	XM_001590487.1.p1	lcl|LKCW01000003.1_cds_KPM46050.1_6996.p1
OG0004234	XM_001590979.1.p1	lcl|LKCW01000254.1_cds_KPM35404.1_6055.p1, lcl|LKCW01000206.1_cds_KPM36374.1_4658.p1
OG0004235	XM_001597878.1.p1	lcl|LKCW01000268.1_cds_KPM35184.1_6343.p1
OG0004236	XM_001592448.1.p1	lcl|LKCW01000106.1_cds_KPM39487.1_577.p1
OG0004237	XM_001594769.1.p1	lcl|LKCW01000246.1_cds_KPM35550.1_5830.p1
OG0004238	XM_001587675.1.p1	lcl|LKCW01000234.1_cds_KPM35760.1_5547.p1
OG0004239	XM_001596879.1.p1	lcl|LKCW01000106.1_cds_KPM39503.1_578.p1
OG0004240	XM_001594464.1.p1	lcl|LKCW01000150.1_cds_KPM37903.1_2574.p1
OG0004241	XM_001588092.1.p1	lcl|LKCW01000017.1_cds_KPM44652.1_3274.p1
OG0004242	XM_001598090.1.p1	lcl|LKCW01000067.1_cds_KPM41317.1_10803.p1, lcl|LKCW01000067.1_cds_KPM41339.1_10810.p1
OG0004243	XM_001596942.1.p1	lcl|LKCW01000106.1_cds_KPM39488.1_576.p1
OG0004244	XM_001598190.1.p1	lcl|LKCW01000164.1_cds_KPM37483.1_3046.p1
OG0004245	XM_001595536.1.p1	lcl|LKCW01000303.1_cds_KPM34758.1_7194.p1
OG0004246	XM_001590847.1.p1	lcl|LKCW01000183.1_cds_KPM36946.1_3760.p1
OG0004247	XM_001594894.1.p1	lcl|LKCW01000102.1_cds_KPM39589.1_468.p1, lcl|LKCW01000019.1_cds_KPM44405.1_3994.p1, lcl|LKCW01000238.1_cds_KPM35698.1_5620.p1
OG0004248	XM_001596220.1.p1	lcl|LKCW01000012.1_cds_KPM45033.1_1243.p1
OG0004250	XM_001594927.1.p1	lcl|LKCW01000344.1_cds_KPM34416.1_7795.p1
OG0004251	XM_001592848.1.p1	lcl|LKCW01000231.1_cds_KPM35814.1_5493.p1
OG0004252	XM_001596640.1.p1	lcl|LKCW01000008.1_cds_KPM45411.1_11718.p1
OG0004253	XM_001594358.1.p1	lcl|LKCW01000049.1_cds_KPM42411.1_9363.p1
OG0004256	XM_001589978.1.p1	lcl|LKCW01000170.1_cds_KPM37288.1_3313.p1
OG0004257	XM_001593411.1.p1	lcl|LKCW01000279.1_cds_KPM35051.1_6586.p1
OG0004258	XM_001593356.1.p1	lcl|LKCW01000203.1_cds_KPM36445.1_4588.p1
OG0004259	XM_001594108.1.p1	lcl|LKCW01000084.1_cds_KPM40406.1_11966.p1
OG0004260	XM_001594763.1.p1	lcl|LKCW01000088.1_cds_KPM40206.1_12153.p1
OG0004261	XM_001591884.1.p1	lcl|LKCW01000296.1_cds_KPM34845.1_6886.p1
OG0004262	XM_001588897.1.p1	lcl|LKCW01000173.1_cds_KPM37208.1_3430.p1
OG0004264	XM_001596188.1.p1	lcl|LKCW01000041.1_cds_KPM42890.1_8791.p1
OG0004265	XM_001594574.1.p1	lcl|LKCW01000106.1_cds_KPM39476.1_590.p1
OG0004266	XM_001586135.1.p1	lcl|LKCW01000008.1_cds_KPM45409.1_11720.p1
OG0004267	XM_001590599.1.p1	lcl|LKCW01000086.1_cds_KPM40315.1_12046.p1
OG0004268	XM_001598465.1.p1	lcl|LKCW01000068.1_cds_KPM41246.1_10891.p1
OG0004269	XM_001594621.1.p1	lcl|LKCW01000135.1_cds_KPM38416.1_1933.p1
OG0004270	XM_001590885.1.p1	lcl|LKCW01000090.1_cds_KPM40119.1_12314.p1
OG0004271	XM_001590882.1.p1	lcl|LKCW01000200.1_cds_KPM36525.1_4522.p1
OG0004272	XM_001588194.1.p1	lcl|LKCW01000021.1_cds_KPM44316.1_4814.p1
OG0004274	XM_001588989.1.p1	lcl|LKCW01000233.1_cds_KPM35768.1_5537.p1
OG0004275	XM_001587841.1.p1	lcl|LKCW01000089.1_cds_KPM40178.1_12169.p1
OG0004277	XM_001597656.1.p1	lcl|LKCW01000030.1_cds_KPM43607.1_7128.p1
OG0004278	XM_001587399.1.p1	lcl|LKCW01000205.1_cds_KPM36401.1_4643.p1
OG0004279	XM_001597132.1.p1	lcl|LKCW01000008.1_cds_KPM45345.1_11692.p1
OG0004280	XM_001593341.1.p1	lcl|LKCW01000241.1_cds_KPM35641.1_5739.p1
OG0004281	XM_001596521.1.p1	lcl|LKCW01000108.1_cds_KPM39419.1_676.p1, lcl|LKCW01000036.1_cds_KPM43236.1_8032.p1
OG0004281	XM_001587772.1.p1	lcl|LKCW01000110.1_cds_KPM39312.1_855.p1
OG0004282	XM_001595517.1.p1	lcl|LKCW01000161.1_cds_KPM37574.1_2961.p1
OG0004284	XM_001592999.1.p1	lcl|LKCW01000107.1_cds_KPM39445.1_641.p1
OG0004285	XM_001590956.1.p1	lcl|LKCW01000012.1_cds_KPM45032.1_1264.p1
OG0004286	XM_001589827.1.p1	lcl|LKCW01000262.1_cds_KPM35272.1_6264.p1
OG0004287	XM_001594458.1.p1	lcl|LKCW01000353.1_cds_KPM34347.1_7934.p1
OG0004288	XM_001589886.1.p1	lcl|LKCW01000032.1_cds_KPM43508.1_7465.p1
OG0004289	XM_001585964.1.p1	lcl|LKCW01000004.1_cds_KPM45881.1_8536.p1
OG0004290	XM_001588235.1.p1	lcl|LKCW01000021.1_cds_KPM44267.1_4748.p1
OG0004291	XM_001586906.1.p1	lcl|LKCW01000074.1_cds_KPM40909.1_11321.p1
OG0004292	XM_001591485.1.p1	lcl|LKCW01000101.1_cds_KPM39631.1_421.p1
OG0004293	XM_001592759.1.p1	lcl|LKCW01000364.1_cds_KPM34289.1_8069.p1
OG0004294	XM_001597893.1.p1	lcl|LKCW01000185.1_cds_KPM36898.1_3831.p1
OG0004295	XM_001588317.1.p1	lcl|LKCW01000195.1_cds_KPM36667.1_4130.p1
OG0004296	XM_001592058.1.p1	lcl|LKCW01000029.1_cds_KPM43676.1_6792.p1
OG0004297	XM_001596311.1.p1	lcl|LKCW01000011.1_cds_KPM45119.1_800.p1
OG0004301	XM_001598092.1.p1	lcl|LKCW01000063.1_cds_KPM41508.1_10577.p1
OG0004302	XM_001585925.1.p1	lcl|LKCW01000098.1_cds_KPM39809.1_12635.p1
OG0004303	XM_001589288.1.p1	lcl|LKCW01000125.1_cds_KPM38757.1_1464.p1
OG0004304	XM_001592827.1.p1	lcl|LKCW01000035.1_cds_KPM43263.1_7863.p1
OG0004305	XM_001594588.1.p1	lcl|LKCW01000106.1_cds_KPM39501.1_603.p1
OG0004306	XM_001587183.1.p1	lcl|LKCW01000129.1_cds_KPM38622.1_1608.p1
OG0004307	XM_001598766.1.p1	lcl|LKCW01000017.1_cds_KPM44606.1_3286.p1
OG0004308	XM_001591471.1.p1	lcl|LKCW01000038.1_cds_KPM43097.1_8254.p1
OG0004309	XM_001589417.1.p1	lcl|LKCW01000283.1_cds_KPM34990.1_6662.p1
OG0004310	XM_001590814.1.p1	lcl|LKCW01000020.1_cds_KPM44380.1_4444.p1
OG0004311	XM_001595174.1.p1	lcl|LKCW01000256.1_cds_KPM35376.1_6089.p1
OG0004312	XM_001596508.1.p1	lcl|LKCW01000208.1_cds_KPM36329.1_4721.p1
OG0004315	XM_001589929.1.p1	lcl|LKCW01000068.1_cds_KPM41225.1_10855.p1
OG0004316	XM_001586205.1.p1	lcl|LKCW01000135.1_cds_KPM38415.1_1930.p1
OG0004317	XM_001587701.1.p1	lcl|LKCW01000234.1_cds_KPM35757.1_5546.p1
OG0004318	XM_001585683.1.p1	lcl|LKCW01000025.1_cds_KPM43981.1_5984.p1
OG0004319	XM_001589369.1.p1	lcl|LKCW01000314.1_cds_KPM34660.1_7353.p1, lcl|LKCW01000006.1_cds_KPM45558.1_10308.p1
OG0004320	XM_001585445.1.p1	lcl|LKCW01000085.1_cds_KPM40368.1_11998.p1
OG0004321	XM_001597106.1.p1	lcl|LKCW01000121.1_cds_KPM38904.1_1345.p1
OG0004322	XM_001597663.1.p1	lcl|LKCW01000020.1_cds_KPM44375.1_4447.p1
OG0004323	XM_001595604.1.p1	lcl|LKCW01000014.1_cds_KPM44827.1_2101.p1
OG0004324	XM_001584887.1.p1	lcl|LKCW01000092.1_cds_KPM40026.1_12410.p1
OG0004325	XM_001587328.1.p1	lcl|LKCW01000201.1_cds_KPM36509.1_4538.p1
OG0004326	XM_001585374.1.p1	lcl|LKCW01000219.1_cds_KPM36075.1_5053.p1
OG0004327	XM_001585373.1.p1	lcl|LKCW01000101.1_cds_KPM39626.1_424.p1
OG0004366	XM_001588999.1.p1	lcl|LKCW01000060.1_cds_KPM41743.1_10414.p1
OG0004368	XM_001591300.1.p1	lcl|LKCW01000428.1_cds_KPM34012.1_8910.p1
OG0004370	XM_001592318.1.p1	lcl|LKCW01000026.1_cds_KPM43849.1_6149.p1
OG0004373	XM_001593616.1.p1	lcl|LKCW01000223.1_cds_KPM36001.1_5224.p1
OG0004375	XM_001588517.1.p1	lcl|LKCW01000015.1_cds_KPM44765.1_2556.p1
OG0004376	XM_001598422.1.p1	lcl|LKCW01000002.1_cds_KPM46277.1_4336.p1
OG0004378	XM_001586033.1.p1	lcl|LKCW01000385.1_cds_KPM34178.1_8306.p1
OG0004379	XM_001592498.1.p1	lcl|LKCW01000143.1_cds_KPM38136.1_2293.p1
OG0004380	XM_001590328.1.p1	lcl|LKCW01000053.1_cds_KPM42180.1_9790.p1
OG0004383	XM_001592515.1.p1	lcl|LKCW01000174.1_cds_KPM37183.1_3451.p1
OG0004385	XM_001590669.1.p1	lcl|LKCW01000008.1_cds_KPM45329.1_11614.p1
OG0004386	XM_001588200.1.p1	lcl|LKCW01000006.1_cds_KPM45539.1_10336.p1
OG0004387	XM_001585579.1.p1, XM_001591283.1.p1	lcl|LKCW01000060.1_cds_KPM41677.1_10435.p1, lcl|LKCW01000046.1_cds_KPM42563.1_9165.p1
OG0004388	XM_001588937.1.p1	lcl|LKCW01000049.1_cds_KPM42408.1_9362.p1
OG0004391	XM_001592824.1.p1	lcl|LKCW01000175.1_cds_KPM37151.1_3479.p1
OG0004392	XM_001586292.1.p1	lcl|LKCW01000075.1_cds_KPM40860.1_11383.p1
OG0004394	XM_001593011.1.p1	lcl|LKCW01000003.1_cds_KPM46006.1_7056.p1
OG0004395	XM_001598208.1.p1	lcl|LKCW01000012.1_cds_KPM44991.1_1205.p1
OG0004396	XM_001595510.1.p1	lcl|LKCW01000008.1_cds_KPM45423.1_11652.p1
OG0004397	XM_001590697.1.p1	lcl|LKCW01000098.1_cds_KPM39788.1_12648.p1
OG0004398	XM_001590940.1.p1	lcl|LKCW01000334.1_cds_KPM34482.1_7660.p1
OG0004399	XM_001595493.1.p1	lcl|LKCW01000146.1_cds_KPM38037.1_2366.p1
OG0004403	XM_001595823.1.p1	lcl|LKCW01000271.1_cds_KPM35153.1_6482.p1
OG0004404	XM_001588322.1.p1	lcl|LKCW01000195.1_cds_KPM36649.1_4135.p1
OG0004405	XM_001598557.1.p1	lcl|LKCW01000136.1_cds_KPM38372.1_1947.p1
OG0004406	XM_001591847.1.p1	lcl|LKCW01000029.1_cds_KPM43702.1_6747.p1
OG0004408	XM_001590896.1.p1	lcl|LKCW01000200.1_cds_KPM36528.1_4517.p1
OG0004409	XM_001587412.1.p1	lcl|LKCW01000128.1_cds_KPM38642.1_1591.p1
OG0004410	XM_001590349.1.p1	lcl|LKCW01000069.1_cds_KPM41208.1_10916.p1
OG0004411	XM_001587375.1.p1	lcl|LKCW01000043.1_cds_KPM42763.1_8972.p1
OG0004412	XM_001590889.1.p1	lcl|LKCW01000409.1_cds_KPM34068.1_8735.p1
OG0004413	XM_001592988.1.p1	lcl|LKCW01000078.1_cds_KPM40709.1_11528.p1
OG0004414	XM_001595234.1.p1	lcl|LKCW01000029.1_cds_KPM43661.1_6757.p1
OG0004417	XM_001587740.1.p1	lcl|LKCW01000502.1_cds_KPM33901.1_9622.p1
OG0004418	XM_001594473.1.p1	lcl|LKCW01000121.1_cds_KPM38885.1_1334.p1
OG0004420	XM_001591103.1.p1	lcl|LKCW01000026.1_cds_KPM43880.1_6183.p1
OG0004421	XM_001594896.1.p1	lcl|LKCW01000102.1_cds_KPM39621.1_470.p1
OG0004422	XM_001594820.1.p1	lcl|LKCW01000218.1_cds_KPM36105.1_5032.p1
OG0004423	XM_001590836.1.p1	lcl|LKCW01000098.1_cds_KPM39797.1_12656.p1
OG0004425	XM_001593469.1.p1	lcl|LKCW01000048.1_cds_KPM42463.1_9313.p1
