Orthogroup	Sclerotinia_sclerotiorum	Magnaporthe_oryzae
OG0005824	XM_001586124.1.p1	XM_003717491.1.p1
OG0005825	XM_001586131.1.p1	XM_003710395.1.p1
OG0005826	XM_001586141.1.p1	XM_003709902.1.p1
OG0005828	XM_001594711.1.p1	XM_003714965.1.p1
OG0005829	XM_001586205.1.p1	XM_003718341.1.p1
OG0005830	XM_001586206.1.p1	XM_003718352.1.p1
OG0005833	XM_001592488.1.p1	XM_003713672.1.p1
OG0005834	XM_001592490.1.p1	XM_003713716.1.p1
OG0005835	XM_001592492.1.p1	XM_003713712.1.p1
OG0005836	XM_001592496.1.p1	XM_003713546.1.p1
OG0005837	XM_001592522.1.p1	XM_003709522.1.p1
OG0005838	XM_001592532.1.p1	XM_003713533.1.p1
OG0005839	XM_001592533.1.p1	XM_003713534.1.p1
OG0005841	XM_001592570.1.p1	XM_003709241.1.p1
OG0005842	XM_001592180.1.p1	XM_003711649.1.p1
OG0005843	XM_001592179.1.p1	XM_003718963.1.p1
OG0005844	XM_001592177.1.p1	XM_003718964.1.p1
OG0005845	XM_001592198.1.p1	XM_003713363.1.p1
OG0005846	XM_001592206.1.p1	XM_003718995.1.p1
OG0005847	XM_001592203.1.p1	XM_003718993.1.p1
OG0005848	XM_001592240.1.p1	XM_003710837.1.p1
OG0005849	XM_001592252.1.p1	XM_003712544.1.p1
OG0005850	XM_001592257.1.p1	XM_003708667.1.p1
OG0005851	XM_001592271.1.p1	XM_003710571.1.p1
OG0005852	XM_001592267.1.p1	XM_003710913.1.p1
OG0005853	XM_001592266.1.p1	XM_003710838.1.p1
OG0005855	XM_001592549.1.p1	XM_003713440.1.p1
OG0005856	XM_001592552.1.p1	XM_003712179.1.p1
OG0005857	XM_001592562.1.p1	XM_003714743.1.p1
OG0005858	XM_001592300.1.p1	XM_003718908.1.p1
OG0005859	XM_001592315.1.p1	XM_003710094.1.p1
OG0005861	XM_001592320.1.p1	XM_003718644.1.p1
OG0005862	XM_001586626.1.p1	XM_003713756.1.p1
OG0005863	XM_001586586.1.p1	XM_003713772.1.p1
OG0005864	XM_001586582.1.p1	XM_003718943.1.p1
OG0005865	XM_001586578.1.p1	XM_003710544.1.p1
OG0005866	XM_001586571.1.p1	XM_003710543.1.p1
OG0005867	XM_001591833.1.p1	XM_003713731.1.p1
OG0005869	XM_001595924.1.p1	XM_003719453.1.p1
OG0005870	XM_001595929.1.p1	XM_003716688.1.p1
OG0005871	XM_001595941.1.p1	XM_003709372.1.p1
OG0005872	XM_001595943.1.p1	XM_003714937.1.p1
OG0005873	XM_001595950.1.p1	XM_003720006.1.p1
OG0005874	XM_001595953.1.p1	XM_003718117.1.p1
OG0005876	XM_001585341.1.p1	XM_003717243.1.p1
OG0005878	XM_001585362.1.p1	XM_003712664.1.p1
OG0005879	XM_001585371.1.p1	XM_003710536.1.p1
OG0005880	XM_001595719.1.p1	XM_003712199.1.p1
OG0005881	XM_001595736.1.p1	XM_003717816.1.p1
OG0005882	XM_001595726.1.p1	XM_003715329.1.p1
OG0005883	XM_001595724.1.p1	XM_003715323.1.p1
OG0005884	XM_001590328.1.p1	XM_003721440.1.p1
OG0005885	XM_001595765.1.p1	XM_003717809.1.p1
OG0005888	XM_001595791.1.p1	XM_003719887.1.p1
OG0005889	XM_001595794.1.p1	XM_003719916.1.p1
OG0005890	XM_001595804.1.p1	XM_003715336.1.p1
OG0005891	XM_001595806.1.p1	XM_003715338.1.p1
OG0005892	XM_001595807.1.p1	XM_003715339.1.p1
OG0005893	XM_001595745.1.p1	XM_003719939.1.p1
OG0005894	XM_001591548.1.p1	XM_003710124.1.p1
OG0005895	XM_001586397.1.p1	XM_003709424.1.p1
OG0005896	XM_001586409.1.p1	XM_003710280.1.p1
OG0005897	XM_001586422.1.p1	XM_003712452.1.p1
OG0005898	XM_001586434.1.p1	XM_003718941.1.p1
OG0005900	XM_001586484.1.p1	XM_003717295.1.p1
OG0005901	XM_001586486.1.p1	XM_003717297.1.p1
OG0005902	XM_001586492.1.p1	XM_003712826.1.p1
OG0005903	XM_001595963.1.p1	XM_003712735.1.p1, XM_003711119.1.p1
OG0005904	XM_001586497.1.p1	XM_003709790.1.p1
OG0005905	XM_001586511.1.p1	XM_003712850.1.p1
OG0005907	XM_001595605.1.p1	XM_003716030.1.p1
OG0005908	XM_001588129.1.p1	XM_003711369.1.p1
OG0005909	XM_001588134.1.p1	XM_003717784.1.p1
OG0005910	XM_001588255.1.p1	XM_003716680.1.p1
OG0005912	XM_001588273.1.p1	XM_003717826.1.p1
OG0005914	XM_001588283.1.p1	XM_003718273.1.p1
OG0005915	XM_001588291.1.p1	XM_003718135.1.p1
OG0005916	XM_001588299.1.p1	XM_003721447.1.p1
OG0005917	XM_001588301.1.p1	XM_003715447.1.p1
OG0005918	XM_001588311.1.p1	XM_003715005.1.p1
OG0005919	XM_001588316.1.p1	XM_003710031.1.p1
OG0005920	XM_001588317.1.p1	XM_003710032.1.p1
OG0005921	XM_001588322.1.p1	XM_003710037.1.p1
OG0005922	XM_001588327.1.p1	XM_003714231.1.p1
OG0005923	XM_001588333.1.p1	XM_003709389.1.p1
OG0005926	XM_001590486.1.p1	XM_003711846.1.p1
OG0005927	XM_001590484.1.p1	XM_003719669.1.p1
OG0005928	XM_001590480.1.p1	XM_003719667.1.p1
OG0005929	XM_001590476.1.p1	XM_003714361.1.p1
OG0005930	XM_001590445.1.p1	XM_003720242.1.p1
OG0005931	XM_001590432.1.p1	XM_003717706.1.p1
OG0005932	XM_001590417.1.p1	XM_003720296.1.p1
OG0005934	XM_001590415.1.p1	XM_003716619.1.p1
OG0005936	XM_001590351.1.p1	XM_003720364.1.p1
OG0005937	XM_001595557.1.p1	XM_003719557.1.p1
OG0005939	XM_001595541.1.p1	XM_003720259.1.p1
OG0005940	XM_001595538.1.p1	XM_003719636.1.p1
OG0005941	XM_001595517.1.p1	XM_003717695.1.p1
OG0005942	XM_001595514.1.p1	XM_003712566.1.p1
OG0005943	XM_001595507.1.p1	XM_003719245.1.p1
OG0005944	XM_001595486.1.p1	XM_003720404.1.p1
OG0005945	XM_001590563.1.p1	XM_003720356.1.p1
OG0005946	XM_001590569.1.p1	XM_003719617.1.p1
OG0005947	XM_001590626.1.p1	XM_003714371.1.p1
OG0005948	XM_001590645.1.p1	XM_003716884.1.p1
OG0005950	XM_001590679.1.p1	XM_003715215.1.p1
OG0005951	XM_001584915.1.p1	XM_003714303.1.p1
OG0005952	XM_001584914.1.p1	XM_003714302.1.p1
OG0005953	XM_001584896.1.p1	XM_003720212.1.p1
OG0005954	XM_001590821.1.p1	XM_003711841.1.p1
OG0005955	XM_001591035.1.p1	XM_003714995.1.p1
OG0005956	XM_001591025.1.p1	XM_003715516.1.p1
OG0005957	XM_001590975.1.p1	XM_003711012.1.p1
OG0005958	XM_001590970.1.p1	XM_003717047.1.p1
OG0005959	XM_001590963.1.p1	XM_003716058.1.p1
OG0005960	XM_001590955.1.p1	XM_003709352.1.p1
OG0005961	XM_001590944.1.p1	XM_003709348.1.p1
OG0005962	XM_001590942.1.p1	XM_003709349.1.p1
OG0005963	XM_001590939.1.p1	XM_003714484.1.p1
OG0005965	XM_001590932.1.p1	XM_003714666.1.p1
OG0005966	XM_001590864.1.p1	XM_003718488.1.p1
OG0005967	XM_001590865.1.p1	XM_003718486.1.p1
OG0005968	XM_001590878.1.p1	XM_003710402.1.p1
OG0005969	XM_001590882.1.p1	XM_003710085.1.p1
OG0005970	XM_001596944.1.p1	XM_003712634.1.p1
OG0005971	XM_001596946.1.p1	XM_003712643.1.p1
OG0005972	XM_001596966.1.p1	XM_003710495.1.p1
OG0005973	XM_001596967.1.p1	XM_003711639.1.p1
OG0005974	XM_001592474.1.p1	XM_003712652.1.p1
OG0005975	XM_001592462.1.p1	XM_003710491.1.p1
OG0005976	XM_001592447.1.p1	XM_003711004.1.p1
OG0005977	XM_001592442.1.p1	XM_003712656.1.p1
OG0005978	XM_001592425.1.p1	XM_003713487.1.p1
OG0005979	XM_001592429.1.p1	XM_003713714.1.p1
OG0005980	XM_001592402.1.p1	XM_003709926.1.p1
OG0005981	XM_001592398.1.p1	XM_003713501.1.p1
OG0005982	XM_001592393.1.p1	XM_003714135.1.p1
OG0005983	XM_001592389.1.p1	XM_003714139.1.p1
OG0005985	XM_001592368.1.p1	XM_003709233.1.p1
OG0005986	XM_001592366.1.p1	XM_003709231.1.p1
OG0005988	XM_001592357.1.p1	XM_003709225.1.p1
OG0005989	XM_001592354.1.p1	XM_003709223.1.p1
OG0005990	XM_001592344.1.p1	XM_003712181.1.p1
OG0005991	XM_001592330.1.p1	XM_003713564.1.p1
OG0005992	XM_001597705.1.p1	XM_003714807.1.p1
OG0005994	XM_001597734.1.p1	XM_003709392.1.p1
OG0005995	XM_001597743.1.p1	XM_003716678.1.p1
OG0005997	XM_001597763.1.p1	XM_003715095.1.p1
OG0005998	XM_001589174.1.p1	XM_003720504.1.p1
OG0005999	XM_001589183.1.p1	XM_003716523.1.p1
OG0006000	XM_001589191.1.p1	XM_003718904.1.p1
OG0006001	XM_001588937.1.p1	XM_003714406.1.p1
OG0006004	XM_001597809.1.p1	XM_003716684.1.p1
OG0006005	XM_001597826.1.p1	XM_003716783.1.p1
OG0006006	XM_001597828.1.p1	XM_003716782.1.p1
OG0006007	XM_001588944.1.p1	XM_003717154.1.p1
OG0006008	XM_001589238.1.p1	XM_003714810.1.p1
OG0006009	XM_001597390.1.p1	XM_003709679.1.p1
OG0006010	XM_001597389.1.p1	XM_003719900.1.p1
OG0006011	XM_001597360.1.p1	XM_003717831.1.p1
OG0006012	XM_001597353.1.p1	XM_003716705.1.p1
OG0006013	XM_001597346.1.p1	XM_003714346.1.p1
OG0006014	XM_001597613.1.p1	XM_003716044.1.p1
OG0006015	XM_001597602.1.p1	XM_003713449.1.p1
OG0006016	XM_001597601.1.p1	XM_003713656.1.p1
OG0006017	XM_001597594.1.p1	XM_003710567.1.p1
OG0006018	XM_001597591.1.p1	XM_003718949.1.p1
OG0006019	XM_001597577.1.p1	XM_003718896.1.p1
OG0006020	XM_001597575.1.p1	XM_003714514.1.p1
OG0006021	XM_001597574.1.p1	XM_003714515.1.p1
OG0006022	XM_001597563.1.p1	XM_003712008.1.p1
OG0006025	XM_001597425.1.p1	XM_003715647.1.p1
OG0006026	XM_001596695.1.p1	XM_003710626.1.p1
OG0006027	XM_001596675.1.p1	XM_003718462.1.p1
OG0006028	XM_001596674.1.p1	XM_003715562.1.p1
OG0006029	XM_001596673.1.p1	XM_003718318.1.p1
OG0006030	XM_001596670.1.p1	XM_003714149.1.p1
OG0006031	XM_001596523.1.p1	XM_003716122.1.p1
OG0006032	XM_001589606.1.p1	XM_003720833.1.p1
OG0006033	XM_001589608.1.p1	XM_003714372.1.p1
OG0006034	XM_001589620.1.p1	XM_016990482.1.p1
OG0006035	XM_001589594.1.p1	XM_003714292.1.p1
OG0006037	XM_001589591.1.p1	XM_003712089.1.p1
OG0006038	XM_001589568.1.p1	XM_003711553.1.p1
OG0006039	XM_001596514.1.p1	XM_003717397.1.p1
OG0006040	XM_001596508.1.p1	XM_003712044.1.p1
OG0006041	XM_001598411.1.p1	XM_003711296.1.p1
OG0006043	XM_001598386.1.p1	XM_003712708.1.p1
OG0006044	XM_001598382.1.p1	XM_003712766.1.p1
OG0006045	XM_001598380.1.p1	XM_003715060.1.p1
OG0006047	XM_001598625.1.p1	XM_003709538.1.p1
OG0006048	XM_001598648.1.p1	XM_003711308.1.p1
OG0006049	XM_001598664.1.p1	XM_003709310.1.p1
OG0006050	XM_001598669.1.p1	XM_003709313.1.p1
OG0006051	XM_001598701.1.p1	XM_003711126.1.p1
OG0006052	XM_001588503.1.p1	XM_003716627.1.p1
OG0006056	XM_001587096.1.p1	XM_003716106.1.p1
OG0006057	XM_001587101.1.p1	XM_003716086.1.p1
OG0006058	XM_001587106.1.p1	XM_003709642.1.p1
OG0006060	XM_001587130.1.p1	XM_003720577.1.p1
OG0006061	XM_001587135.1.p1	XM_003709323.1.p1
OG0006063	XM_001587137.1.p1	XM_003709151.1.p1
OG0006064	XM_001587143.1.p1	XM_003709149.1.p1
OG0006065	XM_001587157.1.p1	XM_003713591.1.p1
OG0006066	XM_001587158.1.p1	XM_003713523.1.p1
OG0006067	XM_001587173.1.p1	XM_003716138.1.p1
OG0006068	XM_001587181.1.p1	XM_003716135.1.p1
OG0006069	XM_001592799.1.p1	XM_003715786.1.p1
OG0006070	XM_001593194.1.p1	XM_003714240.1.p1
OG0006071	XM_001593174.1.p1	XM_003709086.1.p1
OG0006072	XM_001593170.1.p1	XM_003714206.1.p1
OG0006073	XM_001593167.1.p1	XM_003713847.1.p1
OG0006074	XM_001593163.1.p1	XM_003716223.1.p1
OG0006075	XM_001593134.1.p1	XM_003719864.1.p1
OG0006076	XM_001593133.1.p1	XM_003719868.1.p1
OG0006077	XM_001593131.1.p1	XM_003719867.1.p1
OG0006078	XM_001593107.1.p1	XM_003709645.1.p1
OG0006079	XM_001593105.1.p1	XM_003719775.1.p1
OG0006080	XM_001593103.1.p1	XM_003719773.1.p1
OG0006081	XM_001593101.1.p1	XM_003713918.1.p1
OG0006082	XM_001593078.1.p1	XM_003711346.1.p1
OG0006083	XM_001593059.1.p1	XM_003714831.1.p1
OG0006084	XM_001593044.1.p1	XM_003716128.1.p1
OG0006085	XM_001593042.1.p1	XM_003716130.1.p1
OG0006086	XM_001593037.1.p1	XM_003714070.1.p1
OG0006087	XM_001593033.1.p1	XM_003714095.1.p1
OG0006088	XM_001593031.1.p1	XM_003716241.1.p1
OG0006089	XM_001592784.1.p1	XM_003709681.1.p1
OG0006090	XM_001592927.1.p1	XM_003714154.1.p1
OG0006091	XM_001592922.1.p1	XM_003718287.1.p1
OG0006093	XM_001592871.1.p1	XM_003714056.1.p2
OG0006094	XM_001592909.1.p1	XM_003714757.1.p1
OG0006095	XM_001589461.1.p1	XM_003713617.1.p2
OG0006096	XM_001589455.1.p1	XM_003718926.1.p1
OG0006097	XM_001589422.1.p1	XM_003713985.1.p3
OG0006098	XM_001589407.1.p1	XM_016990456.1.p1
OG0006099	XM_001589385.1.p1	XM_003720644.1.p1
OG0006100	XM_001589384.1.p1	XM_003720621.1.p1
OG0006102	XM_001596384.1.p1	XM_003709810.1.p1
OG0006103	XM_001596383.1.p1	XM_003713601.1.p1
OG0006104	XM_001596381.1.p1	XM_003717949.1.p1
OG0006105	XM_001596350.1.p1	XM_003714961.1.p1
OG0006106	XM_001596324.1.p1	XM_003714695.1.p1
OG0006107	XM_001596313.1.p1	XM_003716119.1.p1
OG0006108	XM_001596311.1.p1	XM_003714496.1.p1
OG0006109	XM_001596307.1.p1	XM_003714338.1.p1
OG0006110	XM_001596303.1.p1	XM_003720636.1.p1
OG0006111	XM_001596287.1.p1	XM_003720813.1.p1
OG0006113	XM_001596274.1.p1	XM_003718929.1.p1
OG0006114	XM_001596267.1.p1	XM_003714494.1.p1
OG0006115	XM_001596266.1.p1	XM_003714495.1.p1
OG0006116	XM_001596265.1.p1	XM_003713602.1.p1
OG0006117	XM_001596264.1.p1	XM_003714489.1.p1
OG0006118	XM_001596259.1.p1	XM_003709813.1.p1
OG0006119	XM_001596257.1.p1	XM_003709815.1.p1
OG0006120	XM_001589698.1.p1	XM_003715408.1.p1
OG0006121	XM_001598554.1.p1	XM_003718229.1.p1
OG0006122	XM_001598582.1.p1	XM_003715089.1.p1
OG0006123	XM_001598580.1.p1	XM_003711290.1.p1
OG0006124	XM_001598357.1.p1	XM_003709113.1.p1
OG0006125	XM_001598356.1.p1	XM_003709662.1.p1
OG0006126	XM_001598336.1.p1	XM_003721313.1.p1
OG0006127	XM_001598341.1.p1	XM_003714183.1.p1
OG0006128	XM_001598343.1.p1	XM_003714177.1.p1
OG0006129	XM_001598318.1.p1	XM_003719901.1.p1
OG0006130	XM_001598303.1.p1	XM_003711397.1.p1
OG0006131	XM_001598302.1.p1	XM_003711396.1.p1
OG0006132	XM_001598300.1.p1	XM_003711394.1.p1
OG0006133	XM_001598295.1.p1	XM_003713827.1.p1
OG0006135	XM_001598261.1.p1	XM_003709652.1.p1
OG0006136	XM_001598244.1.p1	XM_003709120.1.p1
OG0006137	XM_001598260.1.p1	XM_003719604.1.p1
OG0006138	XM_001598204.1.p1	XM_003712188.1.p1
OG0006139	XM_001598193.1.p1	XM_003717894.1.p1
OG0006140	XM_001598187.1.p1	XM_003714244.1.p1
OG0006142	XM_001598166.1.p1	XM_003713832.1.p1
OG0006143	XM_001598161.1.p1	XM_003715074.1.p1
OG0006145	XM_001598138.1.p1	XM_003714901.1.p1
OG0006147	XM_001598124.1.p1	XM_003713789.1.p1
OG0006148	XM_001598123.1.p1	XM_003713788.1.p1
OG0006149	XM_001598098.1.p1	XM_003717268.1.p1
OG0006150	XM_001598088.1.p1	XM_003719567.1.p1
OG0006152	XM_001594882.1.p1	XM_003717534.1.p1
OG0006153	XM_001594878.1.p1	XM_003714902.1.p1
OG0006155	XM_001594868.1.p1	XM_003720052.1.p1
OG0006156	XM_001594842.1.p1	XM_003709822.1.p1
OG0006157	XM_001594822.1.p1	XM_003713427.1.p1
OG0006158	XM_001594813.1.p1	XM_003719423.1.p1
OG0006159	XM_001594811.1.p1	XM_003710617.1.p1
OG0006161	XM_001594803.1.p1	XM_003718305.1.p1
OG0006162	XM_001594791.1.p1	XM_003717406.1.p1
OG0006163	XM_001594777.1.p1	XM_003714147.1.p1
OG0006164	XM_001594771.1.p1	XM_003712533.1.p1
OG0006165	XM_001594767.1.p1	XM_003718578.1.p1
OG0006166	XM_001594756.1.p1	XM_003720209.1.p1
OG0006167	XM_001594884.1.p1	XM_003717404.1.p1
OG0006168	XM_001594365.1.p1	XM_003710957.1.p1
OG0006169	XM_001594368.1.p1	XM_003713671.1.p1
OG0006170	XM_001594297.1.p1	XM_003712871.1.p1
OG0006171	XM_001594300.1.p1	XM_003717537.1.p1
OG0006172	XM_001594307.1.p1	XM_003709876.1.p1
OG0006173	XM_001594326.1.p1	XM_003714351.1.p1
OG0006174	XM_001594357.1.p1	XM_003714692.1.p1
OG0006175	XM_001594247.1.p1	XM_003716267.1.p1
OG0006176	XM_001594187.1.p1	XM_003714555.1.p1
OG0006177	XM_001594216.1.p1	XM_003712616.1.p1
OG0006178	XM_001594219.1.p1	XM_003708820.1.p1
OG0006179	XM_001586057.1.p1	XM_003710499.1.p1
OG0006181	XM_001594659.1.p1	XM_003714576.1.p1
OG0006182	XM_001594632.1.p1	XM_003710881.1.p1
OG0006183	XM_001594625.1.p1	XM_003718572.1.p1
OG0006185	XM_001594622.1.p1	XM_003718338.1.p1
OG0006186	XM_001594608.1.p1	XM_003718583.1.p1
OG0006187	XM_001594599.1.p1	XM_003718459.1.p1
OG0006188	XM_001594588.1.p1	XM_003713462.1.p2
OG0006190	XM_001594576.1.p1	XM_003713457.1.p1
OG0006191	XM_001594574.1.p1	XM_003713445.1.p1
OG0006193	XM_001594547.1.p1	XM_003714517.1.p2
OG0006194	XM_001589473.1.p1	XM_003712898.1.p1
OG0006195	XM_001585967.1.p1	XM_003714776.1.p1
OG0006196	XM_001592890.1.p1, XM_001585962.1.p1	XM_003711011.1.p1
OG0006197	XM_001585938.1.p1	XM_003711945.1.p1
OG0006198	XM_001585904.1.p1	XM_003720667.1.p1
OG0006200	XM_001585895.1.p1	XM_003720708.1.p1
OG0006201	XM_001585896.1.p1	XM_003720709.1.p1
OG0006202	XM_001585849.1.p1	XM_003715404.1.p1
OG0006203	XM_001585836.1.p1	XM_003714000.1.p1
OG0006204	XM_001585843.1.p1	XM_003714002.1.p1
OG0006205	XM_001585832.1.p1	XM_003718314.1.p1
OG0006206	XM_001585817.1.p1	XM_003720405.1.p1
OG0006208	XM_001585986.1.p1	XM_003718704.1.p1
OG0006209	XM_001586012.1.p1	XM_003716258.1.p1
OG0006210	XM_001586035.1.p1	XM_003720976.1.p1
OG0006211	XM_001594135.1.p1	XM_003720843.1.p1
OG0006212	XM_001594139.1.p1	XM_003716113.1.p1
OG0006213	XM_001594181.1.p1	XM_003715453.1.p1
OG0006214	XM_001594952.1.p1	XM_003714558.1.p1
OG0006215	XM_001594951.1.p1	XM_003713514.1.p1
OG0006216	XM_001594941.1.p1	XM_003713429.1.p1
OG0006218	XM_001594906.1.p1	XM_003710497.1.p1
OG0006219	XM_001594285.1.p1	XM_003710942.1.p1
OG0006220	XM_001594294.1.p1	XM_003710412.1.p1
OG0006221	XM_001594369.1.p1	XM_003710828.1.p1
OG0006222	XM_001594377.1.p1	XM_003710003.1.p1
OG0006223	XM_001594393.1.p1	XM_003713959.1.p1
OG0006224	XM_001594398.1.p1	XM_003710023.1.p1
OG0006225	XM_001594404.1.p1	XM_003710027.1.p1
OG0006226	XM_001592158.1.p1	XM_003710882.1.p1
OG0006228	XM_001594438.1.p1	XM_003708847.1.p1
OG0006231	XM_001594463.1.p1	XM_003717253.1.p1
OG0006232	XM_001594456.1.p1	XM_003716179.1.p1
OG0006233	XM_001594468.1.p1	XM_003721111.1.p1
OG0006234	XM_001594477.1.p1	XM_003714329.1.p1
OG0006236	XM_001594489.1.p1	XM_003715410.1.p1
OG0006237	XM_001594490.1.p1	XM_003716265.1.p1
OG0006238	XM_001594494.1.p1	XM_003716266.1.p1
OG0006239	XM_001594498.1.p1	XM_003714007.1.p1
OG0006240	XM_001594502.1.p1	XM_003714006.1.p1
OG0006241	XM_001594537.1.p1	XM_003712558.1.p1
OG0006243	XM_001594545.1.p1	XM_003714552.1.p1
OG0006244	XM_001594552.1.p1	XM_003718512.1.p1
OG0006245	XM_001594556.1.p1	XM_003710358.1.p1
OG0006247	XM_001594593.1.p1	XM_003718453.1.p1
OG0006249	XM_001594620.1.p1	XM_003714174.1.p1
OG0006250	XM_001594657.1.p1	XM_003712621.1.p1
OG0006251	XM_001594664.1.p1	XM_003710013.1.p1
OG0006253	XM_001594198.1.p1	XM_003718377.1.p1
OG0006256	XM_001594250.1.p1	XM_003711732.1.p1
OG0006257	XM_001594322.1.p1	XM_003716080.1.p1
OG0006258	XM_001594356.1.p1	XM_003718732.1.p1
OG0006259	XM_001594366.1.p1	XM_003710973.1.p1
OG0006260	XM_001594361.1.p1	XM_003718456.1.p1
OG0006261	XM_001594888.1.p1	XM_003717521.1.p1
OG0006262	XM_001594770.1.p1	XM_003713452.1.p1
OG0006263	XM_001594786.1.p1	XM_003718382.1.p1
OG0006265	XM_001594819.1.p1	XM_003710832.1.p1
OG0006266	XM_001594823.1.p1	XM_003710924.1.p1
OG0006267	XM_001594866.1.p1	XM_003716227.1.p1
OG0006268	XM_001594741.1.p1	XM_003712244.1.p1
OG0006269	XM_001594748.1.p1	XM_003718981.1.p1
OG0006270	XM_001594751.1.p1	XM_003712867.1.p1
OG0006271	XM_001586184.1.p1	XM_003719207.1.p1
OG0006272	XM_001586188.1.p1	XM_003719222.1.p1
OG0006273	XM_001594702.1.p1	XM_003716157.1.p1
OG0006274	XM_001586282.1.p1	XM_003718339.1.p1
OG0006275	XM_001586275.1.p1	XM_003712619.1.p1
OG0006276	XM_001586273.1.p1	XM_003710553.1.p1
OG0006277	XM_001586238.1.p1	XM_003713702.1.p1
OG0006278	XM_001586231.1.p1	XM_003713693.1.p1
OG0006279	XM_001586209.1.p1	XM_003718355.1.p1
OG0006280	XM_001594718.1.p1	XM_003709816.1.p1
OG0006281	XM_001594708.1.p1	XM_003715749.1.p1
OG0006282	XM_001586172.1.p1	XM_003710583.1.p1
OG0006283	XM_001586146.1.p1	XM_003719031.1.p1
OG0006285	XM_001586133.1.p1	XM_003710397.1.p1
OG0006287	XM_001586071.1.p1	XM_003714553.1.p1
OG0006288	XM_001594686.1.p1	XM_003717901.1.p1
OG0006289	XM_001586309.1.p1	XM_003714318.1.p1
OG0006292	XM_001597220.1.p1	XM_003711401.1.p1
OG0006295	XM_001597289.1.p1	XM_003710962.1.p1
OG0006299	XM_001597423.1.p1	XM_003711038.1.p1
OG0006300	XM_001597526.1.p1	XM_003715508.1.p1
OG0006301	XM_001597542.1.p1	XM_003715512.1.p1
OG0006304	XM_001597578.1.p1	XM_003718899.1.p1
OG0006306	XM_001597350.1.p1	XM_003717828.1.p1
OG0006307	XM_001597369.1.p1	XM_003709664.1.p1
OG0006308	XM_001597377.1.p1	XM_003719776.1.p1
OG0006309	XM_001597382.1.p1	XM_003715365.1.p1
OG0006310	XM_001597391.1.p1	XM_003709658.1.p1
OG0006311	XM_001597399.1.p1	XM_003714273.1.p1
OG0006312	XM_001597403.1.p1	XM_003715360.1.p1
OG0006313	XM_001597405.1.p1	XM_003715359.1.p1
OG0006315	XM_001597499.1.p1	XM_003712250.1.p1
OG0006316	XM_001597489.1.p1	XM_003715113.1.p1
OG0006318	XM_001597467.1.p1	XM_003710866.1.p1
OG0006319	XM_001597457.1.p1	XM_003713362.1.p1
OG0006321	XM_001597449.1.p1	XM_003713400.1.p1
OG0006322	XM_001597445.1.p1	XM_003713396.1.p1
OG0006323	XM_001597198.1.p1	XM_003718480.1.p1
OG0006325	XM_001592137.1.p1	XM_003712815.1.p1
OG0006326	XM_001589153.1.p1	XM_003715249.1.p1
OG0006327	XM_001589152.1.p1	XM_003715292.1.p1
OG0006328	XM_001587854.1.p1	XM_003716478.1.p1
OG0006330	XM_001587806.1.p1	XM_003719389.1.p1
OG0006331	XM_001587804.1.p1	XM_003719396.1.p1
OG0006333	XM_001587819.1.p1	XM_003716413.1.p1
OG0006334	XM_001587758.1.p1	XM_003716349.1.p1
OG0006335	XM_001587765.1.p1	XM_003716341.1.p1
OG0006338	XM_001587738.1.p1	XM_003718077.1.p1
OG0006339	XM_001587729.1.p1	XM_003718044.1.p1
OG0006340	XM_001587706.1.p1	XM_003716324.1.p1
OG0006341	XM_001587704.1.p1	XM_003716323.1.p1
OG0006342	XM_001587693.1.p1	XM_003718037.1.p1
OG0006343	XM_001587686.1.p1	XM_003716309.1.p1
OG0006344	XM_001587675.1.p1	XM_003716315.1.p1
OG0006345	XM_001586950.1.p1	XM_003716337.1.p1
OG0006346	XM_001586949.1.p1	XM_003716335.1.p1
OG0006348	XM_001586895.1.p1	XM_003716498.1.p1
OG0006351	XM_001586886.1.p1	XM_003717976.1.p1
OG0006353	XM_001586881.1.p1	XM_003719957.1.p1
OG0006354	XM_001586878.1.p1	XM_003716512.1.p1
OG0006355	XM_001586863.1.p1	XM_003719431.1.p1
OG0006356	XM_001586856.1.p1	XM_003719991.1.p1
OG0006357	XM_001586841.1.p1	XM_003719436.1.p1
OG0006358	XM_001586813.1.p1	XM_003720119.1.p1
OG0006359	XM_001586802.1.p1	XM_003717984.1.p1
OG0006360	XM_001586801.1.p1	XM_003717982.1.p1
OG0006361	XM_001586779.1.p1	XM_003716592.1.p1
OG0006362	XM_001586780.1.p1	XM_003716591.1.p1
OG0006364	XM_001586736.1.p1	XM_003716613.1.p1
OG0006365	XM_001586718.1.p1	XM_003719380.1.p1
OG0006370	XM_001588465.1.p1	XM_003709114.1.p1
OG0006371	XM_001588470.1.p1	XM_003713135.1.p1
OG0006373	XM_001588493.1.p1	XM_003719904.1.p1
OG0006375	XM_001598685.1.p1	XM_003712508.1.p1
OG0006376	XM_001598686.1.p1	XM_003712511.1.p1
OG0006377	XM_001598689.1.p1	XM_003709312.1.p1
OG0006378	XM_001598666.1.p1	XM_003712507.1.p1
OG0006379	XM_001598655.1.p1	XM_003719878.1.p1
OG0006381	XM_001598628.1.p1	XM_003720121.1.p1
OG0006382	XM_001598597.1.p1	XM_003711319.1.p1
OG0006383	XM_001598384.1.p1	XM_003715090.1.p1
OG0006384	XM_001598399.1.p1	XM_003715048.1.p1
OG0006385	XM_001598412.1.p1	XM_003711297.1.p1
