Orthogroup	Sclerotinia_sclerotiorum	Fusarium_graminearum
OG0006183	XM_001594625.1.p1	XM_011322180.1.p1
OG0006185	XM_001594622.1.p1	XM_011322071.1.p1
OG0006186	XM_001594608.1.p1	XM_011322159.1.p1
OG0006187	XM_001594599.1.p1	XM_011318555.1.p1
OG0006188	XM_001594588.1.p1	XM_011318687.1.p1
OG0006190	XM_001594576.1.p1	XM_011318681.1.p1
OG0006191	XM_001594574.1.p1	XM_011318676.1.p1
OG0006193	XM_001594547.1.p1	XM_011328200.1.p1
OG0006195	XM_001585967.1.p1	XM_011320712.1.p1
OG0006197	XM_001585938.1.p1	XM_011326753.1.p1
OG0006198	XM_001585904.1.p1	XM_011321960.1.p1
OG0006200	XM_001585895.1.p1	XM_011321959.1.p1
OG0006201	XM_001585896.1.p1	XM_011321958.1.p1
OG0006202	XM_001585849.1.p1	XM_011318902.1.p1
OG0006203	XM_001585836.1.p1	XM_011318089.1.p1
OG0006204	XM_001585843.1.p1	XM_011318092.1.p1
OG0006205	XM_001585832.1.p1	XM_011330052.1.p1
OG0006206	XM_001585817.1.p1	XM_011324541.1.p1
OG0006208	XM_001585986.1.p1	XM_011318478.1.p1
OG0006209	XM_001586012.1.p1	XM_011321861.1.p1
OG0006210	XM_001586035.1.p1	XM_011321551.1.p1
OG0006211	XM_001594135.1.p1	XM_011321803.1.p1
OG0006212	XM_001594139.1.p1	XM_011321520.1.p1
OG0006213	XM_001594181.1.p1	XM_011330048.1.p1
OG0006214	XM_001594952.1.p1	XM_011318852.1.p1
OG0006215	XM_001594951.1.p1	XM_011328457.1.p1
OG0006216	XM_001594941.1.p1	XM_011318453.1.p1
OG0006218	XM_001594906.1.p1	XM_011317931.1.p1
OG0006219	XM_001594285.1.p1	XM_011328361.1.p1
OG0006220	XM_001594294.1.p1	XM_011322385.1.p1
OG0006221	XM_001594369.1.p1	XM_011318632.1.p1
OG0006222	XM_001594377.1.p1	XM_011328245.1.p1
OG0006223	XM_001594393.1.p1	XM_011323642.1.p1
OG0006224	XM_001594398.1.p1	XM_011318724.1.p1
OG0006225	XM_001594404.1.p1	XM_011318751.1.p1
OG0006228	XM_001594438.1.p1	XM_011317552.1.p1
OG0006231	XM_001594463.1.p1	XM_011325717.1.p1
OG0006232	XM_001594456.1.p1	XM_011317602.1.p1
OG0006233	XM_001594468.1.p1	XM_011321723.1.p1
OG0006234	XM_001594477.1.p1	XM_011329846.1.p1
OG0006235	XM_001594486.1.p1	XM_011322529.1.p1
OG0006236	XM_001594489.1.p1	XM_011317618.1.p1
OG0006237	XM_001594490.1.p1	XM_011318380.1.p1
OG0006238	XM_001594494.1.p1	XM_011318990.1.p1
OG0006239	XM_001594498.1.p1	XM_011318087.1.p1
OG0006240	XM_001594502.1.p1	XM_011318095.1.p1
OG0006241	XM_001594537.1.p1	XM_011317766.1.p1
OG0006243	XM_001594545.1.p1	XM_011318481.1.p1
OG0006244	XM_001594552.1.p1	XM_011328226.1.p1
OG0006245	XM_001594556.1.p1	XM_011324688.1.p1
OG0006247	XM_001594593.1.p1	XM_011328453.1.p1
OG0006248	XM_001594613.1.p1, XM_001594614.1.p1	XM_011322552.1.p1
OG0006249	XM_001594620.1.p1	XM_011329889.1.p1
OG0006250	XM_001594657.1.p1	XM_011317767.1.p1
OG0006251	XM_001594664.1.p1	XM_011318561.1.p1
OG0006253	XM_001594198.1.p1	XM_011324104.1.p1
OG0006254	XM_001594186.1.p1	XM_011318494.1.p1
OG0006255	XM_001594259.1.p1	XM_011328993.1.p1, XM_011324120.1.p1
OG0006256	XM_001594250.1.p1	XM_011329022.1.p1
OG0006257	XM_001594322.1.p1	XM_011319017.1.p1
OG0006258	XM_001594356.1.p1	XM_011322564.1.p1
OG0006259	XM_001594366.1.p1	XM_011328460.1.p1
OG0006260	XM_001594361.1.p1	XM_011328455.1.p1
OG0006261	XM_001594888.1.p1	XM_011322205.1.p1
OG0006263	XM_001594786.1.p1	XM_011329888.1.p1
OG0006264	XM_001594810.1.p1	XM_011319362.1.p1
OG0006265	XM_001594819.1.p1	XM_011318628.1.p1
OG0006266	XM_001594823.1.p1	XM_011322043.1.p1
OG0006267	XM_001594866.1.p1	XM_011317609.1.p1
OG0006268	XM_001594741.1.p1	XM_011330522.1.p1
OG0006269	XM_001594748.1.p1	XM_011329291.1.p1
OG0006270	XM_001594751.1.p1	XM_011318541.1.p1
OG0006271	XM_001586184.1.p1	XM_011329704.1.p1
OG0006272	XM_001586188.1.p1	XM_011325971.1.p1
OG0006273	XM_001594702.1.p1	XM_011330316.1.p1
OG0006274	XM_001586282.1.p1	XM_011322070.1.p1
OG0006275	XM_001586275.1.p1	XM_011317826.1.p1
OG0006276	XM_001586273.1.p1	XM_011317824.1.p1
OG0006277	XM_001586238.1.p1	XM_011317812.1.p1
OG0006278	XM_001586231.1.p1	XM_011317803.1.p1
OG0006279	XM_001586209.1.p1	XM_011322079.1.p1
OG0006280	XM_001594718.1.p1	XM_011328988.1.p1
OG0006281	XM_001594708.1.p1	XM_011329017.1.p1
OG0006283	XM_001586146.1.p1	XM_011329700.1.p1
OG0006285	XM_001586133.1.p1	XM_011325207.1.p1
OG0006287	XM_001586071.1.p1	XM_011318493.1.p1
OG0006288	XM_001594686.1.p1	XM_011330208.1.p1
OG0006289	XM_001586309.1.p1	XM_011329638.1.p1
OG0006292	XM_001597220.1.p1	XM_011326459.1.p1
OG0006295	XM_001597289.1.p1	XM_011326000.1.p1
OG0006299	XM_001597423.1.p1	XM_011326465.1.p1
OG0006300	XM_001597526.1.p1	XM_011328147.1.p1
OG0006301	XM_001597542.1.p1	XM_011326295.1.p1
OG0006304	XM_001597578.1.p1	XM_011328821.1.p1
OG0006306	XM_001597350.1.p1	XM_011327371.1.p1
OG0006307	XM_001597369.1.p1	XM_011327214.1.p1
OG0006308	XM_001597377.1.p1	XM_011326195.1.p1
OG0006309	XM_001597382.1.p1	XM_011318923.1.p1
OG0006310	XM_001597391.1.p1	XM_011318250.1.p1
OG0006311	XM_001597399.1.p1	XM_011319127.1.p1
OG0006312	XM_001597403.1.p1	XM_011318927.1.p1
OG0006313	XM_001597405.1.p1	XM_011318920.1.p1
OG0006315	XM_001597499.1.p1	XM_011330539.1.p1
OG0006316	XM_001597489.1.p1	XM_011328829.1.p1
OG0006318	XM_001597467.1.p1	XM_011318727.1.p1
OG0006319	XM_001597457.1.p1	XM_011318645.1.p1
OG0006321	XM_001597449.1.p1	XM_011317759.1.p1
OG0006322	XM_001597445.1.p1	XM_011317762.1.p1
OG0006323	XM_001597198.1.p1	XM_011325854.1.p1
OG0006326	XM_001589153.1.p1	XM_011326483.1.p1
OG0006327	XM_001589152.1.p1	XM_011329594.1.p1
OG0006328	XM_001587854.1.p1	XM_011329460.1.p1
OG0006330	XM_001587806.1.p1	XM_011327280.1.p1
OG0006331	XM_001587804.1.p1	XM_011327279.1.p1
OG0006333	XM_001587819.1.p1	XM_011329473.1.p1
OG0006334	XM_001587758.1.p1	XM_011329497.1.p1
OG0006335	XM_001587765.1.p1	XM_011329504.1.p1
OG0006338	XM_001587738.1.p1	XM_011328431.1.p1
OG0006339	XM_001587729.1.p1	XM_011326407.1.p1
OG0006340	XM_001587706.1.p1	XM_011326727.1.p1
OG0006341	XM_001587704.1.p1	XM_011326726.1.p1
OG0006342	XM_001587693.1.p1	XM_011326679.1.p1
OG0006343	XM_001587686.1.p1	XM_011326733.1.p1
OG0006344	XM_001587675.1.p1	XM_011326723.1.p1
OG0006345	XM_001586950.1.p1	XM_011330453.1.p1
OG0006346	XM_001586949.1.p1	XM_011329510.1.p1
OG0006347	XM_001586912.1.p1	XM_011321126.1.p1, XM_011324895.1.p1
OG0006348	XM_001586895.1.p1	XM_011327092.1.p1
OG0006350	XM_001586887.1.p1	XM_011320192.1.p1
OG0006351	XM_001586886.1.p1	XM_011328372.1.p1
OG0006353	XM_001586881.1.p1	XM_011320733.1.p1
OG0006354	XM_001586878.1.p1	XM_011326398.1.p1
OG0006355	XM_001586863.1.p1	XM_011326663.1.p1
OG0006356	XM_001586856.1.p1	XM_011326383.1.p1
OG0006357	XM_001586841.1.p1	XM_011327312.1.p1
OG0006358	XM_001586813.1.p1	XM_011323815.1.p1
OG0006359	XM_001586802.1.p1	XM_011317682.1.p1
OG0006360	XM_001586801.1.p1	XM_011320691.1.p1
OG0006361	XM_001586779.1.p1	XM_011326392.1.p1
OG0006362	XM_001586780.1.p1	XM_011324903.1.p1
OG0006364	XM_001586736.1.p1	XM_011317689.1.p1
OG0006365	XM_001586718.1.p1	XM_011327138.1.p1
OG0006368	XM_001586633.1.p1	XM_011317706.1.p1
OG0006370	XM_001588465.1.p1	XM_011319085.1.p1
OG0006371	XM_001588470.1.p1	XM_011323407.1.p1
OG0006373	XM_001588493.1.p1	XM_011325358.1.p1
OG0006375	XM_001598685.1.p1	XM_011320394.1.p1
OG0006376	XM_001598686.1.p1	XM_011320393.1.p1
OG0006377	XM_001598689.1.p1	XM_011326341.1.p1
OG0006378	XM_001598666.1.p1	XM_011323797.1.p1
OG0006379	XM_001598655.1.p1	XM_011319161.1.p1
OG0006381	XM_001598628.1.p1	XM_011321591.1.p1
OG0006382	XM_001598597.1.p1	XM_011325326.1.p1
OG0006383	XM_001598384.1.p1	XM_011325327.1.p1
OG0006384	XM_001598399.1.p1	XM_011328919.1.p1
OG0006385	XM_001598412.1.p1	XM_011328160.1.p1
OG0006386	XM_001598416.1.p1	XM_011325637.1.p1
OG0006389	XM_001598454.1.p1	XM_011328310.1.p1
OG0006391	XM_001598472.1.p1	XM_011325846.1.p1
OG0006392	XM_001598492.1.p1	XM_011325333.1.p1
OG0006393	XM_001598530.1.p1	XM_011328163.1.p1
OG0006395	XM_001598538.1.p1	XM_011324892.1.p1
OG0006396	XM_001598540.1.p1	XM_011328851.1.p1
OG0006397	XM_001598355.1.p1	XM_011318251.1.p1
OG0006398	XM_001598352.1.p1	XM_011321710.1.p1
OG0006399	XM_001598335.1.p1	XM_011324701.1.p1
OG0006400	XM_001598342.1.p1	XM_011321656.1.p1
OG0006401	XM_001598315.1.p1	XM_011318232.1.p1
OG0006402	XM_001598291.1.p1	XM_011320240.1.p1
OG0006403	XM_001598288.1.p1	XM_011330433.1.p1
OG0006404	XM_001598286.1.p1	XM_011327881.1.p1
OG0006405	XM_001598269.1.p1	XM_011328605.1.p1
OG0006406	XM_001598265.1.p1	XM_011330528.1.p1
OG0006407	XM_001598262.1.p1	XM_011328615.1.p1
OG0006409	XM_001598247.1.p1	XM_011325359.1.p1
OG0006410	XM_001598255.1.p1	XM_011319091.1.p1
OG0006411	XM_001598256.1.p1	XM_011319160.1.p1
OG0006412	XM_001598224.1.p1	XM_011322054.1.p1
OG0006413	XM_001598219.1.p1	XM_011322035.1.p1
OG0006414	XM_001598217.1.p1	XM_011326785.1.p1
OG0006415	XM_001598216.1.p1	XM_011326784.1.p1
OG0006416	XM_001598190.1.p1	XM_011329930.1.p1
OG0006417	XM_001598163.1.p1	XM_011328551.1.p1
OG0006418	XM_001598155.1.p1	XM_011320224.1.p1
OG0006419	XM_001598153.1.p1	XM_011321161.1.p1
OG0006420	XM_001598148.1.p1	XM_011323224.1.p1
OG0006421	XM_001598104.1.p1	XM_011329165.1.p1, XM_011329949.1.p2
OG0006422	XM_001598097.1.p1	XM_011320151.1.p1
OG0006423	XM_001598095.1.p1	XM_011328717.1.p1
OG0006424	XM_001598092.1.p1	XM_011328741.1.p1
OG0006425	XM_001598085.1.p1	XM_011328866.1.p1
OG0006426	XM_001598081.1.p1	XM_011328870.1.p1
OG0006427	XM_001598071.1.p1	XM_011327168.1.p1, XM_011326270.1.p1
OG0006429	XM_001598053.1.p1	XM_011328945.1.p1
OG0006430	XM_001598050.1.p1	XM_011320249.1.p1
OG0006431	XM_001598034.1.p1	XM_011321652.1.p1
OG0006432	XM_001597994.1.p1	XM_011325368.1.p1
OG0006433	XM_001597939.1.p1	XM_011328046.1.p1
OG0006434	XM_001597936.1.p1	XM_011323206.1.p1
OG0006436	XM_001597895.1.p1	XM_011320233.1.p1
OG0006437	XM_001597889.1.p1	XM_011320124.1.p1
OG0006438	XM_001597876.1.p1	XM_011328582.1.p1
OG0006439	XM_001597874.1.p1	XM_011328785.1.p1
OG0006440	XM_001597865.1.p1	XM_011323203.1.p1
OG0006441	XM_001585803.1.p1	XM_011328469.1.p1
OG0006442	XM_001585797.1.p1	XM_011325889.1.p1
OG0006443	XM_001585787.1.p1	XM_011329595.1.p1
OG0006444	XM_001585774.1.p1	XM_011329766.1.p1
OG0006445	XM_001585761.1.p1	XM_011319470.1.p1
OG0006448	XM_001585747.1.p1	XM_011327776.1.p1
OG0006449	XM_001585738.1.p1	XM_011319495.1.p1
OG0006450	XM_001585742.1.p1	XM_011323290.1.p1
OG0006451	XM_001585702.1.p1	XM_011318417.1.p1
OG0006452	XM_001585672.1.p1	XM_011325532.1.p1
OG0006454	XM_001585648.1.p1	XM_011328626.1.p1
OG0006456	XM_001590390.1.p1	XM_011320580.1.p1
OG0006457	XM_001590385.1.p1	XM_011320572.1.p1
OG0006458	XM_001590359.1.p1	XM_011320766.1.p1
OG0006459	XM_001595564.1.p1	XM_011320556.1.p1
OG0006460	XM_001595577.1.p1	XM_011320980.1.p1
OG0006461	XM_001588087.1.p1	XM_011320468.1.p1
OG0006462	XM_001588078.1.p1	XM_011320722.1.p1
OG0006463	XM_001588061.1.p1	XM_011321043.1.p1
OG0006464	XM_001588058.1.p1	XM_011320783.1.p1
OG0006466	XM_001588047.1.p1	XM_011320958.1.p1
OG0006467	XM_001588039.1.p1	XM_011320491.1.p1
OG0006468	XM_001588030.1.p1	XM_011320285.1.p1
OG0006469	XM_001595840.1.p1	XM_011321186.1.p1
OG0006470	XM_001595838.1.p1	XM_011321204.1.p1
OG0006471	XM_001595829.1.p1	XM_011321208.1.p1
OG0006472	XM_001595823.1.p1	XM_011321205.1.p1
OG0006473	XM_001595805.1.p1	XM_011322909.1.p1
OG0006474	XM_001595792.1.p1	XM_011319176.1.p1
OG0006476	XM_001595741.1.p1	XM_011323012.1.p1
OG0006477	XM_001595750.1.p1	XM_011327269.1.p1
OG0006478	XM_001595713.1.p1	XM_011320745.1.p1
OG0006479	XM_001595711.1.p1	XM_011320585.1.p1
OG0006481	XM_001595706.1.p1	XM_011320743.1.p1
OG0006482	XM_001595677.1.p1	XM_011320573.1.p1
OG0006483	XM_001595663.1.p1	XM_011320881.1.p1
OG0006486	XM_001595642.1.p1	XM_011330527.1.p1
OG0006487	XM_001595606.1.p1	XM_011318941.1.p1
OG0006488	XM_001588130.1.p1	XM_011321034.1.p1
OG0006490	XM_001588141.1.p1	XM_011320795.1.p1
OG0006491	XM_001588149.1.p1	XM_011320542.1.p1
OG0006493	XM_001588166.1.p1	XM_011321070.1.p1
OG0006494	XM_001588167.1.p1	XM_011327380.1.p1
OG0006496	XM_001588243.1.p1	XM_011318017.1.p1
OG0006497	XM_001588230.1.p1	XM_011319219.1.p1
OG0006499	XM_001588280.1.p1	XM_011320921.1.p1
OG0006500	XM_001588289.1.p1	XM_011320910.1.p1
OG0006502	XM_001588323.1.p1	XM_011320701.1.p1
OG0006503	XM_001588336.1.p1	XM_011322915.1.p1
OG0006504	XM_001588331.1.p1	XM_011326350.1.p1
OG0006505	XM_001588329.1.p1	XM_011322914.1.p1
OG0006506	XM_001588376.1.p1	XM_011319134.1.p1
OG0006508	XM_001588446.1.p1	XM_011325373.1.p1
OG0006509	XM_001588448.1.p1	XM_011325374.1.p1
OG0006511	XM_001592671.1.p1	XM_011318159.1.p1
OG0006512	XM_001592680.1.p1	XM_011330037.1.p1
OG0006513	XM_001592717.1.p1	XM_011318128.1.p1
OG0006514	XM_001592741.1.p1	XM_011326312.1.p1
OG0006515	XM_001592746.1.p1	XM_011323474.1.p1, XM_011317363.1.p1
OG0006516	XM_001592749.1.p1	XM_011321192.1.p1
OG0006517	XM_001593021.1.p1	XM_011318239.1.p1
OG0006518	XM_001593019.1.p1	XM_011322882.1.p1
OG0006519	XM_001592990.1.p1	XM_011318246.1.p1
OG0006520	XM_001592989.1.p1	XM_011322877.1.p1
OG0006522	XM_001596118.1.p1	XM_011325840.1.p1
OG0006523	XM_001592959.1.p1	XM_011320551.1.p1, XM_011317340.1.p1
OG0006524	XM_001592946.1.p1	XM_011325097.1.p1
OG0006525	XM_001592936.1.p1	XM_011319028.1.p1
OG0006526	XM_001592935.1.p1	XM_011319027.1.p1
OG0006528	XM_001592912.1.p1	XM_011322919.1.p1
OG0006529	XM_001592911.1.p1	XM_011322918.1.p1
OG0006530	XM_001592908.1.p1	XM_011322946.1.p1
OG0006531	XM_001592894.1.p1	XM_011318330.1.p1
OG0006533	XM_001592853.1.p1	XM_011318177.1.p1
OG0006534	XM_001592774.1.p1	XM_011317653.1.p1
OG0006535	XM_001592762.1.p1	XM_011318958.1.p1
OG0006536	XM_001593030.1.p1	XM_011318340.1.p1
OG0006537	XM_001585006.1.p1	XM_011317416.1.p1
OG0006538	XM_001593086.1.p1	XM_011328894.1.p1
OG0006539	XM_001593116.1.p1	XM_011318981.1.p1
OG0006541	XM_001593182.1.p1	XM_011330535.1.p1
OG0006542	XM_001593205.1.p1	XM_011318294.1.p1
OG0006543	XM_001593208.1.p1	XM_011325075.1.p1
OG0006544	XM_001593211.1.p1	XM_011325084.1.p1
OG0006545	XM_001593240.1.p1	XM_011323934.1.p1
OG0006546	XM_001593250.1.p1	XM_011330107.1.p1
OG0006547	XM_001593255.1.p1	XM_011318279.1.p1
OG0006548	XM_001587219.1.p1	XM_011330083.1.p1
OG0006551	XM_001587201.1.p1	XM_011322846.1.p1
OG0006552	XM_001587193.1.p1	XM_011321098.1.p1
OG0006553	XM_001587153.1.p1	XM_011327250.1.p1
OG0006554	XM_001587148.1.p1	XM_011327174.1.p1
OG0006555	XM_001587147.1.p1	XM_011327253.1.p1
OG0006556	XM_001587144.1.p1	XM_011327176.1.p1
OG0006557	XM_001587142.1.p1	XM_011327178.1.p1
OG0006559	XM_001587117.1.p1	XM_011325371.1.p1
OG0006560	XM_001587115.1.p1	XM_011327221.1.p1
OG0006561	XM_001587100.1.p1	XM_011318361.1.p1
OG0006563	XM_001593305.1.p1	XM_011318343.1.p1
OG0006564	XM_001593300.1.p1	XM_011330537.1.p1
OG0006565	XM_001593289.1.p1	XM_011330129.1.p1
OG0006566	XM_001587277.1.p1	XM_011328032.1.p1
OG0006567	XM_001587268.1.p1	XM_011325788.1.p1
OG0006568	XM_001587266.1.p1	XM_011325786.1.p1
OG0006569	XM_001587265.1.p1	XM_011325785.1.p1
OG0006570	XM_001587249.1.p1	XM_011318102.1.p1
OG0006571	XM_001587242.1.p1	XM_011318104.1.p1
OG0006573	XM_001587229.1.p1	XM_011318106.1.p1
OG0006575	XM_001593341.1.p1	XM_011318120.1.p1
OG0006576	XM_001593347.1.p1	XM_011325380.1.p1
OG0006577	XM_001593351.1.p1	XM_011323557.1.p1
OG0006578	XM_001593323.1.p1	XM_011330141.1.p1
OG0006579	XM_001587068.1.p1	XM_011318166.1.p1
OG0006580	XM_001587067.1.p1	XM_011317627.1.p1
OG0006581	XM_001587027.1.p1	XM_011317640.1.p1
OG0006582	XM_001587026.1.p1	XM_011330318.1.p1
OG0006583	XM_001587005.1.p1	XM_011320424.1.p1
OG0006584	XM_001586999.1.p1	XM_011318210.1.p1
OG0006585	XM_001586974.1.p1	XM_011319004.1.p1
OG0006586	XM_001586960.1.p1	XM_011324024.1.p1, XM_011324110.1.p1
OG0006587	XM_001586961.1.p1	XM_011328760.1.p1
OG0006588	XM_001589509.1.p1	XM_011321796.1.p1
OG0006589	XM_001589490.1.p1	XM_011318066.1.p1
OG0006591	XM_001589446.1.p1	XM_011324219.1.p1
OG0006592	XM_001589420.1.p1	XM_011323056.1.p1
OG0006593	XM_001589419.1.p1	XM_011323057.1.p1
OG0006594	XM_001589391.1.p1	XM_011317604.1.p1
OG0006595	XM_001589371.1.p1	XM_011326278.1.p1
OG0006596	XM_001596374.1.p1	XM_011328994.1.p1
OG0006597	XM_001596339.1.p1	XM_011318287.1.p1
OG0006599	XM_001589706.1.p1	XM_011318894.1.p1
OG0006600	XM_001589684.1.p1	XM_011321950.1.p1
OG0006601	XM_001589678.1.p1	XM_011330007.1.p1
OG0006602	XM_001596604.1.p1	XM_011328824.1.p1
OG0006603	XM_001596603.1.p1	XM_011328203.1.p1
OG0006604	XM_001596583.1.p1	XM_011329292.1.p1
OG0006605	XM_001596574.1.p1	XM_011317960.1.p1
OG0006606	XM_001596540.1.p1	XM_011317774.1.p1
OG0006608	XM_001596633.1.p1	XM_011329708.1.p1
OG0006610	XM_001596628.1.p1	XM_011317817.1.p1
OG0006612	XM_001596621.1.p1	XM_011322174.1.p1
OG0006613	XM_001596417.1.p1	XM_011322997.1.p1
OG0006614	XM_001596445.1.p1	XM_011329579.1.p1
OG0006615	XM_001596499.1.p1	XM_011317480.1.p1
OG0006616	XM_001596507.1.p1	XM_011329936.1.p1
OG0006617	XM_001589587.1.p1	XM_011330023.1.p1
OG0006618	XM_001589595.1.p1	XM_011321835.1.p1
OG0006619	XM_001589599.1.p1	XM_011319524.1.p1
OG0006620	XM_001589624.1.p1	XM_011321612.1.p1
OG0006621	XM_001589533.1.p1	XM_011319002.1.p1
OG0006622	XM_001596532.1.p1	XM_011318531.1.p1
OG0006623	XM_001596651.1.p1	XM_011327847.1.p1
OG0006624	XM_001596658.1.p1	XM_011325315.1.p1
OG0006625	XM_001596665.1.p1	XM_011325311.1.p1
OG0006626	XM_001596666.1.p1	XM_011325310.1.p1
OG0006627	XM_001596691.1.p1	XM_011318522.1.p1
OG0006629	XM_001596709.1.p1	XM_011328447.1.p1
OG0006630	XM_001584715.1.p1	XM_011317901.1.p1
OG0006631	XM_001584728.1.p1	XM_011318510.1.p1
OG0006632	XM_001584744.1.p1	XM_011328223.1.p1
OG0006633	XM_001584764.1.p1	XM_011326031.1.p1
OG0006635	XM_001584776.1.p1	XM_011318505.1.p1
OG0006636	XM_001584781.1.p1	XM_011328185.1.p1
OG0006637	XM_001596815.1.p1	XM_011328903.1.p1
OG0006638	XM_001596801.1.p1	XM_011328911.1.p1
OG0006639	XM_001596775.1.p1	XM_011325277.1.p1
OG0006641	XM_001596763.1.p1	XM_011325301.1.p1
OG0006642	XM_001596737.1.p1	XM_011329643.1.p1
OG0006643	XM_001596716.1.p1	XM_011329772.1.p1
OG0006644	XM_001587998.1.p1	XM_011330463.1.p1
OG0006645	XM_001587991.1.p1	XM_011327105.1.p1
OG0006646	XM_001587973.1.p1	XM_011327340.1.p1
OG0006647	XM_001587953.1.p1	XM_011328027.1.p1
OG0006648	XM_001587907.1.p1	XM_011329465.1.p1
OG0006649	XM_001597631.1.p1	XM_011319505.1.p1
OG0006650	XM_001597637.1.p1	XM_011326536.1.p1
OG0006651	XM_001597643.1.p1	XM_011319502.1.p1
OG0006653	XM_001597092.1.p1	XM_011319522.1.p1
OG0006655	XM_001597095.1.p1	XM_011326540.1.p1
OG0006656	XM_001597102.1.p1	XM_011326539.1.p1
OG0006657	XM_001589237.1.p1	XM_011327802.1.p1
OG0006658	XM_001597829.1.p1	XM_011326588.1.p1
OG0006659	XM_001597807.1.p1	XM_011319148.1.p1
OG0006660	XM_001589196.1.p1	XM_011323908.1.p1
OG0006662	XM_001589180.1.p1	XM_011317883.1.p1
OG0006663	XM_001597749.1.p1	XM_011318642.1.p1
OG0006664	XM_001597740.1.p1	XM_011327211.1.p1
OG0006665	XM_001597738.1.p1	XM_011323760.1.p1
OG0006667	XM_001597671.1.p1	XM_011329580.1.p1
OG0006668	XM_001597659.1.p1	XM_011325521.1.p1
OG0006670	XM_001592119.1.p1	XM_011327880.1.p1
OG0006671	XM_001592129.1.p1	XM_011319394.1.p1
OG0006672	XM_001589250.1.p1	XM_011329685.1.p1
OG0006673	XM_001589290.1.p1	XM_011325319.1.p1
OG0006674	XM_001589303.1.p1	XM_011318513.1.p1
OG0006675	XM_001589359.1.p1	XM_011326441.1.p1
OG0006676	XM_001589362.1.p1	XM_011328841.1.p1
OG0006677	XM_001589365.1.p1	XM_011326237.1.p1
OG0006680	XM_001588955.1.p1	XM_011327451.1.p1, XM_011326096.1.p1
OG0006681	XM_001589002.1.p1	XM_011328340.1.p1
OG0006682	XM_001589021.1.p1	XM_011319385.1.p1
OG0006684	XM_001589056.1.p1	XM_011329625.1.p1
OG0006685	XM_001589049.1.p1	XM_011328969.1.p1
OG0006686	XM_001589060.1.p1	XM_011325317.1.p1
OG0006687	XM_001589066.1.p1	XM_011325296.1.p1
OG0006688	XM_001589072.1.p1	XM_011325298.1.p1
OG0006689	XM_001592072.1.p1	XM_011321602.1.p1
OG0006690	XM_001592046.1.p1	XM_011327897.1.p1
OG0006692	XM_001586344.1.p1	XM_011325221.1.p1
OG0006693	XM_001586348.1.p1	XM_011325246.1.p1
OG0006694	XM_001586370.1.p1	XM_011319620.1.p1
OG0006695	XM_001586379.1.p1	XM_011323239.1.p1, XM_011322758.1.p1
OG0006696	XM_001586547.1.p1	XM_011319441.1.p1
OG0006697	XM_001586546.1.p1	XM_011319618.1.p1
OG0006698	XM_001586562.1.p1	XM_011319615.1.p1
OG0006699	XM_001586566.1.p1	XM_011325307.1.p1
OG0006700	XM_001595461.1.p1	XM_011330506.1.p1
OG0006701	XM_001595466.1.p1	XM_011321964.1.p1
OG0006702	XM_001595470.1.p1	XM_011321635.1.p1
OG0006703	XM_001595378.1.p1	XM_011327597.1.p1, XM_011330464.1.p1
OG0006704	XM_001595381.1.p1	XM_011321691.1.p1
OG0006705	XM_001595388.1.p1	XM_011321689.1.p1
OG0006706	XM_001595352.1.p1	XM_011325639.1.p1
OG0006707	XM_001595287.1.p1	XM_011328478.1.p1, XM_011321228.1.p1
OG0006708	XM_001595239.1.p1	XM_011321633.1.p1
OG0006709	XM_001595215.1.p1	XM_011328770.1.p1
OG0006711	XM_001595162.1.p1	XM_011324720.1.p1
OG0006712	XM_001595159.1.p1	XM_011324721.1.p1
OG0006713	XM_001595157.1.p1	XM_011321600.1.p1
OG0006714	XM_001595142.1.p1	XM_011317509.1.p1
OG0006715	XM_001595096.1.p1	XM_011330501.1.p1
OG0006716	XM_001595100.1.p1	XM_011321440.1.p1
OG0006719	XM_001595030.1.p1	XM_011321484.1.p1
OG0006720	XM_001595014.1.p1	XM_011320388.1.p1
OG0006721	XM_001595007.1.p1	XM_011328749.1.p1
OG0006723	XM_001594997.1.p1	XM_011326474.1.p1
OG0006724	XM_001587280.1.p1	XM_011326774.1.p1
OG0006725	XM_001587284.1.p1	XM_011324722.1.p1
OG0006726	XM_001587293.1.p1	XM_011321938.1.p1
OG0006727	XM_001587298.1.p1	XM_011321442.1.p1
OG0006729	XM_001587382.1.p1	XM_011330000.1.p1
OG0006730	XM_001587387.1.p1	XM_011321499.1.p1
OG0006732	XM_001587395.1.p1	XM_011320230.1.p1
OG0006733	XM_001587408.1.p1	XM_011330536.1.p1, XM_011319796.1.p1
OG0006734	XM_001587412.1.p1	XM_011324735.1.p1
OG0006736	XM_001587436.1.p1	XM_011325004.1.p1
OG0006737	XM_001587429.1.p1	XM_011328548.1.p1
OG0006738	XM_001587488.1.p1	XM_011328396.1.p1
OG0006739	XM_001587489.1.p1	XM_011328397.1.p1
OG0006740	XM_001587515.1.p1	XM_011328924.1.p1
OG0006741	XM_001587517.1.p1	XM_011326476.1.p1
OG0006742	XM_001587526.1.p1	XM_011328541.1.p1
OG0006744	XM_001587561.1.p1	XM_011321912.1.p1
OG0006745	XM_001587562.1.p1	XM_011321754.1.p1
OG0006746	XM_001587564.1.p1	XM_011323241.1.p1
OG0006747	XM_001587567.1.p1	XM_011325626.1.p1
