Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Colletotrichum_gloeosporioides_rna_prot
OG0004680	XM_001585959.1.p1	XM_045413619.1.p1, XM_045402580.1.p1, XM_045409778.1.p1
OG0004681	XM_001593454.1.p1	XM_045414090.1.p1, XM_045414417.1.p1
OG0004684	XM_001590385.1.p1	XM_045411896.1.p1
OG0004686	XM_001591515.1.p1	XM_045411507.1.p1
OG0004687	XM_001589917.1.p1	XM_045401617.1.p1
OG0004688	XM_001587725.1.p1	XM_045405687.1.p1
OG0004689	XM_001586964.1.p1	XM_045401300.1.p1
OG0004691	XM_001595340.1.p1	XM_045407359.1.p1
OG0004693	XM_001595792.1.p1	XM_045403783.1.p1
OG0004695	XM_001591098.1.p1	XM_045404158.1.p1
OG0004696	XM_001598818.1.p1	XM_045411859.1.p1
OG0004699	XM_001597622.1.p1	XM_045401381.1.p1
OG0004700	XM_001598244.1.p1	XM_045403706.1.p1
OG0004702	XM_001596317.1.p1	XM_045408107.1.p1
OG0004704	XM_001586799.1.p1	XM_045404463.1.p1
OG0004705	XM_001586209.1.p1	XM_045402734.1.p1
OG0004706	XM_001597372.1.p1	XM_045401549.1.p1
OG0004707	XM_001596944.1.p1	XM_045405883.1.p1
OG0004708	XM_001585371.1.p1	XM_045407717.1.p1
OG0004709	XM_001595801.1.p1	XM_045403359.1.p1
OG0004710	XM_001587044.1.p1	XM_045414521.1.p1, XM_045404826.1.p1, XM_045401001.1.p1, XM_045400855.1.p1
OG0004711	XM_001593314.1.p1	XM_045415080.1.p1
OG0004712	XM_001590344.1.p1	XM_045404913.1.p1
OG0004714	XM_001597441.1.p1	XM_045405324.1.p1
OG0004716	XM_001595381.1.p1	XM_045409347.1.p1
OG0004717	XM_001587620.1.p1	XM_045401884.1.p1
OG0004719	XM_001592763.1.p1	XM_045402203.1.p1
OG0004720	XM_001587944.1.p1	XM_045401651.1.p1
OG0004721	XM_001596035.1.p1	XM_045414679.1.p1
OG0004722	XM_001597403.1.p1	XM_045403617.1.p1
OG0004723	XM_001597649.1.p1	XM_045407977.1.p1
OG0004725	XM_001595677.1.p1	XM_045411895.1.p1
OG0004726	XM_001586763.1.p1	XM_045413439.1.p1, XM_045403169.1.p1
OG0004727	XM_001592866.1.p1	XM_045400573.1.p1
OG0004729	XM_001597708.1.p1	XM_045408015.1.p1
OG0004731	XM_001591751.1.p1	XM_045412863.1.p1
OG0004732	XM_001595013.1.p1	XM_045411472.1.p1
OG0004734	XM_001596062.1.p1	XM_045402846.1.p1
OG0004735	XM_001593205.1.p1	XM_045400304.1.p1
OG0004736	XM_001587712.1.p1	XM_045404553.1.p1
OG0004738	XM_001587309.1.p1	XM_045403502.1.p1
OG0004739	XM_001584754.1.p1	XM_045406448.1.p1
OG0004740	XM_001585816.1.p1	XM_045408911.1.p1
OG0004741	XM_001595485.1.p1	XM_045408838.1.p1, XM_045411390.1.p1
OG0004742	XM_001589721.1.p1	XM_045401223.1.p1, XM_045406096.1.p1
OG0004743	XM_001591172.1.p1	XM_045403517.1.p1
OG0004744	XM_001592431.1.p1	XM_045405888.1.p1
OG0004745	XM_001597868.1.p1	XM_045406277.1.p1
OG0004746	XM_001589060.1.p1	XM_045408903.1.p1
OG0004748	XM_001586802.1.p1	XM_045404468.1.p1
OG0004749	XM_001587488.1.p1	XM_045401555.1.p1
OG0004750	XM_001587489.1.p1	XM_045401554.1.p1
OG0004751	XM_001597489.1.p1	XM_045401657.1.p1
OG0004753	XM_001587303.1.p1	XM_045401885.1.p1
OG0004754	XM_001594796.1.p1	XM_045410223.1.p1
OG0004755	XM_001596142.1.p1	XM_045402678.1.p1
OG0004756	XM_001592198.1.p1	XM_045410193.1.p1
OG0004760	XM_001594945.1.p1	XM_045404241.1.p1
OG0004761	XM_001596803.1.p1	XM_045401564.1.p1
OG0004762	XM_001586434.1.p1	XM_045407757.1.p1
OG0004763	XM_001591755.1.p1	XM_045412864.1.p1
OG0004765	XM_001586800.1.p1	XM_045404464.1.p1
OG0004766	XM_001585737.1.p1	XM_045401929.1.p1
OG0004767	XM_001589238.1.p1	XM_045401920.1.p1
OG0004768	XM_001596532.1.p1	XM_045404934.1.p1
OG0004769	XM_001594747.1.p1	XM_045404116.1.p1
OG0004770	XM_001592170.1.p1	XM_045404102.1.p1
OG0004771	XM_001584715.1.p1	XM_045404164.1.p1
OG0004773	XM_001595879.1.p1	XM_045411596.1.p1
OG0004774	XM_001587032.1.p1	XM_045401303.1.p1, XM_045409722.1.p1
OG0004775	XM_001598495.1.p1	XM_045401708.1.p1
OG0004777	XM_001593590.1.p1	XM_045411664.1.p1, XM_045411078.1.p1
OG0004778	XM_001590701.1.p1	XM_045413139.1.p1
OG0004779	XM_001595788.1.p1	XM_045402314.1.p1
OG0004780	XM_001588075.1.p1	XM_045410888.1.p1
OG0004781	XM_001595000.1.p1	XM_045412099.1.p1
OG0004784	XM_001598891.1.p1	XM_045410014.1.p1
OG0004786	XM_001594669.1.p1	XM_045404143.1.p1
OG0004787	XM_001587968.1.p1	XM_045413037.1.p1
OG0004788	XM_001585716.1.p1	XM_045404360.1.p1
OG0004790	XM_001596633.1.p1, XM_001585229.1.p1	XM_045410375.1.p1
OG0004791	XM_001592990.1.p1	XM_045402405.1.p1
OG0004794	XM_001587177.1.p1	XM_045400191.1.p1
OG0004795	XM_001590243.1.p1	XM_045400987.1.p1
OG0004796	XM_001585160.1.p1	XM_045410363.1.p1, XM_045413167.1.p1
OG0004798	XM_001586255.1.p1	XM_045404857.1.p1
OG0004799	XM_001590024.1.p1	XM_045409465.1.p1
OG0004800	XM_001594771.1.p1	XM_045409687.1.p1
OG0004801	XM_001589355.1.p1	XM_045412411.1.p1
OG0004802	XM_001592171.1.p1	XM_045404091.1.p1
OG0004803	XM_001586131.1.p1	XM_045401171.1.p1
OG0004804	XM_001594305.1.p1	XM_045401256.1.p1
OG0004805	XM_001596722.1.p1	XM_045402069.1.p1
OG0004811	XM_001587136.1.p1	XM_045402378.1.p1
OG0004812	XM_001585205.1.p1	XM_045410039.1.p1, XM_045403239.1.p1
OG0004814	XM_001593134.1.p1	XM_045402232.1.p1
OG0004818	XM_001597707.1.p1	XM_045408016.1.p1
OG0004819	XM_001588733.1.p1	XM_045411192.1.p1
OG0004820	XM_001593081.1.p1	XM_045408032.1.p1
OG0004820	XM_001596486.1.p1	XM_045405070.1.p1
OG0004824	XM_001597272.1.p1	XM_045402569.1.p1, XM_045406812.1.p1, XM_045406863.1.p1, XM_045412904.1.p1
OG0004825	XM_001584628.1.p1, XM_001587037.1.p1	XM_045401337.1.p1
OG0004829	XM_001587093.1.p1	XM_045400164.1.p1
OG0004865	XM_001598642.1.p1	XM_045407380.1.p1
OG0004866	XM_001587318.1.p1	XM_045406222.1.p1
OG0004867	XM_001594541.1.p1	XM_045404779.1.p1
OG0004868	XM_001598356.1.p1	XM_045402409.1.p1
OG0004870	XM_001590745.1.p1	XM_045409505.1.p1
OG0004872	XM_001594143.1.p1	XM_045412388.1.p1
OG0004873	XM_001594456.1.p1	XM_045408954.1.p1
OG0004874	XM_001594466.1.p1	XM_045409176.1.p1
OG0004875	XM_001585278.1.p1	XM_045406662.1.p1
OG0004876	XM_001596307.1.p1	XM_045408083.1.p1
OG0004878	XM_001586977.1.p1, XM_001585105.1.p1	XM_045401746.1.p1, XM_045401147.1.p1, XM_045405146.1.p1
OG0004879	XM_001598288.1.p1	XM_045401140.1.p1
OG0004880	XM_001591808.1.p1	XM_045406671.1.p1
OG0004885	XM_001597967.1.p1	XM_045412083.1.p1
OG0004886	XM_001591262.1.p1	XM_045405642.1.p1
OG0004888	XM_001598153.1.p1	XM_045402572.1.p1
OG0004889	XM_001597502.1.p1	XM_045401402.1.p1
OG0004890	XM_001591014.1.p1	XM_045401578.1.p1
OG0004891	XM_001585636.1.p1	XM_045401796.1.p1
OG0004892	XM_001592549.1.p1	XM_045404663.1.p1
OG0004893	XM_001596801.1.p1	XM_045401802.1.p1
OG0004895	XM_001590690.1.p1	XM_045408950.1.p1
OG0004896	XM_001598582.1.p1	XM_045407679.1.p1
OG0004899	XM_001597646.1.p1	XM_045408898.1.p1
OG0004900	XM_001587456.1.p1	XM_045400180.1.p1
OG0004901	XM_001588982.1.p1	XM_045407799.1.p1
OG0004903	XM_001598859.1.p1	XM_045403491.1.p1
OG0004904	XM_001596831.1.p1	XM_045408070.1.p1
OG0004905	XM_001587265.1.p1	XM_045405944.1.p1
OG0004906	XM_001588654.1.p1	XM_045411900.1.p1
OG0004907	XM_001594537.1.p1	XM_045409677.1.p1
OG0004908	XM_001591298.1.p1	XM_045410081.1.p1
OG0004909	XM_001590878.1.p1	XM_045409466.1.p1
OG0004910	XM_001588931.1.p1	XM_045412850.1.p1
OG0004911	XM_001587143.1.p1	XM_045402875.1.p1
OG0004913	XM_001592811.1.p1	XM_045402167.1.p1
OG0004916	XM_001588582.1.p1	XM_045407548.1.p1
OG0004916	XM_001586591.1.p1	XM_045410341.1.p1
OG0004917	XM_001588661.1.p1	XM_045410938.1.p1
OG0004919	XM_001588364.1.p1	XM_045400499.1.p1, XM_045400500.1.p1
OG0004920	XM_001595292.1.p1	XM_045409083.1.p1
OG0004921	XM_001587734.1.p1	XM_045410013.1.p1
OG0004922	XM_001594910.1.p1	XM_045407314.1.p1
OG0004923	XM_001598411.1.p1	XM_045401737.1.p1
OG0004924	XM_001598762.1.p1	XM_045411753.1.p1
OG0004925	XM_001592240.1.p1	XM_045410227.1.p1
OG0004926	XM_001590219.1.p1	XM_045401738.1.p1
OG0004928	XM_001596072.1.p1	XM_045414771.1.p1
OG0004929	XM_001590277.1.p1	XM_045401665.1.p1
OG0004930	XM_001586582.1.p1	XM_045407760.1.p1
OG0004933	XM_001584692.1.p1	XM_045402306.1.p1
OG0004935	XM_001589183.1.p1	XM_045400351.1.p1
OG0004936	XM_001589784.1.p1	XM_045412576.1.p1
OG0004937	XM_001594959.1.p1	XM_045410546.1.p1
OG0004938	XM_001588392.1.p1	XM_045411623.1.p1, XM_045411622.1.p1
OG0004940	XM_001586995.1.p1	XM_045401291.1.p1
OG0004941	XM_001587179.1.p1	XM_045400282.1.p1
OG0004942	XM_001589541.1.p1	XM_045408706.1.p1
OG0004943	XM_001597901.1.p1	XM_045401790.1.p1
OG0004944	XM_001585965.1.p1	XM_045413670.1.p1
OG0004946	XM_001587780.1.p1	XM_045405445.1.p1
OG0004947	XM_001596946.1.p1	XM_045405892.1.p1
OG0004948	XM_001596537.1.p1	XM_045404717.1.p1
OG0004949	XM_001593502.1.p1	XM_045411435.1.p1
OG0004950	XM_001587201.1.p1	XM_045402593.1.p1
OG0004951	XM_001585137.1.p1	XM_045409732.1.p1
OG0004952	XM_001598627.1.p1	XM_045414904.1.p1
OG0004953	XM_001598193.1.p1	XM_045402647.1.p1
OG0004954	XM_001588612.1.p1	XM_045403610.1.p1
OG0004955	XM_001590795.1.p1	XM_045402047.1.p1
OG0004956	XM_001591920.1.p1	XM_045406616.1.p1
OG0004957	XM_001588031.1.p1	XM_045411773.1.p1
OG0004959	XM_001595188.1.p1	XM_045408815.1.p1
OG0004960	XM_001592302.1.p1	XM_045409656.1.p1
OG0004961	XM_001585456.1.p1	XM_045414480.1.p1
OG0004962	XM_001589167.1.p1	XM_045404300.1.p1
OG0004963	XM_001593883.1.p1	XM_045403660.1.p1
OG0004965	XM_001596387.1.p1	XM_045413540.1.p1, XM_045413541.1.p1
OG0004966	XM_001598140.1.p1	XM_045400312.1.p1
OG0004966	XM_001589421.1.p1	XM_045400603.1.p1
OG0004968	XM_001592331.1.p1	XM_045409650.1.p1
OG0004969	XM_001588604.1.p1	XM_045402206.1.p1
OG0004970	XM_001595924.1.p1	XM_045414677.1.p1
OG0004971	XM_001587268.1.p1	XM_045405947.1.p1
OG0004973	XM_001596888.1.p1	XM_045409772.1.p1
OG0004974	XM_001592316.1.p1	XM_045406181.1.p1, XM_045405757.1.p1
OG0004975	XM_001586422.1.p1	XM_045407821.1.p1
OG0004978	XM_001592708.1.p1	XM_045401191.1.p1, XM_045403832.1.p1
OG0004979	XM_001586523.1.p1	XM_045406049.1.p1
OG0004980	XM_001598541.1.p1	XM_045401772.1.p1
OG0004981	XM_001588323.1.p1	XM_045411886.1.p1
OG0004982	XM_001593366.1.p1	XM_045403678.1.p1, XM_045411343.1.p1
OG0004983	XM_001598896.1.p1	XM_045402215.1.p1
OG0004984	XM_001585383.1.p1	XM_045407779.1.p1
OG0004985	XM_001586780.1.p1	XM_045410685.1.p1
OG0004986	XM_001588717.1.p1	XM_045411849.1.p1
OG0004987	XM_001585398.1.p1	XM_045414316.1.p1, XM_045405797.1.p1, XM_045411035.1.p1
OG0004988	XM_001585266.1.p1	XM_045406658.1.p1
OG0004989	XM_001593560.1.p1	XM_045409139.1.p1
OG0004990	XM_001589538.1.p1	XM_045409183.1.p1
OG0004991	XM_001594106.1.p1	XM_045409130.1.p1
OG0004992	XM_001592912.1.p1	XM_045415454.1.p1
OG0004993	XM_001592762.1.p1	XM_045402440.1.p1
OG0004995	XM_001592222.1.p1	XM_045409859.1.p1
OG0004996	XM_001592513.1.p1	XM_045410173.1.p1
OG0004997	XM_001590872.1.p1	XM_045404582.1.p1
OG0004998	XM_001592693.1.p1	XM_045400392.1.p1
OG0004999	XM_001597452.1.p1	XM_045409663.1.p1
OG0005001	XM_001596657.1.p1	XM_045413314.1.p1
OG0005002	XM_001591554.1.p1	XM_045409694.1.p1
OG0005003	XM_001597902.1.p1	XM_045401784.1.p1
OG0005004	XM_001589174.1.p1	XM_045408555.1.p1
OG0005005	XM_001587681.1.p1	XM_045404546.1.p1
OG0005006	XM_001584538.1.p1	XM_045408024.1.p1
OG0005007	XM_001586754.1.p1	XM_045404476.1.p1
OG0005010	XM_001590960.1.p1	XM_045403543.1.p1
OG0005011	XM_001594409.1.p1	XM_045404745.1.p1
OG0005012	XM_001596481.1.p1	XM_045408757.1.p1
OG0005013	XM_001584590.1.p1	XM_045415414.1.p1
OG0005015	XM_001589963.1.p1	XM_045406214.1.p1
OG0005017	XM_001593759.1.p1	XM_045401466.1.p1
OG0005018	XM_001585043.1.p1	XM_045409521.1.p1
OG0005019	XM_001588018.1.p1	XM_045405658.1.p1
OG0005020	XM_001588550.1.p1	XM_045411336.1.p1
OG0005021	XM_001591905.1.p1	XM_045407437.1.p1
OG0005022	XM_001588627.1.p1	XM_045411330.1.p1
OG0005023	XM_001587534.1.p1	XM_045401862.1.p1
OG0005024	XM_001591662.1.p1	XM_045406154.1.p1
OG0005025	XM_001595361.1.p1	XM_045409350.1.p1
OG0005026	XM_001598273.1.p1	XM_045411838.1.p1
OG0005027	XM_001592834.1.p1	XM_045402163.1.p1
OG0005028	XM_001596626.1.p1	XM_045404866.1.p1
OG0005029	XM_001594308.1.p1	XM_045404936.1.p1
OG0005030	XM_001594462.1.p1	XM_045412370.1.p1
OG0005031	XM_001591562.1.p1	XM_045407397.1.p1
OG0005032	XM_001588205.1.p1	XM_045403327.1.p1
OG0005033	XM_001586448.1.p1	XM_045412840.1.p1
OG0005034	XM_001586730.1.p1	XM_045404384.1.p1
OG0005036	XM_001586781.1.p1	XM_045404535.1.p1
OG0005037	XM_001594882.1.p1	XM_045407128.1.p1
OG0005038	XM_001591848.1.p1	XM_045406677.1.p1
OG0005039	XM_001591457.1.p1	XM_045407892.1.p1
OG0005040	XM_001585164.1.p1	XM_045409419.1.p1
OG0005041	XM_001592199.1.p1	XM_045410192.1.p1
OG0005042	XM_001592614.1.p1	XM_045414747.1.p1
OG0005043	XM_001593528.1.p1	XM_045412780.1.p1
OG0005044	XM_001585814.1.p1	XM_045408293.1.p1, XM_045414855.1.p1
OG0005045	XM_001592676.1.p1	XM_045400397.1.p1
OG0005046	XM_001590561.1.p1	XM_045408406.1.p1
OG0005047	XM_001597964.1.p1	XM_045406286.1.p1
OG0005049	XM_001586575.1.p1	XM_045405068.1.p1
OG0005050	XM_001590406.1.p1	XM_045413945.1.p1
OG0005051	XM_001589419.1.p1	XM_045413286.1.p1
OG0005052	XM_001584952.1.p1	XM_045409572.1.p1
OG0005054	XM_001588448.1.p1	XM_045403453.1.p1
OG0005055	XM_001588571.1.p1	XM_045411253.1.p1
OG0005056	XM_001595726.1.p1	XM_045402304.1.p1
OG0005057	XM_001595429.1.p1	XM_045411980.1.p1
OG0005059	XM_001597185.1.p1	XM_045404828.1.p1
OG0005060	XM_001597462.1.p1	XM_045409868.1.p1
OG0005061	XM_001592810.1.p1	XM_045402166.1.p1
OG0005062	XM_001598824.1.p1	XM_045411858.1.p1
OG0005063	XM_001593685.1.p1	XM_045409213.1.p1
OG0005064	XM_001595162.1.p1	XM_045409371.1.p1
OG0005065	XM_001595426.1.p1	XM_045407936.1.p1
OG0005066	XM_001596966.1.p1	XM_045410218.1.p1, XM_045415435.1.p1
OG0005067	XM_001589813.1.p1	XM_045403476.1.p1
OG0005068	XM_001594681.1.p1	XM_045408236.1.p1, XM_045406343.1.p1
OG0005070	XM_001593761.1.p1	XM_045411282.1.p1
OG0005071	XM_001586356.1.p1	XM_045407076.1.p1
OG0005073	XM_001593864.1.p1	XM_045402274.1.p1
OG0005074	XM_001587686.1.p1	XM_045404541.1.p1
OG0005075	XM_001590481.1.p1	XM_045413177.1.p1
OG0005076	XM_001586546.1.p1	XM_045412806.1.p1
OG0005077	XM_001596870.1.p1	XM_045405899.1.p1
OG0005078	XM_001588813.1.p1	XM_045410787.1.p1
OG0005079	XM_001591974.1.p1	XM_045406706.1.p1
OG0005080	XM_001597083.1.p1	XM_045408889.1.p1
OG0005081	XM_001598790.1.p1	XM_045415328.1.p1
OG0005082	XM_001591915.1.p1	XM_045407742.1.p1
OG0005083	XM_001592043.1.p1, XM_001591297.1.p1	XM_045410408.1.p1, XM_045407165.1.p1
OG0005085	XM_001584902.1.p1	XM_045407064.1.p1
OG0005086	XM_001585503.1.p1	XM_045414616.1.p1
OG0005087	XM_001594186.1.p1	XM_045404232.1.p1
OG0005088	XM_001595549.1.p1	XM_045413999.1.p1
OG0005089	XM_001591547.1.p1	XM_045412648.1.p1
OG0005090	XM_001598456.1.p1	XM_045406087.1.p1
OG0005092	XM_001584596.1.p1	XM_045403366.1.p1
OG0005094	XM_001593992.1.p1	XM_045411447.1.p1
OG0005095	XM_001591259.1.p1	XM_045404500.1.p1
OG0005099	XM_001588672.1.p1	XM_045411904.1.p1
OG0005103	XM_001586112.1.p1, XM_001593743.1.p1	XM_045403886.1.p1, XM_045404456.1.p1, XM_045400767.1.p1, XM_045400740.1.p1, XM_045400766.1.p1
OG0005105	XM_001595092.1.p1	XM_045408878.1.p1
OG0005106	XM_001594872.1.p1	XM_045414251.1.p1
OG0005140	XM_001597876.1.p1	XM_045400911.1.p1
OG0005141	XM_001586472.1.p1	XM_045414281.1.p1, XM_045414970.1.p1
OG0005142	XM_001585803.1.p1	XM_045405046.1.p1
OG0005143	XM_001593507.1.p1	XM_045404974.1.p1, XM_045411367.1.p1
OG0005144	XM_001588036.1.p1	XM_045411505.1.p1
OG0005145	XM_001593647.1.p1	XM_045409290.1.p1
OG0005147	XM_001598269.1.p1	XM_045401026.1.p1
OG0005148	XM_001596628.1.p1	XM_045409703.1.p1
OG0005149	XM_001594822.1.p1	XM_045404794.1.p1
OG0005153	XM_001598196.1.p1	XM_045409285.1.p1
OG0005154	XM_001596514.1.p1	XM_045406867.1.p1
OG0005155	XM_001589446.1.p1	XM_045407077.1.p1, XM_045413299.1.p1, XM_045405055.1.p1
OG0005156	XM_001590841.1.p1	XM_045408391.1.p1
OG0005158	XM_001596288.1.p1	XM_045408753.1.p1
OG0005159	XM_001587119.1.p1	XM_045412789.1.p1
OG0005161	XM_001588827.1.p1	XM_045411249.1.p1
OG0005162	XM_001594921.1.p1	XM_045415021.1.p1
OG0005163	XM_001584729.1.p1	XM_045414439.1.p1, XM_045415003.1.p1
OG0005164	XM_001593515.1.p1	XM_045411112.1.p1
OG0005165	XM_001592144.1.p1, XM_001594675.1.p1	XM_045403192.1.p1
OG0005166	XM_001598148.1.p1	XM_045412050.1.p1
OG0005167	XM_001591035.1.p1	XM_045401552.1.p1
OG0005168	XM_001592131.1.p1	XM_045412844.1.p1
OG0005170	XM_001589823.1.p1	XM_045403647.1.p1
OG0005171	XM_001592546.1.p1	XM_045404813.1.p1
OG0005172	XM_001595282.1.p1	XM_045409082.1.p1
OG0005172	XM_001591861.1.p1	XM_045405936.1.p1
OG0005174	XM_001595521.1.p1	XM_045413228.1.p1
OG0005175	XM_001592324.1.p1	XM_045409645.1.p1
OG0005176	XM_001591397.1.p1	XM_045404704.1.p1
OG0005177	XM_001587173.1.p1	XM_045400280.1.p1
OG0005178	XM_001589591.1.p1	XM_045407473.1.p1
OG0005179	XM_001590583.1.p1	XM_045408362.1.p1
OG0005180	XM_001596674.1.p1	XM_045413704.1.p1
OG0005181	XM_001588619.1.p1	XM_045402213.1.p1
OG0005182	XM_001591442.1.p1	XM_045406717.1.p1
OG0005183	XM_001597625.1.p1	XM_045401945.1.p1
OG0005185	XM_001588831.1.p1	XM_045411285.1.p1
OG0005186	XM_001594025.1.p1	XM_045411224.1.p1
OG0005187	XM_001593410.1.p1	XM_045411444.1.p1
OG0005188	XM_001597138.1.p1	XM_045412435.1.p1
OG0005189	XM_001598238.1.p1	XM_045403409.1.p1
OG0005192	XM_001595791.1.p1	XM_045403784.1.p1
OG0005193	XM_001586460.1.p1	XM_045412940.1.p1
OG0005194	XM_001588401.1.p1	XM_045411090.1.p1
OG0005195	XM_001590569.1.p1	XM_045408149.1.p1
OG0005196	XM_001587541.1.p1	XM_045406070.1.p1
OG0005199	XM_001597085.1.p1	XM_045408890.1.p1
OG0005200	XM_001594366.1.p1	XM_045404744.1.p1
OG0005201	XM_001593350.1.p1	XM_045401296.1.p1
OG0005202	XM_001588123.1.p1	XM_045411161.1.p1
OG0005204	XM_001589181.1.p1	XM_045404262.1.p1
OG0005205	XM_001587230.1.p1, XM_001596519.1.p1	XM_045406236.1.p1
OG0005207	XM_001586013.1.p1	XM_045413896.1.p1
OG0005208	XM_001597471.1.p1	XM_045404099.1.p1
OG0005210	XM_001593021.1.p1	XM_045402400.1.p1
OG0005211	XM_001595736.1.p1	XM_045403577.1.p1
OG0005212	XM_001594741.1.p1	XM_045401367.1.p1
OG0005213	XM_001593224.1.p1	XM_045400458.1.p1
OG0005214	XM_001598757.1.p1	XM_045410921.1.p1
OG0005216	XM_001591249.1.p1	XM_045415225.1.p1
OG0005217	XM_001594576.1.p1	XM_045404702.1.p1
OG0005218	XM_001585747.1.p1	XM_045407504.1.p1, XM_045414518.1.p1, XM_045405197.1.p1
OG0005219	XM_001597241.1.p1	XM_045407364.1.p1
OG0005222	XM_001590055.1.p1	XM_045412805.1.p1
OG0005223	XM_001591729.1.p1	XM_045406245.1.p1
OG0005224	XM_001593789.1.p1	XM_045409211.1.p1
OG0005225	XM_001586736.1.p1	XM_045404459.1.p1
OG0005226	XM_001586882.1.p1	XM_045404489.1.p1
OG0005227	XM_001585112.1.p1	XM_045409492.1.p1
OG0005228	XM_001586616.1.p1	XM_045407864.1.p1
OG0005230	XM_001593192.1.p1	XM_045400199.1.p1
OG0005234	XM_001596779.1.p1	XM_045400964.1.p1
OG0005235	XM_001589731.1.p1, XM_001587227.1.p1	XM_045402467.1.p1, XM_045410710.1.p1, XM_045402471.1.p1, XM_045410129.1.p1
OG0005236	XM_001588918.1.p1	XM_045402325.1.p1
OG0005237	XM_001590130.1.p1	XM_045406184.1.p1
OG0005238	XM_001596818.1.p1	XM_045400955.1.p1
OG0005240	XM_001596303.1.p1	XM_045408699.1.p1
OG0005241	XM_001585702.1.p1	XM_045404825.1.p1
OG0005242	XM_001593503.1.p1	XM_045411113.1.p1
OG0005243	XM_001585882.1.p1	XM_045412277.1.p1
OG0005244	XM_001590109.1.p1	XM_045406981.1.p1
OG0005245	XM_001591604.1.p1	XM_045406675.1.p1
OG0005246	XM_001585470.1.p1	XM_045402391.1.p1
OG0005247	XM_001587254.1.p1	XM_045407449.1.p1
OG0005248	XM_001598315.1.p1	XM_045403363.1.p1
OG0005249	XM_001594015.1.p1	XM_045408212.1.p1
OG0005250	XM_001588079.1.p1	XM_045410884.1.p1
OG0005251	XM_001591175.1.p1	XM_045403531.1.p1
OG0005252	XM_001591115.1.p1	XM_045403568.1.p1
OG0005256	XM_001590955.1.p1	XM_045402192.1.p1
OG0005257	XM_001586604.1.p1	XM_045407834.1.p1
OG0005258	XM_001595324.1.p1	XM_045412447.1.p1
OG0005259	XM_001598849.1.p1	XM_045403497.1.p1
OG0005260	XM_001587084.1.p1	XM_045401277.1.p1
OG0005261	XM_001596798.1.p1	XM_045401799.1.p1
OG0005262	XM_001585178.1.p1	XM_045409430.1.p1
OG0005265	XM_001586349.1.p1	XM_045403622.1.p1
OG0005266	XM_001588908.1.p1	XM_045403508.1.p1
OG0005267	XM_001591149.1.p1	XM_045401561.1.p1
OG0005268	XM_001589365.1.p1	XM_045401444.1.p1
OG0005269	XM_001596572.1.p1	XM_045404209.1.p1
OG0005270	XM_001597892.1.p1	XM_045406563.1.p1
OG0005271	XM_001590576.1.p1	XM_045413364.1.p1
OG0005272	XM_001589595.1.p1	XM_045402733.1.p1
OG0005273	XM_001598352.1.p1	XM_045409235.1.p1
OG0005277	XM_001587526.1.p1	XM_045401857.1.p1
OG0005278	XM_001595064.1.p1	XM_045407929.1.p1
OG0005279	XM_001587374.1.p1	XM_045409245.1.p1
OG0005280	XM_001592072.1.p1	XM_045409159.1.p1
OG0005281	XM_001592724.1.p1	XM_045402199.1.p1
OG0005282	XM_001597220.1.p1	XM_045400688.1.p1
OG0005283	XM_001593072.1.p1	XM_045405976.1.p1
OG0005284	XM_001598809.1.p1	XM_045411813.1.p1
OG0005285	XM_001585251.1.p1	XM_045413288.1.p1
OG0005286	XM_001586124.1.p1	XM_045407274.1.p1
OG0005287	XM_001591965.1.p1	XM_045406594.1.p1
OG0005288	XM_001592368.1.p1	XM_045414655.1.p1
OG0005289	XM_001588888.1.p1	XM_045402336.1.p1
OG0005290	XM_001598300.1.p1	XM_045401684.1.p1
OG0005291	XM_001588529.1.p1	XM_045411703.1.p1
OG0005292	XM_001590928.1.p1	XM_045401950.1.p1
OG0005293	XM_001589034.1.p1	XM_045408135.1.p1
OG0005294	XM_001595913.1.p1	XM_045411581.1.p1
OG0005295	XM_001584796.1.p1	XM_045412420.1.p1
OG0005296	XM_001591507.1.p1	XM_045412858.1.p1
OG0005297	XM_001596007.1.p1	XM_045414753.1.p1
OG0005298	XM_001588141.1.p1	XM_045411062.1.p1
OG0005299	XM_001588543.1.p1	XM_045403487.1.p1
OG0005300	XM_001588277.1.p1	XM_045411333.1.p1
OG0005301	XM_001588744.1.p1	XM_045411398.1.p1
OG0005302	XM_001598554.1.p1	XM_045401794.1.p1
OG0005304	XM_001593783.1.p1	XM_045409147.1.p1
OG0005305	XM_001593577.1.p1, XM_001598241.1.p1	XM_045409284.1.p1
OG0005307	XM_001590396.1.p1	XM_045403349.1.p1
OG0005309	XM_001586817.1.p1	XM_045415317.1.p1
OG0005310	XM_001593542.1.p1	XM_045411101.1.p1
OG0005311	XM_001587137.1.p1	XM_045402873.1.p1
OG0005312	XM_001595713.1.p1	XM_045411536.1.p1
OG0005313	XM_001586950.1.p1	XM_045410084.1.p1
OG0005314	XM_001598530.1.p1	XM_045401731.1.p1
OG0005315	XM_001587515.1.p1	XM_045401877.1.p1
OG0005316	XM_001588839.1.p1	XM_045411451.1.p1
OG0005317	XM_001585826.1.p1	XM_045413413.1.p1
OG0005319	XM_001587078.1.p1	XM_045400483.1.p1
OG0005321	XM_001588621.1.p1	XM_045411328.1.p1
