Orthogroup	Sclerotinia_sclerotiorum	Tribolium_castaneum
OG0002505	XM_001587294.1.p1	TC006794.p1
OG0002506	XM_001587301.1.p1	TC011159.p1
OG0002507	XM_001587303.1.p1	TC002588.p1
OG0002512	XM_001587367.1.p1	TC002668.p1
OG0002513	XM_001584595.1.p1	TC005358.p1
OG0002514	XM_001584617.1.p1	TC011249.p1
OG0002515	XM_001584616.1.p1	TC012572.p1
OG0002516	XM_001584584.1.p1	TC011086.p1
OG0002517	XM_001584569.1.p1	TC010318.p1
OG0002518	XM_001584566.1.p1	TC002139.p1
OG0002519	XM_001595449.1.p1	TC008223.p1
OG0002520	XM_001595445.1.p1	TC002333.p1
OG0002521	XM_001595425.1.p1	TC034425.p1
OG0002522	XM_001595422.1.p1	TC003502.p1
OG0002523	XM_001591537.1.p1	TC004801.p1, TC013394.p1
OG0002524	XM_001593361.1.p1	TC007151.p1
OG0002525	XM_001593376.1.p1	TC014294.p1
OG0002527	XM_001587797.1.p1	TC000408.p1
OG0002528	XM_001587838.1.p1	TC013545.p1
OG0002529	XM_001587839.1.p1	TC016033.p1
OG0002530	XM_001587843.1.p1	TC012334.p1
OG0002532	XM_001598741.1.p1	TC016380.p1
OG0002534	XM_001598728.1.p1	TC005819.p1
OG0002536	XM_001597127.1.p1	TC005517.p1
OG0002538	XM_001587394.1.p1	TC011183.p1
OG0002541	XM_001587414.1.p1	TC033645.p1
OG0002544	XM_001588613.1.p1	TC013194.p1
OG0002545	XM_001598830.1.p1	TC015975.p1
OG0002547	XM_001584823.1.p1	TC000137.p1
OG0002548	XM_001584840.1.p1	TC009780.p1
OG0002550	XM_001584871.1.p1	TC014672.p1
OG0002551	XM_001589973.1.p1	TC014180.p1
OG0002552	XM_001589968.1.p1	TC000795.p1
OG0002553	XM_001589964.1.p1	TC013712.p1
OG0002554	XM_001589945.1.p1	TC000258.p1
OG0002555	XM_001589938.1.p1	TC012601.p1
OG0002556	XM_001589918.1.p1	TC004382.p1
OG0002557	XM_001589927.1.p1	TC009639.p1, TC009723.p1
OG0002558	XM_001589928.1.p1	TC033610.p1
OG0002559	XM_001595315.1.p1	TC006259.p1
OG0002560	XM_001595329.1.p1	TC006411.p1
OG0002561	XM_001595332.1.p1	TC013259.p1
OG0002562	XM_001595338.1.p1	TC010496.p1
OG0002563	XM_001586194.1.p1	TC008015.p1
OG0002565	XM_001586292.1.p1	TC012120.p1
OG0002566	XM_001586295.1.p1	TC012671.p1
OG0002567	XM_001586297.1.p1	TC030785.p1
OG0002569	XM_001586271.1.p1	TC000069.p1
OG0002571	XM_001586262.1.p1	TC004732.p1
OG0002572	XM_001586248.1.p1	TC005792.p1
OG0002573	XM_001591278.1.p1	TC012585.p1
OG0002575	XM_001591244.1.p1	TC030760.p1
OG0002577	XM_001591217.1.p1	TC009509.p1, TC007849.p1
OG0002580	XM_001591195.1.p1	TC012273.p1
OG0002582	XM_001591186.1.p1	TC012910.p1
OG0002583	XM_001597164.1.p1	TC004314.p1
OG0002584	XM_001597172.1.p1	TC013555.p1
OG0002585	XM_001597191.1.p1	TC005723.p1
OG0002586	XM_001592156.1.p1	TC008669.p1
OG0002587	XM_001592145.1.p1	TC001034.p1
OG0002588	XM_001597447.1.p1	TC010414.p1
OG0002589	XM_001597461.1.p1	TC000127.p1
OG0002590	XM_001597463.1.p1	TC012300.p1
OG0002593	XM_001590796.1.p1	TC002956.p1
OG0002594	XM_001590791.1.p1	TC031132.p1
OG0002596	XM_001590856.1.p1	TC000969.p1
OG0002598	XM_001590840.1.p1	TC011565.p1
OG0002601	XM_001595040.1.p1	TC003070.p1, TC031717.p1
OG0002602	XM_001594984.1.p1	TC014136.p1
OG0002603	XM_001594990.1.p1	TC034818.p1
OG0002604	XM_001594981.1.p1	TC008061.p1
OG0002605	XM_001589358.1.p1	TC004979.p1
OG0002606	XM_001589339.1.p1	TC001942.p1
OG0002607	XM_001589334.1.p1	TC033665.p1
OG0002608	XM_001589333.1.p1	TC010428.p1
OG0002609	XM_001589331.1.p1	TC009010.p1
OG0002610	XM_001589321.1.p1	TC000317.p1
OG0002611	XM_001589315.1.p1	TC006102.p1
OG0002612	XM_001589276.1.p1	TC008903.p1
OG0002613	XM_001591909.1.p1	TC009637.p1
OG0002614	XM_001591916.1.p1	TC010545.p1
OG0002615	XM_001591937.1.p1	TC012116.p1
OG0002616	XM_001591944.1.p1	TC009392.p1, TC009391.p1
OG0002617	XM_001586734.1.p1	TC008441.p1
OG0002618	XM_001586720.1.p1	TC012861.p1
OG0002620	XM_001586657.1.p1	TC010059.p1
OG0002621	XM_001586648.1.p1	TC004060.p1
OG0002622	XM_001586637.1.p1	TC005877.p1
OG0002624	XM_001595579.1.p1	TC014470.p1, TC001325.p1
OG0002625	XM_001595592.1.p1	TC006821.p1
OG0002627	XM_001593863.1.p1	TC012184.p1
OG0002628	XM_001593887.1.p1	TC000462.p1
OG0002629	XM_001593889.1.p1	TC009939.p1
OG0002630	XM_001593880.1.p1	TC005006.p1
OG0002631	XM_001593962.1.p1	TC007711.p1
OG0002633	XM_001593621.1.p1	TC000313.p1
OG0002634	XM_001593622.1.p1	TC012891.p1
OG0002635	XM_001593623.1.p1	TC011352.p1
OG0002636	XM_001595083.1.p1	TC002407.p1
OG0002637	XM_001595114.1.p1	TC011207.p1
OG0002638	XM_001595117.1.p1	TC015397.p1
OG0002639	XM_001595131.1.p1	TC013690.p1
OG0002643	XM_001585492.1.p1	TC015213.p1
OG0002644	XM_001585491.1.p1	TC034891.p1
OG0002645	XM_001585489.1.p1	TC002963.p1
OG0002646	XM_001585487.1.p1	TC009847.p1
OG0002647	XM_001585519.1.p1	TC033614.p1
OG0002648	XM_001585541.1.p1	TC000872.p1
OG0002650	XM_001585691.1.p1	TC033566.p1
OG0002651	XM_001585700.1.p1	TC007396.p1
OG0002652	XM_001585723.1.p1	TC005977.p1
OG0002654	XM_001598525.1.p1	TC006470.p1
OG0002657	XM_001598500.1.p1	TC003427.p1
OG0002660	XM_001598459.1.p1	TC013327.p1
OG0002662	XM_001598431.1.p1	TC003034.p1
OG0002663	XM_001598426.1.p1	TC032312.p1
OG0002664	XM_001596809.1.p1	TC013451.p1
OG0002665	XM_001596816.1.p1	TC006390.p1
OG0002666	XM_001596821.1.p1	TC034118.p1
OG0002667	XM_001596822.1.p1	TC003001.p1
OG0002670	XM_001596143.1.p1	TC009150.p1
OG0002671	XM_001596121.1.p1	TC014013.p1
OG0002672	XM_001596110.1.p1	TC002294.p1
OG0002673	XM_001596107.1.p1	TC007353.p1
OG0002674	XM_001596085.1.p1	TC030696.p1
OG0002675	XM_001598078.1.p1	TC009614.p1, TC007534.p1
OG0002676	XM_001598075.1.p1	TC010335.p1
OG0002677	XM_001598074.1.p1	TC007626.p1
OG0002678	XM_001598066.1.p1	TC032798.p1
OG0002679	XM_001598063.1.p1	TC003392.p1
OG0002680	XM_001598009.1.p1	TC011182.p1
OG0002681	XM_001598008.1.p1	TC010650.p1
OG0002682	XM_001597979.1.p1	TC006219.p1
OG0002683	XM_001597966.1.p1	TC010027.p1
OG0002684	XM_001597957.1.p1	TC015453.p1
OG0002685	XM_001585858.1.p1	TC007364.p1
OG0002686	XM_001585852.1.p1	TC003293.p1
OG0002687	XM_001585823.1.p1	TC006307.p1
OG0002689	XM_001585980.1.p1	TC011310.p1
OG0002690	XM_001586005.1.p1	TC009264.p1
OG0002693	XM_001592027.1.p1	TC004103.p1
OG0002695	XM_001591723.1.p1	TC000929.p1
OG0002696	XM_001591749.1.p1	TC013477.p1
OG0002699	XM_001597439.1.p1	TC011023.p1
OG0002704	XM_001597296.1.p1	TC034140.p1
OG0002707	XM_001588016.1.p1	TC007938.p1
OG0002708	XM_001588015.1.p1	TC011690.p1
OG0002710	XM_001587992.1.p1	TC011383.p1
OG0002711	XM_001587971.1.p1	TC014286.p1
OG0002713	XM_001587956.1.p1	TC011377.p1
OG0002715	XM_001589643.1.p1	TC002246.p1
OG0002716	XM_001596630.1.p1	TC007893.p1
OG0002717	XM_001596570.1.p1	TC014494.p1
OG0002718	XM_001589650.1.p1	TC003566.p1
OG0002720	XM_001589713.1.p1	TC016231.p1
OG0002721	XM_001596175.1.p1	TC006466.p1
OG0002722	XM_001596186.1.p1	TC011528.p1
OG0002723	XM_001596173.1.p1	TC009481.p1
OG0002724	XM_001586078.1.p1	TC009858.p1
OG0002725	XM_001586115.1.p1	TC013743.p1
OG0002727	XM_001586126.1.p1	TC013713.p1
OG0002728	XM_001586127.1.p1	TC014648.p1
OG0002729	XM_001586142.1.p1	TC030596.p1
OG0002730	XM_001586165.1.p1	TC010331.p1
OG0002731	XM_001594713.1.p1	TC005305.p1
OG0002732	XM_001594714.1.p1	TC012028.p1
OG0002733	XM_001592485.1.p1	TC006751.p1
OG0002734	XM_001592505.1.p1	TC010639.p1
OG0002735	XM_001592506.1.p1	TC004395.p1
OG0002736	XM_001592515.1.p1	TC011405.p1
OG0002737	XM_001592516.1.p1	TC009073.p1
OG0002738	XM_001592527.1.p1	TC008602.p1
OG0002739	XM_001597340.1.p1	TC005007.p1
OG0002740	XM_001597337.1.p1	TC009572.p1
OG0002741	XM_001592184.1.p1	TC031284.p1
OG0002742	XM_001592197.1.p1	TC008130.p1
OG0002743	XM_001592258.1.p1	TC003637.p1
OG0002745	XM_001592276.1.p1	TC006210.p1
OG0002746	XM_001592305.1.p1	TC015199.p1
OG0002747	XM_001586608.1.p1	TC003008.p1
OG0002748	XM_001586584.1.p1	TC009660.p1
OG0002749	XM_001586583.1.p1	TC012098.p1
OG0002750	XM_001595413.1.p1	TC012663.p1
OG0002751	XM_001591843.1.p1	TC004550.p1
OG0002752	XM_001591839.1.p1	TC014273.p1
OG0002753	XM_001591812.1.p1	TC000114.p1
OG0002755	XM_001595934.1.p1	TC006375.p1
OG0002756	XM_001595942.1.p1	TC008817.p1
OG0002757	XM_001595957.1.p1	TC012307.p1
OG0002758	XM_001595969.1.p1	TC014492.p1
OG0002759	XM_001595989.1.p1	TC002979.p1, TC000080.p1
OG0002760	XM_001595990.1.p1	TC032314.p1
OG0002761	XM_001585340.1.p1	TC013348.p1
OG0002762	XM_001585367.1.p1	TC001144.p1
OG0002763	XM_001585366.1.p1	TC005009.p1
OG0002765	XM_001595717.1.p1	TC003234.p1
OG0002766	XM_001595754.1.p1	TC002391.p1
OG0002767	XM_001595753.1.p1	TC004828.p1
OG0002770	XM_001595727.1.p1	TC009159.p1, TC009158.p1
OG0002772	XM_001595783.1.p1	TC015920.p1
OG0002773	XM_001595799.1.p1	TC003996.p1
OG0002774	XM_001591553.1.p1	TC009675.p1
OG0002777	XM_001586423.1.p1	TC007964.p1
OG0002778	XM_001586439.1.p1	TC001086.p1
OG0002779	XM_001586440.1.p1	TC009214.p1
OG0002780	XM_001586441.1.p1	TC003916.p1
OG0002781	XM_001586446.1.p1	TC002569.p1
OG0002782	XM_001586464.1.p1	TC011782.p1
OG0002783	XM_001586466.1.p1	TC013536.p2
OG0002785	XM_001586503.1.p1	TC009390.p1
OG0002786	XM_001588105.1.p1	TC000030.p1
OG0002788	XM_001588124.1.p1	TC013206.p1
OG0002789	XM_001588128.1.p1	TC009707.p1
OG0002791	XM_001588143.1.p1	TC012540.p1
OG0002792	XM_001588144.1.p1	TC002864.p1
OG0002793	XM_001588146.1.p1	TC015856.p1
OG0002794	XM_001588150.1.p1	TC015168.p1
OG0002795	XM_001588152.1.p1	TC033271.p1
OG0002798	XM_001588184.1.p1	TC010779.p1
OG0002799	XM_001588185.1.p1	TC012133.p1
OG0002800	XM_001588209.1.p1	TC001699.p1
OG0002801	XM_001588300.1.p1	TC001172.p1
OG0002802	XM_001588318.1.p1	TC008696.p1
OG0002803	XM_001588319.1.p1	TC008220.p1
OG0002804	XM_001588320.1.p1	TC009582.p1
OG0002805	XM_001588398.1.p1	TC014609.p1
OG0002806	XM_001595519.1.p1	TC011038.p1
OG0002808	XM_001595492.1.p1	TC000932.p1
OG0002810	XM_001590617.1.p1	TC003419.p1
OG0002811	XM_001590618.1.p1	TC007198.p1
OG0002812	XM_001590659.1.p1	TC007925.p1
OG0002813	XM_001590669.1.p1	TC014858.p1
OG0002814	XM_001590684.1.p1	TC030599.p1
OG0002815	XM_001590687.1.p1	TC004358.p1
OG0002816	XM_001584921.1.p1	TC007375.p1
OG0002818	XM_001584904.1.p1	TC008623.p1
OG0002819	XM_001584892.1.p1	TC016196.p1
OG0002820	XM_001590815.1.p1	TC003655.p1
OG0002821	XM_001591029.1.p1	TC003167.p1
OG0002822	XM_001591028.1.p1	TC014574.p1
OG0002824	XM_001590984.1.p1	TC009257.p1
OG0002825	XM_001590930.1.p1	TC004703.p1
OG0002826	XM_001590929.1.p1	TC012356.p1
OG0002828	XM_001590910.1.p1	TC005802.p1
OG0002830	XM_001590884.1.p1	TC011538.p1
OG0002831	XM_001596943.1.p1	TC008190.p1
OG0002832	XM_001596952.1.p1	TC007585.p1
OG0002834	XM_001592468.1.p1	TC015522.p1
OG0002835	XM_001592467.1.p1	TC006281.p1
OG0002836	XM_001592466.1.p1	TC009376.p1
OG0002837	XM_001592465.1.p1	TC000095.p1
OG0002838	XM_001592455.1.p1	TC000838.p1
OG0002839	XM_001592446.1.p1	TC002366.p1
OG0002840	XM_001592438.1.p1	TC015633.p1
OG0002841	XM_001592433.1.p1	TC007891.p1
OG0002842	XM_001592434.1.p1	TC015364.p1
OG0002843	XM_001592405.1.p1	TC008403.p1
OG0002844	XM_001592401.1.p1	TC013564.p1
OG0002845	XM_001592397.1.p1	TC014209.p1
OG0002846	XM_001592383.1.p1	TC015584.p1
OG0002847	XM_001592341.1.p1	TC012039.p1
OG0002849	XM_001597714.1.p1	TC014759.p1
OG0002850	XM_001597736.1.p1	TC015663.p1
OG0002852	XM_001597756.1.p1	TC010924.p1
OG0002854	XM_001589188.1.p1	TC007648.p1
OG0002855	XM_001589201.1.p1	TC000968.p1
OG0002856	XM_001589205.1.p1	TC000267.p1
OG0002857	XM_001589214.1.p1	TC001885.p1
OG0002858	XM_001589211.1.p1	TC013396.p1
OG0002859	XM_001597789.1.p1	TC013652.p1
OG0002860	XM_001597790.1.p1	TC007565.p1
OG0002861	XM_001597819.1.p1	TC002446.p1
OG0002862	XM_001597824.1.p1	TC010381.p1
OG0002864	XM_001588946.1.p1	TC002077.p1
OG0002865	XM_001589239.1.p1	TC005313.p1
OG0002866	XM_001597393.1.p1	TC013667.p1
OG0002868	XM_001597366.1.p1	TC012023.p1
OG0002869	XM_001597362.1.p1	TC004724.p1
OG0002870	XM_001597361.1.p1	TC013318.p1
OG0002872	XM_001597019.1.p1	TC013529.p1
OG0002873	XM_001597615.1.p1	TC000467.p1
OG0002874	XM_001597589.1.p1	TC014947.p1
OG0002875	XM_001597581.1.p1	TC006492.p1
OG0002876	XM_001597580.1.p1	TC007791.p1
OG0002877	XM_001597534.1.p1	TC008077.p1
OG0002878	XM_001597516.1.p1	TC005551.p1
OG0002882	XM_001596648.1.p1	TC011608.p1
OG0002883	XM_001596640.1.p1	TC010677.p1
OG0002885	XM_001589623.1.p1	TC006662.p1
OG0002887	XM_001589541.1.p1	TC009192.p1
OG0002888	XM_001589563.1.p1	TC032789.p1
OG0002889	XM_001598404.1.p1	TC007681.p1
OG0002890	XM_001598388.1.p1	TC007124.p1
OG0002892	XM_001598383.1.p1	TC011343.p1
OG0002895	XM_001598650.1.p1	TC000093.p1
OG0002896	XM_001598707.1.p1	TC003367.p1
OG0002898	XM_001587259.1.p1	TC003351.p1
OG0002899	XM_001587260.1.p1	TC002912.p1
OG0002900	XM_001593285.1.p1	TC032995.p1
OG0002901	XM_001593311.1.p1	TC012168.p1
OG0002902	XM_001587131.1.p1	TC006550.p1
OG0002903	XM_001587133.1.p1	TC013357.p1
OG0002904	XM_001587134.1.p1	TC002968.p1
OG0002905	XM_001587141.1.p1	TC006038.p1
OG0002906	XM_001587152.1.p1	TC005793.p1
OG0002907	XM_001587174.1.p1	TC009816.p1
OG0002908	XM_001587167.1.p1	TC014756.p1
OG0002909	XM_001587161.1.p1	TC010853.p1
OG0002911	XM_001587190.1.p1	TC004292.p1
OG0002913	XM_001593200.1.p1	TC033415.p1
OG0002914	XM_001593178.1.p1	TC004434.p1
OG0002915	XM_001593168.1.p1	TC010199.p1
OG0002916	XM_001593158.1.p1	TC012175.p1, TC001624.p1
OG0002917	XM_001593093.1.p1	TC000771.p1
OG0002918	XM_001593079.1.p1	TC003871.p1
OG0002919	XM_001593062.1.p1	TC012809.p1
OG0002920	XM_001593055.1.p1	TC009181.p1, TC004402.p1
OG0002921	XM_001593057.1.p1	TC004855.p1
OG0002922	XM_001593052.1.p1	TC009374.p1
OG0002923	XM_001593047.1.p1	TC002432.p1
OG0002924	XM_001593046.1.p1	TC009557.p1, TC033093.p1
OG0002925	XM_001593041.1.p1	TC030942.p1
OG0002926	XM_001592772.1.p1	TC000707.p1
OG0002927	XM_001592773.1.p1	TC034407.p1
OG0002928	XM_001592863.1.p1	TC033818.p1
OG0002929	XM_001592879.1.p1	TC005612.p1
OG0002931	XM_001592882.1.p1	TC032305.p1
OG0002933	XM_001592893.1.p1	TC014592.p1
OG0002934	XM_001589508.1.p1	TC005405.p1
OG0002935	XM_001589408.1.p1	TC008166.p1
OG0002937	XM_001596378.1.p1	TC014607.p1
OG0002938	XM_001596338.1.p1	TC031264.p1
OG0002939	XM_001596323.1.p1	TC002406.p1
OG0002941	XM_001596302.1.p1	TC030680.p1
OG0002942	XM_001596263.1.p1	TC014758.p1
OG0002943	XM_001596254.1.p1	TC013185.p1
OG0002944	XM_001589696.1.p1	TC030724.p1
OG0002945	XM_001589671.1.p1	TC015094.p1
OG0002946	XM_001598572.1.p1	TC009617.p1
OG0002949	XM_001598339.1.p1	TC001920.p1
OG0002950	XM_001598340.1.p1	TC006736.p1
OG0002952	XM_001598314.1.p1	TC033620.p1
OG0002954	XM_001598297.1.p1	TC010228.p1
OG0002955	XM_001598289.1.p1	TC002297.p1
OG0002956	XM_001598242.1.p1	TC000621.p1
OG0002957	XM_001598246.1.p1	TC012553.p1
OG0002959	XM_001598236.1.p1	TC011768.p1
OG0002960	XM_001598194.1.p1	TC001365.p1
OG0002961	XM_001598181.1.p1	TC006147.p1
OG0002963	XM_001598175.1.p1	TC033264.p1
OG0002964	XM_001598130.1.p1	TC007894.p1
OG0002965	XM_001598101.1.p1	TC005928.p1
OG0002966	XM_001598100.1.p1	TC012860.p1
OG0002967	XM_001594727.1.p1	TC002054.p1
OG0002968	XM_001594880.1.p1	TC014368.p1
OG0002969	XM_001594877.1.p1	TC009914.p1
OG0002970	XM_001594849.1.p1	TC013759.p1
OG0002971	XM_001594859.1.p1	TC010030.p1
OG0002972	XM_001594860.1.p1	TC031160.p1
OG0002973	XM_001594861.1.p1	TC010426.p1
OG0002974	XM_001594827.1.p1	TC007397.p1
OG0002976	XM_001594759.1.p1	TC011435.p1
OG0002977	XM_001594887.1.p1	TC008530.p1, TC011075.p1
OG0002980	XM_001594304.1.p1	TC014857.p1
OG0002982	XM_001594355.1.p1	TC002339.p1
OG0002986	XM_001594360.1.p1	TC008707.p1
OG0002987	XM_001594358.1.p1	TC014271.p1
OG0002988	XM_001594248.1.p1	TC034431.p1
OG0002990	XM_001594210.1.p1	TC008617.p1
OG0002991	XM_001594211.1.p1	TC003747.p1
OG0002992	XM_001594213.1.p1	TC002585.p1
OG0002993	XM_001594214.1.p1	TC010321.p1
OG0002994	XM_001594652.1.p1	TC000050.p1
OG0002995	XM_001594655.1.p1	TC002991.p1
OG0002996	XM_001594660.1.p1	TC005557.p1
OG0002998	XM_001594609.1.p1	TC015419.p1
OG0002999	XM_001594603.1.p1	TC015191.p1
OG0003000	XM_001594584.1.p1	TC002070.p1, TC009107.p1
OG0003001	XM_001594573.1.p1	TC004582.p1
OG0003002	XM_001594564.1.p1	TC030743.p1
OG0003006	XM_001585948.1.p1	TC009066.p1
OG0003008	XM_001585897.1.p1	TC008422.p1
OG0003009	XM_001585834.1.p1	TC009295.p1
OG0003011	XM_001586007.1.p1	TC012731.p1
OG0003013	XM_001586033.1.p1	TC009460.p1
OG0003014	XM_001586034.1.p1	TC003192.p1
OG0003015	XM_001594143.1.p1	TC001292.p1
OG0003016	XM_001594161.1.p1	TC032222.p1
OG0003017	XM_001594162.1.p1	TC006415.p1
OG0003018	XM_001594168.1.p1	TC002345.p1, TC014595.p1
OG0003020	XM_001594967.1.p1	TC005458.p1
OG0003021	XM_001594963.1.p1	TC000229.p1
OG0003023	XM_001594925.1.p1	TC004566.p1
OG0003026	XM_001594385.1.p1	TC009819.p1
OG0003027	XM_001594386.1.p1	TC007656.p1
OG0003029	XM_001594511.1.p1	TC033398.p1
OG0003030	XM_001594521.1.p1	TC006364.p1
OG0003031	XM_001594553.1.p1	TC007678.p1
OG0003033	XM_001594575.1.p1	TC008489.p1
OG0003034	XM_001594583.1.p1	TC011106.p1
OG0003036	XM_001594638.1.p1	TC002732.p1
OG0003037	XM_001594667.1.p1	TC009422.p1
OG0003038	XM_001586060.1.p1	TC003259.p1
OG0003039	XM_001586059.1.p1	TC008662.p1
OG0003040	XM_001594208.1.p1	TC009341.p1
OG0003041	XM_001594189.1.p1	TC003187.p1
OG0003042	XM_001594335.1.p1	TC006629.p1
OG0003043	XM_001594348.1.p1	TC015334.p1
OG0003047	XM_001594761.1.p1	TC009265.p1
OG0003050	XM_001594824.1.p1	TC005538.p1
OG0003052	XM_001594840.1.p1	TC003602.p1
OG0003053	XM_001594839.1.p1	TC031209.p1
OG0003054	XM_001594830.1.p1	TC030558.p1
OG0003055	XM_001594876.1.p1	TC004594.p1
OG0003056	XM_001594738.1.p1	TC015892.p1
OG0003059	XM_001586296.1.p1	TC015205.p1
OG0003060	XM_001586263.1.p1	TC011022.p1
OG0003061	XM_001586267.1.p1	TC002288.p1
OG0003063	XM_001586258.1.p1	TC013648.p1
OG0003064	XM_001586212.1.p1	TC015014.p1
OG0003065	XM_001594716.1.p1	TC015626.p1
OG0003066	XM_001588473.1.p1, XM_001592940.1.p1	TC011785.p1
OG0003067	XM_001586171.1.p1	TC030909.p1
OG0003068	XM_001586132.1.p1	TC001194.p1
OG0003071	XM_001594678.1.p1	TC033037.p1
OG0003073	XM_001597230.1.p1	TC015403.p1
OG0003075	XM_001597280.1.p1	TC005868.p1
OG0003078	XM_001597348.1.p1	TC008263.p1
OG0003079	XM_001597351.1.p1	TC004679.p1
OG0003080	XM_001597392.1.p1	TC011359.p1
OG0003081	XM_001597396.1.p1	TC011889.p1
OG0003082	XM_001597419.1.p1	TC003201.p1
OG0003083	XM_001597501.1.p1	TC005583.p1
OG0003084	XM_001597498.1.p1	TC005288.p1
OG0003085	XM_001597483.1.p1	TC033331.p1
OG0003087	XM_001597470.1.p1	TC011563.p1
OG0003088	XM_001597442.1.p1	TC008339.p1
OG0003089	XM_001597187.1.p1	TC014961.p1
OG0003090	XM_001597179.1.p1	TC000271.p1
OG0003091	XM_001597161.1.p1	TC032216.p1
OG0003092	XM_001597157.1.p1	TC013168.p1
OG0003093	XM_001597152.1.p1	TC001862.p1
OG0003095	XM_001597128.1.p1	TC012991.p1
OG0003096	XM_001589157.1.p1	TC008878.p1
OG0003097	XM_001587883.1.p1	TC009261.p1
OG0003098	XM_001587871.1.p1	TC030547.p1
OG0003099	XM_001587858.1.p1	TC034974.p1
OG0003100	XM_001587846.1.p1	TC007535.p1
OG0003101	XM_001587815.1.p1	TC009996.p1
OG0003103	XM_001587759.1.p1	TC008869.p1
OG0003104	XM_001587761.1.p1	TC007967.p1
OG0003106	XM_001587763.1.p1	TC013413.p1
OG0003107	XM_001587748.1.p1	TC005574.p1
OG0003108	XM_001587740.1.p1	TC034531.p1, TC033756.p1
OG0003109	XM_001587735.1.p1	TC000075.p1
OG0003110	XM_001587727.1.p1	TC032943.p1
OG0003112	XM_001587722.1.p1	TC009046.p1
OG0003113	XM_001587717.1.p1	TC004975.p1
OG0003115	XM_001587709.1.p1	TC009293.p1
OG0003116	XM_001587700.1.p1	TC030757.p1
OG0003118	XM_001587673.1.p1	TC009874.p1
OG0003120	XM_001586936.1.p1	TC011093.p1
OG0003121	XM_001586923.1.p1	TC015204.p1
OG0003122	XM_001586907.1.p1	TC005004.p1
OG0003125	XM_001586847.1.p1	TC001072.p1
OG0003126	XM_001586839.1.p1	TC013517.p1
OG0003127	XM_001586805.1.p1	TC031293.p1
OG0003128	XM_001586795.1.p1	TC007562.p1, TC032220.p1
OG0003129	XM_001586773.1.p1	TC012418.p1
OG0003131	XM_001586781.1.p1	TC008488.p1
OG0003132	XM_001586745.1.p1	TC012306.p1
OG0003133	XM_001586740.1.p1	TC001098.p1
OG0003134	XM_001586735.1.p1	TC000158.p1
OG0003135	XM_001586724.1.p1	TC007999.p1
OG0003136	XM_001586719.1.p1	TC002071.p1
OG0003138	XM_001586655.1.p1	TC030740.p1
OG0003139	XM_001586642.1.p1	TC015727.p1
OG0003143	XM_001598706.1.p1	TC003433.p1
OG0003147	XM_001598381.1.p1	TC001384.p1
OG0003148	XM_001598403.1.p1	TC015632.p1
OG0003150	XM_001598417.1.p1	TC010568.p1
OG0003151	XM_001598430.1.p1	TC015935.p1
OG0003152	XM_001598469.1.p1	TC006604.p1
OG0003153	XM_001598474.1.p1	TC004489.p1
OG0003154	XM_001598480.1.p1	TC005756.p1
OG0003155	XM_001598488.1.p1	TC010557.p1
OG0003156	XM_001598526.1.p1	TC033521.p1
OG0003157	XM_001598533.1.p1	TC005769.p1
OG0003158	XM_001598539.1.p1	TC007123.p1
OG0003160	XM_001598557.1.p1	TC003172.p1
OG0003161	XM_001598570.1.p1	TC000616.p1
OG0003163	XM_001598292.1.p1	TC008733.p1
OG0003165	XM_001598077.1.p1	TC008956.p1
OG0003166	XM_001598061.1.p1	TC015318.p1
OG0003168	XM_001598052.1.p1	TC009786.p1
OG0003169	XM_001598051.1.p1	TC013308.p1
OG0003170	XM_001598049.1.p1	TC000065.p1
OG0003171	XM_001598046.1.p1	TC011021.p1
OG0003173	XM_001598033.1.p1	TC010122.p1
OG0003174	XM_001598036.1.p1	TC015510.p1
OG0003175	XM_001597971.1.p1	TC012657.p1
OG0003176	XM_001597960.1.p1	TC009972.p1
OG0003177	XM_001597943.1.p1	TC005073.p1
OG0003178	XM_001597916.1.p1	TC010870.p1
OG0003179	XM_001597893.1.p1	TC033796.p1
OG0003180	XM_001585760.1.p1	TC001635.p1
OG0003181	XM_001585737.1.p1	TC001356.p1
OG0003182	XM_001585739.1.p1	TC032829.p1
OG0003183	XM_001585734.1.p1	TC001393.p1
OG0003184	XM_001585681.1.p1	TC030591.p1
OG0003185	XM_001585646.1.p1	TC008963.p1
OG0003187	XM_001595567.1.p1	TC009984.p1
OG0003188	XM_001595593.1.p1	TC005697.p1
OG0003193	XM_001588045.1.p1	TC016125.p1
OG0003195	XM_001588032.1.p1	TC003401.p1
OG0003196	XM_001595843.1.p1	TC009034.p1
OG0003197	XM_001595822.1.p1	TC008532.p1
OG0003198	XM_001595817.1.p1	TC011725.p1
OG0003199	XM_001595812.1.p1	TC010559.p1
OG0003201	XM_001595793.1.p1	TC003350.p1
OG0003204	XM_001595725.1.p1	TC015781.p1
OG0003205	XM_001595731.1.p1	TC012115.p1
OG0003206	XM_001595732.1.p1	TC016258.p1
OG0003210	XM_001595676.1.p1	TC005922.p1
OG0003211	XM_001595678.1.p1	TC008819.p1
OG0003213	XM_001595662.1.p1	TC000873.p1
OG0003214	XM_001595648.1.p1	TC008354.p1
OG0003215	XM_001595649.1.p1	TC008294.p1
OG0003217	XM_001595626.1.p1	TC002574.p1
OG0003218	XM_001595614.1.p1	TC014075.p1
OG0003219	XM_001595601.1.p1	TC009444.p1
