Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Verticillium_dahliae_rna_prot
OG0004590	XM_001591827.1.p1	XM_009656293.1.p1, XM_009654896.1.p1, XM_009654930.1.p1
OG0004591	XM_001590899.1.p1, XM_001588598.1.p1	XM_009657734.1.p1
OG0004591	XM_001584975.1.p1, XM_001588596.1.p1	XM_009649766.1.p1
OG0004619	XM_001594718.1.p1	XM_009650083.1.p1
OG0004620	XM_001596522.1.p1	XM_009655235.1.p1
OG0004622	XM_001596274.1.p1	XM_009659070.1.p1
OG0004623	XM_001594477.1.p1	XM_009657955.1.p1
OG0004624	XM_001591748.1.p1	XM_009656108.1.p1
OG0004625	XM_001586008.1.p1	XM_009651958.1.p1
OG0004626	XM_001597782.1.p1	XM_009653747.1.p1
OG0004627	XM_001590360.1.p1	XM_009652964.1.p1
OG0004628	XM_001587343.1.p1	XM_009657914.1.p1
OG0004630	XM_001585952.1.p1	XM_009653844.1.p1
OG0004631	XM_001594556.1.p1	XM_009656497.1.p1
OG0004632	XM_001594939.1.p1	XM_009650826.1.p1
OG0004633	XM_001585438.1.p1	XM_009658738.1.p1
OG0004634	XM_001596491.1.p1	XM_009653427.1.p1
OG0004635	XM_001594139.1.p1	XM_009653106.1.p1
OG0004636	XM_001596493.1.p1	XM_009653435.1.p1
OG0004637	XM_001594181.1.p1	XM_009650044.1.p1
OG0004639	XM_001589415.1.p1	XM_009657555.1.p1
OG0004641	XM_001590484.1.p1	XM_009659710.1.p1
OG0004645	XM_001587730.1.p1	XM_009658290.1.p1
OG0004646	XM_001597095.1.p1	XM_009656792.1.p1
OG0004647	XM_001588280.1.p1	XM_009650408.1.p1
OG0004649	XM_001591806.1.p1	XM_009658847.1.p1
OG0004653	XM_001593255.1.p1	XM_009659560.1.p1
OG0004654	XM_001592450.1.p1	XM_009652566.1.p1
OG0004655	XM_001589797.1.p1	XM_009656000.1.p1
OG0004656	XM_001592804.1.p1	XM_009649851.1.p1
OG0004658	XM_001593899.1.p1	XM_009651540.1.p1
OG0004664	XM_001586071.1.p1	XM_009651062.1.p1
OG0004665	XM_001597071.1.p1	XM_009651872.1.p1
OG0004666	XM_001591916.1.p1	XM_009653659.1.p1
OG0004667	XM_001595113.1.p1	XM_009655544.1.p1
OG0004668	XM_001591306.1.p1	XM_009650736.1.p1
OG0004669	XM_001592697.1.p1	XM_009659148.1.p1
OG0004671	XM_001593571.1.p1	XM_009656527.1.p1
OG0004672	XM_001588432.1.p1	XM_009656066.1.p1
OG0004673	XM_001593979.1.p1, XM_001598346.1.p1	XM_009649995.1.p1
OG0004674	XM_001585260.1.p1	XM_009651884.1.p1
OG0004676	XM_001589422.1.p1	XM_009656673.1.p1
OG0004678	XM_001586113.1.p1	XM_009654965.1.p1, XM_009654515.1.p1, XM_009652228.1.p1, XM_009652227.1.p1
OG0004679	XM_001597192.1.p1	XM_009657051.1.p1
OG0004681	XM_001593454.1.p1	XM_009659550.1.p1
OG0004684	XM_001590385.1.p1	XM_009652847.1.p1
OG0004686	XM_001591515.1.p1	XM_009651430.1.p1
OG0004687	XM_001589917.1.p1	XM_009660113.1.p1
OG0004689	XM_001586964.1.p1	XM_009659238.1.p1
OG0004691	XM_001595340.1.p1	XM_009654677.1.p1
OG0004693	XM_001595792.1.p1	XM_009656656.1.p1
OG0004695	XM_001591098.1.p1	XM_009656977.1.p1
OG0004696	XM_001598818.1.p1	XM_009650398.1.p1
OG0004699	XM_001597622.1.p1	XM_009654725.1.p1
OG0004700	XM_001598244.1.p1	XM_009656627.1.p1
OG0004702	XM_001596317.1.p1	XM_009651993.1.p1
OG0004705	XM_001586209.1.p1	XM_009652472.1.p1
OG0004706	XM_001597372.1.p1	XM_009650234.1.p1
OG0004707	XM_001596944.1.p1	XM_009652584.1.p1
OG0004708	XM_001585371.1.p1	XM_009653806.1.p1
OG0004709	XM_001595801.1.p1	XM_009655830.1.p1
OG0004710	XM_001587044.1.p1	XM_009655577.1.p1
OG0004712	XM_001590344.1.p1	XM_009650687.1.p1
OG0004716	XM_001595381.1.p1	XM_009657780.1.p1
OG0004717	XM_001587620.1.p1	XM_009660035.1.p1
OG0004720	XM_001587944.1.p1	XM_009660137.1.p1
OG0004721	XM_001596035.1.p1	XM_009651329.1.p1
OG0004722	XM_001597403.1.p1	XM_009654034.1.p1
OG0004723	XM_001597649.1.p1	XM_009651824.1.p1
OG0004724	XM_001593480.1.p1	XM_009651617.1.p1
OG0004725	XM_001595677.1.p1	XM_009652848.1.p1
OG0004726	XM_001586763.1.p1	XM_009655046.1.p1
OG0004727	XM_001592866.1.p1	XM_009659267.1.p1
OG0004729	XM_001597708.1.p1	XM_009651978.1.p1
OG0004730	XM_001586764.1.p1	XM_009651185.1.p1
OG0004731	XM_001591751.1.p1	XM_009654260.1.p1
OG0004732	XM_001595013.1.p1	XM_009658554.1.p1
OG0004734	XM_001596062.1.p1	XM_009652335.1.p1
OG0004735	XM_001593205.1.p1	XM_009659081.1.p1
OG0004736	XM_001587712.1.p1	XM_009658399.1.p1
OG0004738	XM_001587309.1.p1	XM_009659503.1.p1
OG0004739	XM_001584754.1.p1	XM_009659720.1.p1
OG0004740	XM_001585816.1.p1	XM_009651811.1.p1
OG0004743	XM_001591172.1.p1	XM_009659487.1.p1
OG0004744	XM_001592431.1.p1	XM_009652582.1.p1
OG0004745	XM_001597868.1.p1	XM_009659781.1.p1
OG0004746	XM_001589060.1.p1	XM_009651817.1.p1
OG0004748	XM_001586802.1.p1	XM_009649706.1.p1
OG0004749	XM_001587488.1.p1	XM_009650246.1.p1
OG0004750	XM_001587489.1.p1	XM_009650245.1.p1
OG0004751	XM_001597489.1.p1	XM_009660131.1.p1
OG0004753	XM_001587303.1.p1	XM_009660034.1.p1
OG0004754	XM_001594796.1.p1	XM_009651368.1.p1
OG0004755	XM_001596142.1.p1	XM_009652463.1.p1
OG0004756	XM_001592198.1.p1	XM_009657325.1.p1
OG0004757	XM_001594617.1.p1	XM_009652804.1.p1, XM_009653482.1.p1, XM_009659407.1.p1
OG0004760	XM_001594945.1.p1	XM_009651038.1.p1
OG0004761	XM_001596803.1.p1	XM_009650256.1.p1
OG0004762	XM_001586434.1.p1	XM_009654623.1.p1
OG0004763	XM_001591755.1.p1	XM_009654259.1.p1
OG0004765	XM_001586800.1.p1	XM_009649705.1.p1
OG0004766	XM_001585737.1.p1	XM_009651792.1.p1
OG0004767	XM_001589238.1.p1	XM_009656838.1.p1
OG0004768	XM_001596532.1.p1	XM_009650988.1.p1
OG0004769	XM_001594747.1.p1	XM_009657018.1.p1
OG0004770	XM_001592170.1.p1	XM_009656973.1.p1
OG0004771	XM_001584715.1.p1	XM_009657022.1.p1
OG0004773	XM_001595879.1.p1	XM_009652203.1.p1
OG0004774	XM_001587032.1.p1	XM_009659240.1.p1
OG0004775	XM_001598495.1.p1	XM_009660213.1.p1
OG0004777	XM_001593590.1.p1	XM_009651483.1.p1
OG0004778	XM_001590701.1.p1	XM_009651911.1.p1
OG0004779	XM_001595788.1.p1	XM_009657985.1.p1
OG0004780	XM_001588075.1.p1	XM_009651598.1.p1
OG0004781	XM_001595000.1.p1	XM_009655058.1.p1
OG0004784	XM_001598891.1.p1	XM_009651190.1.p1
OG0004786	XM_001594669.1.p1	XM_009656998.1.p1
OG0004787	XM_001587968.1.p1	XM_009657442.1.p1
OG0004790	XM_001596633.1.p1, XM_001585229.1.p1	XM_009653500.1.p1
OG0004791	XM_001592990.1.p1	XM_009655808.1.p1
OG0004794	XM_001587177.1.p1	XM_009659150.1.p1
OG0004795	XM_001590243.1.p1	XM_009655571.1.p1
OG0004796	XM_001585160.1.p1	XM_009659702.1.p1
OG0004798	XM_001586255.1.p1	XM_009650939.1.p1
OG0004800	XM_001594771.1.p1	XM_009657057.1.p1
OG0004801	XM_001589355.1.p1	XM_009659802.1.p1
OG0004802	XM_001592171.1.p1	XM_009656945.1.p1
OG0004803	XM_001586131.1.p1	XM_009659620.1.p1
OG0004805	XM_001596722.1.p1	XM_009656828.1.p1
OG0004809	XM_001586502.1.p1	XM_009653660.1.p1
OG0004811	XM_001587136.1.p1	XM_009656677.1.p1
OG0004812	XM_001585205.1.p1	XM_009651179.1.p1, XM_009654428.1.p1
OG0004814	XM_001593134.1.p1	XM_009655894.1.p1
OG0004818	XM_001597707.1.p1	XM_009651977.1.p1
OG0004819	XM_001588733.1.p1	XM_009651516.1.p1
OG0004820	XM_001593081.1.p1	XM_009651961.1.p1
OG0004820	XM_001596486.1.p1	XM_009657371.1.p1
OG0004823	XM_001595397.1.p1	XM_009654894.1.p1
OG0004829	XM_001587093.1.p1	XM_009649942.1.p1
OG0004865	XM_001598642.1.p1	XM_009654649.1.p1
OG0004866	XM_001587318.1.p1	XM_009659349.1.p1
OG0004868	XM_001598356.1.p1	XM_009655814.1.p1
OG0004870	XM_001590745.1.p1	XM_009652699.1.p1
OG0004872	XM_001594143.1.p1	XM_009653100.1.p1
OG0004873	XM_001594456.1.p1	XM_009653311.1.p1
OG0004874	XM_001594466.1.p1	XM_009653200.1.p1
OG0004875	XM_001585278.1.p1	XM_009658822.1.p1
OG0004876	XM_001596307.1.p1	XM_009651922.1.p1
OG0004879	XM_001598288.1.p1	XM_009653894.1.p1
OG0004880	XM_001591808.1.p1	XM_009658832.1.p1
OG0004883	XM_001596691.1.p1	XM_009656916.1.p1
OG0004885	XM_001597967.1.p1	XM_009655090.1.p1
OG0004886	XM_001591262.1.p1	XM_009649756.1.p1
OG0004887	XM_001584500.1.p1	XM_009652138.1.p1
OG0004888	XM_001598153.1.p1	XM_009653966.1.p1
OG0004889	XM_001597502.1.p1	XM_009654717.1.p1
OG0004890	XM_001591014.1.p1	XM_009650276.1.p1
OG0004891	XM_001585636.1.p1	XM_009650312.1.p1
OG0004892	XM_001592549.1.p1	XM_009650722.1.p1
OG0004893	XM_001596801.1.p1	XM_009650305.1.p1
OG0004894	XM_001594547.1.p1	XM_009650907.1.p1
OG0004895	XM_001590690.1.p1	XM_009659688.1.p1
OG0004899	XM_001597646.1.p1	XM_009651823.1.p1
OG0004900	XM_001587456.1.p1	XM_009649836.1.p1
OG0004901	XM_001588982.1.p1	XM_009658956.1.p1
OG0004903	XM_001598859.1.p1	XM_009655760.1.p1
OG0004904	XM_001596831.1.p1	XM_009651932.1.p1
OG0004905	XM_001587265.1.p1	XM_009655137.1.p1
OG0004906	XM_001588654.1.p1	XM_009652855.1.p1
OG0004907	XM_001594537.1.p1	XM_009657065.1.p1
OG0004908	XM_001591298.1.p1	XM_009658349.1.p1
OG0004909	XM_001590878.1.p1	XM_009652654.1.p1
OG0004910	XM_001588931.1.p1	XM_009654279.1.p1
OG0004911	XM_001587143.1.p1	XM_009655857.1.p1
OG0004913	XM_001592811.1.p1	XM_009649814.1.p1
OG0004917	XM_001588661.1.p1	XM_009651627.1.p1
OG0004919	XM_001588364.1.p1	XM_009659003.1.p1
OG0004920	XM_001595292.1.p1	XM_009653349.1.p1
OG0004921	XM_001587734.1.p1	XM_009659646.1.p1
OG0004922	XM_001594910.1.p1	XM_009655370.1.p1
OG0004923	XM_001598411.1.p1	XM_009652832.1.p1
OG0004924	XM_001598762.1.p1	XM_009659391.1.p1
OG0004925	XM_001592240.1.p1	XM_009657291.1.p1
OG0004926	XM_001590219.1.p1	XM_009652833.1.p1
OG0004928	XM_001596072.1.p1	XM_009656333.1.p1
OG0004929	XM_001590277.1.p1	XM_009660167.1.p1
OG0004930	XM_001586582.1.p1	XM_009654626.1.p1
OG0004933	XM_001584692.1.p1	XM_009657995.1.p1
OG0004935	XM_001589183.1.p1	XM_009654366.1.p1
OG0004936	XM_001589784.1.p1	XM_009656088.1.p1
OG0004938	XM_001588392.1.p1	XM_009652263.1.p1
OG0004940	XM_001586995.1.p1	XM_009659230.1.p1
OG0004941	XM_001587179.1.p1	XM_009649916.1.p1
OG0004942	XM_001589541.1.p1	XM_009657756.1.p1
OG0004943	XM_001597901.1.p1	XM_009650352.1.p1
OG0004944	XM_001585965.1.p1	XM_009650039.1.p1
OG0004946	XM_001587780.1.p1	XM_009658312.1.p1
OG0004947	XM_001596946.1.p1	XM_009652578.1.p1
OG0004948	XM_001596537.1.p1	XM_009650661.1.p1
OG0004949	XM_001593502.1.p1	XM_009651415.1.p1
OG0004950	XM_001587201.1.p1	XM_009653938.1.p1
OG0004951	XM_001585137.1.p1	XM_009653965.1.p1
OG0004952	XM_001598627.1.p1	XM_009656185.1.p1
OG0004953	XM_001598193.1.p1	XM_009650419.1.p1
OG0004954	XM_001588612.1.p1	XM_009654011.1.p1
OG0004955	XM_001590795.1.p1	XM_009651718.1.p1
OG0004956	XM_001591920.1.p1	XM_009658744.1.p1
OG0004957	XM_001588031.1.p1	XM_009659415.1.p1
OG0004959	XM_001595188.1.p1	XM_009653409.1.p1
OG0004960	XM_001592302.1.p1	XM_009657062.1.p1
OG0004961	XM_001585456.1.p1	XM_009653921.1.p1
OG0004962	XM_001589167.1.p1	XM_009656940.1.p1
OG0004963	XM_001593883.1.p1	XM_009650137.1.p1
OG0004965	XM_001596387.1.p1	XM_009650090.1.p1, XM_009650087.1.p1
OG0004966	XM_001598140.1.p1	XM_009657099.1.p1
OG0004968	XM_001592331.1.p1	XM_009651089.1.p1
OG0004969	XM_001588604.1.p1	XM_009649793.1.p1
OG0004970	XM_001595924.1.p1	XM_009651327.1.p1
OG0004971	XM_001587268.1.p1	XM_009655134.1.p1
OG0004973	XM_001596888.1.p1	XM_009657282.1.p1
OG0004974	XM_001592316.1.p1	XM_009657347.1.p1
OG0004975	XM_001586422.1.p1	XM_009658934.1.p1
OG0004979	XM_001586523.1.p1	XM_009655224.1.p1
OG0004980	XM_001598541.1.p1	XM_009650317.1.p1
OG0004981	XM_001588323.1.p1	XM_009650365.1.p1
OG0004982	XM_001593366.1.p1	XM_009651445.1.p1
OG0004983	XM_001598896.1.p1	XM_009649779.1.p1
OG0004984	XM_001585383.1.p1	XM_009658943.1.p1
OG0004986	XM_001588717.1.p1	XM_009650393.1.p1
OG0004988	XM_001585266.1.p1	XM_009658818.1.p1
OG0004989	XM_001593560.1.p1	XM_009657788.1.p1
OG0004990	XM_001589538.1.p1	XM_009653180.1.p1
OG0004991	XM_001594106.1.p1	XM_009657798.1.p1
OG0004992	XM_001592912.1.p1	XM_009654149.1.p1
OG0004993	XM_001592762.1.p1	XM_009655949.1.p1
OG0004995	XM_001592222.1.p1	XM_009657175.1.p1
OG0004996	XM_001592513.1.p1	XM_009657317.1.p1
OG0004997	XM_001590872.1.p1	XM_009650763.1.p1
OG0004998	XM_001592693.1.p1	XM_009659571.1.p1
OG0004999	XM_001597452.1.p1	XM_009657087.1.p1
OG0005001	XM_001596657.1.p1	XM_009652036.1.p1
OG0005002	XM_001591554.1.p1	XM_009657133.1.p1
OG0005003	XM_001597902.1.p1	XM_009650337.1.p1
OG0005004	XM_001589174.1.p1	XM_009653367.1.p1
OG0005005	XM_001587681.1.p1	XM_009658407.1.p1
OG0005006	XM_001584538.1.p1	XM_009651969.1.p1
OG0005007	XM_001586754.1.p1	XM_009658455.1.p1
OG0005010	XM_001590960.1.p1	XM_009650104.1.p1
OG0005011	XM_001594409.1.p1	XM_009650624.1.p1
OG0005012	XM_001596481.1.p1	XM_009657764.1.p1
OG0005013	XM_001584590.1.p1	XM_009651174.1.p1
OG0005015	XM_001589963.1.p1	XM_009659355.1.p1
OG0005016	XM_001585736.1.p1	XM_009651757.1.p1
OG0005017	XM_001593759.1.p1	XM_009658253.1.p1
OG0005018	XM_001585043.1.p1	XM_009652135.1.p1
OG0005019	XM_001588018.1.p1	XM_009649749.1.p1
OG0005020	XM_001588550.1.p1	XM_009651380.1.p1, XM_009651379.1.p1
OG0005021	XM_001591905.1.p1	XM_009653678.1.p1
OG0005022	XM_001588627.1.p1	XM_009652890.1.p1
OG0005023	XM_001587534.1.p1	XM_009660054.1.p1
OG0005024	XM_001591662.1.p1	XM_009655178.1.p1
OG0005025	XM_001595361.1.p1	XM_009657782.1.p1
OG0005026	XM_001598273.1.p1	XM_009650380.1.p1
OG0005027	XM_001592834.1.p1	XM_009649820.1.p1
OG0005028	XM_001596626.1.p1	XM_009655515.1.p1, XM_009650945.1.p1
OG0005029	XM_001594308.1.p1	XM_009650993.1.p1
OG0005030	XM_001594462.1.p1	XM_009653109.1.p1
OG0005031	XM_001591562.1.p1	XM_009653648.1.p1
OG0005032	XM_001588205.1.p1	XM_009658020.1.p1
OG0005033	XM_001586448.1.p1	XM_009654220.1.p1
OG0005034	XM_001586730.1.p1	XM_009658276.1.p1
OG0005036	XM_001586781.1.p1	XM_009658418.1.p1
OG0005037	XM_001594882.1.p1	XM_009654372.1.p1
OG0005038	XM_001591848.1.p1	XM_009658838.1.p1
OG0005039	XM_001591457.1.p1	XM_009658876.1.p1
OG0005041	XM_001592199.1.p1	XM_009657326.1.p1
OG0005042	XM_001592614.1.p1	XM_009656354.1.p1
OG0005043	XM_001593528.1.p1	XM_009657403.1.p1
OG0005044	XM_001585814.1.p1	XM_009656248.1.p1
OG0005045	XM_001592676.1.p1	XM_009659561.1.p1
OG0005046	XM_001590561.1.p1	XM_009652770.1.p1
OG0005047	XM_001597964.1.p1	XM_009659776.1.p1
OG0005049	XM_001586575.1.p1	XM_009654339.1.p1
OG0005050	XM_001590406.1.p1	XM_009657599.1.p1
OG0005051	XM_001589419.1.p1	XM_009659954.1.p1
OG0005052	XM_001584952.1.p1	XM_009652179.1.p1
OG0005053	XM_001595850.1.p1	XM_009652212.1.p1
OG0005054	XM_001588448.1.p1	XM_009654127.1.p1
OG0005055	XM_001588571.1.p1	XM_009652926.1.p1
OG0005056	XM_001595726.1.p1	XM_009655823.1.p1
OG0005057	XM_001595429.1.p1	XM_009658579.1.p1
OG0005059	XM_001597185.1.p1	XM_009650785.1.p1
OG0005060	XM_001597462.1.p1	XM_009657182.1.p1
OG0005061	XM_001592810.1.p1	XM_009649816.1.p1
OG0005062	XM_001598824.1.p1	XM_009650397.1.p1
OG0005063	XM_001593685.1.p1	XM_009651694.1.p1
OG0005064	XM_001595162.1.p1	XM_009657682.1.p1
OG0005065	XM_001595426.1.p1	XM_009658623.1.p1
OG0005066	XM_001596966.1.p1	XM_009651153.1.p1
OG0005067	XM_001589813.1.p1	XM_009655784.1.p1
OG0005068	XM_001594681.1.p1	XM_009659644.1.p1
OG0005072	XM_001592558.1.p1, XM_001594016.1.p1	XM_009653573.1.p1
OG0005073	XM_001593864.1.p1	XM_009655856.1.p1
OG0005074	XM_001587686.1.p1	XM_009658412.1.p1
OG0005075	XM_001590481.1.p1	XM_009659708.1.p1
OG0005076	XM_001586546.1.p1	XM_009654303.1.p1
OG0005077	XM_001596870.1.p1	XM_009652572.1.p1
OG0005078	XM_001588813.1.p1	XM_009651549.1.p1
OG0005079	XM_001591974.1.p1	XM_009658785.1.p1
OG0005080	XM_001597083.1.p1	XM_009651829.1.p1
OG0005081	XM_001598790.1.p1	XM_009658531.1.p1
OG0005082	XM_001591915.1.p1	XM_009653657.1.p1
OG0005085	XM_001584902.1.p1	XM_009652016.1.p1
OG0005086	XM_001585503.1.p1	XM_009652406.1.p1
OG0005088	XM_001595549.1.p1	XM_009657637.1.p1
OG0005089	XM_001591547.1.p1	XM_009654356.1.p1
OG0005090	XM_001598456.1.p1	XM_009655341.1.p1
OG0005092	XM_001584596.1.p1	XM_009655837.1.p1
OG0005094	XM_001593992.1.p1	XM_009651401.1.p1
OG0005095	XM_001591259.1.p1	XM_009649720.1.p1
OG0005096	XM_001588101.1.p1	XM_009652525.1.p1
OG0005099	XM_001588672.1.p1	XM_009652865.1.p1
OG0005108	XM_001592210.1.p1	XM_009650884.1.p1
OG0005140	XM_001597876.1.p1	XM_009655721.1.p1
OG0005142	XM_001585803.1.p1	XM_009650559.1.p1
OG0005143	XM_001593507.1.p1	XM_009659841.1.p1, XM_009651475.1.p1
OG0005144	XM_001588036.1.p1	XM_009651438.1.p1
OG0005145	XM_001593647.1.p1	XM_009651688.1.p1
OG0005147	XM_001598269.1.p1	XM_009650221.1.p1
OG0005148	XM_001596628.1.p1	XM_009657107.1.p1
OG0005153	XM_001598196.1.p1	XM_009657811.1.p1
OG0005154	XM_001596514.1.p1	XM_009653745.1.p1
OG0005155	XM_001589446.1.p1	XM_009650970.1.p1
OG0005156	XM_001590841.1.p1	XM_009652780.1.p1
OG0005158	XM_001596288.1.p1	XM_009657760.1.p1
OG0005161	XM_001588827.1.p1	XM_009652931.1.p1
OG0005162	XM_001594921.1.p1	XM_009654406.1.p1
OG0005163	XM_001584729.1.p1	XM_009659033.1.p1
OG0005164	XM_001593515.1.p1	XM_009651469.1.p1
OG0005166	XM_001598148.1.p1	XM_009658659.1.p1
OG0005167	XM_001591035.1.p1	XM_009650243.1.p1
OG0005168	XM_001592131.1.p1	XM_009654286.1.p1
OG0005170	XM_001589823.1.p1	XM_009650129.1.p1
OG0005171	XM_001592546.1.p1	XM_009650803.1.p1
OG0005172	XM_001595282.1.p1	XM_009653350.1.p1
OG0005174	XM_001595521.1.p1	XM_009660008.1.p1
OG0005175	XM_001592324.1.p1	XM_009651095.1.p1
OG0005176	XM_001591397.1.p1	XM_009650641.1.p1
OG0005177	XM_001587173.1.p1	XM_009649914.1.p1
OG0005179	XM_001590583.1.p1	XM_009652753.1.p1
OG0005180	XM_001596674.1.p1	XM_009658083.1.p1
OG0005181	XM_001588619.1.p1	XM_009649781.1.p1
OG0005182	XM_001591442.1.p1	XM_009658771.1.p1
OG0005183	XM_001597625.1.p1	XM_009651743.1.p1
OG0005185	XM_001588831.1.p1	XM_009652966.1.p1
OG0005186	XM_001594025.1.p1	XM_009652885.1.p1
OG0005187	XM_001593410.1.p1	XM_009651397.1.p1
OG0005188	XM_001597138.1.p1	XM_009654558.1.p1
OG0005189	XM_001598238.1.p1	XM_009656446.1.p1
OG0005192	XM_001595791.1.p1	XM_009656657.1.p1
OG0005193	XM_001586460.1.p1	XM_009654168.1.p1
OG0005195	XM_001590569.1.p1	XM_009652071.1.p1
OG0005196	XM_001587541.1.p1	XM_009655310.1.p1
OG0005197	XM_001597740.1.p1	XM_009655879.1.p1
OG0005199	XM_001597085.1.p1	XM_009651830.1.p1
OG0005200	XM_001594366.1.p1	XM_009650966.1.p1
OG0005201	XM_001593350.1.p1	XM_009659233.1.p1
OG0005202	XM_001588123.1.p1	XM_009651551.1.p1
OG0005204	XM_001589181.1.p1	XM_009656880.1.p1
OG0005205	XM_001587230.1.p1, XM_001596519.1.p1	XM_009659336.1.p1
OG0005206	XM_001592741.1.p1	XM_009653998.1.p1
OG0005207	XM_001586013.1.p1	XM_009657540.1.p1
OG0005210	XM_001593021.1.p1	XM_009655803.1.p1
OG0005211	XM_001595736.1.p1	XM_009654060.1.p1
OG0005212	XM_001594741.1.p1	XM_009654745.1.p1
OG0005213	XM_001593224.1.p1	XM_009649885.1.p1
OG0005214	XM_001598757.1.p1	XM_009651582.1.p1
OG0005216	XM_001591249.1.p1	XM_009658167.1.p1
OG0005217	XM_001594576.1.p1	XM_009650639.1.p1
OG0005218	XM_001585747.1.p1	XM_009657203.1.p1, XM_009657258.1.p1
OG0005222	XM_001590055.1.p1	XM_009654304.1.p1
OG0005224	XM_001593789.1.p1	XM_009657806.1.p1
OG0005225	XM_001586736.1.p1	XM_009649698.1.p1
OG0005226	XM_001586882.1.p1	XM_009658451.1.p1
OG0005227	XM_001585112.1.p1	XM_009652151.1.p1
OG0005228	XM_001586616.1.p1	XM_009658895.1.p1
OG0005230	XM_001593192.1.p1	XM_009659125.1.p1
OG0005234	XM_001596779.1.p1	XM_009654777.1.p1
OG0005236	XM_001588918.1.p1	XM_009657974.1.p1
OG0005237	XM_001590130.1.p1	XM_009655160.1.p1
OG0005238	XM_001596818.1.p1	XM_009650218.1.p1
OG0005240	XM_001596303.1.p1	XM_009657738.1.p1
OG0005241	XM_001585702.1.p1	XM_009650790.1.p1
OG0005242	XM_001593503.1.p1	XM_009651468.1.p1
OG0005243	XM_001585882.1.p1	XM_009653143.1.p1
OG0005244	XM_001590109.1.p1	XM_009654577.1.p1
OG0005245	XM_001591604.1.p1	XM_009658837.1.p1
OG0005246	XM_001585470.1.p1	XM_009655796.1.p1
OG0005247	XM_001587254.1.p1	XM_009653685.1.p1
OG0005248	XM_001598315.1.p1	XM_009655834.1.p1
OG0005249	XM_001594015.1.p1	XM_009653398.1.p1
OG0005250	XM_001588079.1.p1	XM_009651602.1.p1
OG0005251	XM_001591175.1.p1	XM_009659491.1.p1
OG0005252	XM_001591115.1.p1	XM_009655764.1.p1
OG0005256	XM_001590955.1.p1	XM_009654004.1.p1
OG0005257	XM_001586604.1.p1	XM_009658920.1.p1
OG0005258	XM_001595324.1.p1	XM_009654543.1.p1
OG0005259	XM_001598849.1.p1	XM_009649797.1.p1
OG0005260	XM_001587084.1.p1	XM_009659204.1.p1
OG0005261	XM_001596798.1.p1	XM_009650308.1.p1
OG0005262	XM_001585178.1.p1	XM_009651233.1.p1
OG0005264	XM_001587957.1.p1, XM_001587958.1.p1	XM_009654147.1.p1
OG0005265	XM_001586349.1.p1	XM_009650119.1.p1
OG0005266	XM_001588908.1.p1	XM_009659496.1.p1
OG0005267	XM_001591149.1.p1	XM_009650253.1.p1
OG0005268	XM_001589365.1.p1	XM_009654756.1.p1
OG0005269	XM_001596572.1.p1	XM_009651083.1.p1
OG0005270	XM_001597892.1.p1	XM_009658678.1.p1
OG0005271	XM_001590576.1.p1	XM_009651899.1.p1
OG0005272	XM_001589595.1.p1	XM_009652474.1.p1
OG0005273	XM_001598352.1.p1	XM_009657928.1.p1
OG0005276	XM_001594379.1.p1	XM_009656892.1.p1
OG0005277	XM_001587526.1.p1	XM_009660057.1.p1
OG0005278	XM_001595064.1.p1	XM_009658628.1.p1
OG0005279	XM_001587374.1.p1	XM_009651710.1.p1
OG0005280	XM_001592072.1.p1	XM_009653216.1.p1
OG0005281	XM_001592724.1.p1	XM_009653992.1.p1
OG0005282	XM_001597220.1.p1	XM_009654844.1.p1
OG0005283	XM_001593072.1.p1	XM_009659368.1.p1
OG0005284	XM_001598809.1.p1	XM_009652514.1.p1
OG0005285	XM_001585251.1.p1	XM_009659975.1.p1
OG0005286	XM_001586124.1.p1	XM_009655401.1.p1
OG0005287	XM_001591965.1.p1	XM_009658714.1.p1
OG0005288	XM_001592368.1.p1	XM_009651305.1.p1
OG0005289	XM_001588888.1.p1	XM_009656724.1.p1
OG0005290	XM_001598300.1.p1	XM_009660184.1.p1
OG0005291	XM_001588529.1.p1	XM_009653222.1.p1
OG0005292	XM_001590928.1.p1	XM_009651736.1.p1
OG0005293	XM_001589034.1.p1	XM_009652015.1.p1
OG0005294	XM_001595913.1.p1	XM_009652245.1.p1
OG0005295	XM_001584796.1.p1	XM_009659792.1.p1
OG0005296	XM_001591507.1.p1	XM_009654267.1.p1
OG0005297	XM_001596007.1.p1	XM_009656349.1.p1
OG0005298	XM_001588141.1.p1	XM_009651641.1.p1
OG0005299	XM_001588543.1.p1	XM_009649778.1.p1
OG0005300	XM_001588277.1.p1	XM_009652889.1.p1
OG0005301	XM_001588744.1.p1	XM_009651679.1.p1
OG0005302	XM_001598554.1.p1	XM_009650345.1.p1
OG0005304	XM_001593783.1.p1	XM_009657837.1.p1
OG0005305	XM_001593577.1.p1, XM_001598241.1.p1	XM_009657812.1.p1
OG0005307	XM_001590396.1.p1	XM_009658011.1.p1
OG0005309	XM_001586817.1.p1	XM_009658522.1.p1
OG0005310	XM_001593542.1.p1	XM_009651548.1.p1
OG0005311	XM_001587137.1.p1	XM_009655984.1.p1
OG0005312	XM_001595713.1.p1	XM_009652907.1.p1
OG0005313	XM_001586950.1.p1	XM_009658346.1.p1
